Distance (mm),T (C),P (atm),H2,O2,H2O,CH4,CO,CO2,AR,PT(S),H(S),H2O(S),OH(S),CO(S),CO2(S),CH3(S),CH2(S),CH(S),C(S),O(S)
8.3020887126663e-05,800.0000000000001,0.9999999999999238,0.0038036687932321233,0.07672640649806332,0.499010001053372,0.13082945930881898,0.008567601199738357,0.2428392337235632,0.03822362942321205,0.9415473128816462,2.301929625843328e-05,0.0009969790547515827,0.01341988385595976,0.008165729748923323,2.741682633583718e-07,5.542125010023053e-06,1.3902062408707298e-08,4.46816176217531e-11,1.877737706821921e-05,0.0358224675453755
8.302365371614789e-05,800.0000000000001,0.9999999999999238,0.003804298824776982,0.07671432419643068,0.4990220421943905,0.13082258838532732,0.008569754921684805,0.24284341558789857,0.03822357588949107,0.9416884121589859,2.3098944373333943e-05,0.000997152648836777,0.013420906259852107,0.00816892953985463,2.741943454334535e-07,5.542004116321165e-06,1.3903720809239547e-08,4.46869235042377e-11,1.8856425570070327e-05,0.035676813875656875
8.302642030563276e-05,800.0000000000001,0.9999999999999241,0.0038049278024183627,0.07670224024330108,0.4990340860309021,0.13081571665004796,0.00857190965069882,0.24284759726596095,0.03822352235667077,0.9418282737555731,2.3178501222601225e-05,0.0009973249398119205,0.013421886775841918,0.008172117415878002,2.7422018770071136e-07,5.541868260727585e-06,1.390532424217478e-08,4.469205274903167e-11,1.893535699942679e-05,0.03553245321620753
8.302918689511764e-05,800.0000000000001,0.9999999999999238,0.0038055557101477583,0.0766901546723867,0.49904613253627,0.1308088441324238,0.008574065360561805,0.24285177876264663,0.038223468825563225,0.9419669179655561,2.3257969270089847e-05,0.0009974959490969498,0.013422826131488413,0.008175293567410735,2.7424579411685465e-07,5.5417177085217775e-06,1.3906873643183675e-08,4.4697008362906724e-11,1.9014173976405905e-05,0.03538936432812929
8.303195348460252e-05,800.0000000000001,0.9999999999999238,0.0038061825322966768,0.076678067516831,0.4990581816842564,0.1308019708613748,0.008576222025516276,0.24285596008275978,0.03822341529696508,0.9421043646928241,2.3337350946644457e-05,0.0009976656976996062,0.013423725040378951,0.008178458181169709,2.742711685616817e-07,5.541552719879571e-06,1.390836993019596e-08,4.4701793295619164e-11,1.9092879085585257e-05,0.03524752638093606
8.30347200740874e-05,800.0000000000001,0.9999999999999238,0.0038068082535041687,0.07666597880926365,0.4990702334489824,0.1307950968653479,0.008578379620221432,0.2428601412310214,0.038223361771659074,0.9422406331300628,2.34166485901783e-05,0.0009978342058752081,0.013424584191208478,0.008181611436750117,2.7429631477603177e-07,5.541373545957461e-06,1.3909813989270803e-08,4.470641039451266e-11,1.9171474813362303e-05,0.03510691928831817
8.303748666357227e-05,800.0000000000001,0.9999999999999238,0.0038074328587182475,0.07665388858179863,0.4990822878049299,0.13078822217231564,0.008580538119754894,0.2428643222120688,0.03822330825041392,0.9423757421069769,2.3495864508629493e-05,0.0009980014934956613,0.013425404259690132,0.008184753510296731,2.743212364292252e-07,5.541180433171422e-06,1.3911206689974537e-08,4.4710862453926043e-11,1.924996361392277e-05,0.03496752334383081
8.304025325305715e-05,800.0000000000001,0.9999999999999238,0.0038079940370617936,0.07664300610366656,0.4990931389199962,0.13078203437535815,0.008582481522724604,0.24286808495580403,0.03822326008538868,0.9424963640989175,2.3567090835453573e-05,0.0009981510248745315,0.013426109453248266,0.00818757195846944,2.7434347688883356e-07,5.5409949135311376e-06,1.391241691370736e-08,4.471473046256298e-11,1.9320514105402426e-05,0.03484308656402741
8.304274318359353e-05,800.0000000000001,0.9999999999999237,0.003808554288979259,0.07663212244268361,0.49910399209548856,0.13077584605581064,0.008584425621188729,0.2428718475710448,0.03822321192480441,0.9426160749322359,2.3638254412072944e-05,0.0009982995971564922,0.01342678399540958,0.008190381610846625,2.74365540909749e-07,5.540798470039614e-06,1.391358683128141e-08,4.4718468947858357e-11,1.9390981651150577e-05,0.03471960150597195
8.304523311412992e-05,800.0000000000001,0.9999999999999238,0.003809057715036073,0.076622326154986,0.49911376170029725,0.13077027613749803,0.008586175890107286,0.2428752338175589,0.03822316858451642,0.9427230462494224,2.37022492900034e-05,0.0009984325033761273,0.013427365257405713,0.008192902876538032,2.7438524973968326e-07,5.540612469963988e-06,1.391460578592076e-08,4.472172441866291e-11,1.945433291711769e-05,0.03460926757400339
