Distance (mm),T (C),P (atm),H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO
1.024e-08,26.850000828557256,29.607698001480387,1.6331023616342008e-18,1.7483055573074158e-42,7.416093105384848e-40,0.37480654270568386,4.688815531234211e-37,0.10215546707383323,4.2397882827538374e-42,2.6635562816336136e-23,3.296304225211423e-39,5.0727324878755184e-71,1.7199023410079046e-40,1.0216553986914534e-48,4.773361458929286e-28,0.5021162346505477,9.61033837172015e-25,1.5156555776184758e-24,2.8867231648836467e-50,3.3460749028426456e-43,2.8422937120337024e-54,1.0092025296430214e-50,1.7606571470959253e-49,9.63372360403211e-75,3.5008152762091344e-33,8.350569767548654e-53,1.6324618786420286e-18,6.0853635439480465e-40,0.015691132332829608,2.4071733670563808e-63,2.586983324975502e-35,1.0294719646602266e-56,8.818211040369148e-75,2.740170574694673e-91,6.653996335445008e-114,1.0581352385278318e-125,3.032588732966231e-52,5.981613549048381e-79,1.1656004658742411e-114,4.1307004966530006e-29,1.1492578092122189e-99,1.3564492633674354e-61,1.0764595077777832e-68,2.318672346330639e-100,2.2395294065393975e-51,2.7616811555506177e-120,1.8456154400910632e-117,6.4765294279892615e-74,1.7244564694286414e-62,0.005230623237105532,0.0,1.8444146679946982e-28,1.7395851360653168e-28,6.684714441025359e-47,1.550026507378447e-73
2.048e-08,26.850000828557256,29.607698001480387,1.6331023616342008e-18,2.852036378001095e-42,1.3134946527713843e-39,0.37480654270568386,4.688256206259964e-37,0.10215546707383323,9.104487409976776e-42,2.6635562816336136e-23,2.7247323580504545e-39,5.813986464696397e-71,1.702647999917682e-40,1.2795054318722665e-48,4.77336145892384e-28,0.5021162346505477,9.610338371720154e-25,1.5156555776184758e-24,5.533214804281334e-50,6.6496384597215625e-43,7.461907248565786e-54,2.0183913835015897e-50,4.730035867433562e-49,7.202098106239333e-75,3.5008152762091344e-33,8.009343976984254e-53,1.6324618786420286e-18,1.2170587311692378e-39,0.015691132332829608,2.3898227124829272e-63,2.586983324975502e-35,1.0294719646602266e-56,1.561747682373671e-74,9.466301035330479e-91,4.6430681418935206e-113,1.4833832805408396e-124,2.8793247546598735e-52,2.243994227380823e-78,8.786309924386207e-114,4.1307004966530006e-29,8.022324125692493e-99,1.2088752843631623e-61,1.997661732662994e-68,4.681521007667637e-100,2.0102535236436976e-51,2.0616250273462252e-119,6.924382817747189e-117,2.4301093980839475e-73,3.2001953382520033e-62,0.005230623237105532,0.0,1.8444146679946615e-28,1.7395851360653536e-28,6.682072571572766e-47,3.099273448731236e-73
4.096e-08,26.850000828557256,29.607698001480387,1.6331023616342008e-18,4.065826396017243e-42,2.1193985304642553e-39,0.37480654270568386,4.687137569959943e-37,0.10215546707383323,1.9770566437198826e-41,2.6635562816336136e-23,1.9194426723358457e-39,5.3169849123534695e-71,1.6688248342072163e-40,1.3928599343882254e-48,4.77336145891295e-28,0.5021162346505477,9.610338371720164e-25,1.5156555776184758e-24,1.0202623810770516e-49,1.3132126437427639e-42,1.685910146993073e-53,4.036728064307948e-50,1.1194922293975963e-48,4.299175684722385e-75,3.5008152762091344e-33,7.381635549519313e-53,1.6324618786420286e-18,2.434061434003861e-39,0.015691132332829608,2.3556180702565113e-63,2.586983324975502e-35,1.0294719646602266e-56,2.519697374734814e-74,2.9159664392892606e-90,2.915339198146788e-112,1.878264741848389e-123,2.6079669923573197e-52,7.973862274918678e-78,6.297498964304093e-113,4.1307004966530006e-29,5.036543288228979e-98,9.716468548980912e-62,3.4785146479517197e-68,9.46656374412128e-100,1.636872395978451e-51,1.4497397683947845e-118,2.4607408047417108e-116,8.637667752551374e-73,5.57247815198868e-62,0.005230623237105532,0.0,1.8444146679945884e-28,1.7395851360654265e-28,6.676792989041672e-47,6.195517136871858e-73
8.192e-08,26.850000828557256,29.607698001480387,1.6331023616342008e-18,4.905892168207942e-42,2.996327784914288e-39,0.37480654270568386,4.684900387002354e-37,0.10215546707383323,4.247570051434049e-41,2.6635562816336136e-23,1.0436932480042522e-39,3.793248336222204e-71,1.6038137474477223e-40,1.3795161250962203e-48,4.773361458891169e-28,0.5021162346505477,9.61033837172017e-25,1.5156555776184758e-24,1.7572548342683637e-49,2.5617967689174674e-42,3.300704595738204e-53,8.073237324555886e-50,2.4000825963428043e-48,1.8291565565291484e-75,3.5008152762091344e-33,6.312670045131725e-53,1.6324618786420286e-18,4.8678982180568226e-39,0.015691132332829608,2.2891393870613847e-63,2.586983324975502e-35,1.0294719646602266e-56,3.561459827744268e-74,7.5917073748036725e-90,1.5687175875637292e-111,2.0495419083513008e-122,2.1694245357032178e-52,2.598193812881084e-77,4.163225417853984e-112,4.1307004966530006e-29,2.708456734379405e-97,6.528560860507321e-62,5.468504804187268e-68,1.901705033002206e-99,1.1240612059591024e-51,9.235901617662794e-118,8.01791468382075e-116,2.8155229768914775e-72,8.760383850277979e-62,0.005230623237105532,0.0,1.8444146679944424e-28,1.7395851360655729e-28,6.666250434228357e-47,1.2379275575550263e-72
1.6384e-07,26.850000828557256,29.607698001480387,1.6331023616342008e-18,5.019645513360177e-42,3.652499149081924e-39,0.37480654270568386,4.6804266624265865e-37,0.10215546707383323,8.869353753405768e-41,2.6635562816336136e-23,3.8970330419450226e-40,3.9416229530699055e-60,1.4835420730772434e-40,1.2824673717751848e-48,4.773361458847604e-28,0.5021162346505477,9.610338371720178e-25,1.5156555776184758e-24,2.717022046114164e-49,4.8816834612980704e-42,5.551969328278137e-53,1.6145599492729247e-49,4.781084648253496e-48,4.943167121415942e-76,3.5008152762091344e-33,4.727660742277263e-53,1.6324618786420286e-18,9.734896113248989e-39,0.015691132332829608,2.1634805158277253e-63,2.586983324975502e-35,1.0294719646602266e-56,4.340124625529242e-74,1.6127692135488865e-89,7.003212154514245e-111,1.867202164614753e-121,1.5627808862541174e-52,7.523938465158523e-77,2.463647265853074e-111,4.1307004966530006e-29,1.2076145096087746e-96,3.3029188025095767e-62,7.48204991756761e-68,3.73336883265949e-99,5.877672430662769e-52,5.091807032958398e-117,2.3210129142537776e-115,8.156338372262223e-72,1.1986023894197304e-61,0.005230623237105532,0.0,1.84441466799415e-28,1.7395851360658648e-28,6.645231621274499e-47,2.4712470215503644e-72
3.2768e-07,26.850000828557256,29.607698001480387,1.6331023616342008e-18,4.4476703672465674e-42,3.9564977939153034e-39,0.37480654270568386,4.671483801493386e-37,0.10215546707383323,1.7957725006000123e-40,2.6635562816336136e-23,8.94564227486018e-41,-6.637956641606236e-60,1.2765591859588253e-40,1.1040429603774619e-48,4.773361458760465e-28,0.5021162346505477,9.61033837172018e-25,1.5156555776184758e-24,3.6373598239099995e-49,8.911267473681835e-42,7.676012834809982e-53,3.2287698846755493e-49,8.880570704643144e-48,7.725154061520941e-77,3.5008152762091344e-33,2.8604053769528683e-53,1.6324618786420286e-18,1.9466187806237831e-38,0.015691132332829608,1.9383184192209818e-63,2.586983324975502e-35,1.0294719646602266e-56,4.694800651372406e-74,2.7946968031558695e-89,2.5888184193421873e-110,1.4156586170384318e-120,9.089255535020241e-53,1.9167603153511348e-76,1.2896338231349939e-110,4.1307004966530006e-29,4.4541854991445135e-96,1.1184176407971077e-62,8.845682816798225e-68,7.00460304185979e-99,2.0807013966809593e-52,2.3342431969956607e-116,5.906361239260653e-115,2.0784738208186942e-71,1.4170523691014379e-61,0.005230623237105532,0.0,1.8444146679935649e-28,1.73958513606645e-28,6.603457821155638e-47,4.924233519356231e-72
6.5536e-07,26.850000828557256,29.607698001480387,1.6331023616342008e-18,3.3759320623155336e-42,4.0400155831097704e-39,0.37480654270568386,4.653628734954623e-37,0.10215546707383323,3.5599647955938512e-40,2.6635562816336136e-23,1.1598593257204291e-41,-2.4284360653623416e-59,9.63962907159834e-41,8.337106050226228e-49,4.773361458586153e-28,0.5021162346505477,9.61033837172018e-25,1.5156555776184758e-24,4.1926815789416234e-49,1.5127356295678146e-41,8.09870923898804e-53,6.4561401040483916e-49,1.5071969270627519e-47,6.567937268205647e-78,3.5008152762091344e-33,1.3013562895588721e-53,1.6324618786420286e-18,3.8917962236077515e-38,0.015691132332829608,1.5728926026362406e-63,2.586983324975502e-35,1.0294719646602266e-56,4.776708591948533e-74,3.975679771443758e-89,7.989492117624281e-110,9.001044746166999e-120,4.106846484117313e-53,4.3915073226758825e-76,6.070170432159073e-110,4.1307004966530006e-29,1.369119939238264e-95,2.2795011633912952e-63,9.401540063401533e-68,1.225027483458081e-98,4.4749124960621375e-53,8.642663299283887e-116,1.3498539671802546e-114,4.762865958865829e-71,1.5060990656930775e-61,0.005230623237105532,0.0,1.8444146679923954e-28,1.7395851360676194e-28,6.52095335502893e-47,9.776129664014437e-72
1.31072e-06,26.850000828557256,29.607698001480387,1.6331023616342008e-18,2.0489208199947704e-42,4.057657889471141e-39,0.37480654270568386,4.618100225160945e-37,0.10215546707383323,7.069422017082528e-40,2.6635562816336136e-23,8.040400847205821e-43,-1.222846491899845e-59,5.847284969829346e-41,5.057193281047596e-49,4.773361458237385e-28,0.5021162346505477,9.610338371720182e-25,1.5156555776184758e-24,4.317623753819451e-49,2.308757376092744e-41,5.994271708181408e-53,1.2906684666905599e-48,2.2583232544892834e-47,3.1280792055290154e-79,3.5008152762091344e-33,4.788019559774595e-54,1.6324618786420286e-18,7.77783749127662e-38,0.015691132332829608,1.0739000901446721e-63,2.586983324975502e-35,1.0294719646602266e-56,4.788503729235401e-74,4.78843815241474e-89,2.1134409887836028e-109,4.913192096466158e-119,1.5161876468319982e-53,9.40725422801921e-76,2.655166357954436e-109,4.1307004966530006e-29,3.5941919874863474e-95,2.5865717183699002e-64,9.527687291499094e-68,1.955171557971069e-98,5.39184653087003e-54,2.5045784084766e-115,2.8769193188423646e-114,1.020368711904527e-70,1.5263074924498042e-61,0.005230623237105532,0.0,1.8444146679900565e-28,1.7395851360699584e-28,6.360016098686033e-47,1.9269291749059667e-71
2.62144e-06,26.850000828557256,29.607698001480387,1.6331023616342008e-18,8.919810918823576e-43,4.064341371108855e-39,0.37480654270568386,4.547965853561711e-37,0.10215546707383323,1.4726317101336123e-39,2.6635562816336136e-23,2.88695677432371e-44,-1.6852837415077744e-60,2.545474226093965e-41,2.201526926632226e-49,4.773361457539289e-28,0.5021162346505477,9.610338371720182e-25,1.5156555776184758e-24,4.1571613507220484e-49,3.122096941675374e-41,2.875350852571958e-53,2.5791012096907955e-48,2.912292659112273e-47,2.949679285954795e-80,3.5008152762091344e-33,2.2884011755434144e-54,1.6324618786420286e-18,1.5532760848001608e-37,0.015691132332829608,5.566242073367001e-64,2.586983324975502e-35,1.0294719646602266e-56,4.811377255071401e-74,5.233649148974851e-89,5.045870098696415e-109,2.4075798426149926e-118,4.8689399535491756e-54,1.9454817631843567e-75,1.11268382387286e-108,4.1307004966530006e-29,8.458093751017888e-95,1.5557712260780544e-65,9.542861999111289e-68,2.8612506145645653e-98,3.456572046380538e-55,5.46272500937356e-115,5.8894607709679015e-114,2.110266093088393e-70,1.5287384844381574e-61,0.005230623237105532,0.0,1.8444146679853784e-28,1.7395851360746367e-28,6.053646250428264e-47,3.7458741119508955e-71
5.24288e-06,26.850000828557256,29.607698001480387,1.6331023616342008e-18,2.481686640996426e-43,4.06752010290872e-39,0.37480654270568386,4.411731269379118e-37,0.10215546707383323,3.4169379896537666e-39,2.6635562816336136e-23,5.2776491037804e-46,3.00821028408882e-58,7.08205405054619e-42,6.125119056676883e-50,4.77336145614092e-28,0.5021162346505477,9.610338371720182e-25,1.5156555776184758e-24,3.780165215176703e-49,3.882167665991428e-41,8.318116166066345e-54,5.149279417286928e-48,3.276189234575824e-47,2.2338296178385415e-80,3.5008152762091344e-33,1.877323897563498e-54,1.6324618786420286e-18,3.097478247082905e-37,0.015691132332829608,1.94717945748382e-64,2.586983324975502e-35,1.0294719646602266e-56,7.285011235847854e-74,5.3935388391982674e-89,1.1329781307302438e-108,1.10129594796903e-117,1.2086970906032735e-54,3.958182324432583e-75,4.560136516552805e-108,4.1307004966530006e-29,1.8483084771376457e-94,4.823900585174624e-67,9.543804412141264e-68,4.544660198241956e-98,1.1448768748048512e-56,8.79815924007539e-115,1.1734626155612519e-113,4.290275807934901e-70,1.5288892353860456e-61,0.005230623237105532,0.0,1.8444146679760222e-28,1.7395851360839927e-28,5.497226346857909e-47,7.098240702687174e-71
1.048576e-05,26.850000828557256,29.607698001480387,1.6331023616342008e-18,4.0101461324443744e-44,4.068219946699426e-39,0.37480654270568386,4.1550286670621275e-37,0.10215546707383323,9.147594621920462e-39,2.6635562816336136e-23,4.8685392048592125e-48,3.310219478701863e-58,1.1443858112480761e-42,9.897551318654933e-51,4.773361453335974e-28,0.5021162346505477,9.610338371720182e-25,1.5156555776184758e-24,3.1440269753675146e-49,4.842169657505543e-41,1.3622817948380683e-54,1.0263025194416892e-47,3.39379302298571e-47,2.0968450857030887e-80,3.5008152762091344e-33,1.8419636310108372e-54,1.6324618786420286e-18,6.1593868939687325e-37,0.015691132332829608,4.1277983275754515e-65,2.586983324975502e-35,1.0294719646602266e-56,1.2188017636394885e-73,5.3219793696181984e-89,2.464752957670071e-108,4.8454343981409686e-117,1.8953229151085852e-55,7.995450040126584e-75,1.8490521957109067e-107,4.1307004966530006e-29,3.8267050769057574e-94,7.596379941917256e-69,9.543838577111547e-68,9.45582510295738e-98,1.9638884465532114e-58,1.0899975855668041e-114,2.2744755575114098e-113,8.650308765143993e-70,1.5288939789597944e-61,0.005230623237105532,0.0,1.8444146679573096e-28,1.7395851361027053e-28,4.571739219187877e-47,1.2881663369219036e-70
2.097152e-05,26.850000828557256,29.607698001480387,1.6331023616342008e-18,3.524771299924223e-45,4.067649332206736e-39,0.37480654270568386,3.6981236703855122e-37,0.10215546707383323,2.7997783630918944e-38,2.6635562816336136e-23,2.255976727544294e-50,1.53690388954844e-57,1.0058731329524165e-43,8.699584402043618e-52,4.77336144769687e-28,0.5021162346505477,9.610338371720182e-25,1.5156555776184758e-24,2.237953554501442e-49,6.565236633835069e-41,1.2023707489073884e-55,2.0385170586133347e-47,3.4144670404017924e-47,1.8662286487678547e-80,3.5008152762091344e-33,1.8402070375060038e-54,1.6324618786420286e-18,1.2181846788737533e-36,0.015691132332829608,4.893971573563631e-66,2.586983324975502e-35,1.0294719646602266e-56,4.11168383130251e-73,5.058126623921274e-89,5.315624828004313e-108,2.099507344678079e-116,1.655012107672123e-56,1.6209870123944093e-74,7.501239240922053e-107,4.1307004966530006e-29,7.58732851136377e-94,6.028621881480909e-71,9.543871110334278e-68,4.2084940627291223e-97,1.3827548894177195e-59,1.0955171253447594e-114,4.234362463350435e-113,1.7370375059648488e-69,1.5288940456005384e-61,0.005230623237105532,0.0,1.8444146679198844e-28,1.7395851361401305e-28,3.254201395712002e-47,2.2017638900641308e-70
