Distance (mm),T (C),P (atm),H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO
0.00268435456,26.85000086460599,29.607698001480387,6.440284914917598e-19,9.981518317539714e-52,1.3511048037548156e-38,0.3268149239347227,1.4081328215941483e-36,0.09263296811203127,3.0410887018031366e-21,9.040832750371578e-23,-1.5942774411717133e-71,-7.013784959687853e-55,6.52920953064274e-59,4.1684468473478866e-60,9.655669379958517e-25,0.37587227574595056,9.923192396726131e-25,0.189018193206276,1.1558899553041746e-51,6.854239633281464e-36,3.5644066138346314e-63,3.743410835729261e-40,5.008347525353105e-45,1.3505219163655571e-80,5.803877149760637e-34,1.6778567057030046e-51,6.422155597309908e-19,8.396388605053827e-32,0.011746008617060948,1.8947220015274693e-72,2.1583813322760016e-37,4.41315751552996e-56,2.0288145272361072e-51,4.260418875544701e-59,1.5235662505965651e-55,9.570454767252867e-62,3.712350983449664e-63,2.0143137174950115e-52,1.1516291339376136e-68,1.2872193883320953e-29,1.0122625892010454e-60,-2.716762308721657e-83,4.765953364155063e-66,7.663943529816616e-70,-8.107460633406203e-57,1.0258187973236166e-106,8.108796844244401e-109,1.315996831502607e-56,1.1159625847858107e-50,0.003915630383958337,0.0,7.425620944625364e-29,2.571796228749773e-37,6.27272676914539e-50,7.427294472152437e-64
0.00536870912,26.85000086460599,29.607698001480387,6.440284914917598e-19,9.970380860791832e-52,1.3097295708917006e-38,0.3268149239347227,1.408858101711395e-36,0.09263296811203127,3.041088702008502e-21,9.040832750374937e-23,-1.5328971324244945e-69,-1.0617788762968688e-54,6.529683081874087e-59,4.168843454287895e-60,9.655667325485001e-25,0.37587227574595056,9.923192396726131e-25,0.189018193206276,1.152384052436614e-51,1.3708296367174647e-35,3.5660628473673234e-63,3.3744218692403785e-40,8.985865245573592e-45,1.3512177372286831e-80,5.803877149760638e-34,1.677856350222998e-51,6.422155597311961e-19,8.40463346327105e-32,0.011746008617060948,1.8465139529280595e-72,2.1583813322760016e-37,4.41315751552996e-56,1.8508431438869673e-51,3.5850533943741597e-60,1.5235652935518893e-55,1.9140901518792588e-61,3.7141529514409965e-63,3.7940279422880376e-52,4.376130592016919e-68,1.2872193883320953e-29,1.0175567648057741e-60,-8.673506588176211e-83,4.7283989951369494e-66,1.4435543599862718e-69,-1.313038925470716e-57,3.9013393907305783e-106,1.65431491451056e-108,2.6319915938078574e-56,1.1159612687794162e-50,0.003915630383958337,0.0,7.425620918907357e-29,5.143592445623284e-37,6.272729776555342e-50,1.457044475322031e-63
0.01073741824,26.85000086460599,29.607698001480387,6.440284914917598e-19,9.985128431348417e-52,1.2319431245574904e-38,0.3268149239347227,1.4088899118106536e-36,0.09263296811203127,3.041088702419371e-21,9.040832750381655e-23,-1.9840526989771916e-70,2.7774471643037203e-55,6.529698808602996e-59,4.168857700809435e-60,9.655663216539719e-25,0.37587227574595056,9.923192396726131e-25,0.189018193206276,1.1654534527526266e-51,2.741634456630194e-35,3.566135628294133e-63,3.230799691917755e-40,1.6602318388170038e-44,1.3512482557383166e-80,5.8038771497606396e-34,1.6778556362845164e-51,6.42215559731607e-19,8.407431180311772e-32,0.011746008617060948,1.755962512643475e-72,2.1583813322760016e-37,4.41315751552996e-56,1.5523120420706817e-51,1.5746244126370792e-61,1.5235633794649441e-55,3.828177097476717e-61,3.715620046766207e-63,6.77933899704871e-52,1.589949774495778e-67,1.2872193883320953e-29,1.0180090711593755e-60,7.808584647390414e-83,4.7294718173753634e-66,2.579429312936413e-69,-2.0720752005353527e-57,1.417818436557382e-105,3.341685241019935e-108,5.263974910842933e-56,1.1159586367728348e-50,0.003915630383958337,0.0,7.425620867471341e-29,1.0287184843741511e-36,6.272726583728973e-50,2.801279328394725e-63
0.02147483648,26.85000086460599,29.607698001480387,6.440284914917598e-19,9.98756860484767e-52,1.0939788820524584e-38,0.3268149239347227,1.4088874111716693e-36,0.09263296811203127,3.041088703241159e-21,9.04083275039509e-23,-8.879353731862848e-70,2.732472414241994e-55,6.5296868534925515e-59,4.1688498900925753e-60,9.655654998656156e-25,0.37587227574595056,9.923192396726131e-25,0.189018193206276,1.1654144732986304e-51,5.483239200323609e-35,3.566130202972951e-63,3.199833317632916e-40,3.1689221230764723e-44,1.3512458575551982e-80,5.803877149760643e-34,1.6778542082699407e-51,6.42215559732429e-19,8.407943959242419e-32,0.011746008617060948,1.5950465280536005e-72,2.1583813322760016e-37,4.41315751552996e-56,1.121104284549213e-51,3.5356726584469535e-63,1.5235595513006713e-55,7.656341369853853e-61,3.71755379329499e-63,1.1091416578455557e-51,5.3605376023042634e-67,1.2872193883320953e-29,1.0180033025076446e-60,-1.6018392470428042e-82,4.7450726905244725e-66,4.2201215885715006e-69,1.133652340482055e-57,4.78056064107891e-105,6.727497504165389e-108,1.0527916714728493e-55,1.1159533727845025e-50,0.003915630383958337,0.0,7.425620764599312e-29,2.0574369497462802e-36,6.272720214631484e-50,5.188822822163621e-63
0.04294967296,26.85000086460599,29.607698001480387,6.440284914917598e-19,9.985507241778482e-52,8.741617816709469e-39,0.3268149239347227,1.4088816965532577e-36,0.09263296811203127,3.0410887048847423e-21,9.040832750421956e-23,6.832009322516206e-71,3.1393121427400627e-57,6.529662469296541e-59,4.1688338770025787e-60,9.655638562917004e-25,0.37587227574595056,9.923192396726131e-25,0.189018193206276,1.1627739964393132e-51,1.096643877026841e-34,3.566117718130977e-63,3.1962999550719513e-40,6.182970799439718e-44,1.351240376606981e-80,5.803877149760649e-34,1.6778513522441493e-51,6.422155597340728e-19,8.407980243118034e-32,0.011746008617060948,1.3386276696608212e-72,2.1583813322760016e-37,4.41315751552996e-56,6.3365882059409705e-52,4.014567743719552e-65,1.523551895010602e-55,1.5312631439530373e-60,3.718670035108931e-63,1.596587122734778e-51,1.621590838689234e-66,1.2872193883320953e-29,1.0179504202265933e-60,-6.881187117113493e-83,4.741105610935439e-66,6.074788219305704e-69,-1.8904965495834977e-58,1.4461733685589035e-104,1.3493432299234733e-107,2.1055701002698252e-55,1.1159428449071587e-50,0.003915630383958337,0.0,7.425620558855257e-29,4.1148738234844735e-36,6.27270789496238e-50,9.004442633394307e-63
0.08589934592,26.85000086460599,29.607698001480387,6.440284914917598e-19,9.985411681100167e-52,5.831150558324196e-39,0.3268149239347227,1.4088724969373014e-36,0.09263296811203127,3.0410887081718973e-21,9.040832750475691e-23,1.1258193115913534e-56,-1.7027063547015915e-57,6.529615149636303e-59,4.168803075053909e-60,9.655605691550617e-25,0.37587227574595056,9.923192396726131e-25,0.189018193206276,1.1627226957726797e-51,2.193280050798983e-34,3.5660978257029846e-63,3.1960822035968522e-40,1.221065748135659e-43,1.3512315531962663e-80,5.803877149760663e-34,1.6778456402166847e-51,6.422155597373604e-19,8.407954137831848e-32,0.011746008617060948,9.991413049199126e-73,2.1583813322760016e-37,4.41315751552996e-56,2.4961832936161752e-52,2.2927455357165822e-67,1.5235365825843614e-55,3.0625057680119144e-60,3.7188832190062853e-63,1.9806276158284843e-51,4.3148916768451973e-66,1.2872193883320953e-29,1.0178437225130808e-60,1.1393223589515608e-82,4.7410815868527094e-66,7.536007347357004e-69,-9.189502631142959e-61,3.848129505927015e-104,2.7025144976917312e-107,4.21108723069281e-55,1.1159217895497463e-50,0.003915630383958337,0.0,7.425620147367169e-29,8.229747342936616e-36,6.272684365857913e-50,1.4094869552251348e-62
0.17179869184,26.85000086460599,29.607698001480387,6.440284914917598e-19,9.985376439752224e-52,2.9510049676307956e-39,0.3268149239347227,1.4088585469025055e-36,0.09263296811203127,3.0410887147461653e-21,9.040832750583163e-23,-1.2201347576672584e-56,-6.475134712855751e-58,6.529523401885434e-59,4.1687439143628716e-60,9.65553994926552e-25,0.37587227574595056,9.923192396726131e-25,0.189018193206276,1.1627246877840134e-51,4.38653746456583e-34,3.5660681727515433e-63,3.196054293586682e-40,2.4265925570803814e-43,1.3512181737215638e-80,5.8038771497606874e-34,1.6778342162488666e-51,6.422155597439358e-19,8.407896949285569e-32,0.011746008617060948,6.631905524208623e-73,2.1583813322760016e-37,4.41315751552996e-56,6.12256583346316e-53,7.843611646481723e-70,1.5235059583474629e-55,6.124929457861355e-60,3.7188446103600767e-63,2.1690202905777024e-51,1.0213854341541294e-65,1.2872193883320953e-29,1.0176303609846607e-60,-1.79222593353033e-81,4.739161910551365e-66,8.252809509428692e-69,-5.569687944754925e-62,9.108905015971078e-104,5.407734452431831e-107,8.421962588851307e-55,1.115879680423962e-50,0.003915630383958337,0.0,7.425619324391085e-29,1.645949346974401e-35,6.2726395051346265e-50,1.924710747114663e-62
0.34359738368,26.85000086460599,29.607698001480387,6.440284914917598e-19,9.98535063410015e-52,1.0574866024383193e-39,0.3268149239347227,1.4088364972938067e-36,0.09263296811203127,3.0410887278945202e-21,9.040832750798102e-23,-9.155512241006357e-57,-1.6530893387836505e-57,6.529343710840544e-59,4.168628807061059e-60,9.655408466486068e-25,0.37587227574595056,9.923192396726131e-25,0.189018193206276,1.162698788111209e-51,8.772992559421453e-34,3.5660221899881854e-63,3.1960106932881506e-40,4.8376132835831715e-43,1.3511970261093568e-80,5.80387714976074e-34,1.6778113686366582e-51,6.422155597570863e-19,8.407782453681491e-32,0.011746008617060948,4.4232066664225e-73,2.1583813322760016e-37,4.41315751552996e-56,8.558189714831398e-54,7.690288118472872e-71,1.5234447123358976e-55,1.2249530614385724e-59,3.7188050312478155e-63,2.2216877666414062e-51,2.2298253276511368e-65,1.2872193883320953e-29,1.017203816750084e-60,3.482043261850931e-81,4.742413471782217e-66,8.453197294999588e-69,1.6708098878852503e-60,1.988564005783637e-103,1.0821801714543894e-106,1.6843077742385926e-54,1.115795468528078e-50,0.003915630383958337,0.0,7.425617678439283e-29,3.291898207497208e-35,6.272552673890165e-50,2.2939643478744844e-62
0.68719476736,26.85000086460599,29.607698001480387,6.440284914917598e-19,9.985032173575156e-52,3.1262340867322524e-40,0.3268149239347227,1.4087970017512495e-36,0.09263296811203127,3.041088754190515e-21,9.040832751227984e-23,3.773430456046627e-56,-3.7148770441158975e-57,6.528987332985986e-59,4.1684011282865465e-60,9.655145508090023e-25,0.37587227574595056,9.923192396726131e-25,0.189018193206276,1.1626469893142859e-51,1.754566382497729e-33,3.565940709409976e-63,3.195923678906336e-40,9.659523451997903e-43,1.3511591463954722e-80,5.803877149760842e-34,1.677765674666561e-51,6.422155597833865e-19,8.407553472260914e-32,0.011746008617060948,3.554289964841042e-73,2.1583813322760016e-37,4.41315751552996e-56,6.4308192384885724e-55,-9.896166428704232e-72,1.5233222301609024e-55,2.449774811391999e-59,3.718801759841278e-63,2.2296028893179456e-51,4.655315661496574e-65,1.2872193883320953e-29,1.0163514431350628e-60,-1.3229174950083363e-80,4.749638245641611e-66,8.48331108317174e-69,5.215190543239947e-59,4.151471579305898e-103,2.1666128274460108e-106,3.3682766182007957e-54,1.115627070155209e-50,0.003915630383958337,0.0,7.425614386537139e-29,6.583794469188784e-35,6.272381288998315e-50,2.512282456644943e-62
1.37438953472,26.85000086460599,29.607698001480387,6.440284914917598e-19,9.984573307103147e-52,1.5013305218887494e-40,0.3268149239347227,1.4087200228765677e-36,0.09263296811203127,3.0410888067796388e-21,9.040832752087745e-23,-1.1686587942814147e-56,-7.823351139366624e-57,6.528275937221978e-59,4.167946908887589e-60,9.65461961994789e-25,0.37587227574595056,9.923192396726131e-25,0.189018193206276,1.1625433939000417e-51,3.509005071153079e-33,3.565782336035977e-63,3.1957496610042286e-40,1.9302818683239027e-42,1.3510853169336494e-80,5.8038771497610475e-34,1.6776742917090298e-51,6.422155598359841e-19,8.407095536610501e-32,0.011746008617060948,3.364592138354014e-73,2.1583813322760016e-37,4.41315751552996e-56,2.5104528139228266e-56,-3.5504965771630885e-75,1.5230773051971186e-55,4.899024449229739e-59,3.718635326091508e-63,2.2302208964757813e-51,9.507641020601715e-65,1.2872193883320953e-29,1.0146495505261028e-60,2.604107289990592e-80,4.7643131547691e-66,8.485660896903539e-69,-3.500486419473573e-59,8.47801421301608e-103,4.3420603851689407e-106,6.735197865999508e-54,1.1152903750543819e-50,0.003915630383958337,0.0,7.425607802738689e-29,1.3167581155160945e-34,6.272039529464086e-50,2.7219596952706953e-62
2.74877906944,26.85000086460599,29.607698001480387,6.440284914917598e-19,9.984367561226333e-52,1.3137464821807149e-40,0.3268149239347227,1.4085665451431503e-36,0.09263296811203127,3.041088911946428e-21,9.040832753807274e-23,-1.3712280295396094e-55,3.291751820466503e-56,6.526853667913744e-59,4.1670388673527615e-60,9.653567958251003e-25,0.37587227574595056,9.923192396726131e-25,0.189018193206276,1.162814353664627e-51,7.017500232286168e-33,3.5654667046555357e-63,3.195401663104593e-40,3.8587308952124904e-42,1.350938118405766e-80,5.80387714976146e-34,1.6774915457066068e-51,6.422155599411679e-19,8.40617976561044e-32,0.011746008617060948,3.342366858751287e-73,2.1583813322760016e-37,4.41315751552996e-56,4.9976818958767816e-58,-6.370172313733699e-79,1.522587612763726e-55,9.79594878315926e-59,3.718610331376212e-63,2.230245560724057e-51,1.921239939917805e-64,1.2872193883320953e-29,1.011257145609593e-60,-4.457457810902775e-81,4.793698860156537e-66,8.485751971054285e-69,-2.1199426909371884e-59,1.7129309956287105e-102,8.719314347398872e-106,1.3464977054438407e-53,1.114617391187035e-50,0.003915630383958337,0.0,7.425594635165138e-29,2.633513117750272e-34,6.271356313628416e-50,3.088877954456567e-62
5.49755813888,26.85000086460599,29.607698001480387,6.440284914917598e-19,9.981108179514633e-52,1.3023299816539522e-40,0.3268149239347227,1.408259711573606e-36,0.09263296811203127,3.0410891222341807e-21,9.040832757246326e-23,3.2385632090957656e-55,-3.2592035966849404e-56,6.524010049706273e-59,4.1652233860237084e-60,9.651465093106906e-25,0.37587227574595056,9.923192396726131e-25,0.189018193206276,1.1619218822737574e-51,1.4032962022934637e-32,3.5648358085728565e-63,3.1947058188697236e-40,7.714789054491641e-42,1.3506438382623408e-80,5.803877149762283e-34,1.6771261333311974e-51,6.422155601514894e-19,8.404348622708895e-32,0.011746008617060948,3.340276624145235e-73,2.1583813322760016e-37,4.41315751552996e-56,5.024578948229867e-60,-5.687687126581083e-83,1.521608857468674e-55,1.9583501733673536e-58,3.717933420729713e-63,2.230246174300781e-51,3.862192283834943e-64,1.2872193883320953e-29,1.0045175536030335e-60,7.993084931519558e-80,6.360147459278791e-66,8.485748805303442e-69,6.411447661344729e-60,3.4424367814228437e-102,2.033202362071441e-105,2.690830180576419e-53,1.1132730468292453e-50,0.003915630383958337,0.0,7.425568300111435e-29,5.267013782410732e-34,6.269990206831371e-50,3.8161789573481944e-62
10.99511627776,26.85000086460599,29.607698001480387,6.440284914917598e-19,9.977437307857885e-52,1.3014272804737513e-40,0.3268149239347227,1.4076463150911956e-36,0.09263296811203127,3.041089542626465e-21,9.040832764124429e-23,-1.5677090388261754e-55,3.2365475616535474e-56,6.518326352336608e-59,4.161594710145766e-60,9.647261195018874e-25,0.37587227574595056,9.923192396726131e-25,0.189018193206276,1.1620496465033949e-51,2.8057774141341687e-32,3.563574988767739e-63,3.193314736393619e-40,1.5423547257944773e-41,1.3500555375589732e-80,5.803877149763928e-34,1.6763956269589098e-51,6.422155605719497e-19,8.400687932361485e-32,0.011746008617060948,3.338856949698459e-73,2.1583813322760016e-37,4.41315751552996e-56,2.538569507945459e-62,1.5355936530545423e-85,1.5196538619299604e-55,3.913345712081113e-58,3.716357339348468e-63,2.2302464163934446e-51,7.74409792967351e-64,1.2872193883320953e-29,9.912168459984788e-61,1.0332209501967595e-79,3.4612687674360873e-66,8.48573872957567e-69,6.13641910908849e-59,6.8984352506526055e-102,3.296607489872825e-105,5.373017325302643e-53,1.110590835976463e-50,0.003915630383958337,0.0,7.425515630377615e-29,1.0533977752765067e-33,6.267259185144167e-50,5.269139586020605e-62
21.99023255552,26.85000086460599,29.607698001480387,6.440284914917598e-19,9.967247672985366e-52,1.3002889534714814e-40,0.3268149239347227,1.4064205906509898e-36,0.09263296811203127,3.041090382678794e-21,9.040832777880643e-23,-7.035124053233576e-55,-2.2945372404776323e-55,6.506973091202234e-59,4.1543464890177005e-60,9.638860721260748e-25,0.37587227574595056,9.923192396726131e-25,0.189018193206276,1.1584805960083167e-51,5.608297381668578e-32,3.5610572035354663e-63,3.1905349933062098e-40,3.0827642897339907e-41,1.3488799609605007e-80,5.8038771497672175e-34,1.6749358866193315e-51,6.422155614121377e-19,8.393372927916658e-32,0.011746008617060948,3.335390018561335e-73,2.1583813322760016e-37,4.41315751552996e-56,6.424107787666096e-65,1.5146417895169045e-85,1.5157539052401273e-55,7.813302401914448e-58,3.7108826272130324e-63,2.230246888325697e-51,1.5507913008844376e-63,1.2872193883320953e-29,9.653106779843733e-61,1.5010458642863672e-79,-2.642912157855336e-65,8.485718540254745e-69,-1.3326071618755006e-57,1.3798394735764699e-101,-1.5980471587906982e-104,1.0711604948419663e-52,1.1052522011651638e-50,0.003915630383958337,0.0,7.425410292404317e-29,2.106775625972727e-33,6.26180189874669e-50,8.169990941753494e-62
43.98046511104,26.85000086460599,29.607698001480387,6.440284914917598e-19,9.9354768369914e-52,1.298026391528445e-40,0.3268149239347227,1.4039734080299674e-36,0.09263296811203127,3.0410920598595808e-21,9.040832805393066e-23,1.404544776105725e-54,2.9100428141196335e-56,6.484322991364587e-59,4.1398864950779894e-60,9.622089012443411e-25,0.37587227574595056,9.923192396726131e-25,0.189018193206276,1.158994988706534e-51,1.1203584494580144e-31,3.556037009181032e-63,3.184985177742131e-40,6.158224448667111e-41,1.3465328994782513e-80,5.8038771497737836e-34,1.6720214867027044e-51,6.422155630895897e-19,8.378768379640142e-32,0.011746008617060948,3.330340635122525e-73,2.1583813322760016e-37,4.41315751552996e-56,1.2894734167418303e-67,1.4375237443089617e-85,1.507993923924551e-55,1.5573283717490718e-57,3.701771370833221e-63,2.230247823107081e-51,3.1035558238997987e-63,1.2872193883320953e-29,9.161376669224844e-61,8.25211043437424e-79,1.0298513836233787e-65,8.485678161613213e-69,4.904868869055388e-57,2.755028355102938e-101,-9.8342540234846e-106,2.128662044182336e-52,1.0946770921983941e-50,0.003915630383958337,0.0,7.425199622434904e-29,4.213471555562442e-33,6.250906320547283e-50,1.3951521012557669e-61
87.96093022208,26.85000086460599,29.607698001480387,6.440284914917598e-19,9.940284565788357e-52,1.2935171519949863e-40,0.3268149239347227,1.3990960485259577e-36,0.09263296811203127,3.041095402566314e-21,9.040832860417831e-23,-5.922131046847206e-54,1.3339243042805184e-54,6.439247590237018e-59,4.111111710778006e-60,9.58866214323859e-25,0.37587227574595056,9.923192396726131e-25,0.189018193206276,1.1676829044819727e-51,2.235528297861327e-31,3.5460578025002057e-63,3.173924094737197e-40,1.2287783335816565e-40,1.3418550864990812e-80,5.803877149786871e-34,1.6662129393062433e-51,6.42215566432839e-19,8.349660771682513e-32,0.011746008617060948,3.3176859781591713e-73,2.1583813322760016e-37,4.413157515529961e-56,1.2481855294265446e-67,1.2982645009009611e-85,1.4926320624057004e-55,3.093514523634101e-57,3.70113082951774e-63,2.2302496572250402e-51,6.209090837402272e-63,1.2872193883320953e-29,8.273254994796799e-61,-1.3138248876901936e-78,8.485111292919492e-65,8.485597405098673e-69,-6.699410028265954e-57,5.4862894058387624e-101,2.452849299926055e-103,4.203575806403008e-52,1.0739277711729818e-50,0.003915630383958337,0.0,7.424778306403449e-29,8.426624341097091e-33,6.22919087853741e-50,2.5434381328756352e-61
175.92186044416,26.85000086460599,29.607698001480387,6.440284914917598e-19,9.858767495972244e-52,1.2845609020166383e-40,0.3268149239347227,1.3894088814078958e-36,0.09263296811203127,3.0411020416832672e-21,9.040832970466506e-23,9.256912478509871e-56,7.99259370909172e-55,6.349988902138856e-59,4.054138272619393e-60,9.522271370134706e-25,0.37587227574595056,9.923192396726131e-25,0.189018193206276,1.1544928424094234e-51,4.450425384488532e-31,3.526341561898545e-63,3.1519550540988314e-40,2.446204682608194e-40,1.3325642486924103e-80,5.803877149812865e-34,1.654676293265818e-51,6.422155730730412e-19,8.291848698895471e-32,0.011746008617060948,3.298271073007915e-73,2.1583813322760016e-37,4.413157515529961e-56,-4.726989825102855e-67,1.0689690290328717e-85,1.4625279892005058e-55,6.103921844153541e-57,3.6626395554464925e-63,2.2302531889599778e-51,1.2420184259627382e-62,1.2872193883320953e-29,6.810961688666258e-61,-3.265730853181975e-78,-1.3101783465903302e-63,8.485435895136662e-69,6.142905727629489e-57,1.0873101459875735e-100,-7.306840650429537e-102,8.19901196538285e-52,1.0339730564235424e-50,0.003915630383958337,0.0,7.423935769959187e-29,1.6851973726103884e-32,6.186060754776708e-50,4.808318088919741e-61
351.84372088832,26.85000086460599,29.607698001480387,6.440284914917598e-19,9.786865909554522e-52,1.266894845636856e-40,0.3268149239347227,1.3703010380691443e-36,0.09263296811203127,3.0411151372784102e-21,9.040833190556167e-23,-9.804479123037507e-54,-2.6976898083669858e-55,6.174984119015716e-59,3.942458977301493e-60,9.39131621309126e-25,0.37587227574595056,9.923192396726131e-25,0.189018193206276,1.1282515471939917e-51,8.819298759628391e-31,3.4878577038920433e-63,3.108621054683456e-40,4.847582314041711e-40,1.3142381610825163e-80,5.803877149864139e-34,1.63192036996851e-51,6.422155861708065e-19,8.177814945154004e-32,0.011746008617060948,3.241528187900949e-73,2.1583813322760016e-37,4.413157515529962e-56,-6.005616359270417e-69,7.481247722869197e-86,1.4047004396705613e-55,1.188667679714801e-56,3.620464139126301e-63,2.2302597456346567e-51,2.484246111638909e-62,1.2872193883320953e-29,4.7649292767695326e-61,-2.5172109906386263e-78,8.1840566257669e-63,8.485112887519794e-69,-1.6330924773887035e-56,2.13498451555477e-100,8.573188235657201e-101,1.5616622690493494e-51,9.597962935241823e-51,0.003915630383958337,0.0,7.422251079458448e-29,3.369884861980349e-32,6.100987000700969e-50,9.21434305036843e-61
703.68744177664,26.85000086460599,29.607698001480387,6.440284914917598e-19,9.551930284202267e-52,1.2325213729871667e-40,0.3268149239347227,1.333122388538855e-36,0.09263296811203127,3.0411406177389613e-21,9.04083363067224e-23,-1.0564155089115525e-53,3.814311191249448e-54,5.838590108181126e-59,3.7278834459060057e-60,9.136513208957265e-25,0.37587227574595056,9.923192396726131e-25,0.189018193206276,1.1375113731570714e-51,1.731997500817033e-30,3.414529740071322e-63,3.0243038529255864e-40,9.520069243310425e-40,1.2785805948961368e-80,5.803877149963904e-34,1.5876435495892082e-51,6.422156116556061e-19,7.955936374794507e-32,0.011746008617060948,3.16113835513354e-73,2.1583813322760016e-37,4.413157515529965e-56,4.8497061700954894e-67,4.028623409200223e-86,1.2978433497590598e-55,2.2572385788298155e-56,3.594352250331461e-63,2.2302711033033137e-51,4.9687349516641195e-62,1.2872193883320953e-29,2.563460103377547e-61,-1.0324834852605753e-77,2.4663720471717257e-63,8.484466921489063e-69,3.3994837360321336e-56,4.1162015344878716e-100,1.4072309288998533e-100,2.846577928759781e-51,8.313035918064148e-51,0.003915630383958337,0.0,7.418883227314148e-29,6.737730984228478e-32,5.935456677936539e-50,1.7554697631162046e-60
1407.37488355328,26.85000086460599,29.607698001480387,6.440284914917598e-19,8.535264141250802e-52,1.167408742898484e-40,0.3268149239347227,1.2626940540785437e-36,0.09263296811203127,3.041188885963074e-21,9.040834510415887e-23,6.587972081308934e-53,-1.3208198377394847e-53,5.216969728044501e-59,3.3316919181415334e-60,8.653834268114715e-25,0.37587227574595056,9.923192396726131e-25,0.189018193206276,9.132691472764493e-52,3.342315176090633e-30,3.2812817901469666e-63,2.86457607734293e-40,1.8371490879516436e-39,1.2110336821044984e-80,5.803877150152892e-34,1.5037689842657486e-51,6.422156599324984e-19,7.535626913762918e-32,0.011746008617060948,2.993989261558935e-73,2.1583813322760016e-37,4.4131575155299695e-56,4.853842775414879e-67,1.4866735511228583e-86,1.114345519471921e-55,4.092216881701203e-56,3.377782389157953e-63,2.2302884545236845e-51,9.93783015669366e-62,1.2872193883320953e-29,9.432890967494674e-62,1.1278571771675301e-77,-8.968997109838856e-63,8.483175186118419e-69,3.4375984018847907e-56,7.656837660981584e-100,-2.3400147010793986e-100,4.809576742044881e-51,6.350019753683237e-51,0.003915630383958337,0.0,7.412153632907437e-29,1.3467313349991923e-31,5.621888907017882e-50,3.2519381507838995e-60
2814.74976710656,26.85000086460599,29.607698001480387,6.440284914917598e-19,8.689113730714761e-52,1.050252859234445e-40,0.3268149239347227,1.13597577517311e-36,0.09263296811203127,3.0412757327684976e-21,9.040836266405508e-23,-1.4444461431733633e-53,2.4460819674310198e-54,4.154708940953344e-59,2.6555761444489826e-60,7.785373513146668e-25,0.37587227574595056,9.923192396726131e-25,0.189018193206276,9.617674796411477e-52,6.239741734069564e-30,3.0604313324110706e-63,2.577173044067749e-40,3.4298207172684284e-39,1.0894998051404419e-80,5.803877150492937e-34,1.352857524517795e-51,6.422157467965697e-19,6.779384532003749e-32,0.011746008617060948,2.7040409084309967e-73,2.1583813322760016e-37,4.413157515529977e-56,6.04270807897772e-66,3.3870484152330076e-87,8.382713945266941e-56,6.852958131153474e-56,3.1842427433519557e-63,2.2303098987962957e-51,1.987639992874689e-61,1.2872193883320953e-29,2.126846982172164e-62,-1.9951923676193217e-77,-3.1839735424219548e-62,8.48059250274878e-69,2.1354561199927244e-55,1.329659185373195e-99,-2.6051182432412536e-99,7.235621518931851e-51,3.923953532801968e-51,0.003915630383958337,0.0,7.398718839327244e-29,2.6902082864031754e-31,5.057701541553704e-50,5.673949532461515e-60
5629.49953421312,26.85000086460599,29.607698001480387,6.440284914917598e-19,7.538695959990017e-52,8.586896193947697e-41,0.3268149239347227,9.287753348495795e-37,0.09263296811203127,3.0414177390064286e-21,9.040839756239843e-23,-5.193302043261605e-53,3.238157747355836e-53,2.599856616407985e-59,1.667640416675304e-60,6.3653301568685225e-25,0.37587227574595056,9.923192396726131e-25,0.189018193206276,1.0828509615969427e-51,1.0977620198738892e-29,2.7526854798775645e-63,2.107198356274482e-40,6.034283034600797e-39,8.907765187870149e-81,5.8038771510489806e-34,1.1060980835867607e-51,6.422158888368949e-19,5.542832432429726e-32,0.011746008617060948,2.220856651903001e-73,2.1583813322760016e-37,4.4131575155299885e-56,-2.0693765167024466e-66,4.489212226329316e-88,5.053862218526791e-56,1.0181809857893623e-55,2.263877003022929e-63,2.2303290744358845e-51,3.9754638500569596e-61,1.2872193883320953e-29,2.7023691174022625e-63,-7.975605875499564e-78,1.312670262338807e-60,8.4754302780936e-69,1.8661717161632315e-55,2.035644976568783e-99,1.5120086814906747e-97,9.405082255891823e-51,1.7544736198135407e-51,0.003915630383958337,0.0,7.371946480022556e-29,5.36743941194648e-31,4.135183403337216e-50,8.904513875262969e-60
