Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_N2_PFRC2_(), Mole_fraction_H2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_H2O2_PFRC2_(), Mole_fraction_HO2_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_HOCHO_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_CHOCHO_PFRC2_(), Mole_fraction_CHCHO_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_C2H5OH_PFRC2_(), Mole_fraction_C2H4O1-2_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Mole_fraction_C2H3OH_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_HCCOH_PFRC2_(), Mole_fraction_C3H8_PFRC2_(), Mole_fraction_C3H6_PFRC2_(), Mole_fraction_C3H5-A_PFRC2_(), Mole_fraction_CC3H6_PFRC2_(), Mole_fraction_CH3CHCO_PFRC2_(), Mole_fraction_C3H4-P_PFRC2_(), Mole_fraction_C3H4-A_PFRC2_(), Mole_fraction_C3H3_PFRC2_(), Mole_fraction_CC3H4_PFRC2_(), Mole_fraction_C2HCHO_PFRC2_(), Mole_fraction_C3H5OH_PFRC2_(), Mole_fraction_SC3H5OH_PFRC2_(), Mole_fraction_IC3H5OH_PFRC2_(), Mole_fraction_CH3COCH3_PFRC2_(), Mole_fraction_C2H3CHO_PFRC2_(), Mole_fraction_C2H5CHO_PFRC2_(), Mole_fraction_C4H10_PFRC2_(), Mole_fraction_IC4H10_PFRC2_(), Mole_fraction_IC4H8_PFRC2_(), Mole_fraction_IC4H7_PFRC2_(), Mole_fraction_CVCYCCOC_PFRC2_(), Mole_fraction_CCYCCO-T1_PFRC2_(), Mole_fraction_C4H8-1_PFRC2_(), Mole_fraction_C4H71-3_PFRC2_(), Mole_fraction_SC3H5CHO_PFRC2_(), Mole_fraction_C4H8-2_PFRC2_(), Mole_fraction_C4H6_PFRC2_(), Mole_fraction_C4H5-2_PFRC2_(), Mole_fraction_C4H4_PFRC2_(), Mole_fraction_C4H3-I_PFRC2_(), Mole_fraction_C4H2_PFRC2_(), Mole_fraction_CHCC(CH2)CHCH2_PFRC2_(), Mole_fraction_CH2CHCHCHCCH_PFRC2_(), Mole_fraction_CYHEXDN13_PFRC2_(), Mole_fraction_CYHEXDN14_PFRC2_(), Mole_fraction_C6H8_PFRC2_(), Mole_fraction_CYPENTN-4MTHNE_PFRC2_(), Mole_fraction_C4H612_PFRC2_(), Mole_fraction_C4H6-2_PFRC2_(), Mole_fraction_H2C4O_PFRC2_(), Mole_fraction_C2H3COCH3_PFRC2_(), Mole_fraction_C5H10-1_PFRC2_(), Mole_fraction_C5H10-2_PFRC2_(), Mole_fraction_C5H81-3_PFRC2_(), Mole_fraction_BC5H10_PFRC2_(), Mole_fraction_CC5H10_PFRC2_(), Mole_fraction_AC5H10_PFRC2_(), Mole_fraction_B13DE2M_PFRC2_(), Mole_fraction_B12DE3M_PFRC2_(), Mole_fraction_L-C6H4_PFRC2_(), Mole_fraction_C-C6H4_PFRC2_(), Mole_fraction_C6H2_PFRC2_(), Mole_fraction_C6H6_PFRC2_(), Mole_fraction_FULVENE_PFRC2_(), Mole_fraction_C6H5OH_PFRC2_(), Mole_fraction_C6H5O_PFRC2_(), Mole_fraction_C5H6_PFRC2_(), Mole_fraction_C5H5_PFRC2_(), Mole_fraction_C5H6-L_PFRC2_(), Mole_fraction_CVCCJCVC_PFRC2_(), Mole_fraction_CVCCVCCJ_PFRC2_(), Mole_fraction_C5H5OH_PFRC2_(), Mole_fraction_C5H4O_PFRC2_(), Mole_fraction_OC5H7O_PFRC2_(), Mole_fraction_C7H6_PFRC2_(), Mole_fraction_C7H5_PFRC2_(), Mole_fraction_IND_PFRC2_(), Mole_fraction_C5H5CH3_PFRC2_(), Mole_fraction_C9H7_PFRC2_(), Mole_fraction_C9H6O_PFRC2_(), Mole_fraction_NAPH_PFRC2_(), Mole_fraction_FLUORENE_PFRC2_(), Mole_fraction_C14H10_PFRC2_(), Mole_fraction_C16H10_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
6.150000e-01, 2.540609e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.095194e-01, 1.314957e-01, -2.567500e+06, 1.517482e+03, -3.279871e+05, 1.517482e+03, 4.700009e+06, 4.211117e-03, 3.247304e-01, 1.779680e-06, 5.182163e-08, 2.875904e-01, 5.607191e-08, 7.487364e-12, 5.998905e-11, 2.069671e-01, 6.945294e-02, 1.052728e-01, 1.184962e-05, 1.824345e-06, 2.072011e-06, 2.606056e-08, 2.089546e-07, 1.144420e-04, 1.154795e-07, 9.793140e-04, 3.774919e-08, 2.175523e-09, 3.618023e-04, 2.675479e-04, 3.804413e-08, 3.621459e-12, 7.189177e-07, 3.608651e-07, 1.608258e-06, 2.390139e-08, 3.638412e-07, 8.406549e-06, 3.824787e-08, 2.719936e-08, 3.300627e-08, 6.130359e-06, 2.237109e-06, 6.967138e-08, 1.976335e-09, 3.177905e-09, 7.686340e-10, 2.891350e-10, 3.742605e-09, 2.311935e-09, 4.445566e-09, 5.812797e-10, 1.167070e-09, 4.831897e-10, 3.369785e-08, 4.415307e-10, 2.645331e-08, 2.208094e-07, 3.301213e-08, 7.356781e-10, 4.117503e-11, 2.234034e-08, 4.213909e-07, 5.435917e-10, 5.844242e-07, 3.666675e-10, 5.171943e-08, 9.369600e-11, 6.271752e-11, 7.266297e-11, 2.944145e-11, 1.156538e-10, 8.257139e-11, 2.381399e-08, 2.079544e-08, 1.669785e-10, 2.396072e-10, 1.024261e-10, 1.082911e-10, 2.510729e-09, 1.128259e-10, 7.081118e-11, 1.688757e-10, 2.357879e-09, 5.462941e-11, 4.738032e-11, 3.786713e-11, 5.232673e-12, 6.968279e-06, 6.267982e-09, 2.328245e-08, 7.732173e-11, 9.160737e-08, 2.256328e-09, 1.411505e-07, 7.413232e-11, 2.271973e-10, 7.868806e-11, 9.914519e-12, 1.315849e-06, 2.624023e-11, 7.266014e-12, 9.271606e-09, 4.293988e-10, 2.893921e-10, 9.423368e-12, 2.116448e-06, 7.834996e-07, 4.118980e-07, 7.378801e-07, 1.655206e-02, 6.165843e+00, 1.081563e+05, 1.088972e+05
6.270000e-01, 2.597744e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.105386e-01, 1.314957e-01, -2.574221e+06, 1.519677e+03, -3.279871e+05, 1.519677e+03, 4.700009e+06, 4.196794e-03, 3.280410e-01, 1.836095e-06, 5.052958e-08, 2.855459e-01, 5.725797e-08, 7.244018e-12, 5.837171e-11, 2.086498e-01, 6.856129e-02, 1.032838e-01, 1.187450e-05, 1.796629e-06, 2.087935e-06, 2.687660e-08, 2.088188e-07, 1.100878e-04, 1.132421e-07, 9.479820e-04, 3.741858e-08, 2.084259e-09, 3.511450e-04, 2.619304e-04, 3.633175e-08, 3.507622e-12, 6.919690e-07, 3.492728e-07, 1.592540e-06, 2.332844e-08, 3.426895e-07, 7.955961e-06, 3.668511e-08, 2.582909e-08, 3.166278e-08, 5.854987e-06, 2.138169e-06, 6.755541e-08, 1.907383e-09, 3.130946e-09, 7.232575e-10, 2.722781e-10, 3.532443e-09, 2.200601e-09, 4.269329e-09, 5.486442e-10, 1.076257e-09, 4.449239e-10, 3.114012e-08, 4.133612e-10, 2.636333e-08, 2.200585e-07, 3.056736e-08, 6.888334e-10, 3.850431e-11, 2.064097e-08, 3.915438e-07, 5.144354e-10, 5.495176e-07, 3.519838e-10, 4.918763e-08, 8.463925e-11, 5.675966e-11, 6.351168e-11, 2.579690e-11, 1.024847e-10, 7.274273e-11, 2.224724e-08, 1.938285e-08, 1.560399e-10, 2.254808e-10, 9.284849e-11, 9.789218e-11, 2.277815e-09, 1.016736e-10, 6.403777e-11, 1.527598e-10, 2.140758e-09, 4.988807e-11, 4.309040e-11, 3.372673e-11, 4.824228e-12, 6.093378e-06, 5.569184e-09, 2.019048e-08, 6.791836e-11, 8.278569e-08, 2.059965e-09, 1.390376e-07, 6.797559e-11, 2.084057e-10, 7.060421e-11, 9.112852e-12, 1.311320e-06, 2.306184e-11, 6.443263e-12, 7.574576e-09, 3.795161e-10, 2.392676e-10, 7.470123e-12, 2.091175e-06, 7.853373e-07, 4.106385e-07, 7.356537e-07, 1.649576e-02, 6.135994e+00, 1.060762e+05, 1.067956e+05
6.390000e-01, 2.654603e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.115602e-01, 1.314957e-01, -2.572214e+06, 1.521877e+03, -3.279871e+05, 1.521877e+03, 4.700009e+06, 4.182574e-03, 3.313341e-01, 1.894084e-06, 4.881299e-08, 2.835113e-01, 5.847012e-08, 7.018873e-12, 5.686044e-11, 2.103143e-01, 6.768139e-02, 1.013073e-01, 1.189696e-05, 1.769063e-06, 2.103976e-06, 2.771112e-08, 2.086503e-07, 1.058589e-04, 1.110101e-07, 9.174265e-04, 3.708312e-08, 1.994142e-09, 3.406987e-04, 2.564018e-04, 3.468822e-08, 3.402633e-12, 6.660144e-07, 3.379887e-07, 1.576856e-06, 2.276951e-08, 3.226092e-07, 7.527208e-06, 3.517646e-08, 2.452003e-08, 3.037400e-08, 5.590847e-06, 2.043195e-06, 6.549307e-08, 1.840440e-09, 3.083872e-09, 6.804545e-10, 2.563896e-10, 3.333330e-09, 2.094601e-09, 4.100233e-09, 5.184539e-10, 9.919953e-10, 4.096184e-10, 2.876598e-08, 3.868484e-10, 2.627398e-08, 2.193129e-07, 2.829657e-08, 6.448677e-10, 3.607055e-11, 1.907871e-08, 3.640481e-07, 4.867744e-10, 5.166097e-07, 3.378364e-10, 4.677700e-08, 7.635327e-11, 5.132100e-11, 5.632681e-11, 2.288912e-11, 9.154935e-11, 6.477927e-11, 2.078024e-08, 1.806460e-08, 1.461132e-10, 2.121553e-10, 8.419511e-11, 8.862476e-11, 2.072488e-09, 9.183308e-11, 5.798537e-11, 1.381305e-10, 1.944077e-09, 4.556030e-11, 3.921534e-11, 3.011927e-11, 4.448014e-12, 5.333282e-06, 4.950574e-09, 1.753335e-08, 5.972003e-11, 7.484670e-08, 1.881240e-09, 1.369262e-07, 6.232527e-11, 1.911530e-10, 6.348494e-11, 8.322870e-12, 1.306821e-06, 2.024574e-11, 5.710682e-12, 6.206577e-09, 3.357783e-10, 1.982325e-10, 6.073167e-12, 2.066173e-06, 7.870102e-07, 4.093754e-07, 7.334116e-07, 1.643987e-02, 6.106365e+00, 1.040115e+05, 1.047098e+05
6.510000e-01, 2.711187e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.125842e-01, 1.314957e-01, -2.569007e+06, 1.524081e+03, -3.279871e+05, 1.524081e+03, 4.700009e+06, 4.168456e-03, 3.346096e-01, 1.953697e-06, 4.705013e-08, 2.814866e-01, 5.970926e-08, 6.801507e-12, 5.538745e-11, 2.119609e-01, 6.681308e-02, 9.934342e-02, 1.191693e-05, 1.741642e-06, 2.120119e-06, 2.856454e-08, 2.084496e-07, 1.017522e-04, 1.087836e-07, 8.876230e-04, 3.674251e-08, 1.906965e-09, 3.304616e-04, 2.509575e-04, 3.311058e-08, 3.302936e-12, 6.410063e-07, 3.270021e-07, 1.561193e-06, 2.222385e-08, 3.035476e-07, 7.118956e-06, 3.371927e-08, 2.326874e-08, 2.913660e-08, 5.337364e-06, 1.951979e-06, 6.348175e-08, 1.775411e-09, 3.036676e-09, 6.400293e-10, 2.413646e-10, 3.144574e-09, 1.993355e-09, 3.937800e-09, 4.899048e-10, 9.137378e-10, 3.768753e-10, 2.656020e-08, 3.618827e-10, 2.618528e-08, 2.185726e-07, 2.618184e-08, 6.034437e-10, 3.379213e-11, 1.762613e-08, 3.383682e-07, 4.604798e-10, 4.855539e-07, 3.241918e-10, 4.447950e-08, 6.885789e-11, 4.638724e-11, 4.994108e-11, 2.030466e-11, 8.178022e-11, 5.767755e-11, 1.940318e-08, 1.683030e-08, 1.368071e-10, 1.995739e-10, 7.630190e-11, 8.018875e-11, 1.884865e-09, 8.288807e-11, 5.247468e-11, 1.248281e-10, 1.764675e-09, 4.158860e-11, 3.569976e-11, 2.693901e-11, 4.102810e-12, 4.671417e-06, 4.402889e-09, 1.523786e-08, 5.255587e-11, 6.765835e-08, 1.717832e-09, 1.348169e-07, 5.712657e-11, 1.752731e-10, 5.708994e-11, 7.600074e-12, 1.302353e-06, 1.776992e-11, 5.060382e-12, 5.088443e-09, 2.971089e-10, 1.643863e-10, 4.948997e-12, 2.041175e-06, 7.885241e-07, 4.081099e-07, 7.311578e-07, 1.638437e-02, 6.076951e+00, 1.019619e+05, 1.026397e+05
6.630000e-01, 2.767500e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.136106e-01, 1.314957e-01, -2.567493e+06, 1.526290e+03, -3.279871e+05, 1.526290e+03, 4.700009e+06, 4.154439e-03, 3.378675e-01, 2.014985e-06, 4.543241e-08, 2.794718e-01, 6.097626e-08, 6.585782e-12, 5.391290e-11, 2.135899e-01, 6.595618e-02, 9.739215e-02, 1.193436e-05, 1.714362e-06, 2.136356e-06, 2.943727e-08, 2.082177e-07, 9.776466e-05, 1.065626e-07, 8.585488e-04, 3.639651e-08, 1.823353e-09, 3.204319e-04, 2.455930e-04, 3.159610e-08, 3.206716e-12, 6.169029e-07, 3.163029e-07, 1.545535e-06, 2.169078e-08, 2.854568e-07, 6.730124e-06, 3.231134e-08, 2.207239e-08, 2.794779e-08, 5.094025e-06, 1.864342e-06, 6.151913e-08, 1.712217e-09, 2.989349e-09, 6.018320e-10, 2.271487e-10, 2.965601e-09, 1.896614e-09, 3.781661e-09, 4.628511e-10, 8.410788e-10, 3.465049e-10, 2.451043e-08, 3.383706e-10, 2.609721e-08, 2.178377e-07, 2.421160e-08, 5.643888e-10, 3.165079e-11, 1.627419e-08, 3.143333e-07, 4.354666e-10, 4.562335e-07, 3.110249e-10, 4.228839e-08, 6.207424e-11, 4.191143e-11, 4.416996e-11, 1.796992e-11, 7.290155e-11, 5.124041e-11, 1.810988e-08, 1.567379e-08, 1.280798e-10, 1.876903e-10, 6.909341e-11, 7.248618e-11, 1.712545e-09, 7.475108e-11, 4.744382e-11, 1.127292e-10, 1.600842e-09, 3.794100e-11, 3.250583e-11, 2.412851e-11, 3.785200e-12, 4.093833e-06, 3.916854e-09, 1.325100e-08, 4.628103e-11, 6.113763e-08, 1.568192e-09, 1.327105e-07, 5.233909e-11, 1.606438e-10, 5.130755e-11, 6.953331e-12, 1.297915e-06, 1.559077e-11, 4.482641e-12, 4.175678e-09, 2.627973e-10, 1.364462e-10, 4.020496e-12, 2.016142e-06, 7.898844e-07, 4.068430e-07, 7.288957e-07, 1.632928e-02, 6.047751e+00, 9.992754e+04, 1.005850e+05
6.750000e-01, 2.823542e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.146394e-01, 1.314957e-01, -2.570442e+06, 1.528505e+03, -3.279871e+05, 1.528505e+03, 4.700009e+06, 4.140523e-03, 3.411076e-01, 2.078002e-06, 4.428164e-08, 2.774669e-01, 6.227209e-08, 6.361375e-12, 5.236765e-11, 2.152015e-01, 6.511053e-02, 9.545351e-02, 1.194918e-05, 1.687219e-06, 2.152674e-06, 3.032976e-08, 2.079551e-07, 9.389336e-05, 1.043473e-07, 8.301821e-04, 3.604485e-08, 1.744254e-09, 3.106080e-04, 2.403043e-04, 3.014219e-08, 3.111495e-12, 5.936647e-07, 3.058815e-07, 1.529868e-06, 2.116964e-08, 2.682907e-07, 6.359650e-06, 3.095046e-08, 2.092816e-08, 2.680496e-08, 4.860347e-06, 1.780112e-06, 5.960297e-08, 1.650780e-09, 2.941881e-09, 5.657191e-10, 2.136920e-10, 2.795867e-09, 1.804160e-09, 3.631475e-09, 4.372076e-10, 7.736430e-10, 3.183342e-10, 2.260519e-08, 3.162239e-10, 2.600978e-08, 2.171081e-07, 2.237534e-08, 5.275586e-10, 2.963656e-11, 1.501562e-08, 2.918254e-07, 4.116589e-10, 4.285435e-07, 2.983122e-10, 4.019758e-08, 5.592455e-11, 3.784879e-11, 3.894854e-11, 1.585732e-11, 6.481187e-11, 4.540115e-11, 1.689494e-08, 1.458981e-08, 1.199067e-10, 1.764622e-10, 6.250792e-11, 6.544800e-11, 1.554216e-09, 6.735956e-11, 4.284792e-11, 1.017235e-10, 1.451178e-09, 3.459042e-11, 2.959965e-11, 2.163892e-11, 3.492388e-12, 3.588881e-06, 3.484636e-09, 1.152883e-08, 4.077509e-11, 5.521291e-08, 1.430962e-09, 1.306075e-07, 4.792657e-11, 1.471551e-10, 4.605134e-11, 6.383304e-12, 1.293507e-06, 1.366937e-11, 3.968789e-12, 3.430288e-09, 2.322654e-10, 1.133559e-10, 3.246116e-12, 1.991121e-06, 7.910961e-07, 4.055757e-07, 7.266282e-07, 1.627458e-02, 6.018762e+00, 9.790812e+04, 9.854582e+04
6.870000e-01, 2.879316e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.156708e-01, 1.314957e-01, -2.571754e+06, 1.530725e+03, -3.279871e+05, 1.530725e+03, 4.700009e+06, 4.126709e-03, 3.443299e-01, 2.142803e-06, 4.323485e-08, 2.754720e-01, 6.359777e-08, 6.141904e-12, 5.084175e-11, 2.167960e-01, 6.427595e-02, 9.352754e-02, 1.196132e-05, 1.660208e-06, 2.169066e-06, 3.124246e-08, 2.076626e-07, 9.013528e-05, 1.021377e-07, 8.025022e-04, 3.568732e-08, 1.668255e-09, 3.009879e-04, 2.350878e-04, 2.874631e-08, 3.020523e-12, 5.712533e-07, 2.957290e-07, 1.514177e-06, 2.065989e-08, 2.520061e-07, 6.006832e-06, 2.963527e-08, 1.983423e-08, 2.570591e-08, 4.635924e-06, 1.699151e-06, 5.773151e-08, 1.591040e-09, 2.894269e-09, 5.315951e-10, 2.009643e-10, 2.634907e-09, 1.715798e-09, 3.486962e-09, 4.129741e-10, 7.110791e-10, 2.922344e-10, 2.083566e-08, 2.953694e-10, 2.592298e-08, 2.163837e-07, 2.066618e-08, 4.928769e-10, 2.775411e-11, 1.384685e-08, 2.708387e-07, 3.890070e-10, 4.023944e-07, 2.860339e-10, 3.820190e-08, 5.035679e-11, 3.416068e-11, 3.439566e-11, 1.401343e-11, 5.769383e-11, 4.027936e-11, 1.575452e-08, 1.357500e-08, 1.122414e-10, 1.658527e-10, 5.651256e-11, 5.906581e-11, 1.410328e-09, 6.065653e-11, 3.867783e-11, 9.172528e-11, 1.314833e-09, 3.151807e-11, 2.695212e-11, 1.942139e-11, 3.222662e-12, 3.146758e-06, 3.100247e-09, 1.003268e-08, 3.593543e-11, 4.984594e-08, 1.305360e-09, 1.285087e-07, 4.386478e-11, 1.347336e-10, 4.133557e-11, 5.853843e-12, 1.289128e-06, 1.197936e-11, 3.512297e-12, 2.816602e-09, 2.052518e-10, 9.421201e-11, 2.632188e-12, 1.966037e-06, 7.921642e-07, 4.043089e-07, 7.243579e-07, 1.622028e-02, 5.989979e+00, 9.590359e+04, 9.652191e+04
6.990000e-01, 2.934823e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.167047e-01, 1.314957e-01, -2.558037e+06, 1.532952e+03, -3.279871e+05, 1.532952e+03, 4.700009e+06, 4.112994e-03, 3.475343e-01, 2.209449e-06, 4.038728e-08, 2.734871e-01, 6.495440e-08, 5.988905e-12, 4.976722e-11, 2.183735e-01, 6.345229e-02, 9.161427e-02, 1.197073e-05, 1.633329e-06, 2.185533e-06, 3.217586e-08, 2.073409e-07, 8.648735e-05, 9.993406e-08, 7.754892e-04, 3.532372e-08, 1.588979e-09, 2.915698e-04, 2.299406e-04, 2.740602e-08, 2.945218e-12, 5.496326e-07, 2.858371e-07, 1.498442e-06, 2.016107e-08, 2.365638e-07, 5.671610e-06, 2.836577e-08, 1.879052e-08, 2.464882e-08, 4.420449e-06, 1.621365e-06, 5.590364e-08, 1.532963e-09, 2.846510e-09, 4.994357e-10, 1.889597e-10, 2.482369e-09, 1.631349e-09, 3.347892e-09, 3.901623e-10, 6.530660e-10, 2.681560e-10, 1.919610e-08, 2.757535e-10, 2.583681e-08, 2.156647e-07, 1.908044e-08, 4.602819e-10, 2.600131e-11, 1.276632e-08, 2.513443e-07, 3.674762e-10, 3.777031e-07, 2.741728e-10, 3.629668e-08, 4.533236e-11, 3.081298e-11, 3.052450e-11, 1.244084e-11, 5.154519e-11, 3.586822e-11, 1.468529e-08, 1.262640e-08, 1.050493e-10, 1.558282e-10, 5.108234e-11, 5.332288e-11, 1.280547e-09, 5.459944e-11, 3.492089e-11, 8.266793e-11, 1.191001e-09, 2.870740e-11, 2.453914e-11, 1.743747e-11, 2.973827e-12, 2.758548e-06, 2.758122e-09, 8.728246e-09, 3.166514e-11, 4.501921e-08, 1.191000e-09, 1.264146e-07, 4.013942e-11, 1.233364e-10, 3.722444e-11, 5.310613e-12, 1.284779e-06, 1.049926e-11, 3.107803e-12, 2.310909e-09, 1.815906e-10, 7.830715e-11, 2.179889e-12, 1.940989e-06, 7.930942e-07, 4.030436e-07, 7.220874e-07, 1.616638e-02, 5.961401e+00, 9.391389e+04, 9.451322e+04
7.110000e-01, 2.990067e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.177412e-01, 1.314957e-01, -2.565305e+06, 1.535185e+03, -3.279871e+05, 1.535185e+03, 4.700009e+06, 4.099380e-03, 3.507207e-01, 2.278004e-06, 4.041463e-08, 2.715123e-01, 6.634322e-08, 5.745321e-12, 4.804661e-11, 2.199342e-01, 6.263939e-02, 8.971371e-02, 1.197736e-05, 1.606576e-06, 2.202044e-06, 3.313047e-08, 2.069905e-07, 8.294776e-05, 9.773691e-08, 7.491275e-04, 3.495389e-08, 1.521920e-09, 2.823517e-04, 2.248588e-04, 2.611941e-08, 2.854839e-12, 5.287730e-07, 2.761984e-07, 1.482669e-06, 1.967254e-08, 2.219211e-07, 5.351303e-06, 2.713630e-08, 1.778978e-08, 2.363075e-08, 4.213300e-06, 1.546504e-06, 5.411623e-08, 1.476429e-09, 2.798598e-09, 4.689140e-10, 1.775509e-10, 2.337561e-09, 1.550563e-09, 3.213854e-09, 3.683724e-10, 5.992859e-10, 2.457303e-10, 1.766859e-08, 2.572576e-10, 2.575127e-08, 2.149508e-07, 1.759726e-08, 4.294703e-10, 2.433607e-11, 1.175469e-08, 2.329752e-07, 3.469352e-10, 3.543644e-07, 2.627057e-10, 3.447587e-08, 4.076143e-11, 2.777557e-11, 2.684252e-11, 1.094902e-11, 4.572053e-11, 3.170603e-11, 1.367914e-08, 1.173523e-08, 9.830500e-11, 1.463481e-10, 4.609066e-11, 4.801665e-11, 1.159679e-09, 4.907546e-11, 3.145418e-11, 7.440930e-11, 1.077402e-09, 2.611832e-11, 2.233547e-11, 1.567107e-11, 2.743398e-12, 2.417965e-06, 2.452203e-09, 7.595169e-09, 2.790696e-11, 4.058569e-08, 1.085232e-09, 1.243258e-07, 3.668792e-11, 1.127731e-10, 3.331844e-11, 4.905037e-12, 1.280459e-06, 9.186688e-12, 2.746768e-12, 1.899004e-09, 1.601610e-10, 6.515478e-11, 1.752266e-12, 1.915802e-06, 7.938901e-07, 4.017803e-07, 7.198184e-07, 1.611287e-02, 5.933024e+00, 9.193892e+04, 9.251968e+04
7.230000e-01, 3.045047e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.187802e-01, 1.314957e-01, -2.560614e+06, 1.537426e+03, -3.279871e+05, 1.537426e+03, 4.700009e+06, 4.085865e-03, 3.538890e-01, 2.348530e-06, 3.849505e-08, 2.695477e-01, 6.776541e-08, 5.570120e-12, 4.679318e-11, 2.214784e-01, 6.183708e-02, 8.782588e-02, 1.198113e-05, 1.579949e-06, 2.218613e-06, 3.410681e-08, 2.066123e-07, 7.951310e-05, 9.554628e-08, 7.233982e-04, 3.457767e-08, 1.450904e-09, 2.733317e-04, 2.198406e-04, 2.488409e-08, 2.779720e-12, 5.086396e-07, 2.668053e-07, 1.466828e-06, 1.919400e-08, 2.080446e-07, 5.047111e-06, 2.594966e-08, 1.683539e-08, 2.265074e-08, 4.014368e-06, 1.474565e-06, 5.236948e-08, 1.421450e-09, 2.750539e-09, 4.401567e-10, 1.667931e-10, 2.200340e-09, 1.473327e-09, 3.084742e-09, 3.478376e-10, 5.494634e-10, 2.250695e-10, 1.625419e-08, 2.398673e-10, 2.566635e-08, 2.142422e-07, 1.622208e-08, 4.005165e-10, 2.278160e-11, 1.081970e-08, 2.158946e-07, 3.274062e-10, 3.323234e-07, 2.516224e-10, 3.273650e-08, 3.663634e-11, 2.501986e-11, 2.368553e-11, 9.666865e-12, 4.065254e-11, 2.809728e-11, 1.273580e-08, 1.090210e-08, 9.197360e-11, 1.373880e-10, 4.157233e-11, 4.323795e-11, 1.050439e-09, 4.408698e-11, 2.832912e-11, 6.693393e-11, 9.742402e-10, 2.375052e-11, 2.032516e-11, 1.408790e-11, 2.530561e-12, 2.119150e-06, 2.180086e-09, 6.607847e-09, 2.459211e-11, 3.659760e-08, 9.889009e-10, 1.222428e-07, 3.352330e-11, 1.030838e-10, 2.991804e-11, 4.475639e-12, 1.276168e-06, 8.036911e-12, 2.426866e-12, 1.559904e-09, 1.413879e-10, 5.424264e-11, 1.433331e-12, 1.890459e-06, 7.945564e-07, 4.005197e-07, 7.175526e-07, 1.605975e-02, 5.904846e+00, 8.997863e+04, 9.054121e+04
