Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_N2_PFRC2_(), Mole_fraction_H2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_H2O2_PFRC2_(), Mole_fraction_HO2_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_HOCHO_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_CHOCHO_PFRC2_(), Mole_fraction_CHCHO_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_C2H5OH_PFRC2_(), Mole_fraction_C2H4O1-2_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Mole_fraction_C2H3OH_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_HCCOH_PFRC2_(), Mole_fraction_C3H8_PFRC2_(), Mole_fraction_C3H6_PFRC2_(), Mole_fraction_C3H5-A_PFRC2_(), Mole_fraction_CC3H6_PFRC2_(), Mole_fraction_CH3CHCO_PFRC2_(), Mole_fraction_C3H4-P_PFRC2_(), Mole_fraction_C3H4-A_PFRC2_(), Mole_fraction_C3H3_PFRC2_(), Mole_fraction_CC3H4_PFRC2_(), Mole_fraction_C2HCHO_PFRC2_(), Mole_fraction_C3H5OH_PFRC2_(), Mole_fraction_SC3H5OH_PFRC2_(), Mole_fraction_IC3H5OH_PFRC2_(), Mole_fraction_CH3COCH3_PFRC2_(), Mole_fraction_C2H3CHO_PFRC2_(), Mole_fraction_C2H5CHO_PFRC2_(), Mole_fraction_C4H10_PFRC2_(), Mole_fraction_IC4H10_PFRC2_(), Mole_fraction_IC4H8_PFRC2_(), Mole_fraction_IC4H7_PFRC2_(), Mole_fraction_CVCYCCOC_PFRC2_(), Mole_fraction_CCYCCO-T1_PFRC2_(), Mole_fraction_C4H8-1_PFRC2_(), Mole_fraction_C4H71-3_PFRC2_(), Mole_fraction_SC3H5CHO_PFRC2_(), Mole_fraction_C4H8-2_PFRC2_(), Mole_fraction_C4H6_PFRC2_(), Mole_fraction_C4H5-2_PFRC2_(), Mole_fraction_C4H4_PFRC2_(), Mole_fraction_C4H3-I_PFRC2_(), Mole_fraction_C4H2_PFRC2_(), Mole_fraction_CHCC(CH2)CHCH2_PFRC2_(), Mole_fraction_CH2CHCHCHCCH_PFRC2_(), Mole_fraction_CYHEXDN13_PFRC2_(), Mole_fraction_CYHEXDN14_PFRC2_(), Mole_fraction_C6H8_PFRC2_(), Mole_fraction_CYPENTN-4MTHNE_PFRC2_(), Mole_fraction_C4H612_PFRC2_(), Mole_fraction_C4H6-2_PFRC2_(), Mole_fraction_H2C4O_PFRC2_(), Mole_fraction_C2H3COCH3_PFRC2_(), Mole_fraction_C5H10-1_PFRC2_(), Mole_fraction_C5H10-2_PFRC2_(), Mole_fraction_C5H81-3_PFRC2_(), Mole_fraction_BC5H10_PFRC2_(), Mole_fraction_CC5H10_PFRC2_(), Mole_fraction_AC5H10_PFRC2_(), Mole_fraction_B13DE2M_PFRC2_(), Mole_fraction_B12DE3M_PFRC2_(), Mole_fraction_L-C6H4_PFRC2_(), Mole_fraction_C-C6H4_PFRC2_(), Mole_fraction_C6H2_PFRC2_(), Mole_fraction_C6H6_PFRC2_(), Mole_fraction_FULVENE_PFRC2_(), Mole_fraction_C6H5OH_PFRC2_(), Mole_fraction_C6H5O_PFRC2_(), Mole_fraction_C5H6_PFRC2_(), Mole_fraction_C5H5_PFRC2_(), Mole_fraction_C5H6-L_PFRC2_(), Mole_fraction_CVCCJCVC_PFRC2_(), Mole_fraction_CVCCVCCJ_PFRC2_(), Mole_fraction_C5H5OH_PFRC2_(), Mole_fraction_C5H4O_PFRC2_(), Mole_fraction_OC5H7O_PFRC2_(), Mole_fraction_C7H6_PFRC2_(), Mole_fraction_C7H5_PFRC2_(), Mole_fraction_IND_PFRC2_(), Mole_fraction_C5H5CH3_PFRC2_(), Mole_fraction_C9H7_PFRC2_(), Mole_fraction_C9H6O_PFRC2_(), Mole_fraction_NAPH_PFRC2_(), Mole_fraction_FLUORENE_PFRC2_(), Mole_fraction_C14H10_PFRC2_(), Mole_fraction_C16H10_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
4.950000e-01, 1.953597e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.994504e-01, 1.314957e-01, -2.582602e+06, 1.495701e+03, -3.279871e+05, 1.495701e+03, 4.700009e+06, 4.360214e-03, 2.906657e-01, 1.293065e-06, 7.223298e-08, 3.086021e-01, 4.550926e-08, 1.010987e-11, 7.659558e-11, 1.890716e-01, 7.905570e-02, 1.258389e-01, 1.148325e-05, 2.111727e-06, 1.921774e-06, 1.884089e-08, 2.083332e-07, 1.657071e-04, 1.382278e-07, 1.342250e-03, 4.088437e-08, 3.319336e-09, 4.803404e-04, 3.300483e-04, 5.974297e-08, 5.085991e-12, 1.055441e-06, 4.968750e-07, 1.772607e-06, 3.062226e-08, 6.476968e-07, 1.438548e-05, 5.745044e-08, 4.498395e-08, 5.029647e-08, 9.652490e-06, 3.497105e-06, 9.453075e-08, 2.800900e-09, 3.645918e-09, 1.403213e-09, 5.222584e-10, 6.616955e-09, 3.771334e-09, 6.707858e-09, 1.028736e-09, 2.552283e-09, 1.069760e-09, 7.289284e-08, 8.415815e-10, 2.738992e-08, 2.286261e-07, 6.987500e-08, 1.395726e-09, 8.023180e-11, 4.802406e-08, 8.616461e-07, 9.409105e-10, 1.078125e-06, 5.511123e-10, 8.581298e-08, 2.602794e-10, 1.702833e-10, 2.385910e-10, 9.622422e-11, 3.531329e-10, 2.603899e-10, 4.651814e-08, 4.157085e-08, 3.263581e-10, 4.389497e-10, 2.647994e-10, 2.846353e-10, 6.345047e-09, 3.039242e-10, 1.858058e-10, 4.498024e-10, 6.074975e-09, 1.329672e-10, 1.303655e-10, 1.422547e-10, 1.263077e-11, 2.938371e-05, 2.211104e-08, 1.068896e-07, 3.140710e-10, 2.532766e-07, 5.668168e-09, 1.621516e-07, 1.760695e-10, 5.376183e-10, 2.317640e-10, 2.583433e-11, 1.362895e-06, 9.653662e-11, 2.437695e-11, 7.627659e-08, 1.516183e-09, 2.149454e-09, 8.553921e-11, 2.372819e-06, 7.545914e-07, 4.239120e-07, 7.577181e-07, 1.713809e-02, 6.477116e+00, 1.298521e+05, 1.308324e+05
5.070000e-01, 2.013613e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.004478e-01, 1.314957e-01, -2.581985e+06, 1.497868e+03, -3.279871e+05, 1.497868e+03, 4.700009e+06, 4.344806e-03, 2.941505e-01, 1.335933e-06, 6.998504e-08, 3.064512e-01, 4.646704e-08, 9.820557e-12, 7.483269e-11, 1.909545e-01, 7.803657e-02, 1.237288e-01, 1.152843e-05, 2.081975e-06, 1.935837e-06, 1.949062e-08, 2.085699e-07, 1.598858e-04, 1.359133e-07, 1.301330e-03, 4.057682e-08, 3.186182e-09, 4.674832e-04, 3.231576e-04, 5.713453e-08, 4.902264e-12, 1.015267e-06, 4.813659e-07, 1.755164e-06, 2.984982e-08, 6.123052e-07, 1.364258e-05, 5.518287e-08, 4.280753e-08, 4.817625e-08, 9.224333e-06, 3.344359e-06, 9.167646e-08, 2.705206e-09, 3.598833e-09, 1.321297e-09, 4.923778e-10, 6.251789e-09, 3.590754e-09, 6.430865e-09, 9.709472e-10, 2.364241e-09, 9.896885e-10, 6.753882e-08, 7.894833e-10, 2.729314e-08, 2.278184e-07, 6.488583e-08, 1.310061e-09, 7.494008e-11, 4.452821e-08, 8.023605e-07, 8.901042e-10, 1.013717e-06, 5.288304e-10, 8.149157e-08, 2.348923e-10, 1.540221e-10, 2.119815e-10, 8.555734e-11, 3.157120e-10, 2.320228e-10, 4.351381e-08, 3.879311e-08, 3.047794e-10, 4.129909e-10, 2.410954e-10, 2.587300e-10, 5.785490e-09, 2.756176e-10, 1.689225e-10, 4.083049e-10, 5.528561e-09, 1.216982e-10, 1.168494e-10, 1.223195e-10, 1.146902e-11, 2.519266e-05, 1.933082e-08, 9.082036e-08, 2.701109e-10, 2.282801e-07, 5.156096e-09, 1.600789e-07, 1.612921e-10, 4.926792e-10, 2.074298e-10, 2.334816e-11, 1.358040e-06, 8.462807e-11, 2.156278e-11, 6.109116e-08, 1.330101e-09, 1.738812e-09, 6.764096e-11, 2.346247e-06, 7.584599e-07, 4.227935e-07, 7.561005e-07, 1.707753e-02, 6.444889e+00, 1.276044e+05, 1.285587e+05
5.190000e-01, 2.073330e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.014471e-01, 1.314957e-01, -2.581326e+06, 1.500037e+03, -3.279871e+05, 1.500037e+03, 4.700009e+06, 4.329512e-03, 2.976179e-01, 1.380000e-06, 6.779453e-08, 3.043123e-01, 4.744557e-08, 9.537238e-12, 7.309112e-11, 1.928154e-01, 7.703099e-02, 1.216302e-01, 1.157190e-05, 2.052488e-06, 1.950158e-06, 2.015562e-08, 2.087654e-07, 1.542312e-04, 1.336099e-07, 1.261555e-03, 4.026959e-08, 3.057589e-09, 4.548533e-04, 3.164351e-04, 5.463671e-08, 4.728277e-12, 9.767560e-07, 4.663366e-07, 1.738033e-06, 2.910378e-08, 5.786912e-07, 1.293692e-05, 5.300401e-08, 4.073264e-08, 4.615917e-08, 8.815806e-06, 3.198528e-06, 8.891785e-08, 2.612916e-09, 3.551897e-09, 1.244240e-09, 4.642109e-10, 5.906923e-09, 3.419085e-09, 6.167248e-09, 9.164906e-10, 2.189372e-09, 9.152903e-10, 6.257108e-08, 7.405845e-10, 2.719707e-08, 2.270166e-07, 6.024530e-08, 1.229562e-09, 7.000622e-11, 4.127676e-08, 7.471211e-07, 8.422823e-10, 9.533435e-07, 5.075663e-10, 7.741535e-08, 2.120486e-10, 1.393546e-10, 1.880071e-10, 7.592397e-11, 2.822433e-10, 2.067045e-10, 4.070566e-08, 3.620327e-08, 2.846197e-10, 3.886436e-10, 2.194628e-10, 2.351050e-10, 5.274492e-09, 2.497928e-10, 1.535261e-10, 3.705501e-10, 5.031128e-09, 1.113870e-10, 1.049597e-10, 1.056815e-10, 1.044064e-11, 2.164785e-05, 1.693321e-08, 7.734930e-08, 2.328617e-10, 2.059000e-07, 4.694119e-09, 1.579965e-07, 1.478239e-10, 4.517070e-10, 1.857982e-10, 2.113757e-11, 1.353220e-06, 7.423313e-11, 1.908500e-11, 4.905545e-08, 1.168265e-09, 1.410319e-09, 5.365294e-11, 2.319974e-06, 7.620874e-07, 4.216485e-07, 7.543593e-07, 1.701742e-02, 6.412917e+00, 1.253753e+05, 1.263040e+05
5.310000e-01, 2.132752e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.024485e-01, 1.314957e-01, -2.580595e+06, 1.502208e+03, -3.279871e+05, 1.502208e+03, 4.700009e+06, 4.314332e-03, 3.010679e-01, 1.425296e-06, 6.565978e-08, 3.021849e-01, 4.844523e-08, 9.259855e-12, 7.137095e-11, 1.946549e-01, 7.603879e-02, 1.195431e-01, 1.161360e-05, 2.023247e-06, 1.964719e-06, 2.083618e-08, 2.089208e-07, 1.487384e-04, 1.313165e-07, 1.222876e-03, 3.996202e-08, 2.933415e-09, 4.424492e-04, 3.098701e-04, 5.224402e-08, 4.563395e-12, 9.398189e-07, 4.517634e-07, 1.721178e-06, 2.838238e-08, 5.467644e-07, 1.226637e-05, 5.090892e-08, 3.875378e-08, 4.423826e-08, 8.425740e-06, 3.059198e-06, 8.624912e-08, 2.523835e-09, 3.505076e-09, 1.171715e-09, 4.376414e-10, 5.581059e-09, 3.255756e-09, 5.916098e-09, 8.650609e-10, 2.026737e-09, 8.461397e-10, 5.796054e-08, 6.946657e-10, 2.710172e-08, 2.262208e-07, 5.592702e-08, 1.153850e-09, 6.539089e-11, 3.824913e-08, 6.955644e-07, 7.972095e-10, 8.966995e-07, 4.872473e-10, 7.356568e-08, 1.914762e-10, 1.261120e-10, 1.662149e-10, 6.716027e-11, 2.521017e-10, 1.839280e-10, 3.807886e-08, 3.378669e-08, 2.657140e-10, 3.657890e-10, 1.997020e-10, 2.135245e-10, 4.806210e-09, 2.261809e-10, 1.394658e-10, 3.361944e-10, 4.577972e-09, 1.019439e-10, 9.445282e-11, 9.172371e-11, 9.527537e-12, 1.864572e-05, 1.486285e-08, 6.603867e-08, 2.012538e-10, 1.858337e-07, 4.276657e-09, 1.559059e-07, 1.355331e-10, 4.143033e-10, 1.665384e-10, 1.916701e-11, 1.348435e-06, 6.515451e-11, 1.690177e-11, 3.949354e-08, 1.027339e-09, 1.146970e-09, 4.272250e-11, 2.293949e-06, 7.654836e-07, 4.204807e-07, 7.525149e-07, 1.695775e-02, 6.381196e+00, 1.231640e+05, 1.240677e+05
5.430000e-01, 2.191880e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.034520e-01, 1.314957e-01, -2.579613e+06, 1.504382e+03, -3.279871e+05, 1.504382e+03, 4.700009e+06, 4.299263e-03, 3.045004e-01, 1.471855e-06, 6.357857e-08, 3.000686e-01, 4.946641e-08, 8.988371e-12, 6.967246e-11, 1.964734e-01, 7.505979e-02, 1.174679e-01, 1.165344e-05, 1.994238e-06, 1.979502e-06, 2.153257e-08, 2.090368e-07, 1.434027e-04, 1.290323e-07, 1.185248e-03, 3.965345e-08, 2.813521e-09, 4.302690e-04, 3.034522e-04, 4.995136e-08, 4.407029e-12, 9.043716e-07, 4.376245e-07, 1.704564e-06, 2.768401e-08, 5.164396e-07, 1.162898e-05, 4.889305e-08, 3.686579e-08, 4.240709e-08, 8.053051e-06, 2.925987e-06, 8.366481e-08, 2.437779e-09, 3.458335e-09, 1.103425e-09, 4.125659e-10, 5.273016e-09, 3.100274e-09, 5.676577e-09, 8.164245e-10, 1.875480e-09, 7.818728e-10, 5.368086e-08, 6.515245e-10, 2.700706e-08, 2.254308e-07, 5.190719e-08, 1.082589e-09, 6.106613e-11, 3.542875e-08, 6.473732e-07, 7.546766e-10, 8.435060e-07, 4.678076e-10, 6.992548e-08, 1.729203e-10, 1.141405e-10, 1.463411e-10, 5.917946e-11, 2.247194e-10, 1.632628e-10, 3.561986e-08, 3.153004e-08, 2.479879e-10, 3.443197e-10, 1.816387e-10, 1.937801e-10, 4.375648e-09, 2.045971e-10, 1.266071e-10, 3.049439e-10, 4.164904e-09, 9.328813e-11, 8.514888e-11, 7.994971e-11, 8.713896e-12, 1.609847e-05, 1.307187e-08, 5.652277e-08, 1.743788e-10, 1.678169e-07, 3.898814e-09, 1.538087e-07, 1.243028e-10, 3.801148e-10, 1.493730e-10, 1.740491e-11, 1.343682e-06, 5.722000e-11, 1.497609e-11, 3.187954e-08, 9.044801e-10, 9.353533e-10, 3.418630e-11, 2.268133e-06, 7.686579e-07, 4.192933e-07, 7.505846e-07, 1.689852e-02, 6.349721e+00, 1.209703e+05, 1.218494e+05
5.550000e-01, 2.250716e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.044577e-01, 1.314957e-01, -2.579896e+06, 1.506558e+03, -3.279871e+05, 1.506558e+03, 4.700009e+06, 4.284304e-03, 3.079156e-01, 1.519708e-06, 6.156018e-08, 2.979631e-01, 5.050953e-08, 8.722433e-12, 6.799388e-11, 1.982714e-01, 7.409382e-02, 1.154047e-01, 1.169137e-05, 1.965448e-06, 1.994491e-06, 2.224509e-08, 2.091144e-07, 1.382184e-04, 1.267560e-07, 1.148621e-03, 3.934320e-08, 2.697829e-09, 4.183114e-04, 2.971712e-04, 4.775324e-08, 4.258470e-12, 8.703338e-07, 4.238971e-07, 1.688155e-06, 2.700712e-08, 4.876078e-07, 1.102291e-05, 4.695206e-08, 3.506377e-08, 4.065913e-08, 7.696593e-06, 2.798498e-06, 8.115925e-08, 2.354557e-09, 3.411645e-09, 1.039200e-09, 3.890615e-10, 4.981803e-09, 2.953398e-09, 5.448006e-09, 7.730491e-10, 1.735122e-09, 7.229684e-10, 4.970892e-08, 6.109402e-10, 2.691309e-08, 2.246465e-07, 4.818490e-08, 1.016163e-09, 5.744647e-11, 3.289637e-08, 6.040779e-07, 7.145632e-10, 7.935407e-07, 4.491949e-10, 6.647817e-08, 1.561734e-10, 1.033443e-10, 1.345637e-10, 5.439567e-11, 2.038832e-10, 1.481294e-10, 3.332643e-08, 2.943640e-08, 2.335273e-10, 3.241417e-10, 1.655161e-10, 1.766682e-10, 4.012600e-09, 1.866622e-10, 1.153883e-10, 2.767875e-10, 3.793825e-09, 8.541439e-11, 7.722799e-11, 6.999372e-11, 7.961686e-12, 1.393221e-05, 1.152090e-08, 4.850601e-08, 1.514714e-10, 1.515916e-07, 3.555913e-09, 1.517060e-07, 1.140233e-10, 3.488093e-10, 1.341668e-10, 1.581082e-11, 1.338963e-06, 5.014903e-11, 1.325914e-11, 2.580722e-08, 7.975038e-10, 7.648708e-10, 2.692332e-11, 2.242618e-06, 7.716192e-07, 4.180891e-07, 7.485832e-07, 1.683973e-02, 6.318489e+00, 1.187937e+05, 1.196487e+05
5.670000e-01, 2.309264e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.054655e-01, 1.314957e-01, -2.577788e+06, 1.508736e+03, -3.279871e+05, 1.508736e+03, 4.700009e+06, 4.269454e-03, 3.113134e-01, 1.568892e-06, 5.957707e-08, 2.958681e-01, 5.157505e-08, 8.462712e-12, 6.633993e-11, 2.000493e-01, 7.314069e-02, 1.133537e-01, 1.172729e-05, 1.936861e-06, 2.009671e-06, 2.297404e-08, 2.091543e-07, 1.331840e-04, 1.244878e-07, 1.112972e-03, 3.903085e-08, 2.586086e-09, 4.065744e-04, 2.910201e-04, 4.564674e-08, 4.117588e-12, 8.376355e-07, 4.105682e-07, 1.671928e-06, 2.635045e-08, 4.602617e-07, 1.044643e-05, 4.508236e-08, 3.334348e-08, 3.899055e-08, 7.355784e-06, 2.676508e-06, 7.872912e-08, 2.274067e-09, 3.364965e-09, 9.785044e-10, 3.666148e-10, 4.706082e-09, 2.811682e-09, 5.229484e-09, 7.282038e-10, 1.604140e-09, 6.670517e-10, 4.601738e-08, 5.728302e-10, 2.681980e-08, 2.238680e-07, 4.468842e-08, 9.526345e-10, 5.342127e-11, 3.040002e-08, 5.610458e-07, 6.765240e-10, 7.465117e-07, 4.313351e-10, 6.321311e-08, 1.410444e-10, 9.352345e-11, 1.147439e-10, 4.647806e-11, 1.792323e-10, 1.292773e-10, 3.116339e-08, 2.745795e-08, 2.168237e-10, 3.051497e-10, 1.502169e-10, 1.596535e-10, 3.631940e-09, 1.677089e-10, 1.043560e-10, 2.507655e-10, 3.447266e-09, 7.810135e-11, 6.966223e-11, 6.148286e-11, 7.319629e-12, 1.208456e-05, 1.017009e-08, 4.171227e-08, 1.318886e-10, 1.370208e-07, 3.245127e-09, 1.495992e-07, 1.046178e-10, 3.201551e-10, 1.204067e-10, 1.439892e-11, 1.334277e-06, 4.413827e-11, 1.176487e-11, 2.093270e-08, 7.034071e-10, 6.269648e-10, 2.200662e-11, 2.217211e-06, 7.743755e-07, 4.168708e-07, 7.465229e-07, 1.678136e-02, 6.287495e+00, 1.166339e+05, 1.174651e+05
5.790000e-01, 2.367525e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.064756e-01, 1.314957e-01, -2.579053e+06, 1.510918e+03, -3.279871e+05, 1.510918e+03, 4.700009e+06, 4.254712e-03, 3.146937e-01, 1.619443e-06, 5.767336e-08, 2.937835e-01, 5.266348e-08, 8.207899e-12, 6.470277e-11, 2.018075e-01, 7.220022e-02, 1.113149e-01, 1.176116e-05, 1.908468e-06, 2.025025e-06, 2.371974e-08, 2.091575e-07, 1.282916e-04, 1.222261e-07, 1.078243e-03, 3.871569e-08, 2.478388e-09, 3.950567e-04, 2.849885e-04, 4.362557e-08, 3.983336e-12, 8.061992e-07, 3.976129e-07, 1.655847e-06, 2.571256e-08, 4.342457e-07, 9.897921e-06, 4.328006e-08, 3.170039e-08, 3.739471e-08, 7.029372e-06, 2.559598e-06, 7.636843e-08, 2.196102e-09, 3.318280e-09, 9.213825e-10, 3.456422e-10, 4.445183e-09, 2.678199e-09, 5.020663e-09, 6.894878e-10, 1.482732e-09, 6.161215e-10, 4.258809e-08, 5.369394e-10, 2.672719e-08, 2.230951e-07, 4.146071e-08, 8.938273e-10, 5.025749e-11, 2.820337e-08, 5.234636e-07, 6.406211e-10, 7.023197e-07, 4.142062e-10, 6.011578e-08, 1.274777e-10, 8.470794e-11, 1.053966e-10, 4.260790e-11, 1.635097e-10, 1.178656e-10, 2.915163e-08, 2.563040e-08, 2.038810e-10, 2.872733e-10, 1.367938e-10, 1.455117e-10, 3.332976e-09, 1.526568e-10, 9.507610e-11, 2.273586e-10, 3.139118e-09, 7.149555e-11, 6.326692e-11, 5.424181e-11, 6.712303e-12, 1.050381e-05, 8.993820e-09, 3.595908e-08, 1.150909e-10, 1.238462e-07, 2.961952e-09, 1.474892e-07, 9.598548e-11, 2.938468e-10, 1.081861e-10, 1.311505e-11, 1.329623e-06, 3.870293e-11, 1.042213e-11, 1.702665e-08, 6.210358e-10, 5.152554e-10, 1.726328e-11, 2.192003e-06, 7.769346e-07, 4.156406e-07, 7.444143e-07, 1.672341e-02, 6.256737e+00, 1.144905e+05, 1.152985e+05
5.910000e-01, 2.425501e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.074879e-01, 1.314957e-01, -2.577208e+06, 1.513103e+03, -3.279871e+05, 1.513103e+03, 4.700009e+06, 4.240075e-03, 3.180567e-01, 1.671396e-06, 5.578165e-08, 2.917091e-01, 5.377532e-08, 7.959748e-12, 6.309439e-11, 2.035463e-01, 7.127223e-02, 1.092884e-01, 1.179287e-05, 1.880256e-06, 2.040542e-06, 2.448248e-08, 2.091247e-07, 1.235402e-04, 1.199712e-07, 1.044414e-03, 3.839730e-08, 2.374299e-09, 3.837565e-04, 2.790705e-04, 4.168753e-08, 3.855933e-12, 7.759770e-07, 3.850214e-07, 1.639891e-06, 2.509245e-08, 4.095564e-07, 9.376022e-06, 4.154218e-08, 3.013108e-08, 3.586820e-08, 6.716842e-06, 2.447571e-06, 7.407440e-08, 2.120574e-09, 3.271551e-09, 8.674840e-10, 3.257322e-10, 4.198182e-09, 2.550318e-09, 4.820697e-09, 6.513455e-10, 1.369737e-09, 5.684850e-10, 3.940411e-08, 5.031880e-10, 2.663524e-08, 2.223277e-07, 3.844205e-08, 8.379289e-10, 4.703063e-11, 2.610722e-08, 4.870892e-07, 6.065501e-10, 6.606605e-07, 3.977410e-10, 5.717379e-08, 1.150811e-10, 7.665519e-11, 9.335400e-11, 3.776949e-11, 1.458074e-10, 1.047836e-10, 2.725710e-08, 2.391018e-08, 1.908064e-10, 2.704369e-10, 1.242826e-10, 1.319436e-10, 3.034160e-09, 1.381460e-10, 8.623094e-11, 2.060058e-10, 2.854404e-09, 6.538191e-11, 5.742453e-11, 4.798667e-11, 6.170751e-12, 9.146730e-06, 7.964626e-09, 3.105745e-08, 1.006312e-10, 1.119828e-07, 2.704548e-09, 1.453771e-07, 8.807119e-11, 2.697178e-10, 9.724152e-11, 1.195528e-11, 1.325000e-06, 3.399600e-11, 9.240438e-12, 1.388180e-08, 5.488078e-10, 4.243883e-10, 1.396067e-11, 2.167008e-06, 7.793041e-07, 4.144006e-07, 7.422663e-07, 1.666588e-02, 6.226212e+00, 1.123632e+05, 1.131484e+05
6.030000e-01, 2.483195e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.085025e-01, 1.314957e-01, -2.575576e+06, 1.515290e+03, -3.279871e+05, 1.515290e+03, 4.700009e+06, 4.225544e-03, 3.214023e-01, 1.724794e-06, 5.395714e-08, 2.896447e-01, 5.491122e-08, 7.716695e-12, 6.150462e-11, 2.052660e-01, 7.035653e-02, 1.072744e-01, 1.182238e-05, 1.852217e-06, 2.056207e-06, 2.526264e-08, 2.090569e-07, 1.189251e-04, 1.177223e-07, 1.011448e-03, 3.807524e-08, 2.273978e-09, 3.726723e-04, 2.732588e-04, 3.982826e-08, 3.734527e-12, 7.469003e-07, 3.727766e-07, 1.624036e-06, 2.448902e-08, 3.861114e-07, 8.879216e-06, 3.986546e-08, 2.863159e-08, 3.440654e-08, 6.417386e-06, 2.340148e-06, 7.184308e-08, 2.047352e-09, 3.224763e-09, 8.166032e-10, 3.068686e-10, 3.964192e-09, 2.428008e-09, 4.629096e-09, 6.145929e-10, 1.264597e-09, 5.240491e-10, 3.644544e-08, 4.714232e-10, 2.654395e-08, 2.215658e-07, 3.562464e-08, 7.850792e-10, 4.391332e-11, 2.413364e-08, 4.526443e-07, 5.742143e-10, 6.213918e-07, 3.819009e-10, 5.437748e-08, 1.038946e-10, 6.935719e-11, 8.107917e-11, 3.289181e-11, 1.287555e-10, 9.200813e-11, 2.547696e-08, 2.229667e-08, 1.780723e-10, 2.545662e-10, 1.127539e-10, 1.193141e-10, 2.751322e-09, 1.245140e-10, 7.801786e-11, 1.865401e-10, 2.593257e-09, 5.974959e-11, 5.210992e-11, 4.254027e-11, 5.683759e-12, 7.978044e-06, 7.062903e-09, 2.686331e-08, 8.814644e-11, 1.012609e-07, 2.469851e-09, 1.432639e-07, 8.080128e-11, 2.475450e-10, 8.739252e-11, 1.090990e-11, 1.320409e-06, 2.990029e-11, 8.197625e-12, 1.131533e-08, 4.852198e-10, 3.498772e-10, 1.141602e-11, 2.142010e-06, 7.814906e-07, 4.131525e-07, 7.400861e-07, 1.660876e-02, 6.195915e+00, 1.102519e+05, 1.110147e+05
