Solution_No_PSRC1_(), Volume_PSRC1_(m3), Exit_mass_flow_rate_PSRC1_(kg/sec), Volumetric_heat_production_rate_PSRC1_(J/m3-sec), Surface_temperature_PSRC1_(K), Temperature_PSRC1_(K), Mass_PSRC1_(kg), Pressure_PSRC1_(Pa), Mole_fraction_N2_PSRC1_(), Mole_fraction_H2_PSRC1_(), Mole_fraction_H_PSRC1_(), Mole_fraction_O2_PSRC1_(), Mole_fraction_H2O_PSRC1_(), Mole_fraction_OH_PSRC1_(), Mole_fraction_HO2_PSRC1_(), Mole_fraction_CO_PSRC1_(), Mole_fraction_CO2_PSRC1_(), Mole_fraction_CH4_PSRC1_(), Mole_fraction_CH3_PSRC1_(), Mole_fraction_CH3OH_PSRC1_(), Mole_fraction_CH2O_PSRC1_(), Mole_fraction_HCO_PSRC1_(), Mole_fraction_HOCHO_PSRC1_(), Mole_fraction_C2H6_PSRC1_(), Mole_fraction_C2H5_PSRC1_(), Mole_fraction_C2H4_PSRC1_(), Mole_fraction_C2H3_PSRC1_(), Mole_fraction_CHCHO_PSRC1_(), Mole_fraction_C2H2_PSRC1_(), Mole_fraction_CH3CHO_PSRC1_(), Mole_fraction_C2H3OH_PSRC1_(), Mole_fraction_CH2CO_PSRC1_(), Mole_fraction_HCCOH_PSRC1_(), Mole_fraction_C3H6_PSRC1_(), Mole_fraction_C3H4-P_PSRC1_(), Mole_fraction_C3H4-A_PSRC1_(), Mole_fraction_C3H3_PSRC1_(), Mole_fraction_C4H4_PSRC1_(), Mole_fraction_C4H2_PSRC1_(), Molecular_weight_PSRC1_(kg/mole), Mass_density_PSRC1_(kg/m3), Unburned_hydrocarbons_PSRC1_(ppm), Volatile_organic_compounds_PSRC1_(ppm), Residence_time_PSRC1_(sec), Inlet_flow_rate_of_C1_Inlet1_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet1_PSRC1_(K), Inlet_mole_fraction_N2_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_CO2_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_CH4_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_C2H6_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_C3H8_of_C1_Inlet1_PSRC1_(), Inlet_flow_rate_of_C1_Inlet2_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet2_PSRC1_(K), Inlet_mole_fraction_O2_of_C1_Inlet2_PSRC1_(), Inlet_mole_fraction_H2O_of_C1_Inlet2_PSRC1_(), Inlet_flow_rate_of_C1_Inlet3_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet3_PSRC1_(K), Inlet_mole_fraction_H2O_of_C1_Inlet3_PSRC1_(), Inlet_flow_rate_of_C1_Inlet4_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet4_PSRC1_(K), Inlet_mole_fraction_CO2_of_C1_Inlet4_PSRC1_(), Ambient_temperature_PSRC1_(K), Surface_material_area_fraction_PSRC1_()
1.000000e+00, 1.370000e-02, 1.766800e-01, 3.651650e+07, 1.808498e+03, 1.808500e+03, 8.121537e-02, 4.700000e+06, 3.017478e-03, 2.807435e-01, 3.006731e-05, 1.824586e-05, 3.071775e-01, 2.538590e-06, 4.731902e-08, 3.120085e-01, 8.875407e-02, 7.961907e-03, 1.734127e-05, 1.654540e-06, 2.758166e-06, 2.588930e-07, 2.780178e-07, 1.679454e-06, 1.644179e-08, 6.065064e-05, 5.781363e-08, 2.070773e-06, 1.962503e-04, 8.091857e-08, 1.090565e-07, 1.693902e-06, 1.049703e-07, 9.278643e-08, 6.306480e-07, 2.494044e-07, 7.093573e-08, 3.609184e-08, 3.995909e-08, 1.896588e-02, 5.928129e+00, 8.500061e+03, 8.513183e+03, 4.596749e-01, 4.260000e-02, 3.406500e+02, 1.144736e-02, 1.223925e-02, 9.197081e-01, 5.432985e-02, 2.275438e-03, 6.858000e-02, 5.050400e+02, 9.613323e-01, 3.866770e-02, 1.090000e-02, 6.266000e+02, 1.000000e+00, 5.460000e-02, 3.406500e+02, 1.000000e+00, 2.981500e+02, 1.000000e+00
