Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_N2_PFRC2_(), Mole_fraction_H2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_HO2_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_HOCHO_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_CHCHO_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Mole_fraction_C2H3OH_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_HCCOH_PFRC2_(), Mole_fraction_C3H6_PFRC2_(), Mole_fraction_C3H4-P_PFRC2_(), Mole_fraction_C3H4-A_PFRC2_(), Mole_fraction_C3H3_PFRC2_(), Mole_fraction_C4H4_PFRC2_(), Mole_fraction_C4H2_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
1.350000e-01, 0.000000e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.928025e-01, 1.766800e-01, 3.651650e+07, 1.808500e+03, 0.000000e+00, 1.808500e+03, 4.700000e+06, 3.017478e-03, 2.807435e-01, 3.006731e-05, 1.824586e-05, 3.071775e-01, 2.538590e-06, 4.731902e-08, 3.120085e-01, 8.875407e-02, 7.961907e-03, 1.734127e-05, 1.654540e-06, 2.758166e-06, 2.588930e-07, 2.780178e-07, 1.679454e-06, 1.644179e-08, 6.065064e-05, 5.781363e-08, 2.070773e-06, 1.962503e-04, 8.091857e-08, 1.090565e-07, 1.693902e-06, 1.049703e-07, 9.278643e-08, 6.306480e-07, 2.494044e-07, 7.093573e-08, 3.609184e-08, 3.995909e-08, 1.896588e-02, 5.928129e+00, 8.500061e+03, 8.513183e+03
1.350169e-01, 5.783537e-05, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.928172e-01, 1.766800e-01, -2.025911e+07, 1.808507e+03, 2.501106e+04, 1.808507e+03, 4.700009e+06, 3.017333e-03, 2.807862e-01, 2.939393e-05, 3.963513e-06, 3.071685e-01, 2.480235e-06, 1.012878e-08, 3.120350e-01, 8.874057e-02, 7.932167e-03, 1.689534e-05, 1.601195e-06, 2.722610e-06, 2.531114e-07, 2.808088e-07, 1.558817e-06, 1.580247e-08, 6.003600e-05, 5.634215e-08, 2.069985e-06, 1.958422e-04, 7.920162e-08, 1.062791e-07, 1.665472e-06, 1.047131e-07, 9.066147e-08, 6.277163e-07, 2.481128e-07, 7.007804e-08, 3.609592e-08, 3.991315e-08, 1.896497e-02, 5.927832e+00, 8.467559e+03, 8.480519e+03
1.351697e-01, 5.796752e-04, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.927516e-01, 1.766800e-01, -3.328438e+07, 1.807170e+03, 2.501106e+04, 1.807170e+03, 4.700009e+06, 3.015779e-03, 2.813183e-01, 2.892424e-05, 9.838638e-10, 3.068397e-01, 2.425834e-06, 2.759313e-12, 3.122387e-01, 8.860202e-02, 7.684064e-03, 1.607968e-05, 1.520973e-06, 2.675187e-06, 2.501207e-07, 2.822141e-07, 1.453187e-06, 1.487648e-08, 5.715416e-05, 5.291239e-08, 2.054449e-06, 1.856016e-04, 7.519798e-08, 1.000003e-07, 1.580714e-06, 9.834746e-08, 8.329638e-08, 5.745316e-07, 2.269901e-07, 6.341650e-08, 3.277939e-08, 3.589817e-08, 1.895520e-02, 5.929161e+00, 8.191876e+03, 8.204470e+03
1.373487e-01, 8.032193e-03, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.920707e-01, 1.766800e-01, -1.651029e+07, 1.794031e+03, 2.501106e+04, 1.794031e+03, 4.700009e+06, 3.000830e-03, 2.867171e-01, 2.622876e-05, 9.217412e-10, 3.033436e-01, 2.072297e-06, 2.503674e-12, 3.139247e-01, 8.753473e-02, 5.329845e-03, 9.936637e-06, 9.508971e-07, 2.364634e-06, 2.362713e-07, 2.867557e-07, 6.805742e-07, 6.670449e-09, 2.630113e-05, 2.156305e-08, 1.861823e-06, 7.704095e-05, 3.758268e-08, 4.289432e-08, 8.708937e-07, 3.730980e-08, 2.550840e-08, 1.596030e-07, 6.287321e-08, 1.605846e-08, 6.122770e-09, 6.014621e-09, 1.886124e-02, 5.942983e+00, 5.548739e+03, 5.558301e+03
1.440579e-01, 3.104647e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.911329e-01, 1.766800e-01, -5.109343e+06, 1.777706e+03, 2.501106e+04, 1.777706e+03, 4.700009e+06, 2.983103e-03, 2.932254e-01, 2.317630e-05, 6.705558e-10, 2.991733e-01, 1.701774e-06, 1.785775e-12, 3.157531e-01, 8.636640e-02, 2.447029e-03, 3.947510e-06, 3.859581e-07, 2.086681e-06, 2.196612e-07, 2.922326e-07, 1.375518e-07, 1.237968e-09, 5.027036e-06, 3.525977e-09, 1.451954e-06, 1.288485e-05, 1.009492e-08, 7.628261e-09, 3.048971e-07, 5.590490e-09, 2.122845e-09, 1.172680e-08, 4.602669e-09, 1.050574e-09, 1.897889e-10, 1.624325e-10, 1.874982e-02, 5.962127e+00, 2.487146e+03, 2.493700e+03
1.470000e-01, 4.115623e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.909170e-01, 1.766800e-01, -3.520566e+06, 1.774266e+03, 2.501106e+04, 1.774266e+03, 4.700009e+06, 2.979540e-03, 2.945478e-01, 2.257985e-05, 6.007600e-10, 2.983300e-01, 1.632956e-06, 1.599223e-12, 3.160989e-01, 8.614506e-02, 1.857163e-03, 2.906735e-06, 2.864827e-07, 2.041723e-06, 2.163125e-07, 2.933137e-07, 7.865243e-08, 6.958018e-10, 2.842185e-06, 1.929911e-09, 1.316282e-06, 7.083729e-06, 6.721201e-09, 4.283949e-09, 2.198061e-07, 3.006298e-09, 9.008094e-10, 4.847675e-09, 1.901194e-09, 4.238891e-10, 5.859373e-11, 4.874744e-11, 1.872743e-02, 5.966551e+00, 1.880110e+03, 1.886055e+03
1.574928e-01, 7.725575e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.904657e-01, 1.766800e-01, -1.262912e+06, 1.767697e+03, 2.501106e+04, 1.767697e+03, 4.700009e+06, 2.973121e-03, 2.969550e-01, 2.151101e-05, 4.276282e-10, 2.967924e-01, 1.511998e-06, 1.154011e-12, 3.166935e-01, 8.576946e-02, 7.871161e-04, 1.164676e-06, 1.187322e-07, 1.969425e-06, 2.103149e-07, 2.950933e-07, 1.401924e-08, 1.206926e-10, 4.982216e-07, 3.186677e-10, 9.478298e-07, 1.178355e-06, 2.184477e-09, 7.752687e-10, 8.513184e-08, 4.821593e-10, 6.563018e-11, 3.360576e-10, 1.316040e-10, 2.806701e-11, 1.691090e-12, 1.332212e-12, 1.868708e-02, 5.975821e+00, 7.916649e+02, 7.963364e+02
1.590000e-01, 8.244505e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.904229e-01, 1.766800e-01, -1.109920e+06, 1.767136e+03, 2.501106e+04, 1.767136e+03, 4.700009e+06, 2.972615e-03, 2.971469e-01, 2.142573e-05, 4.088496e-10, 2.966691e-01, 1.502451e-06, 1.106888e-12, 3.167375e-01, 8.574238e-02, 7.025492e-04, 1.034790e-06, 1.061480e-07, 1.964210e-06, 2.098431e-07, 2.952128e-07, 1.117246e-08, 9.607479e-11, 3.969264e-07, 2.526795e-10, 9.056362e-07, 9.347900e-07, 1.905971e-09, 6.241352e-10, 7.545745e-08, 3.816913e-10, 4.660339e-11, 2.376472e-10, 9.305430e-11, 1.977186e-11, 1.068597e-12, 8.380236e-13, 1.868390e-02, 5.976703e+00, 7.062720e+02, 7.108205e+02
1.710000e-01, 1.237836e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.901691e-01, 1.766800e-01, -4.282035e+05, 1.764163e+03, 2.501106e+04, 1.764163e+03, 4.700009e+06, 2.970210e-03, 2.980766e-01, 2.099659e-05, 2.915454e-10, 2.960672e-01, 1.454705e-06, 8.158502e-13, 3.169310e-01, 8.562930e-02, 2.994264e-04, 4.309122e-07, 4.744914e-08, 1.940414e-06, 2.075084e-07, 2.956847e-07, 2.053631e-09, 1.780934e-11, 7.394898e-08, 4.605829e-11, 6.348663e-07, 1.707231e-07, 7.264228e-10, 1.328283e-10, 3.111270e-08, 6.969951e-11, 3.680553e-12, 1.838716e-11, 7.195431e-12, 1.499615e-12, 3.660751e-14, 2.799904e-14, 1.866879e-02, 5.981931e+00, 3.003512e+02, 3.041805e+02
1.830000e-01, 1.651518e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.899942e-01, 1.766800e-01, -1.850707e+05, 1.762530e+03, 2.501106e+04, 1.762530e+03, 4.700009e+06, 2.969252e-03, 2.984700e-01, 2.077083e-05, 2.130328e-10, 2.958045e-01, 1.430438e-06, 6.228093e-13, 3.169850e-01, 8.560721e-02, 1.385397e-04, 1.969830e-07, 2.460300e-08, 1.931523e-06, 2.062690e-07, 2.958359e-07, 4.545578e-10, 4.131074e-12, 1.724999e-08, 1.070216e-11, 4.484747e-07, 3.967728e-08, 3.212273e-10, 3.816355e-11, 1.421134e-08, 1.656381e-11, 3.870941e-13, 1.930601e-12, 7.555466e-13, 1.575426e-13, 1.876951e-15, 1.480356e-15, 1.866276e-02, 5.985539e+00, 1.388516e+02, 1.422402e+02
1.950000e-01, 2.065425e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.898499e-01, 1.766800e-01, -1.324651e+05, 1.761415e+03, 2.501106e+04, 1.761415e+03, 4.700009e+06, 2.968849e-03, 2.986571e-01, 2.060885e-05, 1.587577e-10, 2.956724e-01, 1.414068e-06, 4.893364e-13, 3.169858e-01, 8.561985e-02, 7.101070e-05, 1.000584e-07, 1.511488e-08, 1.928028e-06, 2.053145e-07, 2.959485e-07, 1.284271e-10, 1.262017e-12, 5.340814e-09, 3.316321e-12, 3.181736e-07, 1.235293e-08, 1.615069e-10, 1.475130e-11, 7.252938e-09, 5.335776e-12, 6.236676e-14, 3.106285e-13, 1.216068e-13, 2.486324e-14, 2.576326e-16, 2.030990e-16, 1.866023e-02, 5.988518e+00, 7.114653e+01, 7.424630e+01
2.070000e-01, 2.479527e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.897183e-01, 1.766800e-01, -4.404262e+04, 1.760513e+03, 2.501106e+04, 1.760513e+03, 4.700009e+06, 2.968677e-03, 2.987591e-01, 2.046418e-05, 1.206858e-10, 2.955941e-01, 1.400336e-06, 3.954666e-13, 3.169647e-01, 8.564679e-02, 4.199289e-05, 5.877166e-08, 1.107860e-08, 1.926698e-06, 2.043863e-07, 2.961095e-07, 4.863908e-11, 5.248602e-13, 2.231483e-09, 1.408421e-12, 2.264428e-07, 5.229346e-09, 9.476991e-11, 7.481555e-12, 4.292323e-09, 2.347594e-12, 2.896770e-14, 1.385705e-13, 5.406149e-14, 1.007515e-14, 2.529205e-16, 1.768712e-16, 1.865915e-02, 5.991237e+00, 4.206678e+01, 4.497083e+01
2.190000e-01, 2.893813e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.895921e-01, 1.766800e-01, 1.494389e+04, 1.759701e+03, 2.501106e+04, 1.759701e+03, 4.700009e+06, 2.968601e-03, 2.988249e-01, 2.032757e-05, 9.377450e-11, 2.955387e-01, 1.387784e-06, 3.287609e-13, 3.169342e-01, 8.567986e-02, 2.938117e-05, 4.087351e-08, 9.339058e-09, 1.926273e-06, 2.034749e-07, 2.962859e-07, 2.543698e-11, 3.021103e-13, 1.297178e-09, 8.175074e-13, 1.616127e-07, 3.043182e-09, 6.613925e-11, 4.866793e-12, 3.009953e-09, 1.393298e-12, 5.900421e-15, 3.153143e-14, 1.245747e-14, 2.764148e-15, 8.505146e-17, 6.614805e-17, 1.865867e-02, 5.993849e+00, 2.943085e+01, 3.219967e+01
2.310000e-01, 3.308278e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.894682e-01, 1.766800e-01, 2.145158e+04, 1.758929e+03, 2.501106e+04, 1.758929e+03, 4.700009e+06, 2.968568e-03, 2.988750e-01, 2.019523e-05, 7.463083e-11, 2.954931e-01, 1.375812e-06, 2.809040e-13, 3.168997e-01, 8.571560e-02, 2.383730e-05, 3.294323e-08, 8.579557e-09, 1.926234e-06, 2.025769e-07, 2.964656e-07, 1.737617e-11, 2.133037e-13, 9.192794e-10, 5.779309e-13, 1.156369e-07, 2.154739e-09, 5.352954e-11, 3.763334e-12, 2.443696e-09, 1.006411e-12, 3.203823e-15, 1.795201e-14, 7.132489e-15, 1.657435e-15, 6.645687e-17, 5.174090e-17, 1.865847e-02, 5.996415e+00, 2.387649e+01, 2.655066e+01
2.430000e-01, 3.722920e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.893453e-01, 1.766800e-01, 4.532618e+03, 1.758174e+03, 2.501106e+04, 1.758174e+03, 4.700009e+06, 2.968554e-03, 2.989183e-01, 2.006475e-05, 6.093772e-11, 2.954519e-01, 1.364114e-06, 2.462774e-13, 3.168633e-01, 8.575254e-02, 2.142033e-05, 2.940548e-08, 8.253158e-09, 1.926363e-06, 2.016824e-07, 2.966496e-07, 1.410224e-11, 1.711523e-13, 7.397146e-10, 4.599504e-13, 8.294615e-08, 1.720739e-09, 4.798748e-11, 3.257206e-12, 2.192835e-09, 8.182056e-13, 2.243321e-15, 1.228775e-14, 4.897263e-15, 1.153388e-15, 5.042286e-17, 3.907502e-17, 1.865838e-02, 5.998961e+00, 2.145474e+01, 2.406207e+01
2.550000e-01, 4.137737e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.892228e-01, 1.766800e-01, -2.946196e+05, 1.757426e+03, 2.501106e+04, 1.757426e+03, 4.700009e+06, 2.968548e-03, 2.989586e-01, 1.993802e-05, 5.109467e-11, 2.954126e-01, 1.352738e-06, 2.207374e-13, 3.168260e-01, 8.579005e-02, 2.039439e-05, 2.772171e-08, 8.105704e-09, 1.926565e-06, 2.008193e-07, 2.968121e-07, 1.465301e-11, 1.581575e-13, 7.028245e-10, 4.098528e-13, 5.964722e-08, 1.581777e-09, 4.540211e-11, 3.057704e-12, 2.078805e-09, 7.456006e-13, 3.056500e-15, 4.709629e-16, 4.309552e-17, -8.681519e-16, -1.553256e-17, -2.310450e-17, 1.865834e-02, 6.001502e+00, 2.042675e+01, 2.298659e+01
2.670000e-01, 4.552730e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.891007e-01, 1.766800e-01, 4.252377e+04, 1.756682e+03, 2.501106e+04, 1.756682e+03, 4.700009e+06, 2.968546e-03, 2.989975e-01, 1.980761e-05, 4.394877e-11, 2.953741e-01, 1.341215e-06, 2.023111e-13, 3.167884e-01, 8.582782e-02, 1.999210e-05, 2.705660e-08, 8.067724e-09, 1.926805e-06, 1.999065e-07, 2.970232e-07, 1.199538e-11, 1.347135e-13, 5.853189e-10, 3.522828e-13, 4.299031e-08, 1.334200e-09, 4.457635e-11, 2.883480e-12, 2.032014e-09, 6.545188e-13, 3.345747e-15, 1.111973e-14, 4.232057e-15, 2.142313e-16, 2.650943e-17, 7.783426e-18, 1.865832e-02, 6.004038e+00, 2.002306e+01, 2.254896e+01
2.790000e-01, 4.967898e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.889785e-01, 1.766800e-01, -6.325327e+03, 1.755940e+03, 2.501106e+04, 1.755940e+03, 4.700009e+06, 2.968545e-03, 2.990359e-01, 1.967892e-05, 3.873132e-11, 2.953360e-01, 1.329831e-06, 1.882943e-13, 3.167505e-01, 8.586575e-02, 1.986719e-05, 2.674858e-08, 8.061998e-09, 1.927058e-06, 1.990097e-07, 2.972182e-07, 1.117857e-11, 1.247348e-13, 5.389533e-10, 3.237931e-13, 3.105576e-08, 1.218186e-09, 4.428740e-11, 2.804964e-12, 2.012066e-09, 6.059817e-13, 1.198269e-15, 7.604878e-15, 3.061594e-15, 8.567396e-16, 2.862797e-17, 2.463435e-17, 1.865832e-02, 6.006576e+00, 1.989750e+01, 2.239902e+01
2.910000e-01, 5.383241e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.888564e-01, 1.766800e-01, -9.057045e+03, 1.755198e+03, 2.501106e+04, 1.755198e+03, 4.700009e+06, 2.968545e-03, 2.990740e-01, 1.955216e-05, 3.488814e-11, 2.952980e-01, 1.318621e-06, 1.776106e-13, 3.167125e-01, 8.590379e-02, 1.987616e-05, 2.657715e-08, 8.069063e-09, 1.927318e-06, 1.981276e-07, 2.974077e-07, 1.104390e-11, 1.193747e-13, 5.169887e-10, 3.062884e-13, 2.248661e-08, 1.158133e-09, 4.423610e-11, 2.769587e-12, 2.003855e-09, 5.808844e-13, 1.973791e-15, 8.824085e-15, 3.453226e-15, 6.340544e-16, 2.195371e-17, 1.476120e-17, 1.865832e-02, 6.009115e+00, 1.990614e+01, 2.239005e+01
3.030000e-01, 5.798760e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.887343e-01, 1.766800e-01, 2.202828e+04, 1.754456e+03, 2.501106e+04, 1.754456e+03, 4.700009e+06, 2.968546e-03, 2.991120e-01, 1.942585e-05, 3.202368e-11, 2.952600e-01, 1.307483e-06, 1.693136e-13, 3.166744e-01, 8.594191e-02, 1.995176e-05, 2.650456e-08, 8.086348e-09, 1.927582e-06, 1.972455e-07, 2.975995e-07, 1.091184e-11, 1.157771e-13, 5.011668e-10, 2.943853e-13, 1.632062e-08, 1.114029e-09, 4.435799e-11, 2.750833e-12, 2.002510e-09, 5.622091e-13, 1.536801e-15, 7.743487e-15, 3.056892e-15, 6.333306e-16, 1.941738e-17, 1.403727e-17, 1.865832e-02, 6.011657e+00, 1.998154e+01, 2.245269e+01
3.150000e-01, 6.214455e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.886122e-01, 1.766800e-01, 5.996366e+03, 1.753715e+03, 2.501106e+04, 1.753715e+03, 4.700009e+06, 2.968547e-03, 2.991499e-01, 1.930032e-05, 2.985847e-11, 2.952221e-01, 1.296431e-06, 1.627106e-13, 3.166362e-01, 8.598009e-02, 2.005760e-05, 2.647097e-08, 8.107398e-09, 1.927847e-06, 1.963676e-07, 2.977902e-07, 1.091861e-11, 1.135718e-13, 4.924850e-10, 2.861398e-13, 1.187327e-08, 1.085815e-09, 4.454313e-11, 2.743392e-12, 2.004043e-09, 5.495285e-13, 1.777722e-15, 8.058678e-15, 3.155057e-15, 5.958789e-16, 1.518583e-17, 1.047480e-17, 1.865833e-02, 6.014200e+00, 2.008727e+01, 2.254911e+01
3.270000e-01, 6.630326e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.884901e-01, 1.766800e-01, 1.216684e+04, 1.752973e+03, 2.501106e+04, 1.752973e+03, 4.700009e+06, 2.968548e-03, 2.991879e-01, 1.917549e-05, 2.819096e-11, 2.951841e-01, 1.285466e-06, 1.573308e-13, 3.165980e-01, 8.601831e-02, 2.017641e-05, 2.645383e-08, 8.130324e-09, 1.928114e-06, 1.954925e-07, 2.979819e-07, 1.092849e-11, 1.121254e-13, 4.866637e-10, 2.803537e-13, 8.646289e-09, 1.065604e-09, 4.476452e-11, 2.741943e-12, 2.006791e-09, 5.402081e-13, 1.726231e-15, 7.925973e-15, 3.102823e-15, 5.901014e-16, 1.304332e-17, 9.027695e-18, 1.865834e-02, 6.016745e+00, 2.020600e+01, 2.266097e+01
3.390000e-01, 7.046373e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.883680e-01, 1.766800e-01, 9.580595e+03, 1.752232e+03, 2.501106e+04, 1.752232e+03, 4.700009e+06, 2.968549e-03, 2.992260e-01, 1.905141e-05, 2.688066e-11, 2.951461e-01, 1.274587e-06, 1.528277e-13, 3.165598e-01, 8.605658e-02, 2.030212e-05, 2.644398e-08, 8.154088e-09, 1.928381e-06, 1.946209e-07, 2.981738e-07, 1.096301e-11, 1.111660e-13, 4.829727e-10, 2.760200e-13, 6.294689e-09, 1.050856e-09, 4.500217e-11, 2.744192e-12, 2.010105e-09, 5.330890e-13, 1.475795e-15, 7.335073e-15, 2.890198e-15, 5.851013e-16, 1.163538e-17, 8.146244e-18, 1.865834e-02, 6.019292e+00, 2.033166e+01, 2.278153e+01
3.510000e-01, 7.462596e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.882459e-01, 1.766800e-01, 1.702474e+03, 1.751490e+03, 2.501106e+04, 1.751490e+03, 4.700009e+06, 2.968550e-03, 2.992640e-01, 1.892794e-05, 2.583594e-11, 2.951080e-01, 1.263784e-06, 1.489783e-13, 3.165214e-01, 8.609492e-02, 2.043434e-05, 2.644180e-08, 8.178625e-09, 1.928649e-06, 1.937519e-07, 2.983654e-07, 1.105224e-11, 1.107149e-13, 4.819021e-10, 2.729565e-13, 4.590503e-09, 1.041423e-09, 4.525268e-11, 2.749737e-12, 2.014005e-09, 5.277714e-13, 1.629337e-15, 7.585503e-15, 2.973882e-15, 5.724427e-16, 9.280805e-18, 6.341174e-18, 1.865835e-02, 6.021842e+00, 2.046386e+01, 2.290992e+01
3.630000e-01, 7.878995e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.881238e-01, 1.766800e-01, 1.597979e+04, 1.750749e+03, 2.501106e+04, 1.750749e+03, 4.700009e+06, 2.968551e-03, 2.993022e-01, 1.880519e-05, 2.498547e-11, 2.950699e-01, 1.253065e-06, 1.456166e-13, 3.164830e-01, 8.613331e-02, 2.057115e-05, 2.644414e-08, 8.203788e-09, 1.928917e-06, 1.928861e-07, 2.985576e-07, 1.114390e-11, 1.105855e-13, 4.821078e-10, 2.708589e-13, 3.358084e-09, 1.035229e-09, 4.551638e-11, 2.757656e-12, 2.018253e-09, 5.237517e-13, 1.705831e-15, 7.725185e-15, 3.019107e-15, 5.667968e-16, 7.852427e-18, 5.365740e-18, 1.865835e-02, 6.024395e+00, 2.060067e+01, 2.304387e+01
3.750000e-01, 8.295571e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.880016e-01, 1.766800e-01, 1.069711e+04, 1.750007e+03, 2.501106e+04, 1.750007e+03, 4.700009e+06, 2.968552e-03, 2.993403e-01, 1.868312e-05, 2.428002e-11, 2.950317e-01, 1.242427e-06, 1.426205e-13, 3.164446e-01, 8.617175e-02, 2.071051e-05, 2.644889e-08, 8.229290e-09, 1.929186e-06, 1.920234e-07, 2.987500e-07, 1.124024e-11, 1.106354e-13, 4.830706e-10, 2.693679e-13, 2.475420e-09, 1.031269e-09, 4.578614e-11, 2.767020e-12, 2.022687e-09, 5.206964e-13, 1.661363e-15, 7.643764e-15, 2.990647e-15, 5.671777e-16, 6.944755e-18, 4.719100e-18, 1.865836e-02, 6.026950e+00, 2.074002e+01, 2.318107e+01
3.870000e-01, 8.712324e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.878795e-01, 1.766800e-01, 3.304684e+03, 1.749266e+03, 2.501106e+04, 1.749266e+03, 4.700009e+06, 2.968553e-03, 2.993785e-01, 1.856174e-05, 2.368837e-11, 2.949935e-01, 1.231869e-06, 1.399151e-13, 3.164061e-01, 8.621025e-02, 2.085184e-05, 2.645485e-08, 8.255017e-09, 1.929456e-06, 1.911638e-07, 2.989426e-07, 1.134534e-11, 1.108496e-13, 4.847744e-10, 2.683520e-13, 1.865373e-09, 1.029088e-09, 4.606046e-11, 2.777519e-12, 2.027226e-09, 5.183262e-13, 1.603408e-15, 7.543511e-15, 2.956655e-15, 5.692570e-16, 6.280814e-18, 4.245303e-18, 1.865837e-02, 6.029507e+00, 2.088136e+01, 2.332080e+01
3.990000e-01, 9.129254e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.877574e-01, 1.766800e-01, 2.294216e+03, 1.748524e+03, 2.501106e+04, 1.748524e+03, 4.700009e+06, 2.968554e-03, 2.994168e-01, 1.844104e-05, 2.317727e-11, 2.949552e-01, 1.221393e-06, 1.374201e-13, 3.163676e-01, 8.624879e-02, 2.099420e-05, 2.646038e-08, 8.280800e-09, 1.929726e-06, 1.903073e-07, 2.991353e-07, 1.146274e-11, 1.111895e-13, 4.871069e-10, 2.676342e-13, 1.445858e-09, 1.028104e-09, 4.633651e-11, 2.788704e-12, 2.031760e-09, 5.163373e-13, 1.608785e-15, 7.559642e-15, 2.962576e-15, 5.691236e-16, 5.572471e-18, 3.749587e-18, 1.865837e-02, 6.032066e+00, 2.102372e+01, 2.346195e+01
4.110000e-01, 9.546360e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.876352e-01, 1.766800e-01, 9.251832e+03, 1.747783e+03, 2.501106e+04, 1.747783e+03, 4.700009e+06, 2.968555e-03, 2.994550e-01, 1.832104e-05, 2.271712e-11, 2.949169e-01, 1.210998e-06, 1.350641e-13, 3.163290e-01, 8.628738e-02, 2.113692e-05, 2.646455e-08, 8.306544e-09, 1.929996e-06, 1.894539e-07, 2.993281e-07, 1.159125e-11, 1.116097e-13, 4.898770e-10, 2.670704e-13, 1.143248e-09, 1.027793e-09, 4.661255e-11, 2.800214e-12, 2.036219e-09, 5.145127e-13, 1.692190e-15, 7.715601e-15, 3.016070e-15, 5.657367e-16, 4.730896e-18, 3.171343e-18, 1.865838e-02, 6.034627e+00, 2.116645e+01, 2.360370e+01
4.230000e-01, 9.963644e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.875131e-01, 1.766800e-01, 1.014548e+04, 1.747041e+03, 2.501106e+04, 1.747041e+03, 4.700009e+06, 2.968556e-03, 2.994934e-01, 1.820172e-05, 2.230385e-11, 2.948786e-01, 1.200682e-06, 1.328390e-13, 3.162903e-01, 8.632602e-02, 2.128087e-05, 2.646929e-08, 8.332450e-09, 1.930266e-06, 1.886037e-07, 2.995212e-07, 1.171934e-11, 1.120834e-13, 4.928550e-10, 2.667022e-13, 9.451586e-10, 1.028152e-09, 4.689145e-11, 2.812190e-12, 2.040726e-09, 5.129990e-13, 1.723382e-15, 7.781371e-15, 3.039417e-15, 5.652894e-16, 4.187737e-18, 2.799323e-18, 1.865839e-02, 6.037191e+00, 2.131041e+01, 2.374689e+01
