Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_N2_PFRC2_(), Mole_fraction_H2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_HO2_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_HOCHO_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_CHCHO_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Mole_fraction_C2H3OH_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_HCCOH_PFRC2_(), Mole_fraction_C3H6_PFRC2_(), Mole_fraction_C3H4-P_PFRC2_(), Mole_fraction_C3H4-A_PFRC2_(), Mole_fraction_C3H3_PFRC2_(), Mole_fraction_C4H4_PFRC2_(), Mole_fraction_C4H2_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
9.990000e-01, 3.020472e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.816426e-01, 1.766800e-01, -1.506302e+05, 1.711403e+03, 2.501106e+04, 1.711403e+03, 4.700009e+06, 2.968613e-03, 3.013917e-01, 1.320935e-05, 1.041656e-11, 2.929778e-01, 7.889011e-07, 6.214165e-14, 3.143729e-01, 8.824290e-02, 2.958923e-05, 2.660329e-08, 9.700218e-09, 1.943720e-06, 1.512472e-07, 3.090239e-07, 2.026827e-11, 1.432963e-13, 6.899155e-10, 2.610306e-13, -2.551682e-12, 1.094404e-09, 6.265517e-11, 3.490672e-12, 2.266600e-09, 4.586639e-13, 3.029420e-15, 1.078636e-14, 4.172753e-15, 6.122568e-16, 2.305068e-18, 1.215993e-18, 1.865875e-02, 6.163028e+00, 2.961944e+01, 3.204061e+01
1.011000e+00, 3.063088e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.815196e-01, 1.766800e-01, -1.878638e+05, 1.710657e+03, 2.501106e+04, 1.710657e+03, 4.700009e+06, 2.968614e-03, 3.014327e-01, 1.311904e-05, 1.024906e-11, 2.929367e-01, 7.818376e-07, 6.114203e-14, 3.143315e-01, 8.828434e-02, 2.979627e-05, 2.660400e-08, 9.731634e-09, 1.944011e-06, 1.505344e-07, 3.092277e-07, 2.050435e-11, 1.440414e-13, 6.948466e-10, 2.609022e-13, -1.188172e-11, 1.095823e-09, 6.303993e-11, 3.506605e-12, 2.271521e-09, 4.575509e-13, 3.065360e-15, 1.085990e-14, 4.200461e-15, 6.132838e-16, 2.313220e-18, 1.218923e-18, 1.865876e-02, 6.165721e+00, 2.982650e+01, 3.224747e+01
1.023000e+00, 3.105724e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.813964e-01, 1.766800e-01, -1.967439e+05, 1.709909e+03, 2.501106e+04, 1.709909e+03, 4.700009e+06, 2.968616e-03, 3.014738e-01, 1.302914e-05, 1.008445e-11, 2.928955e-01, 7.748214e-07, 6.015754e-14, 3.142899e-01, 8.832591e-02, 3.000519e-05, 2.660449e-08, 9.763223e-09, 1.944304e-06, 1.498232e-07, 3.094322e-07, 2.074395e-11, 1.447906e-13, 6.998231e-10, 2.607646e-13, -1.879091e-11, 1.097219e-09, 6.342772e-11, 3.522622e-12, 2.276448e-09, 4.564230e-13, 3.102353e-15, 1.093476e-14, 4.228619e-15, 6.142699e-16, 2.322889e-18, 1.218868e-18, 1.865876e-02, 6.168421e+00, 3.003543e+01, 3.245622e+01
1.035000e+00, 3.148378e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.812730e-01, 1.766800e-01, -2.045179e+05, 1.709160e+03, 2.501106e+04, 1.709160e+03, 4.700009e+06, 2.968617e-03, 3.015150e-01, 1.293968e-05, 9.922325e-12, 2.928543e-01, 7.678549e-07, 5.918732e-14, 3.142482e-01, 8.836759e-02, 3.021582e-05, 2.660483e-08, 9.794962e-09, 1.944597e-06, 1.491139e-07, 3.096372e-07, 2.098664e-11, 1.455438e-13, 7.048395e-10, 2.606235e-13, -2.500467e-11, 1.098608e-09, 6.381829e-11, 3.538722e-12, 2.281382e-09, 4.552906e-13, 3.139850e-15, 1.101019e-14, 4.256987e-15, 6.152487e-16, 2.333539e-18, 1.218552e-18, 1.865877e-02, 6.171126e+00, 3.024608e+01, 3.266668e+01
1.047000e+00, 3.191051e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.811496e-01, 1.766800e-01, -2.130800e+05, 1.708410e+03, 2.501106e+04, 1.708410e+03, 4.700009e+06, 2.968619e-03, 3.015563e-01, 1.285066e-05, 9.762652e-12, 2.928129e-01, 7.609377e-07, 5.823116e-14, 3.142064e-01, 8.840936e-02, 3.042817e-05, 2.660501e-08, 9.826851e-09, 1.944890e-06, 1.484066e-07, 3.098425e-07, 2.123244e-11, 1.463011e-13, 7.098961e-10, 2.604792e-13, -3.051581e-11, 1.099990e-09, 6.421167e-11, 3.554904e-12, 2.286325e-09, 4.541541e-13, 3.177840e-15, 1.108617e-14, 4.285558e-15, 6.162213e-16, 2.345227e-18, 1.218070e-18, 1.865878e-02, 6.173836e+00, 3.045844e+01, 3.287886e+01
1.059000e+00, 3.233742e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.810260e-01, 1.766800e-01, -2.231984e+05, 1.707660e+03, 2.501106e+04, 1.707660e+03, 4.700009e+06, 2.968620e-03, 3.015976e-01, 1.276208e-05, 9.605416e-12, 2.927714e-01, 7.540689e-07, 5.728881e-14, 3.141645e-01, 8.845123e-02, 3.064227e-05, 2.660504e-08, 9.858892e-09, 1.945185e-06, 1.477013e-07, 3.100483e-07, 2.148139e-11, 1.470624e-13, 7.149936e-10, 2.603314e-13, -3.523244e-11, 1.101366e-09, 6.460788e-11, 3.571170e-12, 2.291275e-09, 4.530131e-13, 3.216336e-15, 1.116272e-14, 4.314339e-15, 6.171872e-16, 2.358040e-18, 1.217391e-18, 1.865879e-02, 6.176552e+00, 3.067255e+01, 3.309279e+01
1.071000e+00, 3.276453e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.809022e-01, 1.766799e-01, -2.357422e+05, 1.706909e+03, 2.501106e+04, 1.706909e+03, 4.700009e+06, 2.968621e-03, 3.016391e-01, 1.267393e-05, 9.450601e-12, 2.927299e-01, 7.472479e-07, 5.636007e-14, 3.141225e-01, 8.849320e-02, 3.085813e-05, 2.660492e-08, 9.891087e-09, 1.945480e-06, 1.469979e-07, 3.102546e-07, 2.173355e-11, 1.478280e-13, 7.201324e-10, 2.601802e-13, -3.906264e-11, 1.102734e-09, 6.500695e-11, 3.587520e-12, 2.296233e-09, 4.518675e-13, 3.255353e-15, 1.123986e-14, 4.343336e-15, 6.181457e-16, 2.372065e-18, 1.216482e-18, 1.865880e-02, 6.179273e+00, 3.088842e+01, 3.330849e+01
1.083000e+00, 3.319182e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.807783e-01, 1.766799e-01, -2.516807e+05, 1.706157e+03, 2.501106e+04, 1.706157e+03, 4.700009e+06, 2.968623e-03, 3.016807e-01, 1.258620e-05, 9.298190e-12, 2.926882e-01, 7.404739e-07, 5.544472e-14, 3.140804e-01, 8.853528e-02, 3.107577e-05, 2.660462e-08, 9.923438e-09, 1.945775e-06, 1.462963e-07, 3.104613e-07, 2.198897e-11, 1.485978e-13, 7.253132e-10, 2.600253e-13, -4.191452e-11, 1.104095e-09, 6.540892e-11, 3.603956e-12, 2.301199e-09, 4.507169e-13, 3.294904e-15, 1.131761e-14, 4.372555e-15, 6.190965e-16, 2.387387e-18, 1.215309e-18, 1.865881e-02, 6.182000e+00, 3.110608e+01, 3.352597e+01
1.095000e+00, 3.361930e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.806542e-01, 1.766799e-01, -2.720830e+05, 1.705404e+03, 2.501106e+04, 1.705404e+03, 4.700009e+06, 2.968624e-03, 3.017223e-01, 1.249889e-05, 9.148168e-12, 2.926464e-01, 7.337461e-07, 5.454255e-14, 3.140382e-01, 8.857747e-02, 3.129522e-05, 2.660416e-08, 9.955948e-09, 1.946072e-06, 1.455965e-07, 3.106685e-07, 2.224768e-11, 1.493719e-13, 7.305366e-10, 2.598666e-13, -4.369616e-11, 1.105449e-09, 6.581382e-11, 3.620479e-12, 2.306172e-09, 4.495612e-13, 3.335002e-15, 1.139598e-14, 4.402002e-15, 6.200388e-16, 2.404093e-18, 1.213842e-18, 1.865882e-02, 6.184732e+00, 3.132554e+01, 3.374527e+01
1.107000e+00, 3.404697e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.805300e-01, 1.766799e-01, -2.981174e+05, 1.704650e+03, 2.501106e+04, 1.704650e+03, 4.700009e+06, 2.968626e-03, 3.017641e-01, 1.241198e-05, 9.000518e-12, 2.926045e-01, 7.270639e-07, 5.365332e-14, 3.139959e-01, 8.861977e-02, 3.151650e-05, 2.660353e-08, 9.988618e-09, 1.946369e-06, 1.448985e-07, 3.108762e-07, 2.250974e-11, 1.501503e-13, 7.358032e-10, 2.597041e-13, -4.431568e-11, 1.106795e-09, 6.622168e-11, 3.637088e-12, 2.311153e-09, 4.484000e-13, 3.375662e-15, 1.147500e-14, 4.431682e-15, 6.209723e-16, 2.422270e-18, 1.212047e-18, 1.865883e-02, 6.187471e+00, 3.154683e+01, 3.396639e+01
1.119000e+00, 3.447483e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.804056e-01, 1.766799e-01, -3.310512e+05, 1.703895e+03, 2.501106e+04, 1.703895e+03, 4.700009e+06, 2.968627e-03, 3.018060e-01, 1.232547e-05, 8.855224e-12, 2.925625e-01, 7.204265e-07, 5.277684e-14, 3.139534e-01, 8.866217e-02, 3.173962e-05, 2.660272e-08, 1.002145e-08, 1.946667e-06, 1.442022e-07, 3.110844e-07, 2.277520e-11, 1.509331e-13, 7.411136e-10, 2.595375e-13, -4.368116e-11, 1.108132e-09, 6.663253e-11, 3.653785e-12, 2.316142e-09, 4.472332e-13, 3.416898e-15, 1.155467e-14, 4.461603e-15, 6.218963e-16, 2.442003e-18, 1.209891e-18, 1.865884e-02, 6.190216e+00, 3.176997e+01, 3.418937e+01
1.131000e+00, 3.490288e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.802810e-01, 1.766799e-01, -3.722499e+05, 1.703138e+03, 2.501106e+04, 1.703138e+03, 4.700009e+06, 2.968629e-03, 3.018480e-01, 1.223936e-05, 8.712269e-12, 2.925204e-01, 7.138331e-07, 5.191287e-14, 3.139109e-01, 8.870470e-02, 3.196462e-05, 2.660173e-08, 1.005445e-08, 1.946966e-06, 1.435075e-07, 3.112931e-07, 2.304411e-11, 1.517203e-13, 7.464683e-10, 2.593669e-13, -4.170069e-11, 1.109461e-09, 6.704641e-11, 3.670571e-12, 2.321138e-09, 4.460605e-13, 3.458722e-15, 1.163501e-14, 4.491770e-15, 6.228104e-16, 2.463380e-18, 1.207344e-18, 1.865884e-02, 6.192967e+00, 3.199498e+01, 3.441422e+01
1.143000e+00, 3.533111e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.801563e-01, 1.766799e-01, -3.959477e+05, 1.702381e+03, 2.501106e+04, 1.702381e+03, 4.700009e+06, 2.968630e-03, 3.018901e-01, 1.215368e-05, 8.571403e-12, 2.924782e-01, 7.072875e-07, 5.106174e-14, 3.138682e-01, 8.874734e-02, 3.219156e-05, 2.660055e-08, 1.008762e-08, 1.947265e-06, 1.428147e-07, 3.115023e-07, 2.331664e-11, 1.525113e-13, 7.518646e-10, 2.591928e-13, -3.953892e-11, 1.110780e-09, 6.746341e-11, 3.687444e-12, 2.326141e-09, 4.448834e-13, 3.501229e-15, 1.171598e-14, 4.522155e-15, 6.237099e-16, 2.483728e-18, 1.204286e-18, 1.865885e-02, 6.195725e+00, 3.222194e+01, 3.464102e+01
1.155000e+00, 3.575955e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.800314e-01, 1.766799e-01, -3.707883e+05, 1.701623e+03, 2.501106e+04, 1.701623e+03, 4.700009e+06, 2.968632e-03, 3.019323e-01, 1.206846e-05, 8.432329e-12, 2.924359e-01, 7.007941e-07, 5.022385e-14, 3.138254e-01, 8.879011e-02, 3.242055e-05, 2.659918e-08, 1.012097e-08, 1.947566e-06, 1.421241e-07, 3.117121e-07, 2.359300e-11, 1.533054e-13, 7.572993e-10, 2.590163e-13, -3.860304e-11, 1.112087e-09, 6.788366e-11, 3.704399e-12, 2.331150e-09, 4.437040e-13, 3.544524e-15, 1.179753e-14, 4.552721e-15, 6.245895e-16, 2.499844e-18, 1.200585e-18, 1.865886e-02, 6.198489e+00, 3.245094e+01, 3.486987e+01
1.167000e+00, 3.618817e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.799063e-01, 1.766799e-01, -3.356474e+05, 1.700864e+03, 2.501106e+04, 1.700864e+03, 4.700009e+06, 2.968633e-03, 3.019747e-01, 1.198366e-05, 8.295355e-12, 2.923934e-01, 6.943461e-07, 4.939827e-14, 3.137825e-01, 8.883299e-02, 3.265152e-05, 2.659761e-08, 1.015449e-08, 1.947867e-06, 1.414351e-07, 3.119224e-07, 2.387305e-11, 1.541036e-13, 7.627774e-10, 2.588359e-13, -3.706551e-11, 1.113383e-09, 6.830708e-11, 3.721443e-12, 2.336165e-09, 4.425195e-13, 3.588514e-15, 1.187975e-14, 4.583524e-15, 6.254542e-16, 2.515623e-18, 1.196324e-18, 1.865887e-02, 6.201259e+00, 3.268192e+01, 3.510070e+01
1.179000e+00, 3.661698e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.797810e-01, 1.766799e-01, -2.901599e+05, 1.700103e+03, 2.501106e+04, 1.700103e+03, 4.700009e+06, 2.968635e-03, 3.020171e-01, 1.189926e-05, 8.160449e-12, 2.923508e-01, 6.879430e-07, 4.858480e-14, 3.137395e-01, 8.887600e-02, 3.288449e-05, 2.659583e-08, 1.018820e-08, 1.948169e-06, 1.407479e-07, 3.121333e-07, 2.415686e-11, 1.549058e-13, 7.682994e-10, 2.586517e-13, -3.491969e-11, 1.114668e-09, 6.873371e-11, 3.738576e-12, 2.341187e-09, 4.413297e-13, 3.633217e-15, 1.196266e-14, 4.614566e-15, 6.263032e-16, 2.530965e-18, 1.191467e-18, 1.865888e-02, 6.204037e+00, 3.291490e+01, 3.533354e+01
1.191000e+00, 3.704599e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.796555e-01, 1.766799e-01, -2.340291e+05, 1.699341e+03, 2.501106e+04, 1.699341e+03, 4.700009e+06, 2.968636e-03, 3.020597e-01, 1.181525e-05, 8.027579e-12, 2.923081e-01, 6.815846e-07, 4.778327e-14, 3.136963e-01, 8.891914e-02, 3.311950e-05, 2.659386e-08, 1.022208e-08, 1.948472e-06, 1.400623e-07, 3.123448e-07, 2.444448e-11, 1.557121e-13, 7.738656e-10, 2.584635e-13, -3.215892e-11, 1.115942e-09, 6.916360e-11, 3.755798e-12, 2.346216e-09, 4.401344e-13, 3.678652e-15, 1.204626e-14, 4.645852e-15, 6.271358e-16, 2.545769e-18, 1.185975e-18, 1.865889e-02, 6.206821e+00, 3.314992e+01, 3.556842e+01
1.203000e+00, 3.747519e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.795297e-01, 1.766799e-01, -1.670259e+05, 1.698578e+03, 2.501106e+04, 1.698578e+03, 4.700009e+06, 2.968638e-03, 3.021024e-01, 1.173164e-05, 7.896713e-12, 2.922653e-01, 6.752703e-07, 4.699350e-14, 3.136530e-01, 8.896241e-02, 3.335656e-05, 2.659167e-08, 1.025615e-08, 1.948776e-06, 1.393784e-07, 3.125569e-07, 2.473596e-11, 1.565224e-13, 7.794763e-10, 2.582714e-13, -2.877657e-11, 1.117205e-09, 6.959678e-11, 3.773111e-12, 2.351252e-09, 4.389337e-13, 3.724840e-15, 1.213059e-14, 4.677385e-15, 6.279511e-16, 2.559935e-18, 1.179809e-18, 1.865890e-02, 6.209612e+00, 3.338700e+01, 3.580536e+01
1.215000e+00, 3.790458e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.794038e-01, 1.766799e-01, -8.898853e+04, 1.697814e+03, 2.501106e+04, 1.697814e+03, 4.700009e+06, 2.968639e-03, 3.021453e-01, 1.164842e-05, 7.767818e-12, 2.922224e-01, 6.689996e-07, 4.621529e-14, 3.136096e-01, 8.900582e-02, 3.359570e-05, 2.658927e-08, 1.029040e-08, 1.949081e-06, 1.386961e-07, 3.127695e-07, 2.503137e-11, 1.573368e-13, 7.851320e-10, 2.580752e-13, -2.476600e-11, 1.118455e-09, 7.003328e-11, 3.790515e-12, 2.356294e-09, 4.377273e-13, 3.771798e-15, 1.221564e-14, 4.709169e-15, 6.287482e-16, 2.573361e-18, 1.172931e-18, 1.865891e-02, 6.212411e+00, 3.362615e+01, 3.604438e+01
1.227000e+00, 3.833417e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.792777e-01, 1.766799e-01, 1.777299e+02, 1.697048e+03, 2.501106e+04, 1.697048e+03, 4.700009e+06, 2.968641e-03, 3.021882e-01, 1.156559e-05, 7.640863e-12, 2.921793e-01, 6.627723e-07, 4.544848e-14, 3.135660e-01, 8.904936e-02, 3.383695e-05, 2.658666e-08, 1.032484e-08, 1.949387e-06, 1.380154e-07, 3.129828e-07, 2.533075e-11, 1.581553e-13, 7.908330e-10, 2.578749e-13, -2.012055e-11, 1.119694e-09, 7.047314e-11, 3.808010e-12, 2.361342e-09, 4.365152e-13, 3.819546e-15, 1.230143e-14, 4.741208e-15, 6.295265e-16, 2.585947e-18, 1.165303e-18, 1.865892e-02, 6.215217e+00, 3.386742e+01, 3.628551e+01
1.239000e+00, 3.876395e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.791513e-01, 1.766799e-01, 1.005011e+05, 1.696281e+03, 2.501106e+04, 1.696281e+03, 4.700009e+06, 2.968643e-03, 3.022313e-01, 1.148313e-05, 7.515816e-12, 2.921360e-01, 6.565877e-07, 4.469288e-14, 3.135223e-01, 8.909304e-02, 3.408034e-05, 2.658382e-08, 1.035947e-08, 1.949694e-06, 1.373362e-07, 3.131967e-07, 2.563418e-11, 1.589778e-13, 7.965796e-10, 2.576705e-13, -1.483359e-11, 1.120920e-09, 7.091640e-11, 3.825597e-12, 2.366397e-09, 4.352971e-13, 3.868103e-15, 1.238797e-14, 4.773505e-15, 6.302850e-16, 2.597592e-18, 1.156888e-18, 1.865893e-02, 6.218031e+00, 3.411081e+01, 3.652878e+01
1.251000e+00, 3.919392e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.790247e-01, 1.766799e-01, 2.119435e+05, 1.695513e+03, 2.501106e+04, 1.695513e+03, 4.700009e+06, 2.968644e-03, 3.022746e-01, 1.140106e-05, 7.392643e-12, 2.920927e-01, 6.504455e-07, 4.394831e-14, 3.134784e-01, 8.913686e-02, 3.432588e-05, 2.658075e-08, 1.039430e-08, 1.950001e-06, 1.366586e-07, 3.134112e-07, 2.594170e-11, 1.598045e-13, 8.023723e-10, 2.574618e-13, -8.898472e-12, 1.122133e-09, 7.136310e-11, 3.843277e-12, 2.371458e-09, 4.340731e-13, 3.917489e-15, 1.247527e-14, 4.806064e-15, 6.310230e-16, 2.608195e-18, 1.147646e-18, 1.865894e-02, 6.220853e+00, 3.435637e+01, 3.677421e+01
1.263000e+00, 3.962409e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.788978e-01, 1.766799e-01, 3.344011e+05, 1.694743e+03, 2.501106e+04, 1.694743e+03, 4.700009e+06, 2.968646e-03, 3.023179e-01, 1.131935e-05, 7.271314e-12, 2.920492e-01, 6.443453e-07, 4.321458e-14, 3.134345e-01, 8.918082e-02, 3.457361e-05, 2.657746e-08, 1.042931e-08, 1.950310e-06, 1.359824e-07, 3.136265e-07, 2.625337e-11, 1.606352e-13, 8.082115e-10, 2.572488e-13, -2.308550e-12, 1.123333e-09, 7.181326e-11, 3.861050e-12, 2.376525e-09, 4.328429e-13, 3.967721e-15, 1.256336e-14, 4.838889e-15, 6.317396e-16, 2.617656e-18, 1.137539e-18, 1.865895e-02, 6.223682e+00, 3.460410e+01, 3.702182e+01
1.275000e+00, 4.005445e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.787723e-01, 1.766799e-01, 3.436721e+05, 1.693981e+03, 2.501106e+04, 1.693981e+03, 4.700009e+06, 2.968647e-03, 3.023609e-01, 1.123896e-05, 7.152812e-12, 2.920061e-01, 6.383496e-07, 4.249833e-14, 3.133908e-01, 8.922440e-02, 3.482218e-05, 2.657550e-08, 1.046431e-08, 1.950617e-06, 1.353165e-07, 3.138387e-07, 2.656859e-11, 1.614805e-13, 8.141076e-10, 2.570707e-13, 1.788483e-12, 1.124648e-09, 7.226572e-11, 3.878978e-12, 2.381651e-09, 4.316763e-13, 4.018162e-15, 1.265193e-14, 4.871937e-15, 6.325816e-16, 2.633213e-18, 1.137138e-18, 1.865896e-02, 6.226485e+00, 3.485269e+01, 3.727029e+01
1.287000e+00, 4.048500e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.786474e-01, 1.766799e-01, 3.019002e+05, 1.693223e+03, 2.501106e+04, 1.693223e+03, 4.700009e+06, 2.968649e-03, 3.024037e-01, 1.115948e-05, 7.036686e-12, 2.919631e-01, 6.324319e-07, 4.179656e-14, 3.133474e-01, 8.926782e-02, 3.507218e-05, 2.657423e-08, 1.049939e-08, 1.950924e-06, 1.346570e-07, 3.140496e-07, 2.688768e-11, 1.623360e-13, 8.200570e-10, 2.569113e-13, 4.703878e-12, 1.126026e-09, 7.272101e-11, 3.897037e-12, 2.386816e-09, 4.305443e-13, 4.069103e-15, 1.274113e-14, 4.905231e-15, 6.334871e-16, 2.651729e-18, 1.142017e-18, 1.865897e-02, 6.229276e+00, 3.510270e+01, 3.752021e+01
1.299000e+00, 4.091574e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.785228e-01, 1.766799e-01, 2.402336e+05, 1.692467e+03, 2.501106e+04, 1.692467e+03, 4.700009e+06, 2.968651e-03, 3.024465e-01, 1.108071e-05, 6.922691e-12, 2.919202e-01, 6.265786e-07, 4.110767e-14, 3.133040e-01, 8.931118e-02, 3.532393e-05, 2.657331e-08, 1.053458e-08, 1.951231e-06, 1.340023e-07, 3.142597e-07, 2.721085e-11, 1.631996e-13, 8.260578e-10, 2.567623e-13, 7.099799e-12, 1.127438e-09, 7.317942e-11, 3.915214e-12, 2.392006e-09, 4.294322e-13, 4.120699e-15, 1.283104e-14, 4.938783e-15, 6.344246e-16, 2.671580e-18, 1.149933e-18, 1.865898e-02, 6.232062e+00, 3.535447e+01, 3.777187e+01
1.311000e+00, 4.134668e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.783986e-01, 1.766799e-01, 1.596372e+05, 1.691713e+03, 2.501106e+04, 1.691713e+03, 4.700009e+06, 2.968652e-03, 3.024892e-01, 1.100268e-05, 6.810827e-12, 2.918774e-01, 6.207913e-07, 4.043169e-14, 3.132607e-01, 8.935449e-02, 3.557741e-05, 2.657279e-08, 1.056989e-08, 1.951538e-06, 1.333525e-07, 3.144691e-07, 2.753812e-11, 1.640715e-13, 8.321107e-10, 2.566248e-13, 8.886383e-12, 1.128888e-09, 7.364095e-11, 3.933511e-12, 2.397224e-09, 4.283421e-13, 4.172950e-15, 1.292165e-14, 4.972598e-15, 6.353979e-16, 2.692887e-18, 1.161172e-18, 1.865899e-02, 6.234842e+00, 3.560796e+01, 3.802526e+01
1.323000e+00, 4.177782e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.782748e-01, 1.766799e-01, 6.148124e+04, 1.690962e+03, 2.501106e+04, 1.690962e+03, 4.700009e+06, 2.968654e-03, 3.025318e-01, 1.092542e-05, 6.701092e-12, 2.918346e-01, 6.150715e-07, 3.976865e-14, 3.132174e-01, 8.939772e-02, 3.583259e-05, 2.657271e-08, 1.060531e-08, 1.951845e-06, 1.327079e-07, 3.146776e-07, 2.786954e-11, 1.649522e-13, 8.382164e-10, 2.565000e-13, 9.973763e-12, 1.130380e-09, 7.410560e-11, 3.951932e-12, 2.402472e-09, 4.272759e-13, 4.225855e-15, 1.301297e-14, 5.006676e-15, 6.364107e-16, 2.715777e-18, 1.176021e-18, 1.865900e-02, 6.237615e+00, 3.586316e+01, 3.828037e+01
1.335000e+00, 4.220914e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.781517e-01, 1.766799e-01, 1.216850e+04, 1.690215e+03, 2.501106e+04, 1.690215e+03, 4.700009e+06, 2.968655e-03, 3.025742e-01, 1.084901e-05, 6.592915e-12, 2.917920e-01, 6.094308e-07, 3.911796e-14, 3.131743e-01, 8.944075e-02, 3.608904e-05, 2.657294e-08, 1.064067e-08, 1.952149e-06, 1.320684e-07, 3.148862e-07, 2.820324e-11, 1.658325e-13, 8.443517e-10, 2.563695e-13, 9.800888e-12, 1.131864e-09, 7.457157e-11, 3.970388e-12, 2.407753e-09, 4.262091e-13, 4.279063e-15, 1.310515e-14, 5.041102e-15, 6.374290e-16, 2.739788e-18, 1.185619e-18, 1.865901e-02, 6.240375e+00, 3.611963e+01, 3.853674e+01
