Distance_PFRC7_(m), Plug_flow_residence_time_PFRC7_(sec), Internal_surface_area_per_unit_distance_PFRC7_(m), Cross-section_area_PFRC7_(m2), External_surface_area_per_unit_distance_PFRC7_(m), Velocity_PFRC7_(m/sec), Exit_mass_flow_rate_PFRC7_(kg/sec), Volumetric_heat_production_rate_PFRC7_(J/m3-sec), Surface_temperature_PFRC7_(K), Temperature_PFRC7_(K), Pressure_PFRC7_(Pa), Mass_fraction_H2_PFRC7_(), Mass_fraction_H_PFRC7_(), Mass_fraction_OH_PFRC7_(), Mass_fraction_H2O_PFRC7_(), Mass_fraction_CH3_PFRC7_(), Mass_fraction_CH4_PFRC7_(), Mass_fraction_CO_PFRC7_(), Mass_fraction_CO2_PFRC7_(), Mass_fraction_HCO_PFRC7_(), Mass_fraction_CH2O_PFRC7_(), Mass_fraction_CH3OH_PFRC7_(), Mass_fraction_C2H2_PFRC7_(), Mass_fraction_C2H3_PFRC7_(), Mass_fraction_C2H4_PFRC7_(), Mass_fraction_C2H5_PFRC7_(), Mass_fraction_C2H6_PFRC7_(), Mass_fraction_CH2CO_PFRC7_(), Mass_fraction_HCCOH_PFRC7_(), Mass_fraction_N2_PFRC7_(), Mass_fraction_CH3CHO_PFRC7_(), Molecular_weight_PFRC7_(kg/mole), Mass_density_PFRC7_(kg/m3), Unburned_hydrocarbons_PFRC7_(ppm), Volatile_organic_compounds_PFRC7_(ppm)
8.600000e-03, 4.406545e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.950543e-01, 8.578851e-01, -1.504877e+06, 1.639772e+03, 1.639772e+03, 4.700000e+06, 2.962506e-02, 3.345076e-07, 2.682554e-07, 2.868009e-01, 5.424668e-06, 1.262645e-02, 4.333440e-01, 2.328435e-01, 1.292625e-07, 3.011490e-06, 5.385254e-07, 1.347843e-04, 1.844324e-08, 1.511301e-04, 2.979814e-08, 6.997659e-06, 1.791552e-06, 3.802300e-08, 4.455469e-03, 2.935138e-08, 1.910788e-02, 6.587069e+00, 1.545815e+04, 1.546216e+04
8.700000e-03, 4.457813e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.950519e-01, 8.578851e-01, -1.502480e+06, 1.639719e+03, 1.639719e+03, 4.700000e+06, 2.962803e-02, 3.343492e-07, 2.680540e-07, 2.867929e-01, 5.418150e-06, 1.261851e-02, 4.333619e-01, 2.328394e-01, 1.292270e-07, 3.011319e-06, 5.378967e-07, 1.344525e-04, 1.839577e-08, 1.508369e-04, 2.973707e-08, 6.986984e-06, 1.789454e-06, 3.791442e-08, 4.455469e-03, 2.932878e-08, 1.910750e-02, 6.587150e+00, 1.544748e+04, 1.545149e+04
8.800000e-03, 4.509082e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.950495e-01, 8.578851e-01, -1.500046e+06, 1.639666e+03, 1.639666e+03, 4.700000e+06, 2.963099e-02, 3.341910e-07, 2.678532e-07, 2.867848e-01, 5.411650e-06, 1.261059e-02, 4.333797e-01, 2.328352e-01, 1.291916e-07, 3.011149e-06, 5.372697e-07, 1.341219e-04, 1.834849e-08, 1.505447e-04, 2.967621e-08, 6.976338e-06, 1.787362e-06, 3.780632e-08, 4.455469e-03, 2.930624e-08, 1.910712e-02, 6.587231e+00, 1.543684e+04, 1.544084e+04
8.900000e-03, 4.560351e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.950471e-01, 8.578851e-01, -1.497563e+06, 1.639613e+03, 1.639613e+03, 4.700000e+06, 2.963394e-02, 3.340332e-07, 2.676528e-07, 2.867768e-01, 5.405166e-06, 1.260269e-02, 4.333975e-01, 2.328310e-01, 1.291562e-07, 3.010980e-06, 5.366445e-07, 1.337926e-04, 1.830141e-08, 1.502534e-04, 2.961555e-08, 6.965721e-06, 1.785276e-06, 3.769869e-08, 4.455469e-03, 2.928375e-08, 1.910674e-02, 6.587312e+00, 1.542621e+04, 1.543022e+04
9.000000e-03, 4.611621e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.950447e-01, 8.578851e-01, -1.495023e+06, 1.639560e+03, 1.639560e+03, 4.700000e+06, 2.963689e-02, 3.338758e-07, 2.674529e-07, 2.867688e-01, 5.398701e-06, 1.259480e-02, 4.334152e-01, 2.328269e-01, 1.291209e-07, 3.010811e-06, 5.360209e-07, 1.334646e-04, 1.825451e-08, 1.499630e-04, 2.955511e-08, 6.955134e-06, 1.783196e-06, 3.759154e-08, 4.455469e-03, 2.926131e-08, 1.910635e-02, 6.587393e+00, 1.541561e+04, 1.541961e+04
9.100000e-03, 4.662891e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.950423e-01, 8.578851e-01, -1.492413e+06, 1.639508e+03, 1.639508e+03, 4.700000e+06, 2.963984e-02, 3.337187e-07, 2.672536e-07, 2.867608e-01, 5.392252e-06, 1.258692e-02, 4.334329e-01, 2.328227e-01, 1.290857e-07, 3.010644e-06, 5.353991e-07, 1.331379e-04, 1.820781e-08, 1.496736e-04, 2.949487e-08, 6.944576e-06, 1.781122e-06, 3.748486e-08, 4.455469e-03, 2.923892e-08, 1.910598e-02, 6.587474e+00, 1.540502e+04, 1.540902e+04
9.200000e-03, 4.714162e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.950399e-01, 8.578851e-01, -1.489724e+06, 1.639455e+03, 1.639455e+03, 4.700000e+06, 2.964278e-02, 3.335619e-07, 2.670547e-07, 2.867528e-01, 5.385821e-06, 1.257905e-02, 4.334506e-01, 2.328186e-01, 1.290506e-07, 3.010477e-06, 5.347790e-07, 1.328124e-04, 1.816130e-08, 1.493852e-04, 2.943484e-08, 6.934047e-06, 1.779053e-06, 3.737866e-08, 4.455469e-03, 2.921658e-08, 1.910560e-02, 6.587555e+00, 1.539446e+04, 1.539846e+04
9.300000e-03, 4.765434e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.950375e-01, 8.578851e-01, -1.486945e+06, 1.639403e+03, 1.639403e+03, 4.700000e+06, 2.964571e-02, 3.334055e-07, 2.668564e-07, 2.867449e-01, 5.379407e-06, 1.257121e-02, 4.334682e-01, 2.328144e-01, 1.290155e-07, 3.010311e-06, 5.341606e-07, 1.324883e-04, 1.811498e-08, 1.490977e-04, 2.937501e-08, 6.923547e-06, 1.776990e-06, 3.727293e-08, 4.455469e-03, 2.919430e-08, 1.910522e-02, 6.587635e+00, 1.538392e+04, 1.538791e+04
9.400000e-03, 4.816707e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.950352e-01, 8.578851e-01, -1.484065e+06, 1.639350e+03, 1.639350e+03, 4.700000e+06, 2.964864e-02, 3.332495e-07, 2.666586e-07, 2.867369e-01, 5.373011e-06, 1.256337e-02, 4.334858e-01, 2.328103e-01, 1.289805e-07, 3.010145e-06, 5.335439e-07, 1.321655e-04, 1.806885e-08, 1.488111e-04, 2.931540e-08, 6.913077e-06, 1.774933e-06, 3.716767e-08, 4.455469e-03, 2.917206e-08, 1.910484e-02, 6.587716e+00, 1.537340e+04, 1.537739e+04
9.500000e-03, 4.867980e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.950328e-01, 8.578851e-01, -1.481075e+06, 1.639298e+03, 1.639298e+03, 4.700000e+06, 2.965156e-02, 3.330938e-07, 2.664613e-07, 2.867290e-01, 5.366632e-06, 1.255555e-02, 4.335034e-01, 2.328062e-01, 1.289455e-07, 3.009981e-06, 5.329289e-07, 1.318440e-04, 1.802291e-08, 1.485255e-04, 2.925599e-08, 6.902635e-06, 1.772882e-06, 3.706289e-08, 4.455469e-03, 2.914987e-08, 1.910446e-02, 6.587796e+00, 1.536290e+04, 1.536689e+04
9.600000e-03, 4.919253e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.950304e-01, 8.578851e-01, -1.477963e+06, 1.639246e+03, 1.639246e+03, 4.700000e+06, 2.965448e-02, 3.329385e-07, 2.662645e-07, 2.867211e-01, 5.360271e-06, 1.254774e-02, 4.335210e-01, 2.328021e-01, 1.289106e-07, 3.009817e-06, 5.323156e-07, 1.315237e-04, 1.797717e-08, 1.482409e-04, 2.919679e-08, 6.892223e-06, 1.770836e-06, 3.695859e-08, 4.455469e-03, 2.912773e-08, 1.910409e-02, 6.587876e+00, 1.535242e+04, 1.535641e+04
9.700000e-03, 4.970528e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.950280e-01, 8.578851e-01, -1.474719e+06, 1.639194e+03, 1.639194e+03, 4.700000e+06, 2.965739e-02, 3.327835e-07, 2.660682e-07, 2.867132e-01, 5.353927e-06, 1.253995e-02, 4.335385e-01, 2.327980e-01, 1.288758e-07, 3.009654e-06, 5.317041e-07, 1.312048e-04, 1.793161e-08, 1.479572e-04, 2.913780e-08, 6.881841e-06, 1.768797e-06, 3.685476e-08, 4.455469e-03, 2.910564e-08, 1.910371e-02, 6.587956e+00, 1.534197e+04, 1.534595e+04
9.800000e-03, 5.021802e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.950257e-01, 8.578851e-01, -1.471334e+06, 1.639142e+03, 1.639142e+03, 4.700000e+06, 2.966030e-02, 3.326288e-07, 2.658724e-07, 2.867053e-01, 5.347600e-06, 1.253217e-02, 4.335559e-01, 2.327939e-01, 1.288411e-07, 3.009492e-06, 5.310942e-07, 1.308871e-04, 1.788625e-08, 1.476745e-04, 2.907901e-08, 6.871487e-06, 1.766763e-06, 3.675140e-08, 4.455469e-03, 2.908360e-08, 1.910334e-02, 6.588036e+00, 1.533153e+04, 1.533551e+04
9.900000e-03, 5.073078e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.950233e-01, 8.578851e-01, -1.467795e+06, 1.639090e+03, 1.639090e+03, 4.700000e+06, 2.966320e-02, 3.324745e-07, 2.656771e-07, 2.866974e-01, 5.341291e-06, 1.252441e-02, 4.335733e-01, 2.327899e-01, 1.288064e-07, 3.009331e-06, 5.304861e-07, 1.305707e-04, 1.784108e-08, 1.473927e-04, 2.902043e-08, 6.861163e-06, 1.764735e-06, 3.664852e-08, 4.455469e-03, 2.906162e-08, 1.910296e-02, 6.588116e+00, 1.532111e+04, 1.532509e+04
1.000000e-02, 5.124354e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.950209e-01, 8.578851e-01, -1.464094e+06, 1.639038e+03, 1.639038e+03, 4.700000e+06, 2.966610e-02, 3.323206e-07, 2.654824e-07, 2.866896e-01, 5.334999e-06, 1.251666e-02, 4.335907e-01, 2.327858e-01, 1.287718e-07, 3.009171e-06, 5.298796e-07, 1.302557e-04, 1.779610e-08, 1.471119e-04, 2.896206e-08, 6.850868e-06, 1.762713e-06, 3.654611e-08, 4.455469e-03, 2.903968e-08, 1.910259e-02, 6.588196e+00, 1.531072e+04, 1.531470e+04
