     Time [s]       ,                Y_H2,               Y_H2O,               Y_CH4,                Y_CO,               Y_CO2,  Temperature [K] 
 0.000000000000E+000, 0.000000000000E+000, 0.000000000000E+000, 0.000000000000E+000, 0.000000000000E+000, 0.000000000000E+000, 1.500000000000E+003
 0.000000000000E+000, 2.583311588672E-003, 3.269781235719E-001, 2.632421801625E-002, 7.016584779990E-002, 5.508976765229E-001, 1.500000000000E+003
 0.000000000000E+000, 2.583311588672E-003, 3.269781235719E-001, 2.632421801625E-002, 7.016584779990E-002, 5.508976765229E-001, 1.500000000000E+003
 0.000000000000E+000, 2.948995066980E-003, 3.353206816170E-001, 2.101667517731E-002, 8.438381311002E-002, 5.335413159655E-001, 1.620698046832E+003
