Solution_No_PSRC1_(), Volume_PSRC1_(m3), Exit_mass_flow_rate_PSRC1_(kg/sec), Volumetric_heat_production_rate_PSRC1_(J/m3-sec), Surface_temperature_PSRC1_(K), Heat_loss_rate_PSRC1_(J/sec), Temperature_PSRC1_(K), Mass_PSRC1_(kg), Pressure_PSRC1_(Pa), Mass_fraction_H2_PSRC1_(), Mass_fraction_H_PSRC1_(), Mass_fraction_O_PSRC1_(), Mass_fraction_O2_PSRC1_(), Mass_fraction_OH_PSRC1_(), Mass_fraction_H2O_PSRC1_(), Mass_fraction_HO2_PSRC1_(), Mass_fraction_H2O2_PSRC1_(), Mass_fraction_CH2_PSRC1_(), Mass_fraction_CH3_PSRC1_(), Mass_fraction_CH4_PSRC1_(), Mass_fraction_CO_PSRC1_(), Mass_fraction_CO2_PSRC1_(), Mass_fraction_HCO_PSRC1_(), Mass_fraction_CH2O_PSRC1_(), Mass_fraction_CH2OH_PSRC1_(), Mass_fraction_CH3O_PSRC1_(), Mass_fraction_CH3OH_PSRC1_(), Mass_fraction_C2H2_PSRC1_(), Mass_fraction_C2H3_PSRC1_(), Mass_fraction_C2H4_PSRC1_(), Mass_fraction_C2H5_PSRC1_(), Mass_fraction_C2H6_PSRC1_(), Mass_fraction_HCCO_PSRC1_(), Mass_fraction_CH2CO_PSRC1_(), Mass_fraction_HCCOH_PSRC1_(), Mass_fraction_N2_PSRC1_(), Mass_fraction_C3H7_PSRC1_(), Mass_fraction_C3H8_PSRC1_(), Mass_fraction_CH2CHO_PSRC1_(), Mass_fraction_CH3CHO_PSRC1_(), Molecular_weight_PSRC1_(kg/mole), Mass_density_PSRC1_(kg/m3), Unburned_hydrocarbons_PSRC1_(ppm), Volatile_organic_compounds_PSRC1_(ppm), Residence_time_PSRC1_(sec), Inlet_flow_rate_of_C1_Inlet1_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet1_PSRC1_(K), Inlet_mass_fraction_CH4_of_C1_Inlet1_PSRC1_(), Inlet_mass_fraction_CO2_of_C1_Inlet1_PSRC1_(), Inlet_mass_fraction_C2H6_of_C1_Inlet1_PSRC1_(), Inlet_mass_fraction_N2_of_C1_Inlet1_PSRC1_(), Inlet_mass_fraction_C3H8_of_C1_Inlet1_PSRC1_(), Inlet_flow_rate_of_CO2_PSRC1_(kg/sec), Inlet_temperature_of_CO2_PSRC1_(K), Inlet_mass_fraction_CO2_of_CO2_PSRC1_(), Inlet_flow_rate_of_o2+steam_PSRC1_(kg/sec), Inlet_temperature_of_o2+steam_PSRC1_(K), Inlet_mass_fraction_O2_of_o2+steam_PSRC1_(), Inlet_mass_fraction_H2O_of_o2+steam_PSRC1_(), Inlet_flow_rate_of_steam_PSRC1_(kg/sec), Inlet_temperature_of_steam_PSRC1_(K), Inlet_mass_fraction_H2O_of_steam_PSRC1_(), Ambient_temperature_PSRC1_(K), Surface_material_area_fraction_PSRC1_()
1.000000e+00, 6.277778e-05, 1.598100e-01, 1.204782e+10, 1.620698e+03, 4.235994e+05, 1.620698e+03, 5.866426e-04, 4.700000e+06, 2.948995e-03, 2.516853e-07, 4.724269e-08, 5.349206e-03, 2.664083e-06, 3.353207e-01, 1.044112e-05, 2.093465e-06, 3.862617e-08, 6.373162e-05, 2.101668e-02, 8.438381e-02, 5.335413e-01, 6.002864e-08, 2.195067e-04, 8.055960e-08, 1.811348e-08, 9.689324e-05, 8.916395e-03, 2.143304e-06, 3.718145e-03, 2.157360e-06, 5.119363e-04, 1.273220e-06, 8.691925e-04, 3.172767e-05, 2.979590e-03, 1.871183e-08, 7.593521e-06, 1.613579e-07, 3.144844e-06, 2.679209e-02, 9.344749e+00, 6.159699e+04, 6.302807e+04, 3.670875e-03, 2.576000e-02, 3.407000e+02, 8.505112e-01, 3.104912e-02, 9.417102e-02, 1.848480e-02, 5.783887e-03, 5.455000e-02, 3.406500e+02, 1.000000e+00, 6.860000e-02, 5.043500e+02, 9.613323e-01, 3.866770e-02, 1.090000e-02, 6.266000e+02, 1.000000e+00, 2.981500e+02, 1.000000e+00
