Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_AC5H10_PFRC2_(), Mole_fraction_B13DE2M_PFRC2_(), Mole_fraction_BC5H10_PFRC2_(), Mole_fraction_BUTA123TRIENE_PFRC2_(), Mole_fraction_C14H10_PFRC2_(), Mole_fraction_C16H10_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_C2H3CHO_PFRC2_(), Mole_fraction_C2H3COCH3_PFRC2_(), Mole_fraction_C2H3OH_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H4O1-2_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H5CHO_PFRC2_(), Mole_fraction_C2H5OH_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_C2HCHO_PFRC2_(), Mole_fraction_C3H3_PFRC2_(), Mole_fraction_C3H4-A_PFRC2_(), Mole_fraction_C3H4-P_PFRC2_(), Mole_fraction_C3H5-A_PFRC2_(), Mole_fraction_C3H5OH_PFRC2_(), Mole_fraction_C3H6_PFRC2_(), Mole_fraction_C3H8_PFRC2_(), Mole_fraction_C4H10_PFRC2_(), Mole_fraction_C4H2_PFRC2_(), Mole_fraction_C4H4_PFRC2_(), Mole_fraction_C4H5-2_PFRC2_(), Mole_fraction_C4H5-2C2H_PFRC2_(), Mole_fraction_C4H6_PFRC2_(), Mole_fraction_C4H6-1_PFRC2_(), Mole_fraction_C4H612_PFRC2_(), Mole_fraction_C4H6-2_PFRC2_(), Mole_fraction_C4H71-3_PFRC2_(), Mole_fraction_C4H8-1_PFRC2_(), Mole_fraction_C4H8-2_PFRC2_(), Mole_fraction_C5H10-1_PFRC2_(), Mole_fraction_C5H10-2_PFRC2_(), Mole_fraction_C5H4CH3_PFRC2_(), Mole_fraction_C5H4O_PFRC2_(), Mole_fraction_C5H5_PFRC2_(), Mole_fraction_C5H5CH3_PFRC2_(), Mole_fraction_C5H5CH3-1_PFRC2_(), Mole_fraction_C5H5CH3-2_PFRC2_(), Mole_fraction_C5H5OH_PFRC2_(), Mole_fraction_C5H6_PFRC2_(), Mole_fraction_C5H6-L_PFRC2_(), Mole_fraction_C5H81-3_PFRC2_(), Mole_fraction_C5H8-2_PFRC2_(), Mole_fraction_C5H82-3_PFRC2_(), Mole_fraction_C5H8D14_PFRC2_(), Mole_fraction_C6H2_PFRC2_(), Mole_fraction_C6H5C2H_PFRC2_(), Mole_fraction_C6H5C2H3_PFRC2_(), Mole_fraction_C6H5C2H5_PFRC2_(), Mole_fraction_C6H5CCH2_PFRC2_(), Mole_fraction_C6H5CH2_PFRC2_(), Mole_fraction_C6H5CH2OH_PFRC2_(), Mole_fraction_C6H5CH3_PFRC2_(), Mole_fraction_C6H5CHO_PFRC2_(), Mole_fraction_C6H5O_PFRC2_(), Mole_fraction_C6H5OH_PFRC2_(), Mole_fraction_C6H6_PFRC2_(), Mole_fraction_C6H8_PFRC2_(), Mole_fraction_C7H6_PFRC2_(), Mole_fraction_C9H6O_PFRC2_(), Mole_fraction_C9H7_PFRC2_(), Mole_fraction_CC3H4_PFRC2_(), Mole_fraction_CC3H6_PFRC2_(), Mole_fraction_CC5H10_PFRC2_(), Mole_fraction_C-C6H4_PFRC2_(), Mole_fraction_CH2CHCHCHCCH_PFRC2_(), Mole_fraction_CH2CHOCHO_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH3CHCO_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Mole_fraction_CH3COCH3_PFRC2_(), Mole_fraction_CH3COCHO_PFRC2_(), Mole_fraction_CH3COOH_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CHOCHO_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_CVCCVCCVO_PFRC2_(), Mole_fraction_CYPENTN-4MTHNE_PFRC2_(), Mole_fraction_FLUORENE_PFRC2_(), Mole_fraction_FULVENE_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_H2_PFRC2_(), Mole_fraction_H2C4O_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_H2O2_PFRC2_(), Mole_fraction_HCCOH_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_HO2_PFRC2_(), Mole_fraction_HOC6H4CH3_PFRC2_(), Mole_fraction_HOCHO_PFRC2_(), Mole_fraction_I3C6D13_PFRC2_(), Mole_fraction_IC3H5OH_PFRC2_(), Mole_fraction_IC3H6CO_PFRC2_(), Mole_fraction_IC4H10_PFRC2_(), Mole_fraction_IC4H8_PFRC2_(), Mole_fraction_IC5D1T3_PFRC2_(), Mole_fraction_IND_PFRC2_(), Mole_fraction_L-C6H4_PFRC2_(), Mole_fraction_N2_PFRC2_(), Mole_fraction_NAPH_PFRC2_(), Mole_fraction_NC5D124_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_OC5H7O_PFRC2_(), Mole_fraction_OC6H4CH3_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_SC3H5CHO_PFRC2_(), Mole_fraction_SC3H5OH_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
1.350000e-01, 0.000000e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.699120e-01, 1.766800e-01, 5.389053e+07, 1.361634e+03, 0.000000e+00, 1.361634e+03, 4.700000e+06, 2.732845e-08, 5.686417e-07, 1.595767e-08, 2.292788e-07, 2.454998e-08, 3.822159e-08, 9.112975e-04, 6.994938e-08, 4.709332e-07, 6.995378e-08, 4.695225e-06, 5.030694e-03, 1.675211e-07, 3.116960e-07, 1.641742e-07, 5.119522e-07, 6.676745e-04, 1.341153e-07, 3.255432e-07, 2.211856e-05, 6.368601e-05, 1.075064e-06, 5.076444e-08, 2.377264e-04, 1.052455e-05, 1.231967e-07, 7.616044e-07, 1.016715e-05, 2.057498e-08, 3.775703e-08, 2.129399e-05, 7.592907e-07, 1.308162e-06, 1.081800e-06, 4.263050e-08, 3.484061e-06, 1.274484e-06, 3.750926e-08, 4.290439e-08, 7.438754e-08, 1.192871e-07, 3.223659e-07, 1.840036e-07, 9.141041e-07, 9.935864e-07, 3.480072e-08, 1.317798e-05, 4.399895e-03, 4.652197e-07, 7.691330e-08, 1.520996e-08, 1.348326e-07, 4.589316e-08, 2.222273e-05, 2.749974e-05, 2.511811e-06, 5.035276e-08, 2.728721e-07, 8.707714e-09, 3.804271e-05, 2.393724e-07, 1.511506e-07, 2.868099e-05, 1.131172e-03, 9.089322e-08, 8.792299e-09, 6.875850e-05, 2.068553e-06, 8.962234e-09, 3.142332e-07, 2.753398e-08, 1.031392e-05, 2.955087e-08, 1.300915e-07, 1.377298e-05, 2.319926e-05, 7.146610e-06, 1.878712e-07, 1.451910e-05, 6.444636e-08, 9.219954e-05, 5.013105e-07, 3.066540e-06, 1.273170e-01, 4.343627e-08, 1.034170e-01, 2.543519e-01, 4.315218e-07, 8.387307e-08, 2.479198e-08, 4.049085e-07, 2.156450e-07, 7.739869e-02, 1.374567e-08, 4.199718e-01, 1.055229e-07, 6.536119e-08, 3.358110e-09, 6.480107e-07, 1.343032e-06, 4.177088e-07, 1.584864e-08, 1.039098e-06, 1.957516e-08, 5.098197e-08, 1.672097e-06, 3.147702e-07, 7.548020e-05, 6.386262e-07, 3.915046e-03, 3.794113e-07, 1.426985e-07, 6.467759e-04, 1.069305e-06, 5.710182e-08, 2.533541e-08, 1.522924e-08, 2.158297e-08, 2.460740e-02, 1.021571e+01, 1.720573e+05, 1.732484e+05
1.351036e-01, 6.094824e-04, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.700846e-01, 1.766800e-01, 3.315810e+07, 1.362904e+03, -3.279871e+05, 1.362904e+03, 4.700012e+06, 2.436328e-08, 5.513930e-07, 1.552678e-08, 2.293847e-07, 2.456658e-08, 3.824649e-08, 9.159031e-04, 6.470559e-08, 3.983231e-07, 6.675194e-08, 4.383555e-06, 5.034336e-03, 1.111369e-07, 2.813299e-07, 1.487197e-07, 5.073536e-07, 6.483441e-04, 1.045867e-07, 3.069859e-07, 2.235430e-05, 6.413659e-05, 1.006448e-06, 5.042348e-08, 2.382084e-04, 9.520348e-06, 1.089291e-07, 7.642157e-07, 1.022853e-05, 1.849539e-08, 3.495978e-08, 2.120908e-05, 6.440724e-07, 1.177336e-06, 1.038734e-06, 3.820950e-08, 3.103187e-06, 1.256977e-06, 3.181285e-08, 3.720919e-08, 6.579840e-08, 1.107697e-07, 3.129427e-07, 1.644158e-07, 8.157715e-07, 8.866435e-07, 3.192821e-08, 1.357635e-05, 4.402760e-03, 4.641435e-07, 7.656749e-08, 1.512801e-08, 1.314300e-07, 4.604366e-08, 2.223722e-05, 2.749709e-05, 2.209993e-06, 5.863384e-08, 2.610625e-07, 8.608053e-09, 3.848244e-05, 2.102760e-07, 1.240428e-07, 2.838646e-05, 1.131692e-03, 9.103261e-08, 9.000236e-09, 6.793454e-05, 2.029076e-06, 9.096307e-09, 3.152676e-07, 2.239315e-08, 1.053065e-05, 2.957117e-08, 1.254528e-07, 1.247691e-05, 1.973534e-05, 6.530297e-06, 1.865067e-07, 1.398564e-05, 6.058012e-08, 9.224946e-05, 4.997987e-07, 3.020169e-06, 1.271912e-01, 2.914095e-08, 1.034823e-01, 2.543804e-01, 4.316727e-07, 8.395155e-08, 2.480847e-08, 3.985342e-07, 1.974339e-07, 7.746602e-02, 1.359849e-08, 4.201351e-01, 6.927687e-08, 6.689487e-08, 3.019198e-09, 4.285783e-07, 1.336778e-06, 4.160572e-07, 1.585883e-08, 1.038256e-06, 1.946001e-08, 4.412636e-08, 1.667537e-06, 3.155576e-07, 7.663169e-05, 6.420931e-07, 3.914709e-03, 3.804262e-07, 1.429132e-07, 4.632507e-04, 1.069887e-06, 5.277335e-08, 2.282900e-08, 1.354191e-08, 1.970336e-08, 2.460528e-02, 1.020534e+01, 1.719357e+05, 1.731089e+05
1.357346e-01, 4.314179e-03, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.704720e-01, 1.766800e-01, 2.531584e+06, 1.365402e+03, -3.279871e+05, 1.365402e+03, 4.700012e+06, 1.652210e-08, 4.563034e-07, 1.290856e-08, 2.304580e-07, 2.467024e-08, 3.837257e-08, 9.728188e-04, 5.070996e-08, 8.600998e-08, 2.968645e-08, 3.228796e-06, 4.974627e-03, 1.461517e-08, 2.011623e-07, 7.147192e-08, 4.836572e-07, 5.312502e-04, 1.766067e-08, 2.757471e-07, 2.438974e-05, 6.980308e-05, 7.977961e-07, 4.861183e-08, 2.369529e-04, 5.893252e-06, 6.273482e-08, 8.169928e-07, 1.100657e-05, 1.244817e-08, 2.563781e-08, 1.982238e-05, 4.075259e-07, 8.590291e-07, 8.653032e-07, 2.609870e-08, 1.966181e-06, 1.150893e-06, 1.826567e-08, 2.132877e-08, 4.704150e-08, 4.169090e-08, 3.089902e-07, 1.209152e-07, 5.984049e-07, 6.503037e-07, 1.703653e-08, 1.692281e-05, 4.417318e-03, 4.402144e-07, 6.969941e-08, 1.354115e-08, 1.141964e-07, 5.118849e-08, 2.232589e-05, 2.749036e-05, 1.331773e-06, 1.077750e-07, 2.171072e-07, 6.928490e-09, 4.165752e-05, 4.810842e-08, 5.513461e-08, 2.236216e-05, 1.136304e-03, 9.114311e-08, 1.033647e-08, 5.076805e-05, 2.119104e-06, 1.004743e-08, 3.143867e-07, 1.120922e-08, 1.225216e-05, 2.967183e-08, 6.245743e-08, 4.999214e-06, 4.892273e-06, 4.901512e-06, 1.442251e-07, 1.016923e-05, 3.501792e-08, 9.232654e-05, 4.031607e-07, 2.260290e-06, 1.269331e-01, 4.209703e-09, 1.036734e-01, 2.544014e-01, 4.304581e-07, 8.366536e-08, 2.490322e-08, 3.845065e-07, 1.492148e-07, 7.790238e-02, 1.378144e-08, 4.202599e-01, 9.341185e-09, 7.799310e-08, 2.149538e-09, 5.881964e-08, 1.259404e-06, 4.058174e-07, 1.567503e-08, 1.017672e-06, 1.568828e-08, 2.466394e-08, 1.639913e-06, 3.363369e-07, 9.329848e-05, 7.433249e-07, 3.912972e-03, 4.062135e-07, 1.465779e-07, 8.169761e-05, 1.070877e-06, 4.265727e-08, 1.662529e-08, 7.771271e-09, 1.327589e-08, 2.459436e-02, 1.018215e+01, 1.717242e+05, 1.726612e+05
1.366093e-01, 9.442319e-03, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.706319e-01, 1.766800e-01, -6.825624e+05, 1.366213e+03, -3.279871e+05, 1.366213e+03, 4.700012e+06, 1.473851e-08, 4.287748e-07, 1.220752e-08, 2.358054e-07, 2.484150e-08, 3.854727e-08, 1.001661e-03, 4.653647e-08, 2.715150e-08, 1.086116e-08, 2.859833e-06, 4.823555e-03, 6.131908e-10, 1.765521e-07, 5.547052e-08, 4.661866e-07, 4.764446e-04, 7.418425e-09, 2.864225e-07, 2.582786e-05, 7.404705e-05, 7.307131e-07, 4.721728e-08, 2.317309e-04, 4.922475e-06, 5.079791e-08, 8.665652e-07, 1.144631e-05, 1.110974e-08, 2.688418e-08, 1.900841e-05, 3.797195e-07, 8.171437e-07, 8.437082e-07, 2.274165e-08, 1.669127e-06, 1.099833e-06, 1.474208e-08, 1.751055e-08, 4.276163e-08, 2.370167e-08, 3.105814e-07, 1.106962e-07, 5.474270e-07, 5.948813e-07, 1.412132e-08, 1.840102e-05, 4.436380e-03, 4.253417e-07, 6.458174e-08, 1.264351e-08, 1.072924e-07, 5.413187e-08, 2.247125e-05, 2.901827e-05, 1.186917e-06, 1.480343e-07, 2.141998e-07, 6.330672e-09, 4.483397e-05, 1.504094e-08, 2.987423e-08, 1.572943e-05, 1.149608e-03, 9.008924e-08, 1.240233e-08, 2.940915e-05, 2.382266e-06, 1.070654e-08, 3.078142e-07, 8.856709e-09, 9.553093e-06, 2.982342e-08, 1.764387e-08, 2.941348e-06, 1.709655e-06, 4.481810e-06, 9.487693e-08, 8.968335e-06, 2.864277e-08, 9.231470e-05, 2.608722e-07, 1.732929e-06, 1.268885e-01, 1.705485e-10, 1.037930e-01, 2.543874e-01, 4.278576e-07, 8.211997e-08, 2.505650e-08, 3.876607e-07, 1.371492e-07, 7.833598e-02, 1.447623e-08, 4.200059e-01, 3.913897e-10, 8.307724e-08, 1.947922e-09, 2.475232e-09, 1.165941e-06, 4.049447e-07, 1.531045e-08, 9.932806e-07, 1.044739e-08, 2.022310e-08, 1.627556e-06, 3.659872e-07, 1.109317e-04, 6.957175e-07, 3.911628e-03, 4.628001e-07, 1.564797e-07, 3.702918e-06, 1.070785e-06, 3.578016e-08, 1.511875e-08, 6.538933e-09, 1.153617e-08, 2.458592e-02, 1.017261e+01, 1.716818e+05, 1.723734e+05
1.374936e-01, 1.462331e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.707411e-01, 1.766800e-01, -7.117950e+05, 1.366778e+03, -3.279871e+05, 1.366778e+03, 4.700012e+06, 1.409955e-08, 4.105140e-07, 1.179213e-08, 2.397249e-07, 2.503741e-08, 3.874581e-08, 9.943719e-04, 4.475608e-08, 1.830492e-08, 6.455490e-09, 2.718344e-06, 4.685348e-03, 1.099523e-11, 1.674253e-07, 5.069820e-08, 4.514567e-07, 4.555473e-04, 6.666940e-09, 2.943785e-07, 2.613354e-05, 7.489534e-05, 7.025209e-07, 4.601046e-08, 2.258538e-04, 4.592109e-06, 4.648516e-08, 8.563631e-07, 1.117331e-05, 1.062375e-08, 2.799742e-08, 1.822907e-05, 3.776660e-07, 8.086485e-07, 8.343807e-07, 2.127197e-08, 1.563459e-06, 1.059454e-06, 1.336677e-08, 1.606762e-08, 3.980651e-08, 2.056403e-09, 2.968419e-07, 1.028823e-07, 5.084961e-07, 5.525590e-07, 4.235695e-08, 1.793813e-05, 4.455245e-03, 4.072931e-07, 6.223586e-08, 1.218052e-08, 1.018076e-07, 4.324918e-08, 2.261903e-05, 3.044284e-05, 1.419461e-06, 1.558989e-07, 2.686307e-07, 7.331393e-09, 5.791339e-05, 1.236804e-08, 2.201578e-08, 1.220746e-05, 1.155295e-03, 8.788671e-08, 1.351919e-08, 1.642114e-05, 2.518908e-06, 1.086532e-08, 3.003349e-07, 8.043774e-09, 5.935362e-06, 2.982165e-08, 4.201519e-09, 2.570612e-06, 1.370552e-06, 4.390439e-06, 6.821863e-08, 8.548609e-06, 2.688023e-08, 9.229405e-05, 1.830968e-07, 1.556714e-06, 1.269044e-01, 7.217667e-11, 1.038773e-01, 2.543838e-01, 4.251838e-07, 7.939617e-08, 2.524353e-08, 3.864170e-07, 1.348445e-07, 7.867680e-02, 1.429272e-08, 4.197216e-01, 6.151260e-14, 8.268678e-08, 1.909137e-09, 1.652163e-15, 2.708754e-07, 4.047330e-07, 1.489792e-08, 9.700329e-07, 6.832828e-09, 1.877450e-08, 1.600597e-06, 3.729755e-07, 1.190846e-04, 4.884470e-07, 3.910743e-03, 5.204428e-07, 1.671927e-07, -2.582870e-11, 1.070546e-06, 5.516558e-10, 1.482236e-08, 6.092409e-09, 1.089530e-08, 2.458035e-02, 1.016610e+01, 1.716284e+05, 1.721726e+05
1.398459e-01, 2.838888e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.710256e-01, 1.766800e-01, -7.662489e+05, 1.368361e+03, -3.279871e+05, 1.368361e+03, 4.700012e+06, 1.280233e-08, 3.625645e-07, 1.065366e-08, 2.301042e-07, 2.560597e-08, 3.938348e-08, 9.426729e-04, 4.195380e-08, 1.657178e-08, 4.768862e-09, 2.513234e-06, 4.379637e-03, 1.030280e-11, 1.551606e-07, 4.641584e-08, 4.188781e-07, 4.263165e-04, 6.327436e-09, 2.880822e-07, 2.509458e-05, 7.180126e-05, 6.527784e-07, 4.291746e-08, 2.105346e-04, 4.149352e-06, 4.040814e-08, 7.557719e-07, 9.851236e-06, 9.629766e-09, 2.602989e-08, 1.616874e-05, 3.564213e-07, 7.561516e-07, 7.772354e-07, 1.860128e-08, 1.403971e-06, 9.586483e-07, 1.120605e-08, 1.373044e-08, 3.404680e-08, 1.722058e-09, 2.586117e-07, 8.702640e-08, 4.294423e-07, 4.666158e-07, 4.065097e-08, 1.574576e-05, 4.501065e-03, 3.579862e-07, 5.684070e-08, 1.093344e-08, 8.875844e-08, 1.251773e-08, 2.293579e-05, 3.185632e-05, 1.782739e-06, 1.623280e-07, 3.535940e-07, 9.867548e-09, 7.720168e-05, 1.339080e-08, 1.786319e-08, 9.987732e-06, 1.175991e-03, 7.784104e-08, 1.268351e-08, 3.645867e-06, 2.507150e-06, 1.051467e-08, 2.809066e-07, 6.815039e-09, 1.373032e-06, 2.869407e-08, 1.024520e-10, 2.452759e-06, 1.298605e-06, 4.379849e-06, 4.837609e-08, 7.888169e-06, 2.457213e-08, 9.224722e-05, 1.279733e-07, 1.490999e-06, 1.269536e-01, 7.044395e-11, 1.040813e-01, 2.543772e-01, 4.181256e-07, 6.844547e-08, 2.585051e-08, 3.818607e-07, 1.357798e-07, 7.947686e-02, 1.251301e-08, 4.190232e-01, 8.801746e-14, 7.847036e-08, 1.910316e-09, 1.765726e-13, 2.131225e-07, 4.036515e-07, 1.356241e-08, 9.044680e-07, 2.599366e-09, 1.678619e-08, 1.494583e-06, 3.390577e-07, 1.191923e-04, 1.249326e-07, 3.908759e-03, 6.461641e-07, 1.829353e-07, 2.468602e-10, 1.070003e-06, 4.402464e-10, 1.485691e-08, 5.269525e-09, 9.930977e-09, 2.456788e-02, 1.014919e+01, 1.712933e+05, 1.717059e+05
1.470000e-01, 7.012100e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.718141e-01, 1.766800e-01, -1.213823e+06, 1.372577e+03, -3.279871e+05, 1.372577e+03, 4.700012e+06, 9.648861e-09, 2.605585e-07, 8.018213e-09, 1.690688e-07, 2.762664e-08, 4.211988e-08, 8.167437e-04, 3.587580e-08, 1.297137e-08, 3.445512e-09, 2.082171e-06, 3.709378e-03, 8.685076e-12, 1.299144e-07, 3.697981e-08, 3.479370e-07, 3.648831e-04, 5.496622e-09, 2.444226e-07, 2.140585e-05, 6.111385e-05, 5.377407e-07, 3.555488e-08, 1.748164e-04, 3.243582e-06, 2.883526e-08, 5.676077e-07, 7.309519e-06, 7.259039e-09, 1.748544e-08, 1.178619e-05, 2.763715e-07, 5.866793e-07, 6.070039e-07, 1.320915e-08, 1.063795e-06, 7.368751e-07, 7.187418e-09, 9.206695e-09, 2.769473e-08, 1.331344e-09, 2.204459e-07, 6.896838e-08, 3.388943e-07, 3.681482e-07, 3.248133e-08, 1.359709e-05, 4.607722e-03, 2.610537e-07, 4.112350e-08, 8.066128e-09, 6.369114e-08, 9.786846e-10, 2.331325e-05, 2.928895e-05, 1.813983e-06, 1.480826e-07, 3.953138e-07, 1.101707e-08, 8.742574e-05, 1.411563e-08, 1.780509e-08, 1.009469e-05, 1.238631e-03, 4.778798e-08, 8.743053e-09, 4.399079e-07, 2.131803e-06, 9.172804e-09, 2.353478e-07, 4.477332e-09, 1.393942e-07, 2.111562e-08, 1.115407e-11, 2.179203e-06, 1.159436e-06, 4.381534e-06, 3.894028e-08, 6.476848e-06, 1.933499e-08, 9.210681e-05, 1.108800e-07, 1.425225e-06, 1.268264e-01, 6.683950e-11, 1.047267e-01, 2.542005e-01, 3.966146e-07, 4.117936e-08, 2.812466e-08, 3.883462e-07, 1.398010e-07, 8.176520e-02, 9.148126e-09, 4.171664e-01, 5.872945e-14, 6.798657e-08, 1.936848e-09, 5.513006e-16, 2.339966e-07, 4.017926e-07, 9.235813e-09, 7.407114e-07, 8.860117e-10, 1.264580e-08, 1.216809e-06, 2.374152e-07, 1.023046e-04, 1.171573e-08, 3.902809e-03, 9.203036e-07, 1.566321e-07, -1.225872e-13, 1.068372e-06, 4.761952e-10, 1.508676e-08, 3.616082e-09, 7.842663e-09, 2.453049e-02, 1.010261e+01, 1.700516e+05, 1.704303e+05
1.590000e-01, 1.397252e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.729672e-01, 1.766800e-01, -1.646385e+06, 1.378230e+03, -3.279871e+05, 1.378230e+03, 4.700012e+06, 6.884091e-09, 1.804449e-07, 5.760202e-09, 1.175129e-07, 3.186584e-08, 4.897803e-08, 6.993199e-04, 3.074746e-08, 9.863663e-09, 2.429592e-09, 1.705308e-06, 3.091882e-03, 7.261357e-12, 1.087163e-07, 2.838279e-08, 2.823919e-07, 3.086347e-04, 4.742581e-09, 2.046771e-07, 1.776153e-05, 5.058422e-05, 4.339068e-07, 2.841966e-08, 1.407680e-04, 2.469584e-06, 1.993338e-08, 4.238544e-07, 5.340790e-06, 5.356938e-09, 1.132820e-08, 8.290335e-06, 2.072662e-07, 4.399570e-07, 4.570614e-07, 9.145076e-09, 7.753584e-07, 5.457637e-07, 4.388469e-09, 5.904945e-09, 2.348105e-08, 1.070868e-09, 1.974662e-07, 5.650498e-08, 2.760897e-07, 2.998342e-07, 2.725779e-08, 1.225250e-05, 4.727444e-03, 1.852756e-07, 2.809455e-08, 5.752807e-09, 4.465607e-08, 7.547899e-10, 2.272939e-05, 2.506449e-05, 1.648154e-06, 1.267499e-07, 4.014851e-07, 1.101218e-08, 8.881635e-05, 1.445908e-08, 1.809199e-08, 1.030207e-05, 1.302560e-03, 2.621824e-08, 6.156037e-09, 3.073074e-07, 1.737997e-06, 7.845151e-09, 1.918056e-07, 2.816904e-09, 1.041129e-07, 1.159164e-08, 9.522365e-12, 1.927303e-06, 1.038682e-06, 4.425814e-06, 3.192219e-08, 5.201369e-06, 1.467921e-08, 9.186960e-05, 9.939307e-08, 1.358642e-06, 1.258945e-01, 6.353202e-11, 1.060610e-01, 2.534242e-01, 3.606019e-07, 2.303026e-08, 3.266520e-08, 4.064441e-07, 1.482162e-07, 8.527227e-02, 6.567403e-09, 4.147337e-01, 5.838905e-14, 5.796596e-08, 2.021855e-09, 5.699657e-16, 2.328684e-07, 4.020716e-07, 4.912740e-09, 5.829536e-07, 6.472807e-10, 9.157827e-09, 9.463775e-07, 1.569388e-07, 8.357101e-05, 9.142892e-09, 3.892758e-03, 1.262937e-06, 1.021848e-07, 1.188396e-14, 1.065618e-06, 4.797610e-10, 1.563398e-08, 2.370696e-09, 5.999820e-09, 2.446731e-02, 1.003527e+01, 1.681361e+05, 1.685091e+05
1.710000e-01, 2.088935e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.739987e-01, 1.766800e-01, -1.892180e+06, 1.382830e+03, -3.279871e+05, 1.382830e+03, 4.700012e+06, 5.500281e-09, 1.444069e-07, 4.639087e-09, 9.623967e-08, 3.704871e-08, 5.838874e-08, 6.424420e-04, 2.873753e-08, 8.359204e-09, 1.973964e-09, 1.532598e-06, 2.785434e-03, 6.591863e-12, 9.987896e-08, 2.397307e-08, 2.488843e-07, 2.800614e-04, 4.407325e-09, 1.869522e-07, 1.581725e-05, 4.496489e-05, 3.833990e-07, 2.456450e-08, 1.226675e-04, 2.099844e-06, 1.599479e-08, 3.623691e-07, 4.492406e-06, 4.526724e-09, 8.908798e-09, 6.717069e-06, 1.748835e-07, 3.702041e-07, 3.837224e-07, 7.437089e-09, 6.367650e-07, 4.513819e-07, 3.271511e-09, 4.517637e-09, 2.170606e-08, 9.566508e-10, 1.893719e-07, 5.082543e-08, 2.472084e-07, 2.684057e-07, 2.502382e-08, 1.167363e-05, 4.812790e-03, 1.511717e-07, 2.216552e-08, 4.693740e-09, 3.636949e-08, 6.908276e-10, 2.144753e-05, 2.255553e-05, 1.528379e-06, 1.152953e-07, 4.029872e-07, 1.090158e-08, 8.791075e-05, 1.467958e-08, 1.834562e-08, 1.034700e-05, 1.334588e-03, 1.848476e-08, 5.220609e-09, 2.492242e-07, 1.518091e-06, 7.160478e-09, 1.687923e-07, 2.137321e-09, 8.876246e-08, 7.559828e-09, 8.736765e-12, 1.805145e-06, 9.841383e-07, 4.505488e-06, 2.866964e-08, 4.570763e-06, 1.234160e-08, 9.162977e-05, 9.301739e-08, 1.323798e-06, 1.244977e-01, 6.226366e-11, 1.077456e-01, 2.521585e-01, 3.251054e-07, 1.639385e-08, 3.789269e-08, 4.225226e-07, 1.580615e-07, 8.841709e-02, 5.426959e-09, 4.128987e-01, 5.985985e-14, 5.295005e-08, 2.142051e-09, 5.596945e-16, 2.268090e-07, 4.048264e-07, 3.122661e-09, 4.981210e-07, 5.450199e-10, 7.486693e-09, 7.976288e-07, 1.213997e-07, 7.238647e-05, 8.278146e-09, 3.882596e-03, 1.549126e-06, 7.694260e-08, 1.458794e-14, 1.062833e-06, 4.770172e-10, 1.632834e-08, 1.831885e-09, 5.090837e-09, 2.440344e-02, 9.975770e+00, 1.663423e+05, 1.667117e+05
