Solution_No_PFRC3_(), Inlet_flow_rate_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(kg/sec), Inlet_temperature_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(K), Inlet_mass_fraction_H2_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_H_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_O_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_O2_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_OH_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_H2O_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_HO2_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_H2O2_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_C_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_CH_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_CH2_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_CH2(S)_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_CH3_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_CH4_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_CO_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_CO2_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_HCO_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_CH2O_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_CH2OH_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_CH3O_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_CH3OH_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_C2H_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_C2H2_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_C2H3_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_C2H4_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_C2H5_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_C2H6_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_HCCO_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_CH2CO_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_HCCOH_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_N_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_NH_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_NH2_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_NH3_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_NNH_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_NO_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_NO2_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_N2O_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_HNO_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_CN_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_HCN_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_H2CN_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_HCNN_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_HCNO_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_HOCN_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_HNCO_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_NCO_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_N2_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_C3H7_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_C3H8_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_CH2CHO_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Inlet_mass_fraction_CH3CHO_of_C2__Gas_Mixer_to_C3__PFR_PFRC3_(), Area_PFRC3_(m2), Cycle_time_PFRC3_(sec), Ambient_temperature_PFRC3_(K), Surface_material_area_fraction_PFRC3_()
1.000000e+00, 6.504703e+00, 1.699154e+03, 6.190694e-02, 9.927167e-07, 5.727287e-10, 5.177472e-05, 4.944972e-07, 2.675533e-01, 7.497697e-08, 2.447728e-08, 1.200884e-14, 7.387109e-13, 2.338751e-09, 4.940612e-11, 2.449004e-05, 3.745677e-02, 5.082097e-01, 1.158732e-01, 2.817936e-07, 7.224704e-06, 3.809066e-09, 2.181787e-10, 2.224625e-06, 8.283460e-10, 1.028036e-03, 2.142868e-07, 7.121241e-04, 2.342867e-07, 4.117838e-05, 1.816491e-08, 1.190449e-05, 1.478325e-06, 4.212162e-16, 5.539405e-16, 3.307674e-14, 1.490054e-10, 9.298596e-12, 2.309042e-12, 6.672907e-15, 5.306658e-12, 1.698100e-15, 1.002229e-16, 1.057997e-10, 3.564282e-16, 1.391237e-15, 1.196035e-13, 4.685020e-14, 9.028920e-12, 3.465250e-16, 7.117021e-03, 8.266813e-10, 1.526462e-07, 2.072872e-09, 1.259480e-07, 1.186247e-02, 1.000000e+00, 2.981500e+02, 1.000000e+00
