Solution_No_PSRC1_(), Volume_PSRC1_(m3), Exit_mass_flow_rate_PSRC1_(kg/sec), Volumetric_heat_production_rate_PSRC1_(J/m3-sec), Surface_temperature_PSRC1_(K), Heat_loss_rate_PSRC1_(J/sec), Temperature_PSRC1_(K), Mass_PSRC1_(kg), Pressure_PSRC1_(Pa), Mass_fraction_H2_PSRC1_(), Mass_fraction_H_PSRC1_(), Mass_fraction_O_PSRC1_(), Mass_fraction_O2_PSRC1_(), Mass_fraction_OH_PSRC1_(), Mass_fraction_H2O_PSRC1_(), Mass_fraction_HO2_PSRC1_(), Mass_fraction_H2O2_PSRC1_(), Mass_fraction_CH2_PSRC1_(), Mass_fraction_CH3_PSRC1_(), Mass_fraction_CH4_PSRC1_(), Mass_fraction_CO_PSRC1_(), Mass_fraction_CO2_PSRC1_(), Mass_fraction_HCO_PSRC1_(), Mass_fraction_CH2O_PSRC1_(), Mass_fraction_CH2OH_PSRC1_(), Mass_fraction_CH3OH_PSRC1_(), Mass_fraction_C2H_PSRC1_(), Mass_fraction_C2H2_PSRC1_(), Mass_fraction_C2H3_PSRC1_(), Mass_fraction_C2H4_PSRC1_(), Mass_fraction_C2H5_PSRC1_(), Mass_fraction_C2H6_PSRC1_(), Mass_fraction_HCCO_PSRC1_(), Mass_fraction_CH2CO_PSRC1_(), Mass_fraction_HCCOH_PSRC1_(), Mass_fraction_N2_PSRC1_(), Mass_fraction_C3H7_PSRC1_(), Mass_fraction_C3H8_PSRC1_(), Mass_fraction_CH2CHO_PSRC1_(), Mass_fraction_CH3CHO_PSRC1_(), Molecular_weight_PSRC1_(kg/mole), Mass_density_PSRC1_(kg/m3), Unburned_hydrocarbons_PSRC1_(ppm), Volatile_organic_compounds_PSRC1_(ppm), Residence_time_PSRC1_(sec), Inlet_flow_rate_of_C1_Inlet1_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet1_PSRC1_(K), Inlet_mass_fraction_CH4_of_C1_Inlet1_PSRC1_(), Inlet_mass_fraction_CO2_of_C1_Inlet1_PSRC1_(), Inlet_mass_fraction_C2H6_of_C1_Inlet1_PSRC1_(), Inlet_mass_fraction_N2_of_C1_Inlet1_PSRC1_(), Inlet_mass_fraction_C3H8_of_C1_Inlet1_PSRC1_(), Inlet_flow_rate_of_o2+steam_PSRC1_(kg/sec), Inlet_temperature_of_o2+steam_PSRC1_(K), Inlet_mass_fraction_O2_of_o2+steam_PSRC1_(), Inlet_mass_fraction_H2O_of_o2+steam_PSRC1_(), Inlet_flow_rate_of_steam_PSRC1_(kg/sec), Inlet_temperature_of_steam_PSRC1_(K), Inlet_mass_fraction_H2O_of_steam_PSRC1_(), Ambient_temperature_PSRC1_(K), Surface_material_area_fraction_PSRC1_()
1.000000e+00, 6.277778e-05, 1.114428e-01, 1.185194e+10, 1.772505e+03, 4.235994e+05, 1.772505e+03, 4.220468e-04, 4.700000e+06, 1.003119e-02, 9.427201e-07, 3.288098e-08, 3.021991e-03, 5.640682e-06, 4.854977e-01, 4.376259e-06, 1.428540e-06, 9.832326e-08, 1.396936e-04, 4.040327e-02, 1.390232e-01, 2.802560e-01, 1.132738e-07, 1.014661e-04, 1.285152e-07, 7.247241e-05, 4.322214e-08, 2.951041e-02, 6.052041e-06, 5.962427e-03, 2.778812e-06, 3.518192e-04, 1.003850e-06, 4.353451e-04, 8.134091e-05, 5.083851e-03, 2.573567e-08, 2.615753e-06, 9.485743e-08, 2.431173e-06, 2.108041e-02, 6.722869e+00, 1.105397e+05, 1.111804e+05, 3.787116e-03, 3.065000e-02, 3.397500e+02, 8.505112e-01, 3.104912e-02, 9.417102e-02, 1.848480e-02, 5.783887e-03, 7.004570e-02, 5.050400e+02, 9.613323e-01, 3.866770e-02, 1.074710e-02, 6.266000e+02, 1.000000e+00, 2.981500e+02, 1.000000e+00
