Solution_No_PFRC9_(), Inlet_flow_rate_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(kg/sec), Inlet_temperature_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(K), Inlet_mass_fraction_H2_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_H_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_O_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_O2_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_OH_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_H2O_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_HO2_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_H2O2_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_C_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_CH_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_CH2_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_CH2(S)_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_CH3_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_CH4_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_CO_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_CO2_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_HCO_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_CH2O_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_CH2OH_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_CH3O_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_CH3OH_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_C2H_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_C2H2_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_C2H3_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_C2H4_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_C2H5_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_C2H6_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_HCCO_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_CH2CO_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_HCCOH_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_N_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_NH_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_NH2_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_NH3_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_NNH_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_NO_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_NO2_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_N2O_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_HNO_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_CN_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_HCN_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_H2CN_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_HCNN_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_HCNO_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_HOCN_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_HNCO_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_NCO_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_N2_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_C3H7_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_C3H8_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_CH2CHO_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Inlet_mass_fraction_CH3CHO_of_C4__Gas_Splitter_to_C9__PFR_PFRC9_(), Area_PFRC9_(m2), Cycle_time_PFRC9_(sec), Ambient_temperature_PFRC9_(K), Surface_material_area_fraction_PFRC9_()
1.000000e+00, 1.081631e-01, 1.653617e+03, 6.339779e-02, 6.498936e-07, 3.614752e-12, 1.509295e-12, 2.314976e-07, 2.623271e-01, 1.095825e-14, 1.309376e-12, 1.447542e-16, 1.859119e-14, 2.424630e-10, 7.035244e-12, 1.338108e-05, 3.431267e-02, 5.158471e-01, 1.163421e-01, 2.150002e-07, 5.405892e-06, 8.446974e-10, 1.129230e-11, 6.624893e-07, 2.038487e-11, 2.327918e-04, 4.213395e-08, 3.741957e-04, 9.762503e-08, 2.551876e-05, 4.205968e-10, 2.994903e-06, 3.009473e-08, 7.617047e-18, 1.090558e-17, 6.419542e-15, 1.380422e-10, 5.786650e-12, 7.466099e-15, 4.967357e-22, 2.360124e-14, 3.129978e-18, 1.144416e-17, 7.912618e-11, 2.157313e-16, 6.098176e-17, 3.198357e-19, 4.766819e-15, 4.488522e-12, 2.051532e-17, 7.116943e-03, 1.488471e-10, 3.737976e-08, 2.653633e-10, 7.311149e-08, 1.735181e-03, 1.000000e+02, 2.981500e+02, 1.000000e+00
