     Time [s]       ,                Y_H2,               Y_H2O,               Y_CH4,                Y_CO,               Y_CO2,  Temperature [K] 
 0.000000000000E+000, 0.000000000000E+000, 0.000000000000E+000, 0.000000000000E+000, 0.000000000000E+000, 0.000000000000E+000, 1.500000000000E+003
 0.000000000000E+000, 5.680763219824E-003, 4.722066851134E-001, 6.468202836387E-002, 1.013162449914E-001, 3.166478002456E-001, 1.500000000000E+003
 0.000000000000E+000, 5.680763219824E-003, 4.722066851134E-001, 6.468202836387E-002, 1.013162449914E-001, 3.166478002456E-001, 1.500000000000E+003
 0.000000000000E+000, 1.003119498794E-002, 4.854977445495E-001, 4.040326948473E-002, 1.390231920457E-001, 2.802559558911E-001, 1.772505357901E+003
