z_m,T_K,P_Pa,tau_s,X_CH4,X_O2,X_CO2,X_H2O,X_CO,X_H2,X_OH
0.07333333333333332,1000.000003979232,101325.00000000006,0.0024695596493198514,0.09505700236739177,0.1901140395829258,1.003659413072109e-14,7.355913852347084e-09,2.588945363059719e-12,2.531279590721524e-10,4.030650421471851e-12
0.07666666666666665,1000.0000016831872,101325.00000000006,0.0025818123653158502,0.09505700039711869,0.19011403790719023,1.1565440283520038e-14,8.082463241669913e-09,2.9588153311649313e-12,2.79763270336668e-10,4.2565573054259985e-12
0.07999999999999997,999.999897880184,101325.00000000006,0.0026940650929575005,0.09505699837589776,0.19011403619615436,1.3254586481494214e-14,8.84821560673011e-09,3.3639120840750182e-12,3.080614698210935e-10,4.486230037670532e-12
0.0833333333333333,999.9998960134084,101325.00000000007,0.002806317820801784,0.09505699630302404,0.19011403444933717,1.511427767652297e-14,9.65381608054215e-09,3.806117438570996e-12,3.3806812690963787e-10,4.719680625257398e-12
0.08666666666666663,999.999894366611,101325.0000000001,0.0029185705488236017,0.09505699417779596,0.19011403266625893,1.7155084899775952e-14,1.049990945639358e-08,4.287350480696948e-12,3.6982905351714054e-10,4.9569089416236144e-12
0.08999999999999996,999.9998929434105,101325.00000000012,0.0030308232769974395,0.09505699199951081,0.19011403084643716,1.938791203553536e-14,1.138714107945967e-08,4.809568973230503e-12,4.033903576693924e-10,5.197917751738354e-12
0.09333333333333328,999.9998917474643,101325.0000000001,0.003143076005297366,0.09505698976746516,0.19011402898938703,2.1824000828646412e-14,1.2316156660675089e-08,5.3747699018942845e-12,4.3879843212387495e-10,5.442709186151153e-12
0.09666666666666661,999.999890782467,101325.0000000001,0.003255328733697029,0.09505698748095501,0.19011402709462158,2.4474935950410395e-14,1.3287602159921975e-08,5.984990061780093e-12,4.760999449754911e-10,5.691284690844965e-12
0.09999999999999994,999.9998900521498,101325.00000000012,0.003367581462169649,0.09505698513927589,0.19011402516165163,2.7352649949843615e-14,1.4302123665625635e-08,6.642306642726974e-12,5.15341829796562e-10,5.943645006162808e-12
0.10333333333333326,999.9998895602804,101325.0000000001,0.0034798341906880186,0.09505698274172307,0.19011402318998627,3.046942808181221e-14,1.5360367270828926e-08,7.34883781327062e-12,5.565712753209376e-10,6.199790146185225e-12
0.10666666666666659,999.9998893106614,101325.00000000009,0.003592086919224497,0.09505698028759167,0.19011402117913273,3.3837913003347586e-14,1.6462978945770906e-08,8.10674330277148e-12,5.998357146770063e-10,6.459719378247217e-12
0.10999999999999992,999.9998893071303,101325.00000000013,0.0037043396477510065,0.09505697777617679,0.19011401912859663,3.747110932930351e-14,1.761060440699501e-08,8.918224981313335e-12,6.451828141744678e-10,6.723431202610721e-12
0.11333333333333324,999.9998895535576,101325.00000000017,0.00381659237623903,0.09505697520677384,0.19011401703788225,4.138238803839777e-14,1.8803888983017765e-08,9.78552743695178e-12,6.926604616501179e-10,6.990923332313758e-12
0.11666666666666657,999.9998900538473,101325.00000000016,0.003928845104659607,0.09505697257867855,0.19011401490649255,4.5585490720564076e-14,2.0043477476591326e-08,1.0710938549877629e-11,7.423167543781546e-10,7.262192673218279e-12
0.1199999999999999,999.9998908119342,101325.00000000017,0.0040410978329833295,0.09505696989118712,0.19011401273392925,5.0094533656439213e-14,2.1330014023597975e-08,1.1696790063047172e-11,7.94199986550885e-10,7.53723530427987e-12
0.12333333333333323,999.9998918317849,101325.00000000016,0.00415335056118034,0.09505696714359653,0.19011401051969334,5.492401171971893e-14,2.2664141948618233e-08,1.274545814881763e-11,8.483586363360326e-10,7.81604645806209e-12
0.12666666666666657,999.9998931173963,101325.00000000016,0.00426560328922033,0.09505696433520465,0.19011400826328487,6.008880209303791e-14,2.404650361721824e-08,1.3859363971112776e-11,9.048413525172203e-10,8.098620501519687e-12
0.1299999999999999,999.9998946727934,101325.00000000017,0.004377856017072531,0.09505696146531048,0.19011400596420341,6.560416778796398e-14,2.5477740285006564e-08,1.5040974242630734e-11,9.63696940724568e-10,8.38495091707448e-12
0.13333333333333322,999.9998965020304,101325.00000000017,0.004490108744705721,0.09505695853321422,0.19011400362194802,7.148576095964619e-14,2.6958491943514622e-08,1.629280177659294e-11,1.0249743492627374e-09,8.675030284009611e-12
