Solution_No_PSRC1_(), Volume_PSRC1_(m3), Exit_mass_flow_rate_PSRC1_(kg/sec), Volumetric_heat_production_rate_PSRC1_(J/m3-sec), Surface_temperature_PSRC1_(K), Temperature_PSRC1_(K), Mass_PSRC1_(kg), Pressure_PSRC1_(Pa), Mole_fraction_H2_PSRC1_(), Mole_fraction_H_PSRC1_(), Mole_fraction_O2_PSRC1_(), Mole_fraction_OH_PSRC1_(), Mole_fraction_H2O_PSRC1_(), Mole_fraction_CH3_PSRC1_(), Mole_fraction_CH4_PSRC1_(), Mole_fraction_CO_PSRC1_(), Mole_fraction_CO2_PSRC1_(), Mole_fraction_HCO_PSRC1_(), Mole_fraction_CH2O_PSRC1_(), Mole_fraction_CH3OH_PSRC1_(), Mole_fraction_C2H2_PSRC1_(), Mole_fraction_C2H3_PSRC1_(), Mole_fraction_C2H4_PSRC1_(), Mole_fraction_C2H5_PSRC1_(), Mole_fraction_C2H6_PSRC1_(), Mole_fraction_CH2CO_PSRC1_(), Mole_fraction_HCCOH_PSRC1_(), Mole_fraction_NH3_PSRC1_(), Mole_fraction_N2_PSRC1_(), Mole_fraction_C3H8_PSRC1_(), Mole_fraction_CH3CHO_PSRC1_(), Molecular_weight_PSRC1_(kg/mole), Mass_density_PSRC1_(kg/m3), Unburned_hydrocarbons_PSRC1_(ppm), Volatile_organic_compounds_PSRC1_(ppm), Residence_time_PSRC1_(sec), Inlet_flow_rate_of_C1_Inlet1_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet1_PSRC1_(K), Inlet_mole_fraction_CH4_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_CO2_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_C2H6_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_N2_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_C3H8_of_C1_Inlet1_PSRC1_(), Inlet_flow_rate_of_C1_Inlet2_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet2_PSRC1_(K), Inlet_mole_fraction_O2_of_C1_Inlet2_PSRC1_(), Inlet_mole_fraction_H2O_of_C1_Inlet2_PSRC1_(), Inlet_flow_rate_of_C1_Inlet3_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet3_PSRC1_(K), Inlet_mole_fraction_H2O_of_C1_Inlet3_PSRC1_(), Ambient_temperature_PSRC1_(K), Surface_material_area_fraction_PSRC1_()
1.000000e+00, 1.370000e-02, 1.314957e-01, 3.435868e+07, 1.843153e+03, 1.843157e+03, 6.013950e-02, 4.700000e+06, 4.547732e-01, 5.050491e-05, 6.817041e-06, 1.697657e-06, 2.102126e-01, 5.202165e-05, 2.334553e-02, 2.741832e-01, 3.184248e-02, 3.419776e-07, 3.127680e-06, 8.099560e-07, 1.360551e-03, 3.875069e-07, 5.097420e-04, 2.106193e-07, 1.181556e-05, 3.151939e-06, 2.504150e-07, 2.573984e-08, 3.641513e-03, 1.531374e-08, 2.936138e-08, 1.431325e-02, 4.389745e+00, 2.716302e+04, 2.717418e+04, 4.573496e-01, 5.070000e-02, 3.397500e+02, 9.197081e-01, 1.223925e-02, 5.432985e-02, 1.144736e-02, 2.275438e-03, 7.004570e-02, 5.050400e+02, 9.613323e-01, 3.866770e-02, 1.075000e-02, 6.266000e+02, 1.000000e+00, 2.981500e+02, 1.000000e+00
