Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_H2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_HCCOH_PFRC2_(), Mole_fraction_NH3_PFRC2_(), Mole_fraction_N2_PFRC2_(), Mole_fraction_C3H8_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
1.350000e-01, 0.000000e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.942913e-01, 1.314957e-01, 3.435868e+07, 1.843157e+03, 0.000000e+00, 1.843157e+03, 4.700000e+06, 4.547732e-01, 5.050491e-05, 6.817041e-06, 1.697657e-06, 2.102126e-01, 5.202165e-05, 2.334553e-02, 2.741832e-01, 3.184248e-02, 3.419776e-07, 3.127680e-06, 8.099560e-07, 1.360551e-03, 3.875069e-07, 5.097420e-04, 2.106193e-07, 1.181556e-05, 3.151939e-06, 2.504150e-07, 2.573984e-08, 3.641513e-03, 1.531374e-08, 2.936138e-08, 1.431325e-02, 4.389745e+00, 2.716302e+04, 2.717418e+04
1.350057e-01, 1.923773e-05, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.942965e-01, 1.314957e-01, -2.404756e+07, 1.843155e+03, 2.501106e+04, 1.843155e+03, 4.700003e+06, 4.547902e-01, 5.036050e-05, 1.622151e-06, 1.692057e-06, 2.102071e-01, 5.184835e-05, 2.333350e-02, 2.741911e-01, 3.184117e-02, 3.410117e-07, 3.117372e-06, 8.035622e-07, 1.360541e-03, 3.862222e-07, 5.094568e-04, 2.093212e-07, 1.170677e-05, 3.125305e-06, 2.503071e-07, 2.574046e-08, 3.641443e-03, 1.409316e-08, 2.886117e-08, 1.431297e-02, 4.389666e+00, 2.715000e+04, 2.716109e+04
1.350341e-01, 1.157857e-04, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.942822e-01, 1.314957e-01, -4.024949e+07, 1.842849e+03, 2.501106e+04, 1.842849e+03, 4.700003e+06, 4.548995e-01, 5.020386e-05, 1.502979e-09, 1.684472e-06, 2.101362e-01, 5.154707e-05, 2.327441e-02, 2.742328e-01, 3.182533e-02, 3.402774e-07, 3.110745e-06, 7.973919e-07, 1.358447e-03, 3.845459e-07, 5.089238e-04, 2.084385e-07, 1.165763e-05, 3.098457e-06, 2.494482e-07, 2.574292e-08, 3.641016e-03, 1.402329e-08, 2.842624e-08, 1.431130e-02, 4.389880e+00, 2.708525e+04, 2.709626e+04
1.354968e-01, 1.688514e-03, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.941145e-01, 1.314957e-01, -2.757928e+07, 1.838773e+03, 2.501106e+04, 1.838773e+03, 4.700003e+06, 4.565180e-01, 4.870622e-05, 2.527177e-11, 1.604613e-06, 2.089353e-01, 4.833505e-05, 2.256536e-02, 2.748112e-01, 3.168665e-02, 3.344241e-07, 3.078882e-06, 7.477643e-07, 1.250119e-03, 3.502494e-07, 4.808101e-04, 1.938042e-07, 1.101594e-05, 2.907977e-06, 2.238117e-07, 2.578243e-08, 3.635035e-03, 1.292147e-08, 2.729219e-08, 1.428779e-02, 4.392384e+00, 2.609873e+04, 2.610922e+04
1.378607e-01, 9.734056e-03, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.935368e-01, 1.314957e-01, -1.896000e+07, 1.823942e+03, 2.501106e+04, 1.823942e+03, 4.700003e+06, 4.626053e-01, 4.347394e-05, 1.846522e-11, 1.337086e-06, 2.042790e-01, 3.792297e-05, 2.007203e-02, 2.769603e-01, 3.126835e-02, 3.130677e-07, 2.984325e-06, 5.857988e-07, 7.723012e-04, 2.104597e-07, 3.322019e-04, 1.302077e-07, 8.293498e-06, 2.220745e-06, 1.257657e-07, 2.594505e-08, 3.612811e-03, 8.259983e-09, 2.265579e-08, 1.420044e-02, 4.401027e+00, 2.233625e+04, 2.234489e+04
1.463187e-01, 3.862961e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.920140e-01, 1.314957e-01, -8.571120e+06, 1.793944e+03, 2.501106e+04, 1.793944e+03, 4.700003e+06, 4.739280e-01, 3.429633e-05, 9.601366e-12, 9.226917e-07, 1.960358e-01, 2.186995e-05, 1.499400e-02, 2.804252e-01, 3.058129e-02, 2.716655e-07, 2.867134e-06, 3.427210e-07, 2.579826e-04, 6.631510e-08, 1.396176e-04, 5.165446e-08, 4.172073e-06, 1.263326e-06, 3.482510e-08, 2.622732e-08, 3.571922e-03, 2.817312e-09, 1.526293e-08, 1.403972e-02, 4.423979e+00, 1.581966e+04, 1.582577e+04
1.470000e-01, 4.096293e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.919201e-01, 1.314957e-01, -8.177603e+06, 1.792316e+03, 2.501106e+04, 1.792316e+03, 4.700003e+06, 4.745118e-01, 3.384880e-05, 9.812384e-12, 9.041854e-07, 1.956225e-01, 2.116631e-05, 1.471968e-02, 2.805881e-01, 3.054900e-02, 2.695077e-07, 2.863102e-06, 3.322236e-07, 2.417642e-04, 6.194285e-08, 1.324960e-04, 4.886121e-08, 3.998312e-06, 1.223469e-06, 3.230856e-08, 2.624048e-08, 3.569829e-03, 2.636778e-09, 1.491813e-08, 1.403149e-02, 4.425402e+00, 1.549760e+04, 1.550361e+04
1.585679e-01, 8.068013e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.906885e-01, 1.314957e-01, -4.398925e+06, 1.772401e+03, 2.501106e+04, 1.772401e+03, 4.700003e+06, 4.814351e-01, 2.875725e-05, 5.765300e-12, 7.045664e-07, 1.907823e-01, 1.374846e-05, 1.140113e-02, 2.824285e-01, 3.018971e-02, 2.439250e-07, 2.829371e-06, 2.222766e-07, 1.027874e-04, 2.527900e-08, 6.577434e-05, 2.329359e-08, 2.239615e-06, 8.084595e-07, 1.214743e-08, 2.638016e-08, 3.545119e-03, 1.073075e-09, 1.103830e-08, 1.393437e-02, 4.444151e+00, 1.175658e+04, 1.176155e+04
1.590000e-01, 8.216678e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.906520e-01, 1.314957e-01, -4.307901e+06, 1.771846e+03, 2.501106e+04, 1.771846e+03, 4.700003e+06, 4.816219e-01, 2.862495e-05, 5.692305e-12, 6.996548e-07, 1.906530e-01, 1.357147e-05, 1.131020e-02, 2.824760e-01, 3.018065e-02, 2.432314e-07, 2.828806e-06, 2.196687e-07, 1.001847e-04, 2.461105e-08, 6.438809e-05, 2.277687e-08, 2.199837e-06, 7.986171e-07, 1.179912e-08, 2.638345e-08, 3.544455e-03, 1.043742e-09, 1.093851e-08, 1.393176e-02, 4.444709e+00, 1.165742e+04, 1.166236e+04
1.710000e-01, 1.235170e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.898017e-01, 1.314957e-01, -2.807307e+06, 1.759422e+03, 2.501106e+04, 1.759422e+03, 4.700003e+06, 4.857208e-01, 2.579951e-05, 4.279397e-12, 5.978937e-07, 1.878284e-01, 9.983099e-06, 9.301689e-03, 2.834928e-01, 2.999143e-02, 2.280980e-07, 2.820739e-06, 1.669969e-07, 5.456840e-05, 1.305511e-08, 3.867266e-05, 1.332726e-08, 1.425545e-06, 5.983551e-07, 5.955714e-09, 2.644817e-08, 3.529927e-03, 5.345387e-10, 8.798070e-09, 1.387466e-02, 4.457750e+00, 9.501060e+03, 9.505507e+03
1.830000e-01, 1.649725e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.891591e-01, 1.314957e-01, -2.014393e+06, 1.750647e+03, 2.501106e+04, 1.750647e+03, 4.700003e+06, 4.884998e-01, 2.394855e-05, 3.494990e-12, 5.347081e-07, 1.859239e-01, 7.859135e-06, 7.929370e-03, 2.841545e-01, 2.987540e-02, 2.177745e-07, 2.819738e-06, 1.360109e-07, 3.400640e-05, 7.982223e-09, 2.583536e-05, 8.737102e-09, 1.005115e-06, 4.785552e-07, 3.518576e-09, 2.648363e-08, 3.520128e-03, 3.123881e-10, 7.399167e-09, 1.383614e-02, 4.467656e+00, 8.058958e+03, 8.063115e+03
1.950000e-01, 2.065106e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.886391e-01, 1.314957e-01, -1.538508e+06, 1.743925e+03, 2.501106e+04, 1.743925e+03, 4.700003e+06, 4.905501e-01, 2.260728e-05, 2.991558e-12, 4.906937e-07, 1.845221e-01, 6.444469e-06, 6.913930e-03, 2.846276e-01, 2.979808e-02, 2.100679e-07, 2.821186e-06, 1.154764e-07, 2.297460e-05, 5.313185e-09, 1.841377e-05, 6.136517e-09, 7.467058e-07, 3.977429e-07, 2.282644e-09, 2.650550e-08, 3.512928e-03, 1.980531e-10, 6.391359e-09, 1.380784e-02, 4.475705e+00, 7.004669e+03, 7.008632e+03
2.070000e-01, 2.481176e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.881991e-01, 1.314957e-01, -1.221271e+06, 1.738504e+03, 2.501106e+04, 1.738504e+03, 4.700003e+06, 4.921441e-01, 2.157209e-05, 2.638486e-12, 4.577740e-07, 1.834332e-01, 5.431002e-06, 6.124164e-03, 2.849852e-01, 2.974432e-02, 2.039776e-07, 2.823545e-06, 1.008330e-07, 1.638523e-05, 3.743578e-09, 1.371354e-05, 4.515665e-09, 5.750595e-07, 3.391278e-07, 1.576096e-09, 2.652027e-08, 3.507355e-03, 1.327888e-10, 5.621569e-09, 1.378594e-02, 4.482538e+00, 6.190959e+03, 6.194784e+03
2.190000e-01, 2.897838e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.878151e-01, 1.314957e-01, -9.979693e+05, 1.733974e+03, 2.501106e+04, 1.733974e+03, 4.700003e+06, 4.934283e-01, 2.073771e-05, 2.375528e-12, 4.319262e-07, 1.825559e-01, 4.668006e-06, 5.488481e-03, 2.852658e-01, 2.970621e-02, 1.989710e-07, 2.826210e-06, 8.985716e-08, 1.215058e-05, 2.747724e-09, 1.054491e-05, 3.437273e-09, 4.547667e-07, 2.944891e-07, 1.137917e-09, 2.653102e-08, 3.502883e-03, 9.276645e-11, 5.010071e-09, 1.376836e-02, 4.488519e+00, 5.539462e+03, 5.543182e+03
2.310000e-01, 3.315025e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.874722e-01, 1.314957e-01, -8.353746e+05, 1.730088e+03, 2.501106e+04, 1.730088e+03, 4.700003e+06, 4.944899e-01, 2.004367e-05, 2.171029e-12, 4.109051e-07, 1.818302e-01, 4.072721e-06, 4.964006e-03, 2.854916e-01, 2.967916e-02, 1.947354e-07, 2.828922e-06, 8.133111e-08, 9.281064e-06, 2.080200e-09, 8.309668e-06, 2.684965e-09, 3.671045e-07, 2.592945e-07, 8.496966e-10, 2.653937e-08, 3.499202e-03, 6.689795e-11, 4.510613e-09, 1.375389e-02, 4.493873e+00, 5.004004e+03, 5.007642e+03
2.430000e-01, 3.732686e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.871606e-01, 1.314957e-01, -7.258493e+05, 1.726687e+03, 2.501106e+04, 1.726687e+03, 4.700003e+06, 4.953850e-01, 1.945217e-05, 2.006653e-12, 3.933415e-07, 1.812178e-01, 3.595478e-06, 4.522954e-03, 2.856768e-01, 2.966026e-02, 1.910717e-07, 2.831564e-06, 7.452545e-08, 7.256789e-06, 1.613675e-09, 6.676961e-06, 2.140817e-09, 3.012558e-07, 2.308063e-07, 6.515154e-10, 2.654625e-08, 3.496113e-03, 4.949105e-11, 4.093957e-09, 1.374175e-02, 4.498749e+00, 4.555028e+03, 4.558600e+03
2.550000e-01, 4.150783e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.868736e-01, 1.314957e-01, -5.929704e+05, 1.723662e+03, 2.501106e+04, 1.723662e+03, 4.700003e+06, 4.961515e-01, 1.893820e-05, 1.871133e-12, 3.783520e-07, 1.806927e-01, 3.204648e-06, 4.146497e-03, 2.858309e-01, 2.964760e-02, 1.878447e-07, 2.834084e-06, 6.897807e-08, 5.782305e-06, 1.276883e-09, 5.451233e-06, 1.735570e-09, 2.506137e-07, 2.072753e-07, 5.103108e-10, 2.655219e-08, 3.493479e-03, 3.738063e-11, 3.740658e-09, 1.373140e-02, 4.503250e+00, 4.172676e+03, 4.176194e+03
2.670000e-01, 4.569282e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.866062e-01, 1.314957e-01, -5.267062e+05, 1.720935e+03, 2.501106e+04, 1.720935e+03, 4.700003e+06, 4.968162e-01, 1.848461e-05, 1.756956e-12, 3.653342e-07, 1.802366e-01, 2.879109e-06, 3.821270e-03, 2.859605e-01, 2.963985e-02, 1.849624e-07, 2.836466e-06, 6.437812e-08, 4.680468e-06, 1.026939e-09, 4.510285e-06, 1.427018e-09, 2.108910e-07, 1.875142e-07, 4.068290e-10, 2.655753e-08, 3.491206e-03, 2.874543e-11, 3.437100e-09, 1.372246e-02, 4.507452e+00, 3.842958e+03, 3.846430e+03
2.790000e-01, 4.988161e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.863548e-01, 1.314957e-01, -4.626901e+05, 1.718450e+03, 2.501106e+04, 1.718450e+03, 4.700003e+06, 4.973986e-01, 1.807913e-05, 1.659158e-12, 3.538688e-07, 1.798362e-01, 2.604073e-06, 3.537469e-03, 2.860704e-01, 2.963601e-02, 1.823571e-07, 2.838704e-06, 6.051100e-08, 3.839285e-06, 8.374327e-10, 3.774395e-06, 1.187285e-09, 1.792230e-07, 1.706972e-07, 3.291904e-10, 2.656248e-08, 3.489225e-03, 2.243987e-11, 3.173446e-09, 1.371468e-02, 4.511409e+00, 3.555663e+03, 3.559096e+03
2.910000e-01, 5.407397e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.861168e-01, 1.314957e-01, -4.063691e+05, 1.716164e+03, 2.501106e+04, 1.716164e+03, 4.700003e+06, 4.979136e-01, 1.771259e-05, 1.574158e-12, 3.436467e-07, 1.794815e-01, 2.368982e-06, 3.287743e-03, 2.861641e-01, 2.963538e-02, 1.799775e-07, 2.840803e-06, 5.722241e-08, 3.185595e-06, 6.910799e-10, 3.189882e-06, 9.980492e-10, 1.536292e-07, 1.562253e-07, 2.697919e-10, 2.656718e-08, 3.487483e-03, 1.775064e-11, 2.942390e-09, 1.370783e-02, 4.515162e+00, 3.303174e+03, 3.306575e+03
3.030000e-01, 5.826974e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.858899e-01, 1.314957e-01, -3.646895e+05, 1.714044e+03, 2.501106e+04, 1.714044e+03, 4.700003e+06, 4.983722e-01, 1.737834e-05, 1.499385e-12, 3.344421e-07, 1.791649e-01, 2.166031e-06, 3.066436e-03, 2.862445e-01, 2.963741e-02, 1.777872e-07, 2.842770e-06, 5.439874e-08, 2.669793e-06, 5.762384e-10, 2.719349e-06, 8.465758e-10, 1.326981e-07, 1.436534e-07, 2.235824e-10, 2.657171e-08, 3.485940e-03, 1.420697e-11, 2.738347e-09, 1.370176e-02, 4.518746e+00, 3.079648e+03, 3.083020e+03
3.150000e-01, 6.246877e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.856725e-01, 1.314957e-01, -3.198080e+05, 1.712065e+03, 2.501106e+04, 1.712065e+03, 4.700003e+06, 4.987834e-01, 1.707076e-05, 1.432895e-12, 3.260748e-07, 1.788804e-01, 1.989327e-06, 2.869105e-03, 2.863136e-01, 2.964167e-02, 1.757526e-07, 2.844614e-06, 5.195430e-08, 2.257359e-06, 4.849069e-10, 2.336192e-06, 7.238857e-10, 1.154069e-07, 1.326438e-07, 1.871048e-10, 2.657615e-08, 3.484565e-03, 1.148966e-11, 2.556985e-09, 1.369636e-02, 4.522184e+00, 2.880514e+03, 2.883861e+03
3.270000e-01, 6.667093e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.854632e-01, 1.314957e-01, -2.963550e+05, 1.710206e+03, 2.501106e+04, 1.710206e+03, 4.700003e+06, 4.991542e-01, 1.678622e-05, 1.373253e-12, 3.184180e-07, 1.786231e-01, 1.834327e-06, 2.692210e-03, 2.863731e-01, 2.964782e-02, 1.738560e-07, 2.846345e-06, 4.982319e-08, 1.923817e-06, 4.113876e-10, 2.020969e-06, 6.234257e-10, 1.009887e-07, 1.229341e-07, 1.579540e-10, 2.658053e-08, 3.483333e-03, 9.381416e-12, 2.394848e-09, 1.369152e-02, 4.525499e+00, 2.702138e+03, 2.705463e+03
3.390000e-01, 7.087612e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.852610e-01, 1.314957e-01, -2.390802e+05, 1.708451e+03, 2.501106e+04, 1.708451e+03, 4.700003e+06, 4.994903e-01, 1.652033e-05, 1.319271e-12, 3.113460e-07, 1.783893e-01, 1.697491e-06, 2.532886e-03, 2.864244e-01, 2.965560e-02, 1.720660e-07, 2.847971e-06, 4.795388e-08, 1.651171e-06, 3.516057e-10, 1.759281e-06, 5.404478e-10, 8.887515e-08, 1.143195e-07, 1.343803e-10, 2.658487e-08, 3.482224e-03, 7.723835e-12, 2.249213e-09, 1.368716e-02, 4.528707e+00, 2.541584e+03, 2.544889e+03
3.510000e-01, 7.508425e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.850649e-01, 1.314957e-01, -2.803615e+05, 1.706784e+03, 2.501106e+04, 1.706784e+03, 4.700003e+06, 4.997963e-01, 1.627298e-05, 1.270182e-12, 3.048155e-07, 1.781759e-01, 1.575950e-06, 2.388783e-03, 2.864686e-01, 2.966478e-02, 1.703966e-07, 2.849504e-06, 4.630539e-08, 1.426544e-06, 3.024704e-10, 1.540344e-06, 4.712214e-10, 7.861270e-08, 1.066304e-07, 1.151589e-10, 2.658920e-08, 3.481222e-03, 6.415649e-12, 2.117708e-09, 1.368322e-02, 4.531823e+00, 2.396452e+03, 2.399739e+03
3.630000e-01, 7.929524e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.848738e-01, 1.314957e-01, -1.540253e+05, 1.705195e+03, 2.501106e+04, 1.705195e+03, 4.700003e+06, 5.000762e-01, 1.603738e-05, 1.225047e-12, 2.986794e-07, 1.779800e-01, 1.467537e-06, 2.257960e-03, 2.865066e-01, 2.967525e-02, 1.687829e-07, 2.850946e-06, 4.484550e-08, 1.239389e-06, 2.618349e-10, 1.355643e-06, 4.131919e-10, 6.987979e-08, 9.974289e-08, 9.928354e-11, 2.659354e-08, 3.480311e-03, 5.353791e-12, 1.998692e-09, 1.367964e-02, 4.534862e+00, 2.264759e+03, 2.268031e+03
3.750000e-01, 8.350900e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.846890e-01, 1.314957e-01, -1.019820e+05, 1.703682e+03, 2.501106e+04, 1.703682e+03, 4.700003e+06, 5.003330e-01, 1.581234e-05, 1.183298e-12, 2.928934e-07, 1.777998e-01, 1.370207e-06, 2.138780e-03, 2.865394e-01, 2.968656e-02, 1.672183e-07, 2.852295e-06, 4.354389e-08, 1.082934e-06, 2.280577e-10, 1.198876e-06, 3.642906e-10, 6.237439e-08, 9.353812e-08, 8.612894e-11, 2.659787e-08, 3.479483e-03, 4.525977e-12, 1.890589e-09, 1.367638e-02, 4.537807e+00, 2.144840e+03, 2.148097e+03
3.870000e-01, 8.772548e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.845072e-01, 1.314957e-01, -2.792007e+05, 1.702224e+03, 2.501106e+04, 1.702224e+03, 4.700003e+06, 5.005695e-01, 1.561093e-05, 1.145416e-12, 2.876572e-07, 1.776332e-01, 1.282760e-06, 2.029881e-03, 2.865673e-01, 2.969894e-02, 1.658625e-07, 2.853604e-06, 4.238694e-08, 9.511157e-07, 1.993130e-10, 1.065327e-06, 3.221695e-10, 5.591942e-08, 8.792767e-08, 7.515568e-11, 2.660222e-08, 3.478726e-03, 3.816183e-12, 1.791486e-09, 1.367341e-02, 4.540706e+00, 2.035310e+03, 2.038555e+03
3.990000e-01, 9.194462e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.843287e-01, 1.314957e-01, -9.426506e+04, 1.700817e+03, 2.501106e+04, 1.700817e+03, 4.700003e+06, 5.007882e-01, 1.540525e-05, 1.109230e-12, 2.824694e-07, 1.774787e-01, 1.203580e-06, 1.930114e-03, 2.865908e-01, 2.971229e-02, 1.644091e-07, 2.854816e-06, 4.134737e-08, 8.389339e-07, 1.753470e-10, 9.505255e-07, 2.866795e-10, 5.034029e-08, 8.284211e-08, 6.585894e-11, 2.660659e-08, 3.478032e-03, 3.258711e-12, 1.701331e-09, 1.367068e-02, 4.543557e+00, 1.934998e+03, 1.938231e+03
4.110000e-01, 9.616640e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.841537e-01, 1.314957e-01, -1.657917e+05, 1.699459e+03, 2.501106e+04, 1.699459e+03, 4.700003e+06, 5.009909e-01, 1.521589e-05, 1.075827e-12, 2.776725e-07, 1.773349e-01, 1.131768e-06, 1.838472e-03, 2.866106e-01, 2.972634e-02, 1.630935e-07, 2.855981e-06, 4.041463e-08, 7.434205e-07, 1.547821e-10, 8.514643e-07, 2.558489e-10, 4.546530e-08, 7.820822e-08, 5.801751e-11, 2.661098e-08, 3.477395e-03, 2.791702e-12, 1.618374e-09, 1.366818e-02, 4.546355e+00, 1.842886e+03, 1.846108e+03
4.230000e-01, 1.003907e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.839820e-01, 1.314957e-01, -1.196916e+05, 1.698146e+03, 2.501106e+04, 1.698146e+03, 4.700003e+06, 5.011792e-01, 1.503130e-05, 1.044349e-12, 2.730595e-07, 1.772009e-01, 1.066469e-06, 1.754102e-03, 2.866270e-01, 2.974102e-02, 1.617885e-07, 2.857082e-06, 3.957466e-08, 6.613303e-07, 1.372771e-10, 7.655158e-07, 2.293302e-10, 4.121176e-08, 7.398293e-08, 5.131772e-11, 2.661539e-08, 3.476809e-03, 2.404566e-12, 1.542242e-09, 1.366587e-02, 4.549103e+00, 1.758105e+03, 1.761318e+03
4.350000e-01, 1.046176e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.838123e-01, 1.314957e-01, -1.838996e+05, 1.696867e+03, 2.501106e+04, 1.696867e+03, 4.700003e+06, 5.013547e-01, 1.485705e-05, 1.014847e-12, 2.687075e-07, 1.770754e-01, 1.006851e-06, 1.676267e-03, 2.866404e-01, 2.975640e-02, 1.605658e-07, 2.858139e-06, 3.881767e-08, 5.909075e-07, 1.221851e-10, 6.909710e-07, 2.062357e-10, 3.748537e-08, 7.011049e-08, 4.561487e-11, 2.661982e-08, 3.476268e-03, 2.084157e-12, 1.471915e-09, 1.366375e-02, 4.551823e+00, 1.679913e+03, 1.683117e+03
4.470000e-01, 1.088470e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.836455e-01, 1.314957e-01, -1.074598e+05, 1.695626e+03, 2.501106e+04, 1.695626e+03, 4.700003e+06, 5.015186e-01, 1.468509e-05, 9.867846e-13, 2.644771e-07, 1.769577e-01, 9.523483e-07, 1.604313e-03, 2.866510e-01, 2.977231e-02, 1.593331e-07, 2.859140e-06, 3.813291e-08, 5.294875e-07, 1.091924e-10, 6.254268e-07, 1.861670e-10, 3.419509e-08, 6.656331e-08, 4.065928e-11, 2.662428e-08, 3.475769e-03, 1.811354e-12, 1.407189e-09, 1.366178e-02, 4.554501e+00, 1.607644e+03, 1.610840e+03
4.590000e-01, 1.130789e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.834808e-01, 1.314957e-01, -1.029813e+05, 1.694416e+03, 2.501106e+04, 1.694416e+03, 4.700003e+06, 5.016721e-01, 1.452102e-05, 9.603180e-13, 2.604526e-07, 1.768471e-01, 9.023525e-07, 1.537671e-03, 2.866592e-01, 2.978869e-02, 1.581594e-07, 2.860100e-06, 3.751339e-08, 4.762900e-07, 9.791954e-11, 5.680896e-07, 1.685876e-10, 3.129183e-08, 6.329875e-08, 3.639592e-11, 2.662875e-08, 3.475306e-03, 1.582965e-12, 1.347214e-09, 1.365996e-02, 4.557147e+00, 1.540726e+03, 1.543914e+03
