Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_AC5H10_PFRC2_(), Mole_fraction_B13DE2M_PFRC2_(), Mole_fraction_BC5H10_PFRC2_(), Mole_fraction_BUTA123TRIENE_PFRC2_(), Mole_fraction_C14H10_PFRC2_(), Mole_fraction_C16H10_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_C2H3CHO_PFRC2_(), Mole_fraction_C2H3COCH3_PFRC2_(), Mole_fraction_C2H3OH_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H4O1-2_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H5CHO_PFRC2_(), Mole_fraction_C2H5OH_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_C2HCHO_PFRC2_(), Mole_fraction_C3H3_PFRC2_(), Mole_fraction_C3H4-A_PFRC2_(), Mole_fraction_C3H4-P_PFRC2_(), Mole_fraction_C3H5-A_PFRC2_(), Mole_fraction_C3H5OH_PFRC2_(), Mole_fraction_C3H6_PFRC2_(), Mole_fraction_C3H8_PFRC2_(), Mole_fraction_C4H10_PFRC2_(), Mole_fraction_C4H2_PFRC2_(), Mole_fraction_C4H4_PFRC2_(), Mole_fraction_C4H5-2_PFRC2_(), Mole_fraction_C4H5-2C2H_PFRC2_(), Mole_fraction_C4H6_PFRC2_(), Mole_fraction_C4H6-1_PFRC2_(), Mole_fraction_C4H612_PFRC2_(), Mole_fraction_C4H6-2_PFRC2_(), Mole_fraction_C4H71-3_PFRC2_(), Mole_fraction_C4H8-1_PFRC2_(), Mole_fraction_C4H8-2_PFRC2_(), Mole_fraction_C5H10-1_PFRC2_(), Mole_fraction_C5H10-2_PFRC2_(), Mole_fraction_C5H4CH3_PFRC2_(), Mole_fraction_C5H4O_PFRC2_(), Mole_fraction_C5H5_PFRC2_(), Mole_fraction_C5H5CH3_PFRC2_(), Mole_fraction_C5H5CH3-1_PFRC2_(), Mole_fraction_C5H5CH3-2_PFRC2_(), Mole_fraction_C5H5OH_PFRC2_(), Mole_fraction_C5H6_PFRC2_(), Mole_fraction_C5H6-L_PFRC2_(), Mole_fraction_C5H81-3_PFRC2_(), Mole_fraction_C5H8-2_PFRC2_(), Mole_fraction_C5H82-3_PFRC2_(), Mole_fraction_C5H8D14_PFRC2_(), Mole_fraction_C6H2_PFRC2_(), Mole_fraction_C6H5C2H_PFRC2_(), Mole_fraction_C6H5C2H3_PFRC2_(), Mole_fraction_C6H5C2H5_PFRC2_(), Mole_fraction_C6H5CCH2_PFRC2_(), Mole_fraction_C6H5CH2_PFRC2_(), Mole_fraction_C6H5CH2OH_PFRC2_(), Mole_fraction_C6H5CH3_PFRC2_(), Mole_fraction_C6H5CHO_PFRC2_(), Mole_fraction_C6H5O_PFRC2_(), Mole_fraction_C6H5OH_PFRC2_(), Mole_fraction_C6H6_PFRC2_(), Mole_fraction_C6H8_PFRC2_(), Mole_fraction_C7H6_PFRC2_(), Mole_fraction_C9H6O_PFRC2_(), Mole_fraction_C9H7_PFRC2_(), Mole_fraction_CC3H4_PFRC2_(), Mole_fraction_CC3H6_PFRC2_(), Mole_fraction_CC5H10_PFRC2_(), Mole_fraction_C-C6H4_PFRC2_(), Mole_fraction_CH2CHCHCHCCH_PFRC2_(), Mole_fraction_CH2CHOCHO_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH3CHCO_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Mole_fraction_CH3COCH3_PFRC2_(), Mole_fraction_CH3COCHO_PFRC2_(), Mole_fraction_CH3COOH_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CHOCHO_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_CVCCVCCVO_PFRC2_(), Mole_fraction_CYPENTN-4MTHNE_PFRC2_(), Mole_fraction_FLUORENE_PFRC2_(), Mole_fraction_FULVENE_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_H2_PFRC2_(), Mole_fraction_H2C4O_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_H2O2_PFRC2_(), Mole_fraction_HCCOH_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_HO2_PFRC2_(), Mole_fraction_HOC6H4CH3_PFRC2_(), Mole_fraction_HOCHO_PFRC2_(), Mole_fraction_I3C6D13_PFRC2_(), Mole_fraction_IC3H5OH_PFRC2_(), Mole_fraction_IC4H10_PFRC2_(), Mole_fraction_IC4H8_PFRC2_(), Mole_fraction_IC5D1T3_PFRC2_(), Mole_fraction_IND_PFRC2_(), Mole_fraction_L-C6H4_PFRC2_(), Mole_fraction_N2_PFRC2_(), Mole_fraction_NAPH_PFRC2_(), Mole_fraction_NC5D124_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_OC5H7O_PFRC2_(), Mole_fraction_OC6H4CH3_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_SC3H5OH_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
1.350000e-01, 0.000000e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.650958e-01, 1.314957e-01, 5.349056e+07, 1.431568e+03, 0.000000e+00, 1.431568e+03, 4.700000e+06, 1.583108e-08, 3.929929e-07, 1.178061e-08, 2.949031e-07, 5.061721e-08, 1.051931e-07, 1.291050e-03, 1.205239e-07, 1.232009e-07, 1.518311e-08, 4.410790e-06, 5.607049e-03, 4.601648e-08, 4.279016e-07, 6.838165e-08, 4.413574e-07, 6.626328e-04, 4.997741e-08, 6.504493e-07, 3.044800e-05, 8.553037e-05, 1.178501e-06, 4.258074e-08, 2.451152e-04, 7.119065e-06, 6.756216e-08, 1.122475e-06, 1.316018e-05, 2.091456e-08, 3.729892e-08, 1.678598e-05, 6.456514e-07, 1.194819e-06, 1.014005e-06, 3.363899e-08, 2.018710e-06, 1.087702e-06, 1.607278e-08, 1.931784e-08, 5.956000e-08, 4.250179e-08, 3.793170e-07, 1.154044e-07, 5.356493e-07, 5.802190e-07, 1.456717e-08, 1.652959e-05, 8.647952e-03, 3.644397e-07, 6.589240e-08, 1.367468e-08, 1.050039e-07, 2.594025e-08, 2.574677e-05, 2.622155e-05, 1.781033e-06, 1.198817e-07, 4.315204e-07, 1.027035e-08, 5.611048e-05, 8.794892e-08, 8.680009e-08, 1.974098e-05, 1.602774e-03, 5.560858e-08, 8.658658e-09, 7.753795e-06, 2.191635e-06, 1.782558e-08, 3.743213e-07, 1.071052e-08, 2.539800e-06, 2.499591e-08, 3.598546e-08, 6.310894e-06, 8.445619e-06, 1.286500e-05, 8.957417e-08, 8.721407e-06, 2.639519e-08, 7.138616e-05, 1.399323e-07, 2.623441e-06, 1.775909e-01, 1.609485e-08, 1.025350e-01, 1.097734e-01, 1.440454e-07, 4.534615e-08, 8.679791e-08, 7.755781e-07, 5.343376e-07, 1.502310e-01, 1.123750e-08, 4.359300e-01, 5.766282e-08, 9.039856e-08, 5.725862e-09, 3.297293e-07, 1.840312e-06, 3.507333e-07, 1.059477e-08, 7.835777e-07, 2.818501e-08, 1.579768e-06, 2.778502e-07, 7.762985e-05, 3.132789e-07, 5.041675e-03, 4.483640e-07, 1.859049e-07, 3.131136e-04, 7.901406e-07, 9.283387e-08, 4.207475e-08, 1.326050e-08, 1.981662e-02, 7.824935e+00, 2.485269e+05, 2.490048e+05
1.350560e-01, 3.393814e-04, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.651876e-01, 1.314957e-01, 3.096623e+07, 1.432274e+03, -3.279871e+05, 1.432274e+03, 4.700012e+06, 1.487933e-08, 3.836870e-07, 1.156028e-08, 2.949821e-07, 5.063475e-08, 1.052291e-07, 1.294038e-03, 1.155957e-07, 9.854042e-08, 1.430917e-08, 4.253476e-06, 5.606777e-03, 2.912300e-08, 4.059824e-07, 6.235102e-08, 4.391853e-07, 6.481822e-04, 3.734100e-08, 6.305538e-07, 3.061663e-05, 8.588051e-05, 1.137054e-06, 4.241204e-08, 2.451716e-04, 6.638621e-06, 6.285002e-08, 1.124339e-06, 1.319321e-05, 1.959090e-08, 3.543203e-08, 1.669256e-05, 5.919760e-07, 1.123106e-06, 9.827603e-07, 3.173694e-08, 1.888027e-06, 1.077677e-06, 1.472091e-08, 1.784259e-08, 5.570351e-08, 3.872614e-08, 3.698736e-07, 1.078889e-07, 5.004521e-07, 5.420759e-07, 1.346082e-08, 1.668951e-05, 8.650908e-03, 3.630375e-07, 6.564838e-08, 1.361213e-08, 1.028897e-07, 2.599446e-08, 2.575560e-05, 2.625926e-05, 1.643234e-06, 1.325420e-07, 4.169342e-07, 1.013371e-08, 5.634871e-05, 7.335596e-08, 7.383581e-08, 1.948199e-05, 1.603256e-03, 5.563960e-08, 8.756788e-09, 7.503272e-06, 2.154927e-06, 1.796827e-08, 3.747159e-07, 9.611289e-09, 2.560952e-06, 2.500345e-08, 3.365017e-08, 5.623673e-06, 6.847017e-06, 1.230251e-05, 8.883848e-08, 8.465691e-06, 2.485203e-08, 7.140520e-05, 1.390461e-07, 2.590498e-06, 1.775064e-01, 1.016950e-08, 1.025679e-01, 1.098053e-01, 1.440284e-07, 4.535231e-08, 8.682790e-08, 7.747715e-07, 5.113485e-07, 1.502975e-01, 1.116644e-08, 4.360041e-01, 3.619801e-08, 9.135934e-08, 5.428559e-09, 2.076029e-07, 1.830332e-06, 3.511520e-07, 1.059761e-08, 7.829318e-07, 2.589823e-08, 1.575923e-06, 2.781623e-07, 7.814091e-05, 3.140224e-07, 5.041345e-03, 4.493678e-07, 1.860643e-07, 2.047742e-04, 7.903514e-07, 8.909438e-08, 3.995474e-08, 1.256408e-08, 1.981532e-02, 7.820585e+00, 2.484401e+05, 2.489099e+05
1.354202e-01, 2.541962e-03, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.653857e-01, 1.314957e-01, -8.382863e+05, 1.433433e+03, -3.279871e+05, 1.433433e+03, 4.700012e+06, 1.260002e-08, 3.438083e-07, 1.053074e-08, 2.964458e-07, 5.074774e-08, 1.054474e-07, 1.317313e-03, 1.029737e-07, 2.068355e-08, 5.437201e-09, 3.702719e-06, 5.493361e-03, 7.605775e-10, 3.473631e-07, 4.083683e-08, 4.236125e-07, 5.782368e-04, 9.235431e-09, 5.992824e-07, 3.169820e-05, 8.881210e-05, 1.020760e-06, 4.112672e-08, 2.410809e-04, 5.346608e-06, 4.926121e-08, 1.147348e-06, 1.344307e-05, 1.613327e-08, 3.112427e-08, 1.577311e-05, 4.875772e-07, 9.683462e-07, 8.933249e-07, 2.638602e-08, 1.540376e-06, 1.018590e-06, 1.138229e-08, 1.385776e-08, 4.642792e-08, 1.127150e-08, 3.457528e-07, 8.969421e-08, 4.157010e-07, 4.502568e-07, 1.408865e-08, 1.721249e-05, 8.668556e-03, 3.465432e-07, 6.138348e-08, 1.259087e-08, 9.401164e-08, 2.489070e-08, 2.582246e-05, 2.722809e-05, 1.342422e-06, 1.756825e-07, 3.880077e-07, 8.953366e-09, 5.868150e-05, 1.837330e-08, 3.822679e-08, 1.505011e-05, 1.607051e-03, 5.481526e-08, 9.312177e-09, 3.344723e-06, 2.173500e-06, 1.869780e-08, 3.688892e-07, 7.036986e-09, 1.801042e-06, 2.493063e-08, 7.215693e-09, 2.921020e-06, 1.764277e-06, 1.093107e-05, 7.014681e-08, 7.206181e-06, 1.855407e-08, 7.141541e-05, 1.050486e-07, 2.149038e-06, 1.773459e-01, 2.996601e-10, 1.026572e-01, 1.099245e-01, 1.427344e-07, 4.441229e-08, 8.702033e-08, 7.709402e-07, 4.560656e-07, 1.508095e-01, 1.114397e-08, 4.357986e-01, 9.221928e-10, 9.498154e-08, 4.729094e-09, 5.447821e-09, 1.652981e-06, 3.517915e-07, 1.049417e-08, 7.652735e-07, 2.012922e-08, 1.548856e-06, 2.857574e-07, 8.439392e-05, 2.739225e-07, 5.039384e-03, 4.737322e-07, 1.900714e-07, 5.912217e-06, 7.904684e-07, 7.128619e-08, 3.500751e-08, 1.042537e-08, 1.980761e-02, 7.811218e+00, 2.481336e+05, 2.485219e+05
1.355691e-01, 3.442278e-03, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.654113e-01, 1.314957e-01, -2.089702e+06, 1.433495e+03, -3.279871e+05, 1.433495e+03, 4.700012e+06, 1.227205e-08, 3.356972e-07, 1.033750e-08, 2.968329e-07, 5.079627e-08, 1.055407e-07, 1.314327e-03, 1.006971e-07, 1.420404e-08, 4.213873e-09, 3.609452e-06, 5.435718e-03, 1.422167e-11, 3.379198e-07, 3.762238e-08, 4.185191e-07, 5.667929e-04, 8.197920e-09, 5.960594e-07, 3.175970e-05, 8.898824e-05, 9.990472e-07, 4.065153e-08, 2.387258e-04, 5.165415e-06, 4.726316e-08, 1.143443e-06, 1.336589e-05, 1.564697e-08, 3.073799e-08, 1.549578e-05, 4.764170e-07, 9.495184e-07, 8.804163e-07, 2.550866e-08, 1.488596e-06, 1.002710e-06, 1.086397e-08, 1.327794e-08, 4.451825e-08, 3.209626e-09, 3.360294e-07, 8.592415e-08, 3.981335e-07, 4.312236e-07, 2.481856e-08, 1.695568e-05, 8.675779e-03, 3.400952e-07, 6.016756e-08, 1.232713e-08, 9.167041e-08, 2.187920e-08, 2.585060e-05, 2.763986e-05, 1.451911e-06, 1.784814e-07, 4.315631e-07, 9.329709e-09, 6.660364e-05, 1.557994e-08, 3.312881e-08, 1.365745e-05, 1.603409e-03, 5.415766e-08, 9.579135e-09, 2.208322e-06, 2.183014e-06, 1.874050e-08, 3.652826e-07, 6.696083e-09, 1.308857e-06, 2.484474e-08, 2.951479e-09, 2.650934e-06, 1.485679e-06, 1.075429e-05, 6.339513e-08, 7.040304e-06, 1.781707e-08, 7.140767e-05, 9.400852e-08, 2.061781e-06, 1.773413e-01, 8.255589e-11, 1.026702e-01, 1.099644e-01, 1.420743e-07, 4.375727e-08, 8.710560e-08, 7.669974e-07, 4.491750e-07, 1.509965e-01, 1.108636e-08, 4.356371e-01, 2.761408e-13, 9.471901e-08, 4.651189e-09, 7.933592e-13, 6.532246e-07, 3.520488e-07, 1.042403e-08, 7.570394e-07, 1.936097e-08, 1.536460e-06, 2.863443e-07, 8.564959e-05, 2.238637e-07, 5.038817e-03, 4.856825e-07, 1.922193e-07, 8.276048e-10, 7.903826e-07, 2.263455e-09, 3.440006e-08, 1.009408e-08, 1.980538e-02, 7.810007e+00, 2.480566e+05, 2.484172e+05
1.366511e-01, 9.980695e-03, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.655732e-01, 1.314957e-01, -1.839774e+06, 1.433972e+03, -3.279871e+05, 1.433972e+03, 4.700012e+06, 1.112875e-08, 2.951527e-07, 9.330204e-09, 2.766206e-07, 5.114767e-08, 1.062873e-07, 1.240294e-03, 9.358746e-08, 1.270658e-08, 3.081315e-09, 3.329889e-06, 5.093749e-03, 1.308952e-11, 3.134760e-07, 3.440584e-08, 3.903332e-07, 5.350881e-04, 7.739542e-09, 5.615092e-07, 2.999278e-05, 8.403575e-05, 9.212641e-07, 3.763773e-08, 2.224417e-04, 4.726699e-06, 4.187048e-08, 1.015349e-06, 1.187578e-05, 1.406797e-08, 2.730461e-08, 1.378412e-05, 4.385285e-07, 8.719720e-07, 8.098983e-07, 2.242482e-08, 1.342612e-06, 9.108204e-07, 9.249668e-09, 1.151024e-08, 3.749091e-08, 9.970388e-10, 2.841098e-07, 7.145379e-08, 3.309418e-07, 3.584398e-07, 2.764728e-08, 1.450058e-05, 8.724952e-03, 2.977743e-07, 5.368010e-08, 1.090687e-08, 7.953615e-08, 3.122812e-09, 2.587336e-05, 2.939136e-05, 2.025078e-06, 1.877747e-07, 6.265927e-07, 1.370054e-08, 9.871268e-05, 1.679876e-08, 2.594964e-08, 1.083690e-05, 1.595707e-03, 4.697036e-08, 1.029435e-08, 2.918912e-07, 2.056940e-06, 1.774217e-08, 3.406476e-07, 5.766129e-09, 1.463556e-07, 2.312159e-08, 1.163831e-11, 2.516812e-06, 1.409433e-06, 1.060555e-05, 4.864795e-08, 6.513676e-06, 1.640561e-08, 7.136158e-05, 7.471299e-08, 1.958580e-06, 1.773391e-01, 7.991597e-11, 1.027287e-01, 1.102478e-01, 1.373824e-07, 3.737055e-08, 8.778270e-08, 7.508827e-07, 4.463915e-07, 1.521824e-01, 9.764964e-09, 4.345288e-01, 1.349621e-13, 8.884084e-08, 4.611476e-09, 1.185244e-14, 2.120064e-07, 3.515824e-07, 9.652198e-09, 7.004507e-07, 1.751395e-08, 1.428136e-06, 2.563683e-07, 8.153587e-05, 2.877599e-08, 5.035565e-03, 5.554229e-07, 1.929742e-07, 1.504506e-13, 7.898717e-07, 6.915418e-10, 3.391348e-08, 9.201389e-09, 1.979260e-02, 7.802370e+00, 2.474570e+05, 2.477777e+05
1.416696e-01, 4.023418e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.661490e-01, 1.314957e-01, -3.195241e+06, 1.434710e+03, -3.279871e+05, 1.434710e+03, 4.700012e+06, 7.899953e-09, 2.016977e-07, 6.686212e-09, 1.806129e-07, 5.290990e-08, 1.107758e-07, 1.003378e-03, 7.482032e-08, 9.560233e-09, 2.192410e-09, 2.632911e-06, 4.222549e-03, 1.052698e-11, 2.571586e-07, 2.624387e-08, 3.191858e-07, 4.635493e-04, 6.280437e-09, 4.243980e-07, 2.346691e-05, 6.567017e-05, 7.098326e-07, 2.890190e-08, 1.772977e-04, 3.728672e-06, 3.016368e-08, 6.620714e-07, 7.976084e-06, 9.669143e-09, 1.647151e-08, 9.523443e-06, 3.126441e-07, 6.236467e-07, 5.846096e-07, 1.527445e-08, 9.778803e-07, 6.718827e-07, 5.817683e-09, 7.572128e-09, 3.026547e-08, 7.518899e-10, 2.361851e-07, 5.674694e-08, 2.626523e-07, 2.844667e-07, 2.171765e-08, 1.244576e-05, 8.877199e-03, 2.101655e-07, 3.534281e-08, 7.539336e-09, 5.519513e-08, 1.021697e-09, 2.387144e-05, 2.535725e-05, 1.914018e-06, 1.568910e-07, 6.299380e-07, 1.339022e-08, 1.032552e-04, 1.690713e-08, 2.478220e-08, 1.069342e-05, 1.646753e-03, 2.615666e-08, 7.691081e-09, 1.579981e-07, 1.560913e-06, 1.392080e-08, 2.718427e-07, 3.725476e-09, 7.048383e-08, 1.284530e-08, 7.702397e-12, 2.151660e-06, 1.246121e-06, 1.015010e-05, 3.936699e-08, 5.195755e-06, 1.280355e-08, 7.115090e-05, 6.743189e-08, 1.800933e-06, 1.764735e-01, 7.225524e-11, 1.030620e-01, 1.111698e-01, 1.175320e-07, 2.109525e-08, 9.114016e-08, 7.541217e-07, 4.437695e-07, 1.573033e-01, 6.111478e-09, 4.301176e-01, 1.205384e-13, 6.931475e-08, 4.573773e-09, 4.763052e-16, 2.119161e-07, 3.510415e-07, 5.831794e-09, 5.350024e-07, 1.311284e-08, 1.095535e-06, 1.600684e-07, 6.382033e-05, 1.179491e-08, 5.020699e-03, 7.758041e-07, 1.250083e-07, 1.294003e-14, 7.875365e-07, 6.812755e-10, 3.243362e-08, 6.921608e-09, 1.973417e-02, 7.775333e+00, 2.448502e+05, 2.451621e+05
1.470000e-01, 7.226975e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.666210e-01, 1.314957e-01, -3.362173e+06, 1.434559e+03, -3.279871e+05, 1.434559e+03, 4.700012e+06, 6.267160e-09, 1.593708e-07, 5.376169e-09, 1.382049e-07, 5.504820e-08, 1.169056e-07, 8.739247e-04, 6.552023e-08, 8.019076e-09, 1.787327e-09, 2.286384e-06, 3.788911e-03, 9.207728e-12, 2.321544e-07, 2.205179e-08, 2.838013e-07, 4.306923e-04, 5.502995e-09, 3.504314e-07, 1.974667e-05, 5.522799e-05, 5.999251e-07, 2.403550e-08, 1.531163e-04, 3.284298e-06, 2.522579e-08, 4.993315e-07, 6.214156e-06, 7.573491e-09, 1.204682e-08, 7.578249e-06, 2.503465e-07, 4.999344e-07, 4.696826e-07, 1.222304e-08, 8.020309e-07, 5.545959e-07, 4.462606e-09, 5.924485e-09, 2.682070e-08, 6.416394e-10, 2.134980e-07, 5.001838e-08, 2.315440e-07, 2.507764e-07, 1.903659e-08, 1.147484e-05, 8.972934e-03, 1.704746e-07, 2.684921e-08, 5.963889e-09, 4.460888e-08, 7.806307e-10, 2.086625e-05, 2.234028e-05, 1.758044e-06, 1.352551e-07, 5.970224e-07, 1.231457e-08, 1.002631e-04, 1.665093e-08, 2.378402e-08, 1.046389e-05, 1.662367e-03, 1.850718e-08, 6.397435e-09, 1.241357e-07, 1.269926e-06, 1.169876e-08, 2.346783e-07, 2.894694e-09, 5.527406e-08, 8.213181e-09, 6.923015e-12, 1.941473e-06, 1.161047e-06, 9.814582e-06, 3.512290e-08, 4.535341e-06, 1.100949e-08, 7.094192e-05, 6.348362e-08, 1.692875e-06, 1.750192e-01, 6.735733e-11, 1.036351e-01, 1.116382e-01, 9.961813e-08, 1.510225e-08, 9.480115e-08, 7.494485e-07, 4.455600e-07, 1.620103e-01, 4.442655e-09, 4.263902e-01, 1.129798e-13, 5.815942e-08, 4.614182e-09, 4.097710e-16, 1.992537e-07, 3.520891e-07, 3.882361e-09, 4.441865e-07, 1.107489e-08, 9.112504e-07, 1.172129e-07, 5.303741e-05, 9.402516e-09, 5.005952e-03, 9.491569e-07, 8.990089e-08, 1.444118e-14, 7.852199e-07, 6.354784e-10, 3.137142e-08, 5.778905e-09, 1.967620e-02, 7.753308e+00, 2.424649e+05, 2.427712e+05
1.590000e-01, 1.440823e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.675731e-01, 1.314957e-01, -3.114657e+06, 1.434464e+03, -3.279871e+05, 1.434464e+03, 4.700012e+06, 4.470511e-09, 1.159075e-07, 3.937121e-09, 9.702494e-08, 6.051823e-08, 1.340362e-07, 7.241639e-04, 5.545948e-08, 6.331156e-09, 1.364830e-09, 1.899817e-06, 3.292747e-03, 7.711216e-12, 2.062904e-07, 1.726310e-08, 2.426851e-07, 3.933131e-04, 4.647123e-09, 2.689926e-07, 1.538676e-05, 4.300825e-05, 4.758318e-07, 1.835604e-08, 1.245107e-04, 2.797001e-06, 2.004222e-08, 3.395445e-07, 4.447456e-06, 5.412211e-09, 8.063744e-09, 5.554213e-06, 1.838048e-07, 3.669118e-07, 3.441448e-07, 9.152151e-09, 6.089937e-07, 4.239673e-07, 3.154675e-09, 4.272783e-09, 2.267950e-08, 5.170429e-10, 1.861386e-07, 4.201724e-08, 1.945252e-07, 2.106837e-07, 1.588199e-08, 1.023549e-05, 9.094757e-03, 1.293380e-07, 1.823702e-08, 4.333871e-09, 3.390030e-08, 5.253410e-10, 1.556804e-05, 1.815816e-05, 1.503982e-06, 1.070556e-07, 5.340302e-07, 1.048465e-08, 9.218512e-05, 1.599095e-08, 2.182029e-08, 9.806488e-06, 1.634226e-03, 1.191517e-08, 5.016880e-09, 8.564696e-08, 9.151168e-07, 9.106388e-09, 1.907948e-07, 2.074675e-09, 3.775796e-08, 4.610166e-09, 6.017831e-12, 1.696098e-06, 1.069098e-06, 9.370207e-06, 3.064257e-08, 3.780633e-06, 8.972312e-09, 7.053411e-05, 5.841661e-08, 1.545231e-06, 1.718290e-01, 6.125995e-11, 1.055604e-01, 1.116310e-01, 6.868456e-08, 9.846819e-09, 1.030997e-07, 7.255870e-07, 4.551357e-07, 1.702271e-01, 2.839176e-09, 4.201516e-01, 1.041148e-13, 4.528744e-08, 4.794266e-09, 3.845269e-16, 1.738939e-07, 3.564130e-07, 2.293231e-09, 3.386925e-07, 8.815732e-09, 6.940706e-07, 7.564974e-08, 3.924943e-05, 6.732017e-09, 4.977175e-03, 1.241935e-06, 5.756400e-08, 2.255369e-14, 7.806985e-07, 5.514337e-10, 3.009709e-08, 4.496172e-09, 1.956310e-02, 7.709253e+00, 2.379233e+05, 2.382202e+05
1.710000e-01, 2.154954e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.684996e-01, 1.314957e-01, -2.887252e+06, 1.435237e+03, -3.279871e+05, 1.435237e+03, 4.700012e+06, 3.553962e-09, 9.454930e-08, 3.193239e-09, 7.823961e-08, 6.656627e-08, 1.541413e-07, 6.459735e-04, 5.051151e-08, 5.455202e-09, 1.153970e-09, 1.695167e-06, 3.013205e-03, 6.919253e-12, 1.929108e-07, 1.467153e-08, 2.187759e-07, 3.700901e-04, 4.236505e-09, 2.299224e-07, 1.311332e-05, 3.663704e-05, 4.112413e-07, 1.535623e-08, 1.085407e-04, 2.512742e-06, 1.718871e-08, 2.690051e-07, 3.622470e-06, 4.396375e-09, 6.394199e-09, 4.546469e-06, 1.512115e-07, 3.012882e-07, 2.814912e-07, 7.632274e-09, 5.072388e-07, 3.543448e-07, 2.515017e-09, 3.447047e-09, 2.018310e-08, 4.470477e-10, 1.695226e-07, 3.708637e-08, 1.715760e-07, 1.858218e-07, 1.400507e-08, 9.403246e-06, 9.158631e-03, 1.086680e-07, 1.418519e-08, 3.543153e-09, 2.858261e-08, 4.072196e-10, 1.235884e-05, 1.539717e-05, 1.311723e-06, 8.981643e-08, 4.837790e-07, 9.183630e-09, 8.429480e-05, 1.529380e-08, 2.015053e-08, 9.117907e-06, 1.569308e-03, 9.113991e-09, 4.299292e-09, 6.527684e-08, 7.208606e-07, 7.789577e-09, 1.665831e-07, 1.667737e-09, 2.882961e-08, 3.237062e-09, 5.495865e-12, 1.574127e-06, 1.027401e-06, 9.155818e-06, 2.838677e-08, 3.361583e-06, 7.851601e-09, 7.018411e-05, 5.529650e-08, 1.458353e-06, 1.690386e-01, 5.812405e-11, 1.079251e-01, 1.109026e-01, 4.715365e-08, 7.574596e-09, 1.114383e-07, 6.961089e-07, 4.685124e-07, 1.764634e-01, 2.150078e-09, 4.155289e-01, 1.001900e-13, 3.879629e-08, 5.023825e-09, 3.895913e-16, 1.534799e-07, 3.615261e-07, 1.672152e-09, 2.827392e-07, 7.548432e-09, 5.766958e-07, 5.704395e-08, 3.126944e-05, 5.391748e-09, 4.952478e-03, 1.461907e-06, 4.357991e-08, 4.231569e-14, 7.768169e-07, 4.883248e-10, 2.966657e-08, 3.812626e-09, 1.946602e-02, 7.666863e+00, 2.340348e+05, 2.343241e+05
