Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mass_fraction_AC5H10_PFRC2_(), Mass_fraction_B12DE3M_PFRC2_(), Mass_fraction_B13DE2M_PFRC2_(), Mass_fraction_BC5H10_PFRC2_(), Mass_fraction_BUTA123TRIENE_PFRC2_(), Mass_fraction_C14H10_PFRC2_(), Mass_fraction_C14H12_PFRC2_(), Mass_fraction_C16H10_PFRC2_(), Mass_fraction_C2H2_PFRC2_(), Mass_fraction_C2H3_PFRC2_(), Mass_fraction_C2H3CHO_PFRC2_(), Mass_fraction_C2H3COCH3_PFRC2_(), Mass_fraction_C2H3OH_PFRC2_(), Mass_fraction_C2H4_PFRC2_(), Mass_fraction_C2H4O1-2_PFRC2_(), Mass_fraction_C2H5_PFRC2_(), Mass_fraction_C2H5CHCO_PFRC2_(), Mass_fraction_C2H5CHO_PFRC2_(), Mass_fraction_C2H5OH_PFRC2_(), Mass_fraction_C2H6_PFRC2_(), Mass_fraction_C2HCHO_PFRC2_(), Mass_fraction_C3H3_PFRC2_(), Mass_fraction_C3H4-A_PFRC2_(), Mass_fraction_C3H4-P_PFRC2_(), Mass_fraction_C3H5-A_PFRC2_(), Mass_fraction_C3H5OH_PFRC2_(), Mass_fraction_C3H6_PFRC2_(), Mass_fraction_C3H8_PFRC2_(), Mass_fraction_C4H10_PFRC2_(), Mass_fraction_C4H2_PFRC2_(), Mass_fraction_C4H4_PFRC2_(), Mass_fraction_C4H5-2_PFRC2_(), Mass_fraction_C4H5-2C2H_PFRC2_(), Mass_fraction_C4H5-I_PFRC2_(), Mass_fraction_C4H6_PFRC2_(), Mass_fraction_C4H6-1_PFRC2_(), Mass_fraction_C4H612_PFRC2_(), Mass_fraction_C4H6-2_PFRC2_(), Mass_fraction_C4H71-3_PFRC2_(), Mass_fraction_C4H71-3OH_PFRC2_(), Mass_fraction_C4H8-1_PFRC2_(), Mass_fraction_C4H8-2_PFRC2_(), Mass_fraction_C5H10-1_PFRC2_(), Mass_fraction_C5H10-2_PFRC2_(), Mass_fraction_C5H4CH3_PFRC2_(), Mass_fraction_C5H4O_PFRC2_(), Mass_fraction_C5H5_PFRC2_(), Mass_fraction_C5H5CH3_PFRC2_(), Mass_fraction_C5H5CH3-1_PFRC2_(), Mass_fraction_C5H5CH3-2_PFRC2_(), Mass_fraction_C5H5OH_PFRC2_(), Mass_fraction_C5H6_PFRC2_(), Mass_fraction_C5H6-L_PFRC2_(), Mass_fraction_C5H8-1_PFRC2_(), Mass_fraction_C5H81-2_PFRC2_(), Mass_fraction_C5H81-3_PFRC2_(), Mass_fraction_C5H8-2_PFRC2_(), Mass_fraction_C5H82-3_PFRC2_(), Mass_fraction_C5H8D14_PFRC2_(), Mass_fraction_C6H10D13_PFRC2_(), Mass_fraction_C6H10D14_PFRC2_(), Mass_fraction_C6H10D24_PFRC2_(), Mass_fraction_C6H2_PFRC2_(), Mass_fraction_C6H5C2H_PFRC2_(), Mass_fraction_C6H5C2H3_PFRC2_(), Mass_fraction_C6H5C2H5_PFRC2_(), Mass_fraction_C6H5CCH2_PFRC2_(), Mass_fraction_C6H5CH2_PFRC2_(), Mass_fraction_C6H5CH2OH_PFRC2_(), Mass_fraction_C6H5CH3_PFRC2_(), Mass_fraction_C6H5CHCH3_PFRC2_(), Mass_fraction_C6H5CHO_PFRC2_(), Mass_fraction_C6H5O_PFRC2_(), Mass_fraction_C6H5OH_PFRC2_(), Mass_fraction_C6H6_PFRC2_(), Mass_fraction_C6H8_PFRC2_(), Mass_fraction_C7H6_PFRC2_(), Mass_fraction_C9H6O_PFRC2_(), Mass_fraction_C9H7_PFRC2_(), Mass_fraction_CC3H4_PFRC2_(), Mass_fraction_CC3H6_PFRC2_(), Mass_fraction_CC5H10_PFRC2_(), Mass_fraction_C-C6H4_PFRC2_(), Mass_fraction_CH2CHCHCHCCH_PFRC2_(), Mass_fraction_CH2CHOCHO_PFRC2_(), Mass_fraction_CH2CO_PFRC2_(), Mass_fraction_CH2O_PFRC2_(), Mass_fraction_CH3_PFRC2_(), Mass_fraction_CH3CHCO_PFRC2_(), Mass_fraction_CH3CHO_PFRC2_(), Mass_fraction_CH3COCH3_PFRC2_(), Mass_fraction_CH3COCHO_PFRC2_(), Mass_fraction_CH3COOH_PFRC2_(), Mass_fraction_CH3OH_PFRC2_(), Mass_fraction_CH4_PFRC2_(), Mass_fraction_CHOCHO_PFRC2_(), Mass_fraction_CO_PFRC2_(), Mass_fraction_CO2_PFRC2_(), Mass_fraction_CVCCVCCVO_PFRC2_(), Mass_fraction_CYPENTN-4MTHNE_PFRC2_(), Mass_fraction_FLUORENE_PFRC2_(), Mass_fraction_FULVENE_PFRC2_(), Mass_fraction_H_PFRC2_(), Mass_fraction_H2_PFRC2_(), Mass_fraction_H2C4O_PFRC2_(), Mass_fraction_H2O_PFRC2_(), Mass_fraction_H2O2_PFRC2_(), Mass_fraction_HCCOH_PFRC2_(), Mass_fraction_HCO_PFRC2_(), Mass_fraction_HO2_PFRC2_(), Mass_fraction_HOC6H4CH3_PFRC2_(), Mass_fraction_HOCHO_PFRC2_(), Mass_fraction_I3C6D13_PFRC2_(), Mass_fraction_I3C6D15_PFRC2_(), Mass_fraction_IC3H5CHO_PFRC2_(), Mass_fraction_IC3H5OH_PFRC2_(), Mass_fraction_IC3H6CO_PFRC2_(), Mass_fraction_IC4H10_PFRC2_(), Mass_fraction_IC4H7_PFRC2_(), Mass_fraction_IC4H8_PFRC2_(), Mass_fraction_IC5D1T3_PFRC2_(), Mass_fraction_IC6D14_PFRC2_(), Mass_fraction_IND_PFRC2_(), Mass_fraction_L-C6H4_PFRC2_(), Mass_fraction_N2_PFRC2_(), Mass_fraction_NAPH_PFRC2_(), Mass_fraction_NC5D124_PFRC2_(), Mass_fraction_NH3_PFRC2_(), Mass_fraction_O2_PFRC2_(), Mass_fraction_OC5H7O_PFRC2_(), Mass_fraction_OC6H4CH3_PFRC2_(), Mass_fraction_OH_PFRC2_(), Mass_fraction_SC3H5CHO_PFRC2_(), Mass_fraction_SC3H5OH_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Heat_capacity_ratio_PFRC2_(), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
0.000000e+00, 0.000000e+00, 1.130973e+01, 1.017876e+01, 1.130973e+01, 1.621109e-03, 1.317000e-01, 1.211678e+08, 1.396342e+03, 0.000000e+00, 1.396342e+03, 4.700000e+06, 1.968226e-07, 5.709939e-08, 3.616291e-06, 1.250394e-07, 1.050239e-06, 2.487362e-07, 2.593655e-08, 4.684446e-07, 1.798275e-03, 1.769139e-07, 1.746038e-06, 3.443399e-07, 1.511263e-05, 1.093595e-02, 5.066030e-07, 8.715780e-07, 4.346128e-08, 7.014169e-07, 1.703950e-06, 1.679203e-03, 5.328370e-07, 1.309949e-06, 7.957709e-05, 2.256610e-04, 4.004141e-06, 2.277927e-07, 9.023398e-04, 3.931902e-05, 6.750952e-07, 3.083706e-06, 4.385598e-05, 1.026856e-07, 2.998825e-07, 2.808807e-08, 9.557380e-05, 3.716579e-06, 6.527961e-06, 5.368282e-06, 2.170988e-07, 4.567864e-08, 1.684377e-05, 7.095516e-06, 2.350085e-07, 2.718993e-07, 4.876029e-07, 6.462736e-07, 1.635758e-06, 1.104885e-06, 5.302439e-06, 5.753200e-06, 1.656493e-07, 7.219120e-05, 1.940762e-02, 3.874816e-08, 6.018270e-08, 3.028352e-06, 5.523861e-07, 1.101917e-07, 8.769186e-07, 6.508296e-08, 4.468225e-08, 5.038250e-08, 2.677560e-07, 1.721662e-04, 2.346108e-04, 2.338801e-05, 5.063988e-07, 2.435705e-06, 7.690738e-08, 3.355789e-04, 6.586581e-08, 1.709781e-06, 1.003722e-06, 1.924294e-04, 7.050749e-03, 6.588355e-07, 6.468517e-08, 4.348136e-04, 2.048029e-05, 3.879255e-08, 1.284299e-06, 1.675606e-07, 5.104023e-05, 2.257977e-07, 7.011057e-07, 3.673607e-05, 4.252348e-05, 9.974977e-06, 7.522898e-07, 3.845402e-05, 2.531998e-07, 4.203422e-04, 1.405806e-06, 6.395304e-06, 1.695786e-01, 1.807466e-07, 1.371539e-01, 2.149306e-01, 2.266364e-06, 5.697280e-07, 3.096160e-07, 3.126906e-06, 1.944361e-08, 1.253719e-02, 5.197370e-08, 4.129575e-01, 3.021607e-07, 1.889088e-07, 7.172021e-09, 1.386018e-06, 1.544583e-05, 8.444216e-07, 1.435904e-07, 4.803814e-08, 4.169017e-08, 4.400376e-06, 1.246007e-07, 2.863395e-07, 4.094305e-08, 9.810923e-06, 1.870593e-06, 8.149086e-08, 7.564816e-04, 4.013305e-06, 6.222399e-03, 3.246815e-06, 1.005941e-06, 3.354128e-12, 1.346898e-03, 6.378050e-06, 6.985664e-07, 2.995471e-08, 6.145507e-08, 9.455575e-08, 1.971548e-02, 7.981394e+00, 1.177550e+00, 2.729905e+05, 2.743330e+05
4.819873e-07, 2.971548e-04, 1.130973e+01, 1.017876e+01, 1.130973e+01, 1.622806e-03, 1.317000e-01, 7.905517e+07, 1.397658e+03, -3.276450e+05, 1.397658e+03, 4.700000e+06, 1.815775e-07, 5.656053e-08, 3.539920e-06, 1.227535e-07, 1.050991e-06, 2.489378e-07, 2.600215e-08, 4.688165e-07, 1.805415e-03, 1.679721e-07, 1.518068e-06, 3.321133e-07, 1.443746e-05, 1.094867e-02, 3.569272e-07, 8.118474e-07, 4.280661e-08, 6.438335e-07, 1.692130e-06, 1.656428e-03, 4.374908e-07, 1.262265e-06, 8.023300e-05, 2.269606e-04, 3.825661e-06, 2.264593e-07, 9.042492e-04, 3.728324e-05, 6.197054e-07, 3.092586e-06, 4.405919e-05, 9.532564e-08, 2.854025e-07, 2.630214e-08, 9.533410e-05, 3.309487e-06, 6.056644e-06, 5.223617e-06, 2.007348e-07, 4.567029e-08, 1.551470e-05, 7.029821e-06, 2.086114e-07, 2.458200e-07, 4.469709e-07, 6.070849e-07, 1.597124e-06, 1.018379e-06, 4.881255e-06, 5.295869e-06, 1.537534e-07, 7.358024e-05, 1.942300e-02, 3.879134e-08, 6.022804e-08, 3.025339e-06, 5.510756e-07, 1.098812e-07, 8.619138e-07, 5.712829e-08, 4.410087e-08, 5.020576e-08, 2.685578e-07, 1.723029e-04, 2.347141e-04, 2.127449e-05, 5.819575e-07, 2.354717e-06, 7.627566e-08, 3.383109e-04, 5.797744e-08, 1.527960e-06, 8.552267e-07, 1.908655e-04, 7.055472e-03, 6.597547e-07, 6.574059e-08, 4.299320e-04, 2.008800e-05, 3.931286e-08, 1.289132e-06, 1.442454e-07, 5.171361e-05, 2.259861e-07, 6.801159e-07, 3.373117e-05, 3.694653e-05, 9.386498e-06, 7.484302e-07, 3.716963e-05, 2.400151e-07, 4.206302e-04, 1.402538e-06, 6.323777e-06, 1.694439e-01, 1.279606e-07, 1.372560e-01, 2.150904e-01, 2.267538e-06, 5.702617e-07, 3.098654e-07, 3.108957e-06, 1.833004e-08, 1.254936e-02, 5.142868e-08, 4.131637e-01, 2.105575e-07, 1.921090e-07, 6.619005e-09, 9.718912e-07, 1.540420e-05, 8.417157e-07, 1.437147e-07, 4.826130e-08, 3.864216e-08, 4.398053e-06, 1.240826e-07, 2.582377e-07, 3.857480e-08, 9.797654e-06, 1.874284e-06, 8.165022e-08, 7.638413e-04, 4.028606e-06, 6.222399e-03, 3.254499e-06, 1.007384e-06, 3.356860e-12, 9.956738e-04, 6.382423e-06, 6.620298e-07, 2.779558e-08, 5.542332e-08, 8.849947e-08, 1.971342e-02, 7.973046e+00, 1.177512e+00, 2.728365e+05, 2.741609e+05
4.707397e-06, 2.896263e-03, 1.130973e+01, 1.017876e+01, 1.130973e+01, 1.627032e-03, 1.317000e-01, 2.102325e+06, 1.400229e+03, -3.276450e+05, 1.400229e+03, 4.700000e+06, 1.289854e-07, 4.812344e-08, 2.952461e-06, 1.038409e-07, 1.063955e-06, 2.507277e-07, 2.829342e-08, 4.716244e-07, 1.924143e-03, 1.350433e-07, 2.213807e-07, 1.125788e-07, 1.080139e-05, 1.082045e-02, 2.404209e-08, 5.965165e-07, 1.975189e-08, 2.711735e-07, 1.603823e-06, 1.375461e-03, 5.035113e-08, 1.160597e-06, 8.800937e-05, 2.486611e-04, 3.096051e-06, 2.156331e-07, 9.004830e-04, 2.422385e-05, 3.779837e-07, 3.330225e-06, 4.780469e-05, 6.554115e-08, 2.210799e-07, 1.906409e-08, 8.895820e-05, 2.206099e-06, 4.553315e-06, 4.431199e-06, 1.409973e-07, 4.304612e-08, 1.025439e-05, 6.476853e-06, 1.255641e-07, 1.485521e-07, 3.272323e-07, 1.611641e-07, 1.557830e-06, 7.626089e-07, 3.646451e-06, 3.955684e-06, 7.452616e-08, 8.912352e-05, 1.953869e-02, 4.028397e-08, 6.190644e-08, 2.871779e-06, 5.019194e-07, 9.811097e-08, 7.560397e-07, 3.840402e-08, 3.692422e-08, 4.564415e-08, 2.967839e-07, 1.735223e-04, 2.379883e-04, 1.336587e-05, 1.141543e-06, 1.987123e-06, 6.046308e-08, 3.665063e-04, 3.430344e-08, 2.316363e-07, 3.286072e-07, 1.369020e-04, 7.102772e-03, 6.598589e-07, 7.676711e-08, 2.679427e-04, 2.084270e-05, 4.369299e-08, 1.287203e-06, 7.633215e-08, 5.327689e-05, 2.273719e-07, 2.425059e-07, 1.064911e-05, 6.078926e-06, 7.235799e-06, 5.328562e-07, 2.572433e-05, 1.273563e-07, 4.213432e-04, 1.006226e-06, 4.486737e-06, 1.691231e-01, 9.411797e-09, 1.375159e-01, 2.159414e-01, 2.258586e-06, 5.669907e-07, 3.119695e-07, 3.044307e-06, 1.426796e-08, 1.265961e-02, 5.184277e-08, 4.133952e-01, 1.453964e-08, 2.209516e-07, 4.708143e-09, 6.819019e-08, 1.447748e-05, 8.182227e-07, 1.424833e-07, 5.034303e-08, 1.149808e-08, 4.268221e-06, 9.325782e-08, 1.527977e-07, 3.133699e-08, 9.685809e-06, 2.027708e-06, 8.624970e-08, 9.271984e-04, 4.434328e-06, 6.222399e-03, 3.558109e-06, 1.044249e-06, 3.378625e-12, 8.635754e-05, 6.393720e-06, 5.455348e-07, 2.056836e-08, 2.902121e-08, 5.968490e-08, 1.969840e-02, 7.952339e+00, 1.177554e+00, 2.724179e+05, 2.733884e+05
9.090548e-06, 5.589616e-03, 1.130973e+01, 1.017876e+01, 1.130973e+01, 1.627607e-03, 1.317000e-01, -1.608004e+06, 1.400162e+03, -3.276450e+05, 1.400162e+03, 4.700000e+06, 1.202420e-07, 4.616062e-08, 2.810602e-06, 9.987758e-08, 1.088008e-06, 2.527818e-07, 3.269805e-08, 4.745065e-07, 1.941118e-03, 1.268765e-07, 7.470279e-08, 4.345499e-08, 9.956275e-06, 1.054900e-02, 3.845435e-11, 5.495672e-07, 7.634930e-09, 2.163879e-07, 1.557243e-06, 1.293004e-03, 2.442162e-08, 1.181952e-06, 9.054689e-05, 2.561405e-04, 2.907534e-06, 2.086009e-07, 8.810863e-04, 2.186486e-05, 3.346584e-07, 3.394823e-06, 4.824927e-05, 6.068714e-08, 2.282511e-07, 1.749304e-08, 8.577131e-05, 2.121085e-06, 4.413200e-06, 4.349507e-06, 1.290223e-07, 4.032526e-08, 9.263195e-06, 6.256696e-06, 1.100511e-07, 1.319815e-07, 2.998543e-07, 6.901926e-09, 1.508585e-06, 7.032245e-07, 3.362763e-06, 3.647950e-06, 1.930769e-07, 9.061814e-05, 1.964927e-02, 4.006886e-08, 6.188872e-08, 2.771116e-06, 4.766349e-07, 9.305344e-08, 7.171967e-07, 3.495254e-08, 3.451184e-08, 4.321266e-08, 2.700682e-07, 1.748648e-04, 2.500023e-04, 1.381099e-05, 1.332508e-06, 2.189898e-06, 5.971491e-08, 4.292486e-04, 3.383691e-08, 9.508539e-08, 1.947202e-07, 9.701386e-05, 7.151512e-03, 6.502729e-07, 8.660100e-08, 1.411402e-04, 2.237316e-05, 4.498344e-08, 1.258840e-06, 6.630693e-08, 3.503972e-05, 2.282904e-07, 5.660835e-08, 6.916830e-06, 2.626348e-06, 6.829865e-06, 3.549363e-07, 2.360639e-05, 1.104188e-07, 4.213842e-04, 6.396045e-07, 3.701931e-06, 1.691130e-01, 2.525712e-10, 1.374722e-01, 2.165704e-01, 2.243296e-06, 5.552267e-07, 3.144017e-07, 3.033066e-06, 1.354651e-08, 1.274219e-02, 5.240161e-08, 4.130382e-01, 3.874791e-13, 2.242482e-07, 4.424931e-09, 1.094079e-12, 6.510371e-06, 8.174188e-07, 1.403494e-07, 5.076257e-08, 6.313806e-09, 4.144237e-06, 6.260790e-08, 1.362544e-07, 3.008342e-08, 9.570120e-06, 2.134504e-06, 9.179778e-08, 1.034724e-03, 3.508227e-06, 6.222399e-03, 4.000371e-06, 1.107566e-06, 3.398542e-12, 1.098340e-09, 6.394418e-06, 1.778206e-08, 1.928331e-08, 2.569675e-08, 5.416254e-08, 1.969048e-02, 7.949526e+00, 1.177635e+00, 2.723017e+05, 2.730278e+05
2.737343e-05, 1.681836e-02, 1.130973e+01, 1.017876e+01, 1.130973e+01, 1.628815e-03, 1.317000e-01, -7.242145e+05, 1.399814e+03, -3.276450e+05, 1.399814e+03, 4.700000e+06, 1.042894e-07, 3.868897e-08, 2.343596e-06, 8.644009e-08, 1.006579e-06, 2.619958e-07, 8.014868e-08, 4.891182e-07, 1.766625e-03, 1.136955e-07, 6.214561e-08, 2.224147e-08, 8.850684e-06, 9.665533e-03, 3.402115e-11, 4.995593e-07, 1.510409e-09, 1.893237e-07, 1.420235e-06, 1.209227e-03, 2.211739e-08, 1.088906e-06, 8.295045e-05, 2.344361e-04, 2.570336e-06, 1.838782e-07, 7.952006e-04, 1.965227e-05, 2.882030e-07, 2.715250e-06, 3.967963e-05, 5.164432e-08, 1.964068e-07, 1.447688e-08, 7.265246e-05, 1.909961e-06, 3.933476e-06, 3.860865e-06, 1.085046e-07, 3.299349e-08, 8.006870e-06, 5.471072e-06, 8.926981e-08, 1.092461e-07, 2.314502e-07, 6.795416e-09, 1.185242e-06, 5.416700e-07, 2.591111e-06, 2.810904e-06, 1.779085e-07, 7.287344e-05, 2.005042e-02, 3.353876e-08, 5.213991e-08, 2.291216e-06, 4.088771e-07, 7.812881e-08, 5.874543e-07, 2.724215e-08, 2.733984e-08, 3.472093e-08, 3.291274e-08, 1.785377e-04, 2.716499e-04, 2.003446e-05, 1.414989e-06, 3.307584e-06, 8.912095e-08, 6.722429e-04, 4.196215e-08, 1.034019e-07, 1.237975e-07, 6.321306e-05, 7.325211e-03, 5.440028e-07, 7.882783e-08, 1.213501e-05, 2.144344e-05, 4.109702e-08, 1.135187e-06, 5.455148e-08, 3.030054e-06, 2.137448e-07, 1.190305e-10, 6.222165e-06, 2.365537e-06, 6.632726e-06, 1.889510e-07, 2.114105e-05, 9.797356e-08, 4.213842e-04, 3.222399e-07, 3.328636e-06, 1.692510e-01, 2.370794e-10, 1.369930e-01, 2.189445e-01, 2.180206e-06, 4.511507e-07, 3.269091e-07, 2.921397e-06, 1.340791e-08, 1.300364e-02, 4.107096e-08, 4.114305e-01, 1.542400e-13, 1.992612e-07, 4.358257e-09, 4.953903e-14, 1.768726e-06, 8.123972e-07, 1.268117e-07, 4.852439e-08, 3.152730e-09, 3.663804e-06, 1.425006e-08, 1.199795e-07, 2.662279e-08, 8.575860e-06, 1.824544e-06, 1.010889e-07, 1.014691e-03, 3.599275e-07, 6.222399e-03, 5.396959e-06, 1.207178e-06, 3.464752e-12, 7.013054e-12, 6.394413e-06, 4.624498e-09, 1.863360e-08, 2.132836e-08, 4.728133e-08, 1.967099e-02, 7.943631e+00, 1.177824e+00, 2.715371e+05, 2.720329e+05
1.394854e-04, 8.555483e-02, 1.130973e+01, 1.017876e+01, 1.130973e+01, 1.632519e-03, 1.317000e-01, -1.248791e+06, 1.396446e+03, -3.276450e+05, 1.396446e+03, 4.700000e+06, 5.342748e-08, 1.771854e-08, 1.091313e-06, 4.527842e-08, 4.263309e-07, 3.224899e-07, 1.840742e-07, 6.312236e-07, 1.132470e-03, 7.238035e-08, 3.534819e-08, 1.134326e-08, 5.641264e-06, 6.942688e-03, 2.211758e-11, 3.570433e-07, 8.279528e-10, 1.131426e-07, 1.007372e-06, 9.833274e-04, 1.393000e-08, 5.704074e-07, 4.865304e-05, 1.373659e-04, 1.515778e-06, 1.058151e-07, 5.171681e-04, 1.367755e-05, 1.715342e-07, 1.070937e-06, 1.784819e-05, 2.338605e-08, 6.318354e-08, 6.431275e-09, 3.590411e-05, 9.438545e-07, 1.966226e-06, 1.965140e-06, 5.382746e-08, 1.543576e-08, 4.452577e-06, 3.114239e-06, 4.031503e-08, 5.215663e-08, 1.359612e-07, 3.576855e-09, 7.411206e-07, 3.209722e-07, 1.540442e-06, 1.671388e-06, 1.009609e-07, 4.969435e-05, 2.136568e-02, 1.434295e-08, 2.230904e-08, 1.111145e-06, 1.764975e-07, 3.605934e-08, 2.790356e-07, 1.683435e-08, 1.028953e-08, 1.367678e-08, 2.259957e-09, 1.637975e-04, 2.091986e-04, 1.822831e-05, 9.917394e-07, 3.203351e-06, 7.927102e-08, 7.270853e-04, 3.345517e-08, 1.055273e-07, 1.149484e-07, 6.431349e-05, 8.256046e-03, 1.743319e-07, 3.249259e-08, 1.885289e-06, 1.209053e-05, 2.363643e-08, 7.328636e-07, 2.551589e-08, 3.480569e-07, 7.176702e-08, 2.433108e-11, 4.253711e-06, 1.769075e-06, 5.866549e-06, 1.246877e-07, 1.397167e-05, 6.145051e-08, 4.213842e-04, 2.468243e-07, 2.731822e-06, 1.692569e-01, 1.842100e-10, 1.346376e-01, 2.296358e-01, 1.841101e-06, 1.477578e-07, 4.070585e-07, 2.849555e-06, 1.294722e-08, 1.420061e-02, 1.460426e-08, 4.042006e-01, 1.113226e-13, 1.130261e-07, 4.155539e-09, 1.880372e-15, 1.716379e-06, 7.961473e-07, 5.166762e-08, 2.251470e-08, 1.455201e-09, 2.107431e-06, 3.339445e-09, 7.442875e-08, 1.427178e-08, 5.064591e-06, 7.007723e-07, 4.518224e-08, 6.277178e-04, 3.619545e-08, 6.222399e-03, 9.298741e-06, 5.119965e-07, 3.706172e-12, 6.856839e-13, 6.394386e-06, 4.239777e-09, 1.607231e-08, 9.999657e-09, 2.743680e-08, 1.957914e-02, 7.925611e+00, 1.178825e+00, 2.671869e+05, 2.676528e+05
5.130304e-04, 3.141766e-01, 1.130973e+01, 1.017876e+01, 1.130973e+01, 1.634338e-03, 1.317000e-01, -8.654982e+05, 1.385833e+03, -3.276450e+05, 1.385833e+03, 4.700000e+06, 2.082266e-08, 6.459012e-09, 4.185671e-07, 1.918957e-08, 1.257269e-07, 5.111607e-07, 1.440457e-07, 1.271027e-06, 5.812312e-04, 3.728070e-08, 1.680653e-08, 4.888987e-09, 3.014312e-06, 4.498102e-03, 1.202816e-11, 2.323207e-07, 3.783892e-10, 5.598798e-08, 6.509946e-07, 7.884422e-04, 7.094705e-09, 2.119908e-07, 2.149340e-05, 6.077955e-05, 7.027460e-07, 4.661097e-08, 2.835107e-04, 9.040436e-06, 9.354820e-08, 2.668950e-07, 5.678675e-06, 7.376407e-09, 1.654958e-08, 2.038958e-09, 1.383764e-05, 3.446940e-07, 7.292491e-07, 7.410645e-07, 2.147501e-08, 5.700199e-09, 2.015336e-06, 1.454457e-06, 1.487654e-08, 2.065424e-08, 7.946861e-08, 1.827231e-09, 4.674117e-07, 1.969456e-07, 9.550934e-07, 1.036831e-06, 5.778266e-08, 3.616160e-05, 2.253584e-02, 4.338011e-09, 6.777257e-09, 4.751845e-07, 5.383758e-08, 1.332930e-08, 1.183956e-07, 1.141231e-08, 2.820626e-09, 4.193574e-09, 5.739180e-10, 8.243745e-05, 1.224730e-04, 1.311716e-05, 4.939612e-07, 2.353540e-06, 5.001786e-08, 6.419594e-04, 2.023640e-08, 9.648178e-08, 8.897671e-08, 5.780266e-05, 8.620921e-03, 4.322546e-08, 1.426192e-08, 6.686735e-07, 4.555244e-06, 9.851396e-09, 3.927389e-07, 9.869691e-09, 1.072269e-07, 1.068859e-08, 1.594441e-11, 2.578406e-06, 1.284745e-06, 4.664767e-06, 7.652896e-08, 8.054472e-06, 3.436142e-08, 4.213842e-04, 1.950120e-07, 2.006110e-06, 1.679025e-01, 1.250762e-10, 1.331861e-01, 2.440534e-01, 1.116959e-06, 3.877227e-08, 5.784038e-07, 2.588644e-06, 1.180996e-08, 1.615223e-02, 3.104574e-09, 3.933377e-01, 7.241016e-14, 4.648312e-08, 3.880664e-09, 4.379331e-16, 1.285057e-06, 7.963219e-07, 1.086680e-08, 4.368200e-09, 6.418893e-10, 9.421588e-07, 1.516995e-09, 4.123516e-08, 5.625964e-09, 2.360799e-06, 1.764837e-07, 1.077510e-08, 2.762775e-04, 1.169938e-08, 6.222399e-03, 1.389771e-05, 1.194027e-07, 4.226074e-12, 2.659466e-14, 6.394308e-06, 2.869618e-09, 1.212461e-08, 3.758510e-09, 1.294973e-08, 1.940871e-02, 7.916790e+00, 1.181040e+00, 2.595315e+05, 2.599704e+05
