Run_number_(), Inlet_mole_fraction_NCNO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NCNOH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NCO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NEC6_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NEC6-1_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NEC6-1O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NEC6-3_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NEC6-3O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NEC6-4_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NEC6-4O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NEC6D3_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NEC6D3-1_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NEC6OH3-4J_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NEC6OH4-3J_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NEOC5H11_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NEOC5H11O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NEOC5H12_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NEOC5KEJOL_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NEOC5KETOX_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NH2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NH2OH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NH3_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NNH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NO2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NO3_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_O2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_O2C2H4OH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_O2CCHOOJ_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_O2CH2CHO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_O2CH2OCH2O2H_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_O2CHO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_OC4H5O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_OC4H6O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_OC5H7O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_OC6H4CH2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_OC6H4CH3_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_OC6H4OH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_OCH2CHO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_OCH2O2H_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_OCH2OCHO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_OCH3C6H4O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_OCHCH2CH2O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_OCHO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_OH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_OHV_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_OVCC(VC)COJ_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_OVCCCJVO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_OVCCCVO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_OVCCVCCVO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_P13DE1J_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_PC2H4OH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_PC3H4OH-1_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_PC3H4OH-2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_PC4H8CHO-1_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_PC4H8CHO-2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_PC4H8CHO-3_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_PC4H8CHO-4_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_PC4H8OH-1_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_PC4H8OH-2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_PC4H8OH-3_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_PC4H8OH-4_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_PC4H9_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_PC4H9CHO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_PC4H9CO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_PC4H9O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_SC2H2OH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_SC2H4OH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_SC3H4OH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_SC3H5CHO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_SC3H5CO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_SC3H5OCH2-1_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_SC3H5OH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_SC4H7OH-I_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_SC4H7OH-IP_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_SC4H7O-I_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_SC4H7OOH-I_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_SC4H8CHO-1_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_SC4H8CHO-2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_SC4H8CHO-3_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_SC4H8OH-1_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_SC4H8OH-2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_SC4H8OH-3_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_SC4H9_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_SC4H9CHO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_SC4H9CO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_SC4H9O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_TC3H6CHO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_TC3H6OCHO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_TC3H6OH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_TC4H8CHO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_TC4H9_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_TC4H9CHO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_TC4H9CO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_TC4H9O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_XC6_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_XC6-1_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_XC6-1O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_XC6-2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_XC6-2O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_XC6D1_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_XC6D1-1A_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_XC6D1-1AO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_XC6D13_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_XC6D1-3_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_XC6D13-1AR_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_XC6D1-3O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_XC6D1-4_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_XC6D2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_XC6OH1-2J_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_XC6OH2-1J_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_XC6OH2-3J_of_C1__PSR_to_C2__PFR_PFRC2_(), Area_PFRC2_(cm2), Cycle_time_PFRC2_(sec), Ambient_temperature_PFRC2_(K), Surface_material_area_fraction_PFRC2_()
7.000000e+00, 3.994420e-22, 8.625573e-21, 1.753843e-16, 2.006639e-16, 3.721341e-18, 6.726866e-26, 2.782968e-18, 1.338855e-25, 4.389743e-19, 2.274145e-26, 1.651953e-14, 2.251418e-16, 1.172557e-21, 1.260612e-21, 6.234832e-16, 7.781881e-24, 5.142134e-14, 1.346309e-21, 2.391716e-24, 4.911248e-16, 1.520662e-13, 4.289295e-17, 5.977158e-10, 1.167534e-12, 1.792981e-12, 4.866687e-16, 2.740968e-22, 7.481612e-09, 5.202792e-04, 6.976006e-16, 1.129386e-24, 9.723121e-16, 4.419006e-26, 1.930912e-11, 9.837667e-27, 7.935334e-26, 1.702139e-08, 1.120924e-12, 2.972563e-08, 2.054303e-11, 8.777383e-19, 9.356024e-17, 1.363647e-19, 6.125648e-15, 5.484874e-20, 1.327156e-11, 1.086367e-06, 2.398043e-17, 8.236512e-12, 3.951297e-15, 3.401509e-14, 8.899172e-15, 3.333556e-12, 1.265770e-10, 4.317893e-15, 1.277717e-11, 6.094267e-18, 1.606644e-18, 5.304540e-17, 4.241679e-19, 4.386538e-16, 2.051765e-15, 1.649694e-17, 5.067970e-17, 1.269395e-12, 4.443830e-16, 3.130627e-18, 3.412334e-19, 1.768336e-09, 4.306244e-11, 2.721757e-09, 7.857882e-11, 2.061323e-13, 2.687516e-16, 4.866686e-10, 4.957208e-13, 2.384711e-15, 4.147251e-21, 9.194934e-24, 1.177059e-18, 9.522399e-18, 3.710053e-18, 1.130135e-15, 7.327476e-16, 2.520753e-15, 8.099471e-12, 1.696159e-16, 9.719678e-18, 4.757935e-19, 5.074536e-15, 9.207135e-25, 8.285985e-14, 6.442071e-19, 4.071104e-12, 1.401663e-17, 8.243275e-19, 3.525011e-20, 3.388320e-16, 6.972488e-18, 1.914938e-25, 2.006231e-17, 3.856058e-26, 5.357987e-13, 1.034794e-14, 4.509654e-14, 2.663256e-11, 8.412835e-14, 2.293675e-12, 3.814231e-23, 3.249857e-15, 6.802045e-14, 7.944059e-21, 1.708704e-20, 1.072857e-20, 1.539380e+02, 2.320000e+02, 2.981500e+02, 1.000000e+00
