Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mass_fraction_N2_PFRC2_(), Mass_fraction_H2_PFRC2_(), Mass_fraction_H_PFRC2_(), Mass_fraction_O2_PFRC2_(), Mass_fraction_H2O_PFRC2_(), Mass_fraction_OH_PFRC2_(), Mass_fraction_HO2_PFRC2_(), Mass_fraction_CO_PFRC2_(), Mass_fraction_CO2_PFRC2_(), Mass_fraction_CH4_PFRC2_(), Mass_fraction_CH3_PFRC2_(), Mass_fraction_CH3OH_PFRC2_(), Mass_fraction_CH2O_PFRC2_(), Mass_fraction_HCO_PFRC2_(), Mass_fraction_HOCHO_PFRC2_(), Mass_fraction_C2H6_PFRC2_(), Mass_fraction_C2H5_PFRC2_(), Mass_fraction_C2H4_PFRC2_(), Mass_fraction_C2H3_PFRC2_(), Mass_fraction_CHCHO_PFRC2_(), Mass_fraction_C2H2_PFRC2_(), Mass_fraction_CH3CHO_PFRC2_(), Mass_fraction_C2H3OH_PFRC2_(), Mass_fraction_CH2CO_PFRC2_(), Mass_fraction_HCCOH_PFRC2_(), Mass_fraction_C3H6_PFRC2_(), Mass_fraction_CH3CHCO_PFRC2_(), Mass_fraction_C3H4-P_PFRC2_(), Mass_fraction_C3H4-A_PFRC2_(), Mass_fraction_C3H3_PFRC2_(), Mass_fraction_C4H4_PFRC2_(), Mass_fraction_C4H2_PFRC2_(), Mass_fraction_C6H6_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
8.790000e-01, 2.650893e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.768288e-01, 1.766303e-01, 4.590252e+05, 1.671946e+03, 2.501106e+04, 1.671946e+03, 4.700076e+06, 4.456110e-03, 3.344470e-02, 4.990866e-07, 6.092176e-12, 2.813159e-01, 4.404846e-07, 4.224381e-14, 4.701572e-01, 2.105824e-01, 3.846779e-05, 2.212105e-08, 2.038888e-08, 3.205828e-06, 1.840721e-07, 7.870975e-07, 6.493739e-11, 3.098403e-13, 1.592510e-09, 3.774851e-13, -4.968027e-09, 1.678953e-09, 2.130194e-10, 1.088004e-11, 5.862268e-09, 9.132430e-13, 3.063875e-14, 7.203499e-14, 8.981623e-14, 3.265726e-14, 6.664752e-16, 8.737359e-16, -7.834471e-17, -1.114598e-16, 1.853998e-02, 6.268409e+00, 4.448681e+01, 4.692016e+01
8.910000e-01, 2.694248e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.767125e-01, 1.766303e-01, 5.190655e+05, 1.671245e+03, 2.501106e+04, 1.671245e+03, 4.700076e+06, 4.456110e-03, 3.344909e-02, 4.957443e-07, 6.095681e-12, 2.812761e-01, 4.366198e-07, 4.176907e-14, 4.700943e-01, 2.106805e-01, 3.875327e-05, 2.212917e-08, 2.045653e-08, 3.206303e-06, 1.832217e-07, 7.875914e-07, 6.571331e-11, 3.115674e-13, 1.604470e-09, 3.775934e-13, -4.414673e-09, 1.681502e-09, 2.144142e-10, 1.093379e-11, 5.877004e-09, 9.111369e-13, 2.930799e-14, 7.256929e-14, 8.433940e-14, 3.069270e-14, 7.227680e-16, 7.912423e-16, -7.147800e-17, -1.058859e-16, 1.853999e-02, 6.271042e+00, 4.481678e+01, 4.725013e+01
9.030000e-01, 2.737622e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.765967e-01, 1.766303e-01, 6.147536e+05, 1.670546e+03, 2.501106e+04, 1.670546e+03, 4.700076e+06, 4.456110e-03, 3.345347e-02, 4.924367e-07, 6.100161e-12, 2.812363e-01, 4.328042e-07, 4.130469e-14, 4.700315e-01, 2.107784e-01, 3.903879e-05, 2.213588e-08, 2.052392e-08, 3.206776e-06, 1.823782e-07, 7.880837e-07, 6.648415e-11, 3.132371e-13, 1.616155e-09, 3.776496e-13, -3.861214e-09, 1.683650e-09, 2.158057e-10, 1.098680e-11, 5.891422e-09, 9.088617e-13, 2.768088e-14, 7.308857e-14, 7.779498e-14, 2.834753e-14, 7.905805e-16, 6.929113e-16, -6.321890e-17, -9.882860e-17, 1.854001e-02, 6.273668e+00, 4.514679e+01, 4.758013e+01
9.150000e-01, 2.781014e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.764813e-01, 1.766304e-01, 7.512015e+05, 1.669850e+03, 2.501106e+04, 1.669850e+03, 4.700076e+06, 4.456110e-03, 3.345784e-02, 4.891638e-07, 6.105615e-12, 2.811967e-01, 4.290380e-07, 4.085064e-14, 4.699688e-01, 2.108761e-01, 3.932433e-05, 2.214117e-08, 2.059105e-08, 3.207248e-06, 1.815415e-07, 7.885745e-07, 6.724992e-11, 3.148496e-13, 1.627564e-09, 3.776535e-13, -3.307652e-09, 1.685396e-09, 2.171941e-10, 1.103910e-11, 5.905523e-09, 9.064172e-13, 2.575741e-14, 7.359283e-14, 7.018296e-14, 2.562175e-14, 8.699127e-16, 5.787430e-16, -5.356743e-17, -9.028807e-17, 1.854002e-02, 6.276287e+00, 4.547683e+01, 4.791017e+01
9.270000e-01, 2.824425e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.763663e-01, 1.766304e-01, 9.334876e+05, 1.669157e+03, 2.501106e+04, 1.669157e+03, 4.700076e+06, 4.456110e-03, 3.346220e-02, 4.859256e-07, 6.112044e-12, 2.811571e-01, 4.253212e-07, 4.040695e-14, 4.699063e-01, 2.109736e-01, 3.960990e-05, 2.214505e-08, 2.065792e-08, 3.207719e-06, 1.807117e-07, 7.890638e-07, 6.801061e-11, 3.164047e-13, 1.638698e-09, 3.776053e-13, -2.753987e-09, 1.686739e-09, 2.185793e-10, 1.109067e-11, 5.919306e-09, 9.038036e-13, 2.353759e-14, 7.408206e-14, 6.150334e-14, 2.251535e-14, 9.607646e-16, 4.487374e-16, -4.252357e-17, -8.026427e-17, 1.854003e-02, 6.278898e+00, 4.580690e+01, 4.824024e+01
9.390000e-01, 2.867853e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.762518e-01, 1.766305e-01, 1.166656e+06, 1.668467e+03, 2.501106e+04, 1.668467e+03, 4.700076e+06, 4.456110e-03, 3.346655e-02, 4.827220e-07, 6.119448e-12, 2.811176e-01, 4.216536e-07, 3.997360e-14, 4.698439e-01, 2.110708e-01, 3.989550e-05, 2.214751e-08, 2.072453e-08, 3.208189e-06, 1.798887e-07, 7.895515e-07, 6.876623e-11, 3.179026e-13, 1.649557e-09, 3.775049e-13, -2.200217e-09, 1.687681e-09, 2.199613e-10, 1.114152e-11, 5.932772e-09, 9.010208e-13, 2.102141e-14, 7.455626e-14, 5.175613e-14, 1.902835e-14, 1.063136e-15, 3.028945e-16, -3.008732e-17, -6.875720e-17, 1.854004e-02, 6.281501e+00, 4.613701e+01, 4.857035e+01
9.510000e-01, 2.911301e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.761377e-01, 1.766305e-01, 1.455718e+06, 1.667778e+03, 2.501106e+04, 1.667778e+03, 4.700076e+06, 4.456110e-03, 3.347089e-02, 4.795531e-07, 6.127825e-12, 2.810782e-01, 4.180354e-07, 3.955060e-14, 4.697816e-01, 2.111678e-01, 4.018113e-05, 2.214856e-08, 2.079089e-08, 3.208659e-06, 1.790725e-07, 7.900377e-07, 6.951678e-11, 3.193431e-13, 1.660140e-09, 3.773524e-13, -1.646344e-09, 1.688221e-09, 2.213401e-10, 1.119164e-11, 5.945921e-09, 8.980688e-13, 1.820887e-14, 7.501544e-14, 4.094133e-14, 1.516073e-14, 1.177027e-15, 1.412142e-16, -1.625870e-17, -5.576685e-17, 1.854006e-02, 6.284097e+00, 4.646715e+01, 4.890050e+01
9.630000e-01, 2.954763e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.760251e-01, 1.766305e-01, 1.545683e+06, 1.667100e+03, 2.501106e+04, 1.667100e+03, 4.700076e+06, 4.456110e-03, 3.347517e-02, 4.764338e-07, 6.119437e-12, 2.810393e-01, 4.144733e-07, 3.911049e-14, 4.697202e-01, 2.112636e-01, 4.046178e-05, 2.215154e-08, 2.085681e-08, 3.209122e-06, 1.782689e-07, 7.905171e-07, 7.028024e-11, 3.209282e-13, 1.671317e-09, 3.773958e-13, -1.205884e-09, 1.690087e-09, 2.226976e-10, 1.124244e-11, 5.959102e-09, 8.959121e-13, 1.626244e-14, 7.551435e-14, 3.372059e-14, 1.260013e-14, 1.267637e-15, 2.829080e-17, -6.458116e-18, -4.517564e-17, 1.854007e-02, 6.286659e+00, 4.679153e+01, 4.922489e+01
9.750000e-01, 2.998241e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.759140e-01, 1.766305e-01, 1.486373e+06, 1.666430e+03, 2.501106e+04, 1.666430e+03, 4.700076e+06, 4.456110e-03, 3.347940e-02, 4.733617e-07, 6.097014e-12, 2.810009e-01, 4.109665e-07, 3.865750e-14, 4.696595e-01, 2.113582e-01, 4.073820e-05, 2.215595e-08, 2.092232e-08, 3.209581e-06, 1.774771e-07, 7.909906e-07, 7.105385e-11, 3.226267e-13, 1.682954e-09, 3.775969e-13, -8.613548e-10, 1.693014e-09, 2.240365e-10, 1.129370e-11, 5.972262e-09, 8.944022e-13, 1.500311e-14, 7.604456e-14, 2.937606e-14, 1.108666e-14, 1.340323e-15, -4.582275e-17, 1.491187e-19, -3.638571e-17, 1.854008e-02, 6.289191e+00, 4.711104e+01, 4.954440e+01
9.870000e-01, 3.041737e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.758037e-01, 1.766306e-01, 1.433855e+06, 1.665765e+03, 2.501106e+04, 1.665765e+03, 4.700076e+06, 4.456110e-03, 3.348361e-02, 4.703283e-07, 6.070716e-12, 2.809627e-01, 4.075108e-07, 3.820735e-14, 4.695991e-01, 2.114523e-01, 4.101329e-05, 2.215985e-08, 2.098752e-08, 3.210038e-06, 1.766937e-07, 7.914612e-07, 7.182730e-11, 3.243231e-13, 1.694554e-09, 3.778137e-13, -5.477520e-10, 1.696011e-09, 2.253673e-10, 1.134462e-11, 5.985200e-09, 8.929867e-13, 1.376519e-14, 7.657471e-14, 2.523821e-14, 9.653896e-15, 1.415016e-15, -1.181167e-16, 6.667051e-18, -2.717377e-17, 1.854010e-02, 6.291708e+00, 4.742899e+01, 4.986237e+01
9.990000e-01, 3.085250e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.756940e-01, 1.766306e-01, 1.394277e+06, 1.665104e+03, 2.501106e+04, 1.665104e+03, 4.700076e+06, 4.456110e-03, 3.348780e-02, 4.673337e-07, 6.040544e-12, 2.809247e-01, 4.041064e-07, 3.776004e-14, 4.695391e-01, 2.115459e-01, 4.128703e-05, 2.216326e-08, 2.105242e-08, 3.210493e-06, 1.759187e-07, 7.919288e-07, 7.260060e-11, 3.260173e-13, 1.706115e-09, 3.780461e-13, -2.650754e-10, 1.699078e-09, 2.266899e-10, 1.139520e-11, 5.997916e-09, 8.916657e-13, 1.254867e-14, 7.710480e-14, 2.130704e-14, 8.301835e-15, 1.491716e-15, -1.885910e-16, 1.309568e-17, -1.753982e-17, 1.854011e-02, 6.294209e+00, 4.774540e+01, 5.017879e+01
1.011000e+00, 3.128780e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.755852e-01, 1.766306e-01, 1.373725e+06, 1.664447e+03, 2.501106e+04, 1.664447e+03, 4.700076e+06, 4.456110e-03, 3.349196e-02, 4.643778e-07, 6.006496e-12, 2.808869e-01, 4.007531e-07, 3.731558e-14, 4.694794e-01, 2.116390e-01, 4.155943e-05, 2.216617e-08, 2.111702e-08, 3.210945e-06, 1.751521e-07, 7.923935e-07, 7.337374e-11, 3.277095e-13, 1.717639e-09, 3.782942e-13, -1.332495e-11, 1.702216e-09, 2.280043e-10, 1.144543e-11, 6.010411e-09, 8.904392e-13, 1.135356e-14, 7.763483e-14, 1.758256e-14, 7.030477e-15, 1.570422e-15, -2.572456e-16, 1.943500e-17, -7.483864e-18, 1.854012e-02, 6.296696e+00, 4.806025e+01, 5.049366e+01
1.023000e+00, 3.172328e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.754770e-01, 1.766306e-01, 1.378223e+06, 1.663795e+03, 2.501106e+04, 1.663795e+03, 4.700076e+06, 4.456110e-03, 3.349610e-02, 4.614607e-07, 5.968573e-12, 2.808493e-01, 3.974511e-07, 3.687395e-14, 4.694200e-01, 2.117316e-01, 4.183048e-05, 2.216857e-08, 2.118130e-08, 3.211395e-06, 1.743939e-07, 7.928552e-07, 7.414673e-11, 3.293994e-13, 1.729126e-09, 3.785579e-13, 2.074993e-10, 1.705424e-09, 2.293106e-10, 1.149533e-11, 6.022684e-09, 8.893071e-13, 1.017986e-14, 7.816481e-14, 1.406475e-14, 5.839825e-15, 1.651135e-15, -3.240807e-16, 2.568503e-17, 2.994100e-18, 1.854013e-02, 6.299167e+00, 4.837355e+01, 5.080717e+01
1.035000e+00, 3.215894e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.753696e-01, 1.766307e-01, 1.413735e+06, 1.663148e+03, 2.501106e+04, 1.663148e+03, 4.700076e+06, 4.456110e-03, 3.350022e-02, 4.585823e-07, 5.926775e-12, 2.808120e-01, 3.942003e-07, 3.643517e-14, 4.693609e-01, 2.118236e-01, 4.210020e-05, 2.217049e-08, 2.124528e-08, 3.211843e-06, 1.736441e-07, 7.933139e-07, 7.491955e-11, 3.310873e-13, 1.740574e-09, 3.788373e-13, 3.973974e-10, 1.708703e-09, 2.306088e-10, 1.154489e-11, 6.034735e-09, 8.882695e-13, 9.027558e-15, 7.869473e-14, 1.075362e-14, 4.729877e-15, 1.733854e-15, -3.890961e-16, 3.184575e-17, 1.389407e-17, 1.854014e-02, 6.301624e+00, 4.868530e+01, 5.111911e+01
1.047000e+00, 3.259477e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.752630e-01, 1.766307e-01, 1.486163e+06, 1.662505e+03, 2.501106e+04, 1.662505e+03, 4.700076e+06, 4.456110e-03, 3.350432e-02, 4.557427e-07, 5.881103e-12, 2.807748e-01, 3.910006e-07, 3.599923e-14, 4.693022e-01, 2.119152e-01, 4.236857e-05, 2.217190e-08, 2.130895e-08, 3.212288e-06, 1.729028e-07, 7.937697e-07, 7.569223e-11, 3.327730e-13, 1.751985e-09, 3.791323e-13, 5.563694e-10, 1.712052e-09, 2.318988e-10, 1.159410e-11, 6.046565e-09, 8.873263e-13, 7.896666e-15, 7.922459e-14, 7.649171e-15, 3.700633e-15, 1.818580e-15, -4.522919e-16, 3.791716e-17, 2.521605e-17, 1.854016e-02, 6.304065e+00, 4.899550e+01, 5.142947e+01
1.059000e+00, 3.303077e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.751571e-01, 1.766308e-01, 1.601348e+06, 1.661866e+03, 2.501106e+04, 1.661866e+03, 4.700076e+06, 4.456110e-03, 3.350839e-02, 4.529417e-07, 5.831555e-12, 2.807378e-01, 3.878522e-07, 3.556614e-14, 4.692438e-01, 2.120062e-01, 4.263560e-05, 2.217281e-08, 2.137232e-08, 3.212732e-06, 1.721698e-07, 7.942225e-07, 7.646474e-11, 3.344566e-13, 1.763358e-09, 3.794430e-13, 6.844152e-10, 1.715472e-09, 2.331806e-10, 1.164297e-11, 6.058172e-09, 8.864776e-13, 6.787181e-15, 7.975439e-14, 4.751404e-15, 2.752094e-15, 1.905313e-15, -5.136680e-16, 4.389928e-17, 3.696004e-17, 1.854017e-02, 6.306491e+00, 4.930415e+01, 5.173826e+01
1.071000e+00, 3.346695e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.750520e-01, 1.766309e-01, 1.765072e+06, 1.661232e+03, 2.501106e+04, 1.661232e+03, 4.700076e+06, 4.456110e-03, 3.351244e-02, 4.501796e-07, 5.778132e-12, 2.807011e-01, 3.847550e-07, 3.513588e-14, 4.691857e-01, 2.120967e-01, 4.290129e-05, 2.217323e-08, 2.143538e-08, 3.213173e-06, 1.714453e-07, 7.946723e-07, 7.723710e-11, 3.361380e-13, 1.774693e-09, 3.797693e-13, 7.815348e-10, 1.718962e-09, 2.344543e-10, 1.169151e-11, 6.069558e-09, 8.857234e-13, 5.699101e-15, 8.028413e-14, 2.060316e-15, 1.884260e-15, 1.994052e-15, -5.732245e-16, 4.979209e-17, 4.912603e-17, 1.854018e-02, 6.308902e+00, 4.961125e+01, 5.204548e+01
1.083000e+00, 3.390331e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.749476e-01, 1.766309e-01, 1.983055e+06, 1.660603e+03, 2.501106e+04, 1.660603e+03, 4.700076e+06, 4.456110e-03, 3.351646e-02, 4.474561e-07, 5.720834e-12, 2.806645e-01, 3.817090e-07, 3.470847e-14, 4.691279e-01, 2.121867e-01, 4.316564e-05, 2.217314e-08, 2.149813e-08, 3.213612e-06, 1.707292e-07, 7.951192e-07, 7.800930e-11, 3.378173e-13, 1.785991e-09, 3.801113e-13, 8.477282e-10, 1.722522e-09, 2.357198e-10, 1.173970e-11, 6.080723e-09, 8.850636e-13, 4.632428e-15, 8.081382e-14, -4.240905e-16, 1.097130e-15, 2.084797e-15, -6.309614e-16, 5.559559e-17, 6.171404e-17, 1.854019e-02, 6.311297e+00, 4.991679e+01, 5.235111e+01
1.095000e+00, 3.433984e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.748402e-01, 1.766310e-01, 2.074507e+06, 1.659955e+03, 2.501106e+04, 1.659955e+03, 4.700076e+06, 4.456110e-03, 3.352060e-02, 4.446496e-07, 5.661677e-12, 2.806270e-01, 3.785745e-07, 3.427186e-14, 4.690686e-01, 2.122792e-01, 4.343308e-05, 2.217014e-08, 2.156191e-08, 3.214057e-06, 1.699897e-07, 7.955848e-07, 7.881375e-11, 3.394728e-13, 1.797573e-09, 3.801944e-13, 8.888305e-10, 1.725525e-09, 2.369962e-10, 1.178768e-11, 6.091629e-09, 8.838652e-13, 4.529735e-15, 8.136010e-14, -1.705235e-16, 1.247751e-15, 2.121986e-15, -6.410957e-16, 5.722852e-17, 6.799037e-17, 1.854020e-02, 6.313763e+00, 5.022591e+01, 5.266030e+01
1.107000e+00, 3.477658e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.747251e-01, 1.766311e-01, 1.773741e+06, 1.659261e+03, 2.501106e+04, 1.659261e+03, 4.700076e+06, 4.456110e-03, 3.352502e-02, 4.416033e-07, 5.603252e-12, 2.805869e-01, 3.751720e-07, 3.381060e-14, 4.690053e-01, 2.123779e-01, 4.370931e-05, 2.216112e-08, 2.162842e-08, 3.214521e-06, 1.691857e-07, 7.960968e-07, 7.969208e-11, 3.410765e-13, 1.809855e-09, 3.796656e-13, 9.123437e-10, 1.727162e-09, 2.383079e-10, 1.183561e-11, 6.102230e-09, 8.813142e-13, 6.602920e-15, 8.194437e-14, 6.075582e-15, 3.438056e-15, 2.034177e-15, -5.447630e-16, 4.944343e-17, 5.929731e-17, 1.854022e-02, 6.316408e+00, 5.054518e+01, 5.297960e+01
1.119000e+00, 3.521349e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.746089e-01, 1.766311e-01, 1.393646e+06, 1.658561e+03, 2.501106e+04, 1.658561e+03, 4.700076e+06, 4.456110e-03, 3.352948e-02, 4.385340e-07, 5.541974e-12, 2.805464e-01, 3.717498e-07, 3.334607e-14, 4.689414e-01, 2.124776e-01, 4.398644e-05, 2.215037e-08, 2.169531e-08, 3.214987e-06, 1.683741e-07, 7.966168e-07, 8.058669e-11, 3.426671e-13, 1.822263e-09, 3.790132e-13, 9.078906e-10, 1.728551e-09, 2.396211e-10, 1.188326e-11, 6.112591e-09, 8.785365e-13, 9.175645e-15, 8.253703e-14, 1.381240e-14, 6.143814e-15, 1.920189e-15, -4.233865e-16, 3.949875e-17, 4.761052e-17, 1.854023e-02, 6.319081e+00, 5.086549e+01, 5.329993e+01
1.131000e+00, 3.565058e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.744915e-01, 1.766312e-01, 9.285842e+05, 1.657853e+03, 2.501106e+04, 1.657853e+03, 4.700076e+06, 4.456110e-03, 3.353399e-02, 4.354416e-07, 5.477844e-12, 2.805055e-01, 3.683080e-07, 3.287828e-14, 4.688768e-01, 2.125783e-01, 4.426449e-05, 2.213790e-08, 2.176257e-08, 3.215456e-06, 1.675547e-07, 7.971449e-07, 8.149758e-11, 3.442445e-13, 1.834797e-09, 3.782371e-13, 8.754713e-10, 1.729692e-09, 2.409357e-10, 1.193064e-11, 6.122711e-09, 8.755322e-13, 1.224791e-14, 8.313807e-14, 2.303993e-14, 9.365025e-15, 1.780022e-15, -2.769665e-16, 2.739449e-17, 3.292998e-17, 1.854024e-02, 6.321783e+00, 5.118686e+01, 5.362129e+01
1.143000e+00, 3.608785e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.743730e-01, 1.766312e-01, 3.728787e+05, 1.657138e+03, 2.501106e+04, 1.657138e+03, 4.700076e+06, 4.456110e-03, 3.353855e-02, 4.323261e-07, 5.410861e-12, 2.804642e-01, 3.648466e-07, 3.240724e-14, 4.688116e-01, 2.126800e-01, 4.454344e-05, 2.212370e-08, 2.183020e-08, 3.215927e-06, 1.667276e-07, 7.976809e-07, 8.242474e-11, 3.458088e-13, 1.847457e-09, 3.773375e-13, 8.150856e-10, 1.730584e-09, 2.422519e-10, 1.197774e-11, 6.132591e-09, 8.723011e-13, 1.581971e-14, 8.374750e-14, 3.375818e-14, 1.310169e-14, 1.613676e-15, -1.055028e-16, 1.313064e-17, 1.525570e-17, 1.854025e-02, 6.324513e+00, 5.150926e+01, 5.394366e+01
1.155000e+00, 3.652531e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.742536e-01, 1.766312e-01, -7.988976e+04, 1.656418e+03, 2.501106e+04, 1.656418e+03, 4.700076e+06, 4.456110e-03, 3.354315e-02, 4.292198e-07, 5.337862e-12, 2.804224e-01, 3.614044e-07, 3.192236e-14, 4.687457e-01, 2.127827e-01, 4.482581e-05, 2.210814e-08, 2.189853e-08, 3.216405e-06, 1.659009e-07, 7.982187e-07, 8.335064e-11, 3.473214e-13, 1.859823e-09, 3.764228e-13, 7.506469e-10, 1.731126e-09, 2.435799e-10, 1.202451e-11, 6.142196e-09, 8.689708e-13, 1.885073e-14, 8.434109e-14, 4.274751e-14, 1.623379e-14, 1.473896e-15, 3.822844e-17, 1.131341e-18, 1.148273e-20, 1.854027e-02, 6.327268e+00, 5.183563e+01, 5.426999e+01
1.167000e+00, 3.696298e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.741334e-01, 1.766313e-01, -1.893671e+05, 1.655693e+03, 2.501106e+04, 1.655693e+03, 4.700076e+06, 4.456110e-03, 3.354781e-02, 4.261615e-07, 5.255027e-12, 2.803802e-01, 3.580285e-07, 3.141091e-14, 4.686790e-01, 2.128867e-01, 4.511466e-05, 2.209163e-08, 2.196798e-08, 3.216898e-06, 1.650845e-07, 7.987508e-07, 8.425407e-11, 3.487359e-13, 1.871385e-09, 3.756240e-13, 7.110285e-10, 1.731192e-09, 2.449325e-10, 1.207089e-11, 6.151484e-09, 8.656949e-13, 2.008485e-14, 8.488957e-14, 4.612050e-14, 1.740901e-14, 1.424366e-15, 9.050447e-17, -3.261625e-18, -6.253881e-18, 1.854028e-02, 6.330042e+00, 5.216947e+01, 5.460383e+01
1.179000e+00, 3.740084e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.740122e-01, 1.766313e-01, -2.059497e+05, 1.654962e+03, 2.501106e+04, 1.654962e+03, 4.700076e+06, 4.456110e-03, 3.355251e-02, 4.231108e-07, 5.166325e-12, 2.803375e-01, 3.546701e-07, 3.088613e-14, 4.686117e-01, 2.129917e-01, 4.540681e-05, 2.207374e-08, 2.203812e-08, 3.217398e-06, 1.642682e-07, 7.992850e-07, 8.515706e-11, 3.501006e-13, 1.882672e-09, 3.748050e-13, 6.662286e-10, 1.730912e-09, 2.462964e-10, 1.211695e-11, 6.160497e-09, 8.623137e-13, 2.082729e-14, 8.542334e-14, 4.791653e-14, 1.803252e-14, 1.398913e-15, 1.175387e-16, -5.598830e-18, -1.034515e-17, 1.854029e-02, 6.332841e+00, 5.250713e+01, 5.494149e+01
1.191000e+00, 3.783888e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.738901e-01, 1.766313e-01, -1.316004e+05, 1.654226e+03, 2.501106e+04, 1.654226e+03, 4.700076e+06, 4.456110e-03, 3.355727e-02, 4.200678e-07, 5.071757e-12, 2.802944e-01, 3.513291e-07, 3.034803e-14, 4.685436e-01, 2.130979e-01, 4.570227e-05, 2.205447e-08, 2.210895e-08, 3.217906e-06, 1.634520e-07, 7.998212e-07, 8.605960e-11, 3.514155e-13, 1.893685e-09, 3.739658e-13, 6.162472e-10, 1.730286e-09, 2.476718e-10, 1.216267e-11, 6.169237e-09, 8.588272e-13, 2.107803e-14, 8.594242e-14, 4.813558e-14, 1.810433e-14, 1.397537e-15, 1.193312e-16, -5.880272e-18, -1.226233e-17, 1.854031e-02, 6.335665e+00, 5.284860e+01, 5.528298e+01
1.203000e+00, 3.827712e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.737670e-01, 1.766314e-01, 3.173490e+04, 1.653484e+03, 2.501106e+04, 1.653484e+03, 4.700076e+06, 4.456110e-03, 3.356207e-02, 4.170324e-07, 4.971322e-12, 2.802509e-01, 3.480055e-07, 2.979660e-14, 4.684749e-01, 2.132051e-01, 4.600103e-05, 2.203380e-08, 2.218047e-08, 3.218422e-06, 1.626358e-07, 8.003595e-07, 8.696171e-11, 3.526806e-13, 1.904423e-09, 3.731065e-13, 5.610842e-10, 1.729313e-09, 2.490586e-10, 1.220807e-11, 6.177704e-09, 8.552354e-13, 2.083708e-14, 8.644679e-14, 4.677767e-14, 1.762444e-14, 1.420237e-15, 9.588195e-17, -4.105952e-18, -1.200541e-17, 1.854032e-02, 6.338514e+00, 5.319390e+01, 5.562828e+01
1.215000e+00, 3.871609e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.736437e-01, 1.766316e-01, 4.443852e+05, 1.652740e+03, 2.501106e+04, 1.652740e+03, 4.700076e+06, 4.456110e-03, 3.356689e-02, 4.140361e-07, 4.874780e-12, 2.802071e-01, 3.447392e-07, 2.926495e-14, 4.684057e-01, 2.133128e-01, 4.630991e-05, 2.201529e-08, 2.225355e-08, 3.218943e-06, 1.618267e-07, 8.008973e-07, 8.790496e-11, 3.540329e-13, 1.915680e-09, 3.723183e-13, 5.135285e-10, 1.728657e-09, 2.504956e-10, 1.225556e-11, 6.186793e-09, 8.518141e-13, 2.049626e-14, 8.697584e-14, 4.520894e-14, 1.707745e-14, 1.446633e-15, 6.773045e-17, -1.822828e-18, -1.017650e-17, 1.854033e-02, 6.341371e+00, 5.355089e+01, 5.598529e+01
