Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mass_fraction_N2_PFRC2_(), Mass_fraction_H2_PFRC2_(), Mass_fraction_H_PFRC2_(), Mass_fraction_O2_PFRC2_(), Mass_fraction_H2O_PFRC2_(), Mass_fraction_OH_PFRC2_(), Mass_fraction_HO2_PFRC2_(), Mass_fraction_CO_PFRC2_(), Mass_fraction_CO2_PFRC2_(), Mass_fraction_CH4_PFRC2_(), Mass_fraction_CH3_PFRC2_(), Mass_fraction_CH3OH_PFRC2_(), Mass_fraction_CH2O_PFRC2_(), Mass_fraction_HCO_PFRC2_(), Mass_fraction_HOCHO_PFRC2_(), Mass_fraction_C2H6_PFRC2_(), Mass_fraction_C2H5_PFRC2_(), Mass_fraction_C2H4_PFRC2_(), Mass_fraction_C2H3_PFRC2_(), Mass_fraction_CHCHO_PFRC2_(), Mass_fraction_C2H2_PFRC2_(), Mass_fraction_CH3CHO_PFRC2_(), Mass_fraction_C2H3OH_PFRC2_(), Mass_fraction_CH2CO_PFRC2_(), Mass_fraction_HCCOH_PFRC2_(), Mass_fraction_C3H6_PFRC2_(), Mass_fraction_CH3CHCO_PFRC2_(), Mass_fraction_C3H4-P_PFRC2_(), Mass_fraction_C3H4-A_PFRC2_(), Mass_fraction_C3H3_PFRC2_(), Mass_fraction_C4H4_PFRC2_(), Mass_fraction_C4H2_PFRC2_(), Mass_fraction_C6H6_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
1.227000e+00, 3.915576e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.735210e-01, 1.766319e-01, 9.188760e+05, 1.652001e+03, 2.501106e+04, 1.652001e+03, 4.700076e+06, 4.456110e-03, 3.357169e-02, 4.110807e-07, 4.788699e-12, 2.801635e-01, 3.415272e-07, 2.877061e-14, 4.683368e-01, 2.134203e-01, 4.662811e-05, 2.200076e-08, 2.232788e-08, 3.219466e-06, 1.610264e-07, 8.014326e-07, 8.889958e-11, 3.555411e-13, 1.927847e-09, 3.716377e-13, 4.803736e-10, 1.728725e-09, 2.519838e-10, 1.230594e-11, 6.196916e-09, 8.487053e-13, 2.050457e-14, 8.754959e-14, 4.489547e-14, 1.697786e-14, 1.454452e-15, 5.802750e-17, -8.863948e-19, -8.491724e-18, 1.854035e-02, 6.344214e+00, 5.391867e+01, 5.635311e+01
1.239000e+00, 3.959544e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.733984e-01, 1.766323e-01, 1.168439e+06, 1.651261e+03, 2.501106e+04, 1.651261e+03, 4.700076e+06, 4.456110e-03, 3.357650e-02, 4.081252e-07, 4.702619e-12, 2.801199e-01, 3.383151e-07, 2.827627e-14, 4.682679e-01, 2.135277e-01, 4.694632e-05, 2.198624e-08, 2.240221e-08, 3.219988e-06, 1.602261e-07, 8.019679e-07, 8.989421e-11, 3.570494e-13, 1.940013e-09, 3.709571e-13, 4.472188e-10, 1.728793e-09, 2.534719e-10, 1.235633e-11, 6.207038e-09, 8.455965e-13, 2.051287e-14, 8.812333e-14, 4.458201e-14, 1.687827e-14, 1.462272e-15, 4.832455e-17, 5.003802e-20, -6.806947e-18, 1.854036e-02, 6.347059e+00, 5.428645e+01, 5.672094e+01
1.251000e+00, 4.003512e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.732758e-01, 1.766325e-01, 1.193321e+06, 1.650522e+03, 2.501106e+04, 1.650522e+03, 4.700076e+06, 4.456110e-03, 3.358130e-02, 4.051698e-07, 4.616538e-12, 2.800763e-01, 3.351031e-07, 2.778193e-14, 4.681989e-01, 2.136351e-01, 4.726453e-05, 2.197171e-08, 2.247654e-08, 3.220510e-06, 1.594258e-07, 8.025031e-07, 9.088883e-11, 3.585576e-13, 1.952179e-09, 3.702765e-13, 4.140639e-10, 1.728862e-09, 2.549601e-10, 1.240671e-11, 6.217161e-09, 8.424876e-13, 2.052117e-14, 8.869708e-14, 4.426854e-14, 1.677868e-14, 1.470092e-15, 3.862159e-17, 9.864709e-19, -5.122169e-18, 1.854037e-02, 6.349908e+00, 5.465423e+01, 5.708876e+01
1.263000e+00, 4.047479e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.731531e-01, 1.766327e-01, 9.937693e+05, 1.649782e+03, 2.501106e+04, 1.649782e+03, 4.700076e+06, 4.456110e-03, 3.358611e-02, 4.022144e-07, 4.530458e-12, 2.800327e-01, 3.318910e-07, 2.728758e-14, 4.681300e-01, 2.137425e-01, 4.758274e-05, 2.195719e-08, 2.255088e-08, 3.221032e-06, 1.586255e-07, 8.030384e-07, 9.188345e-11, 3.600658e-13, 1.964345e-09, 3.695959e-13, 3.809090e-10, 1.728930e-09, 2.564482e-10, 1.245710e-11, 6.227284e-09, 8.393788e-13, 2.052948e-14, 8.927083e-14, 4.395507e-14, 1.667909e-14, 1.477912e-15, 2.891864e-17, 1.922904e-18, -3.437391e-18, 1.854039e-02, 6.352758e+00, 5.502202e+01, 5.745659e+01
1.275000e+00, 4.091447e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.730305e-01, 1.766328e-01, 5.700317e+05, 1.649043e+03, 2.501106e+04, 1.649043e+03, 4.700076e+06, 4.456110e-03, 3.359091e-02, 3.992590e-07, 4.444378e-12, 2.799891e-01, 3.286789e-07, 2.679324e-14, 4.680611e-01, 2.138500e-01, 4.790094e-05, 2.194267e-08, 2.262521e-08, 3.221554e-06, 1.578252e-07, 8.035737e-07, 9.287808e-11, 3.615740e-13, 1.976512e-09, 3.689154e-13, 3.477542e-10, 1.728998e-09, 2.579364e-10, 1.250748e-11, 6.237407e-09, 8.362700e-13, 2.053778e-14, 8.984457e-14, 4.364160e-14, 1.657949e-14, 1.485731e-15, 1.921569e-17, 2.859337e-18, -1.752614e-18, 1.854040e-02, 6.355612e+00, 5.538980e+01, 5.782441e+01
1.287000e+00, 4.135427e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.729079e-01, 1.766328e-01, 9.945465e+04, 1.648304e+03, 2.501106e+04, 1.648304e+03, 4.700076e+06, 4.456110e-03, 3.359572e-02, 3.963176e-07, 4.359892e-12, 2.799454e-01, 3.254878e-07, 2.630620e-14, 4.679921e-01, 2.139575e-01, 4.822082e-05, 2.192798e-08, 2.269975e-08, 3.222076e-06, 1.570272e-07, 8.041099e-07, 9.388205e-11, 3.630843e-13, 1.988739e-09, 3.682291e-13, 3.163004e-10, 1.729048e-09, 2.594306e-10, 1.255797e-11, 6.247517e-09, 8.331556e-13, 2.058139e-14, 9.042134e-14, 4.341564e-14, 1.650951e-14, 1.492217e-15, 1.106989e-17, 3.645647e-18, -3.211673e-19, 1.854042e-02, 6.358468e+00, 5.575951e+01, 5.819417e+01
1.299000e+00, 4.179473e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.727852e-01, 1.766331e-01, 3.303279e+05, 1.647564e+03, 2.501106e+04, 1.647564e+03, 4.700076e+06, 4.456110e-03, 3.360055e-02, 3.934489e-07, 4.283706e-12, 2.799015e-01, 3.224059e-07, 2.585714e-14, 4.679227e-01, 2.140656e-01, 4.854941e-05, 2.191246e-08, 2.277541e-08, 3.222597e-06, 1.562409e-07, 8.046511e-07, 9.493470e-11, 3.646052e-13, 2.001283e-09, 3.675131e-13, 2.937008e-10, 1.729009e-09, 2.609566e-10, 1.260901e-11, 6.257556e-09, 8.300122e-13, 2.080875e-14, 9.101379e-14, 4.364521e-14, 1.659364e-14, 1.491761e-15, 1.102914e-17, 3.650566e-18, -2.083207e-19, 1.854043e-02, 6.361328e+00, 5.613929e+01, 5.857401e+01
1.311000e+00, 4.223519e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.726625e-01, 1.766332e-01, 3.435007e+05, 1.646824e+03, 2.501106e+04, 1.646824e+03, 4.700076e+06, 4.456110e-03, 3.360538e-02, 3.905802e-07, 4.207519e-12, 2.798576e-01, 3.193239e-07, 2.540808e-14, 4.678533e-01, 2.141737e-01, 4.887799e-05, 2.189694e-08, 2.285107e-08, 3.223118e-06, 1.554546e-07, 8.051923e-07, 9.598735e-11, 3.661260e-13, 2.013827e-09, 3.667972e-13, 2.711012e-10, 1.728969e-09, 2.624826e-10, 1.266006e-11, 6.267596e-09, 8.268689e-13, 2.103611e-14, 9.160624e-14, 4.387477e-14, 1.667778e-14, 1.491304e-15, 1.098838e-17, 3.655486e-18, -9.547412e-20, 1.854045e-02, 6.364191e+00, 5.651907e+01, 5.895385e+01
1.323000e+00, 4.267565e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.725398e-01, 1.766333e-01, 1.392145e+05, 1.646084e+03, 2.501106e+04, 1.646084e+03, 4.700076e+06, 4.456110e-03, 3.361021e-02, 3.877114e-07, 4.131333e-12, 2.798137e-01, 3.162420e-07, 2.495901e-14, 4.677839e-01, 2.142819e-01, 4.920657e-05, 2.188142e-08, 2.292672e-08, 3.223640e-06, 1.546684e-07, 8.057335e-07, 9.704000e-11, 3.676469e-13, 2.026370e-09, 3.660813e-13, 2.485016e-10, 1.728929e-09, 2.640086e-10, 1.271110e-11, 6.277635e-09, 8.237255e-13, 2.126347e-14, 9.219869e-14, 4.410433e-14, 1.676191e-14, 1.490848e-15, 1.094763e-17, 3.660405e-18, 1.737250e-20, 1.854046e-02, 6.367056e+00, 5.689884e+01, 5.933369e+01
1.335000e+00, 4.311611e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.724171e-01, 1.766334e-01, -2.822886e+05, 1.645344e+03, 2.501106e+04, 1.645344e+03, 4.700076e+06, 4.456110e-03, 3.361504e-02, 3.848427e-07, 4.055147e-12, 2.797699e-01, 3.131600e-07, 2.450995e-14, 4.677145e-01, 2.143900e-01, 4.953516e-05, 2.186590e-08, 2.300238e-08, 3.224161e-06, 1.538821e-07, 8.062748e-07, 9.809264e-11, 3.691678e-13, 2.038914e-09, 3.653653e-13, 2.259020e-10, 1.728889e-09, 2.655346e-10, 1.276215e-11, 6.287675e-09, 8.205821e-13, 2.149082e-14, 9.279114e-14, 4.433389e-14, 1.684604e-14, 1.490391e-15, 1.090688e-17, 3.665324e-18, 1.302191e-19, 1.854048e-02, 6.369924e+00, 5.727862e+01, 5.971353e+01
