Solution_No_PSRC1_(), Volume_PSRC1_(m3), Exit_mass_flow_rate_PSRC1_(kg/sec), Volumetric_heat_production_rate_PSRC1_(J/m3-sec), Surface_temperature_PSRC1_(K), Temperature_PSRC1_(K), Mass_PSRC1_(kg), Pressure_PSRC1_(Pa), Mass_fraction_N2_PSRC1_(), Mass_fraction_H2_PSRC1_(), Mass_fraction_H_PSRC1_(), Mass_fraction_O2_PSRC1_(), Mass_fraction_H2O_PSRC1_(), Mass_fraction_OH_PSRC1_(), Mass_fraction_HO2_PSRC1_(), Mass_fraction_CO_PSRC1_(), Mass_fraction_CO2_PSRC1_(), Mass_fraction_CH4_PSRC1_(), Mass_fraction_CH3_PSRC1_(), Mass_fraction_CH3OH_PSRC1_(), Mass_fraction_CH2O_PSRC1_(), Mass_fraction_HCO_PSRC1_(), Mass_fraction_HOCHO_PSRC1_(), Mass_fraction_C2H6_PSRC1_(), Mass_fraction_C2H5_PSRC1_(), Mass_fraction_C2H4_PSRC1_(), Mass_fraction_C2H3_PSRC1_(), Mass_fraction_CHCHO_PSRC1_(), Mass_fraction_C2H2_PSRC1_(), Mass_fraction_CH3CHO_PSRC1_(), Mass_fraction_C2H3OH_PSRC1_(), Mass_fraction_CH2CO_PSRC1_(), Mass_fraction_HCCOH_PSRC1_(), Mass_fraction_C3H6_PSRC1_(), Mass_fraction_CH3CHCO_PSRC1_(), Mass_fraction_C3H4-P_PSRC1_(), Mass_fraction_C3H4-A_PSRC1_(), Mass_fraction_C3H3_PSRC1_(), Mass_fraction_C4H4_PSRC1_(), Mass_fraction_C4H2_PSRC1_(), Mass_fraction_C6H6_PSRC1_(), Molecular_weight_PSRC1_(kg/mole), Mass_density_PSRC1_(kg/m3), Unburned_hydrocarbons_PSRC1_(ppm), Volatile_organic_compounds_PSRC1_(ppm), Residence_time_PSRC1_(sec), Inlet_flow_rate_of_C1_Inlet1_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet1_PSRC1_(K), Inlet_mass_fraction_N2_of_C1_Inlet1_PSRC1_(), Inlet_mass_fraction_CO2_of_C1_Inlet1_PSRC1_(), Inlet_mass_fraction_CH4_of_C1_Inlet1_PSRC1_(), Inlet_mass_fraction_C2H6_of_C1_Inlet1_PSRC1_(), Inlet_mass_fraction_C3H8_of_C1_Inlet1_PSRC1_(), Inlet_flow_rate_of_CO2_PSRC1_(kg/sec), Inlet_temperature_of_CO2_PSRC1_(K), Inlet_mass_fraction_CO2_of_CO2_PSRC1_(), Inlet_flow_rate_of_o2+steam_PSRC1_(kg/sec), Inlet_temperature_of_o2+steam_PSRC1_(K), Inlet_mass_fraction_O2_of_o2+steam_PSRC1_(), Inlet_mass_fraction_H2O_of_o2+steam_PSRC1_(), Inlet_flow_rate_of_steam_PSRC1_(kg/sec), Inlet_temperature_of_steam_PSRC1_(K), Inlet_mass_fraction_H2O_of_steam_PSRC1_(), Ambient_temperature_PSRC1_(K), Surface_material_area_fraction_PSRC1_()
1.000000e+00, 1.370000e-02, 1.766300e-01, 3.574329e+07, 1.779791e+03, 1.779793e+03, 8.257110e-02, 4.700000e+06, 4.456110e-03, 2.968919e-02, 1.250125e-06, 3.745091e-05, 2.928970e-01, 1.684628e-06, 9.547622e-08, 4.523689e-01, 2.103462e-01, 9.578359e-03, 1.541553e-05, 3.391541e-06, 4.561449e-06, 3.295756e-07, 6.803272e-07, 5.075093e-06, 4.238376e-08, 1.639881e-04, 1.168044e-07, 1.010845e-05, 4.089189e-04, 3.184459e-07, 4.123402e-07, 4.792972e-06, 3.120458e-07, 5.072426e-07, 3.253500e-08, 2.780627e-06, 1.092216e-06, 2.540893e-07, 2.728803e-07, 2.390740e-07, 6.057184e-08, 1.897640e-02, 6.027087e+00, 1.218119e+04, 1.220102e+04, 4.674806e-01, 4.258000e-02, 3.407000e+02, 1.848480e-02, 3.104912e-02, 8.505112e-01, 9.417102e-02, 5.783887e-03, 5.455000e-02, 3.406500e+02, 1.000000e+00, 6.860000e-02, 5.043500e+02, 9.613323e-01, 3.866770e-02, 1.090000e-02, 6.266000e+02, 1.000000e+00, 2.981500e+02, 1.000000e+00
