Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_N2_PFRC2_(), Mole_fraction_H2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_HO2_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_HOCHO_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_CHCHO_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_H2CC_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Mole_fraction_C2H3OH_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_HCCOH_PFRC2_(), Mole_fraction_C3H6_PFRC2_(), Mole_fraction_C3H5-A_PFRC2_(), Mole_fraction_CH3CHCO_PFRC2_(), Mole_fraction_C3H4-P_PFRC2_(), Mole_fraction_C3H4-A_PFRC2_(), Mole_fraction_C3H3_PFRC2_(), Mole_fraction_C4H6_PFRC2_(), Mole_fraction_C4H4_PFRC2_(), Mole_fraction_C4H2_PFRC2_(), Mole_fraction_C6H6_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
8.670000e-01, 2.588273e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.782680e-01, 1.314956e-01, 9.229678e+03, 1.659351e+03, 2.501106e+04, 1.659351e+03, 4.700009e+06, 3.467153e-03, 5.047743e-01, 1.039530e-05, 7.299924e-12, 1.745036e-01, 1.932005e-07, 1.491488e-14, 2.864120e-01, 3.046913e-02, 3.596109e-04, 1.522663e-07, 3.144866e-08, 2.998259e-06, 1.276169e-07, 1.625418e-07, 1.520053e-09, 5.238321e-12, 2.251715e-08, 3.814482e-12, 6.012417e-08, 1.412958e-08, 1.415560e-13, 6.592325e-10, 3.311519e-11, 1.079692e-08, 1.619450e-12, 6.315990e-13, 6.854909e-15, 4.704786e-13, 9.286972e-13, 3.541918e-13, 2.779958e-14, 1.808570e-16, 5.552892e-16, 1.134393e-16, 2.133314e-17, 1.362786e-02, 4.642516e+00, 3.598396e+02, 3.633038e+02
8.790000e-01, 2.631408e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.781314e-01, 1.314956e-01, 8.234019e+04, 1.658536e+03, 2.501106e+04, 1.658536e+03, 4.700009e+06, 3.467152e-03, 5.047979e-01, 1.031297e-05, 6.918364e-12, 1.744801e-01, 1.912248e-07, 1.419260e-14, 2.863887e-01, 3.049254e-02, 3.595204e-04, 1.510216e-07, 3.150031e-08, 2.998647e-06, 1.269281e-07, 1.626645e-07, 1.518829e-09, 5.188554e-12, 2.236224e-08, 3.751930e-12, 5.695554e-08, 1.393052e-08, 1.386483e-13, 6.582558e-10, 3.295119e-11, 1.073724e-08, 1.593054e-12, 6.233815e-13, 6.745207e-15, 4.673738e-13, 9.134114e-13, 3.483419e-13, 2.718433e-14, 1.686500e-16, 5.244550e-16, 1.103581e-16, 2.083581e-17, 1.362786e-02, 4.644796e+00, 3.597472e+02, 3.632048e+02
8.910000e-01, 2.674563e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.779949e-01, 1.314956e-01, -2.103536e+04, 1.657722e+03, 2.501106e+04, 1.657722e+03, 4.700009e+06, 3.467152e-03, 5.048214e-01, 1.023046e-05, 6.551463e-12, 1.744566e-01, 1.892478e-07, 1.350917e-14, 2.863652e-01, 3.051605e-02, 3.595562e-04, 1.498226e-07, 3.155285e-08, 2.999067e-06, 1.262352e-07, 1.628113e-07, 1.512417e-09, 5.136704e-12, 2.218247e-08, 3.692166e-12, 5.397937e-08, 1.373485e-08, 1.358410e-13, 6.578616e-10, 3.281011e-11, 1.068035e-08, 1.568117e-12, 6.197128e-13, 6.648957e-15, 4.638241e-13, 9.002215e-13, 3.431707e-13, 2.661336e-14, 1.749007e-16, 5.326857e-16, 1.069772e-16, 2.033520e-17, 1.362786e-02, 4.647076e+00, 3.597810e+02, 3.632324e+02
9.030000e-01, 2.717740e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.778582e-01, 1.314956e-01, -4.854178e+03, 1.656908e+03, 2.501106e+04, 1.656908e+03, 4.700009e+06, 3.467154e-03, 5.048448e-01, 1.014873e-05, 6.210161e-12, 1.744333e-01, 1.872971e-07, 1.286966e-14, 2.863415e-01, 3.053962e-02, 3.597101e-04, 1.486858e-07, 3.160939e-08, 2.999474e-06, 1.255462e-07, 1.629524e-07, 1.508179e-09, 5.089467e-12, 2.202590e-08, 3.635574e-12, 5.118241e-08, 1.355216e-08, 1.331867e-13, 6.575842e-10, 3.268001e-11, 1.062754e-08, 1.544405e-12, 6.154787e-13, 6.557515e-15, 4.607430e-13, 8.877104e-13, 3.382933e-13, 2.607607e-14, 1.770245e-16, 5.299038e-16, 1.038484e-16, 1.984846e-17, 1.362786e-02, 4.649362e+00, 3.599331e+02, 3.633787e+02
9.150000e-01, 2.760938e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.777215e-01, 1.314956e-01, 4.424562e+04, 1.656094e+03, 2.501106e+04, 1.656094e+03, 4.700009e+06, 3.467155e-03, 5.048679e-01, 1.006776e-05, 5.891632e-12, 1.744100e-01, 1.853696e-07, 1.226895e-14, 2.863178e-01, 3.056326e-02, 3.599750e-04, 1.476052e-07, 3.166952e-08, 2.999874e-06, 1.248621e-07, 1.630884e-07, 1.506127e-09, 5.046612e-12, 2.189105e-08, 3.581856e-12, 4.855288e-08, 1.338096e-08, 1.306637e-13, 6.574303e-10, 3.256068e-11, 1.057845e-08, 1.521752e-12, 6.108927e-13, 6.471719e-15, 4.580977e-13, 8.758668e-13, 3.337033e-13, 2.557145e-14, 1.752992e-16, 5.184096e-16, 1.009881e-16, 1.937898e-17, 1.362787e-02, 4.651651e+00, 3.601963e+02, 3.636365e+02
9.270000e-01, 2.804158e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.775851e-01, 1.314956e-01, 4.355494e+03, 1.655282e+03, 2.501106e+04, 1.655282e+03, 4.700009e+06, 3.467158e-03, 5.048909e-01, 9.987784e-06, 5.593921e-12, 1.743869e-01, 1.834661e-07, 1.170157e-14, 2.862941e-01, 3.058689e-02, 3.603442e-04, 1.465804e-07, 3.173351e-08, 3.000268e-06, 1.241870e-07, 1.632138e-07, 1.508303e-09, 5.010165e-12, 2.178912e-08, 3.531237e-12, 4.607998e-08, 1.322212e-08, 1.282620e-13, 6.573409e-10, 3.245171e-11, 1.053307e-08, 1.499939e-12, 6.055555e-13, 6.393167e-15, 4.560902e-13, 8.646622e-13, 3.294118e-13, 2.509853e-14, 1.653190e-16, 4.952858e-16, 9.876586e-17, 1.895091e-17, 1.362788e-02, 4.653936e+00, 3.605640e+02, 3.639990e+02
9.390000e-01, 2.847398e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.774487e-01, 1.314956e-01, -2.385618e+04, 1.654470e+03, 2.501106e+04, 1.654470e+03, 4.700009e+06, 3.467162e-03, 5.049137e-01, 9.908216e-06, 5.313001e-12, 1.743639e-01, 1.815782e-07, 1.116771e-14, 2.862702e-01, 3.061058e-02, 3.608113e-04, 1.455984e-07, 3.179978e-08, 3.000666e-06, 1.235129e-07, 1.633440e-07, 1.510194e-09, 4.975718e-12, 2.169279e-08, 3.483185e-12, 4.375312e-08, 1.307116e-08, 1.259713e-13, 6.574944e-10, 3.235587e-11, 1.049041e-08, 1.479208e-12, 6.014770e-13, 6.321196e-15, 4.542144e-13, 8.544858e-13, 3.254873e-13, 2.465399e-14, 1.590174e-16, 4.801307e-16, 9.657747e-17, 1.854542e-17, 1.362789e-02, 4.656225e+00, 3.610296e+02, 3.644598e+02
9.510000e-01, 2.890660e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.773122e-01, 1.314956e-01, -2.545546e+04, 1.653658e+03, 2.501106e+04, 1.653658e+03, 4.700009e+06, 3.467166e-03, 5.049363e-01, 9.828911e-06, 5.046347e-12, 1.743409e-01, 1.797035e-07, 1.066555e-14, 2.862463e-01, 3.063434e-02, 3.613705e-04, 1.446535e-07, 3.186767e-08, 3.001071e-06, 1.228375e-07, 1.634846e-07, 1.510176e-09, 4.941718e-12, 2.159212e-08, 3.437511e-12, 4.156277e-08, 1.292629e-08, 1.237838e-13, 6.579524e-10, 3.227408e-11, 1.045004e-08, 1.459618e-12, 5.994147e-13, 6.255676e-15, 4.522843e-13, 8.454866e-13, 3.219560e-13, 2.423578e-14, 1.607395e-16, 4.807513e-16, 9.424093e-17, 1.815746e-17, 1.362791e-02, 4.658517e+00, 3.615873e+02, 3.650130e+02
9.630000e-01, 2.933943e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.771758e-01, 1.314956e-01, 2.597787e+04, 1.652846e+03, 2.501106e+04, 1.652846e+03, 4.700009e+06, 3.467170e-03, 5.049589e-01, 9.750395e-06, 4.795642e-12, 1.743180e-01, 1.778528e-07, 1.019270e-14, 2.862223e-01, 3.065815e-02, 3.620157e-04, 1.437508e-07, 3.193773e-08, 3.001476e-06, 1.221665e-07, 1.636273e-07, 1.509607e-09, 4.909109e-12, 2.149555e-08, 3.393902e-12, 3.949968e-08, 1.278868e-08, 1.216917e-13, 6.585786e-10, 3.220160e-11, 1.041241e-08, 1.440974e-12, 5.977410e-13, 6.193615e-15, 4.504548e-13, 8.370997e-13, 3.186523e-13, 2.384065e-14, 1.647352e-16, 4.817556e-16, 9.186827e-17, 1.776546e-17, 1.362793e-02, 4.660809e+00, 3.622312e+02, 3.656526e+02
9.750000e-01, 2.977248e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.770395e-01, 1.314956e-01, 8.736299e+04, 1.652036e+03, 2.501106e+04, 1.652036e+03, 4.700009e+06, 3.467175e-03, 5.049813e-01, 9.672528e-06, 4.559897e-12, 1.742952e-01, 1.760218e-07, 9.746932e-15, 2.861982e-01, 3.068201e-02, 3.627428e-04, 1.428859e-07, 3.201006e-08, 3.001882e-06, 1.214993e-07, 1.637699e-07, 1.509529e-09, 4.878602e-12, 2.140766e-08, 3.352228e-12, 3.755679e-08, 1.265790e-08, 1.196859e-13, 6.593471e-10, 3.213782e-11, 1.037724e-08, 1.423111e-12, 5.963500e-13, 6.135716e-15, 4.488073e-13, 8.292875e-13, 3.155711e-13, 2.346714e-14, 1.689199e-16, 4.821784e-16, 8.959496e-17, 1.738119e-17, 1.362795e-02, 4.663103e+00, 3.629570e+02, 3.663744e+02
9.870000e-01, 3.020573e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.769031e-01, 1.314956e-01, 1.062811e+05, 1.651226e+03, 2.501106e+04, 1.651226e+03, 4.700009e+06, 3.467181e-03, 5.050036e-01, 9.595234e-06, 4.338593e-12, 1.742724e-01, 1.742073e-07, 9.325763e-15, 2.861740e-01, 3.070592e-02, 3.635474e-04, 1.420555e-07, 3.208497e-08, 3.002284e-06, 1.208361e-07, 1.639082e-07, 1.511640e-09, 4.851509e-12, 2.133695e-08, 3.312394e-12, 3.572684e-08, 1.253409e-08, 1.177576e-13, 6.602025e-10, 3.208153e-11, 1.034438e-08, 1.405813e-12, 5.948241e-13, 6.082610e-15, 4.474956e-13, 8.219356e-13, 3.126902e-13, 2.311372e-14, 1.694324e-16, 4.780055e-16, 8.763218e-17, 1.701929e-17, 1.362797e-02, 4.665399e+00, 3.637603e+02, 3.671739e+02
9.990000e-01, 3.063921e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.767668e-01, 1.314956e-01, 6.465336e+04, 1.650416e+03, 2.501106e+04, 1.650416e+03, 4.700009e+06, 3.467187e-03, 5.050258e-01, 9.518559e-06, 4.131391e-12, 1.742497e-01, 1.724096e-07, 8.926980e-15, 2.861497e-01, 3.072986e-02, 3.644245e-04, 1.412576e-07, 3.216263e-08, 3.002680e-06, 1.201781e-07, 1.640390e-07, 1.516850e-09, 4.828409e-12, 2.128786e-08, 3.274207e-12, 3.400203e-08, 1.241715e-08, 1.158980e-13, 6.610947e-10, 3.203106e-11, 1.031373e-08, 1.388923e-12, 5.926947e-13, 6.033876e-15, 4.465992e-13, 8.148700e-13, 3.099610e-13, 2.277837e-14, 1.636760e-16, 4.648724e-16, 8.608139e-17, 1.668041e-17, 1.362799e-02, 4.667697e+00, 3.646363e+02, 3.680464e+02
1.011000e+00, 3.107289e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.766305e-01, 1.314956e-01, -1.693637e+03, 1.649606e+03, 2.501106e+04, 1.649606e+03, 4.700009e+06, 3.467194e-03, 5.050479e-01, 9.442469e-06, 3.936676e-12, 1.742271e-01, 1.706289e-07, 8.549700e-15, 2.861254e-01, 3.075385e-02, 3.653701e-04, 1.404894e-07, 3.224251e-08, 3.003074e-06, 1.195239e-07, 1.641668e-07, 1.523666e-09, 4.807980e-12, 2.125204e-08, 3.237572e-12, 3.237544e-08, 1.230604e-08, 1.141049e-13, 6.620710e-10, 3.198710e-11, 1.028506e-08, 1.372542e-12, 5.905036e-13, 5.988941e-15, 4.459645e-13, 8.081947e-13, 3.073981e-13, 2.245965e-14, 1.553997e-16, 4.483545e-16, 8.475319e-17, 1.635903e-17, 1.362802e-02, 4.669997e+00, 3.655808e+02, 3.689875e+02
1.023000e+00, 3.150679e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.764943e-01, 1.314956e-01, -1.461298e+04, 1.648797e+03, 2.501106e+04, 1.648797e+03, 4.700009e+06, 3.467201e-03, 5.050700e-01, 9.366910e-06, 3.752031e-12, 1.742045e-01, 1.688668e-07, 8.193968e-15, 2.861010e-01, 3.077789e-02, 3.663800e-04, 1.397476e-07, 3.232358e-08, 3.003473e-06, 1.188713e-07, 1.643015e-07, 1.528850e-09, 4.787492e-12, 2.121185e-08, 3.202437e-12, 3.084063e-08, 1.219905e-08, 1.123807e-13, 6.632435e-10, 3.195178e-11, 1.025802e-08, 1.356952e-12, 5.894434e-13, 5.946908e-15, 4.452694e-13, 8.021826e-13, 3.050523e-13, 2.215640e-14, 1.527853e-16, 4.404685e-16, 8.324384e-17, 1.604257e-17, 1.362805e-02, 4.672298e+00, 3.665897e+02, 3.699932e+02
1.035000e+00, 3.194090e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.763580e-01, 1.314956e-01, -7.222656e+03, 1.647988e+03, 2.501106e+04, 1.647988e+03, 4.700009e+06, 3.467208e-03, 5.050919e-01, 9.291887e-06, 3.577127e-12, 1.741819e-01, 1.671221e-07, 7.857415e-15, 2.860765e-01, 3.080198e-02, 3.674496e-04, 1.390299e-07, 3.240610e-08, 3.003874e-06, 1.182211e-07, 1.644390e-07, 1.533709e-09, 4.767878e-12, 2.117381e-08, 3.168639e-12, 2.938995e-08, 1.209623e-08, 1.107161e-13, 6.645552e-10, 3.192348e-11, 1.023251e-08, 1.341963e-12, 5.890108e-13, 5.907727e-15, 4.446312e-13, 7.966663e-13, 3.028808e-13, 2.186675e-14, 1.524683e-16, 4.364522e-16, 8.170790e-17, 1.573685e-17, 1.362808e-02, 4.674601e+00, 3.676583e+02, 3.710589e+02
1.047000e+00, 3.237523e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.762218e-01, 1.314956e-01, 7.996502e+03, 1.647180e+03, 2.501106e+04, 1.647180e+03, 4.700009e+06, 3.467216e-03, 5.051138e-01, 9.217411e-06, 3.411710e-12, 1.741594e-01, 1.653946e-07, 7.538811e-15, 2.860520e-01, 3.082612e-02, 3.685762e-04, 1.383352e-07, 3.249014e-08, 3.004275e-06, 1.175738e-07, 1.645779e-07, 1.538670e-09, 4.749389e-12, 2.113989e-08, 3.136070e-12, 2.801906e-08, 1.199744e-08, 1.091065e-13, 6.659818e-10, 3.190133e-11, 1.020849e-08, 1.327494e-12, 5.889799e-13, 5.871225e-15, 4.440843e-13, 7.915613e-13, 3.008600e-13, 2.158979e-14, 1.532013e-16, 4.342374e-16, 8.019874e-17, 1.544184e-17, 1.362811e-02, 4.676907e+00, 3.687840e+02, 3.721818e+02
1.059000e+00, 3.280977e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.760856e-01, 1.314956e-01, 9.566616e+03, 1.646371e+03, 2.501106e+04, 1.646371e+03, 4.700009e+06, 3.467225e-03, 5.051356e-01, 9.143498e-06, 3.255886e-12, 1.741368e-01, 1.636837e-07, 7.237007e-15, 2.860274e-01, 3.085030e-02, 3.697580e-04, 1.376629e-07, 3.257590e-08, 3.004676e-06, 1.169300e-07, 1.647154e-07, 1.544514e-09, 4.732577e-12, 2.111401e-08, 3.104626e-12, 2.672475e-08, 1.190276e-08, 1.075472e-13, 6.674853e-10, 3.188421e-11, 1.018595e-08, 1.313431e-12, 5.889708e-13, 5.837309e-15, 4.436985e-13, 7.867474e-13, 2.989595e-13, 2.132492e-14, 1.527789e-16, 4.302107e-16, 7.881649e-17, 1.515803e-17, 1.362814e-02, 4.679214e+00, 3.699649e+02, 3.733600e+02
1.071000e+00, 3.324452e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.759495e-01, 1.314956e-01, 9.733015e+03, 1.645563e+03, 2.501106e+04, 1.645563e+03, 4.700009e+06, 3.467233e-03, 5.051574e-01, 9.070129e-06, 3.108429e-12, 1.741144e-01, 1.619894e-07, 6.950558e-15, 2.860027e-01, 3.087453e-02, 3.709904e-04, 1.370103e-07, 3.266312e-08, 3.005077e-06, 1.162893e-07, 1.648532e-07, 1.550696e-09, 4.716877e-12, 2.109282e-08, 3.074188e-12, 2.549958e-08, 1.181151e-08, 1.060334e-13, 6.690779e-10, 3.187202e-11, 1.016470e-08, 1.299775e-12, 5.891765e-13, 5.805580e-15, 4.434118e-13, 7.822370e-13, 2.971745e-13, 2.107048e-14, 1.525576e-16, 4.265045e-16, 7.748735e-17, 1.488394e-17, 1.362818e-02, 4.681523e+00, 3.711964e+02, 3.745889e+02
1.083000e+00, 3.367949e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.758133e-01, 1.314956e-01, 9.242708e+03, 1.644756e+03, 2.501106e+04, 1.644756e+03, 4.700009e+06, 3.467242e-03, 5.051791e-01, 8.997300e-06, 2.968980e-12, 1.740919e-01, 1.603115e-07, 6.678773e-15, 2.859780e-01, 3.089880e-02, 3.722713e-04, 1.363762e-07, 3.275176e-08, 3.005478e-06, 1.156516e-07, 1.649911e-07, 1.557282e-09, 4.702299e-12, 2.107651e-08, 3.044716e-12, 2.434039e-08, 1.172357e-08, 1.045636e-13, 6.707535e-10, 3.186447e-11, 1.014465e-08, 1.286505e-12, 5.895720e-13, 5.775981e-15, 4.432268e-13, 7.780128e-13, 2.954995e-13, 2.082606e-14, 1.523548e-16, 4.229144e-16, 7.621744e-17, 1.461950e-17, 1.362821e-02, 4.683834e+00, 3.724765e+02, 3.758667e+02
1.095000e+00, 3.411468e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.756771e-01, 1.314956e-01, 9.299497e+03, 1.643948e+03, 2.501106e+04, 1.643948e+03, 4.700009e+06, 3.467252e-03, 5.052008e-01, 8.925006e-06, 2.837264e-12, 1.740695e-01, 1.586499e-07, 6.421123e-15, 2.859532e-01, 3.092312e-02, 3.735993e-04, 1.357601e-07, 3.284182e-08, 3.005879e-06, 1.150170e-07, 1.651288e-07, 1.564362e-09, 4.688883e-12, 2.106542e-08, 3.016192e-12, 2.324465e-08, 1.163888e-08, 1.031370e-13, 6.725068e-10, 3.186138e-11, 1.012576e-08, 1.273605e-12, 5.901348e-13, 5.748511e-15, 4.431495e-13, 7.740631e-13, 2.939311e-13, 2.059145e-14, 1.519574e-16, 4.192242e-16, 7.501561e-17, 1.436480e-17, 1.362825e-02, 4.686147e+00, 3.738036e+02, 3.771916e+02
1.107000e+00, 3.455008e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.755410e-01, 1.314956e-01, 8.494160e+03, 1.643141e+03, 2.501106e+04, 1.643141e+03, 4.700009e+06, 3.467261e-03, 5.052224e-01, 8.853243e-06, 2.712576e-12, 1.740470e-01, 1.570043e-07, 6.176262e-15, 2.859284e-01, 3.094749e-02, 3.749707e-04, 1.351597e-07, 3.293322e-08, 3.006279e-06, 1.143855e-07, 1.652664e-07, 1.571915e-09, 4.676506e-12, 2.105908e-08, 2.988501e-12, 2.220655e-08, 1.155704e-08, 1.017487e-13, 6.743297e-10, 3.186221e-11, 1.010791e-08, 1.261029e-12, 5.908293e-13, 5.722886e-15, 4.431699e-13, 7.703470e-13, 2.924541e-13, 2.036539e-14, 1.513070e-16, 4.152789e-16, 7.387699e-17, 1.411912e-17, 1.362829e-02, 4.688462e+00, 3.751743e+02, 3.785602e+02
1.119000e+00, 3.498569e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.754049e-01, 1.314956e-01, 7.736393e+03, 1.642334e+03, 2.501106e+04, 1.642334e+03, 4.700009e+06, 3.467271e-03, 5.052439e-01, 8.782007e-06, 2.594531e-12, 1.740246e-01, 1.553747e-07, 5.943576e-15, 2.859034e-01, 3.097191e-02, 3.763839e-04, 1.345744e-07, 3.302589e-08, 3.006680e-06, 1.137570e-07, 1.654040e-07, 1.579871e-09, 4.665068e-12, 2.105697e-08, 2.961596e-12, 2.122332e-08, 1.147787e-08, 1.003968e-13, 6.762218e-10, 3.186682e-11, 1.009102e-08, 1.248766e-12, 5.916777e-13, 5.698993e-15, 4.432784e-13, 7.668581e-13, 2.910649e-13, 2.014733e-14, 1.505728e-16, 4.113539e-16, 7.278986e-17, 1.388213e-17, 1.362833e-02, 4.690780e+00, 3.765868e+02, 3.799706e+02
1.131000e+00, 3.542152e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.752688e-01, 1.314956e-01, 8.032570e+03, 1.641527e+03, 2.501106e+04, 1.641527e+03, 4.700009e+06, 3.467281e-03, 5.052655e-01, 8.711292e-06, 2.482759e-12, 1.740022e-01, 1.537610e-07, 5.722493e-15, 2.858785e-01, 3.099637e-02, 3.778372e-04, 1.340031e-07, 3.311977e-08, 3.007081e-06, 1.131314e-07, 1.655419e-07, 1.588149e-09, 4.654467e-12, 2.105852e-08, 2.935435e-12, 2.029236e-08, 1.140120e-08, 9.907926e-14, 6.781832e-10, 3.187509e-11, 1.007504e-08, 1.236807e-12, 5.927068e-13, 5.676724e-15, 4.434644e-13, 7.635926e-13, 2.897603e-13, 1.993677e-14, 1.499511e-16, 4.077663e-16, 7.174136e-17, 1.365351e-17, 1.362837e-02, 4.693099e+00, 3.780394e+02, 3.814214e+02
1.143000e+00, 3.585757e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.751327e-01, 1.314956e-01, 8.920473e+03, 1.640720e+03, 2.501106e+04, 1.640720e+03, 4.700009e+06, 3.467292e-03, 5.052870e-01, 8.641095e-06, 2.376729e-12, 1.739798e-01, 1.521628e-07, 5.511996e-15, 2.858534e-01, 3.102088e-02, 3.793279e-04, 1.334444e-07, 3.321480e-08, 3.007482e-06, 1.125088e-07, 1.656800e-07, 1.596776e-09, 4.644646e-12, 2.106361e-08, 2.909940e-12, 1.940918e-08, 1.132675e-08, 9.779285e-14, 6.802067e-10, 3.188664e-11, 1.005987e-08, 1.225118e-12, 5.938863e-13, 5.655912e-15, 4.437245e-13, 7.605212e-13, 2.885301e-13, 1.973285e-14, 1.493193e-16, 4.043343e-16, 7.073226e-17, 1.343288e-17, 1.362841e-02, 4.695421e+00, 3.795294e+02, 3.829096e+02
1.155000e+00, 3.629383e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.749966e-01, 1.314956e-01, 9.891534e+03, 1.639914e+03, 2.501106e+04, 1.639914e+03, 4.700009e+06, 3.467303e-03, 5.053085e-01, 8.571410e-06, 2.276174e-12, 1.739574e-01, 1.505800e-07, 5.311630e-15, 2.858283e-01, 3.104543e-02, 3.808547e-04, 1.328978e-07, 3.331094e-08, 3.007884e-06, 1.118891e-07, 1.658183e-07, 1.605664e-09, 4.635505e-12, 2.107168e-08, 2.885074e-12, 1.857171e-08, 1.125440e-08, 9.653642e-14, 6.822919e-10, 3.190131e-11, 1.004546e-08, 1.213691e-12, 5.952188e-13, 5.636416e-15, 4.440482e-13, 7.576339e-13, 2.873695e-13, 1.953521e-14, 1.488321e-16, 4.011958e-16, 6.975363e-17, 1.321966e-17, 1.362845e-02, 4.697744e+00, 3.810555e+02, 3.844340e+02
1.167000e+00, 3.673030e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.748605e-01, 1.314956e-01, 1.044177e+04, 1.639108e+03, 2.501106e+04, 1.639108e+03, 4.700009e+06, 3.467313e-03, 5.053299e-01, 8.502233e-06, 2.180818e-12, 1.739350e-01, 1.490125e-07, 5.120919e-15, 2.858032e-01, 3.107003e-02, 3.824162e-04, 1.323624e-07, 3.340814e-08, 3.008286e-06, 1.112723e-07, 1.659571e-07, 1.614730e-09, 4.626945e-12, 2.108220e-08, 2.860801e-12, 1.777780e-08, 1.118398e-08, 9.530871e-14, 6.844376e-10, 3.191896e-11, 1.003178e-08, 1.202518e-12, 5.967065e-13, 5.618098e-15, 4.444251e-13, 7.549202e-13, 2.862737e-13, 1.934343e-14, 1.486373e-16, 3.984833e-16, 6.879674e-17, 1.301331e-17, 1.362849e-02, 4.700070e+00, 3.826164e+02, 3.859933e+02
1.179000e+00, 3.716700e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.747245e-01, 1.314956e-01, 1.061274e+04, 1.638302e+03, 2.501106e+04, 1.638302e+03, 4.700009e+06, 3.467325e-03, 5.053513e-01, 8.433559e-06, 2.090200e-12, 1.739126e-01, 1.474601e-07, 4.939044e-15, 2.857779e-01, 3.109467e-02, 3.840101e-04, 1.318372e-07, 3.350635e-08, 3.008688e-06, 1.106584e-07, 1.660963e-07, 1.623954e-09, 4.618888e-12, 2.109483e-08, 2.837057e-12, 1.702379e-08, 1.111528e-08, 9.410709e-14, 6.866400e-10, 3.193932e-11, 1.001875e-08, 1.191576e-12, 5.983434e-13, 5.600816e-15, 4.448488e-13, 7.523618e-13, 2.852355e-13, 1.915683e-14, 1.487500e-16, 3.962285e-16, 6.785651e-17, 1.281347e-17, 1.362854e-02, 4.702397e+00, 3.842097e+02, 3.875851e+02
