Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_N2_PFRC2_(), Mole_fraction_H2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_HO2_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_HOCHO_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_CHCHO_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_H2CC_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Mole_fraction_C2H3OH_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_HCCOH_PFRC2_(), Mole_fraction_C3H6_PFRC2_(), Mole_fraction_C3H5-A_PFRC2_(), Mole_fraction_CH3CHCO_PFRC2_(), Mole_fraction_C3H4-P_PFRC2_(), Mole_fraction_C3H4-A_PFRC2_(), Mole_fraction_C3H3_PFRC2_(), Mole_fraction_C4H6_PFRC2_(), Mole_fraction_C4H4_PFRC2_(), Mole_fraction_C4H2_PFRC2_(), Mole_fraction_C6H6_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
1.191000e+00, 3.760391e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.745884e-01, 1.314956e-01, 1.054564e+04, 1.637496e+03, 2.501106e+04, 1.637496e+03, 4.700009e+06, 3.467336e-03, 5.053727e-01, 8.365386e-06, 2.004093e-12, 1.738902e-01, 1.459227e-07, 4.765554e-15, 2.857527e-01, 3.111936e-02, 3.856351e-04, 1.313215e-07, 3.360553e-08, 3.009092e-06, 1.100473e-07, 1.662359e-07, 1.633364e-09, 4.611324e-12, 2.110960e-08, 2.813813e-12, 1.630761e-08, 1.104819e-08, 9.293038e-14, 6.888951e-10, 3.196218e-11, 1.000631e-08, 1.180850e-12, 6.001082e-13, 5.584514e-15, 4.453189e-13, 7.499450e-13, 2.842504e-13, 1.897512e-14, 1.490615e-16, 3.942759e-16, 6.693674e-17, 1.261992e-17, 1.362858e-02, 4.704727e+00, 3.858341e+02, 3.892081e+02
1.203000e+00, 3.804103e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.744524e-01, 1.314956e-01, 1.043860e+04, 1.636690e+03, 2.501106e+04, 1.636690e+03, 4.700009e+06, 3.467348e-03, 5.053941e-01, 8.297709e-06, 1.922300e-12, 1.738678e-01, 1.444000e-07, 4.600052e-15, 2.857273e-01, 3.114410e-02, 3.872901e-04, 1.308147e-07, 3.370570e-08, 3.009495e-06, 1.094391e-07, 1.663756e-07, 1.643007e-09, 4.604260e-12, 2.112665e-08, 2.791046e-12, 1.562738e-08, 1.098266e-08, 9.177756e-14, 6.911985e-10, 3.198735e-11, 9.994430e-09, 1.170325e-12, 6.019753e-13, 5.569156e-15, 4.458372e-13, 7.476563e-13, 2.833142e-13, 1.879811e-14, 1.494231e-16, 3.924192e-16, 6.604354e-17, 1.243247e-17, 1.362863e-02, 4.707059e+00, 3.874885e+02, 3.908611e+02
1.215000e+00, 3.847838e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.743164e-01, 1.314956e-01, 1.023187e+04, 1.635884e+03, 2.501106e+04, 1.635884e+03, 4.700009e+06, 3.467359e-03, 5.054155e-01, 8.230527e-06, 1.844536e-12, 1.738454e-01, 1.428921e-07, 4.442006e-15, 2.857020e-01, 3.116888e-02, 3.889734e-04, 1.303161e-07, 3.380683e-08, 3.009899e-06, 1.088338e-07, 1.665155e-07, 1.652882e-09, 4.597656e-12, 2.114581e-08, 2.768718e-12, 1.498067e-08, 1.091854e-08, 9.064715e-14, 6.935466e-10, 3.201462e-11, 9.983064e-09, 1.159987e-12, 6.039306e-13, 5.554655e-15, 4.464005e-13, 7.454815e-13, 2.824218e-13, 1.862542e-14, 1.497950e-16, 3.905903e-16, 6.517675e-17, 1.225083e-17, 1.362867e-02, 4.709393e+00, 3.891712e+02, 3.925426e+02
1.227000e+00, 3.891594e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.741803e-01, 1.314956e-01, 1.002908e+04, 1.635079e+03, 2.501106e+04, 1.635079e+03, 4.700009e+06, 3.467371e-03, 5.054369e-01, 8.163835e-06, 1.770590e-12, 1.738230e-01, 1.413987e-07, 4.290994e-15, 2.856765e-01, 3.119371e-02, 3.906839e-04, 1.298251e-07, 3.390889e-08, 3.010303e-06, 1.082314e-07, 1.666553e-07, 1.663028e-09, 4.591509e-12, 2.116718e-08, 2.746801e-12, 1.436552e-08, 1.085575e-08, 8.953804e-14, 6.959353e-10, 3.204381e-11, 9.972169e-09, 1.149821e-12, 6.059503e-13, 5.540966e-15, 4.470095e-13, 7.434071e-13, 2.815690e-13, 1.845679e-14, 1.500471e-16, 3.886065e-16, 6.434141e-17, 1.207479e-17, 1.362872e-02, 4.711730e+00, 3.908811e+02, 3.942513e+02
1.239000e+00, 3.935371e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.740443e-01, 1.314956e-01, 9.972854e+03, 1.634273e+03, 2.501106e+04, 1.634273e+03, 4.700009e+06, 3.467383e-03, 5.054583e-01, 8.097631e-06, 1.700277e-12, 1.738006e-01, 1.399197e-07, 4.146631e-15, 2.856510e-01, 3.121858e-02, 3.924202e-04, 1.293412e-07, 3.401190e-08, 3.010707e-06, 1.076318e-07, 1.667950e-07, 1.673496e-09, 4.585832e-12, 2.119089e-08, 2.725274e-12, 1.378010e-08, 1.079422e-08, 8.844930e-14, 6.983600e-10, 3.207473e-11, 9.961707e-09, 1.139812e-12, 6.080078e-13, 5.528058e-15, 4.476664e-13, 7.414197e-13, 2.807517e-13, 1.829206e-14, 1.500182e-16, 3.862458e-16, 6.354433e-17, 1.190421e-17, 1.362877e-02, 4.714068e+00, 3.926170e+02, 3.959859e+02
1.251000e+00, 3.979171e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.739083e-01, 1.314956e-01, 1.024558e+04, 1.633468e+03, 2.501106e+04, 1.633468e+03, 4.700009e+06, 3.467396e-03, 5.054796e-01, 8.031913e-06, 1.633436e-12, 1.737782e-01, 1.384550e-07, 4.008569e-15, 2.856255e-01, 3.124351e-02, 3.941815e-04, 1.288639e-07, 3.411584e-08, 3.011110e-06, 1.070351e-07, 1.669344e-07, 1.684352e-09, 4.580648e-12, 2.121719e-08, 2.704116e-12, 1.322276e-08, 1.073390e-08, 8.738013e-14, 7.008160e-10, 3.210717e-11, 9.951647e-09, 1.129947e-12, 6.100730e-13, 5.515915e-15, 4.483747e-13, 7.395061e-13, 2.799662e-13, 1.813107e-14, 1.495163e-16, 3.832467e-16, 6.279413e-17, 1.173895e-17, 1.362881e-02, 4.716409e+00, 3.943777e+02, 3.977456e+02
1.263000e+00, 4.022992e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.737723e-01, 1.314956e-01, 1.023260e+04, 1.632663e+03, 2.501106e+04, 1.632663e+03, 4.700009e+06, 3.467408e-03, 5.055010e-01, 7.966672e-06, 1.569739e-12, 1.737557e-01, 1.370044e-07, 3.876440e-15, 2.855999e-01, 3.126847e-02, 3.959666e-04, 1.283925e-07, 3.422062e-08, 3.011515e-06, 1.064412e-07, 1.670741e-07, 1.695340e-09, 4.575738e-12, 2.124470e-08, 2.683288e-12, 1.269210e-08, 1.067459e-08, 8.632871e-14, 7.033115e-10, 3.214126e-11, 9.941944e-09, 1.120234e-12, 6.122405e-13, 5.504335e-15, 4.491106e-13, 7.376800e-13, 2.792127e-13, 1.797314e-14, 1.492249e-16, 3.805807e-16, 6.205220e-17, 1.157878e-17, 1.362886e-02, 4.718753e+00, 3.961623e+02, 3.995291e+02
1.275000e+00, 4.066835e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.736363e-01, 1.314956e-01, 9.896132e+03, 1.631858e+03, 2.501106e+04, 1.631858e+03, 4.700009e+06, 3.467421e-03, 5.055223e-01, 7.901904e-06, 1.509008e-12, 1.737333e-01, 1.355677e-07, 3.749948e-15, 2.855742e-01, 3.129348e-02, 3.977747e-04, 1.279266e-07, 3.432620e-08, 3.011920e-06, 1.058500e-07, 1.672143e-07, 1.706432e-09, 4.571058e-12, 2.127321e-08, 2.662769e-12, 1.218679e-08, 1.061619e-08, 8.529413e-14, 7.058461e-10, 3.217692e-11, 9.932565e-09, 1.110668e-12, 6.145207e-13, 5.493259e-15, 4.498701e-13, 7.359381e-13, 2.784895e-13, 1.781800e-14, 1.492204e-16, 3.783711e-16, 6.131286e-17, 1.142361e-17, 1.362891e-02, 4.721098e+00, 3.979699e+02, 4.013358e+02
1.287000e+00, 4.110700e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.735003e-01, 1.314956e-01, 9.523683e+03, 1.631053e+03, 2.501106e+04, 1.631053e+03, 4.700009e+06, 3.467434e-03, 5.055437e-01, 7.837607e-06, 1.451152e-12, 1.737108e-01, 1.341449e-07, 3.628857e-15, 2.855485e-01, 3.131854e-02, 3.996051e-04, 1.274659e-07, 3.443260e-08, 3.012325e-06, 1.052616e-07, 1.673547e-07, 1.717723e-09, 4.566664e-12, 2.130311e-08, 2.642550e-12, 1.170565e-08, 1.055871e-08, 8.427596e-14, 7.084146e-10, 3.221399e-11, 9.923490e-09, 1.101237e-12, 6.168770e-13, 5.482708e-15, 4.506599e-13, 7.342687e-13, 2.777937e-13, 1.766564e-14, 1.492418e-16, 3.762722e-16, 6.058876e-17, 1.127341e-17, 1.362896e-02, 4.723445e+00, 3.997998e+02, 4.031647e+02
1.299000e+00, 4.154586e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.733643e-01, 1.314956e-01, 9.144461e+03, 1.630248e+03, 2.501106e+04, 1.630248e+03, 4.700009e+06, 3.467447e-03, 5.055650e-01, 7.773777e-06, 1.396040e-12, 1.736883e-01, 1.327358e-07, 3.512946e-15, 2.855227e-01, 3.134365e-02, 4.014569e-04, 1.270101e-07, 3.453981e-08, 3.012731e-06, 1.046759e-07, 1.674954e-07, 1.729201e-09, 4.562532e-12, 2.133430e-08, 2.622618e-12, 1.124767e-08, 1.050208e-08, 8.327354e-14, 7.110163e-10, 3.225240e-11, 9.914695e-09, 1.091936e-12, 6.193162e-13, 5.472648e-15, 4.514781e-13, 7.326696e-13, 2.771243e-13, 1.751590e-14, 1.493237e-16, 3.743572e-16, 5.987670e-17, 1.112816e-17, 1.362901e-02, 4.725795e+00, 4.016511e+02, 4.050152e+02
1.311000e+00, 4.198494e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.732283e-01, 1.314956e-01, 8.795672e+03, 1.629443e+03, 2.501106e+04, 1.629443e+03, 4.700009e+06, 3.467460e-03, 5.055864e-01, 7.710411e-06, 1.343555e-12, 1.736658e-01, 1.313402e-07, 3.402027e-15, 2.854969e-01, 3.136880e-02, 4.033296e-04, 1.265589e-07, 3.464780e-08, 3.013137e-06, 1.040929e-07, 1.676364e-07, 1.740856e-09, 4.558641e-12, 2.136667e-08, 2.602961e-12, 1.081201e-08, 1.044626e-08, 8.228629e-14, 7.136510e-10, 3.229211e-11, 9.906157e-09, 1.082763e-12, 6.218471e-13, 5.463048e-15, 4.523225e-13, 7.311401e-13, 2.764804e-13, 1.736863e-14, 1.495093e-16, 3.727154e-16, 5.917310e-17, 1.098787e-17, 1.362907e-02, 4.728147e+00, 4.035233e+02, 4.068866e+02
1.323000e+00, 4.242425e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.730923e-01, 1.314956e-01, 8.895515e+03, 1.628638e+03, 2.501106e+04, 1.628638e+03, 4.700009e+06, 3.467473e-03, 5.056078e-01, 7.647507e-06, 1.293579e-12, 1.736433e-01, 1.299582e-07, 3.295849e-15, 2.854710e-01, 3.139399e-02, 4.052225e-04, 1.261118e-07, 3.475657e-08, 3.013544e-06, 1.035126e-07, 1.677777e-07, 1.752638e-09, 4.554935e-12, 2.139992e-08, 2.583554e-12, 1.039766e-08, 1.039117e-08, 8.131347e-14, 7.163166e-10, 3.233299e-11, 9.897855e-09, 1.073709e-12, 6.244456e-13, 5.453829e-15, 4.531872e-13, 7.296671e-13, 2.758575e-13, 1.722366e-14, 1.498237e-16, 3.712545e-16, 5.847830e-17, 1.085199e-17, 1.362912e-02, 4.730501e+00, 4.054157e+02, 4.087783e+02
1.335000e+00, 4.286377e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.729563e-01, 1.314956e-01, 1.038623e+04, 1.627833e+03, 2.501106e+04, 1.627833e+03, 4.700009e+06, 3.467486e-03, 5.056291e-01, 7.585069e-06, 1.245990e-12, 1.736207e-01, 1.285896e-07, 3.194057e-15, 2.854451e-01, 3.141923e-02, 4.071347e-04, 1.256687e-07, 3.486609e-08, 3.013952e-06, 1.029352e-07, 1.679191e-07, 1.764452e-09, 4.551313e-12, 2.143354e-08, 2.564355e-12, 1.000334e-08, 1.033665e-08, 8.035413e-14, 7.190087e-10, 3.237474e-11, 9.889763e-09, 1.064755e-12, 6.270431e-13, 5.444839e-15, 4.540606e-13, 7.282209e-13, 2.752455e-13, 1.708086e-14, 1.502645e-16, 3.696334e-16, 5.779798e-17, 1.071928e-17, 1.362917e-02, 4.732858e+00, 4.073275e+02, 4.106893e+02
