Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_N2_PFRC2_(), Mole_fraction_H2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_HO2_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_HOCHO_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_HCOOH_PFRC2_(), Mole_fraction_C3H6_PFRC2_(), Mole_fraction_C3H4-P_PFRC2_(), Mole_fraction_C3H4-A_PFRC2_(), Mole_fraction_C3H3_PFRC2_(), Mole_fraction_C4H2_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
1.350000e-01, 0.000000e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.926746e-01, 1.766800e-01, 3.634600e+07, 1.802663e+03, 0.000000e+00, 1.802663e+03, 4.700000e+06, 3.009055e-03, 2.836321e-01, 2.907197e-05, 1.735138e-05, 3.053602e-01, 2.357089e-06, 4.277655e-08, 3.131106e-01, 8.800069e-02, 6.636879e-03, 1.382197e-05, 1.345072e-06, 2.954161e-06, 2.643044e-07, 2.783527e-07, 1.183906e-06, 4.166176e-05, 2.984826e-08, 1.356562e-04, 1.841209e-08, 3.591715e-06, 1.520562e-07, 5.431482e-08, 3.538762e-07, 1.396795e-07, 3.787768e-08, 1.092567e-08, 1.891294e-02, 5.930721e+00, 7.009646e+03, 7.021902e+03
1.350098e-01, 3.359150e-05, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.926871e-01, 1.766800e-01, -6.701097e+06, 1.802696e+03, 2.501106e+04, 1.802696e+03, 4.700004e+06, 3.008977e-03, 2.836542e-01, 2.842094e-05, 6.831249e-06, 3.053594e-01, 2.303438e-06, 1.659208e-08, 3.131263e-01, 8.799362e-02, 6.619485e-03, 1.348246e-05, 1.307189e-06, 2.928368e-06, 2.583782e-07, 2.810363e-07, 1.083572e-06, 4.145605e-05, 2.909662e-08, 1.353287e-04, 1.803080e-08, 3.564965e-06, 1.521078e-07, 5.274100e-08, 3.526653e-07, 1.390789e-07, 3.754826e-08, 1.090127e-08, 1.891245e-02, 5.930467e+00, 6.990630e+03, 7.002763e+03
1.350760e-01, 2.596924e-04, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.926654e-01, 1.766800e-01, -3.500687e+07, 1.802159e+03, 2.501106e+04, 1.802159e+03, 4.700004e+06, 3.008305e-03, 2.838798e-01, 2.787455e-05, 1.532691e-08, 3.052276e-01, 2.253103e-06, 3.702580e-11, 3.132188e-01, 8.793150e-02, 6.509092e-03, 1.299783e-05, 1.251841e-06, 2.886373e-06, 2.538528e-07, 2.835512e-07, 1.027504e-06, 4.037433e-05, 2.778716e-08, 1.313425e-04, 1.746758e-08, 3.474452e-06, 1.521457e-07, 4.998830e-08, 3.365464e-07, 1.326510e-07, 3.556736e-08, 1.028013e-08, 1.890823e-02, 5.930908e+00, 6.869413e+03, 6.881263e+03
1.360241e-01, 3.501391e-03, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.922912e-01, 1.766800e-01, -2.359610e+07, 1.795084e+03, 2.501106e+04, 1.795084e+03, 4.700004e+06, 3.000330e-03, 2.867533e-01, 2.645782e-05, 6.010616e-11, 3.033787e-01, 2.071204e-06, 3.755145e-13, 3.141181e-01, 8.735417e-02, 5.242369e-03, 9.844127e-06, 9.549742e-07, 2.642415e-06, 2.463261e-07, 2.861226e-07, 6.631689e-07, 2.622794e-05, 1.688949e-08, 8.051681e-05, 1.354396e-08, 2.619490e-06, 1.520577e-07, 2.555851e-08, 1.632168e-07, 6.424374e-08, 1.642274e-08, 3.815038e-09, 1.885810e-02, 5.938500e+00, 5.467919e+03, 5.477494e+03
1.404081e-01, 1.852680e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.914013e-01, 1.766800e-01, -7.808011e+06, 1.779332e+03, 2.501106e+04, 1.779332e+03, 4.700004e+06, 2.983085e-03, 2.930952e-01, 2.351201e-05, 4.366924e-11, 2.993063e-01, 1.714225e-06, 2.688367e-13, 3.158900e-01, 8.622923e-02, 2.443093e-03, 3.994794e-06, 3.958128e-07, 2.205697e-06, 2.299133e-07, 2.915595e-07, 1.391542e-07, 5.239542e-06, 2.901657e-09, 1.410369e-05, 5.795173e-09, 1.053326e-06, 1.517845e-07, 2.257334e-09, 1.278906e-08, 5.017237e-09, 1.152069e-09, 1.139361e-10, 1.874971e-02, 5.956635e+00, 2.486126e+03, 2.491530e+03
1.470000e-01, 4.117161e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.908747e-01, 1.766800e-01, -2.688980e+06, 1.770944e+03, 2.501106e+04, 1.770944e+03, 4.700004e+06, 2.974397e-03, 2.963322e-01, 2.209591e-05, 3.558774e-11, 2.972408e-01, 1.552095e-06, 2.227509e-13, 3.167192e-01, 8.570096e-02, 1.001002e-03, 1.522351e-06, 1.552415e-07, 2.029161e-06, 2.217953e-07, 2.940821e-07, 2.304318e-08, 8.441471e-07, 4.318770e-10, 2.118365e-06, 2.289376e-09, 4.012558e-07, 1.516291e-07, 1.451278e-10, 7.703369e-10, 3.016836e-10, 6.543873e-11, 2.550196e-12, 1.869510e-02, 5.967419e+00, 1.008500e+03, 1.012166e+03
1.554454e-01, 7.022261e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.905828e-01, 1.766800e-01, -8.665374e+05, 1.766927e+03, 2.501106e+04, 1.766927e+03, 4.700004e+06, 2.970632e-03, 2.977580e-01, 2.149142e-05, 3.269902e-11, 2.963273e-01, 1.483885e-06, 2.055256e-13, 3.170523e-01, 8.549436e-02, 3.707222e-04, 5.460025e-07, 5.922247e-08, 1.961334e-06, 2.184251e-07, 2.949103e-07, 3.160232e-09, 1.147841e-07, 5.670172e-11, 2.786502e-07, 8.371905e-10, 1.439356e-07, 1.515571e-07, 7.210625e-12, 3.688334e-11, 1.443864e-11, 3.055385e-12, 4.349516e-14, 1.867143e-02, 5.973414e+00, 3.720618e+02, 3.750416e+02
1.590000e-01, 8.245683e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.905072e-01, 1.766800e-01, -5.887000e+05, 1.766044e+03, 2.501106e+04, 1.766044e+03, 4.700004e+06, 2.969920e-03, 2.980340e-01, 2.137317e-05, 3.214184e-11, 2.961484e-01, 1.470432e-06, 2.023014e-13, 3.171086e-01, 8.546174e-02, 2.512453e-04, 3.675886e-07, 4.158501e-08, 1.949127e-06, 2.178086e-07, 2.949871e-07, 1.458534e-09, 5.288600e-08, 2.592682e-11, 1.274679e-07, 5.662130e-10, 9.694429e-08, 1.515430e-07, 2.264838e-12, 1.165451e-11, 4.558037e-12, 9.534363e-13, 1.023608e-14, 1.866696e-02, 5.974969e+00, 2.519767e+02, 2.548314e+02
1.710000e-01, 1.237776e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.903274e-01, 1.766800e-01, -1.328856e+05, 1.764338e+03, 2.501106e+04, 1.764338e+03, 4.700004e+06, 2.968888e-03, 2.984557e-01, 2.113983e-05, 3.112857e-11, 2.958677e-01, 1.445182e-06, 1.963396e-13, 3.171685e-01, 8.543600e-02, 7.790041e-05, 1.126220e-07, 1.632120e-08, 1.931918e-06, 2.165223e-07, 2.951197e-07, 1.421981e-10, 5.259838e-09, 2.547236e-12, 1.251705e-08, 1.752079e-10, 2.980903e-08, 1.515262e-07, 6.863538e-14, 3.458343e-13, 1.353272e-13, 2.812390e-14, 9.382924e-17, 1.866048e-02, 5.978668e+00, 7.804889e+01, 8.072451e+01
1.830000e-01, 1.651202e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.901905e-01, 1.766800e-01, -9.559988e+03, 1.763352e+03, 2.501106e+04, 1.763352e+03, 4.700004e+06, 2.968628e-03, 2.985902e-01, 2.098542e-05, 3.054770e-11, 2.957689e-01, 1.430196e-06, 1.927857e-13, 3.171555e-01, 8.545757e-02, 3.415269e-05, 4.903268e-08, 1.001533e-08, 1.927838e-06, 2.155405e-07, 2.952613e-07, 2.754967e-11, 1.062443e-09, 5.123364e-13, 2.515140e-09, 7.681446e-11, 1.307757e-08, 1.515281e-07, 6.951524e-15, 3.458398e-14, 1.353356e-14, 2.783115e-15, 1.006416e-17, 1.865884e-02, 5.981489e+00, 3.420894e+01, 3.683957e+01
1.950000e-01, 2.064814e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.900643e-01, 1.766800e-01, -4.682706e+03, 1.762545e+03, 2.501106e+04, 1.762545e+03, 4.700004e+06, 2.968561e-03, 2.986528e-01, 2.084716e-05, 3.006705e-11, 2.957155e-01, 1.417535e-06, 1.897597e-13, 3.171244e-01, 8.549096e-02, 2.283558e-05, 3.255403e-08, 8.393909e-09, 1.926971e-06, 2.145967e-07, 2.954298e-07, 1.283275e-11, 5.096708e-10, 2.432640e-13, 1.199076e-09, 5.132219e-11, 8.754087e-09, 1.515351e-07, 1.842158e-15, 9.247493e-15, 3.625106e-15, 7.579716e-16, 9.689383e-19, 1.865842e-02, 5.984092e+00, 2.287158e+01, 2.549022e+01
2.070000e-01, 2.478604e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.899409e-01, 1.766800e-01, -2.733330e+03, 1.761785e+03, 2.501106e+04, 1.761785e+03, 4.700004e+06, 2.968544e-03, 2.986969e-01, 2.071308e-05, 2.961513e-11, 2.956740e-01, 1.405502e-06, 1.868879e-13, 3.170885e-01, 8.552746e-02, 1.993122e-05, 2.819342e-08, 7.980601e-09, 1.926930e-06, 2.136593e-07, 2.956097e-07, 1.039962e-11, 4.027223e-10, 1.886866e-13, 9.404150e-10, 4.472131e-11, 7.625273e-09, 1.515434e-07, 2.266306e-16, 1.197179e-15, 4.807825e-16, 8.972831e-17, -5.823638e-18, 1.865831e-02, 5.986639e+00, 1.996213e+01, 2.257726e+01
2.190000e-01, 2.892569e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.898183e-01, 1.766800e-01, 6.844013e+04, 1.761038e+03, 2.501106e+04, 1.761038e+03, 4.700004e+06, 2.968540e-03, 2.987361e-01, 2.057797e-05, 2.917026e-11, 2.956354e-01, 1.393527e-06, 1.840360e-13, 3.170513e-01, 8.556478e-02, 1.923229e-05, 2.709788e-08, 7.896220e-09, 1.927106e-06, 2.126977e-07, 2.958106e-07, 8.620495e-12, 3.678782e-10, 1.756723e-13, 8.610519e-10, 4.322112e-11, 7.334344e-09, 1.515525e-07, 2.224069e-15, 1.087495e-14, 4.233901e-15, 8.415277e-16, 6.060270e-18, 1.865829e-02, 5.989171e+00, 1.926186e+01, 2.187573e+01
2.310000e-01, 3.306709e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.896958e-01, 1.766800e-01, 9.208956e+05, 1.760293e+03, 2.501106e+04, 1.760293e+03, 4.700004e+06, 2.968540e-03, 2.987740e-01, 2.046239e-05, 2.878221e-11, 2.955977e-01, 1.382968e-06, 1.817374e-13, 3.170137e-01, 8.560241e-02, 1.914735e-05, 2.605738e-08, 7.803346e-09, 1.927315e-06, 2.119241e-07, 2.959257e-07, 1.632925e-11, 3.425788e-10, 1.213954e-13, 7.889797e-10, 4.216081e-11, 7.227217e-09, 1.515600e-07, -1.183660e-14, -5.776398e-14, -2.265679e-14, -5.912558e-15, -9.602229e-17, 1.865829e-02, 5.991704e+00, 1.917571e+01, 2.178880e+01
2.430000e-01, 3.721024e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.895740e-01, 1.766800e-01, 2.944973e+04, 1.759554e+03, 2.501106e+04, 1.759554e+03, 4.700004e+06, 2.968541e-03, 2.988114e-01, 2.031542e-05, 2.831179e-11, 2.955604e-01, 1.370257e-06, 1.785555e-13, 3.169763e-01, 8.563992e-02, 1.922926e-05, 2.670817e-08, 7.903100e-09, 1.927589e-06, 2.108353e-07, 2.961838e-07, 9.065334e-12, 3.577521e-10, 1.658046e-13, 8.234400e-10, 4.309233e-11, 7.268988e-09, 1.515702e-07, 1.109092e-15, 5.363288e-15, 2.097637e-15, 4.035975e-16, 3.587686e-19, 1.865829e-02, 5.994223e+00, 1.925835e+01, 2.187106e+01
2.550000e-01, 4.135513e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.894516e-01, 1.766800e-01, 8.623658e+03, 1.758810e+03, 2.501106e+04, 1.758810e+03, 4.700004e+06, 2.968541e-03, 2.988490e-01, 2.018452e-05, 2.788998e-11, 2.955228e-01, 1.358702e-06, 1.758594e-13, 3.169385e-01, 8.567769e-02, 1.932520e-05, 2.666875e-08, 7.922720e-09, 1.927842e-06, 2.099022e-07, 2.963743e-07, 9.208649e-12, 3.660724e-10, 1.687423e-13, 8.387769e-10, 4.327330e-11, 7.273258e-09, 1.515792e-07, 1.185999e-15, 5.785781e-15, 2.264895e-15, 4.554855e-16, 6.092901e-19, 1.865830e-02, 5.996758e+00, 1.935430e+01, 2.196653e+01
2.670000e-01, 4.550178e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.893292e-01, 1.766800e-01, 8.643371e+03, 1.758067e+03, 2.501106e+04, 1.758067e+03, 4.700004e+06, 2.968542e-03, 2.988866e-01, 2.005435e-05, 2.747421e-11, 2.954852e-01, 1.347236e-06, 1.732033e-13, 3.169007e-01, 8.571552e-02, 1.944661e-05, 2.666148e-08, 7.945758e-09, 1.928097e-06, 2.089723e-07, 2.965652e-07, 9.305980e-12, 3.685510e-10, 1.686729e-13, 8.398163e-10, 4.350995e-11, 7.286378e-09, 1.515881e-07, 1.199339e-15, 5.822244e-15, 2.278759e-15, 4.560668e-16, 6.109810e-19, 1.865830e-02, 5.999295e+00, 1.947571e+01, 2.208749e+01
2.790000e-01, 4.965018e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.892068e-01, 1.766800e-01, 8.656938e+03, 1.757324e+03, 2.501106e+04, 1.757324e+03, 4.700004e+06, 2.968543e-03, 2.989242e-01, 1.992491e-05, 2.706430e-11, 2.954476e-01, 1.335857e-06, 1.705851e-13, 3.168628e-01, 8.575341e-02, 1.957736e-05, 2.666578e-08, 7.970058e-09, 1.928353e-06, 2.080456e-07, 2.967563e-07, 9.414751e-12, 3.715749e-10, 1.688386e-13, 8.420376e-10, 4.376703e-11, 7.302630e-09, 1.515971e-07, 1.215169e-15, 5.870014e-15, 2.297037e-15, 4.574846e-16, 6.129904e-19, 1.865831e-02, 6.001834e+00, 1.960647e+01, 2.221782e+01
2.910000e-01, 5.380034e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.890844e-01, 1.766800e-01, 8.662382e+03, 1.756581e+03, 2.501106e+04, 1.756581e+03, 4.700004e+06, 2.968544e-03, 2.989618e-01, 1.979619e-05, 2.666015e-11, 2.954100e-01, 1.324565e-06, 1.680042e-13, 3.168248e-01, 8.579135e-02, 1.971156e-05, 2.667340e-08, 7.994792e-09, 1.928609e-06, 2.071223e-07, 2.969476e-07, 9.526748e-12, 3.746750e-10, 1.690314e-13, 8.443939e-10, 4.403133e-11, 7.319825e-09, 1.516060e-07, 1.231342e-15, 5.919164e-15, 2.315858e-15, 4.590273e-16, 6.161011e-19, 1.865831e-02, 6.004375e+00, 1.974069e+01, 2.235161e+01
3.030000e-01, 5.795225e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.889620e-01, 1.766800e-01, 8.735911e+03, 1.755837e+03, 2.501106e+04, 1.755837e+03, 4.700004e+06, 2.968545e-03, 2.989996e-01, 1.966820e-05, 2.626169e-11, 2.953722e-01, 1.313358e-06, 1.654601e-13, 3.167869e-01, 8.582933e-02, 1.984629e-05, 2.668042e-08, 8.019562e-09, 1.928866e-06, 2.062023e-07, 2.971391e-07, 9.640307e-12, 3.778570e-10, 1.692514e-13, 8.468929e-10, 4.429636e-11, 7.336902e-09, 1.516150e-07, 1.248356e-15, 5.971174e-15, 2.335760e-15, 4.606696e-16, 6.186245e-19, 1.865832e-02, 6.006919e+00, 1.987544e+01, 2.248594e+01
3.150000e-01, 6.210593e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.888396e-01, 1.766800e-01, 8.737541e+03, 1.755094e+03, 2.501106e+04, 1.755094e+03, 4.700004e+06, 2.968546e-03, 2.990373e-01, 1.954093e-05, 2.586884e-11, 2.953345e-01, 1.302236e-06, 1.629525e-13, 3.167488e-01, 8.586737e-02, 1.998228e-05, 2.668758e-08, 8.044449e-09, 1.929124e-06, 2.052855e-07, 2.973308e-07, 9.754867e-12, 3.809962e-10, 1.694333e-13, 8.492130e-10, 4.456367e-11, 7.354081e-09, 1.516239e-07, 1.265198e-15, 6.021726e-15, 2.355096e-15, 4.622047e-16, 6.216050e-19, 1.865833e-02, 6.009465e+00, 2.001145e+01, 2.262153e+01
3.270000e-01, 6.626137e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.887172e-01, 1.766800e-01, 8.699284e+03, 1.754351e+03, 2.501106e+04, 1.754351e+03, 4.700004e+06, 2.968547e-03, 2.990751e-01, 1.941437e-05, 2.548153e-11, 2.952967e-01, 1.291198e-06, 1.604806e-13, 3.167107e-01, 8.590545e-02, 2.011914e-05, 2.669443e-08, 8.069405e-09, 1.929382e-06, 2.043721e-07, 2.975227e-07, 9.870432e-12, 3.841219e-10, 1.695939e-13, 8.514348e-10, 4.483239e-11, 7.371234e-09, 1.516329e-07, 1.281956e-15, 6.071338e-15, 2.374068e-15, 4.636705e-16, 6.248537e-19, 1.865833e-02, 6.012013e+00, 2.014832e+01, 2.275799e+01
3.390000e-01, 7.041856e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.885947e-01, 1.766800e-01, 8.645810e+03, 1.753608e+03, 2.501106e+04, 1.753608e+03, 4.700004e+06, 2.968548e-03, 2.991130e-01, 1.928852e-05, 2.509969e-11, 2.952588e-01, 1.280245e-06, 1.580442e-13, 3.166726e-01, 8.594359e-02, 2.025678e-05, 2.670097e-08, 8.094428e-09, 1.929640e-06, 2.034619e-07, 2.977148e-07, 9.987283e-12, 3.872720e-10, 1.697541e-13, 8.536592e-10, 4.510238e-11, 7.388351e-09, 1.516418e-07, 1.298778e-15, 6.120808e-15, 2.392987e-15, 4.651245e-16, 6.282167e-19, 1.865834e-02, 6.014564e+00, 2.028598e+01, 2.289523e+01
3.510000e-01, 7.457753e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.884723e-01, 1.766800e-01, 8.652150e+03, 1.752864e+03, 2.501106e+04, 1.752864e+03, 4.700004e+06, 2.968549e-03, 2.991509e-01, 1.916339e-05, 2.472324e-11, 2.952209e-01, 1.269375e-06, 1.556427e-13, 3.166344e-01, 8.598178e-02, 2.039559e-05, 2.670769e-08, 8.119569e-09, 1.929899e-06, 2.025550e-07, 2.979071e-07, 1.010595e-11, 3.904811e-10, 1.699295e-13, 8.559655e-10, 4.537447e-11, 7.405564e-09, 1.516508e-07, 1.316062e-15, 6.171687e-15, 2.412441e-15, 4.666351e-16, 6.313175e-19, 1.865835e-02, 6.017116e+00, 2.042481e+01, 2.303365e+01
3.630000e-01, 7.873825e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.883499e-01, 1.766800e-01, 8.696218e+03, 1.752121e+03, 2.501106e+04, 1.752121e+03, 4.700004e+06, 2.968550e-03, 2.991888e-01, 1.903896e-05, 2.435212e-11, 2.951830e-01, 1.258588e-06, 1.532756e-13, 3.165962e-01, 8.602001e-02, 2.053563e-05, 2.671472e-08, 8.144839e-09, 1.930158e-06, 2.016514e-07, 2.980995e-07, 1.022672e-11, 3.937765e-10, 1.701340e-13, 8.584223e-10, 4.564884e-11, 7.422905e-09, 1.516597e-07, 1.333984e-15, 6.224758e-15, 2.432733e-15, 4.682472e-16, 6.339658e-19, 1.865835e-02, 6.019671e+00, 2.056488e+01, 2.317331e+01
3.750000e-01, 8.290075e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.882274e-01, 1.766800e-01, 8.765321e+03, 1.751378e+03, 2.501106e+04, 1.751378e+03, 4.700004e+06, 2.968551e-03, 2.992268e-01, 1.891523e-05, 2.398625e-11, 2.951450e-01, 1.247883e-06, 1.509424e-13, 3.165579e-01, 8.605830e-02, 2.067695e-05, 2.672205e-08, 8.170241e-09, 1.930417e-06, 2.007510e-07, 2.982922e-07, 1.034957e-11, 3.971493e-10, 1.703619e-13, 8.610020e-10, 4.592553e-11, 7.440375e-09, 1.516687e-07, 1.352504e-15, 6.279792e-15, 2.453773e-15, 4.699442e-16, 6.362576e-19, 1.865836e-02, 6.022228e+00, 2.070621e+01, 2.331425e+01
3.870000e-01, 8.706501e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.881050e-01, 1.766800e-01, 8.873856e+03, 1.750634e+03, 2.501106e+04, 1.750634e+03, 4.700004e+06, 2.968553e-03, 2.992649e-01, 1.879220e-05, 2.362556e-11, 2.951069e-01, 1.237260e-06, 1.486429e-13, 3.165196e-01, 8.609663e-02, 2.081922e-05, 2.672903e-08, 8.195711e-09, 1.930677e-06, 1.998539e-07, 2.984850e-07, 1.047337e-11, 4.004774e-10, 1.705465e-13, 8.633812e-10, 4.620378e-11, 7.457815e-09, 1.516776e-07, 1.370796e-15, 6.333025e-15, 2.474114e-15, 4.715090e-16, 6.392445e-19, 1.865837e-02, 6.024788e+00, 2.084850e+01, 2.345614e+01
3.990000e-01, 9.123105e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.879825e-01, 1.766800e-01, 8.922764e+03, 1.749891e+03, 2.501106e+04, 1.749891e+03, 4.700004e+06, 2.968554e-03, 2.993029e-01, 1.866987e-05, 2.326999e-11, 2.950688e-01, 1.226718e-06, 1.463764e-13, 3.164812e-01, 8.613502e-02, 2.096259e-05, 2.673587e-08, 8.221274e-09, 1.930937e-06, 1.989600e-07, 2.986781e-07, 1.059850e-11, 4.037941e-10, 1.707043e-13, 8.656420e-10, 4.648394e-11, 7.475285e-09, 1.516866e-07, 1.389115e-15, 6.385542e-15, 2.494173e-15, 4.729994e-16, 6.426674e-19, 1.865837e-02, 6.027349e+00, 2.099189e+01, 2.359914e+01
4.110000e-01, 9.539885e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.878601e-01, 1.766800e-01, 8.900498e+03, 1.749147e+03, 2.501106e+04, 1.749147e+03, 4.700004e+06, 2.968555e-03, 2.993411e-01, 1.854823e-05, 2.291947e-11, 2.950307e-01, 1.216257e-06, 1.441425e-13, 3.164427e-01, 8.617346e-02, 2.110706e-05, 2.674263e-08, 8.246933e-09, 1.931197e-06, 1.980693e-07, 2.988713e-07, 1.072499e-11, 4.071120e-10, 1.708474e-13, 8.678366e-10, 4.676600e-11, 7.492792e-09, 1.516955e-07, 1.407526e-15, 6.437764e-15, 2.514112e-15, 4.744494e-16, 6.464041e-19, 1.865838e-02, 6.029913e+00, 2.113638e+01, 2.374324e+01
4.230000e-01, 9.956843e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.877376e-01, 1.766800e-01, 9.031330e+03, 1.748404e+03, 2.501106e+04, 1.748404e+03, 4.700004e+06, 2.968556e-03, 2.993793e-01, 1.842728e-05, 2.257392e-11, 2.949925e-01, 1.205876e-06, 1.419407e-13, 3.164043e-01, 8.621195e-02, 2.125261e-05, 2.674972e-08, 8.272719e-09, 1.931458e-06, 1.971819e-07, 2.990647e-07, 1.085334e-11, 4.105388e-10, 1.710566e-13, 8.703346e-10, 4.704999e-11, 7.510404e-09, 1.517044e-07, 1.426624e-15, 6.493003e-15, 2.535216e-15, 4.760982e-16, 6.494245e-19, 1.865839e-02, 6.032479e+00, 2.128195e+01, 2.388843e+01
4.350000e-01, 1.037398e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.876152e-01, 1.766800e-01, 9.089997e+03, 1.747661e+03, 2.501106e+04, 1.747661e+03, 4.700004e+06, 2.968557e-03, 2.994175e-01, 1.830701e-05, 2.223327e-11, 2.949542e-01, 1.195574e-06, 1.397707e-13, 3.163657e-01, 8.625048e-02, 2.139925e-05, 2.675700e-08, 8.298622e-09, 1.931720e-06, 1.962976e-07, 2.992584e-07, 1.098333e-11, 4.140398e-10, 1.713092e-13, 8.730290e-10, 4.733589e-11, 7.528097e-09, 1.517134e-07, 1.446212e-15, 6.550232e-15, 2.557088e-15, 4.778772e-16, 6.520610e-19, 1.865839e-02, 6.035047e+00, 2.142860e+01, 2.403470e+01
4.470000e-01, 1.079129e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.874927e-01, 1.766800e-01, 9.061342e+03, 1.746917e+03, 2.501106e+04, 1.746917e+03, 4.700004e+06, 2.968558e-03, 2.994558e-01, 1.818742e-05, 2.189747e-11, 2.949159e-01, 1.185352e-06, 1.376320e-13, 3.163271e-01, 8.628907e-02, 2.154697e-05, 2.676444e-08, 8.324640e-09, 1.931981e-06, 1.954166e-07, 2.994522e-07, 1.111500e-11, 4.176086e-10, 1.715977e-13, 8.758875e-10, 4.762370e-11, 7.545864e-09, 1.517223e-07, 1.466264e-15, 6.609219e-15, 2.579637e-15, 4.797649e-16, 6.543538e-19, 1.865840e-02, 6.037618e+00, 2.157635e+01, 2.418207e+01
4.590000e-01, 1.120878e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.873703e-01, 1.766800e-01, 9.271297e+03, 1.746174e+03, 2.501106e+04, 1.746174e+03, 4.700004e+06, 2.968559e-03, 2.994941e-01, 1.806852e-05, 2.156646e-11, 2.948776e-01, 1.175208e-06, 1.355242e-13, 3.162885e-01, 8.632771e-02, 2.169587e-05, 2.677166e-08, 8.350747e-09, 1.932243e-06, 1.945387e-07, 2.996462e-07, 1.124835e-11, 4.211655e-10, 1.718423e-13, 8.785623e-10, 4.791353e-11, 7.563650e-09, 1.517312e-07, 1.486388e-15, 6.667255e-15, 2.601806e-15, 4.815330e-16, 6.569661e-19, 1.865841e-02, 6.040191e+00, 2.172527e+01, 2.433062e+01
