Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_N2_PFRC2_(), Mole_fraction_H2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_HO2_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_HOCHO_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_HCOOH_PFRC2_(), Mole_fraction_C3H6_PFRC2_(), Mole_fraction_C3H4-P_PFRC2_(), Mole_fraction_C3H4-A_PFRC2_(), Mole_fraction_C3H3_PFRC2_(), Mole_fraction_C4H2_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
4.710000e-01, 1.162645e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.872478e-01, 1.766800e-01, 9.499803e+03, 1.745430e+03, 2.501106e+04, 1.745430e+03, 4.700004e+06, 2.968560e-03, 2.995325e-01, 1.795029e-05, 2.124018e-11, 2.948392e-01, 1.165142e-06, 1.334469e-13, 3.162498e-01, 8.636640e-02, 2.184593e-05, 2.677877e-08, 8.376949e-09, 1.932506e-06, 1.936641e-07, 2.998404e-07, 1.138343e-11, 4.247369e-10, 1.720679e-13, 8.811626e-10, 4.820536e-11, 7.581470e-09, 1.517401e-07, 1.506721e-15, 6.725217e-15, 2.623936e-15, 4.832530e-16, 6.596589e-19, 1.865841e-02, 6.042766e+00, 2.187534e+01, 2.448033e+01
4.830000e-01, 1.204430e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.871253e-01, 1.766800e-01, 9.675406e+03, 1.744687e+03, 2.501106e+04, 1.744687e+03, 4.700004e+06, 2.968561e-03, 2.995709e-01, 1.783273e-05, 2.091855e-11, 2.948008e-01, 1.155153e-06, 1.313996e-13, 3.162110e-01, 8.640515e-02, 2.199715e-05, 2.678571e-08, 8.403245e-09, 1.932769e-06, 1.927926e-07, 3.000348e-07, 1.152026e-11, 4.283130e-10, 1.722638e-13, 8.836417e-10, 4.849920e-11, 7.599316e-09, 1.517491e-07, 1.527218e-15, 6.782758e-15, 2.645893e-15, 4.848943e-16, 6.625002e-19, 1.865842e-02, 6.045344e+00, 2.202659e+01, 2.463121e+01
4.950000e-01, 1.246232e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.870029e-01, 1.766800e-01, 9.699753e+03, 1.743943e+03, 2.501106e+04, 1.743943e+03, 4.700004e+06, 2.968562e-03, 2.996094e-01, 1.771585e-05, 2.060151e-11, 2.947623e-01, 1.145242e-06, 1.293820e-13, 3.161722e-01, 8.644394e-02, 2.214957e-05, 2.679243e-08, 8.429630e-09, 1.933032e-06, 1.919243e-07, 3.002294e-07, 1.165887e-11, 4.318840e-10, 1.724192e-13, 8.859534e-10, 4.879507e-11, 7.617179e-09, 1.517580e-07, 1.547836e-15, 6.839535e-15, 2.667542e-15, 4.864260e-16, 6.655582e-19, 1.865843e-02, 6.047923e+00, 2.217902e+01, 2.478329e+01
5.070000e-01, 1.288053e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.868804e-01, 1.766800e-01, 9.447585e+03, 1.743199e+03, 2.501106e+04, 1.743199e+03, 4.700004e+06, 2.968563e-03, 2.996479e-01, 1.759963e-05, 2.028900e-11, 2.947237e-01, 1.135406e-06, 1.273937e-13, 3.161334e-01, 8.648278e-02, 2.230318e-05, 2.679888e-08, 8.456100e-09, 1.933295e-06, 1.910592e-07, 3.004242e-07, 1.179928e-11, 4.354404e-10, 1.725234e-13, 8.880512e-10, 4.909299e-11, 7.635050e-09, 1.517669e-07, 1.568531e-15, 6.895203e-15, 2.688747e-15, 4.878178e-16, 6.689008e-19, 1.865843e-02, 6.050505e+00, 2.233265e+01, 2.493657e+01
5.190000e-01, 1.329891e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.867579e-01, 1.766800e-01, 9.021052e+03, 1.742456e+03, 2.501106e+04, 1.742456e+03, 4.700004e+06, 2.968564e-03, 2.996864e-01, 1.748408e-05, 1.998096e-11, 2.946851e-01, 1.125647e-06, 1.254342e-13, 3.160945e-01, 8.652168e-02, 2.245800e-05, 2.680513e-08, 8.482663e-09, 1.933559e-06, 1.901972e-07, 3.006192e-07, 1.194149e-11, 4.389960e-10, 1.725935e-13, 8.900078e-10, 4.939296e-11, 7.652942e-09, 1.517758e-07, 1.589366e-15, 6.950262e-15, 2.709706e-15, 4.891170e-16, 6.724777e-19, 1.865844e-02, 6.053089e+00, 2.248749e+01, 2.509105e+01
5.310000e-01, 1.371747e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.866354e-01, 1.766800e-01, 9.376200e+03, 1.741712e+03, 2.501106e+04, 1.741712e+03, 4.700004e+06, 2.968565e-03, 2.997250e-01, 1.736919e-05, 1.967733e-11, 2.946465e-01, 1.115963e-06, 1.235032e-13, 3.160555e-01, 8.656062e-02, 2.261394e-05, 2.681176e-08, 8.509361e-09, 1.933824e-06, 1.893383e-07, 3.008143e-07, 1.208534e-11, 4.426507e-10, 1.727470e-13, 8.923236e-10, 4.969491e-11, 7.670942e-09, 1.517847e-07, 1.610781e-15, 7.008238e-15, 2.731799e-15, 4.906518e-16, 6.758141e-19, 1.865845e-02, 6.055676e+00, 2.264345e+01, 2.524666e+01
5.430000e-01, 1.413621e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.865129e-01, 1.766800e-01, 9.642580e+03, 1.740969e+03, 2.501106e+04, 1.740969e+03, 4.700004e+06, 2.968567e-03, 2.997637e-01, 1.725495e-05, 1.937806e-11, 2.946078e-01, 1.106354e-06, 1.216002e-13, 3.160165e-01, 8.659962e-02, 2.277107e-05, 2.681838e-08, 8.536165e-09, 1.934089e-06, 1.884826e-07, 3.010097e-07, 1.223094e-11, 4.463370e-10, 1.729057e-13, 8.946639e-10, 4.999890e-11, 7.688991e-09, 1.517936e-07, 1.632478e-15, 7.066746e-15, 2.754092e-15, 4.922024e-16, 6.792643e-19, 1.865845e-02, 6.058265e+00, 2.280060e+01, 2.540347e+01
5.550000e-01, 1.455513e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.863905e-01, 1.766800e-01, 9.671031e+03, 1.740225e+03, 2.501106e+04, 1.740225e+03, 4.700004e+06, 2.968568e-03, 2.998024e-01, 1.714136e-05, 1.908307e-11, 2.945691e-01, 1.096819e-06, 1.197249e-13, 3.159775e-01, 8.663867e-02, 2.292939e-05, 2.682501e-08, 8.563079e-09, 1.934354e-06, 1.876300e-07, 3.012053e-07, 1.237832e-11, 4.500572e-10, 1.730730e-13, 8.970428e-10, 5.030495e-11, 7.707092e-09, 1.518025e-07, 1.654465e-15, 7.125869e-15, 2.776619e-15, 4.937779e-16, 6.828362e-19, 1.865846e-02, 6.060856e+00, 2.295894e+01, 2.556147e+01
5.670000e-01, 1.497423e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.862680e-01, 1.766800e-01, 9.277352e+03, 1.739481e+03, 2.501106e+04, 1.739481e+03, 4.700004e+06, 2.968569e-03, 2.998412e-01, 1.702842e-05, 1.879231e-11, 2.945303e-01, 1.087357e-06, 1.178767e-13, 3.159384e-01, 8.667777e-02, 2.308892e-05, 2.683167e-08, 8.590102e-09, 1.934619e-06, 1.867805e-07, 3.014011e-07, 1.252747e-11, 4.538138e-10, 1.732522e-13, 8.994744e-10, 5.061305e-11, 7.725245e-09, 1.518114e-07, 1.676754e-15, 7.185692e-15, 2.799412e-15, 4.953872e-16, 6.865379e-19, 1.865847e-02, 6.063449e+00, 2.311848e+01, 2.572068e+01
5.790000e-01, 1.539350e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.861455e-01, 1.766800e-01, 8.242353e+03, 1.738738e+03, 2.501106e+04, 1.738738e+03, 4.700004e+06, 2.968570e-03, 2.998800e-01, 1.691612e-05, 1.850570e-11, 2.944914e-01, 1.077969e-06, 1.160554e-13, 3.158992e-01, 8.671693e-02, 2.324965e-05, 2.683835e-08, 8.617237e-09, 1.934885e-06, 1.859341e-07, 3.015971e-07, 1.267841e-11, 4.576091e-10, 1.734469e-13, 9.019726e-10, 5.092323e-11, 7.743454e-09, 1.518203e-07, 1.699355e-15, 7.246299e-15, 2.822505e-15, 4.970396e-16, 6.903773e-19, 1.865848e-02, 6.066045e+00, 2.327924e+01, 2.588110e+01
5.910000e-01, 1.581296e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.860230e-01, 1.766800e-01, 6.768096e+03, 1.737994e+03, 2.501106e+04, 1.737994e+03, 4.700004e+06, 2.968571e-03, 2.999188e-01, 1.680447e-05, 1.822320e-11, 2.944526e-01, 1.068653e-06, 1.142606e-13, 3.158600e-01, 8.675614e-02, 2.341161e-05, 2.684507e-08, 8.644485e-09, 1.935151e-06, 1.850907e-07, 3.017933e-07, 1.283120e-11, 4.614450e-10, 1.736537e-13, 9.045272e-10, 5.123552e-11, 7.761719e-09, 1.518292e-07, 1.722294e-15, 7.307726e-15, 2.845910e-15, 4.987294e-16, 6.942728e-19, 1.865848e-02, 6.068643e+00, 2.344121e+01, 2.604275e+01
6.030000e-01, 1.623260e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.859004e-01, 1.766800e-01, 7.441179e+03, 1.737250e+03, 2.501106e+04, 1.737250e+03, 4.700004e+06, 2.968572e-03, 2.999577e-01, 1.669346e-05, 1.794481e-11, 2.944136e-01, 1.059410e-06, 1.124922e-13, 3.158207e-01, 8.679540e-02, 2.357488e-05, 2.685170e-08, 8.671837e-09, 1.935418e-06, 1.842505e-07, 3.019896e-07, 1.298633e-11, 4.653213e-10, 1.738341e-13, 9.069991e-10, 5.155008e-11, 7.780033e-09, 1.518381e-07, 1.745689e-15, 7.369770e-15, 2.869535e-15, 5.003743e-16, 6.976704e-19, 1.865849e-02, 6.071244e+00, 2.360450e+01, 2.620572e+01
6.150000e-01, 1.665241e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.857779e-01, 1.766800e-01, 8.292003e+03, 1.736506e+03, 2.501106e+04, 1.736506e+03, 4.700004e+06, 2.968573e-03, 2.999967e-01, 1.658309e-05, 1.767043e-11, 2.943746e-01, 1.050238e-06, 1.107496e-13, 3.157814e-01, 8.683471e-02, 2.373942e-05, 2.685834e-08, 8.699300e-09, 1.935685e-06, 1.834133e-07, 3.021862e-07, 1.314352e-11, 4.692418e-10, 1.740160e-13, 9.094913e-10, 5.186684e-11, 7.798403e-09, 1.518470e-07, 1.769489e-15, 7.432681e-15, 2.893485e-15, 5.020364e-16, 7.009044e-19, 1.865850e-02, 6.073847e+00, 2.376906e+01, 2.636996e+01
6.270000e-01, 1.707241e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.856554e-01, 1.766800e-01, 9.207019e+03, 1.735762e+03, 2.501106e+04, 1.735762e+03, 4.700004e+06, 2.968575e-03, 3.000357e-01, 1.647334e-05, 1.739999e-11, 2.943356e-01, 1.041138e-06, 1.090325e-13, 3.157420e-01, 8.687407e-02, 2.390524e-05, 2.686498e-08, 8.726876e-09, 1.935953e-06, 1.825792e-07, 3.023830e-07, 1.330282e-11, 4.732087e-10, 1.741994e-13, 9.120056e-10, 5.218581e-11, 7.816831e-09, 1.518559e-07, 1.793712e-15, 7.496521e-15, 2.917783e-15, 5.037174e-16, 7.039377e-19, 1.865850e-02, 6.076452e+00, 2.393490e+01, 2.653549e+01
6.390000e-01, 1.749259e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.855329e-01, 1.766800e-01, 1.004039e+04, 1.735019e+03, 2.501106e+04, 1.735019e+03, 4.700004e+06, 2.968576e-03, 3.000747e-01, 1.636423e-05, 1.713345e-11, 2.942965e-01, 1.032108e-06, 1.073405e-13, 3.157026e-01, 8.691349e-02, 2.407236e-05, 2.687163e-08, 8.754565e-09, 1.936221e-06, 1.817481e-07, 3.025800e-07, 1.346428e-11, 4.772242e-10, 1.743843e-13, 9.145438e-10, 5.250703e-11, 7.835318e-09, 1.518648e-07, 1.818376e-15, 7.561349e-15, 2.942453e-15, 5.054190e-16, 7.067331e-19, 1.865851e-02, 6.079060e+00, 2.410204e+01, 2.670232e+01
6.510000e-01, 1.791294e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.854103e-01, 1.766800e-01, 1.061407e+04, 1.734275e+03, 2.501106e+04, 1.734275e+03, 4.700004e+06, 2.968577e-03, 3.001138e-01, 1.625575e-05, 1.687074e-11, 2.942573e-01, 1.023149e-06, 1.056731e-13, 3.156631e-01, 8.695296e-02, 2.424079e-05, 2.687830e-08, 8.782369e-09, 1.936489e-06, 1.809201e-07, 3.027772e-07, 1.362793e-11, 4.812904e-10, 1.745709e-13, 9.171075e-10, 5.283050e-11, 7.853866e-09, 1.518737e-07, 1.843500e-15, 7.627227e-15, 2.967517e-15, 5.071430e-16, 7.092534e-19, 1.865852e-02, 6.081670e+00, 2.427049e+01, 2.687046e+01
6.630000e-01, 1.833348e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.852878e-01, 1.766800e-01, 1.089698e+04, 1.733531e+03, 2.501106e+04, 1.733531e+03, 4.700004e+06, 2.968578e-03, 3.001530e-01, 1.614789e-05, 1.661182e-11, 2.942181e-01, 1.014259e-06, 1.040301e-13, 3.156236e-01, 8.699249e-02, 2.441053e-05, 2.688497e-08, 8.810286e-09, 1.936758e-06, 1.800951e-07, 3.029746e-07, 1.379380e-11, 4.854042e-10, 1.747582e-13, 9.196902e-10, 5.315624e-11, 7.872471e-09, 1.518826e-07, 1.869070e-15, 7.694054e-15, 2.992936e-15, 5.088835e-16, 7.115307e-19, 1.865853e-02, 6.084282e+00, 2.444025e+01, 2.703992e+01
6.750000e-01, 1.875420e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.851652e-01, 1.766800e-01, 1.243664e+04, 1.732787e+03, 2.501106e+04, 1.732787e+03, 4.700004e+06, 2.968579e-03, 3.001922e-01, 1.604065e-05, 1.635669e-11, 2.941789e-01, 1.005439e-06, 1.024115e-13, 3.155840e-01, 8.703207e-02, 2.458157e-05, 2.689151e-08, 8.838306e-09, 1.937027e-06, 1.792732e-07, 3.031722e-07, 1.396161e-11, 4.895169e-10, 1.749357e-13, 9.222100e-10, 5.348413e-11, 7.891099e-09, 1.518914e-07, 1.894783e-15, 7.760317e-15, 3.018131e-15, 5.105689e-16, 7.142036e-19, 1.865853e-02, 6.086897e+00, 2.461131e+01, 2.721068e+01
6.870000e-01, 1.917510e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.850427e-01, 1.766800e-01, 1.402919e+04, 1.732043e+03, 2.501106e+04, 1.732043e+03, 4.700004e+06, 2.968580e-03, 3.002314e-01, 1.593404e-05, 1.610526e-11, 2.941396e-01, 9.966881e-07, 1.008167e-13, 3.155444e-01, 8.707169e-02, 2.475393e-05, 2.689800e-08, 8.866436e-09, 1.937296e-06, 1.784543e-07, 3.033699e-07, 1.413157e-11, 4.936595e-10, 1.751095e-13, 9.247161e-10, 5.381429e-11, 7.909771e-09, 1.519003e-07, 1.920841e-15, 7.826968e-15, 3.043467e-15, 5.122424e-16, 7.168518e-19, 1.865854e-02, 6.089514e+00, 2.478369e+01, 2.738277e+01
6.990000e-01, 1.959618e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.849201e-01, 1.766800e-01, 1.555222e+04, 1.731299e+03, 2.501106e+04, 1.731299e+03, 4.700004e+06, 2.968582e-03, 3.002707e-01, 1.582805e-05, 1.585747e-11, 2.941003e-01, 9.880057e-07, 9.924534e-14, 3.155047e-01, 8.711138e-02, 2.492763e-05, 2.690443e-08, 8.894676e-09, 1.937566e-06, 1.776385e-07, 3.035679e-07, 1.430372e-11, 4.978303e-10, 1.752788e-13, 9.272040e-10, 5.414671e-11, 7.928486e-09, 1.519092e-07, 1.947238e-15, 7.893951e-15, 3.068921e-15, 5.139004e-16, 7.194887e-19, 1.865855e-02, 6.092133e+00, 2.495741e+01, 2.755619e+01
7.110000e-01, 2.001744e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.847976e-01, 1.766800e-01, 1.685976e+04, 1.730555e+03, 2.501106e+04, 1.730555e+03, 4.700004e+06, 2.968583e-03, 3.003101e-01, 1.572267e-05, 1.561328e-11, 2.940609e-01, 9.793914e-07, 9.769708e-14, 3.154649e-01, 8.715111e-02, 2.510267e-05, 2.691080e-08, 8.923027e-09, 1.937836e-06, 1.768257e-07, 3.037661e-07, 1.447807e-11, 5.020277e-10, 1.754430e-13, 9.296693e-10, 5.448141e-11, 7.947243e-09, 1.519181e-07, 1.973968e-15, 7.961208e-15, 3.094470e-15, 5.155389e-16, 7.221278e-19, 1.865856e-02, 6.094754e+00, 2.513248e+01, 2.773097e+01
7.230000e-01, 2.043888e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.846750e-01, 1.766800e-01, 1.778220e+04, 1.729811e+03, 2.501106e+04, 1.729811e+03, 4.700004e+06, 2.968584e-03, 3.003495e-01, 1.561790e-05, 1.537263e-11, 2.940214e-01, 9.708447e-07, 9.617156e-14, 3.154251e-01, 8.719089e-02, 2.527907e-05, 2.691710e-08, 8.951488e-09, 1.938107e-06, 1.760159e-07, 3.039645e-07, 1.465464e-11, 5.062499e-10, 1.756014e-13, 9.321073e-10, 5.481840e-11, 7.966041e-09, 1.519269e-07, 2.001027e-15, 8.028682e-15, 3.120094e-15, 5.171542e-16, 7.247823e-19, 1.865856e-02, 6.097378e+00, 2.530890e+01, 2.790711e+01
7.350000e-01, 2.086051e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.845525e-01, 1.766800e-01, 1.824866e+04, 1.729067e+03, 2.501106e+04, 1.729067e+03, 4.700004e+06, 2.968585e-03, 3.003889e-01, 1.551374e-05, 1.513546e-11, 2.939819e-01, 9.623651e-07, 9.466848e-14, 3.153853e-01, 8.723073e-02, 2.545683e-05, 2.692333e-08, 8.980059e-09, 1.938378e-06, 1.752091e-07, 3.041630e-07, 1.483345e-11, 5.104969e-10, 1.757539e-13, 9.345183e-10, 5.515770e-11, 7.984878e-09, 1.519358e-07, 2.028413e-15, 8.096364e-15, 3.145787e-15, 5.187465e-16, 7.274672e-19, 1.865857e-02, 6.100004e+00, 2.548668e+01, 2.808461e+01
7.470000e-01, 2.128231e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.844299e-01, 1.766800e-01, 2.031270e+04, 1.728323e+03, 2.501106e+04, 1.728323e+03, 4.700004e+06, 2.968587e-03, 3.004284e-01, 1.541019e-05, 1.490180e-11, 2.939424e-01, 9.539522e-07, 9.318790e-14, 3.153454e-01, 8.727062e-02, 2.563596e-05, 2.692958e-08, 9.008748e-09, 1.938649e-06, 1.744053e-07, 3.043618e-07, 1.501448e-11, 5.147940e-10, 1.759144e-13, 9.369820e-10, 5.549932e-11, 8.003775e-09, 1.519446e-07, 2.056211e-15, 8.165092e-15, 3.171880e-15, 5.203854e-16, 7.302221e-19, 1.865858e-02, 6.102633e+00, 2.566583e+01, 2.826348e+01
7.590000e-01, 2.170430e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.843074e-01, 1.766800e-01, 2.245378e+04, 1.727579e+03, 2.501106e+04, 1.727579e+03, 4.700004e+06, 2.968588e-03, 3.004679e-01, 1.530724e-05, 1.467154e-11, 2.939028e-01, 9.456056e-07, 9.172924e-14, 3.153054e-01, 8.731057e-02, 2.581647e-05, 2.693580e-08, 9.037550e-09, 1.938921e-06, 1.736045e-07, 3.045608e-07, 1.519778e-11, 5.191247e-10, 1.760741e-13, 9.394470e-10, 5.584327e-11, 8.022719e-09, 1.519535e-07, 2.084364e-15, 8.234311e-15, 3.198153e-15, 5.220265e-16, 7.330460e-19, 1.865859e-02, 6.105263e+00, 2.584635e+01, 2.844374e+01
7.710000e-01, 2.212647e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.841848e-01, 1.766800e-01, 2.455506e+04, 1.726835e+03, 2.501106e+04, 1.726835e+03, 4.700004e+06, 2.968589e-03, 3.005075e-01, 1.520489e-05, 1.444465e-11, 2.938631e-01, 9.373247e-07, 9.029220e-14, 3.152654e-01, 8.735056e-02, 2.599836e-05, 2.694198e-08, 9.066467e-09, 1.939193e-06, 1.728067e-07, 3.047599e-07, 1.538336e-11, 5.234890e-10, 1.762333e-13, 9.419150e-10, 5.618956e-11, 8.041709e-09, 1.519623e-07, 2.112875e-15, 8.304028e-15, 3.224612e-15, 5.236710e-16, 7.359539e-19, 1.865860e-02, 6.107897e+00, 2.602827e+01, 2.862538e+01
7.830000e-01, 2.254882e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.840622e-01, 1.766800e-01, 2.647400e+04, 1.726091e+03, 2.501106e+04, 1.726091e+03, 4.700004e+06, 2.968590e-03, 3.005472e-01, 1.510314e-05, 1.422108e-11, 2.938234e-01, 9.291092e-07, 8.887645e-14, 3.152254e-01, 8.739061e-02, 2.618166e-05, 2.694812e-08, 9.095498e-09, 1.939466e-06, 1.720119e-07, 3.049593e-07, 1.557124e-11, 5.278873e-10, 1.763923e-13, 9.443872e-10, 5.653821e-11, 8.060745e-09, 1.519712e-07, 2.141744e-15, 8.374248e-15, 3.251256e-15, 5.253204e-16, 7.389611e-19, 1.865860e-02, 6.110532e+00, 2.621158e+01, 2.880843e+01
7.950000e-01, 2.297135e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.839397e-01, 1.766800e-01, 2.804238e+04, 1.725347e+03, 2.501106e+04, 1.725347e+03, 4.700004e+06, 2.968592e-03, 3.005868e-01, 1.500198e-05, 1.400077e-11, 2.937837e-01, 9.209584e-07, 8.748168e-14, 3.151852e-01, 8.743072e-02, 2.636636e-05, 2.695423e-08, 9.124644e-09, 1.939739e-06, 1.712200e-07, 3.051589e-07, 1.576143e-11, 5.323198e-10, 1.765515e-13, 9.468652e-10, 5.688924e-11, 8.079829e-09, 1.519800e-07, 2.170972e-15, 8.444976e-15, 3.278090e-15, 5.269759e-16, 7.420830e-19, 1.865861e-02, 6.113170e+00, 2.639630e+01, 2.899289e+01
8.070000e-01, 2.339407e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.838171e-01, 1.766800e-01, 2.906627e+04, 1.724603e+03, 2.501106e+04, 1.724603e+03, 4.700004e+06, 2.968593e-03, 3.006266e-01, 1.490142e-05, 1.378368e-11, 2.937439e-01, 9.128721e-07, 8.610758e-14, 3.151451e-01, 8.747087e-02, 2.655247e-05, 2.696030e-08, 9.153906e-09, 1.940012e-06, 1.704311e-07, 3.053586e-07, 1.595395e-11, 5.367868e-10, 1.767111e-13, 9.493503e-10, 5.724264e-11, 8.098959e-09, 1.519889e-07, 2.200560e-15, 8.516218e-15, 3.305115e-15, 5.286391e-16, 7.453347e-19, 1.865862e-02, 6.115810e+00, 2.658244e+01, 2.917877e+01
8.190000e-01, 2.381697e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.836945e-01, 1.766800e-01, 2.932603e+04, 1.723859e+03, 2.501106e+04, 1.723859e+03, 4.700004e+06, 2.968594e-03, 3.006664e-01, 1.480144e-05, 1.356977e-11, 2.937041e-01, 9.048498e-07, 8.475382e-14, 3.151049e-01, 8.751108e-02, 2.674001e-05, 2.696634e-08, 9.183283e-09, 1.940286e-06, 1.696452e-07, 3.055586e-07, 1.614883e-11, 5.412885e-10, 1.768714e-13, 9.518441e-10, 5.759844e-11, 8.118135e-09, 1.519977e-07, 2.230509e-15, 8.587980e-15, 3.332333e-15, 5.303112e-16, 7.487315e-19, 1.865863e-02, 6.118452e+00, 2.677000e+01, 2.936608e+01
8.310000e-01, 2.424005e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.835720e-01, 1.766800e-01, 2.857633e+04, 1.723115e+03, 2.501106e+04, 1.723115e+03, 4.700004e+06, 2.968595e-03, 3.007062e-01, 1.470205e-05, 1.335897e-11, 2.936642e-01, 8.968909e-07, 8.342010e-14, 3.150646e-01, 8.755134e-02, 2.692898e-05, 2.697234e-08, 9.212777e-09, 1.940560e-06, 1.688622e-07, 3.057587e-07, 1.634608e-11, 5.458250e-10, 1.770328e-13, 9.543479e-10, 5.795665e-11, 8.137359e-09, 1.520066e-07, 2.260820e-15, 8.660267e-15, 3.359748e-15, 5.319936e-16, 7.522886e-19, 1.865864e-02, 6.121097e+00, 2.695899e+01, 2.955482e+01
8.430000e-01, 2.466332e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.834494e-01, 1.766800e-01, 2.654614e+04, 1.722371e+03, 2.501106e+04, 1.722371e+03, 4.700004e+06, 2.968597e-03, 3.007461e-01, 1.460324e-05, 1.315125e-11, 2.936242e-01, 8.889950e-07, 8.210610e-14, 3.150243e-01, 8.759165e-02, 2.711940e-05, 2.697830e-08, 9.242388e-09, 1.940835e-06, 1.680822e-07, 3.059591e-07, 1.654571e-11, 5.503968e-10, 1.771955e-13, 9.568632e-10, 5.831728e-11, 8.156629e-09, 1.520154e-07, 2.291493e-15, 8.733086e-15, 3.387361e-15, 5.336878e-16, 7.560214e-19, 1.865864e-02, 6.123744e+00, 2.714942e+01, 2.974501e+01
8.550000e-01, 2.508676e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.833268e-01, 1.766800e-01, 2.293873e+04, 1.721627e+03, 2.501106e+04, 1.721627e+03, 4.700004e+06, 2.968598e-03, 3.007860e-01, 1.450501e-05, 1.294655e-11, 2.935842e-01, 8.811616e-07, 8.081149e-14, 3.149839e-01, 8.763201e-02, 2.731126e-05, 2.698423e-08, 9.272116e-09, 1.941110e-06, 1.673050e-07, 3.061596e-07, 1.674774e-11, 5.550040e-10, 1.773598e-13, 9.593914e-10, 5.868034e-11, 8.175946e-09, 1.520242e-07, 2.322529e-15, 8.806440e-15, 3.415175e-15, 5.353949e-16, 7.599450e-19, 1.865865e-02, 6.126393e+00, 2.734131e+01, 2.993666e+01
