Distance_PFRC4_(m), Plug_flow_residence_time_PFRC4_(sec), Internal_surface_area_per_unit_distance_PFRC4_(m), Cross-section_area_PFRC4_(m2), External_surface_area_per_unit_distance_PFRC4_(m), Velocity_PFRC4_(m/sec), Exit_mass_flow_rate_PFRC4_(kg/sec), Volumetric_heat_production_rate_PFRC4_(J/m3-sec), Surface_temperature_PFRC4_(K), Heat_loss_rate_PFRC4_(J/m-sec), Temperature_PFRC4_(K), Pressure_PFRC4_(Pa), Mole_fraction_N2_PFRC4_(), Mole_fraction_H2_PFRC4_(), Mole_fraction_H_PFRC4_(), Mole_fraction_O2_PFRC4_(), Mole_fraction_H2O_PFRC4_(), Mole_fraction_OH_PFRC4_(), Mole_fraction_CO_PFRC4_(), Mole_fraction_CO2_PFRC4_(), Mole_fraction_CH4_PFRC4_(), Mole_fraction_CH3_PFRC4_(), Mole_fraction_CH3OH_PFRC4_(), Mole_fraction_CH2O_PFRC4_(), Mole_fraction_HCO_PFRC4_(), Mole_fraction_HOCHO_PFRC4_(), Mole_fraction_C2H6_PFRC4_(), Mole_fraction_C2H5_PFRC4_(), Mole_fraction_C2H4_PFRC4_(), Mole_fraction_C2H3_PFRC4_(), Mole_fraction_CHCHO_PFRC4_(), Mole_fraction_C2H2_PFRC4_(), Mole_fraction_CH3CHO_PFRC4_(), Mole_fraction_C2H3OH_PFRC4_(), Mole_fraction_CH2CO_PFRC4_(), Mole_fraction_HCCOH_PFRC4_(), Mole_fraction_C3H6_PFRC4_(), Mole_fraction_C3H4-P_PFRC4_(), Mole_fraction_C3H4-A_PFRC4_(), Mole_fraction_C3H3_PFRC4_(), Mole_fraction_CCYCCO-T1_PFRC4_(), Mole_fraction_C4H4_PFRC4_(), Mole_fraction_C6H6_PFRC4_(), Mole_fraction_OC5H7O_PFRC4_(), Molecular_weight_PFRC4_(kg/mole), Mass_density_PFRC4_(kg/m3), Unburned_hydrocarbons_PFRC4_(ppm), Volatile_organic_compounds_PFRC4_(ppm)
1.000000e-03, 1.159787e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.617790e-02, 2.632701e-01, -4.681873e+06, 1.725304e+03, 2.501106e+04, 1.725304e+03, 4.699955e+06, 3.525743e-03, 4.792541e-01, 1.877885e-05, 9.152327e-09, 1.947645e-01, 4.851322e-07, 2.773846e-01, 3.202682e-02, 1.284008e-02, 1.031119e-05, 5.431076e-07, 2.951321e-06, 1.820095e-07, 1.582587e-07, 2.342857e-06, 1.401865e-08, 5.165020e-05, 1.758118e-08, 5.889735e-05, 5.675697e-05, 4.422877e-08, 2.985082e-08, 6.412880e-07, 7.615075e-09, 6.348826e-08, 1.551623e-07, 6.019923e-08, 7.663439e-09, 2.643223e-08, 5.288962e-09, -1.551428e-09, 4.022018e-08, 1.396467e-02, 4.575349e+00, 1.307288e+04, 1.319625e+04
1.100000e-03, 1.275831e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.616944e-02, 2.632701e-01, -4.619483e+06, 1.724875e+03, 2.501106e+04, 1.724875e+03, 4.699955e+06, 3.525213e-03, 4.794047e-01, 1.870890e-05, 9.104205e-09, 1.946608e-01, 4.824111e-07, 2.774219e-01, 3.201980e-02, 1.276563e-02, 1.021026e-05, 5.381361e-07, 2.950337e-06, 1.815874e-07, 1.583054e-07, 2.312550e-06, 1.378808e-08, 5.085050e-05, 1.723274e-08, 5.868885e-05, 5.568109e-05, 4.374523e-08, 2.932333e-08, 6.351277e-07, 7.448787e-09, 6.206045e-08, 1.511813e-07, 5.864750e-08, 7.442921e-09, 2.642826e-08, 5.103891e-09, -3.187770e-09, 4.021321e-08, 1.396258e-02, 4.575798e+00, 1.299450e+04, 1.311743e+04
1.200000e-03, 1.391887e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.616111e-02, 2.632701e-01, -4.553680e+06, 1.724453e+03, 2.501106e+04, 1.724453e+03, 4.699955e+06, 3.524692e-03, 4.795530e-01, 1.864024e-05, 9.056738e-09, 1.945587e-01, 4.797456e-07, 2.774586e-01, 3.201295e-02, 1.269233e-02, 1.011150e-05, 5.332701e-07, 2.949386e-06, 1.811725e-07, 1.583513e-07, 2.282967e-06, 1.356416e-08, 5.007298e-05, 1.689577e-08, 5.848221e-05, 5.463959e-05, 4.327387e-08, 2.881201e-08, 6.291064e-07, 7.288360e-09, 6.068255e-08, 1.473564e-07, 5.715714e-08, 7.231960e-09, 2.642435e-08, 4.928288e-09, -3.958389e-09, 4.020635e-08, 1.396051e-02, 4.576241e+00, 1.291737e+04, 1.303987e+04
1.300000e-03, 1.507954e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.615289e-02, 2.632701e-01, -4.474617e+06, 1.724038e+03, 2.501106e+04, 1.724038e+03, 4.699955e+06, 3.524179e-03, 4.796990e-01, 1.857287e-05, 9.009927e-09, 1.944582e-01, 4.771357e-07, 2.774947e-01, 3.200626e-02, 1.262017e-02, 1.001492e-05, 5.285094e-07, 2.948466e-06, 1.807647e-07, 1.583963e-07, 2.254106e-06, 1.334687e-08, 4.931762e-05, 1.657026e-08, 5.827744e-05, 5.363246e-05, 4.281468e-08, 2.831683e-08, 6.232241e-07, 7.133791e-09, 5.935453e-08, 1.436875e-07, 5.572812e-08, 7.030550e-09, 2.642051e-08, 4.762148e-09, -3.863676e-09, 4.019959e-08, 1.395848e-02, 4.576678e+00, 1.284151e+04, 1.296358e+04
1.400000e-03, 1.624031e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.614478e-02, 2.632701e-01, -4.412779e+06, 1.723628e+03, 2.501106e+04, 1.723628e+03, 4.699955e+06, 3.523673e-03, 4.798428e-01, 1.850666e-05, 8.963716e-09, 1.943593e-01, 4.745754e-07, 2.775301e-01, 3.199968e-02, 1.254907e-02, 9.920264e-06, 5.238425e-07, 2.947574e-06, 1.803634e-07, 1.584407e-07, 2.225870e-06, 1.313512e-08, 4.858080e-05, 1.625410e-08, 5.807443e-05, 5.265350e-05, 4.236582e-08, 2.783499e-08, 6.174630e-07, 6.983957e-09, 5.806670e-08, 1.401406e-07, 5.434677e-08, 6.836381e-09, 2.641672e-08, 4.602776e-09, -3.615983e-09, 4.019292e-08, 1.395648e-02, 4.577109e+00, 1.276680e+04, 1.288845e+04
1.500000e-03, 1.740120e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.613677e-02, 2.632701e-01, -4.358628e+06, 1.723225e+03, 2.501106e+04, 1.723225e+03, 4.699955e+06, 3.523176e-03, 4.799844e-01, 1.844162e-05, 8.918107e-09, 1.942618e-01, 4.720646e-07, 2.775650e-01, 3.199322e-02, 1.247902e-02, 9.827540e-06, 5.192694e-07, 2.946709e-06, 1.799687e-07, 1.584844e-07, 2.198262e-06, 1.292893e-08, 4.786258e-05, 1.594734e-08, 5.787316e-05, 5.170282e-05, 4.192731e-08, 2.736655e-08, 6.118234e-07, 6.838880e-09, 5.681927e-08, 1.367162e-07, 5.301335e-08, 6.649498e-09, 2.641299e-08, 4.450226e-09, -3.199983e-09, 4.018634e-08, 1.395451e-02, 4.577534e+00, 1.269325e+04, 1.281447e+04
1.600000e-03, 1.856219e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.612888e-02, 2.632701e-01, -4.291657e+06, 1.722827e+03, 2.501106e+04, 1.722827e+03, 4.699955e+06, 3.522686e-03, 4.801239e-01, 1.837778e-05, 8.873114e-09, 1.941659e-01, 4.696053e-07, 2.775994e-01, 3.198690e-02, 1.241005e-02, 9.736818e-06, 5.147936e-07, 2.945873e-06, 1.795806e-07, 1.585273e-07, 2.171308e-06, 1.272861e-08, 4.716402e-05, 1.565058e-08, 5.767368e-05, 5.078223e-05, 4.149970e-08, 2.691232e-08, 6.063104e-07, 6.698888e-09, 5.561504e-08, 1.334243e-07, 5.173187e-08, 6.470578e-09, 2.640932e-08, 4.305290e-09, -2.405307e-09, 4.017986e-08, 1.395257e-02, 4.577954e+00, 1.262088e+04, 1.274169e+04
1.700000e-03, 1.972329e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.612109e-02, 2.632701e-01, -4.226280e+06, 1.722435e+03, 2.501106e+04, 1.722435e+03, 4.699955e+06, 3.522203e-03, 4.802613e-01, 1.831501e-05, 8.828688e-09, 1.940714e-01, 4.671919e-07, 2.776331e-01, 3.198067e-02, 1.234207e-02, 9.647892e-06, 5.104051e-07, 2.945062e-06, 1.791985e-07, 1.585696e-07, 2.144933e-06, 1.253341e-08, 4.648254e-05, 1.536248e-08, 5.747585e-05, 4.988767e-05, 4.108163e-08, 2.647043e-08, 6.009103e-07, 6.563284e-09, 5.444809e-08, 1.302456e-07, 5.049461e-08, 6.298389e-09, 2.640570e-08, 4.166634e-09, -1.538326e-09, 4.017347e-08, 1.395066e-02, 4.578368e+00, 1.254959e+04, 1.266998e+04
1.800000e-03, 2.088448e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.611339e-02, 2.632701e-01, -4.196497e+06, 1.722048e+03, 2.501106e+04, 1.722048e+03, 4.699955e+06, 3.521727e-03, 4.803970e-01, 1.825310e-05, 8.784738e-09, 1.939781e-01, 4.648151e-07, 2.776665e-01, 3.197450e-02, 1.227490e-02, 9.560396e-06, 5.060863e-07, 2.944272e-06, 1.788212e-07, 1.586115e-07, 2.118998e-06, 1.234195e-08, 4.581353e-05, 1.508064e-08, 5.727948e-05, 4.901192e-05, 4.067070e-08, 2.603754e-08, 5.955981e-07, 6.430826e-09, 5.330781e-08, 1.271452e-07, 4.928775e-08, 6.130726e-09, 2.640212e-08, 4.031868e-09, -1.148093e-09, 4.016714e-08, 1.394877e-02, 4.578778e+00, 1.247916e+04, 1.259914e+04
1.900000e-03, 2.204577e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.610577e-02, 2.632701e-01, -4.165716e+06, 1.721666e+03, 2.501106e+04, 1.721666e+03, 4.699955e+06, 3.521257e-03, 4.805308e-01, 1.819220e-05, 8.741330e-09, 1.938861e-01, 4.624817e-07, 2.776994e-01, 3.196842e-02, 1.220866e-02, 9.474593e-06, 5.018499e-07, 2.943505e-06, 1.784495e-07, 1.586528e-07, 2.093602e-06, 1.215523e-08, 4.516032e-05, 1.480679e-08, 5.708471e-05, 4.816018e-05, 4.026863e-08, 2.561607e-08, 5.903919e-07, 6.302411e-09, 5.220185e-08, 1.241482e-07, 4.812127e-08, 5.969181e-09, 2.639860e-08, 3.902720e-09, -8.366251e-10, 4.016090e-08, 1.394691e-02, 4.579183e+00, 1.240976e+04, 1.252933e+04
2.000000e-03, 2.320717e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.609826e-02, 2.632701e-01, -4.126972e+06, 1.721289e+03, 2.501106e+04, 1.721289e+03, 4.699955e+06, 3.520794e-03, 4.806627e-01, 1.813232e-05, 8.698462e-09, 1.937954e-01, 4.601916e-07, 2.777318e-01, 3.196243e-02, 1.214335e-02, 9.390482e-06, 4.976958e-07, 2.942762e-06, 1.780835e-07, 1.586936e-07, 2.068745e-06, 1.197324e-08, 4.452290e-05, 1.454093e-08, 5.689155e-05, 4.733246e-05, 3.987543e-08, 2.520599e-08, 5.852914e-07, 6.178036e-09, 5.113020e-08, 1.212547e-07, 4.699515e-08, 5.813751e-09, 2.639513e-08, 3.779185e-09, -6.038889e-10, 4.015474e-08, 1.394507e-02, 4.579582e+00, 1.234137e+04, 1.246054e+04
2.100000e-03, 2.436867e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.609084e-02, 2.632701e-01, -4.073434e+06, 1.720918e+03, 2.501106e+04, 1.720918e+03, 4.699955e+06, 3.520337e-03, 4.807926e-01, 1.807345e-05, 8.656134e-09, 1.937061e-01, 4.579449e-07, 2.777637e-01, 3.195654e-02, 1.207897e-02, 9.308063e-06, 4.936240e-07, 2.942044e-06, 1.777231e-07, 1.587337e-07, 2.044427e-06, 1.179597e-08, 4.390125e-05, 1.428304e-08, 5.669998e-05, 4.652872e-05, 3.949109e-08, 2.480732e-08, 5.802966e-07, 6.057699e-09, 5.009284e-08, 1.184644e-07, 4.590936e-08, 5.664431e-09, 2.639171e-08, 3.661261e-09, -4.498521e-10, 4.014866e-08, 1.394326e-02, 4.579977e+00, 1.227399e+04, 1.239276e+04
2.200000e-03, 2.553027e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.608351e-02, 2.632701e-01, -3.998408e+06, 1.720551e+03, 2.501106e+04, 1.720551e+03, 4.699955e+06, 3.519887e-03, 4.809207e-01, 1.801560e-05, 8.614346e-09, 1.936181e-01, 4.557414e-07, 2.777951e-01, 3.195073e-02, 1.201553e-02, 9.227334e-06, 4.896344e-07, 2.941349e-06, 1.773684e-07, 1.587733e-07, 2.020648e-06, 1.162342e-08, 4.329537e-05, 1.403314e-08, 5.651000e-05, 4.574896e-05, 3.911560e-08, 2.442004e-08, 5.754075e-07, 5.941398e-09, 4.908974e-08, 1.157774e-07, 4.486387e-08, 5.521220e-09, 2.638833e-08, 3.548945e-09, -3.744833e-10, 4.014267e-08, 1.394148e-02, 4.580367e+00, 1.220763e+04, 1.232600e+04
2.300000e-03, 2.669197e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.607628e-02, 2.632701e-01, -3.895329e+06, 1.720190e+03, 2.501106e+04, 1.720190e+03, 4.699955e+06, 3.519444e-03, 4.810468e-01, 1.795875e-05, 8.573097e-09, 1.935314e-01, 4.535811e-07, 2.778260e-01, 3.194501e-02, 1.195301e-02, 9.148293e-06, 4.857270e-07, 2.940678e-06, 1.770193e-07, 1.588124e-07, 1.997406e-06, 1.145560e-08, 4.270524e-05, 1.379121e-08, 5.632162e-05, 4.499317e-05, 3.874895e-08, 2.404414e-08, 5.706239e-07, 5.829131e-09, 4.812088e-08, 1.131937e-07, 4.385868e-08, 5.384114e-09, 2.638501e-08, 3.442234e-09, -3.777518e-10, 4.013675e-08, 1.393973e-02, 4.580752e+00, 1.214228e+04, 1.226026e+04
2.400000e-03, 2.785376e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.606913e-02, 2.632701e-01, -3.841418e+06, 1.719833e+03, 2.501106e+04, 1.719833e+03, 4.699955e+06, 3.519007e-03, 4.811714e-01, 1.790268e-05, 8.532270e-09, 1.934458e-01, 4.514523e-07, 2.778566e-01, 3.193938e-02, 1.189124e-02, 9.070451e-06, 4.818782e-07, 2.940023e-06, 1.766746e-07, 1.588509e-07, 1.974553e-06, 1.129095e-08, 4.212602e-05, 1.355421e-08, 5.613460e-05, 4.425256e-05, 3.838846e-08, 2.367559e-08, 5.659139e-07, 5.719234e-09, 4.717256e-08, 1.106674e-07, 4.287592e-08, 5.250167e-09, 2.638173e-08, 3.338166e-09, -3.173872e-10, 4.013090e-08, 1.393799e-02, 4.581133e+00, 1.207773e+04, 1.219532e+04
2.500000e-03, 2.901564e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.606206e-02, 2.632701e-01, -3.823403e+06, 1.719481e+03, 2.501106e+04, 1.719481e+03, 4.699955e+06, 3.518575e-03, 4.812945e-01, 1.784740e-05, 8.491876e-09, 1.933612e-01, 4.493560e-07, 2.778867e-01, 3.193382e-02, 1.183022e-02, 8.993855e-06, 4.780903e-07, 2.939383e-06, 1.763345e-07, 1.588889e-07, 1.952102e-06, 1.112961e-08, 4.155818e-05, 1.332243e-08, 5.594896e-05, 4.352799e-05, 3.803438e-08, 2.331476e-08, 5.612805e-07, 5.611868e-09, 4.624609e-08, 1.082032e-07, 4.191732e-08, 5.119666e-09, 2.637849e-08, 3.237030e-09, -2.073405e-10, 4.012512e-08, 1.393628e-02, 4.581509e+00, 1.201400e+04, 1.213120e+04
2.600000e-03, 3.017762e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.605508e-02, 2.632701e-01, -3.795691e+06, 1.719133e+03, 2.501106e+04, 1.719133e+03, 4.699955e+06, 3.518149e-03, 4.814158e-01, 1.779302e-05, 8.451970e-09, 1.932779e-01, 4.472978e-07, 2.779164e-01, 3.192836e-02, 1.177006e-02, 8.918737e-06, 4.743745e-07, 2.938763e-06, 1.759996e-07, 1.589264e-07, 1.930125e-06, 1.097234e-08, 4.100402e-05, 1.309733e-08, 5.576481e-05, 4.282364e-05, 3.768800e-08, 2.296360e-08, 5.567391e-07, 5.507829e-09, 4.534805e-08, 1.058227e-07, 4.099144e-08, 4.994018e-09, 2.637530e-08, 3.140242e-09, -1.158226e-10, 4.011941e-08, 1.393460e-02, 4.581881e+00, 1.195118e+04, 1.206800e+04
