Distance_PFRC4_(m), Plug_flow_residence_time_PFRC4_(sec), Internal_surface_area_per_unit_distance_PFRC4_(m), Cross-section_area_PFRC4_(m2), External_surface_area_per_unit_distance_PFRC4_(m), Velocity_PFRC4_(m/sec), Exit_mass_flow_rate_PFRC4_(kg/sec), Volumetric_heat_production_rate_PFRC4_(J/m3-sec), Surface_temperature_PFRC4_(K), Heat_loss_rate_PFRC4_(J/m-sec), Temperature_PFRC4_(K), Pressure_PFRC4_(Pa), Mole_fraction_N2_PFRC4_(), Mole_fraction_H2_PFRC4_(), Mole_fraction_H_PFRC4_(), Mole_fraction_O2_PFRC4_(), Mole_fraction_H2O_PFRC4_(), Mole_fraction_OH_PFRC4_(), Mole_fraction_CO_PFRC4_(), Mole_fraction_CO2_PFRC4_(), Mole_fraction_CH4_PFRC4_(), Mole_fraction_CH3_PFRC4_(), Mole_fraction_CH3OH_PFRC4_(), Mole_fraction_CH2O_PFRC4_(), Mole_fraction_HCO_PFRC4_(), Mole_fraction_HOCHO_PFRC4_(), Mole_fraction_C2H6_PFRC4_(), Mole_fraction_C2H5_PFRC4_(), Mole_fraction_C2H4_PFRC4_(), Mole_fraction_C2H3_PFRC4_(), Mole_fraction_CHCHO_PFRC4_(), Mole_fraction_C2H2_PFRC4_(), Mole_fraction_CH3CHO_PFRC4_(), Mole_fraction_C2H3OH_PFRC4_(), Mole_fraction_CH2CO_PFRC4_(), Mole_fraction_HCCOH_PFRC4_(), Mole_fraction_C3H6_PFRC4_(), Mole_fraction_C3H4-P_PFRC4_(), Mole_fraction_C3H4-A_PFRC4_(), Mole_fraction_C3H3_PFRC4_(), Mole_fraction_CCYCCO-T1_PFRC4_(), Mole_fraction_C4H4_PFRC4_(), Mole_fraction_C6H6_PFRC4_(), Mole_fraction_OC5H7O_PFRC4_(), Molecular_weight_PFRC4_(kg/mole), Mass_density_PFRC4_(kg/m3), Unburned_hydrocarbons_PFRC4_(ppm), Volatile_organic_compounds_PFRC4_(ppm)
2.700000e-03, 3.133970e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.604818e-02, 2.632701e-01, -3.752703e+06, 1.718790e+03, 2.501106e+04, 1.718790e+03, 4.699955e+06, 3.517729e-03, 4.815354e-01, 1.773955e-05, 8.412554e-09, 1.931957e-01, 4.452778e-07, 2.779456e-01, 3.192298e-02, 1.171075e-02, 8.845099e-06, 4.707307e-07, 2.938163e-06, 1.756698e-07, 1.589633e-07, 1.908621e-06, 1.081912e-08, 4.046354e-05, 1.287891e-08, 5.558215e-05, 4.213950e-05, 3.734930e-08, 2.262209e-08, 5.522894e-07, 5.407114e-09, 4.447839e-08, 1.035261e-07, 4.009823e-08, 4.873223e-09, 2.637215e-08, 3.047801e-09, -4.282654e-11, 4.011378e-08, 1.393293e-02, 4.582249e+00, 1.188929e+04, 1.200573e+04
2.800000e-03, 3.250188e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.604137e-02, 2.632701e-01, -3.688969e+06, 1.718452e+03, 2.501106e+04, 1.718452e+03, 4.699955e+06, 3.517315e-03, 4.816533e-01, 1.768699e-05, 8.373625e-09, 1.931148e-01, 4.432959e-07, 2.779744e-01, 3.191768e-02, 1.165228e-02, 8.772938e-06, 4.671590e-07, 2.937584e-06, 1.753451e-07, 1.589997e-07, 1.887591e-06, 1.066996e-08, 3.993674e-05, 1.266716e-08, 5.540098e-05, 4.147558e-05, 3.701830e-08, 2.229024e-08, 5.479316e-07, 5.309722e-09, 4.363713e-08, 1.013131e-07, 3.923770e-08, 4.757278e-09, 2.636905e-08, 2.959704e-09, 1.165484e-11, 4.010822e-08, 1.393129e-02, 4.582611e+00, 1.182831e+04, 1.194437e+04
2.900000e-03, 3.366415e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.603466e-02, 2.632701e-01, -3.599122e+06, 1.718119e+03, 2.501106e+04, 1.718119e+03, 4.699955e+06, 3.516907e-03, 4.817694e-01, 1.763534e-05, 8.335183e-09, 1.930351e-01, 4.413521e-07, 2.780028e-01, 3.191247e-02, 1.159466e-02, 8.702253e-06, 4.636592e-07, 2.937024e-06, 1.750255e-07, 1.590355e-07, 1.867034e-06, 1.052486e-08, 3.942360e-05, 1.246207e-08, 5.522130e-05, 4.083184e-05, 3.669497e-08, 2.196803e-08, 5.436655e-07, 5.215651e-09, 4.282423e-08, 9.918384e-08, 3.840983e-08, 4.646179e-09, 2.636599e-08, 2.875950e-09, 4.762831e-11, 4.010274e-08, 1.392968e-02, 4.582969e+00, 1.176826e+04, 1.188394e+04
3.000000e-03, 3.482650e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.602801e-02, 2.632701e-01, -3.545498e+06, 1.717789e+03, 2.501106e+04, 1.717789e+03, 4.699955e+06, 3.516504e-03, 4.818842e-01, 1.758433e-05, 8.297103e-09, 1.929562e-01, 4.394345e-07, 2.780308e-01, 3.190733e-02, 1.153766e-02, 8.632558e-06, 4.602075e-07, 2.936477e-06, 1.747097e-07, 1.590709e-07, 1.846783e-06, 1.038220e-08, 3.891884e-05, 1.226077e-08, 5.504280e-05, 4.019975e-05, 3.637646e-08, 2.165148e-08, 5.394592e-07, 5.123398e-09, 4.202711e-08, 9.709836e-08, 3.759901e-08, 4.537471e-09, 2.636297e-08, 2.794099e-09, 8.023297e-11, 4.009731e-08, 1.392808e-02, 4.583323e+00, 1.170886e+04, 1.182417e+04
3.100000e-03, 3.598894e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.602142e-02, 2.632701e-01, -3.529369e+06, 1.717463e+03, 2.501106e+04, 1.717463e+03, 4.699955e+06, 3.516105e-03, 4.819979e-01, 1.753395e-05, 8.259375e-09, 1.928782e-01, 4.375420e-07, 2.780585e-01, 3.190224e-02, 1.148125e-02, 8.563815e-06, 4.568023e-07, 2.935941e-06, 1.743976e-07, 1.591059e-07, 1.826825e-06, 1.024186e-08, 3.842207e-05, 1.206304e-08, 5.486548e-05, 3.957864e-05, 3.606255e-08, 2.134028e-08, 5.353103e-07, 5.032847e-09, 4.124479e-08, 9.505366e-08, 3.680407e-08, 4.430968e-09, 2.635998e-08, 2.713969e-09, 1.106039e-10, 4.009193e-08, 1.392650e-02, 4.583674e+00, 1.165009e+04, 1.176504e+04
3.200000e-03, 3.715147e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.601492e-02, 2.632701e-01, -3.507933e+06, 1.717140e+03, 2.501106e+04, 1.717140e+03, 4.699955e+06, 3.515712e-03, 4.821101e-01, 1.748434e-05, 8.222070e-09, 1.928012e-01, 4.356816e-07, 2.780858e-01, 3.189722e-02, 1.142558e-02, 8.496301e-06, 4.534569e-07, 2.935421e-06, 1.740899e-07, 1.591404e-07, 1.807255e-06, 1.010477e-08, 3.793629e-05, 1.187053e-08, 5.468949e-05, 3.897340e-05, 3.575486e-08, 2.103672e-08, 5.312370e-07, 4.944858e-09, 4.048448e-08, 9.307249e-08, 3.603391e-08, 4.328070e-09, 2.635703e-08, 2.636950e-09, 1.300978e-10, 4.008661e-08, 1.392494e-02, 4.584021e+00, 1.159212e+04, 1.170669e+04
3.300000e-03, 3.831408e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.600849e-02, 2.632701e-01, -3.476834e+06, 1.716822e+03, 2.501106e+04, 1.716822e+03, 4.699955e+06, 3.515323e-03, 4.822207e-01, 1.743550e-05, 8.185189e-09, 1.927252e-01, 4.338532e-07, 2.781128e-01, 3.189228e-02, 1.137063e-02, 8.430016e-06, 4.501714e-07, 2.934918e-06, 1.737866e-07, 1.591744e-07, 1.788074e-06, 9.970918e-09, 3.746149e-05, 1.168322e-08, 5.451484e-05, 3.838402e-05, 3.545340e-08, 2.074077e-08, 5.272392e-07, 4.859428e-09, 3.974615e-08, 9.115482e-08, 3.528851e-08, 4.228777e-09, 2.635412e-08, 2.563041e-09, 1.387182e-10, 4.008136e-08, 1.392341e-02, 4.584364e+00, 1.153492e+04, 1.164914e+04
3.400000e-03, 3.947679e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.600214e-02, 2.632701e-01, -3.431790e+06, 1.716508e+03, 2.501106e+04, 1.716508e+03, 4.699955e+06, 3.514940e-03, 4.823299e-01, 1.738744e-05, 8.148730e-09, 1.926503e-01, 4.320568e-07, 2.781394e-01, 3.188741e-02, 1.131641e-02, 8.364959e-06, 4.469458e-07, 2.934430e-06, 1.734878e-07, 1.592080e-07, 1.769280e-06, 9.840303e-09, 3.699768e-05, 1.150111e-08, 5.434151e-05, 3.781048e-05, 3.515816e-08, 2.045245e-08, 5.233168e-07, 4.776556e-09, 3.902980e-08, 8.930061e-08, 3.456786e-08, 4.133087e-09, 2.635124e-08, 2.492241e-09, 1.364690e-10, 4.007617e-08, 1.392189e-02, 4.584703e+00, 1.147851e+04, 1.159237e+04
3.500000e-03, 4.063958e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.599587e-02, 2.632701e-01, -3.368599e+06, 1.716199e+03, 2.501106e+04, 1.716199e+03, 4.699955e+06, 3.514562e-03, 4.824376e-01, 1.734015e-05, 8.112693e-09, 1.925763e-01, 4.302924e-07, 2.781656e-01, 3.188262e-02, 1.126291e-02, 8.301130e-06, 4.437799e-07, 2.933959e-06, 1.731933e-07, 1.592410e-07, 1.750874e-06, 9.712924e-09, 3.654484e-05, 1.132421e-08, 5.416953e-05, 3.725279e-05, 3.486915e-08, 2.017174e-08, 5.194698e-07, 4.696241e-09, 3.833542e-08, 8.750985e-08, 3.387194e-08, 4.040998e-09, 2.634841e-08, 2.424548e-09, 1.233535e-10, 4.007105e-08, 1.392039e-02, 4.585037e+00, 1.142289e+04, 1.153638e+04
3.600000e-03, 4.180246e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.598966e-02, 2.632701e-01, -3.326805e+06, 1.715892e+03, 2.501106e+04, 1.715892e+03, 4.699955e+06, 3.514188e-03, 4.825442e-01, 1.729342e-05, 8.076994e-09, 1.925032e-01, 4.285513e-07, 2.781915e-01, 3.187788e-02, 1.120999e-02, 8.238197e-06, 4.406583e-07, 2.933498e-06, 1.729022e-07, 1.592738e-07, 1.732753e-06, 9.587805e-09, 3.609975e-05, 1.115081e-08, 5.399866e-05, 3.670585e-05, 3.458458e-08, 1.989627e-08, 5.156776e-07, 4.617609e-09, 3.765567e-08, 8.575998e-08, 3.319197e-08, 3.951169e-09, 2.634561e-08, 2.358728e-09, 1.140547e-10, 4.006598e-08, 1.391891e-02, 4.585368e+00, 1.136787e+04, 1.148101e+04
3.700000e-03, 4.296541e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.598350e-02, 2.632701e-01, -3.313609e+06, 1.715589e+03, 2.501106e+04, 1.715589e+03, 4.699955e+06, 3.513818e-03, 4.826496e-01, 1.724722e-05, 8.041611e-09, 1.924309e-01, 4.268315e-07, 2.782171e-01, 3.187320e-02, 1.115760e-02, 8.176084e-06, 4.375771e-07, 2.933047e-06, 1.726140e-07, 1.593062e-07, 1.714891e-06, 9.464715e-09, 3.566165e-05, 1.098051e-08, 5.382888e-05, 3.616846e-05, 3.430405e-08, 1.962547e-08, 5.119352e-07, 4.540451e-09, 3.698883e-08, 8.404571e-08, 3.252586e-08, 3.863283e-09, 2.634284e-08, 2.294491e-09, 1.120264e-10, 4.006095e-08, 1.391744e-02, 4.585697e+00, 1.131342e+04, 1.142621e+04
3.800000e-03, 4.412845e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.597742e-02, 2.632701e-01, -3.295705e+06, 1.715289e+03, 2.501106e+04, 1.715289e+03, 4.699955e+06, 3.513453e-03, 4.827538e-01, 1.720168e-05, 8.006603e-09, 1.923594e-01, 4.251389e-07, 2.782424e-01, 3.186858e-02, 1.110585e-02, 8.115014e-06, 4.345471e-07, 2.932610e-06, 1.723296e-07, 1.593383e-07, 1.697360e-06, 9.344323e-09, 3.523275e-05, 1.081447e-08, 5.366032e-05, 3.564410e-05, 3.402877e-08, 1.936098e-08, 5.082568e-07, 4.465369e-09, 3.633991e-08, 8.238245e-08, 3.187964e-08, 3.778259e-09, 2.634010e-08, 2.232682e-09, 1.071856e-10, 4.005598e-08, 1.391600e-02, 4.586022e+00, 1.125966e+04, 1.137210e+04
3.900000e-03, 4.529157e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.597140e-02, 2.632701e-01, -3.269633e+06, 1.714992e+03, 2.501106e+04, 1.714992e+03, 4.699955e+06, 3.513092e-03, 4.828566e-01, 1.715680e-05, 7.971970e-09, 1.922889e-01, 4.234735e-07, 2.782674e-01, 3.186402e-02, 1.105474e-02, 8.054989e-06, 4.315683e-07, 2.932185e-06, 1.720490e-07, 1.593699e-07, 1.680159e-06, 9.226627e-09, 3.481304e-05, 1.065270e-08, 5.349297e-05, 3.513277e-05, 3.375873e-08, 1.910279e-08, 5.046424e-07, 4.392360e-09, 3.570890e-08, 8.077021e-08, 3.125331e-08, 3.696097e-09, 2.633739e-08, 2.173300e-09, 9.953334e-11, 4.005107e-08, 1.391457e-02, 4.586343e+00, 1.120659e+04, 1.131868e+04
4.000000e-03, 4.645478e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.596544e-02, 2.632701e-01, -3.231992e+06, 1.714700e+03, 2.501106e+04, 1.714700e+03, 4.699955e+06, 3.512736e-03, 4.829582e-01, 1.711258e-05, 7.937711e-09, 1.922192e-01, 4.218353e-07, 2.782920e-01, 3.185953e-02, 1.100428e-02, 7.996008e-06, 4.286405e-07, 2.931774e-06, 1.717721e-07, 1.594012e-07, 1.663289e-06, 9.111625e-09, 3.440252e-05, 1.049519e-08, 5.332684e-05, 3.463447e-05, 3.349393e-08, 1.885089e-08, 5.010919e-07, 4.321425e-09, 3.509581e-08, 7.920894e-08, 3.064685e-08, 3.616794e-09, 2.633472e-08, 2.116344e-09, 8.907029e-11, 4.004621e-08, 1.391316e-02, 4.586660e+00, 1.115420e+04, 1.126595e+04
4.100000e-03, 4.761807e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.595956e-02, 2.632700e-01, -3.179435e+06, 1.714411e+03, 2.501106e+04, 1.714411e+03, 4.699955e+06, 3.512385e-03, 4.830584e-01, 1.706902e-05, 7.903827e-09, 1.921505e-01, 4.202242e-07, 2.783163e-01, 3.185511e-02, 1.095445e-02, 7.938070e-06, 4.257639e-07, 2.931376e-06, 1.714990e-07, 1.594320e-07, 1.646749e-06, 8.999318e-09, 3.400118e-05, 1.034194e-08, 5.316193e-05, 3.414918e-05, 3.323437e-08, 1.860529e-08, 4.976053e-07, 4.252561e-09, 3.450062e-08, 7.769864e-08, 3.006025e-08, 3.540351e-09, 2.633208e-08, 2.061813e-09, 7.579731e-11, 4.004141e-08, 1.391177e-02, 4.586974e+00, 1.110250e+04, 1.121391e+04
4.200000e-03, 4.878144e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.595373e-02, 2.632700e-01, -3.140423e+06, 1.714125e+03, 2.501106e+04, 1.714125e+03, 4.699955e+06, 3.512037e-03, 4.831576e-01, 1.702597e-05, 7.870249e-09, 1.920825e-01, 4.186340e-07, 2.783403e-01, 3.185073e-02, 1.090514e-02, 7.880931e-06, 4.229265e-07, 2.930988e-06, 1.712290e-07, 1.594626e-07, 1.630459e-06, 8.888981e-09, 3.360663e-05, 1.019169e-08, 5.299806e-05, 3.367314e-05, 3.297871e-08, 1.836422e-08, 4.941671e-07, 4.185125e-09, 3.391786e-08, 7.622247e-08, 2.948695e-08, 3.465756e-09, 2.632948e-08, 2.008765e-09, 6.547998e-11, 4.003665e-08, 1.391039e-02, 4.587286e+00, 1.105134e+04, 1.116241e+04
4.300000e-03, 4.994487e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.594796e-02, 2.632700e-01, -3.125902e+06, 1.713841e+03, 2.501106e+04, 1.713841e+03, 4.699955e+06, 3.511692e-03, 4.832558e-01, 1.698338e-05, 7.836948e-09, 1.920151e-01, 4.170622e-07, 2.783641e-01, 3.184640e-02, 1.085629e-02, 7.824487e-06, 4.201232e-07, 2.930607e-06, 1.709615e-07, 1.594928e-07, 1.614388e-06, 8.780310e-09, 3.321785e-05, 1.004391e-08, 5.283517e-05, 3.320477e-05, 3.272641e-08, 1.812691e-08, 4.907708e-07, 4.118843e-09, 3.334520e-08, 7.477330e-08, 2.892415e-08, 3.392579e-09, 2.632689e-08, 1.956800e-09, 6.056348e-11, 4.003194e-08, 1.390902e-02, 4.587594e+00, 1.100068e+04, 1.111141e+04
4.400000e-03, 5.110839e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.594224e-02, 2.632700e-01, -3.107096e+06, 1.713561e+03, 2.501106e+04, 1.713561e+03, 4.699955e+06, 3.511352e-03, 4.833529e-01, 1.694136e-05, 7.803981e-09, 1.919485e-01, 4.155137e-07, 2.783877e-01, 3.184213e-02, 1.080800e-02, 7.768939e-06, 4.173639e-07, 2.930238e-06, 1.706974e-07, 1.595228e-07, 1.598598e-06, 8.673895e-09, 3.283681e-05, 9.899626e-09, 5.267339e-05, 3.274713e-05, 3.247854e-08, 1.789484e-08, 4.874290e-07, 4.054244e-09, 3.278713e-08, 7.336494e-08, 2.837725e-08, 3.321651e-09, 2.632434e-08, 1.906692e-09, 5.630399e-11, 4.002727e-08, 1.390767e-02, 4.587900e+00, 1.095062e+04, 1.106102e+04
4.500000e-03, 5.227199e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.593658e-02, 2.632700e-01, -3.081219e+06, 1.713284e+03, 2.501106e+04, 1.713284e+03, 4.699955e+06, 3.511015e-03, 4.834489e-01, 1.689992e-05, 7.771346e-09, 1.918827e-01, 4.139887e-07, 2.784109e-01, 3.183791e-02, 1.076028e-02, 7.714286e-06, 4.146485e-07, 2.929879e-06, 1.704365e-07, 1.595524e-07, 1.583091e-06, 8.569736e-09, 3.246350e-05, 9.758843e-09, 5.251272e-05, 3.230024e-05, 3.223510e-08, 1.766799e-08, 4.841417e-07, 3.991327e-09, 3.224366e-08, 7.199737e-08, 2.784625e-08, 3.252971e-09, 2.632182e-08, 1.858440e-09, 5.270131e-11, 4.002265e-08, 1.390634e-02, 4.588202e+00, 1.090116e+04, 1.101123e+04
4.600000e-03, 5.343567e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.593098e-02, 2.632700e-01, -3.045531e+06, 1.713010e+03, 2.501106e+04, 1.713010e+03, 4.699955e+06, 3.510683e-03, 4.835437e-01, 1.685904e-05, 7.739043e-09, 1.918177e-01, 4.124870e-07, 2.784338e-01, 3.183375e-02, 1.071312e-02, 7.660527e-06, 4.119769e-07, 2.929532e-06, 1.701790e-07, 1.595816e-07, 1.567865e-06, 8.467832e-09, 3.209792e-05, 9.621557e-09, 5.235316e-05, 3.186408e-05, 3.199610e-08, 1.744636e-08, 4.809089e-07, 3.930091e-09, 3.171477e-08, 7.067056e-08, 2.733112e-08, 3.186538e-09, 2.631932e-08, 1.812043e-09, 4.975523e-11, 4.001809e-08, 1.390502e-02, 4.588501e+00, 1.085231e+04, 1.096204e+04
4.700000e-03, 5.459942e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.592544e-02, 2.632700e-01, -2.997333e+06, 1.712739e+03, 2.501106e+04, 1.712739e+03, 4.699955e+06, 3.510354e-03, 4.836374e-01, 1.681874e-05, 7.707073e-09, 1.917535e-01, 4.110086e-07, 2.784564e-01, 3.182964e-02, 1.066652e-02, 7.607662e-06, 4.093491e-07, 2.929195e-06, 1.699247e-07, 1.596106e-07, 1.552922e-06, 8.368182e-09, 3.174006e-05, 9.487766e-09, 5.219471e-05, 3.143865e-05, 3.176152e-08, 1.722994e-08, 4.777305e-07, 3.870537e-09, 3.120045e-08, 6.938452e-08, 2.683188e-08, 3.122351e-09, 2.631686e-08, 1.767502e-09, 4.746556e-11, 4.001357e-08, 1.390372e-02, 4.588797e+00, 1.080405e+04, 1.091346e+04
4.800000e-03, 5.576325e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.591996e-02, 2.632700e-01, -2.949383e+06, 1.712472e+03, 2.501106e+04, 1.712472e+03, 4.699955e+06, 3.510029e-03, 4.837300e-01, 1.677895e-05, 7.675403e-09, 1.916900e-01, 4.095509e-07, 2.784788e-01, 3.182559e-02, 1.062043e-02, 7.555583e-06, 4.067599e-07, 2.928868e-06, 1.696734e-07, 1.596392e-07, 1.538225e-06, 8.270465e-09, 3.138888e-05, 9.356917e-09, 5.203730e-05, 3.102230e-05, 3.153078e-08, 1.701797e-08, 4.745998e-07, 3.812382e-09, 3.069831e-08, 6.813194e-08, 2.634567e-08, 3.059979e-09, 2.631443e-08, 1.724419e-09, 4.543642e-11, 4.000909e-08, 1.390244e-02, 4.589090e+00, 1.075634e+04, 1.086542e+04
4.900000e-03, 5.692715e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.591452e-02, 2.632700e-01, -2.913898e+06, 1.712206e+03, 2.501106e+04, 1.712206e+03, 4.699955e+06, 3.509708e-03, 4.838217e-01, 1.673961e-05, 7.644006e-09, 1.916271e-01, 4.081112e-07, 2.785010e-01, 3.182158e-02, 1.057480e-02, 7.504188e-06, 4.042043e-07, 2.928548e-06, 1.694248e-07, 1.596675e-07, 1.523741e-06, 8.174379e-09, 3.104336e-05, 9.228492e-09, 5.188084e-05, 3.061348e-05, 3.130335e-08, 1.680969e-08, 4.715104e-07, 3.755363e-09, 3.020608e-08, 6.690597e-08, 2.586981e-08, 2.999015e-09, 2.631202e-08, 1.682422e-09, 4.329545e-11, 4.000466e-08, 1.390116e-02, 4.589380e+00, 1.070912e+04, 1.081788e+04
5.000000e-03, 5.809113e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.590914e-02, 2.632700e-01, -2.877130e+06, 1.711944e+03, 2.501106e+04, 1.711944e+03, 4.699955e+06, 3.509390e-03, 4.839124e-01, 1.670076e-05, 7.612904e-09, 1.915650e-01, 4.066916e-07, 2.785228e-01, 3.181762e-02, 1.052967e-02, 7.453557e-06, 4.016862e-07, 2.928238e-06, 1.691790e-07, 1.596955e-07, 1.509497e-06, 8.080163e-09, 3.070429e-05, 9.102900e-09, 5.172541e-05, 3.021341e-05, 3.107964e-08, 1.660570e-08, 4.684672e-07, 3.699689e-09, 2.972554e-08, 6.571203e-08, 2.540642e-08, 2.939781e-09, 2.630963e-08, 1.641808e-09, 4.133845e-11, 4.000027e-08, 1.389990e-02, 4.589668e+00, 1.066242e+04, 1.077086e+04
5.100000e-03, 5.925518e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.590381e-02, 2.632700e-01, -2.839315e+06, 1.711684e+03, 2.501106e+04, 1.711684e+03, 4.699955e+06, 3.509076e-03, 4.840021e-01, 1.666241e-05, 7.582091e-09, 1.915035e-01, 4.052917e-07, 2.785445e-01, 3.181371e-02, 1.048503e-02, 7.403673e-06, 3.992047e-07, 2.927936e-06, 1.689361e-07, 1.597232e-07, 1.495486e-06, 7.987765e-09, 3.037152e-05, 8.980053e-09, 5.157098e-05, 2.982182e-05, 3.085957e-08, 1.640586e-08, 4.654692e-07, 3.645315e-09, 2.925632e-08, 6.454897e-08, 2.495505e-08, 2.882207e-09, 2.630728e-08, 1.602511e-09, 3.950250e-11, 3.999592e-08, 1.389866e-02, 4.589952e+00, 1.061625e+04, 1.072437e+04
5.200000e-03, 6.041930e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.589853e-02, 2.632700e-01, -2.800774e+06, 1.711428e+03, 2.501106e+04, 1.711428e+03, 4.699955e+06, 3.508765e-03, 4.840908e-01, 1.662453e-05, 7.551564e-09, 1.914427e-01, 4.039109e-07, 2.785659e-01, 3.180984e-02, 1.044087e-02, 7.354518e-06, 3.967590e-07, 2.927642e-06, 1.686961e-07, 1.597506e-07, 1.481704e-06, 7.897133e-09, 3.004486e-05, 8.859863e-09, 5.141754e-05, 2.943846e-05, 3.064304e-08, 1.621005e-08, 4.625153e-07, 3.592195e-09, 2.879802e-08, 6.341560e-08, 2.451524e-08, 2.826226e-09, 2.630495e-08, 1.564470e-09, 3.772468e-11, 3.999162e-08, 1.389743e-02, 4.590235e+00, 1.057058e+04, 1.067839e+04
5.300000e-03, 6.158350e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.589330e-02, 2.632700e-01, -2.761908e+06, 1.711173e+03, 2.501106e+04, 1.711173e+03, 4.699955e+06, 3.508457e-03, 4.841786e-01, 1.658712e-05, 7.521315e-09, 1.913826e-01, 4.025489e-07, 2.785870e-01, 3.180603e-02, 1.039719e-02, 7.306075e-06, 3.943483e-07, 2.927357e-06, 1.684587e-07, 1.597777e-07, 1.468144e-06, 7.808216e-09, 2.972414e-05, 8.742240e-09, 5.126507e-05, 2.906306e-05, 3.042996e-08, 1.601815e-08, 4.596045e-07, 3.540286e-09, 2.835027e-08, 6.231077e-08, 2.408653e-08, 2.771767e-09, 2.630264e-08, 1.527621e-09, 3.594211e-11, 3.998736e-08, 1.389621e-02, 4.590514e+00, 1.052542e+04, 1.063291e+04
5.400000e-03, 6.274777e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.588812e-02, 2.632700e-01, -2.723198e+06, 1.710922e+03, 2.501106e+04, 1.710922e+03, 4.699955e+06, 3.508153e-03, 4.842654e-01, 1.655017e-05, 7.491342e-09, 1.913231e-01, 4.012052e-07, 2.786079e-01, 3.180226e-02, 1.035397e-02, 7.258326e-06, 3.919716e-07, 2.927079e-06, 1.682241e-07, 1.598045e-07, 1.454800e-06, 7.720963e-09, 2.940920e-05, 8.627096e-09, 5.111358e-05, 2.869536e-05, 3.022023e-08, 1.583003e-08, 4.567355e-07, 3.489541e-09, 2.791267e-08, 6.123331e-08, 2.366847e-08, 2.718762e-09, 2.630036e-08, 1.491900e-09, 3.409193e-11, 3.998313e-08, 1.389500e-02, 4.590791e+00, 1.048076e+04, 1.058793e+04
5.500000e-03, 6.391210e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.588299e-02, 2.632700e-01, -2.685203e+06, 1.710673e+03, 2.501106e+04, 1.710673e+03, 4.699955e+06, 3.507852e-03, 4.843513e-01, 1.651367e-05, 7.461638e-09, 1.912642e-01, 3.998794e-07, 2.786286e-01, 3.179853e-02, 1.031120e-02, 7.211254e-06, 3.896281e-07, 2.926809e-06, 1.679921e-07, 1.598310e-07, 1.441668e-06, 7.635322e-09, 2.909986e-05, 8.514343e-09, 5.096304e-05, 2.833508e-05, 3.001376e-08, 1.564556e-08, 4.539073e-07, 3.439916e-09, 2.748484e-08, 6.018205e-08, 2.326061e-08, 2.667142e-09, 2.629810e-08, 1.457245e-09, 3.211129e-11, 3.997895e-08, 1.389381e-02, 4.591065e+00, 1.043657e+04, 1.054343e+04
5.600000e-03, 6.507651e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 8.587791e-02, 2.632700e-01, -2.648559e+06, 1.710426e+03, 2.501106e+04, 1.710426e+03, 4.699955e+06, 3.507554e-03, 4.844363e-01, 1.647761e-05, 7.432198e-09, 1.912060e-01, 3.985710e-07, 2.786490e-01, 3.179485e-02, 1.026888e-02, 7.164842e-06, 3.873171e-07, 2.926547e-06, 1.677627e-07, 1.598573e-07, 1.428740e-06, 7.551241e-09, 2.879596e-05, 8.403892e-09, 5.081344e-05, 2.798197e-05, 2.981046e-08, 1.546462e-08, 4.511189e-07, 3.391367e-09, 2.706640e-08, 5.915583e-08, 2.286249e-08, 2.616838e-09, 2.629587e-08, 1.423593e-09, 2.993738e-11, 3.997481e-08, 1.389263e-02, 4.591337e+00, 1.039286e+04, 1.049941e+04
