Distance_PFRC7_(m), Plug_flow_residence_time_PFRC7_(sec), Internal_surface_area_per_unit_distance_PFRC7_(m), Cross-section_area_PFRC7_(m2), External_surface_area_per_unit_distance_PFRC7_(m), Velocity_PFRC7_(m/sec), Exit_mass_flow_rate_PFRC7_(kg/sec), Volumetric_heat_production_rate_PFRC7_(J/m3-sec), Surface_temperature_PFRC7_(K), Heat_loss_rate_PFRC7_(J/m-sec), Temperature_PFRC7_(K), Pressure_PFRC7_(Pa), Mole_fraction_N2_PFRC7_(), Mole_fraction_H2_PFRC7_(), Mole_fraction_H_PFRC7_(), Mole_fraction_H2O_PFRC7_(), Mole_fraction_OH_PFRC7_(), Mole_fraction_CO_PFRC7_(), Mole_fraction_CO2_PFRC7_(), Mole_fraction_CH4_PFRC7_(), Mole_fraction_CH3_PFRC7_(), Mole_fraction_CH3OH_PFRC7_(), Mole_fraction_CH2O_PFRC7_(), Mole_fraction_HCO_PFRC7_(), Mole_fraction_HOCHO_PFRC7_(), Mole_fraction_C2H6_PFRC7_(), Mole_fraction_C2H4_PFRC7_(), Mole_fraction_CHCHO_PFRC7_(), Mole_fraction_C2H2_PFRC7_(), Mole_fraction_CH3CHO_PFRC7_(), Mole_fraction_CH2CO_PFRC7_(), Mole_fraction_C3H6_PFRC7_(), Mole_fraction_C3H4-P_PFRC7_(), Mole_fraction_C3H4-A_PFRC7_(), Mole_fraction_CCYCCO-T1_PFRC7_(), Mole_fraction_OC5H7O_PFRC7_(), Molecular_weight_PFRC7_(kg/mole), Mass_density_PFRC7_(kg/m3), Unburned_hydrocarbons_PFRC7_(ppm), Volatile_organic_compounds_PFRC7_(ppm)
8.900000e-01, 8.866173e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.312244e-01, 1.316361e-02, 1.161373e+05, 1.181119e+03, 2.057880e+04, 1.181119e+03, 4.699949e+06, 3.486812e-03, 5.009458e-01, 1.436397e-08, 1.765567e-01, 4.463160e-11, 2.695091e-01, 4.212049e-02, 7.342465e-03, 4.067459e-09, 4.994536e-07, 3.305055e-06, 1.407819e-09, 3.180737e-07, 1.828818e-07, 4.699131e-08, 3.423634e-05, 1.772142e-10, 6.747716e-09, 2.962735e-09, 6.429487e-12, 1.572238e-13, -1.267200e-13, 2.614036e-08, 3.965620e-08, 1.381048e-02, 6.609577e+00, 7.342944e+03, 7.415840e+03
9.000000e-01, 8.986788e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.269437e-01, 1.316361e-02, 1.362192e+05, 1.175036e+03, 2.057880e+04, 1.175036e+03, 4.699949e+06, 3.486812e-03, 5.009514e-01, 1.253342e-08, 1.765510e-01, 3.785370e-11, 2.695034e-01, 4.212613e-02, 7.342471e-03, 3.542530e-09, 5.150855e-07, 3.321011e-06, 1.269562e-09, 3.234771e-07, 1.839845e-07, 4.447009e-08, 3.423601e-05, 1.505283e-10, 6.684418e-09, 2.795542e-09, 6.436287e-12, 2.328810e-13, -2.698425e-13, 2.614036e-08, 3.965620e-08, 1.381048e-02, 6.643791e+00, 7.342946e+03, 7.415878e+03
9.100000e-01, 9.108030e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.226578e-01, 1.316362e-02, 9.593816e+04, 1.168946e+03, 2.057880e+04, 1.168946e+03, 4.699949e+06, 3.486813e-03, 5.009564e-01, 1.122054e-08, 1.765460e-01, 3.265673e-11, 2.694984e-01, 4.213115e-02, 7.342476e-03, 3.163556e-09, 5.314794e-07, 3.331380e-06, 1.187159e-09, 3.274590e-07, 1.851757e-07, 4.205023e-08, 3.423572e-05, 1.297706e-10, 6.623534e-09, 2.619361e-09, 6.068525e-12, 2.218414e-13, -2.808075e-13, 2.614036e-08, 3.965620e-08, 1.381048e-02, 6.678404e+00, 7.342948e+03, 7.415910e+03
9.200000e-01, 9.229906e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.183668e-01, 1.316362e-02, 6.433944e+03, 1.162849e+03, 2.057880e+04, 1.162849e+03, 4.699949e+06, 3.486813e-03, 5.009609e-01, 1.052199e-08, 1.765415e-01, 2.916014e-11, 2.694939e-01, 4.213567e-02, 7.342480e-03, 2.956920e-09, 5.488318e-07, 3.334344e-06, 1.175602e-09, 3.295483e-07, 1.864557e-07, 3.969688e-08, 3.423546e-05, 1.155967e-10, 6.565552e-09, 2.426079e-09, 5.173922e-12, 9.647900e-14, -1.170392e-13, 2.614036e-08, 3.965620e-08, 1.381048e-02, 6.713421e+00, 7.342950e+03, 7.415933e+03
9.300000e-01, 9.352422e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.140707e-01, 1.316362e-02, -1.711471e+04, 1.156745e+03, 2.057880e+04, 1.156745e+03, 4.699949e+06, 3.486813e-03, 5.009649e-01, 9.590372e-09, 1.765375e-01, 2.555646e-11, 2.694899e-01, 4.213970e-02, 7.342484e-03, 2.687982e-09, 5.663986e-07, 3.337367e-06, 1.119851e-09, 3.309993e-07, 1.877738e-07, 3.746936e-08, 3.423523e-05, 1.038267e-10, 6.511584e-09, 2.247430e-09, 4.421296e-12, 3.128841e-14, -2.319217e-14, 2.614036e-08, 3.965621e-08, 1.381048e-02, 6.748850e+00, 7.342952e+03, 7.415956e+03
9.400000e-01, 9.475587e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.097696e-01, 1.316362e-02, 9.589540e+02, 1.150633e+03, 2.057880e+04, 1.150633e+03, 4.699949e+06, 3.486813e-03, 5.009685e-01, 8.451456e-09, 1.765339e-01, 2.184729e-11, 2.694862e-01, 4.214330e-02, 7.342488e-03, 2.363723e-09, 5.840795e-07, 3.339707e-06, 1.023668e-09, 3.317379e-07, 1.891121e-07, 3.536083e-08, 3.423502e-05, 9.456263e-11, 6.461690e-09, 2.080418e-09, 3.759881e-12, 1.238717e-14, 2.016199e-14, 2.614036e-08, 3.965621e-08, 1.381048e-02, 6.784697e+00, 7.342954e+03, 7.415977e+03
9.500000e-01, 9.599409e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.054635e-01, 1.316362e-02, 5.471153e+04, 1.144514e+03, 2.057880e+04, 1.144514e+03, 4.699949e+06, 3.486813e-03, 5.009715e-01, 7.233839e-09, 1.765308e-01, 1.830624e-11, 2.694831e-01, 4.214641e-02, 7.342491e-03, 2.020141e-09, 6.007293e-07, 3.343042e-06, 8.999116e-10, 3.331703e-07, 1.903852e-07, 3.344525e-08, 3.423484e-05, 8.626364e-11, 6.412883e-09, 1.931987e-09, 3.174364e-12, 2.454645e-14, 2.293053e-14, 2.614036e-08, 3.965621e-08, 1.381048e-02, 6.820969e+00, 7.342955e+03, 7.415999e+03
9.600000e-01, 9.723895e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.011524e-01, 1.316362e-02, 1.063974e+05, 1.138389e+03, 2.057880e+04, 1.138389e+03, 4.699949e+06, 3.486813e-03, 5.009742e-01, 6.067534e-09, 1.765281e-01, 1.507603e-11, 2.694804e-01, 4.214909e-02, 7.342493e-03, 1.692332e-09, 6.161851e-07, 3.348670e-06, 7.719243e-10, 3.355319e-07, 1.915609e-07, 3.173227e-08, 3.423469e-05, 7.869884e-11, 6.365759e-09, 1.804346e-09, 2.710562e-12, 5.740918e-14, -4.715445e-15, 2.614036e-08, 3.965621e-08, 1.381048e-02, 6.857673e+00, 7.342956e+03, 7.416023e+03
9.700000e-01, 9.849052e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.968364e-01, 1.316362e-02, 1.307246e+05, 1.132256e+03, 2.057880e+04, 1.132256e+03, 4.699949e+06, 3.486814e-03, 5.009765e-01, 5.162221e-09, 1.765259e-01, 1.246996e-11, 2.694781e-01, 4.215136e-02, 7.342495e-03, 1.437397e-09, 6.302886e-07, 3.357726e-06, 6.744615e-10, 3.390923e-07, 1.926095e-07, 3.022998e-08, 3.423456e-05, 7.165102e-11, 6.320226e-09, 1.698454e-09, 2.388934e-12, 8.865802e-14, -3.799353e-14, 2.614037e-08, 3.965621e-08, 1.381048e-02, 6.894817e+00, 7.342957e+03, 7.416050e+03
9.800000e-01, 9.974890e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.925155e-01, 1.316362e-02, 8.906003e+04, 1.126116e+03, 2.057880e+04, 1.126116e+03, 4.699949e+06, 3.486814e-03, 5.009784e-01, 4.669079e-09, 1.765239e-01, 1.070070e-11, 2.694761e-01, 4.215336e-02, 7.342497e-03, 1.295517e-09, 6.444587e-07, 3.368756e-06, 6.437455e-10, 3.423575e-07, 1.936423e-07, 2.881242e-08, 3.423445e-05, 6.553693e-11, 6.275041e-09, 1.602540e-09, 2.291314e-12, 9.821838e-14, -5.218471e-14, 2.614037e-08, 3.965621e-08, 1.381048e-02, 6.932409e+00, 7.342958e+03, 7.416079e+03
9.900000e-01, 1.010142e+00, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.881894e-01, 1.316362e-02, 1.513826e+04, 1.119969e+03, 2.057880e+04, 1.119969e+03, 4.699949e+06, 3.486814e-03, 5.009802e-01, 4.475890e-09, 1.765221e-01, 9.589476e-12, 2.694743e-01, 4.215513e-02, 7.342499e-03, 1.236034e-09, 6.590343e-07, 3.378981e-06, 6.627007e-10, 3.449304e-07, 1.946980e-07, 2.743115e-08, 3.423435e-05, 6.009015e-11, 6.229683e-09, 1.509728e-09, 2.373045e-12, 8.491099e-14, -4.533590e-14, 2.614037e-08, 3.965622e-08, 1.381049e-02, 6.970459e+00, 7.342959e+03, 7.416107e+03
1.000000e+00, 1.022864e+00, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.838579e-01, 1.316362e-02, -5.121194e+04, 1.113814e+03, 2.057880e+04, 1.113814e+03, 4.699949e+06, 3.486814e-03, 5.009817e-01, 4.164957e-09, 1.765205e-01, 8.502920e-12, 2.694727e-01, 4.215672e-02, 7.342500e-03, 1.145266e-09, 6.746040e-07, 3.381750e-06, 6.625152e-10, 3.460199e-07, 1.958614e-07, 2.600226e-08, 3.423426e-05, 5.499819e-11, 6.183596e-09, 1.406496e-09, 2.490813e-12, 6.489474e-14, -3.313083e-14, 2.614037e-08, 3.965622e-08, 1.381049e-02, 7.008976e+00, 7.342960e+03, 7.416127e+03
