Distance_PFRC7_(m), Plug_flow_residence_time_PFRC7_(sec), Internal_surface_area_per_unit_distance_PFRC7_(m), Cross-section_area_PFRC7_(m2), External_surface_area_per_unit_distance_PFRC7_(m), Velocity_PFRC7_(m/sec), Exit_mass_flow_rate_PFRC7_(kg/sec), Volumetric_heat_production_rate_PFRC7_(J/m3-sec), Surface_temperature_PFRC7_(K), Heat_loss_rate_PFRC7_(J/m-sec), Temperature_PFRC7_(K), Pressure_PFRC7_(Pa), Mole_fraction_N2_PFRC7_(), Mole_fraction_H2_PFRC7_(), Mole_fraction_H_PFRC7_(), Mole_fraction_H2O_PFRC7_(), Mole_fraction_OH_PFRC7_(), Mole_fraction_CO_PFRC7_(), Mole_fraction_CO2_PFRC7_(), Mole_fraction_CH4_PFRC7_(), Mole_fraction_CH3_PFRC7_(), Mole_fraction_CH3OH_PFRC7_(), Mole_fraction_CH2O_PFRC7_(), Mole_fraction_HCO_PFRC7_(), Mole_fraction_HOCHO_PFRC7_(), Mole_fraction_C2H6_PFRC7_(), Mole_fraction_C2H4_PFRC7_(), Mole_fraction_CHCHO_PFRC7_(), Mole_fraction_C2H2_PFRC7_(), Mole_fraction_CH3CHO_PFRC7_(), Mole_fraction_CH2CO_PFRC7_(), Mole_fraction_C3H6_PFRC7_(), Mole_fraction_C3H4-P_PFRC7_(), Mole_fraction_C3H4-A_PFRC7_(), Mole_fraction_CCYCCO-T1_PFRC7_(), Mole_fraction_OC5H7O_PFRC7_(), Molecular_weight_PFRC7_(kg/mole), Mass_density_PFRC7_(kg/m3), Unburned_hydrocarbons_PFRC7_(ppm), Volatile_organic_compounds_PFRC7_(ppm)
5.300000e-01, 4.888211e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 9.816537e-01, 1.316359e-02, 2.948707e+05, 1.394865e+03, 2.057880e+04, 1.394865e+03, 4.699948e+06, 3.486802e-03, 4.992488e-01, 4.705546e-07, 1.782548e-01, 3.891562e-09, 2.712084e-01, 4.042130e-02, 7.340489e-03, 1.405278e-07, 1.228017e-07, 3.028753e-06, 1.504762e-08, 2.301213e-07, 2.488194e-07, 5.328352e-07, 3.439106e-05, 2.679002e-08, 9.345383e-09, 2.747116e-08, 1.414602e-10, 2.150723e-11, 7.220485e-12, 2.614028e-08, 3.965626e-08, 1.381044e-02, 5.596720e+00, 7.342261e+03, 7.414794e+03
5.400000e-01, 4.990291e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 9.775821e-01, 1.316360e-02, 2.304921e+05, 1.389080e+03, 2.057880e+04, 1.389080e+03, 4.699948e+06, 3.486802e-03, 4.993641e-01, 4.344529e-07, 1.781396e-01, 3.509432e-09, 2.710932e-01, 4.053659e-02, 7.340612e-03, 1.296123e-07, 1.264848e-07, 3.034466e-06, 1.426063e-08, 2.320048e-07, 2.436768e-07, 4.960642e-07, 3.437697e-05, 2.332913e-08, 9.261779e-09, 2.604389e-08, 1.289061e-10, 1.845294e-11, 6.213945e-12, 2.614028e-08, 3.965624e-08, 1.381044e-02, 5.620031e+00, 7.342283e+03, 7.414795e+03
5.500000e-01, 5.092798e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 9.735043e-01, 1.316360e-02, 1.321927e+05, 1.383286e+03, 2.057880e+04, 1.383286e+03, 4.699948e+06, 3.486803e-03, 4.994744e-01, 4.009171e-07, 1.780292e-01, 3.161264e-09, 2.709828e-01, 4.064697e-02, 7.340734e-03, 1.194804e-07, 1.304385e-07, 3.040353e-06, 1.351342e-08, 2.338677e-07, 2.386941e-07, 4.618149e-07, 3.436401e-05, 2.025143e-08, 9.180853e-09, 2.468270e-08, 1.171466e-10, 1.574106e-11, 5.399428e-12, 2.614029e-08, 3.965622e-08, 1.381044e-02, 5.643572e+00, 7.342310e+03, 7.414804e+03
5.600000e-01, 5.195736e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 9.694201e-01, 1.316360e-02, 1.055658e+05, 1.377482e+03, 2.057880e+04, 1.377482e+03, 4.699948e+06, 3.486803e-03, 4.995798e-01, 3.696220e-07, 1.779237e-01, 2.846095e-09, 2.708773e-01, 4.075250e-02, 7.340855e-03, 1.100363e-07, 1.346903e-07, 3.046226e-06, 1.279439e-08, 2.357218e-07, 2.338525e-07, 4.298404e-07, 3.435214e-05, 1.761928e-08, 9.101523e-09, 2.337737e-08, 1.063727e-10, 1.345160e-11, 4.717641e-12, 2.614029e-08, 3.965621e-08, 1.381044e-02, 5.667348e+00, 7.342343e+03, 7.414821e+03
5.700000e-01, 5.299109e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 9.653294e-01, 1.316360e-02, 9.930863e+04, 1.371670e+03, 2.057880e+04, 1.371670e+03, 4.699948e+06, 3.486804e-03, 4.996803e-01, 3.404408e-07, 1.778232e-01, 2.559976e-09, 2.707767e-01, 4.085308e-02, 7.340971e-03, 1.012391e-07, 1.392431e-07, 3.052119e-06, 1.210481e-08, 2.375489e-07, 2.291575e-07, 4.000283e-07, 3.434122e-05, 1.533624e-08, 9.024394e-09, 2.212732e-08, 9.637688e-11, 1.147105e-11, 4.158494e-12, 2.614029e-08, 3.965620e-08, 1.381044e-02, 5.691364e+00, 7.342377e+03, 7.414842e+03
5.800000e-01, 5.402921e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 9.612325e-01, 1.316360e-02, 1.114532e+05, 1.365849e+03, 2.057880e+04, 1.365849e+03, 4.699948e+06, 3.486804e-03, 4.997758e-01, 3.132228e-07, 1.777276e-01, 2.299855e-09, 2.706811e-01, 4.094873e-02, 7.341084e-03, 9.304264e-08, 1.441085e-07, 3.058036e-06, 1.144162e-08, 2.394061e-07, 2.246167e-07, 3.722179e-07, 3.433123e-05, 1.335126e-08, 8.948183e-09, 2.093176e-08, 8.723566e-11, 9.768792e-12, 3.668115e-12, 2.614029e-08, 3.965619e-08, 1.381045e-02, 5.715622e+00, 7.342413e+03, 7.414868e+03
5.900000e-01, 5.507177e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 9.571292e-01, 1.316360e-02, 1.296248e+05, 1.360018e+03, 2.057880e+04, 1.360018e+03, 4.699948e+06, 3.486804e-03, 4.998664e-01, 2.877775e-07, 1.776370e-01, 2.062800e-09, 2.705904e-01, 4.103941e-02, 7.341192e-03, 8.538874e-08, 1.492981e-07, 3.063941e-06, 1.080166e-08, 2.412934e-07, 2.202284e-07, 3.462500e-07, 3.432205e-05, 1.162176e-08, 8.872756e-09, 1.978713e-08, 7.889685e-11, 8.300218e-12, 3.216206e-12, 2.614030e-08, 3.965618e-08, 1.381045e-02, 5.740125e+00, 7.342448e+03, 7.414895e+03
6.000000e-01, 5.611881e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 9.530193e-01, 1.316360e-02, 1.562926e+05, 1.354179e+03, 2.057880e+04, 1.354179e+03, 4.699948e+06, 3.486805e-03, 4.999520e-01, 2.639873e-07, 1.775513e-01, 1.847060e-09, 2.705047e-01, 4.112512e-02, 7.341294e-03, 7.824105e-08, 1.548223e-07, 3.069860e-06, 1.018354e-08, 2.432573e-07, 2.160025e-07, 3.219869e-07, 3.431366e-05, 1.011362e-08, 8.797158e-09, 1.869094e-08, 7.137183e-11, 7.041552e-12, 2.773750e-12, 2.614030e-08, 3.965618e-08, 1.381045e-02, 5.764879e+00, 7.342483e+03, 7.414923e+03
6.100000e-01, 5.717038e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 9.489027e-01, 1.316360e-02, 2.103475e+05, 1.348329e+03, 2.057880e+04, 1.348329e+03, 4.699948e+06, 3.486805e-03, 5.000327e-01, 2.417976e-07, 1.774706e-01, 1.651994e-09, 2.704240e-01, 4.120588e-02, 7.341391e-03, 7.158237e-08, 1.606905e-07, 3.075874e-06, 9.587476e-09, 2.453814e-07, 2.119580e-07, 2.993106e-07, 3.430600e-05, 8.801598e-09, 8.719794e-09, 1.764134e-08, 6.471698e-11, 5.986885e-12, 2.315518e-12, 2.614030e-08, 3.965617e-08, 1.381045e-02, 5.789889e+00, 7.342517e+03, 7.414953e+03
6.200000e-01, 5.822652e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 9.447793e-01, 1.316360e-02, 2.692135e+05, 1.342470e+03, 2.057880e+04, 1.342470e+03, 4.699948e+06, 3.486805e-03, 5.001084e-01, 2.210492e-07, 1.773948e-01, 1.474931e-09, 2.703482e-01, 4.128167e-02, 7.341482e-03, 6.536377e-08, 1.669138e-07, 3.081976e-06, 9.011129e-09, 2.476843e-07, 2.080978e-07, 2.780697e-07, 3.429901e-05, 7.643606e-09, 8.640166e-09, 1.663579e-08, 5.891541e-11, 5.098756e-12, 1.809631e-12, 2.614031e-08, 3.965617e-08, 1.381045e-02, 5.815159e+00, 7.342550e+03, 7.414984e+03
6.300000e-01, 5.928729e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 9.406498e-01, 1.316360e-02, 2.413155e+05, 1.336603e+03, 2.057880e+04, 1.336603e+03, 4.699948e+06, 3.486806e-03, 5.001798e-01, 2.024964e-07, 1.773234e-01, 1.317828e-09, 2.702767e-01, 4.135316e-02, 7.341568e-03, 5.980457e-08, 1.734905e-07, 3.088960e-06, 8.495223e-09, 2.500640e-07, 2.044687e-07, 2.584745e-07, 3.429264e-05, 6.633527e-09, 8.558845e-09, 1.569873e-08, 5.386589e-11, 4.383001e-12, 1.464702e-12, 2.614031e-08, 3.965617e-08, 1.381045e-02, 5.840687e+00, 7.342582e+03, 7.415017e+03
6.400000e-01, 6.035273e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 9.365141e-01, 1.316360e-02, 1.449305e+05, 1.330726e+03, 2.057880e+04, 1.330726e+03, 4.699948e+06, 3.486806e-03, 5.002469e-01, 1.860228e-07, 1.772562e-01, 1.178742e-09, 2.702095e-01, 4.142035e-02, 7.341650e-03, 5.486871e-08, 1.804309e-07, 3.096857e-06, 8.038622e-09, 2.525604e-07, 2.010796e-07, 2.403876e-07, 3.428684e-05, 5.735289e-09, 8.474969e-09, 1.482805e-08, 4.957581e-11, 3.813234e-12, 1.252990e-12, 2.614031e-08, 3.965616e-08, 1.381046e-02, 5.866480e+00, 7.342614e+03, 7.415052e+03
6.500000e-01, 6.142288e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 9.323724e-01, 1.316360e-02, 5.364536e+04, 1.324841e+03, 2.057880e+04, 1.324841e+03, 4.699948e+06, 3.486807e-03, 5.003098e-01, 1.709876e-07, 1.771933e-01, 1.054183e-09, 2.701465e-01, 4.148334e-02, 7.341726e-03, 5.036753e-08, 1.877652e-07, 3.104993e-06, 7.613321e-09, 2.550473e-07, 1.979114e-07, 2.236886e-07, 3.428156e-05, 4.949265e-09, 8.392347e-09, 1.400499e-08, 4.573032e-11, 3.333333e-12, 1.119432e-12, 2.614031e-08, 3.965616e-08, 1.381046e-02, 5.892540e+00, 7.342644e+03, 7.415087e+03
6.600000e-01, 6.249781e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 9.282243e-01, 1.316360e-02, 3.148676e+04, 1.318947e+03, 2.057880e+04, 1.318947e+03, 4.699948e+06, 3.486807e-03, 5.003686e-01, 1.564447e-07, 1.771345e-01, 9.396146e-10, 2.700876e-01, 4.154222e-02, 7.341797e-03, 4.602340e-08, 1.955328e-07, 3.112334e-06, 7.175999e-09, 2.573491e-07, 1.949301e-07, 2.082247e-07, 3.427675e-05, 4.286860e-09, 8.316474e-09, 1.320121e-08, 4.189950e-11, 2.871807e-12, 9.716092e-13, 2.614032e-08, 3.965616e-08, 1.381046e-02, 5.918873e+00, 7.342673e+03, 7.415121e+03
6.700000e-01, 6.357756e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 9.240701e-01, 1.316360e-02, 3.128799e+04, 1.313045e+03, 2.057880e+04, 1.313045e+03, 4.699948e+06, 3.486807e-03, 5.004234e-01, 1.426129e-07, 1.770796e-01, 8.348449e-10, 2.700327e-01, 4.159714e-02, 7.341863e-03, 4.189887e-08, 2.037317e-07, 3.119261e-06, 6.740179e-09, 2.595557e-07, 1.921588e-07, 1.939280e-07, 3.427239e-05, 3.721621e-09, 8.245193e-09, 1.242496e-08, 3.813121e-11, 2.431628e-12, 8.354730e-13, 2.614032e-08, 3.965616e-08, 1.381046e-02, 5.945481e+00, 7.342699e+03, 7.415155e+03
6.800000e-01, 6.466217e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 9.199098e-01, 1.316360e-02, 5.003201e+04, 1.307133e+03, 2.057880e+04, 1.307133e+03, 4.699948e+06, 3.486808e-03, 5.004744e-01, 1.299884e-07, 1.770286e-01, 7.414552e-10, 2.699816e-01, 4.164819e-02, 7.341925e-03, 3.813887e-08, 2.123373e-07, 3.126566e-06, 6.329445e-09, 2.619839e-07, 1.896323e-07, 1.806673e-07, 3.426843e-05, 3.227219e-09, 8.171895e-09, 1.169339e-08, 3.467027e-11, 2.067552e-12, 7.130571e-13, 2.614032e-08, 3.965616e-08, 1.381046e-02, 5.972370e+00, 7.342725e+03, 7.415188e+03
6.900000e-01, 6.575170e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 9.157434e-01, 1.316360e-02, 8.396402e+04, 1.301213e+03, 2.057880e+04, 1.301213e+03, 4.699948e+06, 3.486808e-03, 5.005216e-01, 1.183167e-07, 1.769813e-01, 6.574612e-10, 2.699343e-01, 4.169551e-02, 7.341982e-03, 3.466758e-08, 2.213664e-07, 3.134050e-06, 5.934934e-09, 2.645867e-07, 1.873477e-07, 1.683535e-07, 3.426484e-05, 2.793702e-09, 8.097911e-09, 1.099953e-08, 3.137648e-11, 1.750793e-12, 5.878191e-13, 2.614032e-08, 3.965616e-08, 1.381046e-02, 5.999542e+00, 7.342748e+03, 7.415222e+03
7.000000e-01, 6.684621e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 9.115711e-01, 1.316360e-02, 1.012643e+05, 1.295285e+03, 2.057880e+04, 1.295285e+03, 4.699948e+06, 3.486808e-03, 5.005654e-01, 1.076327e-07, 1.769375e-01, 5.824537e-10, 2.698905e-01, 4.173931e-02, 7.342034e-03, 3.149339e-08, 2.308334e-07, 3.141894e-06, 5.565040e-09, 2.672730e-07, 1.852893e-07, 1.569594e-07, 3.426159e-05, 2.421678e-09, 8.023591e-09, 1.034221e-08, 2.837006e-11, 1.491425e-12, 4.725499e-13, 2.614032e-08, 3.965616e-08, 1.381046e-02, 6.027003e+00, 7.342769e+03, 7.415255e+03
7.100000e-01, 6.794574e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 9.073929e-01, 1.316360e-02, 1.005893e+05, 1.289348e+03, 2.057880e+04, 1.289348e+03, 4.699948e+06, 3.486808e-03, 5.006057e-01, 9.791177e-08, 1.768971e-01, 5.155493e-10, 2.698501e-01, 4.177972e-02, 7.342082e-03, 2.860797e-08, 2.407431e-07, 3.150202e-06, 5.221068e-09, 2.700978e-07, 1.834644e-07, 1.463869e-07, 3.425865e-05, 2.097043e-09, 7.947943e-09, 9.721652e-09, 2.563428e-11, 1.286557e-12, 3.575172e-13, 2.614033e-08, 3.965616e-08, 1.381046e-02, 6.054755e+00, 7.342789e+03, 7.415288e+03
7.200000e-01, 6.905035e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 9.032086e-01, 1.316360e-02, 7.826547e+04, 1.283402e+03, 2.057880e+04, 1.283402e+03, 4.699948e+06, 3.486809e-03, 5.006429e-01, 8.907969e-08, 1.768599e-01, 4.561764e-10, 2.698128e-01, 4.181699e-02, 7.342126e-03, 2.598864e-08, 2.511504e-07, 3.158679e-06, 4.903461e-09, 2.728306e-07, 1.818374e-07, 1.366303e-07, 3.425600e-05, 1.822606e-09, 7.872607e-09, 9.134279e-09, 2.325308e-11, 1.129388e-12, 2.627316e-13, 2.614033e-08, 3.965617e-08, 1.381046e-02, 6.082804e+00, 7.342807e+03, 7.415321e+03
7.300000e-01, 7.016009e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.990183e-01, 1.316360e-02, 2.629647e+04, 1.277448e+03, 2.057880e+04, 1.277448e+03, 4.699948e+06, 3.486809e-03, 5.006772e-01, 8.111364e-08, 1.768256e-01, 4.036233e-10, 2.697785e-01, 4.185130e-02, 7.342166e-03, 2.362749e-08, 2.620733e-07, 3.167356e-06, 4.614867e-09, 2.754313e-07, 1.804010e-07, 1.276276e-07, 3.425360e-05, 1.591212e-09, 7.797469e-09, 8.579165e-09, 2.126176e-11, 1.018966e-12, 1.899529e-13, 2.614033e-08, 3.965617e-08, 1.381047e-02, 6.111156e+00, 7.342824e+03, 7.415353e+03
7.400000e-01, 7.127502e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.948220e-01, 1.316360e-02, -3.242844e+04, 1.271486e+03, 2.057880e+04, 1.271486e+03, 4.699948e+06, 3.486809e-03, 5.007087e-01, 7.387851e-08, 1.767941e-01, 3.570404e-10, 2.697469e-01, 4.188284e-02, 7.342203e-03, 2.148503e-08, 2.735787e-07, 3.175718e-06, 4.347929e-09, 2.777469e-07, 1.791411e-07, 1.193349e-07, 3.425144e-05, 1.396105e-09, 7.723601e-09, 8.052305e-09, 1.963825e-11, 9.346212e-13, 1.465416e-13, 2.614033e-08, 3.965617e-08, 1.381047e-02, 6.139815e+00, 7.342839e+03, 7.415385e+03
7.500000e-01, 7.239520e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.906196e-01, 1.316360e-02, -8.932190e+04, 1.265514e+03, 2.057880e+04, 1.265514e+03, 4.699949e+06, 3.486809e-03, 5.007376e-01, 6.726103e-08, 1.767651e-01, 3.156208e-10, 2.697179e-01, 4.191182e-02, 7.342236e-03, 1.952789e-08, 2.857252e-07, 3.183351e-06, 4.097423e-09, 2.796353e-07, 1.780426e-07, 1.117087e-07, 3.424948e-05, 1.231230e-09, 7.651943e-09, 7.550190e-09, 1.837758e-11, 8.597732e-13, 1.400139e-13, 2.614033e-08, 3.965617e-08, 1.381047e-02, 6.168785e+00, 7.342852e+03, 7.415414e+03
7.600000e-01, 7.352068e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.864112e-01, 1.316361e-02, -1.312771e+05, 1.259535e+03, 2.057880e+04, 1.259535e+03, 4.699949e+06, 3.486810e-03, 5.007641e-01, 6.115059e-08, 1.767386e-01, 2.786004e-10, 2.696914e-01, 4.193836e-02, 7.342266e-03, 1.772372e-08, 2.985460e-07, 3.190005e-06, 3.856710e-09, 2.810955e-07, 1.771153e-07, 1.046817e-07, 3.424772e-05, 1.088757e-09, 7.582904e-09, 7.070524e-09, 1.742086e-11, 7.783603e-13, 1.692381e-13, 2.614034e-08, 3.965617e-08, 1.381047e-02, 6.198073e+00, 7.342864e+03, 7.415443e+03
7.700000e-01, 7.465151e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.821972e-01, 1.316361e-02, -1.327703e+05, 1.253547e+03, 2.057880e+04, 1.253547e+03, 4.699949e+06, 3.486810e-03, 5.007883e-01, 5.538698e-08, 1.767144e-01, 2.451668e-10, 2.696672e-01, 4.196257e-02, 7.342294e-03, 1.602647e-08, 3.120769e-07, 3.195307e-06, 3.613348e-09, 2.821873e-07, 1.763858e-07, 9.817425e-08, 3.424613e-05, 9.590041e-10, 7.516968e-09, 6.610563e-09, 1.663799e-11, 6.654033e-13, 2.281793e-13, 2.614034e-08, 3.965617e-08, 1.381047e-02, 6.227680e+00, 7.342875e+03, 7.415469e+03
7.800000e-01, 7.578777e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.779775e-01, 1.316361e-02, -1.048003e+05, 1.247551e+03, 2.057880e+04, 1.247551e+03, 4.699949e+06, 3.486810e-03, 5.008103e-01, 4.991971e-08, 1.766924e-01, 2.147874e-10, 2.696451e-01, 4.198461e-02, 7.342319e-03, 1.442087e-08, 3.262027e-07, 3.200158e-06, 3.365846e-09, 2.832743e-07, 1.758839e-07, 9.211746e-08, 3.424471e-05, 8.375359e-10, 7.453663e-09, 6.173226e-09, 1.590447e-11, 5.280497e-13, 2.935433e-13, 2.614034e-08, 3.965618e-08, 1.381047e-02, 6.257611e+00, 7.342885e+03, 7.415495e+03
7.900000e-01, 7.692950e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.737528e-01, 1.316361e-02, -4.847930e+04, 1.241548e+03, 2.057880e+04, 1.241548e+03, 4.699949e+06, 3.486810e-03, 5.008301e-01, 4.483554e-08, 1.766725e-01, 1.876215e-10, 2.696252e-01, 4.200454e-02, 7.342341e-03, 1.293138e-08, 3.403456e-07, 3.208908e-06, 3.120581e-09, 2.860361e-07, 1.757498e-07, 8.638947e-08, 3.424343e-05, 7.252734e-10, 7.389202e-09, 5.777913e-09, 1.476583e-11, 4.335294e-13, 2.610005e-13, 2.614034e-08, 3.965618e-08, 1.381047e-02, 6.287867e+00, 7.342894e+03, 7.415526e+03
8.000000e-01, 7.807677e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.695232e-01, 1.316361e-02, 2.913518e+04, 1.235538e+03, 2.057880e+04, 1.235538e+03, 4.699949e+06, 3.486810e-03, 5.008481e-01, 4.006147e-08, 1.766545e-01, 1.630863e-10, 2.696072e-01, 4.202251e-02, 7.342361e-03, 1.153641e-08, 3.544980e-07, 3.221506e-06, 2.874211e-09, 2.905226e-07, 1.759898e-07, 8.093378e-08, 3.424230e-05, 6.168050e-10, 7.323643e-09, 5.423159e-09, 1.315122e-11, 3.730325e-13, 1.272208e-13, 2.614034e-08, 3.965618e-08, 1.381047e-02, 6.318453e+00, 7.342902e+03, 7.415562e+03
8.100000e-01, 7.922964e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.652885e-01, 1.316361e-02, 6.104007e+04, 1.229521e+03, 2.057880e+04, 1.229521e+03, 4.699949e+06, 3.486811e-03, 5.008642e-01, 3.587472e-08, 1.766384e-01, 1.418852e-10, 2.695910e-01, 4.203870e-02, 7.342379e-03, 1.031333e-08, 3.690397e-07, 3.233597e-06, 2.659091e-09, 2.949296e-07, 1.763790e-07, 7.588188e-08, 3.424128e-05, 5.238667e-10, 7.256977e-09, 5.087197e-09, 1.150945e-11, 3.222958e-13, 1.966089e-14, 2.614034e-08, 3.965618e-08, 1.381047e-02, 6.349375e+00, 7.342909e+03, 7.415597e+03
8.200000e-01, 8.038816e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.610485e-01, 1.316361e-02, 3.192096e+04, 1.223496e+03, 2.057880e+04, 1.223496e+03, 4.699949e+06, 3.486811e-03, 5.008788e-01, 3.240289e-08, 1.766238e-01, 1.241952e-10, 2.695764e-01, 4.205329e-02, 7.342395e-03, 9.297400e-09, 3.840754e-07, 3.243596e-06, 2.491361e-09, 2.986082e-07, 1.768264e-07, 7.126277e-08, 3.424038e-05, 4.506511e-10, 7.188667e-09, 4.761352e-09, 9.976282e-12, 2.758496e-13, -1.366391e-14, 2.614035e-08, 3.965618e-08, 1.381047e-02, 6.380641e+00, 7.342916e+03, 7.415629e+03
8.300000e-01, 8.155241e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.568034e-01, 1.316361e-02, 9.783938e+03, 1.217464e+03, 2.057880e+04, 1.217464e+03, 4.699949e+06, 3.486811e-03, 5.008919e-01, 2.923020e-08, 1.766107e-01, 1.085456e-10, 2.695633e-01, 4.206640e-02, 7.342409e-03, 8.370712e-09, 3.996981e-07, 3.252148e-06, 2.331775e-09, 3.017412e-07, 1.774129e-07, 6.697227e-08, 3.423957e-05, 3.896005e-10, 7.122146e-09, 4.450015e-09, 8.643875e-12, 2.261284e-13, -1.941859e-14, 2.614035e-08, 3.965619e-08, 1.381047e-02, 6.412254e+00, 7.342921e+03, 7.415660e+03
8.400000e-01, 8.272244e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.525530e-01, 1.316361e-02, -1.601139e+04, 1.211425e+03, 2.057880e+04, 1.211425e+03, 4.699949e+06, 3.486811e-03, 5.009036e-01, 2.635295e-08, 1.765989e-01, 9.472511e-11, 2.695515e-01, 4.207821e-02, 7.342421e-03, 7.531507e-09, 4.160458e-07, 3.257921e-06, 2.183219e-09, 3.037577e-07, 1.780777e-07, 6.301592e-08, 3.423886e-05, 3.426399e-10, 7.058050e-09, 4.146407e-09, 7.677394e-12, 1.645859e-13, 3.461666e-14, 2.614035e-08, 3.965619e-08, 1.381048e-02, 6.444223e+00, 7.342926e+03, 7.415686e+03
8.500000e-01, 8.389833e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.482974e-01, 1.316361e-02, -1.738231e+04, 1.205378e+03, 2.057880e+04, 1.205378e+03, 4.699949e+06, 3.486811e-03, 5.009142e-01, 2.367984e-08, 1.765883e-01, 8.246685e-11, 2.695409e-01, 4.208878e-02, 7.342432e-03, 6.754178e-09, 4.327146e-07, 3.264226e-06, 2.034676e-09, 3.057802e-07, 1.788631e-07, 5.933295e-08, 3.423822e-05, 3.026043e-10, 6.994905e-09, 3.863656e-09, 6.963530e-12, 1.181962e-13, 7.292246e-14, 2.614035e-08, 3.965619e-08, 1.381048e-02, 6.476551e+00, 7.342931e+03, 7.415714e+03
8.600000e-01, 8.508013e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.440367e-01, 1.316361e-02, 5.655799e+03, 1.199324e+03, 2.057880e+04, 1.199324e+03, 4.699949e+06, 3.486812e-03, 5.009236e-01, 2.112678e-08, 1.765789e-01, 7.138394e-11, 2.695314e-01, 4.209825e-02, 7.342442e-03, 6.014586e-09, 4.496631e-07, 3.271468e-06, 1.879210e-09, 3.078744e-07, 1.797589e-07, 5.589426e-08, 3.423765e-05, 2.673104e-10, 6.933028e-09, 3.602776e-09, 6.570902e-12, 8.990305e-14, 8.326550e-14, 2.614035e-08, 3.965619e-08, 1.381048e-02, 6.509245e+00, 7.342935e+03, 7.415742e+03
8.700000e-01, 8.626792e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.397709e-01, 1.316361e-02, 4.049171e+04, 1.193263e+03, 2.057880e+04, 1.193263e+03, 4.699949e+06, 3.486812e-03, 5.009320e-01, 1.872804e-08, 1.765705e-01, 6.147483e-11, 2.695230e-01, 4.210663e-02, 7.342451e-03, 5.321944e-09, 4.665547e-07, 3.280321e-06, 1.722196e-09, 3.104502e-07, 1.807380e-07, 5.270184e-08, 3.423715e-05, 2.356839e-10, 6.871455e-09, 3.364927e-09, 6.383806e-12, 8.459020e-14, 5.900242e-14, 2.614035e-08, 3.965619e-08, 1.381048e-02, 6.542310e+00, 7.342938e+03, 7.415772e+03
8.800000e-01, 8.746176e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.355001e-01, 1.316361e-02, 8.371396e+04, 1.187194e+03, 2.057880e+04, 1.187194e+03, 4.699949e+06, 3.486812e-03, 5.009393e-01, 1.643224e-08, 1.765631e-01, 5.247760e-11, 2.695156e-01, 4.211402e-02, 7.342459e-03, 4.661406e-09, 4.832089e-07, 3.291659e-06, 1.559695e-09, 3.138220e-07, 1.817931e-07, 4.973134e-08, 3.423672e-05, 2.051787e-10, 6.809897e-09, 3.152792e-09, 6.388718e-12, 1.088390e-13, -1.900878e-14, 2.614035e-08, 3.965620e-08, 1.381048e-02, 6.575751e+00, 7.342941e+03, 7.415805e+03
