Solution_No_PFRC7_(), Inlet_mole_fraction_C-C6H4_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C6H3_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C6H2_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C6H6_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_FULVENE_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C6H5_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C6H5OO_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C6H5OOH_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C6H5OH_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C6H5O_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C6H4OH_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_OC6H4OH_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_O-C6H4O2_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_P-C6H4O2_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_O-OC6H5OJ_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_P-OC6H5OJ_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_P-C6H3O2_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C5H6_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C5H5_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C5H6-L_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C#CCVCCJ_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C5H7_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_CVCCJCVC_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_CVCCVCCJ_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_CVCCJCVCOH_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_CVCCVCCOH_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C5H5OH_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C5H5O_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C5H4OH_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C5H4O_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C5H3O_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_CJVCCVCCVO_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_CVCCVCCJVO_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_CJVCCVO_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_HOCVCCVO_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_HOCVCCJVO_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_OC5H7O_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_O2CCHOOJ_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C7H6_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C7H5_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_O-O2C6H4CH3_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_OC6H4CH2_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_IND_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C10H9_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C10H10_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C5H5CH3_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C9H7_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C9H6O_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_NAPH_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_NAPH-_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_NAPHV_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_NAPHO_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_FLUORENE_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C14H10_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C16H10_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Area_PFRC7_(m2), Cycle_time_PFRC7_(sec), Ambient_temperature_PFRC7_(K), Surface_material_area_fraction_PFRC7_()
1.000000e+00, 9.922952e-16, 1.802374e-18, 9.373804e-16, 1.564172e-11, 3.910178e-14, 9.840848e-16, 3.982922e-24, 7.159319e-25, 4.217503e-14, 4.026217e-16, 1.060930e-18, 6.807165e-21, 7.821651e-21, 1.553475e-19, 1.000770e-27, 1.995352e-27, 1.129640e-23, 2.693496e-12, 1.664913e-13, 2.896411e-09, 2.253380e-15, 3.264963e-16, 5.051168e-15, 1.593833e-14, 6.678557e-18, 2.006773e-17, 2.323903e-15, 1.384122e-20, 1.386749e-15, 2.505833e-15, 1.832724e-19, 5.224596e-19, 2.323924e-17, 3.221677e-14, 2.137290e-13, 2.922931e-15, 3.982197e-08, 1.123592e-23, 3.502321e-17, 2.297986e-17, 8.485206e-32, 1.448244e-19, 1.263379e-14, 3.623373e-18, 7.681642e-21, 1.295632e-15, 1.616505e-15, 1.470456e-17, 1.554749e-10, 9.710626e-14, 1.054579e-13, 1.171251e-15, 5.489648e-11, 3.196104e-12, 4.963226e-12, 1.735181e-03, 1.000000e+02, 2.981500e+02, 1.000000e+00
