Distance_PFRC3_(m), Plug_flow_residence_time_PFRC3_(sec), Internal_surface_area_per_unit_distance_PFRC3_(m), Cross-section_area_PFRC3_(m2), External_surface_area_per_unit_distance_PFRC3_(m), Velocity_PFRC3_(m/sec), Exit_mass_flow_rate_PFRC3_(kg/sec), Volumetric_heat_production_rate_PFRC3_(J/m3-sec), Surface_temperature_PFRC3_(K), Temperature_PFRC3_(K), Pressure_PFRC3_(Pa), Mole_fraction_N2_PFRC3_(), Mole_fraction_H2_PFRC3_(), Mole_fraction_H_PFRC3_(), Mole_fraction_O2_PFRC3_(), Mole_fraction_H2O_PFRC3_(), Mole_fraction_OH_PFRC3_(), Mole_fraction_HO2_PFRC3_(), Mole_fraction_CO_PFRC3_(), Mole_fraction_CO2_PFRC3_(), Mole_fraction_CH4_PFRC3_(), Mole_fraction_CH3_PFRC3_(), Mole_fraction_CH3OH_PFRC3_(), Mole_fraction_CH2O_PFRC3_(), Mole_fraction_HCO_PFRC3_(), Mole_fraction_HOCHO_PFRC3_(), Mole_fraction_C2H6_PFRC3_(), Mole_fraction_C2H5_PFRC3_(), Mole_fraction_C2H4_PFRC3_(), Mole_fraction_C2H3_PFRC3_(), Mole_fraction_CHOCHO_PFRC3_(), Mole_fraction_CHCHO_PFRC3_(), Mole_fraction_C2H2_PFRC3_(), Mole_fraction_CH3CHO_PFRC3_(), Mole_fraction_C2H3OH_PFRC3_(), Mole_fraction_CH2CO_PFRC3_(), Mole_fraction_HCCOH_PFRC3_(), Mole_fraction_C3H8_PFRC3_(), Mole_fraction_C3H6_PFRC3_(), Mole_fraction_C3H5-A_PFRC3_(), Mole_fraction_CH3CHCO_PFRC3_(), Mole_fraction_C3H4-P_PFRC3_(), Mole_fraction_C3H4-A_PFRC3_(), Mole_fraction_C3H3_PFRC3_(), Mole_fraction_CCYCCO-T1_PFRC3_(), Mole_fraction_C4H6_PFRC3_(), Mole_fraction_C4H4_PFRC3_(), Mole_fraction_C4H3-I_PFRC3_(), Mole_fraction_C4H2_PFRC3_(), Mole_fraction_C4H612_PFRC3_(), Mole_fraction_C4H6-2_PFRC3_(), Mole_fraction_H2C4O_PFRC3_(), Mole_fraction_L-C6H4_PFRC3_(), Mole_fraction_C-C6H4_PFRC3_(), Mole_fraction_C6H2_PFRC3_(), Mole_fraction_C6H6_PFRC3_(), Mole_fraction_FULVENE_PFRC3_(), Mole_fraction_C6H5OH_PFRC3_(), Mole_fraction_C6H5O_PFRC3_(), Mole_fraction_C5H6_PFRC3_(), Mole_fraction_C5H5_PFRC3_(), Mole_fraction_C5H4O_PFRC3_(), Mole_fraction_OC5H7O_PFRC3_(), Mole_fraction_IND_PFRC3_(), Mole_fraction_C9H7_PFRC3_(), Mole_fraction_C9H6O_PFRC3_(), Molecular_weight_PFRC3_(kg/mole), Mass_density_PFRC3_(kg/m3), Unburned_hydrocarbons_PFRC3_(ppm), Volatile_organic_compounds_PFRC3_(ppm)
1.000000e-03, 9.722989e-05, 1.186247e+00, 1.119800e-01, 1.186247e+00, 1.028597e+01, 5.265401e+00, 5.444995e+07, 1.729580e+03, 1.729580e+03, 4.700000e+06, 3.531369e-03, 4.782408e-01, 2.056759e-05, 1.500581e-05, 1.954091e-01, 5.407865e-07, 3.213136e-08, 2.763294e-01, 3.264344e-02, 1.346861e-02, 1.186697e-05, 6.373788e-07, 2.989902e-06, 1.960797e-07, 1.526609e-07, 3.906254e-06, 3.137179e-08, 1.115647e-04, 4.541286e-08, 1.932828e-08, 6.125785e-05, 1.430055e-04, 7.226778e-08, 6.794250e-08, 8.191288e-07, 1.980460e-08, 2.755934e-09, 1.621519e-07, 3.170851e-09, 1.498699e-08, 4.540130e-07, 1.793613e-07, 2.464980e-08, 2.647449e-08, 9.992026e-09, 2.171661e-07, 1.233891e-09, 1.417299e-07, 7.231567e-10, 8.908804e-10, 2.416072e-10, 4.283151e-09, 2.780242e-09, 2.192566e-09, 3.143526e-06, 5.385836e-09, 1.691656e-08, 1.996403e-10, 5.343571e-09, 4.606004e-10, 1.525181e-10, 4.029465e-08, 1.381873e-09, 1.366380e-10, 1.460910e-10, 1.398696e-02, 4.571364e+00, 1.402058e+04, 1.414952e+04
1.100000e-03, 1.069515e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 1.028611e+01, 5.265401e+00, 4.813018e+07, 1.729608e+03, 1.729608e+03, 4.700000e+06, 3.531377e-03, 4.782339e-01, 2.048676e-05, 1.322864e-05, 1.954157e-01, 5.386581e-07, 2.825970e-08, 2.763346e-01, 3.263995e-02, 1.347035e-02, 1.182260e-05, 6.330521e-07, 2.986720e-06, 1.952972e-07, 1.530342e-07, 3.892279e-06, 3.123463e-08, 1.115671e-04, 4.498048e-08, 1.748127e-08, 6.125622e-05, 1.418697e-04, 7.204714e-08, 6.772149e-08, 8.113437e-07, 1.963848e-08, 2.734547e-09, 1.602581e-07, 3.106779e-09, 1.337994e-08, 4.456314e-07, 1.756812e-07, 2.409953e-08, 2.647455e-08, 9.351952e-09, 1.900451e-07, 1.068249e-09, 1.218036e-07, 6.952953e-10, 8.697854e-10, 2.074370e-10, 3.698987e-09, 2.322022e-09, 1.891781e-09, 3.126580e-06, 5.325544e-09, 1.536998e-08, 1.804429e-10, 4.842205e-09, 4.185577e-10, 1.204610e-10, 4.029473e-08, 1.045421e-09, 1.033742e-10, 1.100688e-10, 1.398699e-02, 4.571299e+00, 1.401963e+04, 1.414852e+04
1.200000e-03, 1.166731e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 1.028626e+01, 5.265401e+00, 4.186770e+07, 1.729637e+03, 1.729637e+03, 4.700000e+06, 3.531385e-03, 4.782270e-01, 2.040592e-05, 1.145146e-05, 1.954223e-01, 5.365296e-07, 2.438803e-08, 2.763399e-01, 3.263647e-02, 1.347209e-02, 1.177824e-05, 6.287255e-07, 2.983537e-06, 1.945147e-07, 1.534076e-07, 3.878304e-06, 3.109747e-08, 1.115696e-04, 4.454809e-08, 1.563425e-08, 6.125460e-05, 1.407338e-04, 7.182650e-08, 6.750047e-08, 8.035585e-07, 1.947236e-08, 2.713159e-09, 1.583643e-07, 3.042707e-09, 1.177288e-08, 4.372497e-07, 1.720011e-07, 2.354925e-08, 2.647461e-08, 8.711874e-09, 1.629240e-07, 9.026064e-10, 1.018772e-07, 6.674337e-10, 8.486903e-10, 1.732666e-10, 3.114820e-09, 1.863800e-09, 1.590994e-09, 3.109635e-06, 5.265251e-09, 1.382339e-08, 1.612455e-10, 4.340838e-09, 3.765148e-10, 8.840381e-11, 4.029482e-08, 7.089680e-10, 7.011019e-11, 7.404636e-11, 1.398702e-02, 4.571234e+00, 1.401868e+04, 1.414753e+04
1.300000e-03, 1.263946e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 1.028639e+01, 5.265401e+00, 3.648907e+07, 1.729662e+03, 1.729662e+03, 4.700000e+06, 3.531393e-03, 4.782205e-01, 2.033557e-05, 9.915134e-06, 1.954283e-01, 5.346788e-07, 2.104762e-08, 2.763450e-01, 3.263299e-02, 1.347381e-02, 1.173980e-05, 6.250169e-07, 2.980808e-06, 1.938340e-07, 1.537338e-07, 3.864478e-06, 3.095731e-08, 1.114939e-04, 4.414608e-08, 1.400225e-08, 6.125293e-05, 1.396678e-04, 7.160508e-08, 6.726247e-08, 7.970301e-07, 1.931732e-08, 2.693151e-09, 1.567067e-07, 2.988118e-09, 1.040032e-08, 4.300326e-07, 1.688566e-07, 2.308086e-08, 2.647467e-08, 8.167406e-09, 1.399149e-07, 7.629433e-10, 8.510485e-08, 6.436279e-10, 8.303449e-10, 1.445200e-10, 2.616805e-09, 1.483347e-09, 1.334782e-09, 3.092652e-06, 5.210954e-09, 1.255147e-08, 1.454810e-10, 3.927714e-09, 3.420012e-10, 6.240527e-11, 4.029490e-08, 4.429123e-10, 4.379438e-11, 4.536705e-11, 1.398705e-02, 4.571178e+00, 1.401773e+04, 1.414654e+04
1.400000e-03, 1.361157e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 1.028646e+01, 5.265401e+00, 3.376220e+07, 1.729675e+03, 1.729675e+03, 4.700000e+06, 3.531396e-03, 4.782153e-01, 2.029846e-05, 9.142281e-06, 1.954326e-01, 5.337078e-07, 1.939125e-08, 2.763498e-01, 3.262951e-02, 1.347544e-02, 1.172016e-05, 6.232672e-07, 2.979513e-06, 1.934763e-07, 1.539106e-07, 3.851126e-06, 3.080767e-08, 1.111704e-04, 4.384040e-08, 1.305186e-08, 6.125117e-05, 1.388231e-04, 7.138119e-08, 6.697060e-08, 7.944855e-07, 1.919740e-08, 2.677516e-09, 1.557977e-07, 2.963586e-09, 9.771070e-09, 4.265065e-07, 1.674097e-07, 2.287205e-08, 2.647469e-08, 7.926002e-09, 1.299402e-07, 7.056306e-10, 7.833044e-08, 6.326781e-10, 8.207155e-10, 1.329661e-10, 2.391879e-09, 1.349406e-09, 1.219865e-09, 3.075550e-06, 5.175661e-09, 1.215020e-08, 1.405986e-10, 3.794308e-09, 3.313543e-10, 5.561161e-11, 4.029493e-08, 4.000038e-10, 3.950301e-11, 3.996394e-11, 1.398706e-02, 4.571147e+00, 1.401679e+04, 1.414558e+04
1.500000e-03, 1.458368e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 1.028653e+01, 5.265401e+00, 3.105147e+07, 1.729689e+03, 1.729689e+03, 4.700000e+06, 3.531400e-03, 4.782101e-01, 2.026134e-05, 8.369426e-06, 1.954369e-01, 5.327369e-07, 1.773488e-08, 2.763545e-01, 3.262604e-02, 1.347708e-02, 1.170052e-05, 6.215176e-07, 2.978219e-06, 1.931185e-07, 1.540875e-07, 3.837774e-06, 3.065803e-08, 1.108469e-04, 4.353471e-08, 1.210147e-08, 6.124940e-05, 1.379785e-04, 7.115730e-08, 6.667874e-08, 7.919408e-07, 1.907747e-08, 2.661881e-09, 1.548887e-07, 2.939054e-09, 9.141822e-09, 4.229805e-07, 1.659629e-07, 2.266324e-08, 2.647472e-08, 7.684597e-09, 1.199656e-07, 6.483178e-10, 7.155601e-08, 6.217283e-10, 8.110860e-10, 1.214121e-10, 2.166953e-09, 1.215465e-09, 1.104947e-09, 3.058448e-06, 5.140368e-09, 1.174894e-08, 1.357161e-10, 3.660902e-09, 3.207074e-10, 4.881794e-11, 4.029496e-08, 3.570953e-10, 3.521162e-11, 3.456082e-11, 1.398708e-02, 4.571116e+00, 1.401585e+04, 1.414462e+04
1.600000e-03, 1.555579e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 1.028660e+01, 5.265401e+00, 2.835687e+07, 1.729702e+03, 1.729702e+03, 4.700000e+06, 3.531404e-03, 4.782050e-01, 2.022423e-05, 7.596570e-06, 1.954412e-01, 5.317660e-07, 1.607851e-08, 2.763593e-01, 3.262256e-02, 1.347872e-02, 1.168088e-05, 6.197679e-07, 2.976924e-06, 1.927608e-07, 1.542643e-07, 3.824421e-06, 3.050839e-08, 1.105234e-04, 4.322902e-08, 1.115107e-08, 6.124763e-05, 1.371338e-04, 7.093342e-08, 6.638687e-08, 7.893961e-07, 1.895754e-08, 2.646246e-09, 1.539797e-07, 2.914522e-09, 8.512571e-09, 4.194545e-07, 1.645160e-07, 2.245443e-08, 2.647475e-08, 7.443192e-09, 1.099909e-07, 5.910049e-10, 6.478157e-08, 6.107785e-10, 8.014566e-10, 1.098581e-10, 1.942026e-09, 1.081524e-09, 9.900293e-10, 3.041345e-06, 5.105075e-09, 1.134767e-08, 1.308336e-10, 3.527495e-09, 3.100604e-10, 4.202425e-11, 4.029500e-08, 3.141867e-10, 3.092023e-11, 2.915770e-11, 1.398709e-02, 4.571085e+00, 1.401491e+04, 1.414366e+04
1.700000e-03, 1.652791e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 1.028667e+01, 5.265401e+00, 2.567842e+07, 1.729715e+03, 1.729715e+03, 4.700000e+06, 3.531407e-03, 4.781998e-01, 2.018711e-05, 6.823712e-06, 1.954455e-01, 5.307950e-07, 1.442213e-08, 2.763640e-01, 3.261909e-02, 1.348036e-02, 1.166124e-05, 6.180182e-07, 2.975629e-06, 1.924031e-07, 1.544411e-07, 3.811069e-06, 3.035874e-08, 1.101998e-04, 4.292333e-08, 1.020067e-08, 6.124586e-05, 1.362891e-04, 7.070953e-08, 6.609500e-08, 7.868515e-07, 1.883761e-08, 2.630611e-09, 1.530707e-07, 2.889990e-09, 7.883320e-09, 4.159285e-07, 1.630691e-07, 2.224562e-08, 2.647478e-08, 7.201787e-09, 1.000163e-07, 5.336919e-10, 5.800711e-08, 5.998286e-10, 7.918271e-10, 9.830412e-11, 1.717098e-09, 9.475826e-10, 8.751113e-10, 3.024243e-06, 5.069782e-09, 1.094640e-08, 1.259511e-10, 3.394089e-09, 2.994134e-10, 3.523055e-11, 4.029503e-08, 2.712781e-10, 2.662883e-11, 2.375456e-11, 1.398711e-02, 4.571054e+00, 1.401397e+04, 1.414270e+04
1.800000e-03, 1.750002e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 1.028673e+01, 5.265401e+00, 2.301610e+07, 1.729729e+03, 1.729729e+03, 4.700000e+06, 3.531411e-03, 4.781946e-01, 2.015000e-05, 6.050853e-06, 1.954498e-01, 5.298241e-07, 1.276575e-08, 2.763688e-01, 3.261561e-02, 1.348200e-02, 1.164160e-05, 6.162685e-07, 2.974334e-06, 1.920453e-07, 1.546179e-07, 3.797717e-06, 3.020910e-08, 1.098763e-04, 4.261764e-08, 9.250276e-09, 6.124409e-05, 1.354444e-04, 7.048564e-08, 6.580313e-08, 7.843068e-07, 1.871769e-08, 2.614975e-09, 1.521617e-07, 2.865458e-09, 7.254067e-09, 4.124024e-07, 1.616222e-07, 2.203681e-08, 2.647480e-08, 6.960381e-09, 9.004156e-08, 4.763787e-10, 5.123264e-08, 5.888787e-10, 7.821976e-10, 8.675008e-11, 1.492171e-09, 8.136409e-10, 7.601930e-10, 3.007141e-06, 5.034489e-09, 1.054513e-08, 1.210685e-10, 3.260681e-09, 2.887664e-10, 2.843684e-11, 4.029506e-08, 2.283693e-10, 2.233742e-11, 1.835140e-11, 1.398712e-02, 4.571023e+00, 1.401303e+04, 1.414174e+04
1.900000e-03, 1.847213e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 1.028680e+01, 5.265401e+00, 2.036992e+07, 1.729742e+03, 1.729742e+03, 4.700000e+06, 3.531414e-03, 4.781895e-01, 2.011288e-05, 5.277992e-06, 1.954541e-01, 5.288532e-07, 1.110937e-08, 2.763736e-01, 3.261214e-02, 1.348364e-02, 1.162196e-05, 6.145189e-07, 2.973040e-06, 1.916876e-07, 1.547947e-07, 3.784365e-06, 3.005946e-08, 1.095528e-04, 4.231195e-08, 8.299874e-09, 6.124232e-05, 1.345997e-04, 7.026175e-08, 6.551126e-08, 7.817621e-07, 1.859776e-08, 2.599340e-09, 1.512528e-07, 2.840926e-09, 6.624813e-09, 4.088764e-07, 1.601753e-07, 2.182799e-08, 2.647483e-08, 6.718974e-09, 8.006684e-08, 4.190654e-10, 4.445816e-08, 5.779288e-10, 7.725681e-10, 7.519602e-11, 1.267242e-09, 6.796989e-10, 6.452745e-10, 2.990038e-06, 4.999196e-09, 1.014387e-08, 1.161860e-10, 3.127274e-09, 2.781194e-10, 2.164311e-11, 4.029509e-08, 1.854604e-10, 1.804600e-11, 1.294824e-11, 1.398714e-02, 4.570992e+00, 1.401210e+04, 1.414079e+04
2.000000e-03, 1.944424e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 1.028687e+01, 5.265401e+00, 1.773988e+07, 1.729756e+03, 1.729756e+03, 4.700000e+06, 3.531418e-03, 4.781843e-01, 2.007577e-05, 4.505129e-06, 1.954584e-01, 5.278822e-07, 9.452978e-09, 2.763783e-01, 3.260866e-02, 1.348528e-02, 1.160232e-05, 6.127692e-07, 2.971745e-06, 1.913299e-07, 1.549715e-07, 3.771012e-06, 2.990981e-08, 1.092292e-04, 4.200626e-08, 7.349471e-09, 6.124056e-05, 1.337550e-04, 7.003786e-08, 6.521939e-08, 7.792174e-07, 1.847783e-08, 2.583704e-09, 1.503438e-07, 2.816394e-09, 5.995558e-09, 4.053503e-07, 1.587284e-07, 2.161918e-08, 2.647486e-08, 6.477567e-09, 7.009210e-08, 3.617520e-10, 3.768366e-08, 5.669789e-10, 7.629385e-10, 6.364194e-11, 1.042313e-09, 5.457567e-10, 5.303557e-10, 2.972936e-06, 4.963903e-09, 9.742595e-09, 1.113035e-10, 2.993866e-09, 2.674723e-10, 1.484937e-11, 4.029513e-08, 1.425515e-10, 1.375457e-11, 7.545069e-12, 1.398715e-02, 4.570962e+00, 1.401116e+04, 1.413983e+04
2.100000e-03, 2.041633e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 1.028691e+01, 5.265401e+00, 1.643180e+07, 1.729763e+03, 1.729763e+03, 4.700000e+06, 3.531420e-03, 4.781800e-01, 2.005671e-05, 4.142382e-06, 1.954617e-01, 5.273884e-07, 8.678016e-09, 2.763828e-01, 3.260528e-02, 1.348678e-02, 1.159278e-05, 6.119498e-07, 2.971150e-06, 1.911474e-07, 1.550637e-07, 3.758986e-06, 2.977019e-08, 1.088121e-04, 4.176389e-08, 6.837728e-09, 6.123873e-05, 1.330442e-04, 6.982572e-08, 6.492765e-08, 7.779648e-07, 1.837918e-08, 2.570569e-09, 1.496332e-07, 2.799692e-09, 5.723188e-09, 4.030501e-07, 1.578160e-07, 2.148435e-08, 2.647487e-08, 6.361959e-09, 6.604162e-08, 3.387283e-10, 3.508762e-08, 5.610321e-10, 7.568608e-10, 5.921631e-11, 9.505497e-10, 5.017880e-10, 4.832057e-10, 2.956338e-06, 4.934294e-09, 9.597218e-09, 1.094410e-10, 2.949229e-09, 2.635865e-10, 1.332406e-11, 4.029514e-08, 1.319951e-10, 1.270611e-11, 6.416448e-12, 1.398716e-02, 4.570945e+00, 1.401023e+04, 1.413889e+04
2.200000e-03, 2.138842e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 1.028695e+01, 5.265401e+00, 1.521183e+07, 1.729770e+03, 1.729770e+03, 4.700000e+06, 3.531421e-03, 4.781758e-01, 2.003879e-05, 3.805479e-06, 1.954649e-01, 5.269246e-07, 7.958600e-09, 2.763872e-01, 3.260190e-02, 1.348828e-02, 1.158388e-05, 6.111891e-07, 2.970600e-06, 1.909760e-07, 1.551506e-07, 3.747044e-06, 2.963121e-08, 1.083890e-04, 4.152552e-08, 6.353628e-09, 6.123691e-05, 1.323418e-04, 6.961431e-08, 6.463591e-08, 7.767935e-07, 1.828188e-08, 2.557592e-09, 1.489352e-07, 2.783484e-09, 5.473309e-09, 4.008272e-07, 1.569373e-07, 2.135418e-08, 2.647488e-08, 6.254278e-09, 6.236447e-08, 3.178654e-10, 3.275491e-08, 5.554006e-10, 7.510068e-10, 5.523991e-11, 8.671777e-10, 4.634893e-10, 4.403264e-10, 2.939772e-06, 4.905043e-09, 9.467967e-09, 1.077688e-10, 2.910186e-09, 2.601269e-10, 1.213075e-11, 4.029515e-08, 1.234774e-10, 1.186201e-11, 5.557200e-12, 1.398716e-02, 4.570929e+00, 1.400931e+04, 1.413795e+04
2.300000e-03, 2.236051e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 1.028698e+01, 5.265401e+00, 1.399735e+07, 1.729776e+03, 1.729776e+03, 4.700000e+06, 3.531422e-03, 4.781715e-01, 2.002087e-05, 3.468576e-06, 1.954681e-01, 5.264608e-07, 7.239183e-09, 2.763917e-01, 3.259853e-02, 1.348978e-02, 1.157498e-05, 6.104284e-07, 2.970050e-06, 1.908046e-07, 1.552375e-07, 3.735102e-06, 2.949222e-08, 1.079659e-04, 4.128715e-08, 5.869528e-09, 6.123508e-05, 1.316393e-04, 6.940291e-08, 6.434417e-08, 7.756222e-07, 1.818457e-08, 2.544615e-09, 1.482371e-07, 2.767275e-09, 5.223429e-09, 3.986043e-07, 1.560586e-07, 2.122401e-08, 2.647489e-08, 6.146597e-09, 5.868732e-08, 2.970025e-10, 3.042219e-08, 5.497691e-10, 7.451529e-10, 5.126350e-11, 7.838057e-10, 4.251906e-10, 3.974471e-10, 2.923206e-06, 4.875792e-09, 9.338715e-09, 1.060966e-10, 2.871143e-09, 2.566672e-10, 1.093744e-11, 4.029515e-08, 1.149598e-10, 1.101792e-11, 4.697952e-12, 1.398717e-02, 4.570913e+00, 1.400838e+04, 1.413702e+04
2.400000e-03, 2.333260e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 1.028702e+01, 5.265401e+00, 1.278837e+07, 1.729783e+03, 1.729783e+03, 4.700000e+06, 3.531424e-03, 4.781673e-01, 2.000294e-05, 3.131672e-06, 1.954713e-01, 5.259970e-07, 6.519766e-09, 2.763961e-01, 3.259515e-02, 1.349128e-02, 1.156608e-05, 6.096677e-07, 2.969500e-06, 1.906332e-07, 1.553244e-07, 3.723160e-06, 2.935324e-08, 1.075429e-04, 4.104877e-08, 5.385427e-09, 6.123325e-05, 1.309369e-04, 6.919151e-08, 6.405243e-08, 7.744510e-07, 1.808726e-08, 2.531637e-09, 1.475391e-07, 2.751066e-09, 4.973550e-09, 3.963813e-07, 1.551799e-07, 2.109383e-08, 2.647490e-08, 6.038916e-09, 5.501017e-08, 2.761396e-10, 2.808946e-08, 5.441376e-10, 7.392989e-10, 4.728709e-11, 7.004336e-10, 3.868919e-10, 3.545677e-10, 2.906639e-06, 4.846541e-09, 9.209464e-09, 1.044244e-10, 2.832100e-09, 2.532075e-10, 9.744128e-12, 4.029516e-08, 1.064422e-10, 1.017382e-11, 3.838702e-12, 1.398717e-02, 4.570897e+00, 1.400746e+04, 1.413608e+04
2.500000e-03, 2.430468e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 1.028705e+01, 5.265401e+00, 1.158489e+07, 1.729790e+03, 1.729790e+03, 4.700000e+06, 3.531425e-03, 4.781631e-01, 1.998502e-05, 2.794768e-06, 1.954745e-01, 5.255332e-07, 5.800348e-09, 2.764006e-01, 3.259177e-02, 1.349277e-02, 1.155718e-05, 6.089070e-07, 2.968949e-06, 1.904618e-07, 1.554112e-07, 3.711218e-06, 2.921425e-08, 1.071198e-04, 4.081040e-08, 4.901326e-09, 6.123142e-05, 1.302345e-04, 6.898011e-08, 6.376069e-08, 7.732797e-07, 1.798996e-08, 2.518660e-09, 1.468410e-07, 2.734857e-09, 4.723670e-09, 3.941584e-07, 1.543012e-07, 2.096366e-08, 2.647491e-08, 5.931235e-09, 5.133301e-08, 2.552767e-10, 2.575674e-08, 5.385061e-10, 7.334449e-10, 4.331067e-11, 6.170614e-10, 3.485931e-10, 3.116882e-10, 2.890073e-06, 4.817291e-09, 9.080212e-09, 1.027522e-10, 2.793057e-09, 2.497477e-10, 8.550816e-12, 4.029517e-08, 9.792451e-11, 9.329721e-12, 2.979452e-12, 1.398718e-02, 4.570881e+00, 1.400653e+04, 1.413515e+04
2.600000e-03, 2.527677e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 1.028709e+01, 5.265401e+00, 1.038690e+07, 1.729797e+03, 1.729797e+03, 4.700000e+06, 3.531427e-03, 4.781588e-01, 1.996710e-05, 2.457864e-06, 1.954777e-01, 5.250694e-07, 5.080929e-09, 2.764050e-01, 3.258840e-02, 1.349427e-02, 1.154828e-05, 6.081463e-07, 2.968399e-06, 1.902904e-07, 1.554981e-07, 3.699275e-06, 2.907526e-08, 1.066967e-04, 4.057202e-08, 4.417225e-09, 6.122960e-05, 1.295321e-04, 6.876871e-08, 6.346895e-08, 7.721085e-07, 1.789265e-08, 2.505682e-09, 1.461430e-07, 2.718649e-09, 4.473790e-09, 3.919355e-07, 1.534225e-07, 2.083349e-08, 2.647492e-08, 5.823553e-09, 4.765585e-08, 2.344138e-10, 2.342401e-08, 5.328745e-10, 7.275909e-10, 3.933426e-11, 5.336891e-10, 3.102943e-10, 2.688088e-10, 2.873507e-06, 4.788040e-09, 8.950961e-09, 1.010799e-10, 2.754014e-09, 2.462880e-10, 7.357503e-12, 4.029518e-08, 8.940685e-11, 8.485622e-12, 2.120201e-12, 1.398718e-02, 4.570865e+00, 1.400561e+04, 1.413421e+04
2.700000e-03, 2.624886e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 1.028713e+01, 5.265401e+00, 9.194415e+06, 1.729803e+03, 1.729803e+03, 4.700000e+06, 3.531428e-03, 4.781546e-01, 1.994918e-05, 2.120960e-06, 1.954809e-01, 5.246056e-07, 4.361510e-09, 2.764095e-01, 3.258502e-02, 1.349577e-02, 1.153938e-05, 6.073856e-07, 2.967849e-06, 1.901189e-07, 1.555850e-07, 3.687333e-06, 2.893628e-08, 1.062737e-04, 4.033365e-08, 3.933123e-09, 6.122777e-05, 1.288297e-04, 6.855731e-08, 6.317721e-08, 7.709372e-07, 1.779534e-08, 2.492705e-09, 1.454449e-07, 2.702440e-09, 4.223909e-09, 3.897125e-07, 1.525438e-07, 2.070332e-08, 2.647493e-08, 5.715872e-09, 4.397869e-08, 2.135508e-10, 2.109129e-08, 5.272430e-10, 7.217370e-10, 3.535783e-11, 4.503168e-10, 2.719954e-10, 2.259293e-10, 2.856941e-06, 4.758789e-09, 8.821709e-09, 9.940774e-11, 2.714971e-09, 2.428283e-10, 6.164189e-12, 4.029518e-08, 8.088918e-11, 7.641523e-12, 1.260950e-12, 1.398719e-02, 4.570849e+00, 1.400468e+04, 1.413327e+04
2.800000e-03, 2.722093e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 1.028715e+01, 5.265401e+00, 8.512906e+06, 1.729807e+03, 1.729807e+03, 4.700000e+06, 3.531428e-03, 4.781509e-01, 1.993821e-05, 1.937670e-06, 1.954836e-01, 5.243244e-07, 3.976025e-09, 2.764136e-01, 3.258182e-02, 1.349707e-02, 1.153427e-05, 6.069491e-07, 2.967541e-06, 1.900151e-07, 1.556386e-07, 3.676686e-06, 2.880951e-08, 1.058557e-04, 4.012865e-08, 3.652617e-09, 6.122592e-05, 1.282110e-04, 6.836470e-08, 6.290557e-08, 7.700673e-07, 1.770987e-08, 2.481201e-09, 1.448077e-07, 2.688770e-09, 4.088032e-09, 3.877988e-07, 1.517904e-07, 2.059480e-08, 2.647493e-08, 5.644038e-09, 4.201757e-08, 2.028310e-10, 1.987661e-08, 5.230845e-10, 7.169644e-10, 3.329095e-11, 4.076971e-10, 2.528306e-10, 2.038861e-10, 2.841203e-06, 4.731617e-09, 8.737038e-09, 9.836030e-11, 2.688694e-09, 2.405291e-10, 5.544657e-12, 4.029518e-08, 7.702566e-11, 7.262851e-12, 9.165976e-13, 1.398719e-02, 4.570839e+00, 1.400377e+04, 1.413235e+04
