Solution_No_PSRC1_(), Volume_PSRC1_(m3), Exit_mass_flow_rate_PSRC1_(kg/sec), Volumetric_heat_production_rate_PSRC1_(J/m3-sec), Surface_temperature_PSRC1_(K), Temperature_PSRC1_(K), Mass_PSRC1_(kg), Pressure_PSRC1_(Pa), Mole_fraction_C2H2_PSRC1_(), Mole_fraction_C2H3_PSRC1_(), Mole_fraction_C2H3OH_PSRC1_(), Mole_fraction_C2H4_PSRC1_(), Mole_fraction_C2H5_PSRC1_(), Mole_fraction_C2H6_PSRC1_(), Mole_fraction_C3H3_PSRC1_(), Mole_fraction_C3H4-A_PSRC1_(), Mole_fraction_C3H4-P_PSRC1_(), Mole_fraction_C3H5-A_PSRC1_(), Mole_fraction_C3H6_PSRC1_(), Mole_fraction_C4H2_PSRC1_(), Mole_fraction_C4H4_PSRC1_(), Mole_fraction_C5H6-L_PSRC1_(), Mole_fraction_CH2CO_PSRC1_(), Mole_fraction_CH2O_PSRC1_(), Mole_fraction_CH3_PSRC1_(), Mole_fraction_CH3CHO_PSRC1_(), Mole_fraction_CH3COCHO_PSRC1_(), Mole_fraction_CH3OH_PSRC1_(), Mole_fraction_CH4_PSRC1_(), Mole_fraction_CO_PSRC1_(), Mole_fraction_CO2_PSRC1_(), Mole_fraction_H_PSRC1_(), Mole_fraction_H2_PSRC1_(), Mole_fraction_H2O_PSRC1_(), Mole_fraction_HCCOH_PSRC1_(), Mole_fraction_HCO_PSRC1_(), Mole_fraction_HO2_PSRC1_(), Mole_fraction_HOCHO_PSRC1_(), Mole_fraction_N2_PSRC1_(), Mole_fraction_NH3_PSRC1_(), Mole_fraction_O2_PSRC1_(), Mole_fraction_OH_PSRC1_(), Molecular_weight_PSRC1_(kg/mole), Mass_density_PSRC1_(kg/m3), Unburned_hydrocarbons_PSRC1_(ppm), Volatile_organic_compounds_PSRC1_(ppm), Residence_time_PSRC1_(sec), Inlet_flow_rate_of_C1_Inlet1_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet1_PSRC1_(K), Inlet_mole_fraction_C2H6_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_C3H8_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_CH4_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_CO2_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_N2_of_C1_Inlet1_PSRC1_(), Inlet_flow_rate_of_C1_Inlet2_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet2_PSRC1_(K), Inlet_mole_fraction_H2O_of_C1_Inlet2_PSRC1_(), Inlet_mole_fraction_O2_of_C1_Inlet2_PSRC1_(), Inlet_flow_rate_of_C1_Inlet3_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet3_PSRC1_(K), Inlet_mole_fraction_H2O_of_C1_Inlet3_PSRC1_(), Inlet_flow_rate_of_C1_Inlet4_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet4_PSRC1_(K), Inlet_mole_fraction_CO2_of_C1_Inlet4_PSRC1_(), Ambient_temperature_PSRC1_(K), Surface_material_area_fraction_PSRC1_()
1.000000e+00, 1.370000e-02, 1.766800e-01, 3.675728e+07, 1.816414e+03, 1.816416e+03, 8.111454e-02, 4.700000e+06, 3.075840e-04, 9.185087e-08, 2.944076e-07, 8.798252e-05, 2.431113e-08, 2.263364e-06, 1.426496e-07, 4.792818e-07, 1.206727e-06, 1.349823e-08, 2.776104e-07, 9.979803e-08, 8.433429e-08, 4.531463e-06, 1.702582e-06, 1.902946e-06, 2.191328e-05, 8.569360e-08, 7.763262e-08, 7.820839e-07, 9.379744e-03, 3.109025e-01, 8.941878e-02, 3.187518e-05, 2.773340e-01, 3.094547e-01, 6.326675e-08, 2.674411e-07, 4.210954e-08, 5.045810e-07, 3.026906e-03, 2.859366e-08, 1.622645e-05, 2.792604e-06, 1.902525e-02, 5.920769e+00, 1.022745e+04, 1.023550e+04, 4.591043e-01, 4.260000e-02, 3.406500e+02, 5.432985e-02, 2.275438e-03, 9.197081e-01, 1.223925e-02, 1.144736e-02, 6.858000e-02, 5.050400e+02, 3.866770e-02, 9.613323e-01, 1.090000e-02, 6.266000e+02, 1.000000e+00, 5.460000e-02, 3.406500e+02, 1.000000e+00, 2.981500e+02, 1.000000e+00
