Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_C2H3OH_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_C3H3_PFRC2_(), Mole_fraction_C3H4-A_PFRC2_(), Mole_fraction_C3H4-P_PFRC2_(), Mole_fraction_C3H5-A_PFRC2_(), Mole_fraction_C3H6_PFRC2_(), Mole_fraction_C4H2_PFRC2_(), Mole_fraction_C4H4_PFRC2_(), Mole_fraction_C5H6-L_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Mole_fraction_CH3COCHO_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_H2_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_HCCOH_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_HO2_PFRC2_(), Mole_fraction_HOCHO_PFRC2_(), Mole_fraction_N2_PFRC2_(), Mole_fraction_NH3_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_OH_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
9.150000e-01, 2.722474e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.824980e-01, 1.766800e-01, 2.668716e+04, 1.716581e+03, 2.501106e+04, 1.716581e+03, 4.700011e+06, 7.913299e-10, 1.908480e-13, 2.678264e-12, 4.778039e-10, 1.003033e-13, 1.327745e-11, 9.676114e-16, 4.364073e-15, 1.038367e-14, 1.021753e-16, 3.258610e-15, 2.060658e-17, 2.875113e-17, 1.457000e-10, 1.840985e-09, 1.643586e-06, 2.207783e-08, 4.978917e-11, 7.613371e-08, 8.039962e-09, 2.340800e-05, 3.146771e-01, 8.793971e-02, 1.384874e-05, 3.011042e-01, 2.932698e-01, 3.771058e-13, 1.561828e-07, 6.944089e-14, 5.497575e-07, 2.968548e-03, 5.233451e-08, 1.162646e-11, 8.393855e-07, 1.865851e-02, 6.144365e+00, 2.343337e+01, 2.603035e+01
9.270000e-01, 2.764961e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.823758e-01, 1.766800e-01, 2.397327e+04, 1.715838e+03, 2.501106e+04, 1.715838e+03, 4.700011e+06, 7.919245e-10, 1.906514e-13, 2.689884e-12, 4.809427e-10, 1.007695e-13, 1.342473e-11, 9.169104e-16, 4.240045e-15, 1.013353e-14, 1.006775e-16, 3.283489e-15, 1.886119e-17, 2.714117e-17, 1.359729e-10, 1.844758e-09, 1.644085e-06, 2.207644e-08, 5.008712e-11, 7.613367e-08, 8.067175e-09, 2.356786e-05, 3.146363e-01, 8.798050e-02, 1.375520e-05, 3.011446e-01, 2.932294e-01, 3.761597e-13, 1.554557e-07, 6.834332e-14, 5.500952e-07, 2.968549e-03, 5.253712e-08, 1.144474e-11, 8.319625e-07, 1.865852e-02, 6.147026e+00, 2.359319e+01, 2.619031e+01
9.390000e-01, 2.807467e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.822535e-01, 1.766800e-01, 1.915223e+04, 1.715096e+03, 2.501106e+04, 1.715096e+03, 4.700011e+06, 7.925244e-10, 1.904561e-13, 2.701564e-12, 4.840884e-10, 1.012358e-13, 1.357164e-11, 8.782357e-16, 4.152132e-15, 9.962201e-15, 9.963828e-17, 3.323501e-15, 1.734089e-17, 2.587815e-17, 1.290384e-10, 1.848534e-09, 1.644584e-06, 2.207498e-08, 5.038699e-11, 7.613363e-08, 8.094498e-09, 2.372882e-05, 3.145955e-01, 8.802133e-02, 1.366223e-05, 3.011851e-01, 2.931888e-01, 3.752156e-13, 1.547315e-07, 6.726219e-14, 5.504332e-07, 2.968550e-03, 5.273716e-08, 1.126571e-11, 8.245997e-07, 1.865853e-02, 6.149689e+00, 2.375413e+01, 2.635139e+01
9.510000e-01, 2.849991e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.821313e-01, 1.766800e-01, 1.197773e+04, 1.714354e+03, 2.501106e+04, 1.714354e+03, 4.700011e+06, 7.931271e-10, 1.902617e-13, 2.713302e-12, 4.872367e-10, 1.017016e-13, 1.371787e-11, 8.507517e-16, 4.097037e-15, 9.862657e-15, 9.900437e-17, 3.378311e-15, 1.599333e-17, 2.486538e-17, 1.246630e-10, 1.852312e-09, 1.645083e-06, 2.207344e-08, 5.068877e-11, 7.613359e-08, 8.121932e-09, 2.389090e-05, 3.145546e-01, 8.806222e-02, 1.356982e-05, 3.012256e-01, 2.931483e-01, 3.742736e-13, 1.540102e-07, 6.619723e-14, 5.507717e-07, 2.968551e-03, 5.293467e-08, 1.108934e-11, 8.172968e-07, 1.865854e-02, 6.152353e+00, 2.391619e+01, 2.651360e+01
9.630000e-01, 2.892534e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.820090e-01, 1.766800e-01, 7.859775e+03, 1.713612e+03, 2.501106e+04, 1.713612e+03, 4.700011e+06, 7.937335e-10, 1.900676e-13, 2.725088e-12, 4.904344e-10, 1.021739e-13, 1.386879e-11, 8.247654e-16, 4.046451e-15, 9.770138e-15, 9.851219e-17, 3.423683e-15, 1.492450e-17, 2.411585e-17, 1.203844e-10, 1.856087e-09, 1.645584e-06, 2.207168e-08, 5.099212e-11, 7.613355e-08, 8.149486e-09, 2.405409e-05, 3.145136e-01, 8.810317e-02, 1.347792e-05, 3.012662e-01, 2.931076e-01, 3.733292e-13, 1.532913e-07, 6.514809e-14, 5.511107e-07, 2.968552e-03, 5.312965e-08, 1.091554e-11, 8.100495e-07, 1.865854e-02, 6.155021e+00, 2.407936e+01, 2.667692e+01
9.750000e-01, 2.935095e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.818867e-01, 1.766800e-01, 4.952767e+03, 1.712869e+03, 2.501106e+04, 1.712869e+03, 4.700011e+06, 7.943404e-10, 1.898732e-13, 2.736920e-12, 4.936690e-10, 1.026508e-13, 1.402317e-11, 8.008730e-16, 4.001117e-15, 9.686935e-15, 9.814241e-17, 3.463146e-15, 1.405645e-17, 2.351513e-17, 1.163294e-10, 1.859859e-09, 1.646084e-06, 2.206973e-08, 5.129711e-11, 7.613351e-08, 8.177158e-09, 2.421839e-05, 3.144726e-01, 8.814418e-02, 1.338654e-05, 3.013068e-01, 2.930669e-01, 3.723832e-13, 1.525750e-07, 6.411452e-14, 5.514503e-07, 2.968553e-03, 5.332215e-08, 1.074430e-11, 8.028582e-07, 1.865855e-02, 6.157692e+00, 2.424364e+01, 2.684136e+01
9.870000e-01, 2.977675e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.817643e-01, 1.766800e-01, 9.798467e+02, 1.712126e+03, 2.501106e+04, 1.712126e+03, 4.700011e+06, 7.949445e-10, 1.896782e-13, 2.748799e-12, 4.969222e-10, 1.031293e-13, 1.417908e-11, 7.807175e-16, 3.964739e-15, 9.622161e-15, 9.790055e-17, 3.503051e-15, 1.329255e-17, 2.293582e-17, 1.128882e-10, 1.863631e-09, 1.646586e-06, 2.206763e-08, 5.160385e-11, 7.613347e-08, 8.204947e-09, 2.438380e-05, 3.144315e-01, 8.818525e-02, 1.329569e-05, 3.013475e-01, 2.930262e-01, 3.714365e-13, 1.518613e-07, 6.309635e-14, 5.517903e-07, 2.968554e-03, 5.351220e-08, 1.057557e-11, 7.957238e-07, 1.865856e-02, 6.160365e+00, 2.440905e+01, 2.700692e+01
9.990000e-01, 3.020273e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.816420e-01, 1.766800e-01, -4.377642e+03, 1.711383e+03, 2.501106e+04, 1.711383e+03, 4.700011e+06, 7.955437e-10, 1.894822e-13, 2.760722e-12, 5.001928e-10, 1.036092e-13, 1.433655e-11, 7.629301e-16, 3.932513e-15, 9.565300e-15, 9.772063e-17, 3.541622e-15, 1.258999e-17, 2.228784e-17, 1.096931e-10, 1.867402e-09, 1.647088e-06, 2.206537e-08, 5.191233e-11, 7.613344e-08, 8.232852e-09, 2.455034e-05, 3.143904e-01, 8.822638e-02, 1.320537e-05, 3.013883e-01, 2.929854e-01, 3.704888e-13, 1.511502e-07, 6.209330e-14, 5.521309e-07, 2.968555e-03, 5.369983e-08, 1.040932e-11, 7.886456e-07, 1.865856e-02, 6.163042e+00, 2.457558e+01, 2.717361e+01
1.011000e+00, 3.062889e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.815196e-01, 1.766800e-01, -1.148485e+04, 1.710641e+03, 2.501106e+04, 1.710641e+03, 4.700011e+06, 7.961356e-10, 1.892846e-13, 2.772686e-12, 5.034796e-10, 1.040904e-13, 1.449560e-11, 7.461415e-16, 3.899633e-15, 9.505838e-15, 9.753668e-17, 3.577083e-15, 1.190597e-17, 2.148108e-17, 1.063764e-10, 1.871171e-09, 1.647590e-06, 2.206296e-08, 5.222254e-11, 7.613340e-08, 8.260874e-09, 2.471800e-05, 3.143492e-01, 8.826757e-02, 1.311558e-05, 3.014291e-01, 2.929445e-01, 3.695398e-13, 1.504418e-07, 6.110515e-14, 5.524720e-07, 2.968556e-03, 5.388509e-08, 1.024551e-11, 7.816233e-07, 1.865857e-02, 6.165720e+00, 2.474323e+01, 2.734142e+01
1.023000e+00, 3.105524e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.813972e-01, 1.766800e-01, -2.075320e+04, 1.709898e+03, 2.501106e+04, 1.709898e+03, 4.700011e+06, 7.967180e-10, 1.890849e-13, 2.784688e-12, 5.067816e-10, 1.045725e-13, 1.465625e-11, 7.289830e-16, 3.861298e-15, 9.433260e-15, 9.728273e-17, 3.607660e-15, 1.119768e-17, 2.042545e-17, 1.025704e-10, 1.874938e-09, 1.648093e-06, 2.206038e-08, 5.253446e-11, 7.613337e-08, 8.289014e-09, 2.488679e-05, 3.143079e-01, 8.830881e-02, 1.302631e-05, 3.014699e-01, 2.929036e-01, 3.685890e-13, 1.497360e-07, 6.013163e-14, 5.528135e-07, 2.968557e-03, 5.406800e-08, 1.008410e-11, 7.746563e-07, 1.865858e-02, 6.168402e+00, 2.491200e+01, 2.751036e+01
1.035000e+00, 3.148178e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.812749e-01, 1.766800e-01, -3.264017e+04, 1.709155e+03, 2.501106e+04, 1.709155e+03, 4.700011e+06, 7.972886e-10, 1.888828e-13, 2.796727e-12, 5.100977e-10, 1.050554e-13, 1.481853e-11, 7.100855e-16, 3.812701e-15, 9.337052e-15, 9.689280e-17, 3.631578e-15, 1.042232e-17, 1.903085e-17, 9.790739e-11, 1.878703e-09, 1.648596e-06, 2.205762e-08, 5.284810e-11, 7.613334e-08, 8.317272e-09, 2.505671e-05, 3.142666e-01, 8.835012e-02, 1.293755e-05, 3.015109e-01, 2.928626e-01, 3.676362e-13, 1.490328e-07, 5.917250e-14, 5.531556e-07, 2.968558e-03, 5.424860e-08, 9.925044e-12, 7.677441e-07, 1.865859e-02, 6.171086e+00, 2.508190e+01, 2.768044e+01
1.047000e+00, 3.190850e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.811524e-01, 1.766800e-01, -4.764903e+04, 1.708411e+03, 2.501106e+04, 1.708411e+03, 4.700011e+06, 7.978451e-10, 1.886777e-13, 2.808798e-12, 5.134267e-10, 1.055388e-13, 1.498245e-11, 6.880800e-16, 3.749041e-15, 9.206698e-15, 9.630091e-17, 3.647060e-15, 9.537068e-18, 1.720720e-17, 9.201966e-11, 1.882465e-09, 1.649100e-06, 2.205469e-08, 5.316344e-11, 7.613331e-08, 8.345649e-09, 2.522776e-05, 3.142252e-01, 8.839148e-02, 1.284931e-05, 3.015518e-01, 2.928216e-01, 3.666809e-13, 1.483321e-07, 5.822750e-14, 5.534981e-07, 2.968559e-03, 5.442692e-08, 9.768306e-12, 7.608861e-07, 1.865859e-02, 6.173773e+00, 2.525293e+01, 2.785164e+01
1.059000e+00, 3.233541e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.810300e-01, 1.766800e-01, -6.632869e+04, 1.707668e+03, 2.501106e+04, 1.707668e+03, 4.700011e+06, 7.983853e-10, 1.884691e-13, 2.820899e-12, 5.167674e-10, 1.060224e-13, 1.514804e-11, 6.615975e-16, 3.665512e-15, 9.031683e-15, 9.544109e-17, 3.652332e-15, 8.499131e-18, 1.486440e-17, 8.453950e-11, 1.886224e-09, 1.649605e-06, 2.205157e-08, 5.348046e-11, 7.613328e-08, 8.374146e-09, 2.539995e-05, 3.141838e-01, 8.843290e-02, 1.276157e-05, 3.015929e-01, 2.927805e-01, 3.657228e-13, 1.476341e-07, 5.729639e-14, 5.538412e-07, 2.968560e-03, 5.460298e-08, 9.613846e-12, 7.540819e-07, 1.865860e-02, 6.176462e+00, 2.542508e+01, 2.802397e+01
1.071000e+00, 3.276250e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.809075e-01, 1.766800e-01, -7.542717e+04, 1.706925e+03, 2.501106e+04, 1.706925e+03, 4.700011e+06, 7.989325e-10, 1.882612e-13, 2.833057e-12, 5.201453e-10, 1.065104e-13, 1.531647e-11, 6.463427e-16, 3.618664e-15, 8.936188e-15, 9.511101e-17, 3.669216e-15, 7.888212e-18, 1.335917e-17, 7.966078e-11, 1.889977e-09, 1.650110e-06, 2.204825e-08, 5.379934e-11, 7.613325e-08, 8.402772e-09, 2.557331e-05, 3.141423e-01, 8.847440e-02, 1.267434e-05, 3.016340e-01, 2.927393e-01, 3.647645e-13, 1.469384e-07, 5.637951e-14, 5.541849e-07, 2.968561e-03, 5.477677e-08, 9.461714e-12, 7.473310e-07, 1.865861e-02, 6.179155e+00, 2.559843e+01, 2.819750e+01
1.083000e+00, 3.318978e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.807850e-01, 1.766800e-01, -7.588889e+04, 1.706181e+03, 2.501106e+04, 1.706181e+03, 4.700011e+06, 7.994843e-10, 1.880535e-13, 2.845270e-12, 5.235590e-10, 1.070024e-13, 1.548775e-11, 6.408197e-16, 3.603236e-15, 8.908698e-15, 9.523830e-17, 3.695763e-15, 7.656882e-18, 1.259068e-17, 7.698192e-11, 1.893724e-09, 1.650616e-06, 2.204471e-08, 5.412008e-11, 7.613322e-08, 8.431529e-09, 2.574786e-05, 3.141007e-01, 8.851597e-02, 1.258760e-05, 3.016751e-01, 2.926981e-01, 3.638055e-13, 1.462452e-07, 5.547658e-14, 5.545292e-07, 2.968562e-03, 5.494832e-08, 9.311867e-12, 7.406329e-07, 1.865862e-02, 6.181852e+00, 2.577296e+01, 2.837222e+01
1.095000e+00, 3.361725e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.806624e-01, 1.766800e-01, -7.459456e+04, 1.705437e+03, 2.501106e+04, 1.705437e+03, 4.700011e+06, 8.000272e-10, 1.878435e-13, 2.857521e-12, 5.269958e-10, 1.074964e-13, 1.566141e-11, 6.361918e-16, 3.587590e-15, 8.879783e-15, 9.537922e-17, 3.719875e-15, 7.490053e-18, 1.183601e-17, 7.414001e-11, 1.897466e-09, 1.651123e-06, 2.204097e-08, 5.444258e-11, 7.613319e-08, 8.460412e-09, 2.592357e-05, 3.140590e-01, 8.855760e-02, 1.250135e-05, 3.017164e-01, 2.926568e-01, 3.628443e-13, 1.455544e-07, 5.458712e-14, 5.548741e-07, 2.968564e-03, 5.511768e-08, 9.164227e-12, 7.339871e-07, 1.865862e-02, 6.184552e+00, 2.594866e+01, 2.854811e+01
1.107000e+00, 3.404491e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.805398e-01, 1.766800e-01, -7.167536e+04, 1.704692e+03, 2.501106e+04, 1.704692e+03, 4.700011e+06, 8.005603e-10, 1.876310e-13, 2.869809e-12, 5.304559e-10, 1.079923e-13, 1.583751e-11, 6.319749e-16, 3.570103e-15, 8.845910e-15, 9.551256e-17, 3.740999e-15, 7.377188e-18, 1.108006e-17, 7.100381e-11, 1.901202e-09, 1.651630e-06, 2.203701e-08, 5.476683e-11, 7.613317e-08, 8.489422e-09, 2.610045e-05, 3.140173e-01, 8.859930e-02, 1.241559e-05, 3.017576e-01, 2.926154e-01, 3.618807e-13, 1.448661e-07, 5.371090e-14, 5.552196e-07, 2.968565e-03, 5.528489e-08, 9.018757e-12, 7.273929e-07, 1.865863e-02, 6.187255e+00, 2.612553e+01, 2.872517e+01
1.119000e+00, 3.447275e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.804171e-01, 1.766800e-01, -6.731967e+04, 1.703948e+03, 2.501106e+04, 1.703948e+03, 4.700011e+06, 8.010827e-10, 1.874157e-13, 2.882133e-12, 5.339397e-10, 1.084901e-13, 1.601616e-11, 6.276851e-16, 3.549150e-15, 8.803547e-15, 9.561711e-17, 3.758585e-15, 7.307748e-18, 1.030773e-17, 6.744205e-11, 1.904932e-09, 1.652138e-06, 2.203282e-08, 5.509284e-11, 7.613314e-08, 8.518562e-09, 2.627850e-05, 3.139755e-01, 8.864108e-02, 1.233032e-05, 3.017990e-01, 2.925740e-01, 3.609144e-13, 1.441801e-07, 5.284770e-14, 5.555657e-07, 2.968566e-03, 5.544998e-08, 8.875423e-12, 7.208501e-07, 1.865864e-02, 6.189961e+00, 2.630358e+01, 2.890341e+01
1.131000e+00, 3.490077e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.802944e-01, 1.766800e-01, -6.177271e+04, 1.703203e+03, 2.501106e+04, 1.703203e+03, 4.700011e+06, 8.015933e-10, 1.871974e-13, 2.894493e-12, 5.374473e-10, 1.089898e-13, 1.619742e-11, 6.228384e-16, 3.523108e-15, 8.749161e-15, 9.567167e-17, 3.772079e-15, 7.271195e-18, 9.503929e-18, 6.332348e-11, 1.908654e-09, 1.652646e-06, 2.202840e-08, 5.542061e-11, 7.613312e-08, 8.547831e-09, 2.645774e-05, 3.139337e-01, 8.868292e-02, 1.224553e-05, 3.018404e-01, 2.925325e-01, 3.599453e-13, 1.434966e-07, 5.199731e-14, 5.559124e-07, 2.968567e-03, 5.561296e-08, 8.734189e-12, 7.143579e-07, 1.865865e-02, 6.192671e+00, 2.648280e+01, 2.908283e+01
1.143000e+00, 3.532899e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.801717e-01, 1.766800e-01, -5.533620e+04, 1.702457e+03, 2.501106e+04, 1.702457e+03, 4.700011e+06, 8.020913e-10, 1.869758e-13, 2.906886e-12, 5.409791e-10, 1.094915e-13, 1.638138e-11, 6.169509e-16, 3.490353e-15, 8.679219e-15, 9.565503e-17, 3.780931e-15, 7.256989e-18, 8.653551e-18, 5.851684e-11, 1.912369e-09, 1.653156e-06, 2.202375e-08, 5.575014e-11, 7.613309e-08, 8.577231e-09, 2.663816e-05, 3.138917e-01, 8.872484e-02, 1.216121e-05, 3.018819e-01, 2.924909e-01, 3.589731e-13, 1.428154e-07, 5.115950e-14, 5.562597e-07, 2.968568e-03, 5.577389e-08, 8.595018e-12, 7.079159e-07, 1.865865e-02, 6.195385e+00, 2.666320e+01, 2.926344e+01
1.155000e+00, 3.575739e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.800489e-01, 1.766800e-01, -4.836801e+04, 1.701712e+03, 2.501106e+04, 1.701712e+03, 4.700011e+06, 8.025757e-10, 1.867508e-13, 2.919312e-12, 5.445352e-10, 1.099950e-13, 1.656812e-11, 6.095384e-16, 3.449261e-15, 8.590188e-15, 9.554598e-17, 3.784586e-15, 7.254593e-18, 7.741499e-18, 5.289085e-11, 1.916077e-09, 1.653666e-06, 2.201885e-08, 5.608142e-11, 7.613307e-08, 8.606763e-09, 2.681978e-05, 3.138497e-01, 8.876683e-02, 1.207737e-05, 3.019235e-01, 2.924492e-01, 3.579976e-13, 1.421365e-07, 5.033405e-14, 5.566076e-07, 2.968569e-03, 5.593278e-08, 8.457876e-12, 7.015237e-07, 1.865866e-02, 6.198102e+00, 2.684479e+01, 2.944524e+01
1.167000e+00, 3.618598e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.799260e-01, 1.766800e-01, -4.128179e+04, 1.700966e+03, 2.501106e+04, 1.700966e+03, 4.700011e+06, 8.030457e-10, 1.865221e-13, 2.931769e-12, 5.481159e-10, 1.105004e-13, 1.675773e-11, 6.001171e-16, 3.398209e-15, 8.478534e-15, 9.532332e-17, 3.782494e-15, 7.253468e-18, 6.752676e-18, 4.631428e-11, 1.919775e-09, 1.654176e-06, 2.201370e-08, 5.641445e-11, 7.613305e-08, 8.636428e-09, 2.700259e-05, 3.138077e-01, 8.880889e-02, 1.199399e-05, 3.019652e-01, 2.924075e-01, 3.570186e-13, 1.414599e-07, 4.952076e-14, 5.569562e-07, 2.968570e-03, 5.608966e-08, 8.322726e-12, 6.951806e-07, 1.865867e-02, 6.200822e+00, 2.702757e+01, 2.962823e+01
1.179000e+00, 3.661476e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.798032e-01, 1.766800e-01, -2.473282e+04, 1.700220e+03, 2.501106e+04, 1.700220e+03, 4.700011e+06, 8.035067e-10, 1.862912e-13, 2.944266e-12, 5.517126e-10, 1.110066e-13, 1.694880e-11, 5.919046e-16, 3.358915e-15, 8.394363e-15, 9.523700e-17, 3.789527e-15, 7.258840e-18, 6.029636e-18, 4.087064e-11, 1.923470e-09, 1.654687e-06, 2.200842e-08, 5.674935e-11, 7.613303e-08, 8.666207e-09, 2.718656e-05, 3.137655e-01, 8.885099e-02, 1.191118e-05, 3.020068e-01, 2.923658e-01, 3.560396e-13, 1.407864e-07, 4.872076e-14, 5.573050e-07, 2.968571e-03, 5.624451e-08, 8.189762e-12, 6.888939e-07, 1.865868e-02, 6.203544e+00, 2.721152e+01, 2.981239e+01
1.191000e+00, 3.704373e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.796804e-01, 1.766800e-01, 4.463929e+03, 1.699475e+03, 2.501106e+04, 1.699475e+03, 4.700011e+06, 8.039595e-10, 1.860583e-13, 2.956804e-12, 5.553234e-10, 1.115133e-13, 1.714107e-11, 5.853248e-16, 3.335480e-15, 8.347301e-15, 9.533234e-17, 3.808916e-15, 7.264039e-18, 5.645015e-18, 3.697200e-11, 1.927162e-09, 1.655198e-06, 2.200303e-08, 5.708613e-11, 7.613301e-08, 8.696097e-09, 2.737169e-05, 3.137234e-01, 8.889311e-02, 1.182894e-05, 3.020485e-01, 2.923240e-01, 3.550611e-13, 1.401162e-07, 4.793418e-14, 5.576542e-07, 2.968573e-03, 5.639736e-08, 8.059004e-12, 6.826651e-07, 1.865868e-02, 6.206266e+00, 2.739663e+01, 2.999773e+01
1.203000e+00, 3.747288e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.795577e-01, 1.766800e-01, 4.072854e+04, 1.698730e+03, 2.501106e+04, 1.698730e+03, 4.700011e+06, 8.043992e-10, 1.858221e-13, 2.969376e-12, 5.589540e-10, 1.120211e-13, 1.733551e-11, 5.776308e-16, 3.312011e-15, 8.301020e-15, 9.542235e-17, 3.830680e-15, 7.248887e-18, 5.365054e-18, 3.313301e-11, 1.930848e-09, 1.655710e-06, 2.199745e-08, 5.742473e-11, 7.613299e-08, 8.726110e-09, 2.755801e-05, 3.136812e-01, 8.893529e-02, 1.174722e-05, 3.020903e-01, 2.922822e-01, 3.540808e-13, 1.394487e-07, 4.715997e-14, 5.580037e-07, 2.968574e-03, 5.654826e-08, 7.930276e-12, 6.764889e-07, 1.865869e-02, 6.208990e+00, 2.758293e+01, 3.018425e+01
1.215000e+00, 3.790223e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.794350e-01, 1.766800e-01, 8.483138e+04, 1.697985e+03, 2.501106e+04, 1.697985e+03, 4.700011e+06, 8.048251e-10, 1.855825e-13, 2.981982e-12, 5.626040e-10, 1.125300e-13, 1.753212e-11, 5.685592e-16, 3.288274e-15, 8.255185e-15, 9.550198e-17, 3.855185e-15, 7.203786e-18, 5.195975e-18, 2.935444e-11, 1.934526e-09, 1.656222e-06, 2.199168e-08, 5.776515e-11, 7.613297e-08, 8.756248e-09, 2.774551e-05, 3.136389e-01, 8.897753e-02, 1.166602e-05, 3.021321e-01, 2.922403e-01, 3.530987e-13, 1.387840e-07, 4.639797e-14, 5.583537e-07, 2.968575e-03, 5.669724e-08, 7.803557e-12, 6.703652e-07, 1.865870e-02, 6.211717e+00, 2.777042e+01, 3.037197e+01
1.227000e+00, 3.833176e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.793124e-01, 1.766800e-01, 1.375777e+05, 1.697241e+03, 2.501106e+04, 1.697241e+03, 4.700011e+06, 8.052368e-10, 1.853393e-13, 2.994620e-12, 5.662732e-10, 1.130400e-13, 1.773090e-11, 5.578467e-16, 3.264039e-15, 8.209461e-15, 9.556619e-17, 3.882799e-15, 7.119136e-18, 5.143998e-18, 2.563704e-11, 1.938198e-09, 1.656735e-06, 2.198572e-08, 5.810741e-11, 7.613296e-08, 8.786508e-09, 2.793421e-05, 3.135966e-01, 8.901981e-02, 1.158534e-05, 3.021739e-01, 2.921984e-01, 3.521148e-13, 1.381220e-07, 4.564806e-14, 5.587042e-07, 2.968576e-03, 5.684432e-08, 7.678825e-12, 6.642939e-07, 1.865871e-02, 6.214445e+00, 2.795910e+01, 3.056088e+01
1.239000e+00, 3.876148e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.791897e-01, 1.766800e-01, 1.998071e+05, 1.696496e+03, 2.501106e+04, 1.696496e+03, 4.700011e+06, 8.056336e-10, 1.850924e-13, 3.007291e-12, 5.699614e-10, 1.135509e-13, 1.793182e-11, 5.452299e-16, 3.239072e-15, 8.163511e-15, 9.560993e-17, 3.913889e-15, 6.985339e-18, 5.215347e-18, 2.198160e-11, 1.941862e-09, 1.657248e-06, 2.197957e-08, 5.845150e-11, 7.613294e-08, 8.816892e-09, 2.812410e-05, 3.135543e-01, 8.906214e-02, 1.150518e-05, 3.022158e-01, 2.921564e-01, 3.511291e-13, 1.374629e-07, 4.491010e-14, 5.590550e-07, 2.968577e-03, 5.698954e-08, 7.556057e-12, 6.582751e-07, 1.865871e-02, 6.217175e+00, 2.814898e+01, 3.075098e+01
