Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_C2H3OH_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_C3H3_PFRC2_(), Mole_fraction_C3H4-A_PFRC2_(), Mole_fraction_C3H4-P_PFRC2_(), Mole_fraction_C3H5-A_PFRC2_(), Mole_fraction_C3H6_PFRC2_(), Mole_fraction_C4H2_PFRC2_(), Mole_fraction_C4H4_PFRC2_(), Mole_fraction_C5H6-L_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Mole_fraction_CH3COCHO_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_H2_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_HCCOH_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_HO2_PFRC2_(), Mole_fraction_HOCHO_PFRC2_(), Mole_fraction_N2_PFRC2_(), Mole_fraction_NH3_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_OH_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
5.790000e-01, 1.540235e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.859208e-01, 1.766800e-01, 7.431882e+03, 1.737362e+03, 2.501106e+04, 1.737362e+03, 4.700011e+06, 8.002680e-10, 2.024861e-13, 2.400062e-12, 4.107276e-10, 9.074956e-14, 9.927192e-12, 2.087633e-14, 6.283821e-14, 1.348896e-13, 9.168642e-16, 1.502706e-14, 6.654524e-16, 8.899020e-16, 4.419562e-09, 1.738552e-09, 1.629822e-06, 2.210167e-08, 4.221021e-11, 7.613545e-08, 7.323068e-09, 1.938240e-05, 3.157979e-01, 8.681909e-02, 1.670333e-05, 2.999923e-01, 2.943826e-01, 4.072764e-13, 1.776906e-07, 1.078613e-13, 5.404873e-07, 2.968523e-03, 4.547637e-08, 1.797003e-11, 1.072997e-06, 1.865834e-02, 6.070812e+00, 1.942904e+01, 2.202364e+01
5.910000e-01, 1.582213e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.857985e-01, 1.766800e-01, 8.854983e+03, 1.736620e+03, 2.501106e+04, 1.736620e+03, 4.700011e+06, 7.968350e-10, 2.013035e-13, 2.406005e-12, 4.115544e-10, 9.077172e-14, 1.002006e-11, 1.785059e-14, 5.413112e-14, 1.163818e-13, 7.954958e-16, 1.330598e-14, 5.689172e-16, 7.682719e-16, 3.789521e-09, 1.741761e-09, 1.630307e-06, 2.209707e-08, 4.244988e-11, 7.613537e-08, 7.347090e-09, 1.950855e-05, 3.157586e-01, 8.685842e-02, 1.659315e-05, 3.000313e-01, 2.943435e-01, 4.057286e-13, 1.768830e-07, 1.061974e-13, 5.408125e-07, 2.968524e-03, 4.576547e-08, 1.769591e-11, 1.063736e-06, 1.865834e-02, 6.073408e+00, 1.955203e+01, 2.214666e+01
6.030000e-01, 1.624210e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.856763e-01, 1.766800e-01, 1.898564e+04, 1.735878e+03, 2.501106e+04, 1.735878e+03, 4.700011e+06, 7.937906e-10, 2.002065e-13, 2.412630e-12, 4.113317e-10, 9.064833e-14, 9.998653e-12, 1.526590e-14, 4.668978e-14, 1.006067e-13, 6.905122e-16, 1.203977e-14, 4.797995e-16, 6.504750e-16, 3.249733e-09, 1.745038e-09, 1.630793e-06, 2.209343e-08, 4.269624e-11, 7.613529e-08, 7.371255e-09, 1.963653e-05, 3.157192e-01, 8.689779e-02, 1.648364e-05, 3.000704e-01, 2.943044e-01, 4.043174e-13, 1.760786e-07, 1.045587e-13, 5.411380e-07, 2.968525e-03, 4.605094e-08, 1.742588e-11, 1.054552e-06, 1.865835e-02, 6.076006e+00, 1.967730e+01, 2.227197e+01
6.150000e-01, 1.666224e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.855541e-01, 1.766800e-01, 1.679536e+04, 1.735136e+03, 2.501106e+04, 1.735136e+03, 4.700011e+06, 7.913436e-10, 1.992693e-13, 2.419790e-12, 4.123489e-10, 9.072922e-14, 1.007233e-11, 1.311565e-14, 4.041800e-14, 8.724944e-14, 6.022090e-16, 1.074739e-14, 4.089754e-16, 5.560092e-16, 2.796430e-09, 1.748439e-09, 1.631279e-06, 2.209092e-08, 4.294224e-11, 7.613521e-08, 7.395549e-09, 1.976639e-05, 3.156798e-01, 8.693721e-02, 1.637477e-05, 3.001096e-01, 2.942652e-01, 4.029294e-13, 1.752773e-07, 1.029435e-13, 5.414639e-07, 2.968525e-03, 4.633282e-08, 1.715970e-11, 1.045438e-06, 1.865835e-02, 6.078606e+00, 1.980490e+01, 2.239961e+01
6.270000e-01, 1.708257e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.854320e-01, 1.766800e-01, 6.780126e+03, 1.734394e+03, 2.501106e+04, 1.734394e+03, 4.700011e+06, 7.889502e-10, 1.983452e-13, 2.427026e-12, 4.138254e-10, 9.088303e-14, 1.018620e-11, 1.126739e-14, 3.493824e-14, 7.551323e-14, 5.240988e-16, 9.400376e-15, 3.486738e-16, 4.715233e-16, 2.404231e-09, 1.751915e-09, 1.631765e-06, 2.208889e-08, 4.318739e-11, 7.613513e-08, 7.419948e-09, 1.989768e-05, 3.156403e-01, 8.697667e-02, 1.626654e-05, 3.001488e-01, 2.942260e-01, 4.015044e-13, 1.744791e-07, 1.013518e-13, 5.417902e-07, 2.968526e-03, 4.661117e-08, 1.689735e-11, 1.036396e-06, 1.865836e-02, 6.081208e+00, 1.993422e+01, 2.252897e+01
6.390000e-01, 1.750307e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.853098e-01, 1.766800e-01, -4.850940e+01, 1.733652e+03, 2.501106e+04, 1.733652e+03, 4.700011e+06, 7.871902e-10, 1.975787e-13, 2.434990e-12, 4.155104e-10, 9.108508e-14, 1.029653e-11, 9.752963e-15, 3.044000e-14, 6.588561e-14, 4.601752e-16, 8.322499e-15, 2.991940e-16, 4.022964e-16, 2.080944e-09, 1.755455e-09, 1.632252e-06, 2.208767e-08, 4.343700e-11, 7.613506e-08, 7.444486e-09, 2.003068e-05, 3.156008e-01, 8.701618e-02, 1.615894e-05, 3.001880e-01, 2.941868e-01, 4.001908e-13, 1.736839e-07, 9.978346e-14, 5.421169e-07, 2.968527e-03, 4.688602e-08, 1.663882e-11, 1.027425e-06, 1.865837e-02, 6.083812e+00, 2.006560e+01, 2.266040e+01
6.510000e-01, 1.792376e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.851876e-01, 1.766800e-01, -4.016219e+03, 1.732910e+03, 2.501106e+04, 1.732910e+03, 4.700011e+06, 7.859212e-10, 1.969328e-13, 2.443520e-12, 4.174371e-10, 9.133638e-14, 1.041148e-11, 8.502215e-15, 2.672559e-14, 5.794150e-14, 4.076395e-16, 7.452694e-15, 2.586933e-16, 3.463172e-16, 1.812901e-09, 1.759045e-09, 1.632739e-06, 2.208700e-08, 4.369025e-11, 7.613498e-08, 7.469152e-09, 2.016519e-05, 3.155612e-01, 8.705575e-02, 1.605196e-05, 3.002273e-01, 2.941475e-01, 3.989584e-13, 1.728916e-07, 9.823822e-14, 5.424441e-07, 2.968528e-03, 4.715741e-08, 1.638404e-11, 1.018524e-06, 1.865837e-02, 6.086419e+00, 2.019877e+01, 2.279363e+01
6.630000e-01, 1.834463e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.850654e-01, 1.766800e-01, -3.837085e+03, 1.732169e+03, 2.501106e+04, 1.732169e+03, 4.700011e+06, 7.851131e-10, 1.963991e-13, 2.452580e-12, 4.195945e-10, 9.163394e-14, 1.053116e-11, 7.460882e-15, 2.365761e-14, 5.139784e-14, 3.647503e-16, 6.789807e-15, 2.256625e-16, 3.027095e-16, 1.589775e-09, 1.762666e-09, 1.633227e-06, 2.208671e-08, 4.394727e-11, 7.613491e-08, 7.493945e-09, 2.030111e-05, 3.155216e-01, 8.709537e-02, 1.594560e-05, 3.002666e-01, 2.941081e-01, 3.978052e-13, 1.721022e-07, 9.671571e-14, 5.427717e-07, 2.968529e-03, 4.742540e-08, 1.613295e-11, 1.009692e-06, 1.865838e-02, 6.089028e+00, 2.033358e+01, 2.292849e+01
6.750000e-01, 1.876567e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.849432e-01, 1.766800e-01, 2.154665e+03, 1.731427e+03, 2.501106e+04, 1.731427e+03, 4.700011e+06, 7.847690e-10, 1.959772e-13, 2.462172e-12, 4.219586e-10, 9.197359e-14, 1.065326e-11, 6.579369e-15, 2.111638e-14, 4.601342e-14, 3.300775e-16, 6.350315e-15, 1.986906e-16, 2.709308e-16, 1.402225e-09, 1.766305e-09, 1.633715e-06, 2.208665e-08, 4.420846e-11, 7.613484e-08, 7.518862e-09, 2.043833e-05, 3.154819e-01, 8.713504e-02, 1.583984e-05, 3.003060e-01, 2.940687e-01, 3.967368e-13, 1.713156e-07, 9.521558e-14, 5.430998e-07, 2.968529e-03, 4.769001e-08, 1.588550e-11, 1.000929e-06, 1.865838e-02, 6.091639e+00, 2.046986e+01, 2.306484e+01
6.870000e-01, 1.918690e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.848210e-01, 1.766800e-01, 1.038989e+04, 1.730685e+03, 2.501106e+04, 1.730685e+03, 4.700011e+06, 7.847182e-10, 1.956264e-13, 2.472121e-12, 4.244526e-10, 9.233989e-14, 1.077628e-11, 5.838087e-15, 1.900583e-14, 4.156157e-14, 3.017626e-16, 6.048765e-15, 1.765205e-16, 2.468902e-16, 1.244726e-09, 1.769962e-09, 1.634204e-06, 2.208677e-08, 4.447261e-11, 7.613477e-08, 7.543895e-09, 2.057677e-05, 3.154422e-01, 8.717477e-02, 1.573469e-05, 3.003454e-01, 2.940293e-01, 3.957188e-13, 1.705320e-07, 9.373753e-14, 5.434283e-07, 2.968530e-03, 4.795129e-08, 1.564165e-11, 9.922347e-07, 1.865839e-02, 6.094253e+00, 2.060752e+01, 2.320256e+01
6.990000e-01, 1.960831e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.846988e-01, 1.766800e-01, 1.346860e+04, 1.729943e+03, 2.501106e+04, 1.729943e+03, 4.700011e+06, 7.846541e-10, 1.952739e-13, 2.482112e-12, 4.269583e-10, 9.270861e-14, 1.089932e-11, 5.240971e-15, 1.724840e-14, 3.782708e-14, 2.776113e-16, 5.719790e-15, 1.580157e-16, 2.237149e-16, 1.114747e-09, 1.773654e-09, 1.634693e-06, 2.208704e-08, 4.473722e-11, 7.613470e-08, 7.569031e-09, 2.071635e-05, 3.154024e-01, 8.721454e-02, 1.563017e-05, 3.003849e-01, 2.939898e-01, 3.946850e-13, 1.697514e-07, 9.228118e-14, 5.437573e-07, 2.968531e-03, 4.820929e-08, 1.540134e-11, 9.836092e-07, 1.865840e-02, 6.096868e+00, 2.074645e+01, 2.334157e+01
7.110000e-01, 2.002990e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.845766e-01, 1.766800e-01, 1.620239e+04, 1.729201e+03, 2.501106e+04, 1.729201e+03, 4.700011e+06, 7.846847e-10, 1.949442e-13, 2.492255e-12, 4.294836e-10, 9.308238e-14, 1.101962e-11, 4.720249e-15, 1.571011e-14, 3.455988e-14, 2.564528e-16, 5.441613e-15, 1.416720e-16, 2.030120e-16, 1.000633e-09, 1.777354e-09, 1.635183e-06, 2.208728e-08, 4.500368e-11, 7.613463e-08, 7.594272e-09, 2.085696e-05, 3.153626e-01, 8.725436e-02, 1.552626e-05, 3.004244e-01, 2.939502e-01, 3.936659e-13, 1.689737e-07, 9.084624e-14, 5.440867e-07, 2.968532e-03, 4.846403e-08, 1.516452e-11, 9.750515e-07, 1.865840e-02, 6.099486e+00, 2.088650e+01, 2.348169e+01
7.230000e-01, 2.045167e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.844544e-01, 1.766800e-01, 1.807552e+04, 1.728459e+03, 2.501106e+04, 1.728459e+03, 4.700011e+06, 7.847402e-10, 1.946198e-13, 2.502476e-12, 4.319824e-10, 9.345231e-14, 1.113522e-11, 4.238934e-15, 1.428121e-14, 3.152486e-14, 2.366770e-16, 5.187869e-15, 1.261429e-16, 1.827477e-16, 8.946476e-10, 1.781053e-09, 1.635673e-06, 2.208738e-08, 4.527172e-11, 7.613457e-08, 7.619615e-09, 2.099852e-05, 3.153227e-01, 8.729424e-02, 1.542295e-05, 3.004640e-01, 2.939106e-01, 3.926502e-13, 1.681989e-07, 8.943238e-14, 5.444165e-07, 2.968533e-03, 4.871558e-08, 1.493114e-11, 9.665610e-07, 1.865841e-02, 6.102106e+00, 2.102754e+01, 2.362280e+01
7.350000e-01, 2.087362e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.843323e-01, 1.766800e-01, 1.854594e+04, 1.727717e+03, 2.501106e+04, 1.727717e+03, 4.700011e+06, 7.847507e-10, 1.942835e-13, 2.512704e-12, 4.344084e-10, 9.380949e-14, 1.124415e-11, 3.760044e-15, 1.285196e-14, 2.848693e-14, 2.166736e-16, 4.932195e-15, 1.100822e-16, 1.608884e-16, 7.890521e-10, 1.784745e-09, 1.636164e-06, 2.208723e-08, 4.554107e-11, 7.613450e-08, 7.645055e-09, 2.114094e-05, 3.152828e-01, 8.733416e-02, 1.532025e-05, 3.005036e-01, 2.938710e-01, 3.916270e-13, 1.674271e-07, 8.803927e-14, 5.447467e-07, 2.968534e-03, 4.896396e-08, 1.470115e-11, 9.581374e-07, 1.865842e-02, 6.104728e+00, 2.116943e+01, 2.376477e+01
7.470000e-01, 2.129575e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.842101e-01, 1.766800e-01, 1.863104e+04, 1.726975e+03, 2.501106e+04, 1.726975e+03, 4.700011e+06, 7.849728e-10, 1.940027e-13, 2.523185e-12, 4.369947e-10, 9.419621e-14, 1.136144e-11, 3.406297e-15, 1.177706e-14, 2.619893e-14, 2.018253e-16, 4.733656e-15, 9.843469e-17, 1.446014e-16, 7.086003e-10, 1.788465e-09, 1.636655e-06, 2.208729e-08, 4.581245e-11, 7.613444e-08, 7.670614e-09, 2.128462e-05, 3.152428e-01, 8.737414e-02, 1.521813e-05, 3.005433e-01, 2.938313e-01, 3.906352e-13, 1.666580e-07, 8.666653e-14, 5.450774e-07, 2.968535e-03, 4.920920e-08, 1.447448e-11, 9.497786e-07, 1.865842e-02, 6.107353e+00, 2.131272e+01, 2.390814e+01
7.590000e-01, 2.171806e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.840878e-01, 1.766800e-01, 1.721928e+04, 1.726233e+03, 2.501106e+04, 1.726233e+03, 4.700011e+06, 7.852764e-10, 1.937445e-13, 2.533787e-12, 4.396437e-10, 9.459415e-14, 1.148200e-11, 3.111322e-15, 1.086130e-14, 2.424395e-14, 1.892350e-16, 4.550169e-15, 8.869637e-17, 1.301599e-16, 6.395758e-10, 1.792198e-09, 1.637147e-06, 2.208734e-08, 4.608540e-11, 7.613438e-08, 7.696282e-09, 2.142939e-05, 3.152028e-01, 8.741418e-02, 1.511660e-05, 3.005830e-01, 2.937915e-01, 3.896546e-13, 1.658918e-07, 8.531385e-14, 5.454086e-07, 2.968536e-03, 4.945135e-08, 1.425108e-11, 9.414846e-07, 1.865843e-02, 6.109981e+00, 2.145715e+01, 2.405266e+01
7.710000e-01, 2.214056e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.839656e-01, 1.766800e-01, 1.351439e+04, 1.725491e+03, 2.501106e+04, 1.725491e+03, 4.700011e+06, 7.855959e-10, 1.934927e-13, 2.544442e-12, 4.423128e-10, 9.499508e-14, 1.160409e-11, 2.840228e-15, 1.000101e-14, 2.239986e-14, 1.773842e-16, 4.356490e-15, 7.960337e-17, 1.156508e-16, 5.746673e-10, 1.795935e-09, 1.637639e-06, 2.208727e-08, 4.635966e-11, 7.613432e-08, 7.722056e-09, 2.157515e-05, 3.151627e-01, 8.745427e-02, 1.501564e-05, 3.006228e-01, 2.937517e-01, 3.886747e-13, 1.651283e-07, 8.398089e-14, 5.457403e-07, 2.968536e-03, 4.969045e-08, 1.403091e-11, 9.332547e-07, 1.865843e-02, 6.112610e+00, 2.160260e+01, 2.419820e+01
7.830000e-01, 2.256324e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.838434e-01, 1.766800e-01, 6.847914e+03, 1.724749e+03, 2.501106e+04, 1.724749e+03, 4.700011e+06, 7.859036e-10, 1.932410e-13, 2.555119e-12, 4.449920e-10, 9.539673e-14, 1.172795e-11, 2.576715e-15, 9.146605e-15, 2.055950e-14, 1.655685e-16, 4.137320e-15, 7.062421e-17, 1.002320e-16, 5.103456e-10, 1.799674e-09, 1.638132e-06, 2.208706e-08, 4.663509e-11, 7.613426e-08, 7.747936e-09, 2.172189e-05, 3.151225e-01, 8.749442e-02, 1.491525e-05, 3.006626e-01, 2.937119e-01, 3.876909e-13, 1.643675e-07, 8.266732e-14, 5.460724e-07, 2.968537e-03, 4.992654e-08, 1.381390e-11, 9.250883e-07, 1.865844e-02, 6.115243e+00, 2.174902e+01, 2.434472e+01
7.950000e-01, 2.298609e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.837211e-01, 1.766800e-01, -3.292658e+02, 1.724007e+03, 2.501106e+04, 1.724007e+03, 4.700011e+06, 7.862217e-10, 1.929923e-13, 2.565850e-12, 4.477045e-10, 9.580293e-14, 1.185442e-11, 2.326963e-15, 8.330659e-15, 1.879805e-14, 1.542874e-16, 3.915572e-15, 6.209698e-17, 8.511357e-17, 4.489512e-10, 1.803416e-09, 1.638625e-06, 2.208671e-08, 4.691200e-11, 7.613421e-08, 7.773923e-09, 2.186966e-05, 3.150823e-01, 8.753462e-02, 1.481544e-05, 3.007025e-01, 2.936719e-01, 3.867068e-13, 1.636096e-07, 8.137298e-14, 5.464051e-07, 2.968538e-03, 5.015965e-08, 1.360003e-11, 9.169853e-07, 1.865845e-02, 6.117878e+00, 2.189648e+01, 2.449228e+01
8.070000e-01, 2.340914e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.835989e-01, 1.766800e-01, -9.851529e+02, 1.723264e+03, 2.501106e+04, 1.723264e+03, 4.700011e+06, 7.866438e-10, 1.927631e-13, 2.576758e-12, 4.505215e-10, 9.622629e-14, 1.198522e-11, 2.129514e-15, 7.704070e-15, 1.745324e-14, 1.457740e-16, 3.769183e-15, 5.561194e-17, 7.446026e-17, 4.012769e-10, 1.807164e-09, 1.639119e-06, 2.208633e-08, 4.719140e-11, 7.613415e-08, 7.800027e-09, 2.201861e-05, 3.150420e-01, 8.757488e-02, 1.471621e-05, 3.007424e-01, 2.936320e-01, 3.857375e-13, 1.628544e-07, 8.009798e-14, 5.467382e-07, 2.968539e-03, 5.038981e-08, 1.338931e-11, 9.089461e-07, 1.865845e-02, 6.120516e+00, 2.204520e+01, 2.464110e+01
8.190000e-01, 2.383236e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.834766e-01, 1.766800e-01, 6.932197e+02, 1.722522e+03, 2.501106e+04, 1.722522e+03, 4.700011e+06, 7.870890e-10, 1.925372e-13, 2.587744e-12, 4.533972e-10, 9.665802e-14, 1.211993e-11, 1.943992e-15, 7.129220e-15, 1.622261e-14, 1.380341e-16, 3.641917e-15, 4.970603e-17, 6.523184e-17, 3.575054e-10, 1.810913e-09, 1.639613e-06, 2.208582e-08, 4.747264e-11, 7.613410e-08, 7.826242e-09, 2.216864e-05, 3.150017e-01, 8.761520e-02, 1.461755e-05, 3.007824e-01, 2.935919e-01, 3.847698e-13, 1.621019e-07, 7.884177e-14, 5.470718e-07, 2.968540e-03, 5.061706e-08, 1.318166e-11, 9.009696e-07, 1.865846e-02, 6.123156e+00, 2.219502e+01, 2.479102e+01
8.310000e-01, 2.425577e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.833543e-01, 1.766800e-01, 5.154434e+03, 1.721779e+03, 2.501106e+04, 1.721779e+03, 4.700011e+06, 7.875497e-10, 1.923119e-13, 2.598803e-12, 4.563351e-10, 9.709829e-14, 1.225904e-11, 1.763177e-15, 6.589714e-15, 1.507267e-14, 1.308496e-16, 3.533914e-15, 4.419910e-17, 5.741533e-17, 3.164789e-10, 1.814662e-09, 1.640108e-06, 2.208516e-08, 4.775576e-11, 7.613405e-08, 7.852570e-09, 2.231975e-05, 3.149613e-01, 8.765558e-02, 1.451946e-05, 3.008225e-01, 2.935519e-01, 3.838024e-13, 1.613522e-07, 7.760412e-14, 5.474060e-07, 2.968541e-03, 5.084145e-08, 1.297704e-11, 8.930552e-07, 1.865847e-02, 6.125799e+00, 2.234593e+01, 2.494204e+01
8.430000e-01, 2.467936e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.832319e-01, 1.766800e-01, 1.280018e+04, 1.721036e+03, 2.501106e+04, 1.721036e+03, 4.700011e+06, 7.880183e-10, 1.920847e-13, 2.609928e-12, 4.593386e-10, 9.754732e-14, 1.240302e-11, 1.579852e-15, 6.069156e-15, 1.396994e-14, 1.240024e-16, 3.445314e-15, 3.891097e-17, 5.099778e-17, 2.770399e-10, 1.818410e-09, 1.640603e-06, 2.208434e-08, 4.804081e-11, 7.613399e-08, 7.879011e-09, 2.247194e-05, 3.149209e-01, 8.769602e-02, 1.442192e-05, 3.008626e-01, 2.935117e-01, 3.828340e-13, 1.606051e-07, 7.638474e-14, 5.477406e-07, 2.968542e-03, 5.106301e-08, 1.277540e-11, 8.852026e-07, 1.865847e-02, 6.128445e+00, 2.249793e+01, 2.509416e+01
8.550000e-01, 2.510313e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.831096e-01, 1.766800e-01, 1.808417e+04, 1.720294e+03, 2.501106e+04, 1.720294e+03, 4.700011e+06, 7.885226e-10, 1.918675e-13, 2.621137e-12, 4.623588e-10, 9.799911e-14, 1.254683e-11, 1.430754e-15, 5.641350e-15, 1.306305e-14, 1.184091e-16, 3.372981e-15, 3.454179e-17, 4.538954e-17, 2.443955e-10, 1.822164e-09, 1.641099e-06, 2.208347e-08, 4.832760e-11, 7.613394e-08, 7.905560e-09, 2.262522e-05, 3.148804e-01, 8.773651e-02, 1.432496e-05, 3.009027e-01, 2.934715e-01, 3.818715e-13, 1.598610e-07, 7.518353e-14, 5.480757e-07, 2.968543e-03, 5.128175e-08, 1.257674e-11, 8.774126e-07, 1.865848e-02, 6.131093e+00, 2.265106e+01, 2.524740e+01
8.670000e-01, 2.552709e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.829873e-01, 1.766800e-01, 2.180169e+04, 1.719551e+03, 2.501106e+04, 1.719551e+03, 4.700011e+06, 7.890538e-10, 1.916572e-13, 2.632425e-12, 4.654007e-10, 9.845404e-14, 1.269111e-11, 1.307388e-15, 5.287284e-15, 1.231322e-14, 1.138186e-16, 3.317152e-15, 3.088585e-17, 4.059438e-17, 2.172035e-10, 1.825922e-09, 1.641596e-06, 2.208252e-08, 4.861619e-11, 7.613390e-08, 7.932219e-09, 2.277959e-05, 3.148398e-01, 8.777705e-02, 1.422858e-05, 3.009429e-01, 2.934313e-01, 3.809133e-13, 1.591197e-07, 7.400022e-14, 5.484112e-07, 2.968544e-03, 5.149771e-08, 1.238100e-11, 8.696846e-07, 1.865849e-02, 6.133743e+00, 2.280529e+01, 2.540175e+01
8.790000e-01, 2.595122e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.828650e-01, 1.766800e-01, 2.482111e+04, 1.718808e+03, 2.501106e+04, 1.718808e+03, 4.700011e+06, 7.896026e-10, 1.914506e-13, 2.643784e-12, 4.684703e-10, 9.891262e-14, 1.283664e-11, 1.200227e-15, 4.985821e-15, 1.167741e-14, 1.099533e-16, 3.278136e-15, 2.771670e-17, 3.662965e-17, 1.939714e-10, 1.829684e-09, 1.642093e-06, 2.208148e-08, 4.890663e-11, 7.613385e-08, 7.958989e-09, 2.293504e-05, 3.147992e-01, 8.781764e-02, 1.413277e-05, 3.009831e-01, 2.933910e-01, 3.799578e-13, 1.583812e-07, 7.283454e-14, 5.487471e-07, 2.968545e-03, 5.171093e-08, 1.218814e-11, 8.620182e-07, 1.865849e-02, 6.136395e+00, 2.296064e+01, 2.555722e+01
8.910000e-01, 2.637555e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.827426e-01, 1.766800e-01, 2.683569e+04, 1.718066e+03, 2.501106e+04, 1.718066e+03, 4.700011e+06, 7.901665e-10, 1.912472e-13, 2.655211e-12, 4.715635e-10, 9.937417e-14, 1.298308e-11, 1.108434e-15, 4.733663e-15, 1.114858e-14, 1.067599e-16, 3.255598e-15, 2.498200e-17, 3.339867e-17, 1.744658e-10, 1.833448e-09, 1.642590e-06, 2.208035e-08, 4.919893e-11, 7.613380e-08, 7.985869e-09, 2.309160e-05, 3.147586e-01, 8.785828e-02, 1.403753e-05, 3.010234e-01, 2.933507e-01, 3.790048e-13, 1.576455e-07, 7.168626e-14, 5.490835e-07, 2.968546e-03, 5.192145e-08, 1.199812e-11, 8.544131e-07, 1.865850e-02, 6.139050e+00, 2.311710e+01, 2.571381e+01
9.030000e-01, 2.680005e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.826203e-01, 1.766800e-01, 2.755151e+04, 1.717323e+03, 2.501106e+04, 1.717323e+03, 4.700011e+06, 7.907431e-10, 1.910465e-13, 2.666705e-12, 4.746761e-10, 9.983796e-14, 1.313013e-11, 1.031174e-15, 4.527513e-15, 1.071968e-14, 1.041850e-16, 3.249201e-15, 2.262941e-17, 3.080473e-17, 1.584531e-10, 1.837215e-09, 1.643088e-06, 2.207913e-08, 4.949311e-11, 7.613376e-08, 8.012860e-09, 2.324925e-05, 3.147179e-01, 8.789897e-02, 1.394285e-05, 3.010638e-01, 2.933103e-01, 3.780541e-13, 1.569127e-07, 7.055512e-14, 5.494203e-07, 2.968547e-03, 5.212930e-08, 1.181091e-11, 8.468689e-07, 1.865851e-02, 6.141707e+00, 2.327468e+01, 2.587152e+01
