Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_H2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_N2_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
1.350000e-01, 0.000000e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.943445e-01, 1.314957e-01, 3.444339e+07, 1.845364e+03, 0.000000e+00, 1.845364e+03, 4.700000e+06, 4.534551e-01, 5.132202e-05, 6.778831e-06, 1.750212e-06, 2.116248e-01, 5.434104e-05, 2.393338e-02, 2.731473e-01, 3.195577e-02, 3.441916e-07, 3.149790e-06, 8.480665e-07, 1.523215e-03, 4.342188e-07, 5.591119e-04, 2.306491e-07, 1.262852e-05, 3.095341e-06, 3.666437e-03, 1.432781e-02, 4.388952e+00, 2.817897e+04, 2.818951e+04
1.350048e-01, 1.624905e-05, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.943496e-01, 1.314957e-01, -1.946669e+07, 1.845367e+03, 2.501106e+04, 1.845367e+03, 4.700002e+06, 4.534691e-01, 5.119554e-05, 1.999791e-06, 1.745234e-06, 2.116208e-01, 5.418629e-05, 2.392321e-02, 2.731539e-01, 3.195484e-02, 3.433484e-07, 3.140531e-06, 8.423608e-07, 1.523209e-03, 4.329799e-07, 5.588660e-04, 2.294292e-07, 1.252526e-05, 3.086495e-06, 3.666378e-03, 1.432757e-02, 4.388875e+00, 2.816793e+04, 2.817843e+04
1.350316e-01, 1.073605e-04, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.943372e-01, 1.314957e-01, -4.004889e+07, 1.845086e+03, 2.501106e+04, 1.845086e+03, 4.700002e+06, 4.535721e-01, 5.103819e-05, 2.342418e-09, 1.737590e-06, 2.115541e-01, 5.388558e-05, 2.386763e-02, 2.731935e-01, 3.194016e-02, 3.425960e-07, 3.133076e-06, 8.358663e-07, 1.521037e-03, 4.311050e-07, 5.582549e-04, 2.284556e-07, 1.247308e-05, 3.069199e-06, 3.665974e-03, 1.432600e-02, 4.389060e+00, 2.810637e+04, 2.811682e+04
1.354539e-01, 1.542604e-03, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.941900e-01, 1.314957e-01, -2.737647e+07, 1.841385e+03, 2.501106e+04, 1.841385e+03, 4.700002e+06, 4.550561e-01, 4.966202e-05, 3.756233e-11, 1.662786e-06, 2.104461e-01, 5.087202e-05, 2.322365e-02, 2.737341e-01, 3.181078e-02, 3.373076e-07, 3.102315e-06, 7.891033e-07, 1.415119e-03, 3.973768e-07, 5.318890e-04, 2.145205e-07, 1.187478e-05, 2.905888e-06, 3.660451e-03, 1.430441e-02, 4.391256e+00, 2.719351e+04, 2.720356e+04
1.366071e-01, 5.464263e-03, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.939221e-01, 1.314957e-01, -2.231661e+07, 1.833575e+03, 2.501106e+04, 1.833575e+03, 4.700002e+06, 4.583682e-01, 4.680486e-05, 2.328681e-11, 1.510417e-06, 2.078596e-01, 4.496278e-05, 2.192120e-02, 2.749671e-01, 3.157478e-02, 3.260552e-07, 3.045517e-06, 6.961989e-07, 1.108416e-03, 3.067862e-07, 4.417879e-04, 1.755793e-07, 1.031247e-05, 2.545298e-06, 3.648249e-03, 1.425673e-02, 4.395259e+00, 2.508816e+04, 2.509733e+04
1.429570e-01, 2.711763e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.926523e-01, 1.314957e-01, -1.143843e+07, 1.805357e+03, 2.501106e+04, 1.805357e+03, 4.700002e+06, 4.694769e-01, 3.756671e-05, 1.270685e-11, 1.066297e-06, 1.995563e-01, 2.765592e-05, 1.716343e-02, 2.786366e-01, 3.085747e-02, 2.864032e-07, 2.902326e-06, 4.306271e-07, 4.176802e-04, 1.095999e-07, 2.064734e-04, 7.790113e-08, 5.720583e-06, 1.556062e-06, 3.607687e-03, 1.409822e-02, 4.414329e+00, 1.845121e+04, 1.845795e+04
1.470000e-01, 4.094757e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.920361e-01, 1.314957e-01, -8.456846e+06, 1.794091e+03, 2.501106e+04, 1.794091e+03, 4.700002e+06, 4.736108e-01, 3.432872e-05, 9.528098e-12, 9.271219e-07, 1.965918e-01, 2.229366e-05, 1.525998e-02, 2.798401e-01, 3.061972e-02, 2.712458e-07, 2.867323e-06, 3.500407e-07, 2.716157e-04, 6.970486e-08, 1.464562e-04, 5.406834e-08, 4.346480e-06, 1.264956e-06, 3.592739e-03, 1.403981e-02, 4.423643e+00, 1.612736e+04, 1.613338e+04
1.590000e-01, 8.213699e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.907402e-01, 1.314957e-01, -4.488683e+06, 1.772914e+03, 2.501106e+04, 1.772914e+03, 4.700002e+06, 4.810134e-01, 2.887316e-05, 5.876328e-12, 7.111835e-07, 1.913989e-01, 1.421098e-05, 1.172754e-02, 2.818294e-01, 3.023275e-02, 2.440299e-07, 2.828231e-06, 2.298353e-07, 1.109154e-04, 2.726057e-08, 7.053398e-05, 2.495913e-08, 2.383571e-06, 8.297153e-07, 3.566156e-03, 1.393592e-02, 4.443360e+00, 1.210952e+04, 1.211448e+04
1.710000e-01, 1.234763e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.898684e-01, 1.314957e-01, -2.913823e+06, 1.760066e+03, 2.501106e+04, 1.760066e+03, 4.700002e+06, 4.852747e-01, 2.593420e-05, 4.372595e-12, 6.045206e-07, 1.884565e-01, 1.041375e-05, 9.644105e-03, 2.828949e-01, 3.003454e-02, 2.283760e-07, 2.818508e-06, 1.738959e-07, 5.987162e-05, 1.432125e-08, 4.212979e-05, 1.451568e-08, 1.541163e-06, 6.227093e-07, 3.550962e-03, 1.387655e-02, 4.456725e+00, 9.861662e+03, 9.866129e+03
1.830000e-01, 1.649234e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.892097e-01, 1.314957e-01, -2.089064e+06, 1.751009e+03, 2.501106e+04, 1.751009e+03, 4.700002e+06, 4.881579e-01, 2.401729e-05, 3.546977e-12, 5.386932e-07, 1.864778e-01, 8.178102e-06, 8.221999e-03, 2.835857e-01, 2.991326e-02, 2.177307e-07, 2.816792e-06, 1.411592e-07, 3.709802e-05, 8.701899e-09, 2.804995e-05, 9.480260e-09, 1.085343e-06, 4.985303e-07, 3.540735e-03, 1.383658e-02, 4.466875e+00, 8.362681e+03, 8.366854e+03
1.950000e-01, 2.064552e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.886775e-01, 1.314957e-01, -1.590797e+06, 1.744084e+03, 2.501106e+04, 1.744084e+03, 4.700002e+06, 4.902816e-01, 2.263344e-05, 3.021272e-12, 4.930615e-07, 1.850242e-01, 6.695314e-06, 7.170887e-03, 2.840784e-01, 2.983247e-02, 2.098066e-07, 2.817895e-06, 1.195535e-07, 2.496968e-05, 5.768556e-09, 1.995138e-05, 6.642867e-09, 8.059273e-07, 4.146794e-07, 3.533234e-03, 1.380727e-02, 4.475110e+00, 7.269061e+03, 7.273038e+03
2.070000e-01, 2.480573e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.882279e-01, 1.314957e-01, -1.243076e+06, 1.738509e+03, 2.501106e+04, 1.738509e+03, 4.700002e+06, 4.919305e-01, 2.156860e-05, 2.654815e-12, 4.590629e-07, 1.838969e-01, 5.636492e-06, 6.354114e-03, 2.844504e-01, 2.977623e-02, 2.035593e-07, 2.820081e-06, 1.041950e-07, 1.776391e-05, 4.053197e-09, 1.484138e-05, 4.881407e-09, 6.206971e-07, 3.538323e-07, 3.527434e-03, 1.378461e-02, 4.482091e+00, 6.426221e+03, 6.430057e+03
2.190000e-01, 2.897200e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.878363e-01, 1.314957e-01, -1.014868e+06, 1.733860e+03, 2.501106e+04, 1.733860e+03, 4.700002e+06, 4.932577e-01, 2.071271e-05, 2.383234e-12, 4.324573e-07, 1.829896e-01, 4.841424e-06, 5.697184e-03, 2.847420e-01, 2.973621e-02, 1.984350e-07, 2.822662e-06, 9.271122e-08, 1.315126e-05, 2.969464e-09, 1.140523e-05, 3.712719e-09, 4.910103e-07, 3.074865e-07, 3.522785e-03, 1.376644e-02, 4.488188e+00, 5.752134e+03, 5.755863e+03
2.310000e-01, 3.314361e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.874868e-01, 1.314957e-01, -8.426926e+05, 1.729874e+03, 2.501106e+04, 1.729874e+03, 4.700002e+06, 4.943541e-01, 2.000185e-05, 2.172745e-12, 4.108638e-07, 1.822397e-01, 4.222186e-06, 5.155393e-03, 2.849766e-01, 2.970772e-02, 1.941048e-07, 2.825336e-06, 8.380583e-08, 1.003422e-05, 2.245198e-09, 8.985240e-06, 2.898913e-09, 3.965670e-07, 2.709303e-07, 3.518960e-03, 1.375149e-02, 4.493645e+00, 5.198458e+03, 5.202103e+03
2.430000e-01, 3.732005e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.871696e-01, 1.314957e-01, -7.281807e+05, 1.726390e+03, 2.501106e+04, 1.726390e+03, 4.700002e+06, 4.952782e-01, 1.939744e-05, 2.004171e-12, 3.928688e-07, 1.816072e-01, 3.726520e-06, 4.699925e-03, 2.851691e-01, 2.968765e-02, 1.903678e-07, 2.827970e-06, 7.670870e-08, 7.840336e-06, 1.740251e-09, 7.220148e-06, 2.311101e-09, 3.256648e-07, 2.413344e-07, 3.515751e-03, 1.373895e-02, 4.498608e+00, 4.734432e+03, 4.738010e+03
2.550000e-01, 4.150092e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.868778e-01, 1.314957e-01, -6.251291e+05, 1.723294e+03, 2.501106e+04, 1.723294e+03, 4.700002e+06, 4.960691e-01, 1.887304e-05, 1.865532e-12, 3.775383e-07, 1.810651e-01, 3.321134e-06, 4.311230e-03, 2.853292e-01, 2.967403e-02, 1.870802e-07, 2.830499e-06, 7.092972e-08, 6.244980e-06, 1.376220e-09, 5.896171e-06, 1.874006e-09, 2.711348e-07, 2.168816e-07, 3.513017e-03, 1.372827e-02, 4.503184e+00, 4.339382e+03, 4.342904e+03
2.670000e-01, 4.568589e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.866062e-01, 1.314957e-01, -5.427716e+05, 1.720506e+03, 2.501106e+04, 1.720506e+03, 4.700002e+06, 4.967549e-01, 1.841092e-05, 1.749069e-12, 3.642488e-07, 1.805944e-01, 2.983740e-06, 3.975412e-03, 2.854640e-01, 2.966545e-02, 1.841471e-07, 2.832899e-06, 6.614199e-08, 5.054125e-06, 1.106549e-09, 4.880261e-06, 1.541188e-09, 2.283563e-07, 1.963415e-07, 3.510657e-03, 1.371904e-02, 4.507451e+00, 3.998726e+03, 4.002203e+03
2.790000e-01, 4.987470e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.863512e-01, 1.314957e-01, -4.747991e+05, 1.717968e+03, 2.501106e+04, 1.717968e+03, 4.700002e+06, 4.973558e-01, 1.799834e-05, 1.649517e-12, 3.525612e-07, 1.801812e-01, 2.698916e-06, 3.682352e-03, 2.855783e-01, 2.966091e-02, 1.814986e-07, 2.835162e-06, 6.211956e-08, 4.145902e-06, 9.022894e-10, 4.086056e-06, 1.282802e-09, 1.942450e-07, 1.788557e-07, 3.508599e-03, 1.371100e-02, 4.511466e+00, 3.701908e+03, 3.705345e+03
2.910000e-01, 5.406714e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.861098e-01, 1.314957e-01, -4.251306e+05, 1.715634e+03, 2.501106e+04, 1.715634e+03, 4.700002e+06, 4.978871e-01, 1.762597e-05, 1.563168e-12, 3.421576e-07, 1.798153e-01, 2.455590e-06, 3.424443e-03, 2.856760e-01, 2.965968e-02, 1.790837e-07, 2.837289e-06, 5.870049e-08, 3.440538e-06, 7.446336e-10, 3.455288e-06, 1.078866e-09, 1.666657e-07, 1.638024e-07, 3.506790e-03, 1.370393e-02, 4.515271e+00, 3.441027e+03, 3.444430e+03
3.030000e-01, 5.826303e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.858800e-01, 1.314957e-01, -3.690479e+05, 1.713473e+03, 2.501106e+04, 1.713473e+03, 4.700002e+06, 4.983602e-01, 1.728638e-05, 1.487324e-12, 3.327951e-07, 1.794886e-01, 2.245621e-06, 3.195830e-03, 2.857599e-01, 2.966117e-02, 1.768586e-07, 2.839286e-06, 5.576563e-08, 2.884123e-06, 6.210087e-10, 2.947450e-06, 9.156524e-10, 1.440988e-07, 1.507212e-07, 3.505188e-03, 1.369767e-02, 4.518901e+00, 3.210030e+03, 3.213404e+03
3.150000e-01, 6.246223e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.856599e-01, 1.314957e-01, -3.425697e+05, 1.711456e+03, 2.501106e+04, 1.711456e+03, 4.700002e+06, 4.987845e-01, 1.697489e-05, 1.420033e-12, 3.243059e-07, 1.791951e-01, 2.062860e-06, 2.991930e-03, 2.858321e-01, 2.966496e-02, 1.748012e-07, 2.841162e-06, 5.322552e-08, 2.439441e-06, 5.227010e-10, 2.533895e-06, 7.834080e-10, 1.254453e-07, 1.392600e-07, 3.503759e-03, 1.369209e-02, 4.522383e+00, 3.004193e+03, 3.007541e+03
3.270000e-01, 6.666459e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.854482e-01, 1.314957e-01, -2.961272e+05, 1.709563e+03, 2.501106e+04, 1.709563e+03, 4.700002e+06, 4.991672e-01, 1.668611e-05, 1.359707e-12, 3.165303e-07, 1.789297e-01, 1.902576e-06, 2.809085e-03, 2.858944e-01, 2.967070e-02, 1.728749e-07, 2.842924e-06, 5.101096e-08, 2.079733e-06, 4.436063e-10, 2.193507e-06, 6.751406e-10, 1.098813e-07, 1.291483e-07, 3.502479e-03, 1.368709e-02, 4.525737e+00, 2.819757e+03, 2.823082e+03
3.390000e-01, 7.087002e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.852436e-01, 1.314957e-01, -3.075509e+05, 1.707775e+03, 2.501106e+04, 1.707775e+03, 4.700002e+06, 4.995140e-01, 1.641833e-05, 1.305271e-12, 3.093861e-07, 1.786884e-01, 1.761065e-06, 2.644343e-03, 2.859483e-01, 2.967812e-02, 1.710794e-07, 2.844583e-06, 4.906854e-08, 1.785880e-06, 3.792245e-10, 1.910932e-06, 5.855913e-10, 9.679459e-08, 1.201696e-07, 3.501326e-03, 1.368258e-02, 4.528984e+00, 2.653693e+03, 2.656998e+03
3.510000e-01, 7.507842e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.850454e-01, 1.314957e-01, -1.594776e+05, 1.706080e+03, 2.501106e+04, 1.706080e+03, 4.700002e+06, 4.998300e-01, 1.616432e-05, 1.255582e-12, 3.027105e-07, 1.784681e-01, 1.635455e-06, 2.495278e-03, 2.859948e-01, 2.968698e-02, 1.693472e-07, 2.846141e-06, 4.735496e-08, 1.543162e-06, 3.264671e-10, 1.673956e-06, 5.110631e-10, 8.569203e-08, 1.121614e-07, 3.500283e-03, 1.367850e-02, 4.532132e+00, 2.503520e+03, 2.506808e+03
3.630000e-01, 7.928971e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.848531e-01, 1.314957e-01, -3.407175e+05, 1.704467e+03, 2.501106e+04, 1.704467e+03, 4.700002e+06, 5.001188e-01, 1.593168e-05, 1.210430e-12, 2.965974e-07, 1.782661e-01, 1.523244e-06, 2.359880e-03, 2.860350e-01, 2.969700e-02, 1.677775e-07, 2.847619e-06, 4.583707e-08, 1.342116e-06, 2.826159e-10, 1.475054e-06, 4.483256e-10, 7.627369e-08, 1.049658e-07, 3.499336e-03, 1.367480e-02, 4.535193e+00, 2.367192e+03, 2.370463e+03
3.750000e-01, 8.350380e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.846648e-01, 1.314957e-01, -1.744155e+05, 1.702921e+03, 2.501106e+04, 1.702921e+03, 4.700002e+06, 5.003841e-01, 1.570481e-05, 1.168441e-12, 2.907529e-07, 1.780800e-01, 1.422697e-06, 2.236496e-03, 2.860695e-01, 2.970830e-02, 1.662053e-07, 2.849007e-06, 4.448561e-08, 1.172711e-06, 2.461474e-10, 1.304975e-06, 3.953389e-10, 6.812791e-08, 9.849620e-08, 3.498473e-03, 1.367143e-02, 4.538192e+00, 2.243012e+03, 2.246268e+03
3.870000e-01, 8.772065e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.844811e-01, 1.314957e-01, -2.848045e+05, 1.701439e+03, 2.501106e+04, 1.701439e+03, 4.700002e+06, 5.006285e-01, 1.549627e-05, 1.129963e-12, 2.853701e-07, 1.779080e-01, 1.332118e-06, 2.123699e-03, 2.860991e-01, 2.972049e-02, 1.647796e-07, 2.850333e-06, 4.327983e-08, 1.030541e-06, 2.153629e-10, 1.160453e-06, 3.500910e-10, 6.113309e-08, 9.263578e-08, 3.497685e-03, 1.366835e-02, 4.541122e+00, 2.129536e+03, 2.132780e+03
3.990000e-01, 9.194020e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.843011e-01, 1.314957e-01, -1.298223e+05, 1.700011e+03, 2.501106e+04, 1.700011e+03, 4.700002e+06, 5.008544e-01, 1.529048e-05, 1.093764e-12, 2.801647e-07, 1.777484e-01, 1.250250e-06, 2.020306e-03, 2.861243e-01, 2.973361e-02, 1.633314e-07, 2.851576e-06, 4.219838e-08, 9.093373e-07, 1.894964e-10, 1.035913e-06, 3.116090e-10, 5.506580e-08, 8.732440e-08, 3.496962e-03, 1.366553e-02, 4.543998e+00, 2.025557e+03, 2.028789e+03
4.110000e-01, 9.616239e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.841245e-01, 1.314957e-01, -2.576563e+05, 1.698632e+03, 2.501106e+04, 1.698632e+03, 4.700002e+06, 5.010638e-01, 1.510147e-05, 1.060380e-12, 2.753593e-07, 1.776000e-01, 1.175963e-06, 1.925287e-03, 2.861457e-01, 2.974746e-02, 1.620263e-07, 2.852772e-06, 4.122789e-08, 8.063192e-07, 1.672948e-10, 9.286970e-07, 2.782127e-10, 4.977882e-08, 8.247955e-08, 3.496298e-03, 1.366293e-02, 4.546823e+00, 1.930033e+03, 1.933254e+03
4.230000e-01, 1.003872e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.839513e-01, 1.314957e-01, -7.940096e+04, 1.697300e+03, 2.501106e+04, 1.697300e+03, 4.700002e+06, 5.012584e-01, 1.491208e-05, 1.028665e-12, 2.706534e-07, 1.774616e-01, 1.108420e-06, 1.837761e-03, 2.861635e-01, 2.976200e-02, 1.606715e-07, 2.853893e-06, 4.035253e-08, 7.174141e-07, 1.485192e-10, 8.353816e-07, 2.496528e-10, 4.516162e-08, 7.806601e-08, 3.495687e-03, 1.366054e-02, 4.549595e+00, 1.842066e+03, 1.845277e+03
4.350000e-01, 1.046145e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.837809e-01, 1.314957e-01, -1.257978e+05, 1.696007e+03, 2.501106e+04, 1.696007e+03, 4.700002e+06, 5.014397e-01, 1.473614e-05, 9.991488e-13, 2.662654e-07, 1.773322e-01, 1.046737e-06, 1.756959e-03, 2.861783e-01, 2.977712e-02, 1.594321e-07, 2.854972e-06, 3.956312e-08, 6.411459e-07, 1.322465e-10, 7.543490e-07, 2.246461e-10, 4.110437e-08, 7.401651e-08, 3.495123e-03, 1.365834e-02, 4.552328e+00, 1.760880e+03, 1.764082e+03
4.470000e-01, 1.088444e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.836129e-01, 1.314957e-01, -1.362066e+05, 1.694750e+03, 2.501106e+04, 1.694750e+03, 4.700002e+06, 5.016092e-01, 1.456568e-05, 9.712406e-13, 2.620525e-07, 1.772107e-01, 9.902953e-07, 1.682218e-03, 2.861902e-01, 2.979283e-02, 1.582200e-07, 2.856001e-06, 3.884906e-08, 5.749629e-07, 1.182088e-10, 6.833690e-07, 2.028597e-10, 3.752739e-08, 7.030000e-08, 3.494601e-03, 1.365630e-02, 4.555024e+00, 1.685800e+03, 1.688994e+03
4.590000e-01, 1.130768e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.834471e-01, 1.314957e-01, -8.861145e+04, 1.693525e+03, 2.501106e+04, 1.693525e+03, 4.700002e+06, 5.017679e-01, 1.440002e-05, 9.447766e-13, 2.579951e-07, 1.770965e-01, 9.385222e-07, 1.612953e-03, 2.861996e-01, 2.980906e-02, 1.570303e-07, 2.856982e-06, 3.820216e-08, 5.173525e-07, 1.060464e-10, 6.210066e-07, 1.838020e-10, 3.436282e-08, 6.688137e-08, 3.494117e-03, 1.365441e-02, 4.557688e+00, 1.616238e+03, 1.619424e+03
4.710000e-01, 1.173116e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.832834e-01, 1.314957e-01, -1.526251e+05, 1.692330e+03, 2.501106e+04, 1.692330e+03, 4.700002e+06, 5.019168e-01, 1.424194e-05, 9.197611e-13, 2.541310e-07, 1.769889e-01, 8.908874e-07, 1.548655e-03, 2.862067e-01, 2.982574e-02, 1.558995e-07, 2.857926e-06, 3.761547e-08, 4.671009e-07, 9.543194e-11, 5.661208e-07, 1.670228e-10, 3.155746e-08, 6.372542e-08, 3.493668e-03, 1.365266e-02, 4.560322e+00, 1.551676e+03, 1.554855e+03
4.830000e-01, 1.215488e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.831217e-01, 1.314957e-01, -1.342450e+04, 1.691161e+03, 2.501106e+04, 1.691161e+03, 4.700002e+06, 5.020569e-01, 1.408494e-05, 8.958116e-13, 2.503499e-07, 1.768872e-01, 8.470378e-07, 1.488872e-03, 2.862117e-01, 2.984286e-02, 1.547517e-07, 2.858825e-06, 3.708239e-08, 4.229196e-07, 8.618715e-11, 5.174255e-07, 1.522673e-10, 2.905358e-08, 6.081489e-08, 3.493251e-03, 1.365102e-02, 4.562928e+00, 1.491658e+03, 1.494831e+03
4.950000e-01, 1.257885e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.829617e-01, 1.314957e-01, -1.182891e+05, 1.690018e+03, 2.501106e+04, 1.690018e+03, 4.700002e+06, 5.021888e-01, 1.393740e-05, 8.731961e-13, 2.467800e-07, 1.767911e-01, 8.064935e-07, 1.433204e-03, 2.862148e-01, 2.986034e-02, 1.536904e-07, 2.859695e-06, 3.659821e-08, 3.841930e-07, 7.803290e-11, 4.744063e-07, 1.391564e-10, 2.682617e-08, 5.811346e-08, 3.492862e-03, 1.364951e-02, 4.565508e+00, 1.435782e+03, 1.438948e+03
5.070000e-01, 1.300305e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.828031e-01, 1.314957e-01, -3.827221e+04, 1.688896e+03, 2.501106e+04, 1.688896e+03, 4.700002e+06, 5.023134e-01, 1.379021e-05, 8.514226e-13, 2.432694e-07, 1.766998e-01, 7.690135e-07, 1.381298e-03, 2.862161e-01, 2.987822e-02, 1.526086e-07, 2.860527e-06, 3.615744e-08, 3.499079e-07, 7.088518e-11, 4.359934e-07, 1.275580e-10, 2.482603e-08, 5.561261e-08, 3.492500e-03, 1.364809e-02, 4.568067e+00, 1.383689e+03, 1.386850e+03
5.190000e-01, 1.342750e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.826461e-01, 1.314957e-01, -1.222599e+05, 1.687794e+03, 2.501106e+04, 1.687794e+03, 4.700002e+06, 5.024312e-01, 1.365004e-05, 8.307158e-13, 2.399207e-07, 1.766131e-01, 7.342350e-07, 1.332834e-03, 2.862158e-01, 2.989639e-02, 1.515881e-07, 2.861332e-06, 3.575645e-08, 3.195984e-07, 6.453921e-11, 4.017918e-07, 1.171898e-10, 2.303470e-08, 5.328473e-08, 3.492162e-03, 1.364677e-02, 4.570605e+00, 1.335057e+03, 1.338213e+03
5.310000e-01, 1.385217e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.824906e-01, 1.314957e-01, 9.665097e+04, 1.686713e+03, 2.501106e+04, 1.686713e+03, 4.700002e+06, 5.025429e-01, 1.350798e-05, 8.106720e-13, 2.365904e-07, 1.765306e-01, 7.020319e-07, 1.287527e-03, 2.862140e-01, 2.991489e-02, 1.505218e-07, 2.862102e-06, 3.539112e-08, 2.925314e-07, 5.896304e-11, 3.709998e-07, 1.079954e-10, 2.141388e-08, 5.112779e-08, 3.491846e-03, 1.364553e-02, 4.573122e+00, 1.289599e+03, 1.292750e+03
5.430000e-01, 1.427708e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.823359e-01, 1.314957e-01, -3.680577e+05, 1.685647e+03, 2.501106e+04, 1.685647e+03, 4.700002e+06, 5.026488e-01, 1.338216e-05, 7.918995e-13, 2.335568e-07, 1.764520e-01, 6.718859e-07, 1.245124e-03, 2.862109e-01, 2.993363e-02, 1.496352e-07, 2.862861e-06, 3.505942e-08, 2.688311e-07, 5.391458e-11, 3.438747e-07, 9.964292e-11, 1.997595e-08, 4.909600e-08, 3.491550e-03, 1.364438e-02, 4.575627e+00, 1.247061e+03, 1.250207e+03
5.550000e-01, 1.470222e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.821812e-01, 1.314957e-01, 2.656062e+03, 1.684590e+03, 2.501106e+04, 1.684590e+03, 4.700002e+06, 5.027498e-01, 1.324186e-05, 7.730838e-13, 2.303297e-07, 1.763765e-01, 6.439832e-07, 1.205408e-03, 2.862063e-01, 2.995293e-02, 1.485558e-07, 2.863579e-06, 3.475645e-08, 2.471246e-07, 4.952001e-11, 3.188298e-07, 9.228027e-11, 1.864517e-08, 4.722362e-08, 3.491273e-03, 1.364330e-02, 4.578134e+00, 1.207222e+03, 1.210363e+03
5.670000e-01, 1.512760e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.820288e-01, 1.314957e-01, -5.986295e+04, 1.683554e+03, 2.501106e+04, 1.683554e+03, 4.700002e+06, 5.028457e-01, 1.311485e-05, 7.554686e-13, 2.273561e-07, 1.763046e-01, 6.179040e-07, 1.168155e-03, 2.862007e-01, 2.997224e-02, 1.476166e-07, 2.864283e-06, 3.448168e-08, 2.279569e-07, 4.553441e-11, 2.965687e-07, 8.557740e-11, 1.745403e-08, 4.546298e-08, 3.491014e-03, 1.364228e-02, 4.580609e+00, 1.169857e+03, 1.172994e+03
