Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_H2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_N2_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
5.790000e-01, 1.540324e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.858847e-01, 1.766800e-01, 8.815523e+03, 1.736320e+03, 2.501106e+04, 1.736320e+03, 4.700002e+06, 3.003041e-01, 1.656800e-05, 1.758363e-11, 9.198962e-07, 2.944452e-01, 2.501604e-08, 2.240862e-05, 3.154069e-01, 8.681741e-02, 1.745059e-07, 1.865318e-06, 8.419183e-09, 9.479577e-10, 1.682256e-13, 4.905920e-10, 1.256064e-13, 1.265459e-11, 2.278039e-09, 2.984409e-03, 1.864953e-02, 6.071578e+00, 2.243654e+01, 2.448943e+01
5.910000e-01, 1.582308e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.857625e-01, 1.766800e-01, 8.206059e+03, 1.735579e+03, 2.501106e+04, 1.735579e+03, 4.700002e+06, 3.003431e-01, 1.645871e-05, 1.731544e-11, 9.119035e-07, 2.944062e-01, 2.501711e-08, 2.256036e-05, 3.153676e-01, 8.685672e-02, 1.737203e-07, 1.865540e-06, 8.445790e-09, 9.491855e-10, 1.681438e-13, 4.939835e-10, 1.262483e-13, 1.279741e-11, 2.282785e-09, 2.984410e-03, 1.864954e-02, 6.074174e+00, 2.258830e+01, 2.464065e+01
6.030000e-01, 1.624310e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.856403e-01, 1.766800e-01, 7.839165e+03, 1.734837e+03, 2.501106e+04, 1.734837e+03, 4.700002e+06, 3.003821e-01, 1.635005e-05, 1.705111e-11, 9.039732e-07, 2.943671e-01, 2.501818e-08, 2.271327e-05, 3.153282e-01, 8.689607e-02, 1.729376e-07, 1.865762e-06, 8.472508e-09, 9.504668e-10, 1.680744e-13, 4.974018e-10, 1.268960e-13, 1.294164e-11, 2.287547e-09, 2.984411e-03, 1.864955e-02, 6.076772e+00, 2.274121e+01, 2.479304e+01
6.150000e-01, 1.666330e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.855182e-01, 1.766800e-01, 8.339462e+03, 1.734096e+03, 2.501106e+04, 1.734096e+03, 4.700002e+06, 3.004212e-01, 1.624202e-05, 1.679059e-11, 8.961051e-07, 2.943280e-01, 2.501928e-08, 2.286737e-05, 3.152888e-01, 8.693548e-02, 1.721578e-07, 1.865985e-06, 8.499336e-09, 9.516690e-10, 1.679777e-13, 5.008443e-10, 1.275442e-13, 1.308749e-11, 2.292325e-09, 2.984412e-03, 1.864955e-02, 6.079373e+00, 2.289532e+01, 2.494663e+01
6.270000e-01, 1.708367e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.853960e-01, 1.766800e-01, 9.543463e+03, 1.733354e+03, 2.501106e+04, 1.733354e+03, 4.700002e+06, 3.004603e-01, 1.613460e-05, 1.653383e-11, 8.882985e-07, 2.942889e-01, 2.502023e-08, 2.302252e-05, 3.152494e-01, 8.697494e-02, 1.713807e-07, 1.866208e-06, 8.526271e-09, 9.528638e-10, 1.678746e-13, 5.043055e-10, 1.281946e-13, 1.323447e-11, 2.297106e-09, 2.984413e-03, 1.864956e-02, 6.081975e+00, 2.305049e+01, 2.510128e+01
6.390000e-01, 1.750423e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.852738e-01, 1.766800e-01, 1.009893e+04, 1.732613e+03, 2.501106e+04, 1.732613e+03, 4.700002e+06, 3.004995e-01, 1.602781e-05, 1.628078e-11, 8.805532e-07, 2.942497e-01, 2.502117e-08, 2.317887e-05, 3.152098e-01, 8.701446e-02, 1.706065e-07, 1.866432e-06, 8.553315e-09, 9.540449e-10, 1.677721e-13, 5.077935e-10, 1.288481e-13, 1.338366e-11, 2.301900e-09, 2.984414e-03, 1.864957e-02, 6.084580e+00, 2.320684e+01, 2.525713e+01
6.510000e-01, 1.792497e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.851516e-01, 1.766800e-01, 1.009402e+04, 1.731871e+03, 2.501106e+04, 1.731871e+03, 4.700002e+06, 3.005387e-01, 1.592163e-05, 1.603138e-11, 8.728688e-07, 2.942104e-01, 2.502201e-08, 2.333635e-05, 3.151703e-01, 8.705402e-02, 1.698352e-07, 1.866656e-06, 8.580468e-09, 9.551984e-10, 1.676659e-13, 5.113045e-10, 1.295034e-13, 1.353490e-11, 2.306699e-09, 2.984415e-03, 1.864957e-02, 6.087187e+00, 2.336433e+01, 2.541410e+01
6.630000e-01, 1.834589e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.850294e-01, 1.766800e-01, 9.534663e+03, 1.731130e+03, 2.501106e+04, 1.731130e+03, 4.700002e+06, 3.005779e-01, 1.581607e-05, 1.578558e-11, 8.652447e-07, 2.941711e-01, 2.502275e-08, 2.349496e-05, 3.151306e-01, 8.709364e-02, 1.690666e-07, 1.866880e-06, 8.607729e-09, 9.563262e-10, 1.675562e-13, 5.148386e-10, 1.301608e-13, 1.368821e-11, 2.311503e-09, 2.984417e-03, 1.864958e-02, 6.089797e+00, 2.352295e+01, 2.557221e+01
6.750000e-01, 1.876699e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.849072e-01, 1.766800e-01, 9.131737e+03, 1.730388e+03, 2.501106e+04, 1.730388e+03, 4.700002e+06, 3.006173e-01, 1.571111e-05, 1.554334e-11, 8.576804e-07, 2.941317e-01, 2.502344e-08, 2.365474e-05, 3.150910e-01, 8.713330e-02, 1.683009e-07, 1.867105e-06, 8.635102e-09, 9.574719e-10, 1.674487e-13, 5.183999e-10, 1.308228e-13, 1.384327e-11, 2.316317e-09, 2.984418e-03, 1.864959e-02, 6.092408e+00, 2.368274e+01, 2.573150e+01
6.870000e-01, 1.918827e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.847851e-01, 1.766800e-01, 8.457421e+03, 1.729647e+03, 2.501106e+04, 1.729647e+03, 4.700002e+06, 3.006566e-01, 1.560676e-05, 1.530459e-11, 8.501754e-07, 2.940923e-01, 2.502405e-08, 2.381567e-05, 3.150512e-01, 8.717302e-02, 1.675379e-07, 1.867329e-06, 8.662585e-09, 9.586224e-10, 1.673419e-13, 5.219877e-10, 1.314888e-13, 1.400027e-11, 2.321138e-09, 2.984419e-03, 1.864960e-02, 6.095023e+00, 2.384369e+01, 2.589195e+01
6.990000e-01, 1.960973e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.846629e-01, 1.766800e-01, 1.471885e+03, 1.728905e+03, 2.501106e+04, 1.728905e+03, 4.700002e+06, 3.006960e-01, 1.550301e-05, 1.506923e-11, 8.427289e-07, 2.940529e-01, 2.502457e-08, 2.397779e-05, 3.150115e-01, 8.721280e-02, 1.667777e-07, 1.867555e-06, 8.690180e-09, 9.597719e-10, 1.672341e-13, 5.256001e-10, 1.321580e-13, 1.415903e-11, 2.325968e-09, 2.984420e-03, 1.864960e-02, 6.097639e+00, 2.400581e+01, 2.605357e+01
7.110000e-01, 2.003137e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.845406e-01, 1.766800e-01, -9.271650e+03, 1.728164e+03, 2.501106e+04, 1.728164e+03, 4.700002e+06, 3.007355e-01, 1.539986e-05, 1.483725e-11, 8.353408e-07, 2.940134e-01, 2.502502e-08, 2.414108e-05, 3.149716e-01, 8.725262e-02, 1.660203e-07, 1.867780e-06, 8.717887e-09, 9.609157e-10, 1.671243e-13, 5.292363e-10, 1.328299e-13, 1.431950e-11, 2.330805e-09, 2.984421e-03, 1.864961e-02, 6.100258e+00, 2.416912e+01, 2.621638e+01
7.230000e-01, 2.045320e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.844184e-01, 1.766800e-01, -1.684894e+04, 1.727422e+03, 2.501106e+04, 1.727422e+03, 4.700002e+06, 3.007750e-01, 1.529731e-05, 1.460867e-11, 8.280114e-07, 2.939738e-01, 2.502539e-08, 2.430555e-05, 3.149317e-01, 8.729250e-02, 1.652657e-07, 1.868006e-06, 8.745706e-09, 9.620573e-10, 1.670133e-13, 5.328971e-10, 1.335050e-13, 1.448174e-11, 2.335650e-09, 2.984422e-03, 1.864962e-02, 6.102879e+00, 2.433359e+01, 2.638036e+01
7.350000e-01, 2.087520e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.842962e-01, 1.766800e-01, -1.729293e+04, 1.726681e+03, 2.501106e+04, 1.726681e+03, 4.700002e+06, 3.008146e-01, 1.519536e-05, 1.438349e-11, 8.207405e-07, 2.939342e-01, 2.502568e-08, 2.447118e-05, 3.148918e-01, 8.733243e-02, 1.645138e-07, 1.868232e-06, 8.773637e-09, 9.631968e-10, 1.669012e-13, 5.365825e-10, 1.341832e-13, 1.464575e-11, 2.340502e-09, 2.984423e-03, 1.864962e-02, 6.105502e+00, 2.449924e+01, 2.654552e+01
7.470000e-01, 2.129739e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.841740e-01, 1.766800e-01, -6.641779e+03, 1.725939e+03, 2.501106e+04, 1.725939e+03, 4.700002e+06, 3.008542e-01, 1.509401e-05, 1.416171e-11, 8.135283e-07, 2.938945e-01, 2.502588e-08, 2.463800e-05, 3.148518e-01, 8.737241e-02, 1.637647e-07, 1.868459e-06, 8.801679e-09, 9.643342e-10, 1.667879e-13, 5.402926e-10, 1.348645e-13, 1.481153e-11, 2.345362e-09, 2.984424e-03, 1.864963e-02, 6.108128e+00, 2.466606e+01, 2.671186e+01
7.590000e-01, 2.171976e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.840518e-01, 1.766800e-01, 3.450907e+03, 1.725198e+03, 2.501106e+04, 1.725198e+03, 4.700002e+06, 3.008938e-01, 1.499326e-05, 1.394319e-11, 8.063742e-07, 2.938548e-01, 2.502600e-08, 2.480598e-05, 3.148118e-01, 8.741243e-02, 1.630185e-07, 1.868686e-06, 8.829831e-09, 9.654669e-10, 1.666734e-13, 5.440272e-10, 1.355489e-13, 1.497921e-11, 2.350228e-09, 2.984426e-03, 1.864964e-02, 6.110756e+00, 2.483406e+01, 2.687938e+01
7.710000e-01, 2.214231e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.839297e-01, 1.766800e-01, -1.341962e+04, 1.724457e+03, 2.501106e+04, 1.724457e+03, 4.700002e+06, 3.009335e-01, 1.489312e-05, 1.372764e-11, 7.992768e-07, 2.938151e-01, 2.502601e-08, 2.497515e-05, 3.147717e-01, 8.745250e-02, 1.622753e-07, 1.868913e-06, 8.858088e-09, 9.665900e-10, 1.665577e-13, 5.477862e-10, 1.362360e-13, 1.514903e-11, 2.355097e-09, 2.984427e-03, 1.864965e-02, 6.113384e+00, 2.500324e+01, 2.704808e+01
7.830000e-01, 2.256504e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.838076e-01, 1.766800e-01, -2.474954e+04, 1.723715e+03, 2.501106e+04, 1.723715e+03, 4.700002e+06, 3.009733e-01, 1.479359e-05, 1.351533e-11, 7.922374e-07, 2.937753e-01, 2.502592e-08, 2.514550e-05, 3.147316e-01, 8.749261e-02, 1.615350e-07, 1.869140e-06, 8.886455e-09, 9.677080e-10, 1.664408e-13, 5.515699e-10, 1.369261e-13, 1.532076e-11, 2.359972e-09, 2.984428e-03, 1.864965e-02, 6.116015e+00, 2.517359e+01, 2.721796e+01
7.950000e-01, 2.298796e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.836854e-01, 1.766800e-01, -2.647590e+04, 1.722974e+03, 2.501106e+04, 1.722974e+03, 4.700002e+06, 3.010130e-01, 1.469466e-05, 1.330626e-11, 7.852559e-07, 2.937355e-01, 2.502574e-08, 2.531701e-05, 3.146914e-01, 8.753277e-02, 1.607975e-07, 1.869368e-06, 8.914931e-09, 9.688210e-10, 1.663227e-13, 5.553781e-10, 1.376192e-13, 1.549441e-11, 2.364852e-09, 2.984429e-03, 1.864966e-02, 6.118648e+00, 2.534512e+01, 2.738901e+01
8.070000e-01, 2.341105e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.835633e-01, 1.766800e-01, -1.454238e+04, 1.722234e+03, 2.501106e+04, 1.722234e+03, 4.700002e+06, 3.010529e-01, 1.459633e-05, 1.310042e-11, 7.783323e-07, 2.936956e-01, 2.502547e-08, 2.548971e-05, 3.146512e-01, 8.757297e-02, 1.600629e-07, 1.869596e-06, 8.943517e-09, 9.699290e-10, 1.662034e-13, 5.592109e-10, 1.383153e-13, 1.566998e-11, 2.369738e-09, 2.984430e-03, 1.864967e-02, 6.121283e+00, 2.551783e+01, 2.756125e+01
