Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_H2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_N2_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
1.350000e-01, 0.000000e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.933384e-01, 1.766800e-01, 3.706613e+07, 1.825123e+03, 0.000000e+00, 1.825123e+03, 4.700000e+06, 2.727573e-01, 3.377703e-05, 8.503918e-06, 2.710612e-06, 3.132548e-01, 2.714807e-05, 1.091108e-02, 3.081481e-01, 9.060304e-02, 2.698881e-07, 2.590237e-06, 9.390712e-07, 9.447395e-04, 2.005849e-07, 2.409103e-04, 7.518882e-08, 3.974318e-06, 2.540763e-06, 3.057335e-03, 1.910525e-02, 5.917300e+00, 1.331803e+04, 1.332691e+04
1.350053e-01, 1.807118e-05, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.933445e-01, 1.766800e-01, -1.185787e+07, 1.825136e+03, 2.501106e+04, 1.825136e+03, 4.700002e+06, 2.727688e-01, 3.359147e-05, 2.987304e-06, 2.694805e-06, 3.132546e-01, 2.697934e-05, 1.090150e-02, 3.081574e-01, 9.059819e-02, 2.684060e-07, 2.579443e-06, 9.318134e-07, 9.447323e-04, 1.993478e-07, 2.407054e-04, 7.431130e-08, 3.878672e-06, 2.526805e-06, 3.057291e-03, 1.910497e-02, 5.917177e+00, 1.330767e+04, 1.331650e+04
1.350410e-01, 1.397069e-04, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.933305e-01, 1.766800e-01, -3.729587e+07, 1.824817e+03, 2.501106e+04, 1.824817e+03, 4.700002e+06, 2.728853e-01, 3.341288e-05, 3.012215e-09, 2.676337e-06, 3.131914e-01, 2.667297e-05, 1.083824e-02, 3.082230e-01, 9.054916e-02, 2.672639e-07, 2.564495e-06, 9.194594e-07, 9.427695e-04, 1.978109e-07, 2.401183e-04, 7.364984e-08, 3.832740e-06, 2.496418e-06, 3.056903e-03, 1.910255e-02, 5.917459e+00, 1.323890e+04, 1.324765e+04
1.357749e-01, 2.642844e-03, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.931035e-01, 1.766800e-01, -2.339808e+07, 1.819403e+03, 2.501106e+04, 1.819403e+03, 4.700002e+06, 2.751919e-01, 3.214712e-05, 1.092731e-10, 2.509809e-06, 3.116412e-01, 2.322489e-05, 9.885723e-03, 3.091613e-01, 8.997471e-02, 2.617164e-07, 2.457961e-06, 8.000862e-07, 8.130196e-04, 1.683637e-07, 2.147732e-04, 6.406037e-08, 3.291493e-06, 2.178736e-06, 3.050193e-03, 1.906062e-02, 5.922043e+00, 1.197158e+04, 1.197946e+04
1.383128e-01, 1.130851e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.926462e-01, 1.766800e-01, -1.466910e+07, 1.807377e+03, 2.501106e+04, 1.807377e+03, 4.700002e+06, 2.806303e-01, 2.939560e-05, 8.513028e-11, 2.163017e-06, 3.078081e-01, 1.654632e-05, 7.846135e-03, 3.112815e-01, 8.880699e-02, 2.489988e-07, 2.260100e-06, 5.661214e-07, 4.160020e-04, 8.449732e-08, 1.214459e-04, 3.544472e-08, 1.991083e-06, 1.450095e-06, 3.034767e-03, 1.896422e-02, 5.931297e+00, 8.941802e+03, 8.947779e+03
1.448967e-01, 3.384197e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.917934e-01, 1.766800e-01, -6.846678e+06, 1.789859e+03, 2.501106e+04, 1.789859e+03, 4.700002e+06, 2.880370e-01, 2.570816e-05, 5.643689e-11, 1.741282e-06, 3.028162e-01, 8.689055e-06, 4.828784e-03, 3.137569e-01, 8.735800e-02, 2.304652e-07, 2.049341e-06, 2.976055e-07, 1.112054e-04, 2.196504e-08, 3.764722e-05, 1.069909e-08, 6.982980e-07, 7.070116e-07, 3.014136e-03, 1.883530e-02, 5.948632e+00, 5.136641e+03, 5.140633e+03
1.470000e-01, 4.105260e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.915970e-01, 1.766800e-01, -5.646458e+06, 1.786331e+03, 2.501106e+04, 1.786331e+03, 4.700002e+06, 2.894611e-01, 2.501300e-05, 5.201489e-11, 1.666856e-06, 3.018822e-01, 7.355921e-06, 4.221193e-03, 3.141821e-01, 8.709871e-02, 2.267834e-07, 2.016439e-06, 2.526690e-07, 7.926373e-05, 1.556519e-08, 2.764572e-05, 7.813139e-09, 5.256067e-07, 5.927285e-07, 3.010221e-03, 1.881084e-02, 5.952638e+00, 4.443467e+03, 4.447149e+03
1.590000e-01, 8.226370e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.908534e-01, 1.766800e-01, -2.297619e+06, 1.774183e+03, 2.501106e+04, 1.774183e+03, 4.700002e+06, 2.941762e-01, 2.273655e-05, 3.925721e-11, 1.434070e-06, 2.988267e-01, 3.385605e-06, 2.170169e-03, 3.154849e-01, 8.629154e-02, 2.142893e-07, 1.924933e-06, 1.196329e-07, 1.652331e-05, 3.179579e-09, 6.385430e-06, 1.769695e-09, 1.320742e-07, 2.671211e-07, 2.997393e-03, 1.873067e-02, 5.967857e+00, 2.219646e+03, 2.222440e+03
1.710000e-01, 1.235538e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.904319e-01, 1.766800e-01, -1.244526e+06, 1.768216e+03, 2.501106e+04, 1.768216e+03, 4.700002e+06, 2.963234e-01, 2.169132e-05, 3.423808e-11, 1.332828e-06, 2.974441e-01, 1.814121e-06, 1.227512e-03, 3.160162e-01, 8.596330e-02, 2.083348e-07, 1.892144e-06, 6.723702e-08, 4.717638e-06, 8.984180e-10, 1.916707e-06, 5.258900e-10, 4.128777e-08, 1.426950e-07, 2.991648e-03, 1.869477e-02, 5.976517e+00, 1.242680e+03, 1.245133e+03
1.830000e-01, 1.648929e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.901487e-01, 1.766800e-01, -1.114895e+06, 1.764717e+03, 2.501106e+04, 1.764717e+03, 4.700002e+06, 2.974687e-01, 2.112139e-05, 3.166842e-11, 1.278774e-06, 2.967032e-01, 1.044378e-06, 7.293972e-04, 3.162699e-01, 8.581230e-02, 2.050978e-07, 1.877122e-06, 4.161106e-08, 1.561423e-06, 2.943852e-10, 6.531049e-07, 1.775242e-10, 1.440590e-08, 8.223015e-08, 2.988642e-03, 1.867599e-02, 5.982350e+00, 7.349005e+02, 7.371889e+02
1.950000e-01, 2.062669e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.899344e-01, 1.766800e-01, -3.377319e+05, 1.762415e+03, 2.501106e+04, 1.762415e+03, 4.700002e+06, 2.981312e-01, 2.072107e-05, 3.006785e-11, 1.243051e-06, 2.962696e-01, 6.285270e-07, 4.476383e-04, 3.163944e-01, 8.574469e-02, 2.026382e-07, 1.869344e-06, 2.777565e-08, 5.646910e-07, 1.066019e-10, 2.406663e-07, 6.546697e-11, 5.386197e-09, 4.964038e-08, 2.986949e-03, 1.866541e-02, 5.986772e+00, 4.498887e+02, 4.520879e+02
2.070000e-01, 2.476685e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.897578e-01, 1.766800e-01, -3.257825e+05, 1.760755e+03, 2.501106e+04, 1.760755e+03, 4.700002e+06, 2.985358e-01, 2.046432e-05, 2.902678e-11, 1.219960e-06, 2.959996e-01, 3.902100e-07, 2.819799e-04, 3.164513e-01, 8.572094e-02, 2.011361e-07, 1.865135e-06, 1.985274e-08, 2.180065e-07, 4.096468e-11, 9.416654e-08, 2.550322e-11, 2.130222e-09, 3.093660e-08, 2.985956e-03, 1.865920e-02, 5.990422e+00, 2.829989e+02, 2.851470e+02
2.190000e-01, 2.890936e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.896027e-01, 1.766800e-01, -1.297331e+05, 1.759461e+03, 2.501106e+04, 1.759461e+03, 4.700002e+06, 2.987942e-01, 2.025393e-05, 2.824188e-11, 1.201892e-06, 2.958222e-01, 2.495945e-07, 1.822634e-04, 3.164702e-01, 8.572186e-02, 1.998339e-07, 1.862772e-06, 1.518404e-08, 8.921391e-08, 1.676044e-11, 3.891999e-08, 1.053742e-11, 8.870278e-10, 1.989091e-08, 2.985359e-03, 1.865547e-02, 5.993629e+00, 1.827711e+02, 1.848888e+02
2.310000e-01, 3.305400e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.894604e-01, 1.766800e-01, -7.547505e+04, 1.758382e+03, 2.501106e+04, 1.758382e+03, 4.700002e+06, 2.989669e-01, 2.008296e-05, 2.762088e-11, 1.187454e-06, 2.956991e-01, 1.646266e-07, 1.213011e-04, 3.164669e-01, 8.573719e-02, 1.987725e-07, 1.861459e-06, 1.236969e-08, 3.887934e-08, 7.290691e-12, 1.710042e-08, 4.621568e-12, 3.921248e-10, 1.320369e-08, 2.984995e-03, 1.865319e-02, 5.996576e+00, 1.215785e+02, 1.236776e+02
2.430000e-01, 3.720062e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.893258e-01, 1.766800e-01, -4.394520e+04, 1.757431e+03, 2.501106e+04, 1.757431e+03, 4.700002e+06, 2.990882e-01, 1.993061e-05, 2.709072e-11, 1.174896e-06, 2.956086e-01, 1.125606e-07, 8.360005e-05, 3.164504e-01, 8.576115e-02, 1.978052e-07, 1.860748e-06, 1.065265e-08, 1.821907e-08, 3.410048e-12, 8.069642e-09, 2.176933e-12, 1.859658e-10, 9.099400e-09, 2.984769e-03, 1.865179e-02, 5.999367e+00, 8.376558e+01, 8.585308e+01
2.550000e-01, 4.134913e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.891958e-01, 1.766800e-01, -2.667321e+04, 1.756560e+03, 2.501106e+04, 1.756560e+03, 4.700002e+06, 2.991781e-01, 1.978886e-05, 2.661557e-11, 1.163444e-06, 2.955379e-01, 8.031673e-08, 6.009402e-05, 3.164258e-01, 8.579040e-02, 1.968868e-07, 1.860396e-06, 9.597301e-09, 9.303952e-09, 1.737985e-12, 4.146856e-09, 1.116564e-12, 9.597297e-11, 6.554163e-09, 2.984629e-03, 1.865091e-02, 6.002062e+00, 6.020145e+01, 6.228153e+01
2.670000e-01, 4.549948e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.890688e-01, 1.766800e-01, -1.712346e+04, 1.755736e+03, 2.501106e+04, 1.755736e+03, 4.700002e+06, 2.992487e-01, 1.965338e-05, 2.617517e-11, 1.152668e-06, 2.954794e-01, 6.017651e-08, 4.534369e-05, 3.163962e-01, 8.582290e-02, 1.959947e-07, 1.860259e-06, 8.946412e-09, 5.243064e-09, 9.772916e-13, 2.350487e-09, 6.315578e-13, 5.460106e-11, 4.962774e-09, 2.984541e-03, 1.865036e-02, 6.004700e+00, 4.541917e+01, 4.749439e+01
2.790000e-01, 4.965164e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.889436e-01, 1.766800e-01, -1.558114e+04, 1.754943e+03, 2.501106e+04, 1.754943e+03, 4.700002e+06, 2.993073e-01, 1.952185e-05, 2.575784e-11, 1.142326e-06, 2.954284e-01, 4.750696e-08, 3.604457e-05, 3.163635e-01, 8.585745e-02, 1.951180e-07, 1.860254e-06, 8.545443e-09, 3.283065e-09, 6.105627e-13, 1.479986e-09, 3.968210e-13, 3.451576e-11, 3.961252e-09, 2.984486e-03, 1.865001e-02, 6.007302e+00, 3.610167e+01, 3.817361e+01
2.910000e-01, 5.380560e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.888195e-01, 1.766800e-01, 3.293124e+04, 1.754169e+03, 2.501106e+04, 1.754169e+03, 4.700002e+06, 2.993584e-01, 1.939214e-05, 2.535585e-11, 1.132231e-06, 2.953822e-01, 3.949981e-08, 3.016067e-05, 3.163289e-01, 8.589330e-02, 1.942427e-07, 1.860330e-06, 8.300660e-09, 2.262081e-09, 4.204734e-13, 1.023676e-09, 2.743303e-13, 2.390824e-11, 3.329111e-09, 2.984451e-03, 1.864980e-02, 6.009883e+00, 3.020679e+01, 3.227642e+01
3.030000e-01, 5.796133e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.886961e-01, 1.766800e-01, 9.303626e+04, 1.753406e+03, 2.501106e+04, 1.753406e+03, 4.700002e+06, 2.994047e-01, 1.926420e-05, 2.496580e-11, 1.122338e-06, 2.953390e-01, 3.440516e-08, 2.643271e-05, 3.162929e-01, 8.593000e-02, 1.933731e-07, 1.860456e-06, 8.153585e-09, 1.719753e-09, 3.194578e-13, 7.811753e-10, 2.088926e-13, 1.810671e-11, 2.927914e-09, 2.984429e-03, 1.864966e-02, 6.012452e+00, 2.647216e+01, 2.854009e+01
3.150000e-01, 6.211883e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.885733e-01, 1.766800e-01, -2.292283e+03, 1.752652e+03, 2.501106e+04, 1.752652e+03, 4.700002e+06, 2.994481e-01, 1.913982e-05, 2.458737e-11, 1.112719e-06, 2.952976e-01, 3.109205e-08, 2.406589e-05, 3.162562e-01, 8.596720e-02, 1.925314e-07, 1.860616e-06, 8.066276e-09, 1.430508e-09, 2.640340e-13, 6.567463e-10, 1.745877e-13, 1.539656e-11, 2.666819e-09, 2.984415e-03, 1.864957e-02, 6.015011e+00, 2.410119e+01, 2.616783e+01
3.270000e-01, 6.627811e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.884506e-01, 1.766800e-01, -1.184710e+03, 1.751902e+03, 2.501106e+04, 1.751902e+03, 4.700002e+06, 2.994896e-01, 1.901509e-05, 2.421502e-11, 1.103142e-06, 2.952574e-01, 2.898272e-08, 2.258132e-05, 3.162189e-01, 8.600481e-02, 1.916785e-07, 1.860795e-06, 8.019526e-09, 1.236359e-09, 2.280337e-13, 5.696302e-10, 1.514746e-13, 1.346585e-11, 2.502476e-09, 2.984406e-03, 1.864952e-02, 6.017568e+00, 2.261394e+01, 2.467953e+01
3.390000e-01, 7.043915e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.883282e-01, 1.766800e-01, 1.899744e+04, 1.751156e+03, 2.501106e+04, 1.751156e+03, 4.700002e+06, 2.995299e-01, 1.889133e-05, 2.384963e-11, 1.093671e-06, 2.952180e-01, 2.761383e-08, 2.165656e-05, 3.161813e-01, 8.604267e-02, 1.908291e-07, 1.860987e-06, 7.997776e-09, 1.131345e-09, 2.082982e-13, 5.228747e-10, 1.387892e-13, 1.235240e-11, 2.397232e-09, 2.984401e-03, 1.864948e-02, 6.020124e+00, 2.168751e+01, 2.375221e+01
3.510000e-01, 7.460196e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.882058e-01, 1.766800e-01, 9.474345e+03, 1.750411e+03, 2.501106e+04, 1.750411e+03, 4.700002e+06, 2.995695e-01, 1.876854e-05, 2.349036e-11, 1.084297e-06, 2.951790e-01, 2.671959e-08, 2.109439e-05, 3.161434e-01, 8.608072e-02, 1.899846e-07, 1.861188e-06, 7.992087e-09, 1.055297e-09, 1.939214e-13, 4.911875e-10, 1.301601e-13, 1.169153e-11, 2.329737e-09, 2.984397e-03, 1.864946e-02, 6.022679e+00, 2.112423e+01, 2.318815e+01
3.630000e-01, 7.876653e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.880836e-01, 1.766800e-01, 1.835379e+04, 1.749667e+03, 2.501106e+04, 1.749667e+03, 4.700002e+06, 2.996086e-01, 1.864650e-05, 2.313684e-11, 1.075006e-06, 2.951403e-01, 2.613626e-08, 2.077026e-05, 3.161053e-01, 8.611889e-02, 1.891426e-07, 1.861394e-06, 7.996971e-09, 1.013759e-09, 1.859497e-13, 4.740019e-10, 1.253811e-13, 1.130461e-11, 2.287249e-09, 2.984396e-03, 1.864945e-02, 6.025235e+00, 2.079939e+01, 2.286259e+01
3.750000e-01, 8.293287e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.879614e-01, 1.766800e-01, -3.522028e+03, 1.748924e+03, 2.501106e+04, 1.748924e+03, 4.700002e+06, 2.996474e-01, 1.852531e-05, 2.278869e-11, 1.065799e-06, 2.951017e-01, 2.575273e-08, 2.060182e-05, 3.160671e-01, 8.615718e-02, 1.883050e-07, 1.861604e-06, 8.008684e-09, 9.845431e-10, 1.802149e-13, 4.635355e-10, 1.223339e-13, 1.113524e-11, 2.260612e-09, 2.984395e-03, 1.864945e-02, 6.027792e+00, 2.063049e+01, 2.269302e+01
3.870000e-01, 8.710098e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.878392e-01, 1.766800e-01, 2.216842e+04, 1.748182e+03, 2.501106e+04, 1.748182e+03, 4.700002e+06, 2.996860e-01, 1.840471e-05, 2.244578e-11, 1.056662e-06, 2.950633e-01, 2.550151e-08, 2.053531e-05, 3.160287e-01, 8.619555e-02, 1.874686e-07, 1.861816e-06, 8.024975e-09, 9.665962e-10, 1.766735e-13, 4.568487e-10, 1.204424e-13, 1.098684e-11, 2.244892e-09, 2.984395e-03, 1.864945e-02, 6.030351e+00, 2.056368e+01, 2.262557e+01
3.990000e-01, 9.127086e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.877170e-01, 1.766800e-01, 3.413726e+03, 1.747441e+03, 2.501106e+04, 1.747441e+03, 4.700002e+06, 2.997245e-01, 1.828497e-05, 2.210792e-11, 1.047606e-06, 2.950248e-01, 2.533430e-08, 2.053646e-05, 3.159903e-01, 8.623399e-02, 1.866372e-07, 1.862030e-06, 8.044190e-09, 9.553723e-10, 1.742681e-13, 4.546652e-10, 1.195798e-13, 1.100988e-11, 2.235674e-09, 2.984395e-03, 1.864945e-02, 6.032911e+00, 2.056464e+01, 2.262592e+01
4.110000e-01, 9.544251e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.875949e-01, 1.766800e-01, 4.462523e+04, 1.746699e+03, 2.501106e+04, 1.746699e+03, 4.700002e+06, 2.997629e-01, 1.816578e-05, 2.177500e-11, 1.038616e-06, 2.949865e-01, 2.522530e-08, 2.058280e-05, 3.159518e-01, 8.627250e-02, 1.858065e-07, 1.862246e-06, 8.065489e-09, 9.473643e-10, 1.726361e-13, 4.517757e-10, 1.188015e-13, 1.092891e-11, 2.231541e-09, 2.984395e-03, 1.864945e-02, 6.035472e+00, 2.061084e+01, 2.267152e+01
4.230000e-01, 9.961593e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.874728e-01, 1.766800e-01, -6.162469e+04, 1.745958e+03, 2.501106e+04, 1.745958e+03, 4.700002e+06, 2.998014e-01, 1.804760e-05, 2.144663e-11, 1.029707e-06, 2.949481e-01, 2.514830e-08, 2.065920e-05, 3.159133e-01, 8.631107e-02, 1.849841e-07, 1.862462e-06, 8.087935e-09, 9.464150e-10, 1.716066e-13, 4.582833e-10, 1.197232e-13, 1.125202e-11, 2.229161e-09, 2.984396e-03, 1.864945e-02, 6.038037e+00, 2.068719e+01, 2.274727e+01
4.350000e-01, 1.037911e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.873506e-01, 1.766800e-01, 1.296062e+04, 1.745216e+03, 2.501106e+04, 1.745216e+03, 4.700002e+06, 2.998399e-01, 1.792962e-05, 2.112318e-11, 1.020850e-06, 2.949096e-01, 2.510197e-08, 2.075610e-05, 3.158746e-01, 8.634972e-02, 1.841578e-07, 1.862679e-06, 8.111594e-09, 9.397531e-10, 1.706058e-13, 4.546245e-10, 1.189896e-13, 1.116637e-11, 2.230207e-09, 2.984397e-03, 1.864946e-02, 6.040605e+00, 2.078402e+01, 2.284352e+01
4.470000e-01, 1.079681e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.872284e-01, 1.766800e-01, 1.305007e+04, 1.744474e+03, 2.501106e+04, 1.744474e+03, 4.700002e+06, 2.998784e-01, 1.781247e-05, 2.080356e-11, 1.012066e-06, 2.948711e-01, 2.506710e-08, 2.086703e-05, 3.158359e-01, 8.638844e-02, 1.833365e-07, 1.862900e-06, 8.135707e-09, 9.432432e-10, 1.703087e-13, 4.575950e-10, 1.194993e-13, 1.110248e-11, 2.232276e-09, 2.984398e-03, 1.864946e-02, 6.043174e+00, 2.089492e+01, 2.295385e+01
4.590000e-01, 1.121468e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.871062e-01, 1.766800e-01, 3.538574e+03, 1.743733e+03, 2.501106e+04, 1.743733e+03, 4.700002e+06, 2.999168e-01, 1.769608e-05, 2.048970e-11, 1.003356e-06, 2.948326e-01, 2.504715e-08, 2.098807e-05, 3.157972e-01, 8.642717e-02, 1.825197e-07, 1.863115e-06, 8.160442e-09, 9.374721e-10, 1.694734e-13, 4.589409e-10, 1.196531e-13, 1.136978e-11, 2.234719e-09, 2.984399e-03, 1.864947e-02, 6.045747e+00, 2.101593e+01, 2.307428e+01
4.710000e-01, 1.163274e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.869840e-01, 1.766800e-01, 7.973713e+03, 1.742991e+03, 2.501106e+04, 1.742991e+03, 4.700002e+06, 2.999554e-01, 1.758032e-05, 2.017983e-11, 9.947123e-07, 2.947941e-01, 2.503365e-08, 2.111662e-05, 3.157584e-01, 8.646597e-02, 1.817050e-07, 1.863334e-06, 8.185490e-09, 9.398386e-10, 1.695700e-13, 4.623757e-10, 1.203123e-13, 1.147614e-11, 2.238177e-09, 2.984400e-03, 1.864948e-02, 6.048320e+00, 2.114448e+01, 2.320227e+01
4.830000e-01, 1.205097e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.868619e-01, 1.766800e-01, 4.806675e+03, 1.742250e+03, 2.501106e+04, 1.742250e+03, 4.700002e+06, 2.999939e-01, 1.746525e-05, 1.987447e-11, 9.861380e-07, 2.947555e-01, 2.502504e-08, 2.125027e-05, 3.157195e-01, 8.650481e-02, 1.808936e-07, 1.863553e-06, 8.210803e-09, 9.397810e-10, 1.692415e-13, 4.651359e-10, 1.208036e-13, 1.160260e-11, 2.241981e-09, 2.984400e-03, 1.864948e-02, 6.050895e+00, 2.127813e+01, 2.333536e+01
4.950000e-01, 1.246938e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.867398e-01, 1.766800e-01, 6.193224e+03, 1.741509e+03, 2.501106e+04, 1.741509e+03, 4.700002e+06, 3.000326e-01, 1.735083e-05, 1.957346e-11, 9.776300e-07, 2.947169e-01, 2.501974e-08, 2.138765e-05, 3.156807e-01, 8.654371e-02, 1.800850e-07, 1.863772e-06, 8.236335e-09, 9.406531e-10, 1.690983e-13, 4.680303e-10, 1.213496e-13, 1.171991e-11, 2.246107e-09, 2.984401e-03, 1.864949e-02, 6.053472e+00, 2.141551e+01, 2.347219e+01
5.070000e-01, 1.288796e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.866176e-01, 1.766800e-01, 1.044252e+04, 1.740768e+03, 2.501106e+04, 1.740768e+03, 4.700002e+06, 3.000712e-01, 1.723706e-05, 1.927674e-11, 9.691876e-07, 2.946782e-01, 2.501642e-08, 2.152775e-05, 3.156417e-01, 8.658265e-02, 1.792792e-07, 1.863992e-06, 8.262041e-09, 9.422319e-10, 1.690817e-13, 4.711545e-10, 1.219551e-13, 1.183527e-11, 2.250429e-09, 2.984403e-03, 1.864949e-02, 6.056052e+00, 2.155562e+01, 2.361174e+01
5.190000e-01, 1.330673e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.864955e-01, 1.766800e-01, 8.861725e+03, 1.740026e+03, 2.501106e+04, 1.740026e+03, 4.700002e+06, 3.001099e-01, 1.712396e-05, 1.898430e-11, 9.608117e-07, 2.946395e-01, 2.501444e-08, 2.167017e-05, 3.156027e-01, 8.662165e-02, 1.784765e-07, 1.864212e-06, 8.287896e-09, 9.422943e-10, 1.687493e-13, 4.741781e-10, 1.224983e-13, 1.197168e-11, 2.254820e-09, 2.984404e-03, 1.864950e-02, 6.058634e+00, 2.169804e+01, 2.375361e+01
5.310000e-01, 1.372567e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.863733e-01, 1.766800e-01, 8.879619e+03, 1.739285e+03, 2.501106e+04, 1.739285e+03, 4.700002e+06, 3.001486e-01, 1.701148e-05, 1.869600e-11, 9.524996e-07, 2.946007e-01, 2.501362e-08, 2.181459e-05, 3.155637e-01, 8.666070e-02, 1.776766e-07, 1.864432e-06, 8.313900e-09, 9.438046e-10, 1.687550e-13, 4.773737e-10, 1.231202e-13, 1.210169e-11, 2.259350e-09, 2.984405e-03, 1.864951e-02, 6.061218e+00, 2.184247e+01, 2.389750e+01
5.430000e-01, 1.414480e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.862512e-01, 1.766800e-01, 8.869703e+03, 1.738544e+03, 2.501106e+04, 1.738544e+03, 4.700002e+06, 3.001874e-01, 1.689964e-05, 1.841183e-11, 9.442523e-07, 2.945619e-01, 2.501361e-08, 2.196083e-05, 3.155245e-01, 8.669980e-02, 1.768795e-07, 1.864653e-06, 8.340040e-09, 9.453753e-10, 1.687671e-13, 4.806362e-10, 1.237551e-13, 1.223420e-11, 2.263960e-09, 2.984406e-03, 1.864951e-02, 6.063805e+00, 2.198873e+01, 2.404321e+01
5.550000e-01, 1.456410e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.861290e-01, 1.766800e-01, 8.886326e+03, 1.737803e+03, 2.501106e+04, 1.737803e+03, 4.700002e+06, 3.002263e-01, 1.678845e-05, 1.813176e-11, 9.360697e-07, 2.945231e-01, 2.501414e-08, 2.210870e-05, 3.154854e-01, 8.673895e-02, 1.760854e-07, 1.864874e-06, 8.366303e-09, 9.464468e-10, 1.686436e-13, 4.839265e-10, 1.243758e-13, 1.237127e-11, 2.268619e-09, 2.984407e-03, 1.864952e-02, 6.066394e+00, 2.213660e+01, 2.419055e+01
5.670000e-01, 1.498358e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.860069e-01, 1.766800e-01, 9.019320e+03, 1.737061e+03, 2.501106e+04, 1.737061e+03, 4.700002e+06, 3.002651e-01, 1.667791e-05, 1.785572e-11, 9.279516e-07, 2.944842e-01, 2.501496e-08, 2.225800e-05, 3.154462e-01, 8.677816e-02, 1.752942e-07, 1.865096e-06, 8.392684e-09, 9.469191e-10, 1.683606e-13, 4.872298e-10, 1.249760e-13, 1.251297e-11, 2.273308e-09, 2.984408e-03, 1.864953e-02, 6.068985e+00, 2.228591e+01, 2.433933e+01
