Solution_No_PFRC2_(), Inlet_flow_rate_of_C1__PSR_to_C2__PFR_PFRC2_(kg/sec), Inlet_temperature_of_C1__PSR_to_C2__PFR_PFRC2_(K), Inlet_mole_fraction_H2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_H_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_O2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_OH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_H2O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_HO2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_H2O2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CH2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CH2(S)_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CH3_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CH4_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CO2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_HCO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CH2O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CH2OH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CH3O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CH3OH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_C2H2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_C2H3_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_C2H4_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_C2H5_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_C2H6_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CH2CO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_N2_of_C1__PSR_to_C2__PFR_PFRC2_(), Area_PFRC2_(m2), Cycle_time_PFRC2_(sec), Ambient_temperature_PFRC2_(K), Surface_material_area_fraction_PFRC2_()
1.000000e+00, 1.766800e-01, 1.825123e+03, 2.727573e-01, 3.377703e-05, 5.742343e-10, 8.503918e-06, 2.710612e-06, 3.132548e-01, 8.920731e-09, 2.351059e-09, 1.593854e-12, 3.976891e-09, 1.349479e-10, 2.714807e-05, 1.091108e-02, 3.081481e-01, 9.060304e-02, 2.698881e-07, 2.590237e-06, 2.880187e-09, 6.683747e-11, 9.390712e-07, 9.447395e-04, 2.005849e-07, 2.409103e-04, 7.518882e-08, 3.974318e-06, 2.540763e-06, 3.057335e-03, 1.130973e-02, 1.200000e+02, 2.981500e+02, 1.000000e+00
