Solution_No_PSRC1_(), Volume_PSRC1_(m3), Exit_mass_flow_rate_PSRC1_(kg/sec), Volumetric_heat_production_rate_PSRC1_(J/m3-sec), Surface_temperature_PSRC1_(K), Heat_loss_rate_PSRC1_(J/sec), Temperature_PSRC1_(K), Mass_PSRC1_(kg), Pressure_PSRC1_(Pa), Mole_fraction_H2_PSRC1_(), Mole_fraction_H_PSRC1_(), Mole_fraction_O2_PSRC1_(), Mole_fraction_OH_PSRC1_(), Mole_fraction_H2O_PSRC1_(), Mole_fraction_HO2_PSRC1_(), Mole_fraction_H2O2_PSRC1_(), Mole_fraction_CH3_PSRC1_(), Mole_fraction_CH4_PSRC1_(), Mole_fraction_CO_PSRC1_(), Mole_fraction_CO2_PSRC1_(), Mole_fraction_CH2O_PSRC1_(), Mole_fraction_CH3OH_PSRC1_(), Mole_fraction_C2H2_PSRC1_(), Mole_fraction_C2H3_PSRC1_(), Mole_fraction_C2H4_PSRC1_(), Mole_fraction_C2H5_PSRC1_(), Mole_fraction_C2H6_PSRC1_(), Mole_fraction_CH2CO_PSRC1_(), Mole_fraction_HCCOH_PSRC1_(), Mole_fraction_N2_PSRC1_(), Mole_fraction_C3H7_PSRC1_(), Mole_fraction_C3H8_PSRC1_(), Mole_fraction_CH3CHO_PSRC1_(), Molecular_weight_PSRC1_(kg/mole), Mass_density_PSRC1_(kg/m3), Unburned_hydrocarbons_PSRC1_(ppm), Volatile_organic_compounds_PSRC1_(ppm), Residence_time_PSRC1_(sec), Inlet_flow_rate_of_C1_Inlet1_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet1_PSRC1_(K), Inlet_mole_fraction_CH4_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_CO2_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_C2H6_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_N2_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_C3H8_of_C1_Inlet1_PSRC1_(), Inlet_flow_rate_of_C1_Inlet2_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet2_PSRC1_(K), Inlet_mole_fraction_O2_of_C1_Inlet2_PSRC1_(), Inlet_mole_fraction_H2O_of_C1_Inlet2_PSRC1_(), Inlet_flow_rate_of_C1_Inlet3_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet3_PSRC1_(K), Inlet_mole_fraction_H2O_of_C1_Inlet3_PSRC1_(), Inlet_flow_rate_of_C1_Inlet4_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet4_PSRC1_(K), Inlet_mole_fraction_CO2_of_C1_Inlet4_PSRC1_(), Ambient_temperature_PSRC1_(K), Surface_material_area_fraction_PSRC1_()
1.000000e+00, 1.370000e-02, 1.766800e-01, 5.534832e+07, 1.411229e+03, 4.235994e+05, 1.411227e+03, 1.372345e-01, 4.700000e+06, 6.008214e-02, 2.451551e-07, 3.137811e-04, 3.655531e-08, 4.159504e-01, 1.499863e-07, 3.453159e-08, 1.168908e-05, 1.429831e-01, 7.951094e-02, 2.771608e-01, 2.408494e-05, 1.200563e-05, 6.021030e-03, 2.111737e-07, 1.301230e-02, 6.776616e-07, 8.103301e-04, 1.108452e-04, 1.814130e-06, 3.978759e-03, 1.008248e-08, 1.283888e-05, 1.682366e-06, 2.500786e-02, 1.001712e+01, 1.827224e+05, 1.829872e+05, 7.767403e-01, 4.260000e-02, 3.406500e+02, 9.197081e-01, 1.223925e-02, 5.432985e-02, 1.144736e-02, 2.275438e-03, 6.858000e-02, 5.050400e+02, 9.613323e-01, 3.866770e-02, 1.090000e-02, 6.266000e+02, 1.000000e+00, 5.460000e-02, 3.406500e+02, 1.000000e+00, 2.981500e+02, 1.000000e+00
