Solution_No_PFRC2_(), Inlet_flow_rate_of_C1__PSR_to_C2__PFR_PFRC2_(kg/sec), Inlet_temperature_of_C1__PSR_to_C2__PFR_PFRC2_(K), Inlet_mole_fraction_H2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_H_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_O2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_OH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_H2O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_HO2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_H2O2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_C_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CH2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CH2(S)_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CH3_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CH4_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CO2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_HCO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CH2O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CH2OH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CH3O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CH3OH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_C2H_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_C2H2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_C2H3_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_C2H4_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_C2H5_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_C2H6_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_HCCO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CH2CO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_HCCOH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_N_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NH2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NH3_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NNH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NO2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_N2O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_HNO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CN_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_HCN_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_H2CN_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_HCNN_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_HCNO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_HOCN_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_HNCO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_NCO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_N2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_C3H7_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_C3H8_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CH2CHO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mole_fraction_CH3CHO_of_C1__PSR_to_C2__PFR_PFRC2_(), Area_PFRC2_(m2), Cycle_time_PFRC2_(sec), Ambient_temperature_PFRC2_(K), Surface_material_area_fraction_PFRC2_()
1.000000e+00, 1.766800e-01, 1.411227e+03, 6.008214e-02, 2.451551e-07, 2.782326e-10, 3.137811e-04, 3.655531e-08, 4.159504e-01, 1.499863e-07, 3.453159e-08, 5.442918e-18, 2.970919e-15, 5.119377e-10, 3.078464e-12, 1.168908e-05, 1.429831e-01, 7.951094e-02, 2.771608e-01, 2.390673e-09, 2.408494e-05, 1.010502e-09, 6.068695e-11, 1.200563e-05, 2.650912e-11, 6.021030e-03, 2.111737e-07, 1.301230e-02, 6.776616e-07, 8.103301e-04, 3.751349e-09, 1.108452e-04, 1.814130e-06, 1.065014e-18, 2.073592e-17, 1.321693e-15, 1.628191e-10, 6.214879e-14, 4.123325e-13, 4.191447e-15, 3.299144e-11, 5.005862e-17, 9.661943e-20, 8.957813e-12, 2.539246e-18, 1.709255e-17, 9.127157e-15, 1.299699e-15, 3.837735e-12, 4.026879e-18, 3.978759e-03, 1.008248e-08, 1.283888e-05, 3.285149e-09, 1.682366e-06, 1.130973e-02, 1.200000e+02, 2.981500e+02, 1.000000e+00
