Solution_No_PSRC2_(), Volume_PSRC2_(m3), Exit_mass_flow_rate_PSRC2_(kg/sec), Volumetric_heat_production_rate_PSRC2_(J/m3-sec), Surface_temperature_PSRC2_(K), Heat_loss_rate_PSRC2_(J/sec), Temperature_PSRC2_(K), Mass_PSRC2_(kg), Pressure_PSRC2_(Pa), Mole_fraction_N2_PSRC2_(), Mole_fraction_H2_PSRC2_(), Mole_fraction_H_PSRC2_(), Mole_fraction_O2_PSRC2_(), Mole_fraction_H2O_PSRC2_(), Mole_fraction_OH_PSRC2_(), Mole_fraction_H2O2_PSRC2_(), Mole_fraction_HO2_PSRC2_(), Mole_fraction_CO_PSRC2_(), Mole_fraction_CO2_PSRC2_(), Mole_fraction_CH4_PSRC2_(), Mole_fraction_CH3_PSRC2_(), Mole_fraction_CH3OH_PSRC2_(), Mole_fraction_CH2O_PSRC2_(), Mole_fraction_HCO_PSRC2_(), Mole_fraction_HOCHO_PSRC2_(), Mole_fraction_C2H6_PSRC2_(), Mole_fraction_C2H5_PSRC2_(), Mole_fraction_C2H4_PSRC2_(), Mole_fraction_C2H3_PSRC2_(), Mole_fraction_CHOCHO_PSRC2_(), Mole_fraction_CHCHO_PSRC2_(), Mole_fraction_C2H2_PSRC2_(), Mole_fraction_C2H5OH_PSRC2_(), Mole_fraction_CH3CHO_PSRC2_(), Mole_fraction_C2H3OH_PSRC2_(), Mole_fraction_CH2CO_PSRC2_(), Mole_fraction_HCCOH_PSRC2_(), Mole_fraction_C3H8_PSRC2_(), Mole_fraction_C3H6_PSRC2_(), Mole_fraction_C3H5-A_PSRC2_(), Mole_fraction_CC3H6_PSRC2_(), Mole_fraction_CH3CHCO_PSRC2_(), Mole_fraction_C3H4-P_PSRC2_(), Mole_fraction_C3H4-A_PSRC2_(), Mole_fraction_C3H3_PSRC2_(), Mole_fraction_CC3H4_PSRC2_(), Mole_fraction_IC3H5OH_PSRC2_(), Mole_fraction_C2H3CHO_PSRC2_(), Mole_fraction_IC4H8_PSRC2_(), Mole_fraction_CCYCCO-T1_PSRC2_(), Mole_fraction_C4H8-1_PSRC2_(), Mole_fraction_C4H8-2_PSRC2_(), Mole_fraction_C4H6_PSRC2_(), Mole_fraction_C4H4_PSRC2_(), Mole_fraction_C4H3-I_PSRC2_(), Mole_fraction_C4H2_PSRC2_(), Mole_fraction_C4H612_PSRC2_(), Mole_fraction_C4H6-2_PSRC2_(), Mole_fraction_H2C4O_PSRC2_(), Mole_fraction_L-C6H4_PSRC2_(), Mole_fraction_C-C6H4_PSRC2_(), Mole_fraction_C6H2_PSRC2_(), Mole_fraction_C6H6_PSRC2_(), Mole_fraction_FULVENE_PSRC2_(), Mole_fraction_C6H5OH_PSRC2_(), Mole_fraction_C5H6_PSRC2_(), Mole_fraction_C5H5_PSRC2_(), Mole_fraction_C5H6-L_PSRC2_(), Mole_fraction_C5H4O_PSRC2_(), Mole_fraction_OC5H7O_PSRC2_(), Mole_fraction_IND_PSRC2_(), Mole_fraction_C9H7_PSRC2_(), Mole_fraction_C9H6O_PSRC2_(), Molecular_weight_PSRC2_(kg/mole), Mass_density_PSRC2_(kg/m3), Unburned_hydrocarbons_PSRC2_(ppm), Volatile_organic_compounds_PSRC2_(ppm), Residence_time_PSRC2_(sec), Inlet_flow_rate_of_C2_Inlet1_PSRC2_(kg/sec), Inlet_temperature_of_C2_Inlet1_PSRC2_(K), Inlet_mole_fraction_N2_of_C2_Inlet1_PSRC2_(), Inlet_mole_fraction_CO2_of_C2_Inlet1_PSRC2_(), Inlet_mole_fraction_CH4_of_C2_Inlet1_PSRC2_(), Inlet_mole_fraction_C2H6_of_C2_Inlet1_PSRC2_(), Inlet_mole_fraction_C3H8_of_C2_Inlet1_PSRC2_(), Inlet_flow_rate_of_CO2_PSRC2_(kg/sec), Inlet_temperature_of_CO2_PSRC2_(K), Inlet_mole_fraction_CO2_of_CO2_PSRC2_(), Inlet_flow_rate_of_o2+steam_PSRC2_(kg/sec), Inlet_temperature_of_o2+steam_PSRC2_(K), Inlet_mole_fraction_O2_of_o2+steam_PSRC2_(), Inlet_mole_fraction_H2O_of_o2+steam_PSRC2_(), Inlet_flow_rate_of_steam_PSRC2_(kg/sec), Inlet_temperature_of_steam_PSRC2_(K), Inlet_mole_fraction_H2O_of_steam_PSRC2_(), Ambient_temperature_PSRC2_(K), Surface_material_area_fraction_PSRC2_()
1.000000e+00, 6.850000e-03, 1.598100e-01, 1.084261e+08, 1.579671e+03, 4.235994e+05, 1.579672e+03, 6.294726e-02, 4.700000e+06, 2.731371e-03, 7.384805e-02, 2.170283e-06, 3.600168e-04, 4.761154e-01, 6.058375e-07, 1.769848e-08, 6.649352e-07, 1.314415e-01, 2.894474e-01, 2.403791e-02, 1.445465e-05, 9.651583e-06, 7.534883e-06, 1.636153e-08, 2.678037e-07, 3.234856e-05, 5.504406e-08, 5.841592e-04, 1.134326e-07, 1.799390e-07, 1.981272e-04, 1.073300e-03, 3.532818e-08, 2.175028e-06, 1.428225e-06, 1.177717e-05, 1.030082e-06, 7.168350e-08, 5.678802e-06, 9.596434e-08, 2.028238e-08, 4.549774e-07, 2.516980e-05, 9.324567e-06, 1.109249e-06, 1.078321e-08, 1.951902e-08, 5.030652e-08, 2.836288e-08, 1.014452e-08, 3.149404e-08, 1.403565e-08, 1.149960e-06, 4.698546e-06, 1.531908e-08, 3.155835e-06, 1.142209e-07, 8.860836e-08, 7.442740e-08, 1.413164e-08, 2.843665e-08, 1.064285e-08, 2.474055e-05, 1.451530e-07, 6.021858e-07, 7.429168e-07, 6.258115e-08, 4.101044e-08, 2.831813e-08, 1.955944e-08, 3.166239e-07, 3.285568e-08, 1.626603e-08, 2.567970e-02, 9.189381e+00, 2.775122e+04, 2.820427e+04, 3.938881e-01, 2.576000e-02, 3.407000e+02, 1.144736e-02, 1.223925e-02, 9.197081e-01, 5.432985e-02, 2.275438e-03, 5.455000e-02, 3.406500e+02, 1.000000e+00, 6.860000e-02, 5.043500e+02, 9.333199e-01, 6.668015e-02, 1.090000e-02, 6.266000e+02, 1.000000e+00, 2.981500e+02, 1.000000e+00
