Solution_No_PSRC1_(), Volume_PSRC1_(m3), Exit_mass_flow_rate_PSRC1_(kg/sec), Volumetric_heat_production_rate_PSRC1_(J/m3-sec), Surface_temperature_PSRC1_(K), Heat_loss_rate_PSRC1_(J/sec), Temperature_PSRC1_(K), Mass_PSRC1_(kg), Pressure_PSRC1_(Pa), Mole_fraction_N2_PSRC1_(), Mole_fraction_H2_PSRC1_(), Mole_fraction_H_PSRC1_(), Mole_fraction_H2O_PSRC1_(), Mole_fraction_OH_PSRC1_(), Mole_fraction_CO_PSRC1_(), Mole_fraction_CH4_PSRC1_(), Mole_fraction_CH3_PSRC1_(), Mole_fraction_CH2_PSRC1_(), Mole_fraction_CH2(S)_PSRC1_(), Mole_fraction_C_PSRC1_(), Mole_fraction_CH_PSRC1_(), Mole_fraction_CH2O_PSRC1_(), Mole_fraction_HCO_PSRC1_(), Mole_fraction_C2H6_PSRC1_(), Mole_fraction_C2H5_PSRC1_(), Mole_fraction_C2H4_PSRC1_(), Mole_fraction_C2H3_PSRC1_(), Mole_fraction_C2H2_PSRC1_(), Mole_fraction_C2H_PSRC1_(), Mole_fraction_H2CC_PSRC1_(), Mole_fraction_CH2CO_PSRC1_(), Mole_fraction_HCCO_PSRC1_(), Mole_fraction_C3H6_PSRC1_(), Mole_fraction_C3H5-A_PSRC1_(), Mole_fraction_C3H5-S_PSRC1_(), Mole_fraction_C3H5-T_PSRC1_(), Mole_fraction_CC3H6_PSRC1_(), Mole_fraction_C3H4-P_PSRC1_(), Mole_fraction_C3H4-A_PSRC1_(), Mole_fraction_C3H3_PSRC1_(), Mole_fraction_CC3H4_PSRC1_(), Mole_fraction_C3H2_PSRC1_(), Mole_fraction_H2CCC(S)_PSRC1_(), Mole_fraction_C3H2(S)_PSRC1_(), Mole_fraction_C3H2C_PSRC1_(), Mole_fraction_C2HCHO_PSRC1_(), Mole_fraction_C4H6_PSRC1_(), Mole_fraction_C4H5-I_PSRC1_(), Mole_fraction_C4H5-N_PSRC1_(), Mole_fraction_C4H5-2_PSRC1_(), Mole_fraction_C4H4_PSRC1_(), Mole_fraction_C4H3-I_PSRC1_(), Mole_fraction_C4H3-N_PSRC1_(), Mole_fraction_C4H2_PSRC1_(), Mole_fraction_CHCC(CH2)CHCH2_PSRC1_(), Mole_fraction_CH2CHCHCHCCH_PSRC1_(), Mole_fraction_C4H612_PSRC1_(), Mole_fraction_C4H6-2_PSRC1_(), Mole_fraction_L-C6H4_PSRC1_(), Mole_fraction_C-C6H4_PSRC1_(), Mole_fraction_C6H3_PSRC1_(), Mole_fraction_C6H2_PSRC1_(), Mole_fraction_C6H6_PSRC1_(), Mole_fraction_FULVENE_PSRC1_(), Mole_fraction_C6H5_PSRC1_(), Mole_fraction_C5H6_PSRC1_(), Mole_fraction_C5H5_PSRC1_(), Mole_fraction_C5H6-L_PSRC1_(), Mole_fraction_C#CCVCCJ_PSRC1_(), Mole_fraction_C7H5_PSRC1_(), Mole_fraction_FLUORENE_PSRC1_(), Molecular_weight_PSRC1_(kg/mole), Mass_density_PSRC1_(kg/m3), Unburned_hydrocarbons_PSRC1_(ppm), Volatile_organic_compounds_PSRC1_(ppm), Residence_time_PSRC1_(sec), Inlet_flow_rate_of_INLET1_PSRC1_(kg/sec), Inlet_temperature_of_INLET1_PSRC1_(K), Inlet_mole_fraction_N2_of_INLET1_PSRC1_(), Inlet_mole_fraction_CO2_of_INLET1_PSRC1_(), Inlet_mole_fraction_CH4_of_INLET1_PSRC1_(), Inlet_mole_fraction_C2H6_of_INLET1_PSRC1_(), Inlet_mole_fraction_C3H8_of_INLET1_PSRC1_(), Ambient_temperature_PSRC1_(K), Surface_material_area_fraction_PSRC1_()
1.000000e+00, 6.850000e-03, 1.682000e-02, -2.820362e+07, 2.985995e+03, -4.235994e+05, 2.985996e+03, 1.097613e-02, 4.700000e+06, 5.585136e-03, 7.394611e-01, 1.909403e-02, 1.795172e-06, 1.653324e-08, 1.193949e-02, 4.254032e-03, 1.704790e-03, 8.145686e-05, 8.555764e-06, 1.962395e-06, 5.617392e-06, 1.708193e-07, 9.286801e-07, 1.246586e-06, 2.643221e-06, 1.128823e-03, 4.242649e-04, 1.868256e-01, 7.165885e-04, 5.702900e-04, 3.964497e-07, 9.291828e-08, 1.488636e-06, 2.197839e-06, 1.937738e-07, 3.479521e-07, 1.694592e-08, 3.045207e-04, 1.443279e-04, 1.891113e-03, 3.486487e-06, 4.074616e-06, 3.860262e-05, 3.276142e-04, 9.473281e-05, 7.800070e-08, 7.145138e-07, 6.814427e-07, 9.457233e-08, 1.208340e-06, 4.397514e-04, 9.674013e-04, 4.376044e-05, 2.205183e-02, 4.463130e-08, 6.686391e-08, 2.043815e-07, 8.423027e-08, 2.205473e-05, 6.229688e-07, 9.043528e-06, 1.837708e-03, 2.327510e-07, 3.140179e-08, 1.527724e-08, 7.712254e-08, 1.804646e-07, 6.631647e-07, 2.615127e-07, 1.600882e-07, 1.201962e-06, 8.464179e-03, 1.602355e+00, 4.990962e+05, 4.990985e+05, 6.525644e-01, 1.682000e-02, 3.406500e+02, 1.144736e-02, 1.223925e-02, 9.197081e-01, 5.432985e-02, 2.275438e-03, 2.981500e+02, 1.000000e+00
