Distance_PFRC4_(m), Plug_flow_residence_time_PFRC4_(sec), Internal_surface_area_per_unit_distance_PFRC4_(m), Cross-section_area_PFRC4_(m2), External_surface_area_per_unit_distance_PFRC4_(m), Velocity_PFRC4_(m/sec), Exit_mass_flow_rate_PFRC4_(kg/sec), Volumetric_heat_production_rate_PFRC4_(J/m3-sec), Surface_temperature_PFRC4_(K), Heat_loss_rate_PFRC4_(J/m-sec), Temperature_PFRC4_(K), Pressure_PFRC4_(Pa), Mole_fraction_N2_PFRC4_(), Mole_fraction_H2_PFRC4_(), Mole_fraction_H_PFRC4_(), Mole_fraction_O2_PFRC4_(), Mole_fraction_O_PFRC4_(), Mole_fraction_H2O_PFRC4_(), Mole_fraction_OH_PFRC4_(), Mole_fraction_H2O2_PFRC4_(), Mole_fraction_HO2_PFRC4_(), Mole_fraction_CO_PFRC4_(), Mole_fraction_CO2_PFRC4_(), Mole_fraction_HOCO_PFRC4_(), Mole_fraction_CH4_PFRC4_(), Mole_fraction_CH3_PFRC4_(), Mole_fraction_CH2_PFRC4_(), Mole_fraction_CH2(S)_PFRC4_(), Mole_fraction_C_PFRC4_(), Mole_fraction_CH_PFRC4_(), Mole_fraction_CH3OH_PFRC4_(), Mole_fraction_CH3O_PFRC4_(), Mole_fraction_CH2OH_PFRC4_(), Mole_fraction_CH2O_PFRC4_(), Mole_fraction_HCO_PFRC4_(), Mole_fraction_HCOH_PFRC4_(), Mole_fraction_HOCHO_PFRC4_(), Mole_fraction_OCHO_PFRC4_(), Mole_fraction_C2H6_PFRC4_(), Mole_fraction_C2H5_PFRC4_(), Mole_fraction_C2H4_PFRC4_(), Mole_fraction_C2H3_PFRC4_(), Mole_fraction_CHOCHO_PFRC4_(), Mole_fraction_CHCHO_PFRC4_(), Mole_fraction_C2H2_PFRC4_(), Mole_fraction_C2H_PFRC4_(), Mole_fraction_H2CC_PFRC4_(), Mole_fraction_C2H5OH_PFRC4_(), Mole_fraction_PC2H4OH_PFRC4_(), Mole_fraction_CH3CHO_PFRC4_(), Mole_fraction_CH3CO_PFRC4_(), Mole_fraction_CH2CHO_PFRC4_(), Mole_fraction_C2H3OH_PFRC4_(), Mole_fraction_C2H2OH_PFRC4_(), Mole_fraction_CH2CO_PFRC4_(), Mole_fraction_HCCO_PFRC4_(), Mole_fraction_HCCOH_PFRC4_(), Mole_fraction_C3H8_PFRC4_(), Mole_fraction_IC3H7_PFRC4_(), Mole_fraction_C3H6_PFRC4_(), Mole_fraction_C3H5-A_PFRC4_(), Mole_fraction_C3H5-S_PFRC4_(), Mole_fraction_C3H5-T_PFRC4_(), Mole_fraction_CC3H6_PFRC4_(), Mole_fraction_CH3CHCO_PFRC4_(), Mole_fraction_C3H4-P_PFRC4_(), Mole_fraction_C3H4-A_PFRC4_(), Mole_fraction_C3H3_PFRC4_(), Mole_fraction_CC3H4_PFRC4_(), Mole_fraction_C3H2_PFRC4_(), Mole_fraction_H2CCC(S)_PFRC4_(), Mole_fraction_C3H2(S)_PFRC4_(), Mole_fraction_C3H2C_PFRC4_(), Mole_fraction_C3H3O_PFRC4_(), Mole_fraction_C2HCHO_PFRC4_(), Mole_fraction_C3H5OH_PFRC4_(), Mole_fraction_IC3H5OH_PFRC4_(), Mole_fraction_C2H3CHO_PFRC4_(), Mole_fraction_IC4H8_PFRC4_(), Mole_fraction_IC4H7_PFRC4_(), Mole_fraction_C4H8-1_PFRC4_(), Mole_fraction_C4H71-3_PFRC4_(), Mole_fraction_C4H8-2_PFRC4_(), Mole_fraction_SC2H2OH_PFRC4_(), Mole_fraction_C4H5OH-13_PFRC4_(), Mole_fraction_C4H6_PFRC4_(), Mole_fraction_C4H5-I_PFRC4_(), Mole_fraction_C4H5-N_PFRC4_(), Mole_fraction_C4H5-2_PFRC4_(), Mole_fraction_C4H4_PFRC4_(), Mole_fraction_C4H3-I_PFRC4_(), Mole_fraction_C4H3-N_PFRC4_(), Mole_fraction_C4H2_PFRC4_(), Mole_fraction_CHCC(CH2)CHCH2_PFRC4_(), Mole_fraction_CH2CHCHCHCCH_PFRC4_(), Mole_fraction_C3H3CHO_PFRC4_(), Mole_fraction_C4H4O_PFRC4_(), Mole_fraction_C6H8_PFRC4_(), Mole_fraction_CYPENTN-4MTHNE_PFRC4_(), Mole_fraction_C4H612_PFRC4_(), Mole_fraction_C4H6-2_PFRC4_(), Mole_fraction_H2C4O_PFRC4_(), Mole_fraction_C2H3COCH3_PFRC4_(), Mole_fraction_C5H81-3_PFRC4_(), Mole_fraction_B13DE2M_PFRC4_(), Mole_fraction_B13DE2MJ_PFRC4_(), Mole_fraction_L-C6H4_PFRC4_(), Mole_fraction_C-C6H4_PFRC4_(), Mole_fraction_C6H3_PFRC4_(), Mole_fraction_C6H2_PFRC4_(), Mole_fraction_C6H6_PFRC4_(), Mole_fraction_FULVENE_PFRC4_(), Mole_fraction_C6H5_PFRC4_(), Mole_fraction_C6H5OH_PFRC4_(), Mole_fraction_C6H5O_PFRC4_(), Mole_fraction_C5H6_PFRC4_(), Mole_fraction_C5H5_PFRC4_(), Mole_fraction_C5H6-L_PFRC4_(), Mole_fraction_C#CCVCCJ_PFRC4_(), Mole_fraction_CVCCJCVC_PFRC4_(), Mole_fraction_CVCCVCCJ_PFRC4_(), Mole_fraction_C5H5OH_PFRC4_(), Mole_fraction_C5H4OH_PFRC4_(), Mole_fraction_C5H4O_PFRC4_(), Mole_fraction_OC5H7O_PFRC4_(), Mole_fraction_C7H6_PFRC4_(), Mole_fraction_C7H5_PFRC4_(), Mole_fraction_IND_PFRC4_(), Mole_fraction_C5H5CH3_PFRC4_(), Mole_fraction_C9H7_PFRC4_(), Mole_fraction_C9H6O_PFRC4_(), Mole_fraction_NAPH_PFRC4_(), Mole_fraction_FLUORENE_PFRC4_(), Molecular_weight_PFRC4_(kg/mole), Mass_density_PFRC4_(kg/m3), Unburned_hydrocarbons_PFRC4_(ppm), Volatile_organic_compounds_PFRC4_(ppm)
1.350000e-01, 0.000000e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.717779e-01, 1.766300e-01, 8.710647e+13, 1.904617e+03, 0.000000e+00, 1.904617e+03, 4.700000e+06, 3.422080e-03, 2.349492e-01, 4.623052e-03, 2.728804e-04, 1.473415e-09, 3.608796e-01, 4.632057e-07, 1.341484e-08, 5.039982e-07, 1.025179e-01, 2.193912e-01, 1.166842e-09, 1.924954e-02, 4.235735e-04, 1.971579e-05, 2.070796e-06, 4.749668e-07, 1.359601e-06, 7.315598e-06, 3.937813e-11, 1.964866e-09, 5.752528e-06, 2.371738e-07, 1.282107e-09, 2.029860e-07, 2.498003e-11, 2.482082e-05, 6.814714e-07, 7.159866e-04, 1.027726e-04, 1.363876e-07, 1.501737e-04, 4.603170e-02, 1.734390e-04, 1.380339e-04, 2.677759e-08, 9.905031e-11, 1.648766e-06, 7.922397e-10, 1.058909e-09, 1.082587e-06, 7.911418e-11, 9.022643e-06, 2.472446e-08, 7.822796e-07, 5.455458e-08, 5.304496e-10, 4.664639e-06, 6.046899e-07, 4.724321e-08, 8.514532e-08, 1.947484e-08, 3.450513e-07, 9.278226e-05, 4.199999e-05, 4.585549e-04, 8.520224e-07, 9.861965e-07, 9.343215e-06, 7.929397e-05, 2.292858e-05, 3.022432e-10, 2.551472e-08, 3.803551e-09, 1.479479e-08, 3.818876e-08, 2.164019e-08, 1.463001e-09, 2.413529e-08, 1.777470e-09, 1.075073e-08, 1.705039e-10, 5.870752e-11, 1.044567e-06, 1.662578e-07, 2.292510e-08, 2.977535e-07, 1.099962e-04, 2.341558e-04, 1.059171e-05, 5.339688e-03, 1.232574e-08, 1.722934e-08, 1.670232e-10, 3.470140e-10, 6.423576e-10, 4.060655e-10, 1.360428e-07, 8.754871e-08, 5.647162e-08, 1.337850e-09, 5.322115e-09, 5.862620e-09, 3.398355e-10, 5.348711e-06, 1.723337e-07, 2.188850e-06, 4.447963e-04, 1.880883e-05, 1.176213e-07, 4.658833e-09, 4.564363e-07, 6.778256e-09, 5.817719e-07, 9.111299e-08, 1.915930e-07, 6.357203e-08, 7.222947e-10, 2.435517e-09, 1.658225e-09, 2.014497e-10, 2.146423e-08, 1.482538e-08, 3.673138e-09, 4.059534e-08, 2.400362e-07, 3.102473e-09, 2.506318e-08, 1.232910e-08, 7.383798e-10, 2.911374e-07, 2.151295e-02, 6.384920e+00, 1.418328e+05, 1.421768e+05
1.350000e-01, 5.864886e-09, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.727736e-01, 1.766300e-01, 1.533007e+13, 1.913864e+03, 2.501106e+04, 1.913864e+03, 4.700012e+06, 3.426134e-03, 2.364218e-01, 2.060214e-03, 2.667730e-04, 1.564277e-06, 3.610791e-01, 3.463736e-04, 1.344970e-07, 2.526726e-06, 1.028369e-01, 2.194624e-01, 1.594787e-07, 1.865135e-02, 1.031475e-03, 1.137173e-05, 4.424298e-07, 5.248042e-07, 1.786174e-07, 1.831853e-05, 3.400343e-08, 3.236203e-06, 1.009716e-05, 4.832587e-06, 2.542689e-07, 1.912931e-07, 3.690233e-08, 2.917109e-05, 8.134396e-06, 7.825464e-04, 2.993279e-04, 1.532618e-07, 1.503639e-04, 4.619715e-02, 5.692150e-06, 2.999348e-05, 7.754535e-08, 1.355877e-08, 1.414007e-06, 2.128678e-08, 2.593288e-07, 2.232211e-06, 4.299158e-07, 2.447810e-05, 3.247797e-06, 8.711199e-06, 1.222310e-07, 2.662722e-08, 7.264856e-06, 3.955679e-06, 2.750052e-07, 5.397219e-07, 7.241872e-08, 3.635426e-07, 1.894216e-04, 9.465103e-05, 3.157154e-04, 1.032313e-06, 1.717727e-07, 1.053677e-05, 5.783715e-05, 2.285676e-05, 1.015536e-08, 3.117905e-08, 3.815935e-09, 2.512334e-08, 9.821727e-08, 3.566992e-08, 3.099466e-08, 5.432329e-08, 4.495579e-08, 1.342797e-08, 1.901923e-10, 4.132461e-09, 1.261551e-06, 6.151932e-07, 9.800825e-08, 3.724800e-07, 1.463940e-04, 2.032695e-04, 7.481699e-06, 5.267776e-03, 1.295501e-08, 1.923777e-08, 1.831424e-10, 3.019478e-10, 6.572695e-10, 4.089765e-10, 6.087729e-07, 1.068396e-07, 1.676793e-05, 1.272976e-09, 5.238984e-09, 7.187351e-09, 3.349757e-09, 7.208039e-06, 2.111533e-07, 6.673006e-06, 4.339018e-04, 1.883511e-05, 3.772070e-07, 3.375040e-07, 4.478087e-07, 1.616664e-08, 7.912745e-07, 1.614949e-07, 1.918194e-07, 7.277618e-09, 3.207753e-08, 1.074972e-07, 2.120245e-09, 2.613634e-10, 2.005052e-08, 1.484295e-08, 5.362872e-08, 1.261210e-07, 2.226787e-07, 3.518037e-09, 3.058127e-08, 1.236455e-08, 7.162305e-10, 2.914823e-07, 2.153844e-02, 6.361614e+00, 1.418444e+05, 1.423363e+05
1.350000e-01, 1.305619e-07, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.746299e-01, 1.766300e-01, 3.732453e+11, 1.930481e+03, 2.501106e+04, 1.930481e+03, 4.700012e+06, 3.432519e-03, 2.365168e-01, 1.908639e-04, 2.480033e-04, 4.334241e-08, 3.623817e-01, 3.337913e-05, 5.540735e-08, 2.034974e-06, 1.036788e-01, 2.193106e-01, 1.817736e-08, 1.901065e-02, 3.545925e-04, 4.255072e-07, 1.584216e-08, 1.606508e-09, 2.815376e-09, 5.555905e-05, 8.519093e-09, 6.342415e-07, 4.003430e-05, 4.792457e-07, 3.201728e-07, 1.659732e-07, 3.475038e-09, 9.935980e-05, 1.504942e-06, 1.177453e-03, 3.659161e-05, 2.440170e-07, 1.507180e-04, 4.639812e-02, 5.549485e-07, 3.248260e-06, 2.631206e-07, 2.565724e-09, 1.555970e-06, 6.942075e-09, 7.814506e-08, 7.271777e-06, 3.847029e-08, 1.108905e-04, 9.778220e-07, 3.663199e-05, 3.237116e-07, 1.189785e-08, 2.810734e-05, 4.872900e-06, 1.035538e-07, 1.857920e-07, 2.478320e-07, 6.048708e-07, 3.993770e-04, 1.633774e-04, 1.601275e-04, 6.225107e-07, 2.868794e-09, 2.846677e-07, 9.216169e-07, 2.082193e-05, 4.403549e-08, 1.180650e-07, 1.235918e-08, 7.993709e-08, 2.278888e-07, 2.069437e-07, 3.522065e-08, 4.595340e-07, 4.197338e-08, 1.035408e-07, 1.783104e-09, 1.439062e-08, 5.366807e-06, 3.747160e-07, 2.598606e-08, 4.406465e-07, 3.347931e-04, 7.950508e-05, 1.040202e-06, 5.016947e-03, 4.856155e-08, 4.911013e-08, 1.601632e-09, 2.696573e-09, 1.137826e-09, 6.073992e-10, 2.991294e-06, 8.869795e-07, 3.611138e-05, 1.219044e-09, 6.715633e-09, 4.396104e-08, 1.249009e-08, 2.242206e-05, 4.464984e-07, 9.660522e-07, 4.011911e-04, 2.203403e-05, 1.831251e-06, 4.858818e-08, 4.702591e-07, 2.934958e-08, 4.389451e-06, 8.191308e-07, 1.921800e-07, 4.031927e-08, 4.408504e-08, 1.458114e-07, 6.392949e-09, 2.619036e-09, 1.881094e-08, 1.487102e-08, 1.511232e-07, 9.337267e-07, 1.954924e-07, 2.243310e-08, 4.665737e-08, 1.163106e-08, 7.499945e-10, 2.920256e-07, 2.157858e-02, 6.318612e+00, 1.416469e+05, 1.425128e+05
1.350012e-01, 4.502609e-06, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.756448e-01, 1.766300e-01, 1.751379e+10, 1.941386e+03, 2.501106e+04, 1.941386e+03, 4.700012e+06, 3.439200e-03, 2.313035e-01, 7.834938e-05, 1.452328e-04, 9.767582e-09, 3.658484e-01, 1.383947e-05, 1.234060e-08, 4.818129e-07, 1.085828e-01, 2.160234e-01, 7.352970e-09, 1.963515e-02, 1.386794e-04, 3.372330e-07, 7.096644e-09, 1.048496e-10, 2.570119e-09, 1.855324e-05, 1.199647e-09, 1.079547e-07, 3.627963e-05, 2.027076e-07, 6.711823e-08, 1.619559e-07, 1.421292e-09, 2.263799e-05, 9.241173e-07, 2.812276e-03, 1.524666e-05, 3.435450e-07, 1.513715e-04, 4.504802e-02, 2.214893e-07, 2.997519e-06, 6.203852e-08, 2.016576e-09, 5.132662e-06, 3.460362e-09, 7.764740e-08, 1.309115e-05, 1.483133e-08, 3.122963e-04, 9.703908e-07, 6.647407e-05, 6.030675e-08, 3.189899e-09, 2.244990e-05, 2.168219e-06, 3.751085e-08, 8.282905e-08, 1.245260e-07, 2.593839e-06, 5.010392e-04, 2.012289e-04, 1.370883e-04, 7.827525e-07, 8.988398e-10, 8.307926e-08, 2.811309e-07, 1.856364e-06, 6.754971e-09, 2.193868e-07, 1.994308e-08, 1.070945e-07, 1.057860e-07, 6.543406e-08, 1.546966e-08, 8.035280e-08, 2.467477e-08, 4.377351e-08, 2.200365e-08, 2.142189e-09, 1.319721e-05, 2.781812e-07, 1.612571e-08, 1.877146e-07, 9.467198e-04, 3.974280e-05, 8.924403e-07, 3.975817e-03, 3.891398e-07, 3.201032e-07, 1.666163e-08, 1.933972e-08, 1.054506e-08, 4.526753e-09, 1.499253e-06, 8.395809e-07, 2.902256e-05, 2.300162e-09, 1.708068e-08, 5.288181e-08, 7.169956e-09, 4.778849e-05, 3.162330e-06, 3.934704e-07, 2.679872e-04, 6.252093e-05, 4.429618e-06, 5.646048e-08, 6.884831e-07, 2.968519e-08, 8.453517e-06, 2.130345e-06, 1.933464e-07, 1.107129e-07, 2.259424e-08, 7.392842e-08, 3.152753e-08, 5.889720e-08, 5.521460e-08, 1.490367e-08, 9.570530e-07, 2.888080e-06, 7.595147e-07, 2.317240e-08, 2.596758e-07, 4.074544e-09, 2.140096e-09, 2.925957e-07, 2.162058e-02, 6.295348e+00, 1.405162e+05, 1.418019e+05
1.350202e-01, 7.278556e-05, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.790389e-01, 1.766300e-01, -1.188752e+09, 1.946774e+03, 2.501106e+04, 1.946774e+03, 4.700012e+06, 3.406797e-03, 1.995411e-01, 7.437377e-05, 4.217810e-07, 2.172509e-09, 3.879821e-01, 1.522104e-05, 2.713015e-10, 1.247876e-09, 1.680046e-01, 1.711224e-01, 1.136750e-08, 2.606397e-02, 1.972783e-04, 3.497383e-07, 8.691984e-09, 1.051272e-10, 2.303813e-09, 2.541697e-05, 1.392246e-09, 1.450886e-07, 3.676267e-05, 2.787972e-07, 1.428367e-07, 2.188280e-07, 1.074783e-09, 3.606051e-05, 9.992444e-07, 3.167706e-03, 1.173961e-05, 8.115358e-10, 1.498102e-04, 3.530420e-02, 1.783919e-07, 2.427228e-06, 7.795528e-08, 2.324860e-09, 6.282566e-06, 6.317801e-09, 6.689713e-08, 1.563098e-05, 1.258799e-08, 2.900680e-04, 9.593454e-07, 6.188493e-05, 8.463068e-08, 3.863395e-09, 2.901583e-05, 2.671021e-06, 4.174110e-08, 9.441184e-08, 1.601373e-07, 8.875520e-06, 5.993675e-04, 2.424856e-04, 1.778247e-04, 9.519238e-07, 1.293210e-09, 1.179792e-07, 4.000537e-07, 7.024201e-07, 2.706419e-11, 2.648967e-07, 3.041481e-08, 1.934085e-07, 1.226720e-07, 9.974719e-08, 2.565678e-08, 1.269033e-07, 2.441346e-08, 6.019563e-08, 5.127434e-08, 1.725059e-09, 1.458175e-05, 2.806684e-07, 1.330589e-08, 6.920035e-07, 5.328985e-04, 2.140289e-05, 5.194082e-07, 2.059262e-03, 5.350887e-07, 4.780323e-07, 2.343127e-08, 1.463806e-08, 3.034935e-08, 1.390103e-08, 2.410522e-06, 1.459375e-06, 1.707426e-05, 1.629145e-08, 8.534493e-08, 7.130417e-08, 7.549338e-09, 1.397300e-05, 3.306980e-06, 1.142524e-07, 7.491527e-05, 6.080666e-04, 7.949140e-06, 5.741242e-07, 9.462195e-06, 3.810767e-07, 1.034717e-05, 2.938895e-06, 2.121228e-07, 1.568175e-07, 2.388266e-08, 7.793517e-08, 1.055765e-07, 2.556818e-07, 3.619041e-09, 1.476984e-08, 6.139120e-07, 1.893870e-06, 2.042909e-05, 4.818301e-08, 8.219502e-06, 1.425167e-07, 4.255606e-08, 2.904179e-07, 2.141688e-02, 6.218775e+00, 1.216148e+05, 1.228868e+05
1.351306e-01, 4.620969e-04, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.862195e-01, 1.766302e-01, -1.055647e+09, 1.905549e+03, 2.501106e+04, 1.905549e+03, 4.700012e+06, 3.250996e-03, 2.073535e-01, 5.451516e-05, 1.040035e-07, 1.193337e-09, 3.700457e-01, 9.128817e-06, 1.238846e-10, 2.929047e-10, 2.547789e-01, 1.163046e-01, 1.148028e-08, 2.931995e-02, 1.549421e-04, 1.136496e-07, 3.169606e-09, 1.148903e-11, 3.339169e-10, 1.799078e-05, 6.864050e-10, 7.262821e-08, 1.805683e-05, 3.110524e-07, 9.054274e-08, 2.507309e-07, 5.124936e-10, 3.462454e-05, 5.494403e-07, 1.866945e-03, 4.636185e-06, 1.738647e-10, 1.396058e-04, 1.519059e-02, 4.627976e-08, 8.222418e-07, 4.619126e-08, 9.804067e-10, 3.178640e-06, 7.074312e-09, 2.232764e-08, 6.941447e-06, 3.867853e-09, 1.036933e-04, 2.377429e-07, 2.001889e-05, 5.979826e-08, 2.043296e-09, 1.682445e-05, 1.221424e-06, 1.633865e-08, 3.899203e-08, 8.878243e-08, 3.587485e-06, 2.714420e-04, 1.095370e-04, 6.310408e-05, 3.818609e-07, 2.934432e-10, 3.077460e-08, 9.890975e-08, 3.376820e-07, 2.280613e-12, 1.760040e-07, 1.386629e-08, 8.236306e-08, 5.675932e-08, 5.744728e-08, 1.180080e-08, 6.895404e-08, 8.740758e-09, 3.196864e-08, 2.911158e-08, 4.168065e-10, 5.544941e-06, 7.930522e-08, 3.241860e-09, 3.749998e-07, 1.252515e-04, 3.524665e-06, 8.177014e-08, 3.550663e-04, 9.016221e-08, 7.032318e-08, 5.710241e-09, 3.586771e-09, 6.270588e-09, 3.199558e-09, 1.042330e-06, 6.893133e-07, 2.602366e-06, 7.094751e-09, 3.513815e-08, 2.838876e-08, 2.107359e-09, 1.343853e-06, 5.625140e-07, 7.756896e-09, 5.192355e-06, 3.290328e-04, 2.194062e-06, 2.076674e-07, 4.378472e-06, 1.448740e-07, 3.557557e-06, 8.709632e-07, 2.675211e-07, 3.782636e-08, 6.698775e-09, 2.164859e-08, 3.001221e-08, 6.340703e-08, 8.875933e-10, 1.409322e-08, 7.361683e-08, 1.834559e-07, 6.274611e-06, 1.790323e-08, 2.094538e-06, 3.505432e-08, 9.499262e-08, 2.852805e-07, 2.043743e-02, 6.062762e+00, 6.916671e+04, 6.980136e+04
1.357201e-01, 2.503014e-03, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.895109e-01, 1.766301e-01, -1.332114e+08, 1.840016e+03, 2.501106e+04, 1.840016e+03, 4.700012e+06, 3.103514e-03, 2.503079e-01, 3.585928e-05, 7.385870e-08, 3.476925e-10, 3.297554e-01, 3.885939e-06, 3.974261e-11, 1.934607e-10, 2.930746e-01, 9.792930e-02, 7.096166e-09, 2.175177e-02, 6.295739e-05, 1.493057e-08, 4.632958e-10, 3.830290e-13, 1.568146e-11, 6.445877e-06, 1.502210e-10, 1.630988e-08, 5.863544e-06, 2.688752e-07, 2.342976e-08, 2.620987e-07, 2.632679e-10, 1.399553e-05, 1.771171e-07, 6.656168e-04, 8.726392e-07, 1.328381e-10, 1.255600e-04, 3.053482e-03, 3.844256e-09, 1.103709e-07, 1.502524e-08, 2.075272e-10, 8.646543e-07, 3.526319e-09, 3.334717e-09, 1.523553e-06, 4.374108e-10, 1.577842e-05, 1.903708e-08, 2.285679e-06, 1.796746e-08, 3.762067e-10, 3.318540e-06, 1.523592e-07, 1.692041e-09, 4.239440e-09, 1.630699e-08, 2.950104e-07, 3.181138e-05, 1.264962e-05, 4.519358e-06, 3.632173e-08, 9.421426e-12, 1.249798e-09, 3.667211e-09, 1.410954e-08, 1.315234e-13, 4.193386e-08, 1.686618e-09, 9.270548e-09, 8.158288e-09, 6.127438e-09, 8.239688e-10, 7.291332e-09, 7.924714e-10, 3.751407e-09, 2.666806e-09, 1.931423e-11, 4.558340e-07, 3.546562e-09, 1.491102e-10, 9.198440e-09, 7.633502e-06, 1.130656e-07, 2.428624e-09, 1.187767e-05, 1.678247e-09, 1.244029e-09, 1.795224e-10, 3.056421e-10, 1.560538e-10, 7.821338e-11, 6.363441e-08, 4.064996e-08, 6.517429e-08, 3.941217e-10, 1.636967e-09, 1.412008e-09, 7.466223e-11, 1.338341e-08, 4.383922e-09, 3.673751e-11, 2.843798e-08, 7.439291e-06, 3.242898e-08, 2.243787e-09, 6.493049e-08, 1.526419e-09, 1.365927e-07, 2.177953e-08, 2.661941e-07, 6.501094e-10, 2.397180e-10, 7.707569e-10, 5.875174e-10, 1.020515e-09, 3.204216e-11, 1.345063e-08, 1.495225e-10, 5.503367e-10, 2.104690e-08, 3.428854e-10, 4.861815e-09, -5.083949e-11, 3.357562e-08, 2.768182e-07, 1.951028e-02, 5.993856e+00, 2.957326e+04, 2.988011e+04
1.371962e-01, 7.609438e-03, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.885460e-01, 1.766300e-01, -6.376341e+07, 1.797225e+03, 2.501106e+04, 1.797225e+03, 4.700012e+06, 3.041484e-03, 2.713927e-01, 2.607474e-05, 5.643410e-08, 1.462825e-10, 3.141186e-01, 2.268644e-06, 2.087703e-11, 1.395432e-10, 3.034261e-01, 9.240664e-02, 5.038742e-09, 1.451131e-02, 2.839765e-05, 3.551755e-09, 1.175689e-10, 3.767193e-14, 1.905787e-12, 2.885648e-06, 4.893549e-11, 5.433215e-09, 3.376746e-06, 2.254772e-07, 8.302200e-09, 2.781027e-07, 1.718438e-10, 5.304538e-06, 5.380188e-08, 2.174918e-04, 1.879635e-07, 1.266068e-10, 1.135224e-04, 6.893287e-04, 4.952183e-10, 1.882853e-08, 4.942559e-09, 5.023238e-11, 2.607594e-07, 1.747932e-09, 8.313263e-10, 3.789723e-07, 7.122473e-11, 3.966229e-06, 3.240281e-09, 3.699720e-07, 4.375050e-09, 6.570223e-11, 6.089463e-07, 2.107485e-08, 2.058051e-10, 5.272326e-10, 2.854267e-09, 3.407969e-08, 4.116395e-06, 1.622248e-06, 4.334277e-07, 4.089578e-09, 5.592574e-13, 8.737538e-11, 2.410498e-10, 1.042248e-09, 1.126083e-14, 1.001743e-08, 2.337636e-10, 1.242023e-09, 1.644022e-09, 6.764014e-10, 6.717200e-11, 7.693619e-10, 7.294440e-11, 4.088120e-10, 4.158830e-10, 1.400040e-12, 3.927226e-08, 2.206341e-10, 8.815105e-12, 7.920955e-10, 4.789356e-07, 5.018161e-09, 1.044536e-10, 5.077005e-07, 2.395880e-11, 1.954847e-11, 1.726278e-11, 3.340951e-11, 3.559852e-12, 1.835217e-12, 4.959440e-09, 3.477397e-09, 2.390802e-09, 3.296359e-11, 7.819119e-11, 6.886932e-11, 2.972974e-12, 1.519956e-10, 5.240792e-11, 3.359745e-13, 2.186751e-10, 1.585121e-07, 6.577803e-10, 3.344301e-11, 1.241920e-09, 2.294931e-11, 5.210107e-09, 6.818234e-10, 2.490243e-07, 1.644423e-11, 9.472945e-12, 3.031541e-11, 1.919590e-11, 2.356228e-11, 1.998125e-12, 1.317744e-08, 4.580821e-12, 6.260014e-12, 6.535873e-11, 8.459577e-12, 1.247480e-11, 1.940454e-13, 1.446483e-08, 2.715839e-07, 1.912033e-02, 6.013914e+00, 1.639503e+04, 1.663909e+04
