Solution_No_PSRC1_(), Volume_PSRC1_(m3), Exit_mass_flow_rate_PSRC1_(kg/sec), Volumetric_heat_production_rate_PSRC1_(J/m3-sec), Surface_temperature_PSRC1_(K), Heat_loss_rate_PSRC1_(J/sec), Temperature_PSRC1_(K), Mass_PSRC1_(kg), Pressure_PSRC1_(Pa), Mass_fraction_H2_PSRC1_(), Mass_fraction_H_PSRC1_(), Mass_fraction_O2_PSRC1_(), Mass_fraction_OH_PSRC1_(), Mass_fraction_H2O_PSRC1_(), Mass_fraction_HO2_PSRC1_(), Mass_fraction_H2O2_PSRC1_(), Mass_fraction_CH3_PSRC1_(), Mass_fraction_CH4_PSRC1_(), Mass_fraction_CO_PSRC1_(), Mass_fraction_CO2_PSRC1_(), Mass_fraction_CH2O_PSRC1_(), Mass_fraction_CH3OH_PSRC1_(), Mass_fraction_C2H2_PSRC1_(), Mass_fraction_C2H3_PSRC1_(), Mass_fraction_C2H4_PSRC1_(), Mass_fraction_C2H5_PSRC1_(), Mass_fraction_C2H6_PSRC1_(), Mass_fraction_CH2CO_PSRC1_(), Mass_fraction_HCCOH_PSRC1_(), Mass_fraction_N2_PSRC1_(), Mass_fraction_C3H7_PSRC1_(), Mass_fraction_C3H8_PSRC1_(), Mass_fraction_CH3CHO_PSRC1_(), Molecular_weight_PSRC1_(kg/mole), Mass_density_PSRC1_(kg/m3), Unburned_hydrocarbons_PSRC1_(ppm), Volatile_organic_compounds_PSRC1_(ppm), Residence_time_PSRC1_(sec), Inlet_flow_rate_of_C1_Inlet1_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet1_PSRC1_(K), Inlet_mass_fraction_CH4_of_C1_Inlet1_PSRC1_(), Inlet_mass_fraction_CO_of_C1_Inlet1_PSRC1_(), Inlet_mass_fraction_CO2_of_C1_Inlet1_PSRC1_(), Inlet_mass_fraction_C2H6_of_C1_Inlet1_PSRC1_(), Inlet_mass_fraction_N2_of_C1_Inlet1_PSRC1_(), Inlet_flow_rate_of_C1_Inlet2_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet2_PSRC1_(K), Inlet_mass_fraction_H2O_of_C1_Inlet2_PSRC1_(), Inlet_flow_rate_of_C1_Inlet3_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet3_PSRC1_(K), Inlet_mass_fraction_O2_of_C1_Inlet3_PSRC1_(), Inlet_mass_fraction_H2O_of_C1_Inlet3_PSRC1_(), Ambient_temperature_PSRC1_(K), Surface_material_area_fraction_PSRC1_()
1.000000e+00, 6.011830e-03, 1.317000e-01, 1.245209e+08, 1.448250e+03, 4.235994e+05, 1.448250e+03, 4.707862e-02, 4.700000e+06, 1.027884e-02, 2.525876e-08, 6.007456e-04, 4.590991e-08, 4.014006e-01, 4.115975e-07, 1.282175e-07, 1.682839e-05, 1.817308e-01, 9.730679e-02, 2.616682e-01, 4.195807e-05, 2.271465e-05, 1.061628e-02, 5.575439e-07, 2.764161e-02, 2.137064e-06, 2.136641e-03, 2.491425e-04, 4.170461e-06, 6.222399e-03, 5.136764e-08, 5.329932e-05, 5.567699e-06, 2.006307e-02, 7.830996e+00, 2.861151e+05, 2.864043e+05, 3.574686e-01, 5.090000e-02, 3.391500e+02, 9.527000e-01, 2.000000e-04, 3.300000e-03, 2.770000e-02, 1.610000e-02, 1.075000e-02, 6.265500e+02, 1.000000e+00, 7.005000e-02, 5.043500e+02, 9.613323e-01, 3.866770e-02, 2.981500e+02, 1.000000e+00
