Solution_No_PFRC2_(), Inlet_flow_rate_of_C1__PSR_to_C2__PFR_PFRC2_(kg/sec), Inlet_temperature_of_C1__PSR_to_C2__PFR_PFRC2_(K), Inlet_mass_fraction_H2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_H_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_O2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_OH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_H2O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_HO2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_H2O2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_C_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CH2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CH2(S)_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CH3_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CH4_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CO2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_HCO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CH2O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CH2OH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CH3O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CH3OH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_C2H_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_C2H2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_C2H3_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_C2H4_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_C2H5_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_C2H6_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_HCCO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CH2CO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_HCCOH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_N_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_NH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_NH2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_NH3_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_NNH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_NO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_NO2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_N2O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_HNO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CN_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_HCN_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_H2CN_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_HCNN_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_HCNO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_HOCN_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_HNCO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_NCO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_N2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_C3H7_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_C3H8_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CH2CHO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CH3CHO_of_C1__PSR_to_C2__PFR_PFRC2_(), Area_PFRC2_(m2), Cycle_time_PFRC2_(sec), Ambient_temperature_PFRC2_(K), Surface_material_area_fraction_PFRC2_()
1.000000e+00, 1.317000e-01, 1.448250e+03, 1.027884e-02, 2.525876e-08, 3.203019e-10, 6.007456e-04, 4.590991e-08, 4.014006e-01, 4.115975e-07, 1.282175e-07, 1.049057e-17, 4.544037e-15, 7.010447e-10, 4.469332e-12, 1.682839e-05, 1.817308e-01, 9.730679e-02, 2.616682e-01, 5.467728e-09, 4.195807e-05, 3.027278e-09, 2.312569e-10, 2.271465e-05, 6.933351e-11, 1.061628e-02, 5.575439e-07, 2.764161e-02, 2.137064e-06, 2.136641e-03, 9.908781e-09, 2.491425e-04, 4.170461e-06, 3.151855e-18, 4.978392e-17, 2.057386e-15, 2.157113e-10, 2.171101e-13, 1.016770e-12, 1.299888e-14, 1.059529e-10, 1.509897e-16, 3.189745e-19, 2.135324e-11, 1.008859e-17, 6.936384e-17, 2.095927e-14, 3.841476e-15, 8.322749e-12, 1.129194e-17, 6.222399e-03, 5.136764e-08, 5.329932e-05, 1.165007e-08, 5.567699e-06, 1.130973e-02, 1.200000e+02, 2.981500e+02, 1.000000e+00
