Distance_PFRC7_(m), Plug_flow_residence_time_PFRC7_(sec), Internal_surface_area_per_unit_distance_PFRC7_(m), Cross-section_area_PFRC7_(m2), External_surface_area_per_unit_distance_PFRC7_(m), Velocity_PFRC7_(m/sec), Exit_mass_flow_rate_PFRC7_(kg/sec), Volumetric_heat_production_rate_PFRC7_(J/m3-sec), Surface_temperature_PFRC7_(K), Heat_loss_rate_PFRC7_(J/m-sec), Temperature_PFRC7_(K), Pressure_PFRC7_(Pa), Mole_fraction_N2_PFRC7_(), Mole_fraction_H2_PFRC7_(), Mole_fraction_H_PFRC7_(), Mole_fraction_H2O_PFRC7_(), Mole_fraction_OH_PFRC7_(), Mole_fraction_CO_PFRC7_(), Mole_fraction_CO2_PFRC7_(), Mole_fraction_CH4_PFRC7_(), Mole_fraction_CH3_PFRC7_(), Mole_fraction_CH3OH_PFRC7_(), Mole_fraction_CH2O_PFRC7_(), Mole_fraction_HCO_PFRC7_(), Mole_fraction_HOCHO_PFRC7_(), Mole_fraction_C2H6_PFRC7_(), Mole_fraction_C2H4_PFRC7_(), Mole_fraction_CHCHO_PFRC7_(), Mole_fraction_C2H2_PFRC7_(), Mole_fraction_CH3CHO_PFRC7_(), Mole_fraction_C2H3OH_PFRC7_(), Mole_fraction_CH2CO_PFRC7_(), Mole_fraction_C3H6_PFRC7_(), Mole_fraction_C3H4-P_PFRC7_(), Mole_fraction_C3H4-A_PFRC7_(), Mole_fraction_CCYCCO-T1_PFRC7_(), Mole_fraction_OC5H7O_PFRC7_(), Molecular_weight_PFRC7_(kg/mole), Mass_density_PFRC7_(kg/m3), Unburned_hydrocarbons_PFRC7_(ppm), Volatile_organic_compounds_PFRC7_(ppm)
8.000000e-01, 1.991945e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.858626e+00, 4.594928e-02, 1.133198e+05, 1.572916e+03, 2.057880e+04, 1.572916e+03, 4.699992e+06, 3.494857e-03, 4.925990e-01, 4.169086e-06, 1.841740e-01, 6.575829e-08, 2.759129e-01, 3.533058e-02, 8.431152e-03, 1.468256e-06, 1.340925e-07, 2.907405e-06, 6.615815e-08, 1.839626e-07, 6.307925e-07, 5.400798e-06, 4.059262e-05, 1.652758e-06, 1.505425e-08, 1.783131e-09, 1.384008e-07, 2.891290e-09, 2.229708e-09, 8.284438e-10, 2.616098e-08, 3.967642e-08, 1.382960e-02, 4.970117e+00, 8.448028e+03, 8.533096e+03
8.100000e-01, 2.017874e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.854673e+00, 4.594928e-02, 1.177537e+05, 1.571294e+03, 2.057880e+04, 1.571294e+03, 4.699992e+06, 3.494833e-03, 4.926586e-01, 4.096051e-06, 1.841165e-01, 6.426810e-08, 2.758619e-01, 3.538307e-02, 8.427923e-03, 1.441773e-06, 1.329256e-07, 2.907834e-06, 6.536660e-08, 1.842934e-07, 6.266655e-07, 5.307044e-06, 4.054156e-05, 1.600575e-06, 1.499065e-08, 1.745872e-09, 1.366791e-07, 2.827098e-09, 2.149047e-09, 7.982248e-10, 2.616080e-08, 3.967596e-08, 1.382951e-02, 4.975213e+00, 8.444471e+03, 8.529433e+03
8.200000e-01, 2.043830e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.850721e+00, 4.594928e-02, 1.228150e+05, 1.569673e+03, 2.057880e+04, 1.569673e+03, 4.699992e+06, 3.494810e-03, 4.927180e-01, 4.024166e-06, 1.840591e-01, 6.280916e-08, 2.758108e-01, 3.543563e-02, 8.424824e-03, 1.415741e-06, 1.317851e-07, 2.908277e-06, 6.458302e-08, 1.846278e-07, 6.225465e-07, 5.214846e-06, 4.049153e-05, 1.549836e-06, 1.492772e-08, 1.709331e-09, 1.349789e-07, 2.764061e-09, 2.072151e-09, 7.694143e-10, 2.616063e-08, 3.967551e-08, 1.382942e-02, 4.980320e+00, 8.441052e+03, 8.525908e+03
8.300000e-01, 2.069813e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.846768e+00, 4.594928e-02, 1.280260e+05, 1.568052e+03, 2.057880e+04, 1.568052e+03, 4.699992e+06, 3.494788e-03, 4.927772e-01, 3.953408e-06, 1.840018e-01, 6.138076e-08, 2.757595e-01, 3.548826e-02, 8.421851e-03, 1.390151e-06, 1.306724e-07, 2.908736e-06, 6.380727e-08, 1.849666e-07, 6.184427e-07, 5.124188e-06, 4.044252e-05, 1.500419e-06, 1.486532e-08, 1.673409e-09, 1.333000e-07, 2.702058e-09, 1.999400e-09, 7.421324e-10, 2.616046e-08, 3.967508e-08, 1.382933e-02, 4.985437e+00, 8.437764e+03, 8.522518e+03
8.400000e-01, 2.095822e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.842816e+00, 4.594928e-02, 1.335647e+05, 1.566431e+03, 2.057880e+04, 1.566431e+03, 4.699992e+06, 3.494766e-03, 4.928363e-01, 3.883773e-06, 1.839446e-01, 5.998249e-08, 2.757081e-01, 3.554095e-02, 8.418998e-03, 1.364999e-06, 1.295889e-07, 2.909209e-06, 6.303946e-08, 1.853088e-07, 6.145192e-07, 5.035325e-06, 4.039451e-05, 1.452493e-06, 1.480336e-08, 1.638294e-09, 1.316417e-07, 2.641590e-09, 1.930361e-09, 7.161340e-10, 2.616030e-08, 3.967466e-08, 1.382925e-02, 4.990564e+00, 8.434605e+03, 8.519258e+03
8.500000e-01, 2.121858e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.838864e+00, 4.594928e-02, 1.386638e+05, 1.564811e+03, 2.057880e+04, 1.564811e+03, 4.699993e+06, 3.494746e-03, 4.928951e-01, 3.815241e-06, 1.838875e-01, 5.861367e-08, 2.756566e-01, 3.559371e-02, 8.416262e-03, 1.340275e-06, 1.285359e-07, 2.909698e-06, 6.227948e-08, 1.856551e-07, 6.107989e-07, 4.948270e-06, 4.034748e-05, 1.405962e-06, 1.474170e-08, 1.603917e-09, 1.300040e-07, 2.582598e-09, 1.865333e-09, 6.915036e-10, 2.616015e-08, 3.967426e-08, 1.382916e-02, 4.995702e+00, 8.431568e+03, 8.516123e+03
8.600000e-01, 2.147921e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.834912e+00, 4.594928e-02, 1.426903e+05, 1.563191e+03, 2.057880e+04, 1.563191e+03, 4.699993e+06, 3.494726e-03, 4.929538e-01, 3.747798e-06, 1.838305e-01, 5.727372e-08, 2.756050e-01, 3.564653e-02, 8.413635e-03, 1.315973e-06, 1.275148e-07, 2.910203e-06, 6.152732e-08, 1.860054e-07, 6.073629e-07, 4.863133e-06, 4.030139e-05, 1.360841e-06, 1.468022e-08, 1.570314e-09, 1.283862e-07, 2.525251e-09, 1.804315e-09, 6.681902e-10, 2.616000e-08, 3.967387e-08, 1.382909e-02, 5.000851e+00, 8.428650e+03, 8.513108e+03
8.700000e-01, 2.174010e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.830960e+00, 4.594928e-02, 1.458162e+05, 1.561572e+03, 2.057880e+04, 1.561572e+03, 4.699993e+06, 3.494707e-03, 4.930123e-01, 3.681428e-06, 1.837737e-01, 5.596210e-08, 2.755533e-01, 3.569940e-02, 8.411116e-03, 1.292085e-06, 1.265172e-07, 2.910717e-06, 6.078293e-08, 1.863562e-07, 6.040747e-07, 4.779687e-06, 4.025625e-05, 1.317201e-06, 1.461946e-08, 1.537614e-09, 1.267876e-07, 2.469472e-09, 1.745307e-09, 6.456082e-10, 2.615986e-08, 3.967350e-08, 1.382901e-02, 5.006010e+00, 8.425845e+03, 8.510209e+03
8.800000e-01, 2.200127e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.827007e+00, 4.594928e-02, 1.475946e+05, 1.559953e+03, 2.057880e+04, 1.559953e+03, 4.699993e+06, 3.494689e-03, 4.930706e-01, 3.616118e-06, 1.837169e-01, 5.467827e-08, 2.755015e-01, 3.575233e-02, 8.408699e-03, 1.268603e-06, 1.255401e-07, 2.911239e-06, 6.004632e-08, 1.867054e-07, 6.009385e-07, 4.697925e-06, 4.021202e-05, 1.275116e-06, 1.455960e-08, 1.505929e-09, 1.252077e-07, 2.415397e-09, 1.687328e-09, 6.234276e-10, 2.615973e-08, 3.967313e-08, 1.382894e-02, 5.011179e+00, 8.423151e+03, 8.507422e+03
8.900000e-01, 2.226271e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.823055e+00, 4.594928e-02, 1.475359e+05, 1.558334e+03, 2.057880e+04, 1.558334e+03, 4.699993e+06, 3.494672e-03, 4.931288e-01, 3.551858e-06, 1.836602e-01, 5.342173e-08, 2.754496e-01, 3.580531e-02, 8.406382e-03, 1.245524e-06, 1.245803e-07, 2.911765e-06, 5.931751e-08, 1.870509e-07, 5.979621e-07, 4.617851e-06, 4.016870e-05, 1.234684e-06, 1.450085e-08, 1.475394e-09, 1.236458e-07, 2.363199e-09, 1.629270e-09, 6.012720e-10, 2.615960e-08, 3.967278e-08, 1.382887e-02, 5.016360e+00, 8.420562e+03, 8.504742e+03
9.000000e-01, 2.252441e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.819103e+00, 4.594928e-02, 1.470268e+05, 1.556716e+03, 2.057880e+04, 1.556716e+03, 4.699993e+06, 3.494655e-03, 4.931868e-01, 3.488629e-06, 1.836037e-01, 5.219191e-08, 2.753976e-01, 3.585833e-02, 8.404160e-03, 1.222838e-06, 1.236324e-07, 2.912294e-06, 5.859633e-08, 1.873922e-07, 5.949469e-07, 4.539123e-06, 4.012625e-05, 1.195729e-06, 1.444351e-08, 1.445875e-09, 1.221017e-07, 2.312370e-09, 1.570696e-09, 5.791113e-10, 2.615947e-08, 3.967244e-08, 1.382881e-02, 5.021551e+00, 8.418076e+03, 8.502167e+03
9.100000e-01, 2.278639e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.815150e+00, 4.594928e-02, 1.472892e+05, 1.555097e+03, 2.057880e+04, 1.555097e+03, 4.699993e+06, 3.494639e-03, 4.932446e-01, 3.426415e-06, 1.835472e-01, 5.098831e-08, 2.753456e-01, 3.591140e-02, 8.402032e-03, 1.200538e-06, 1.226900e-07, 2.912824e-06, 5.788268e-08, 1.877281e-07, 5.916931e-07, 4.461403e-06, 4.008467e-05, 1.158119e-06, 1.438799e-08, 1.417281e-09, 1.205753e-07, 2.262459e-09, 1.510858e-09, 5.568108e-10, 2.615935e-08, 3.967211e-08, 1.382874e-02, 5.026754e+00, 8.415688e+03, 8.499692e+03
9.200000e-01, 2.304864e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.811198e+00, 4.594928e-02, 1.487365e+05, 1.553479e+03, 2.057880e+04, 1.553479e+03, 4.699993e+06, 3.494624e-03, 4.933023e-01, 3.365202e-06, 1.834908e-01, 4.981042e-08, 2.752935e-01, 3.596451e-02, 8.399995e-03, 1.178618e-06, 1.217460e-07, 2.913349e-06, 5.717650e-08, 1.880558e-07, 5.880659e-07, 4.384463e-06, 4.004393e-05, 1.121882e-06, 1.433474e-08, 1.389690e-09, 1.190659e-07, 2.213329e-09, 1.448239e-09, 5.339438e-10, 2.615924e-08, 3.967180e-08, 1.382868e-02, 5.031967e+00, 8.413395e+03, 8.497314e+03
9.300000e-01, 2.331116e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.807245e+00, 4.594928e-02, 1.516378e+05, 1.551862e+03, 2.057880e+04, 1.551862e+03, 4.699993e+06, 3.494609e-03, 4.933599e-01, 3.304974e-06, 1.834346e-01, 4.865770e-08, 2.752412e-01, 3.601765e-02, 8.398047e-03, 1.157070e-06, 1.208036e-07, 2.913877e-06, 5.647766e-08, 1.883788e-07, 5.839769e-07, 4.308054e-06, 4.000403e-05, 1.086761e-06, 1.428346e-08, 1.362815e-09, 1.175739e-07, 2.164519e-09, 1.384504e-09, 5.110786e-10, 2.615912e-08, 3.967149e-08, 1.382862e-02, 5.037191e+00, 8.411194e+03, 8.495029e+03
9.400000e-01, 2.357395e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.803292e+00, 4.594928e-02, 1.557888e+05, 1.550244e+03, 2.057880e+04, 1.550244e+03, 4.699993e+06, 3.494595e-03, 4.934173e-01, 3.245708e-06, 1.833784e-01, 4.752952e-08, 2.751890e-01, 3.607082e-02, 8.396186e-03, 1.135885e-06, 1.198740e-07, 2.914417e-06, 5.578594e-08, 1.887049e-07, 5.794009e-07, 4.231958e-06, 3.996494e-05, 1.052341e-06, 1.423329e-08, 1.336157e-09, 1.161001e-07, 2.115448e-09, 1.323469e-09, 4.894348e-10, 2.615902e-08, 3.967120e-08, 1.382857e-02, 5.042427e+00, 8.409081e+03, 8.492833e+03
9.500000e-01, 2.383702e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.799339e+00, 4.594928e-02, 1.621813e+05, 1.548627e+03, 2.057880e+04, 1.548627e+03, 4.699993e+06, 3.494581e-03, 4.934745e-01, 3.187388e-06, 1.833223e-01, 4.642538e-08, 2.751366e-01, 3.612403e-02, 8.394409e-03, 1.115057e-06, 1.189533e-07, 2.914970e-06, 5.510120e-08, 1.890347e-07, 5.741261e-07, 4.155769e-06, 3.992664e-05, 1.018422e-06, 1.418443e-08, 1.309525e-09, 1.146445e-07, 2.065549e-09, 1.265247e-09, 4.691536e-10, 2.615892e-08, 3.967091e-08, 1.382851e-02, 5.047673e+00, 8.407052e+03, 8.490724e+03
9.600000e-01, 2.410036e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.795385e+00, 4.594928e-02, 1.699655e+05, 1.547010e+03, 2.057880e+04, 1.547010e+03, 4.699993e+06, 3.494568e-03, 4.935317e-01, 3.129993e-06, 1.832663e-01, 4.534468e-08, 2.750842e-01, 3.617726e-02, 8.392714e-03, 1.094577e-06, 1.180590e-07, 2.915545e-06, 5.442328e-08, 1.893742e-07, 5.684986e-07, 4.079835e-06, 3.988913e-05, 9.849324e-07, 1.413557e-08, 1.282788e-09, 1.132072e-07, 2.015295e-09, 1.212655e-09, 4.509146e-10, 2.615882e-08, 3.967064e-08, 1.382846e-02, 5.052931e+00, 8.405106e+03, 8.488699e+03
9.700000e-01, 2.436397e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.791432e+00, 4.594928e-02, 1.750829e+05, 1.545393e+03, 2.057880e+04, 1.545393e+03, 4.699993e+06, 3.494556e-03, 4.935886e-01, 3.073497e-06, 1.832104e-01, 4.428676e-08, 2.750318e-01, 3.623050e-02, 8.391088e-03, 1.074434e-06, 1.172419e-07, 2.916159e-06, 5.375205e-08, 1.897338e-07, 5.640160e-07, 4.006160e-06, 3.985239e-05, 9.524059e-07, 1.408307e-08, 1.256355e-09, 1.117873e-07, 1.967775e-09, 1.170464e-09, 4.353498e-10, 2.615873e-08, 3.967037e-08, 1.382841e-02, 5.058200e+00, 8.403238e+03, 8.486754e+03
9.800000e-01, 2.462787e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.787478e+00, 4.594928e-02, 1.772259e+05, 1.543776e+03, 2.057880e+04, 1.543776e+03, 4.699993e+06, 3.494544e-03, 4.936455e-01, 3.017880e-06, 1.831546e-01, 4.325103e-08, 2.749793e-01, 3.628377e-02, 8.389529e-03, 1.054620e-06, 1.165170e-07, 2.916823e-06, 5.308730e-08, 1.901207e-07, 5.608333e-07, 3.934775e-06, 3.981639e-05, 9.205752e-07, 1.402577e-08, 1.229880e-09, 1.103851e-07, 1.922895e-09, 1.142181e-09, 4.234699e-10, 2.615864e-08, 3.967012e-08, 1.382836e-02, 5.063481e+00, 8.401446e+03, 8.484887e+03
9.900000e-01, 2.489203e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.783523e+00, 4.594928e-02, 1.757792e+05, 1.542159e+03, 2.057880e+04, 1.542159e+03, 4.699994e+06, 3.494532e-03, 4.937022e-01, 2.963129e-06, 1.830988e-01, 4.223706e-08, 2.749268e-01, 3.633705e-02, 8.388031e-03, 1.035129e-06, 1.158873e-07, 2.917533e-06, 5.242899e-08, 1.905325e-07, 5.593334e-07, 3.866451e-06, 3.978113e-05, 8.896588e-07, 1.396363e-08, 1.203681e-09, 1.090000e-07, 1.881491e-09, 1.126422e-09, 4.147258e-10, 2.615855e-08, 3.966987e-08, 1.382832e-02, 5.068773e+00, 8.399727e+03, 8.483094e+03
1.000000e+00, 2.515647e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.779569e+00, 4.594928e-02, 1.789284e+05, 1.540542e+03, 2.057880e+04, 1.540542e+03, 4.699994e+06, 3.494521e-03, 4.937587e-01, 2.909306e-06, 1.830432e-01, 4.124560e-08, 2.748742e-01, 3.639033e-02, 8.386594e-03, 1.015982e-06, 1.151751e-07, 2.918177e-06, 5.177819e-08, 1.908944e-07, 5.574087e-07, 3.800744e-06, 3.974659e-05, 8.607626e-07, 1.391068e-08, 1.180205e-09, 1.076263e-07, 1.841245e-09, 1.086474e-09, 3.995001e-10, 2.615847e-08, 3.966963e-08, 1.382828e-02, 5.074076e+00, 8.398078e+03, 8.481373e+03
