Distance_PFRC7_(m), Plug_flow_residence_time_PFRC7_(sec), Internal_surface_area_per_unit_distance_PFRC7_(m), Cross-section_area_PFRC7_(m2), External_surface_area_per_unit_distance_PFRC7_(m), Velocity_PFRC7_(m/sec), Exit_mass_flow_rate_PFRC7_(kg/sec), Volumetric_heat_production_rate_PFRC7_(J/m3-sec), Surface_temperature_PFRC7_(K), Heat_loss_rate_PFRC7_(J/m-sec), Temperature_PFRC7_(K), Pressure_PFRC7_(Pa), Mole_fraction_N2_PFRC7_(), Mole_fraction_H2_PFRC7_(), Mole_fraction_H_PFRC7_(), Mole_fraction_H2O_PFRC7_(), Mole_fraction_OH_PFRC7_(), Mole_fraction_CO_PFRC7_(), Mole_fraction_CO2_PFRC7_(), Mole_fraction_CH4_PFRC7_(), Mole_fraction_CH3_PFRC7_(), Mole_fraction_CH3OH_PFRC7_(), Mole_fraction_CH2O_PFRC7_(), Mole_fraction_HCO_PFRC7_(), Mole_fraction_HOCHO_PFRC7_(), Mole_fraction_C2H6_PFRC7_(), Mole_fraction_C2H4_PFRC7_(), Mole_fraction_CHCHO_PFRC7_(), Mole_fraction_C2H2_PFRC7_(), Mole_fraction_CH3CHO_PFRC7_(), Mole_fraction_C2H3OH_PFRC7_(), Mole_fraction_CH2CO_PFRC7_(), Mole_fraction_C3H6_PFRC7_(), Mole_fraction_C3H4-P_PFRC7_(), Mole_fraction_C3H4-A_PFRC7_(), Mole_fraction_CCYCCO-T1_PFRC7_(), Mole_fraction_OC5H7O_PFRC7_(), Molecular_weight_PFRC7_(kg/mole), Mass_density_PFRC7_(kg/m3), Unburned_hydrocarbons_PFRC7_(ppm), Volatile_organic_compounds_PFRC7_(ppm)
4.500000e-01, 1.100794e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.997418e+00, 4.594929e-02, -1.677841e+05, 1.630338e+03, 2.057880e+04, 1.630338e+03, 4.699989e+06, 3.496672e-03, 4.902881e-01, 7.620433e-06, 1.863246e-01, 1.439427e-07, 2.775751e-01, 3.356062e-02, 8.681471e-03, 2.776201e-06, 1.928097e-07, 2.899927e-06, 9.973149e-08, 1.728053e-07, 8.066838e-07, 1.009184e-05, 4.324271e-05, 5.115594e-06, 1.812213e-08, 3.953298e-09, 2.164111e-07, 6.517512e-09, 7.926201e-09, 2.996041e-09, 2.617457e-08, 3.970810e-08, 1.383679e-02, 4.797551e+00, 8.716355e+03, 8.806966e+03
4.600000e-01, 1.125823e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.993430e+00, 4.594929e-02, -1.440516e+05, 1.628669e+03, 2.057880e+04, 1.628669e+03, 4.699990e+06, 3.496580e-03, 4.903638e-01, 7.492447e-06, 1.862570e-01, 1.408035e-07, 2.775322e-01, 3.360886e-02, 8.668629e-03, 2.725196e-06, 1.905134e-07, 2.899901e-06, 9.858988e-08, 1.731112e-07, 7.999649e-07, 9.903137e-06, 4.313699e-05, 4.949776e-06, 1.800184e-08, 3.857376e-09, 2.135395e-07, 6.357730e-09, 7.632951e-09, 2.883869e-09, 2.617388e-08, 3.970658e-08, 1.383642e-02, 4.802343e+00, 8.702738e+03, 8.793128e+03
4.700000e-01, 1.150877e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.989443e+00, 4.594929e-02, -1.343966e+05, 1.627002e+03, 2.057880e+04, 1.627002e+03, 4.699990e+06, 3.496491e-03, 4.904387e-01, 7.366537e-06, 1.861901e-01, 1.377313e-07, 2.774890e-01, 3.365727e-02, 8.656274e-03, 2.675248e-06, 1.882640e-07, 2.899892e-06, 9.746071e-08, 1.734183e-07, 7.933769e-07, 9.718980e-06, 4.303349e-05, 4.789525e-06, 1.788427e-08, 3.764293e-09, 2.107187e-07, 6.202638e-09, 7.350987e-09, 2.776096e-09, 2.617321e-08, 3.970511e-08, 1.383607e-02, 4.807142e+00, 8.689629e+03, 8.779803e+03
4.800000e-01, 1.175955e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.985459e+00, 4.594929e-02, -1.498314e+05, 1.625337e+03, 2.057880e+04, 1.625337e+03, 4.699990e+06, 3.496405e-03, 4.905127e-01, 7.242659e-06, 1.861236e-01, 1.347238e-07, 2.774455e-01, 3.370585e-02, 8.644388e-03, 2.626319e-06, 1.860605e-07, 2.899903e-06, 9.634396e-08, 1.737273e-07, 7.869354e-07, 9.539407e-06, 4.293218e-05, 4.634395e-06, 1.776931e-08, 3.673899e-09, 2.079470e-07, 6.052048e-09, 7.079728e-09, 2.672496e-09, 2.617257e-08, 3.970369e-08, 1.383573e-02, 4.811948e+00, 8.677010e+03, 8.766971e+03
4.900000e-01, 1.201059e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.981476e+00, 4.594929e-02, -1.693862e+05, 1.623674e+03, 2.057880e+04, 1.623674e+03, 4.699990e+06, 3.496323e-03, 4.905860e-01, 7.120777e-06, 1.860576e-01, 1.317804e-07, 2.774016e-01, 3.375458e-02, 8.632951e-03, 2.578382e-06, 1.839021e-07, 2.899931e-06, 9.523924e-08, 1.740377e-07, 7.806741e-07, 9.364344e-06, 4.283299e-05, 4.484364e-06, 1.765692e-08, 3.586083e-09, 2.052229e-07, 5.905965e-09, 6.819724e-09, 2.573229e-09, 2.617196e-08, 3.970232e-08, 1.383541e-02, 4.816762e+00, 8.664860e+03, 8.754615e+03
5.000000e-01, 1.226188e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.977495e+00, 4.594929e-02, -1.816115e+05, 1.622014e+03, 2.057880e+04, 1.622014e+03, 4.699990e+06, 3.496244e-03, 4.906585e-01, 7.000855e-06, 1.859922e-01, 1.288999e-07, 2.773573e-01, 3.380348e-02, 8.621946e-03, 2.531405e-06, 1.817883e-07, 2.899977e-06, 9.414633e-08, 1.743497e-07, 7.746375e-07, 9.193836e-06, 4.273588e-05, 4.339281e-06, 1.754702e-08, 3.500710e-09, 2.025445e-07, 5.764406e-09, 6.571469e-09, 2.478433e-09, 2.617136e-08, 3.970099e-08, 1.383509e-02, 4.821583e+00, 8.653163e+03, 8.742715e+03
5.100000e-01, 1.251342e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.973515e+00, 4.594929e-02, -1.779187e+05, 1.620356e+03, 2.057880e+04, 1.620356e+03, 4.699990e+06, 3.496167e-03, 4.907303e-01, 6.882855e-06, 1.859272e-01, 1.260814e-07, 2.773127e-01, 3.385254e-02, 8.611355e-03, 2.485358e-06, 1.797187e-07, 2.900040e-06, 9.306505e-08, 1.746633e-07, 7.688835e-07, 9.028017e-06, 4.264080e-05, 4.198947e-06, 1.743959e-08, 3.417634e-09, 1.999105e-07, 5.627432e-09, 6.335614e-09, 2.388303e-09, 2.617079e-08, 3.969970e-08, 1.383479e-02, 4.826412e+00, 8.641901e+03, 8.731254e+03
5.200000e-01, 1.276521e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.969536e+00, 4.594929e-02, -1.637780e+05, 1.618699e+03, 2.057880e+04, 1.618699e+03, 4.699990e+06, 3.496094e-03, 4.908014e-01, 6.766766e-06, 1.858626e-01, 1.233233e-07, 2.772678e-01, 3.390175e-02, 8.601164e-03, 2.440229e-06, 1.776896e-07, 2.900116e-06, 9.199527e-08, 1.749766e-07, 7.633111e-07, 8.866021e-06, 4.254771e-05, 4.063594e-06, 1.733449e-08, 3.336927e-09, 1.973197e-07, 5.494707e-09, 6.110255e-09, 2.302131e-09, 2.617024e-08, 3.969846e-08, 1.383450e-02, 4.831250e+00, 8.631058e+03, 8.720216e+03
5.300000e-01, 1.301726e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.965560e+00, 4.594929e-02, -1.465078e+05, 1.617045e+03, 2.057880e+04, 1.617045e+03, 4.699990e+06, 3.496023e-03, 4.908718e-01, 6.652582e-06, 1.857984e-01, 1.206244e-07, 2.772226e-01, 3.395111e-02, 8.591360e-03, 2.396011e-06, 1.756967e-07, 2.900201e-06, 9.093686e-08, 1.752874e-07, 7.577976e-07, 8.706846e-06, 4.245655e-05, 3.933528e-06, 1.723156e-08, 3.258696e-09, 1.947715e-07, 5.365855e-09, 5.893162e-09, 2.219098e-09, 2.616971e-08, 3.969727e-08, 1.383422e-02, 4.836094e+00, 8.620618e+03, 8.709586e+03
5.400000e-01, 1.326956e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.961585e+00, 4.594929e-02, -1.116713e+05, 1.615393e+03, 2.057880e+04, 1.615393e+03, 4.699990e+06, 3.495955e-03, 4.909416e-01, 6.540285e-06, 1.857347e-01, 1.179840e-07, 2.771772e-01, 3.400061e-02, 8.581927e-03, 2.352688e-06, 1.737385e-07, 2.900293e-06, 8.988959e-08, 1.755946e-07, 7.523499e-07, 8.550202e-06, 4.236729e-05, 3.808923e-06, 1.713075e-08, 3.182909e-09, 1.922645e-07, 5.240908e-09, 5.684509e-09, 2.139220e-09, 2.616921e-08, 3.969611e-08, 1.383395e-02, 4.840946e+00, 8.610567e+03, 8.699348e+03
5.500000e-01, 1.352211e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.957612e+00, 4.594928e-02, -7.023983e+04, 1.613743e+03, 2.057880e+04, 1.613743e+03, 4.699990e+06, 3.495890e-03, 4.910107e-01, 6.429818e-06, 1.856713e-01, 1.154003e-07, 2.771314e-01, 3.405026e-02, 8.572853e-03, 2.310225e-06, 1.718135e-07, 2.900392e-06, 8.885339e-08, 1.758987e-07, 7.469093e-07, 8.395964e-06, 4.227988e-05, 3.689322e-06, 1.703200e-08, 3.109481e-09, 1.897972e-07, 5.119524e-09, 5.482922e-09, 2.062047e-09, 2.616871e-08, 3.969499e-08, 1.383369e-02, 4.845806e+00, 8.600890e+03, 8.689489e+03
5.600000e-01, 1.377491e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.953641e+00, 4.594928e-02, -5.335346e+04, 1.612094e+03, 2.057880e+04, 1.612094e+03, 4.699990e+06, 3.495827e-03, 4.910793e-01, 6.321077e-06, 1.856083e-01, 1.128698e-07, 2.770853e-01, 3.410004e-02, 8.564124e-03, 2.268557e-06, 1.699225e-07, 2.900507e-06, 8.782835e-08, 1.762031e-07, 7.414150e-07, 8.244630e-06, 4.219428e-05, 3.573396e-06, 1.693526e-08, 3.038176e-09, 1.873670e-07, 5.001132e-09, 5.286519e-09, 1.987039e-09, 2.616824e-08, 3.969390e-08, 1.383344e-02, 4.850673e+00, 8.591573e+03, 8.679993e+03
5.700000e-01, 1.402797e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.949671e+00, 4.594928e-02, -6.360121e+04, 1.610448e+03, 2.057880e+04, 1.610448e+03, 4.699990e+06, 3.495766e-03, 4.911473e-01, 6.214037e-06, 1.855457e-01, 1.103914e-07, 2.770390e-01, 3.414997e-02, 8.555731e-03, 2.227669e-06, 1.680626e-07, 2.900635e-06, 8.681433e-08, 1.765065e-07, 7.357779e-07, 8.095586e-06, 4.211045e-05, 3.461232e-06, 1.684044e-08, 2.969039e-09, 1.849730e-07, 4.885460e-09, 5.093797e-09, 1.913664e-09, 2.616779e-08, 3.969286e-08, 1.383320e-02, 4.855549e+00, 8.582604e+03, 8.670848e+03
5.800000e-01, 1.428128e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.945703e+00, 4.594928e-02, -9.826413e+04, 1.608803e+03, 2.057880e+04, 1.608803e+03, 4.699990e+06, 3.495708e-03, 4.912148e-01, 6.108656e-06, 1.854833e-01, 1.079638e-07, 2.769924e-01, 3.420003e-02, 8.547660e-03, 2.187537e-06, 1.662353e-07, 2.900779e-06, 8.581103e-08, 1.768111e-07, 7.299992e-07, 7.949025e-06, 4.202835e-05, 3.352347e-06, 1.674743e-08, 2.901883e-09, 1.826142e-07, 4.772236e-09, 4.904815e-09, 1.841974e-09, 2.616735e-08, 3.969184e-08, 1.383297e-02, 4.860432e+00, 8.573969e+03, 8.662042e+03
5.900000e-01, 1.453485e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.941736e+00, 4.594928e-02, -9.185897e+04, 1.607160e+03, 2.057880e+04, 1.607160e+03, 4.699991e+06, 3.495651e-03, 4.912817e-01, 6.004952e-06, 1.854214e-01, 1.055886e-07, 2.769455e-01, 3.425021e-02, 8.539897e-03, 2.148171e-06, 1.644516e-07, 2.900943e-06, 8.481716e-08, 1.771233e-07, 7.243781e-07, 7.806332e-06, 4.194795e-05, 3.246388e-06, 1.665594e-08, 2.836116e-09, 1.802927e-07, 4.661700e-09, 4.725866e-09, 1.774140e-09, 2.616693e-08, 3.969087e-08, 1.383275e-02, 4.865324e+00, 8.565656e+03, 8.653561e+03
6.000000e-01, 1.478867e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.937770e+00, 4.594928e-02, -5.350460e+04, 1.605518e+03, 2.057880e+04, 1.605518e+03, 4.699991e+06, 3.495597e-03, 4.913482e-01, 5.902866e-06, 1.853597e-01, 1.032638e-07, 2.768984e-01, 3.430053e-02, 8.532429e-03, 2.109539e-06, 1.627124e-07, 2.901131e-06, 8.383254e-08, 1.774455e-07, 7.188671e-07, 7.667656e-06, 4.186920e-05, 3.142681e-06, 1.656587e-08, 2.771579e-09, 1.780074e-07, 4.553436e-09, 4.556052e-09, 1.709916e-09, 2.616652e-08, 3.968992e-08, 1.383253e-02, 4.870223e+00, 8.557654e+03, 8.645394e+03
6.100000e-01, 1.504275e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.933806e+00, 4.594928e-02, 2.854703e+04, 1.603878e+03, 2.057880e+04, 1.603878e+03, 4.699991e+06, 3.495545e-03, 4.914142e-01, 5.802371e-06, 1.852983e-01, 1.009890e-07, 2.768511e-01, 3.435097e-02, 8.525247e-03, 2.071625e-06, 1.610212e-07, 2.901346e-06, 8.285678e-08, 1.777802e-07, 7.135654e-07, 7.533512e-06, 4.179208e-05, 3.040828e-06, 1.647707e-08, 2.708017e-09, 1.757580e-07, 4.447380e-09, 4.396973e-09, 1.649856e-09, 2.616613e-08, 3.968901e-08, 1.383233e-02, 4.875131e+00, 8.549950e+03, 8.637529e+03
6.200000e-01, 1.529709e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.929843e+00, 4.594928e-02, 6.486919e+04, 1.602239e+03, 2.057880e+04, 1.602239e+03, 4.699991e+06, 3.495495e-03, 4.914797e-01, 5.703492e-06, 1.852372e-01, 9.876081e-08, 2.768035e-01, 3.440154e-02, 8.518338e-03, 2.034413e-06, 1.593596e-07, 2.901571e-06, 8.189239e-08, 1.781105e-07, 7.085692e-07, 7.401768e-06, 4.171653e-05, 2.942994e-06, 1.638982e-08, 2.646336e-09, 1.735406e-07, 4.344617e-09, 4.244065e-09, 1.591873e-09, 2.616576e-08, 3.968812e-08, 1.383213e-02, 4.880047e+00, 8.542533e+03, 8.629954e+03
6.300000e-01, 1.555168e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.925881e+00, 4.594928e-02, 7.349617e+04, 1.600602e+03, 2.057880e+04, 1.600602e+03, 4.699991e+06, 3.495447e-03, 4.915448e-01, 5.606205e-06, 1.851764e-01, 9.657898e-08, 2.767557e-01, 3.445223e-02, 8.511692e-03, 1.997892e-06, 1.577329e-07, 2.901809e-06, 8.093892e-08, 1.784400e-07, 7.040248e-07, 7.273169e-06, 4.164254e-05, 2.848740e-06, 1.630396e-08, 2.586221e-09, 1.713554e-07, 4.245152e-09, 4.099769e-09, 1.536810e-09, 2.616540e-08, 3.968727e-08, 1.383194e-02, 4.884972e+00, 8.535394e+03, 8.622661e+03
6.400000e-01, 1.580653e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.921920e+00, 4.594928e-02, 3.238013e+04, 1.598965e+03, 2.057880e+04, 1.598965e+03, 4.699991e+06, 3.495400e-03, 4.916094e-01, 5.510513e-06, 1.851159e-01, 9.444218e-08, 2.767076e-01, 3.450305e-02, 8.505296e-03, 1.962051e-06, 1.561374e-07, 2.902055e-06, 7.999708e-08, 1.787642e-07, 7.000907e-07, 7.147431e-06, 4.157007e-05, 2.758681e-06, 1.621948e-08, 2.527821e-09, 1.692011e-07, 4.149486e-09, 3.964215e-09, 1.484498e-09, 2.616505e-08, 3.968644e-08, 1.383175e-02, 4.889906e+00, 8.528523e+03, 8.615638e+03
6.500000e-01, 1.606163e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.917959e+00, 4.594928e-02, 2.890683e+04, 1.597330e+03, 2.057880e+04, 1.597330e+03, 4.699991e+06, 3.495355e-03, 4.916737e-01, 5.416314e-06, 1.850555e-01, 9.235101e-08, 2.766594e-01, 3.455399e-02, 8.499152e-03, 1.926864e-06, 1.545603e-07, 2.902306e-06, 7.906394e-08, 1.790859e-07, 6.956779e-07, 7.023354e-06, 4.149908e-05, 2.671414e-06, 1.613719e-08, 2.471420e-09, 1.670762e-07, 4.055862e-09, 3.827887e-09, 1.432499e-09, 2.616471e-08, 3.968564e-08, 1.383158e-02, 4.894849e+00, 8.521911e+03, 8.608877e+03
6.600000e-01, 1.631700e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.914000e+00, 4.594928e-02, 3.147865e+04, 1.595696e+03, 2.057880e+04, 1.595696e+03, 4.699991e+06, 3.495312e-03, 4.917376e-01, 5.323614e-06, 1.849955e-01, 9.030398e-08, 2.766109e-01, 3.460504e-02, 8.493246e-03, 1.892320e-06, 1.530005e-07, 2.902559e-06, 7.814046e-08, 1.794014e-07, 6.910746e-07, 6.900883e-06, 4.142955e-05, 2.587584e-06, 1.605695e-08, 2.417076e-09, 1.649797e-07, 3.964913e-09, 3.692215e-09, 1.381009e-09, 2.616439e-08, 3.968487e-08, 1.383141e-02, 4.899801e+00, 8.515547e+03, 8.602368e+03
6.700000e-01, 1.657262e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.910041e+00, 4.594928e-02, 4.012785e+04, 1.594064e+03, 2.057880e+04, 1.594064e+03, 4.699991e+06, 3.495271e-03, 4.918011e-01, 5.232390e-06, 1.849356e-01, 8.830016e-08, 2.765622e-01, 3.465621e-02, 8.487568e-03, 1.858403e-06, 1.514534e-07, 2.902809e-06, 7.722654e-08, 1.797082e-07, 6.861925e-07, 6.779632e-06, 4.136143e-05, 2.507300e-06, 1.597890e-08, 2.364917e-09, 1.629103e-07, 3.876633e-09, 3.555596e-09, 1.329489e-09, 2.616408e-08, 3.968413e-08, 1.383124e-02, 4.904762e+00, 8.509422e+03, 8.596100e+03
6.800000e-01, 1.682850e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.906083e+00, 4.594928e-02, 4.813071e+04, 1.592432e+03, 2.057880e+04, 1.592432e+03, 4.699991e+06, 3.495231e-03, 4.918642e-01, 5.142595e-06, 1.848760e-01, 8.633811e-08, 2.765133e-01, 3.470748e-02, 8.482112e-03, 1.825093e-06, 1.499420e-07, 2.903078e-06, 7.632188e-08, 1.800204e-07, 6.814418e-07, 6.660907e-06, 4.129472e-05, 2.429188e-06, 1.590177e-08, 2.313753e-09, 1.608700e-07, 3.790170e-09, 3.425867e-09, 1.280514e-09, 2.616378e-08, 3.968340e-08, 1.383109e-02, 4.909732e+00, 8.503528e+03, 8.590067e+03
6.900000e-01, 1.708464e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.902126e+00, 4.594928e-02, 5.530208e+04, 1.590801e+03, 2.057880e+04, 1.590801e+03, 4.699991e+06, 3.495193e-03, 4.919270e-01, 5.054202e-06, 1.848165e-01, 8.441686e-08, 2.764642e-01, 3.475887e-02, 8.476869e-03, 1.792374e-06, 1.484673e-07, 2.903367e-06, 7.542631e-08, 1.803392e-07, 6.768122e-07, 6.544646e-06, 4.122936e-05, 2.353024e-06, 1.582544e-08, 2.263452e-09, 1.588583e-07, 3.705311e-09, 3.303149e-09, 1.234130e-09, 2.616350e-08, 3.968271e-08, 1.383093e-02, 4.914711e+00, 8.497857e+03, 8.584259e+03
7.000000e-01, 1.734104e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.898169e+00, 4.594928e-02, 6.185630e+04, 1.589171e+03, 2.057880e+04, 1.589171e+03, 4.699991e+06, 3.495156e-03, 4.919895e-01, 4.967184e-06, 1.847573e-01, 8.253545e-08, 2.764149e-01, 3.481037e-02, 8.471830e-03, 1.760230e-06, 1.470273e-07, 2.903676e-06, 7.453963e-08, 1.806641e-07, 6.722448e-07, 6.430627e-06, 4.116534e-05, 2.278717e-06, 1.574989e-08, 2.214004e-09, 1.568743e-07, 3.621912e-09, 3.186668e-09, 1.190087e-09, 2.616322e-08, 3.968203e-08, 1.383079e-02, 4.919700e+00, 8.492400e+03, 8.578667e+03
7.100000e-01, 1.759770e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.894213e+00, 4.594928e-02, 6.917885e+04, 1.587542e+03, 2.057880e+04, 1.587542e+03, 4.699991e+06, 3.495121e-03, 4.920517e-01, 4.881532e-06, 1.846982e-01, 8.069336e-08, 2.763655e-01, 3.486197e-02, 8.466988e-03, 1.728654e-06, 1.456188e-07, 2.904000e-06, 7.366193e-08, 1.809922e-07, 6.677831e-07, 6.318836e-06, 4.110262e-05, 2.206576e-06, 1.567531e-08, 2.165648e-09, 1.549170e-07, 3.540372e-09, 3.075426e-09, 1.147992e-09, 2.616296e-08, 3.968138e-08, 1.383065e-02, 4.924698e+00, 8.487149e+03, 8.573285e+03
7.200000e-01, 1.785462e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.890257e+00, 4.594928e-02, 7.758532e+04, 1.585914e+03, 2.057880e+04, 1.585914e+03, 4.699992e+06, 3.495086e-03, 4.921135e-01, 4.797233e-06, 1.846393e-01, 7.888989e-08, 2.763158e-01, 3.491367e-02, 8.462336e-03, 1.697637e-06, 1.442401e-07, 2.904337e-06, 7.279324e-08, 1.813221e-07, 6.634641e-07, 6.209278e-06, 4.104118e-05, 2.136716e-06, 1.560174e-08, 2.118484e-09, 1.529858e-07, 3.460883e-09, 2.968960e-09, 1.107651e-09, 2.616270e-08, 3.968075e-08, 1.383051e-02, 4.929705e+00, 8.482098e+03, 8.568105e+03
7.300000e-01, 1.811181e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.886302e+00, 4.594928e-02, 8.505352e+04, 1.584287e+03, 2.057880e+04, 1.584287e+03, 4.699992e+06, 3.495054e-03, 4.921751e-01, 4.714256e-06, 1.845806e-01, 7.712404e-08, 2.762660e-01, 3.496547e-02, 8.457866e-03, 1.667163e-06, 1.428937e-07, 2.904690e-06, 7.193333e-08, 1.816560e-07, 6.593108e-07, 6.101998e-06, 4.098100e-05, 2.068822e-06, 1.552897e-08, 2.072296e-09, 1.510803e-07, 3.383179e-09, 2.867996e-09, 1.069307e-09, 2.616245e-08, 3.968015e-08, 1.383038e-02, 4.934722e+00, 8.477237e+03, 8.563119e+03
7.400000e-01, 1.836925e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.882347e+00, 4.594928e-02, 9.171689e+04, 1.582661e+03, 2.057880e+04, 1.582661e+03, 4.699992e+06, 3.495022e-03, 4.922364e-01, 4.632589e-06, 1.845221e-01, 7.539514e-08, 2.762160e-01, 3.501736e-02, 8.453570e-03, 1.637223e-06, 1.415749e-07, 2.905055e-06, 7.108225e-08, 1.819911e-07, 6.552597e-07, 5.996780e-06, 4.092203e-05, 2.003024e-06, 1.545723e-08, 2.027242e-09, 1.491996e-07, 3.307364e-09, 2.771011e-09, 1.032451e-09, 2.616222e-08, 3.967956e-08, 1.383026e-02, 4.939749e+00, 8.472561e+03, 8.558319e+03
7.500000e-01, 1.862696e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.878393e+00, 4.594928e-02, 9.823732e+04, 1.581035e+03, 2.057880e+04, 1.581035e+03, 4.699992e+06, 3.494992e-03, 4.922975e-01, 4.552220e-06, 1.844637e-01, 7.370263e-08, 2.761659e-01, 3.506935e-02, 8.449446e-03, 1.607811e-06, 1.402758e-07, 2.905427e-06, 7.024006e-08, 1.823233e-07, 6.512007e-07, 5.893292e-06, 4.086428e-05, 1.939561e-06, 1.538693e-08, 1.983587e-09, 1.473427e-07, 3.233605e-09, 2.675665e-09, 9.963158e-10, 2.616199e-08, 3.967899e-08, 1.383014e-02, 4.944786e+00, 8.468064e+03, 8.553701e+03
7.600000e-01, 1.888493e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.874439e+00, 4.594928e-02, 1.026146e+05, 1.579410e+03, 2.057880e+04, 1.579410e+03, 4.699992e+06, 3.494963e-03, 4.923582e-01, 4.473128e-06, 1.844055e-01, 7.204563e-08, 2.761156e-01, 3.512143e-02, 8.445483e-03, 1.578914e-06, 1.389978e-07, 2.905805e-06, 6.940665e-08, 1.826533e-07, 6.471793e-07, 5.791596e-06, 4.080769e-05, 1.878302e-06, 1.531794e-08, 1.941240e-09, 1.455091e-07, 3.161848e-09, 2.582348e-09, 9.610063e-10, 2.616177e-08, 3.967844e-08, 1.383002e-02, 4.949832e+00, 8.463738e+03, 8.549257e+03
7.700000e-01, 1.914316e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.870485e+00, 4.594928e-02, 1.051275e+05, 1.577785e+03, 2.057880e+04, 1.577785e+03, 4.699992e+06, 3.494935e-03, 4.924188e-01, 4.395291e-06, 1.843474e-01, 7.042342e-08, 2.760651e-01, 3.517359e-02, 8.441677e-03, 1.550520e-06, 1.377401e-07, 2.906191e-06, 6.858192e-08, 1.829812e-07, 6.431659e-07, 5.691594e-06, 4.075225e-05, 1.819163e-06, 1.525026e-08, 1.900153e-09, 1.436984e-07, 3.091979e-09, 2.490855e-09, 9.264624e-10, 2.616156e-08, 3.967791e-08, 1.382991e-02, 4.954888e+00, 8.459576e+03, 8.544979e+03
7.800000e-01, 1.940166e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.866532e+00, 4.594928e-02, 1.090988e+05, 1.576162e+03, 2.057880e+04, 1.576162e+03, 4.699992e+06, 3.494908e-03, 4.924791e-01, 4.318683e-06, 1.842895e-01, 6.883529e-08, 2.760145e-01, 3.522584e-02, 8.438025e-03, 1.522620e-06, 1.365048e-07, 2.906588e-06, 6.776561e-08, 1.833095e-07, 6.391036e-07, 5.593183e-06, 4.069795e-05, 1.761842e-06, 1.518370e-08, 1.860068e-09, 1.419105e-07, 3.023560e-09, 2.402042e-09, 8.930165e-10, 2.616136e-08, 3.967740e-08, 1.382980e-02, 4.959954e+00, 8.455576e+03, 8.540865e+03
7.900000e-01, 1.966042e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 3.862579e+00, 4.594928e-02, 1.118898e+05, 1.574539e+03, 2.057880e+04, 1.574539e+03, 4.699992e+06, 3.494882e-03, 4.925391e-01, 4.243288e-06, 1.842317e-01, 6.728049e-08, 2.759638e-01, 3.527817e-02, 8.434518e-03, 1.495202e-06, 1.352888e-07, 2.906992e-06, 6.695773e-08, 1.836365e-07, 6.349818e-07, 5.496268e-06, 4.064474e-05, 1.706406e-06, 1.511838e-08, 1.821083e-09, 1.401448e-07, 2.956699e-09, 2.314966e-09, 8.603349e-10, 2.616117e-08, 3.967690e-08, 1.382970e-02, 4.965030e+00, 8.451728e+03, 8.536906e+03
