Solution_No_PFRC4_(), Inlet_mole_fraction_CYPENTN-4MTHNE_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C4H612_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C4H6-2_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_H2C4O_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_NC3H7CHO_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_NC3H7CO_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C3H6CHO-1_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C3H6CHO-2_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C3H6CHO-3_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C2H5COCH3_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C2H5COCH2_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_CH2CH2COCH3_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_CH3CHCOCH3_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C2H3COCH3_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C2H5CHCO_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C5H10-1_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C5H10-2_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C5H81-3_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C5H91-3_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C5H91-4_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C5H91-5_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C5H92-4_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C5H92-5_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_BC5H10_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_CC5H10_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_CC5H9-A_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_CC5H9-B_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_AC5H10_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_AC5H9-A2_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_AC5H9-C_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_AC5H9-D_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_B13DE2M_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_B13DE2MJ_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_B12DE3M_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C6H10D24_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C6H101-5_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C6H9-A_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C3Y1-3OR_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C6H101-3;3_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C8H131-5;3;SA_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_L-C6H4_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C-C6H4_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C6H3_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C6H2_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C6H6_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_FULVENE_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C6H5_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C6H5OO_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C6H5OOH_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C6H5OH_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C6H5O_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C6H4OH_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_OC6H4OH_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_O-C6H4O2_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_P-C6H4O2_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_P-C6H3O2_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C5H6_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C5H5_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C5H6-L_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C#CCVCCJ_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C5H7_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_CVCCJCVC_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_CVCCVCCJ_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_CVCCJCVCOH_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_CVCCVCCOH_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C5H5OH_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C5H5O_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C5H4OH_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C5H4O_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C5H3O_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_CJVCCVCCVO_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_CVCCVCCJVO_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_CJVCCVO_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_HOCVCCVO_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_HOCVCCJVO_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_OC5H7O_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C7H6_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C7H5_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_OC6H4CH2_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_IND_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C10H9_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C10H10_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C5H5CH3_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C9H7_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C9H6O_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_NAPH_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_NAPH-_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_NAPHV_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_NAPHO_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_FLUORENE_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C14H10_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Inlet_mole_fraction_C16H10_of_C3__Gas_Splitter_to_C4__PFR_PFRC4_(), Area_PFRC4_(m2), Cycle_time_PFRC4_(sec), Ambient_temperature_PFRC4_(K), Surface_material_area_fraction_PFRC4_()
1.000000e+00, 6.955393e-14, 3.900171e-10, 5.247315e-10, 1.204315e-11, 8.472653e-14, 2.031324e-16, 1.891416e-17, 4.384252e-17, 1.895672e-17, 3.827423e-14, 1.921750e-16, 9.859227e-17, 3.751175e-15, 2.603567e-12, 7.963883e-17, 5.869021e-14, 5.605228e-14, 3.770324e-12, 6.265305e-16, 4.205528e-16, 1.754926e-16, 5.682688e-16, 1.597360e-16, 4.025671e-14, 3.752214e-14, 1.195900e-16, 1.845909e-16, 6.520455e-14, 1.894219e-15, 8.914507e-16, 2.264975e-16, 3.112274e-12, 7.449908e-14, 1.166179e-13, 6.471064e-12, 3.301766e-16, 3.401146e-17, 1.833293e-18, 4.040439e-12, 1.260172e-20, 3.711198e-11, 8.280606e-11, 3.462717e-14, 1.128706e-11, 1.960558e-06, 3.274952e-09, 1.720861e-10, 1.200066e-18, 1.585050e-19, 5.887141e-09, 6.660824e-11, 2.103846e-13, 8.942943e-17, 1.927665e-16, 3.969404e-16, 4.042557e-20, 1.814511e-09, 1.648019e-10, 3.962729e-09, 2.710617e-12, 1.125138e-13, 1.839532e-12, 5.738548e-12, 5.725812e-15, 7.326355e-15, 2.303217e-12, 1.412759e-17, 1.589585e-12, 1.742279e-13, 1.621338e-17, 5.598582e-16, 9.500870e-16, 2.043812e-13, 1.197767e-12, 1.941634e-14, 4.022743e-08, 2.539602e-14, 1.682864e-14, 2.023531e-14, 3.845702e-11, 9.508229e-18, 6.285749e-20, 5.364951e-11, 3.679793e-12, 3.261016e-14, 3.600161e-10, 3.253008e-13, 3.527897e-13, 4.814304e-15, 6.314307e-11, 3.684401e-12, 5.717894e-12, 2.896647e-02, 1.000000e+00, 2.981500e+02, 1.000000e+00
