Distance_PFRC3_(m), Plug_flow_residence_time_PFRC3_(sec), Internal_surface_area_per_unit_distance_PFRC3_(m), Cross-section_area_PFRC3_(m2), External_surface_area_per_unit_distance_PFRC3_(m), Velocity_PFRC3_(m/sec), Exit_mass_flow_rate_PFRC3_(kg/sec), Volumetric_heat_production_rate_PFRC3_(J/m3-sec), Surface_temperature_PFRC3_(K), Temperature_PFRC3_(K), Pressure_PFRC3_(Pa), Mole_fraction_N2_PFRC3_(), Mole_fraction_H2_PFRC3_(), Mole_fraction_H_PFRC3_(), Mole_fraction_O2_PFRC3_(), Mole_fraction_H2O_PFRC3_(), Mole_fraction_OH_PFRC3_(), Mole_fraction_HO2_PFRC3_(), Mole_fraction_CO_PFRC3_(), Mole_fraction_CO2_PFRC3_(), Mole_fraction_CH4_PFRC3_(), Mole_fraction_CH3_PFRC3_(), Mole_fraction_CH3OH_PFRC3_(), Mole_fraction_CH2O_PFRC3_(), Mole_fraction_HCO_PFRC3_(), Mole_fraction_HOCHO_PFRC3_(), Mole_fraction_C2H6_PFRC3_(), Mole_fraction_C2H5_PFRC3_(), Mole_fraction_C2H4_PFRC3_(), Mole_fraction_C2H3_PFRC3_(), Mole_fraction_CHOCHO_PFRC3_(), Mole_fraction_CHCHO_PFRC3_(), Mole_fraction_C2H2_PFRC3_(), Mole_fraction_CH3CHO_PFRC3_(), Mole_fraction_C2H3OH_PFRC3_(), Mole_fraction_CH2CO_PFRC3_(), Mole_fraction_HCCOH_PFRC3_(), Mole_fraction_C3H8_PFRC3_(), Mole_fraction_C3H6_PFRC3_(), Mole_fraction_C3H5-A_PFRC3_(), Mole_fraction_CH3CHCO_PFRC3_(), Mole_fraction_C3H4-P_PFRC3_(), Mole_fraction_C3H4-A_PFRC3_(), Mole_fraction_C3H3_PFRC3_(), Mole_fraction_CCYCCO-T1_PFRC3_(), Mole_fraction_C4H6_PFRC3_(), Mole_fraction_C4H4_PFRC3_(), Mole_fraction_C4H3-I_PFRC3_(), Mole_fraction_C4H2_PFRC3_(), Mole_fraction_C4H612_PFRC3_(), Mole_fraction_C4H6-2_PFRC3_(), Mole_fraction_H2C4O_PFRC3_(), Mole_fraction_L-C6H4_PFRC3_(), Mole_fraction_C-C6H4_PFRC3_(), Mole_fraction_C6H2_PFRC3_(), Mole_fraction_C6H6_PFRC3_(), Mole_fraction_FULVENE_PFRC3_(), Mole_fraction_C6H5OH_PFRC3_(), Mole_fraction_C6H5O_PFRC3_(), Mole_fraction_C5H6_PFRC3_(), Mole_fraction_C5H5_PFRC3_(), Mole_fraction_C5H4O_PFRC3_(), Mole_fraction_OC5H7O_PFRC3_(), Mole_fraction_IND_PFRC3_(), Mole_fraction_C9H7_PFRC3_(), Mole_fraction_C9H6O_PFRC3_(), Molecular_weight_PFRC3_(kg/mole), Mass_density_PFRC3_(kg/m3), Unburned_hydrocarbons_PFRC3_(ppm), Volatile_organic_compounds_PFRC3_(ppm)
8.800000e-03, 9.786610e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 8.992249e+00, 4.594930e+00, -1.882133e+06, 1.732608e+03, 1.732608e+03, 4.700082e+06, 3.534430e-03, 4.778232e-01, 2.019732e-05, 2.273182e-08, 1.955022e-01, 5.349742e-07, 4.378557e-11, 2.766129e-01, 3.230971e-02, 1.391205e-02, 1.204835e-05, 6.261237e-07, 2.974263e-06, 1.910388e-07, 1.560117e-07, 3.367778e-06, 2.464218e-08, 9.011978e-05, 3.412741e-08, 1.353858e-10, 6.262052e-05, 1.087821e-04, 6.242810e-08, 5.384928e-08, 7.769123e-07, 1.523563e-08, 2.132089e-09, 1.260972e-07, 2.343631e-09, 2.547592e-09, 3.385060e-07, 1.324767e-07, 1.815528e-08, 2.645723e-08, 4.041524e-09, 2.016525e-08, 9.509002e-11, 7.956260e-09, 4.162136e-10, 5.637637e-10, 1.315647e-11, 4.104140e-11, 9.001842e-11, 1.270918e-11, 2.125058e-06, 3.551312e-09, 6.384782e-09, 7.229619e-11, 1.967158e-09, 1.787629e-10, 2.002176e-13, 4.022804e-08, 4.375035e-11, 4.187037e-12, 3.690648e-14, 1.398620e-02, 4.563207e+00, 1.434356e+04, 1.447491e+04
8.900000e-03, 9.897817e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 8.992246e+00, 4.594930e+00, -1.935442e+06, 1.732606e+03, 1.732606e+03, 4.700082e+06, 3.534427e-03, 4.778216e-01, 2.019507e-05, 2.198014e-08, 1.955034e-01, 5.349147e-07, 4.250536e-11, 2.766161e-01, 3.230726e-02, 1.391237e-02, 1.204730e-05, 6.260585e-07, 2.974242e-06, 1.910210e-07, 1.560213e-07, 3.361816e-06, 2.456808e-08, 8.984439e-05, 3.401297e-08, 1.333181e-10, 6.261822e-05, 1.084183e-04, 6.231378e-08, 5.368334e-08, 7.765157e-07, 1.518460e-08, 2.125520e-09, 1.256933e-07, 2.335655e-09, 2.539140e-09, 3.373434e-07, 1.320192e-07, 1.809042e-08, 2.645720e-08, 4.017188e-09, 2.002646e-08, 9.442744e-11, 7.900179e-09, 4.140305e-10, 5.605109e-10, 1.306369e-11, 4.071395e-11, 8.941738e-11, 1.259067e-11, 2.111349e-06, 3.528282e-09, 6.343312e-09, 7.182219e-11, 1.954438e-09, 1.775995e-10, 1.980517e-13, 4.022799e-08, 4.330923e-11, 4.144766e-12, 3.654845e-14, 1.398619e-02, 4.563208e+00, 1.434251e+04, 1.447385e+04
9.000000e-03, 1.000902e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 8.992244e+00, 4.594930e+00, -1.988566e+06, 1.732604e+03, 1.732604e+03, 4.700082e+06, 3.534423e-03, 4.778201e-01, 2.019281e-05, 2.122846e-08, 1.955046e-01, 5.348552e-07, 4.122516e-11, 2.766193e-01, 3.230480e-02, 1.391270e-02, 1.204626e-05, 6.259932e-07, 2.974221e-06, 1.910031e-07, 1.560308e-07, 3.355853e-06, 2.449397e-08, 8.956901e-05, 3.389852e-08, 1.312505e-10, 6.261592e-05, 1.080545e-04, 6.219946e-08, 5.351741e-08, 7.761191e-07, 1.513356e-08, 2.118950e-09, 1.252893e-07, 2.327680e-09, 2.530689e-09, 3.361808e-07, 1.315617e-07, 1.802555e-08, 2.645717e-08, 3.992852e-09, 1.988766e-08, 9.376487e-11, 7.844098e-09, 4.118474e-10, 5.572582e-10, 1.297091e-11, 4.038649e-11, 8.881635e-11, 1.247216e-11, 2.097641e-06, 3.505252e-09, 6.301841e-09, 7.134819e-11, 1.941717e-09, 1.764361e-10, 1.958859e-13, 4.022794e-08, 4.286812e-11, 4.102495e-12, 3.619042e-14, 1.398617e-02, 4.563209e+00, 1.434145e+04, 1.447279e+04
9.100000e-03, 1.012023e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 8.992242e+00, 4.594930e+00, -2.041505e+06, 1.732602e+03, 1.732602e+03, 4.700082e+06, 3.534419e-03, 4.778185e-01, 2.019056e-05, 2.047678e-08, 1.955057e-01, 5.347957e-07, 3.994496e-11, 2.766225e-01, 3.230234e-02, 1.391302e-02, 1.204522e-05, 6.259280e-07, 2.974201e-06, 1.909852e-07, 1.560404e-07, 3.349891e-06, 2.441987e-08, 8.929363e-05, 3.378408e-08, 1.291828e-10, 6.261363e-05, 1.076907e-04, 6.208515e-08, 5.335148e-08, 7.757225e-07, 1.508253e-08, 2.112381e-09, 1.248854e-07, 2.319704e-09, 2.522238e-09, 3.350183e-07, 1.311042e-07, 1.796069e-08, 2.645715e-08, 3.968516e-09, 1.974886e-08, 9.310229e-11, 7.788017e-09, 4.096644e-10, 5.540055e-10, 1.287814e-11, 4.005904e-11, 8.821531e-11, 1.235364e-11, 2.083932e-06, 3.482222e-09, 6.260371e-09, 7.087419e-11, 1.928996e-09, 1.752726e-10, 1.937201e-13, 4.022789e-08, 4.242701e-11, 4.060225e-12, 3.583239e-14, 1.398616e-02, 4.563210e+00, 1.434040e+04, 1.447173e+04
9.200000e-03, 1.023144e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 8.992240e+00, 4.594930e+00, -2.094259e+06, 1.732599e+03, 1.732599e+03, 4.700082e+06, 3.534416e-03, 4.778169e-01, 2.018830e-05, 1.972510e-08, 1.955069e-01, 5.347362e-07, 3.866477e-11, 2.766257e-01, 3.229988e-02, 1.391335e-02, 1.204417e-05, 6.258628e-07, 2.974180e-06, 1.909673e-07, 1.560499e-07, 3.343929e-06, 2.434576e-08, 8.901825e-05, 3.366964e-08, 1.271152e-10, 6.261133e-05, 1.073269e-04, 6.197083e-08, 5.318555e-08, 7.753259e-07, 1.503150e-08, 2.105812e-09, 1.244815e-07, 2.311728e-09, 2.513787e-09, 3.338557e-07, 1.306467e-07, 1.789583e-08, 2.645712e-08, 3.944181e-09, 1.961007e-08, 9.243972e-11, 7.731936e-09, 4.074813e-10, 5.507528e-10, 1.278536e-11, 3.973158e-11, 8.761428e-11, 1.223513e-11, 2.070224e-06, 3.459191e-09, 6.218901e-09, 7.040019e-11, 1.916275e-09, 1.741092e-10, 1.915543e-13, 4.022784e-08, 4.198589e-11, 4.017954e-12, 3.547436e-14, 1.398614e-02, 4.563211e+00, 1.433934e+04, 1.447066e+04
9.300000e-03, 1.034265e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 8.992237e+00, 4.594930e+00, -2.146829e+06, 1.732597e+03, 1.732597e+03, 4.700082e+06, 3.534412e-03, 4.778154e-01, 2.018605e-05, 1.897342e-08, 1.955081e-01, 5.346767e-07, 3.738457e-11, 2.766289e-01, 3.229742e-02, 1.391368e-02, 1.204313e-05, 6.257976e-07, 2.974159e-06, 1.909494e-07, 1.560595e-07, 3.337966e-06, 2.427165e-08, 8.874287e-05, 3.355520e-08, 1.250476e-10, 6.260904e-05, 1.069631e-04, 6.185651e-08, 5.301962e-08, 7.749293e-07, 1.498046e-08, 2.099243e-09, 1.240775e-07, 2.303752e-09, 2.505336e-09, 3.326931e-07, 1.301892e-07, 1.783097e-08, 2.645709e-08, 3.919845e-09, 1.947127e-08, 9.177715e-11, 7.675856e-09, 4.052983e-10, 5.475002e-10, 1.269258e-11, 3.940413e-11, 8.701325e-11, 1.211662e-11, 2.056516e-06, 3.436161e-09, 6.177430e-09, 6.992619e-11, 1.903555e-09, 1.729458e-10, 1.893885e-13, 4.022779e-08, 4.154478e-11, 3.975683e-12, 3.511634e-14, 1.398613e-02, 4.563212e+00, 1.433829e+04, 1.446960e+04
9.400000e-03, 1.045385e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 8.992235e+00, 4.594930e+00, -2.199214e+06, 1.732595e+03, 1.732595e+03, 4.700082e+06, 3.534408e-03, 4.778138e-01, 2.018380e-05, 1.822175e-08, 1.955093e-01, 5.346171e-07, 3.610438e-11, 2.766321e-01, 3.229496e-02, 1.391400e-02, 1.204208e-05, 6.257323e-07, 2.974139e-06, 1.909316e-07, 1.560690e-07, 3.332004e-06, 2.419755e-08, 8.846749e-05, 3.344075e-08, 1.229799e-10, 6.260674e-05, 1.065993e-04, 6.174220e-08, 5.285369e-08, 7.745327e-07, 1.492943e-08, 2.092674e-09, 1.236736e-07, 2.295777e-09, 2.496885e-09, 3.315305e-07, 1.297317e-07, 1.776611e-08, 2.645707e-08, 3.895509e-09, 1.933248e-08, 9.111458e-11, 7.619775e-09, 4.031153e-10, 5.442475e-10, 1.259981e-11, 3.907668e-11, 8.641222e-11, 1.199811e-11, 2.042807e-06, 3.413131e-09, 6.135960e-09, 6.945220e-11, 1.890834e-09, 1.717824e-10, 1.872226e-13, 4.022774e-08, 4.110367e-11, 3.933413e-12, 3.475831e-14, 1.398612e-02, 4.563213e+00, 1.433723e+04, 1.446854e+04
9.500000e-03, 1.056506e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 8.992233e+00, 4.594930e+00, -2.251414e+06, 1.732593e+03, 1.732593e+03, 4.700082e+06, 3.534405e-03, 4.778122e-01, 2.018154e-05, 1.747008e-08, 1.955105e-01, 5.345576e-07, 3.482419e-11, 2.766353e-01, 3.229251e-02, 1.391433e-02, 1.204104e-05, 6.256671e-07, 2.974118e-06, 1.909137e-07, 1.560786e-07, 3.326041e-06, 2.412344e-08, 8.819211e-05, 3.332631e-08, 1.209123e-10, 6.260445e-05, 1.062356e-04, 6.162788e-08, 5.268776e-08, 7.741362e-07, 1.487840e-08, 2.086105e-09, 1.232697e-07, 2.287801e-09, 2.488434e-09, 3.303680e-07, 1.292742e-07, 1.770125e-08, 2.645704e-08, 3.871174e-09, 1.919368e-08, 9.045201e-11, 7.563695e-09, 4.009322e-10, 5.409948e-10, 1.250703e-11, 3.874923e-11, 8.581119e-11, 1.187960e-11, 2.029099e-06, 3.390101e-09, 6.094490e-09, 6.897820e-11, 1.878114e-09, 1.706190e-10, 1.850568e-13, 4.022769e-08, 4.066256e-11, 3.891143e-12, 3.440028e-14, 1.398610e-02, 4.563214e+00, 1.433617e+04, 1.446748e+04
9.600000e-03, 1.067627e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 8.992231e+00, 4.594930e+00, -2.303430e+06, 1.732591e+03, 1.732591e+03, 4.700082e+06, 3.534401e-03, 4.778107e-01, 2.017929e-05, 1.671841e-08, 1.955117e-01, 5.344981e-07, 3.354401e-11, 2.766384e-01, 3.229005e-02, 1.391465e-02, 1.203999e-05, 6.256019e-07, 2.974098e-06, 1.908958e-07, 1.560881e-07, 3.320079e-06, 2.404934e-08, 8.791674e-05, 3.321187e-08, 1.188447e-10, 6.260215e-05, 1.058718e-04, 6.151356e-08, 5.252183e-08, 7.737396e-07, 1.482736e-08, 2.079536e-09, 1.228657e-07, 2.279825e-09, 2.479983e-09, 3.292054e-07, 1.288166e-07, 1.763638e-08, 2.645701e-08, 3.846838e-09, 1.905489e-08, 8.978944e-11, 7.507614e-09, 3.987492e-10, 5.377421e-10, 1.241425e-11, 3.842178e-11, 8.521016e-11, 1.176110e-11, 2.015391e-06, 3.367071e-09, 6.053020e-09, 6.850421e-11, 1.865393e-09, 1.694555e-10, 1.828910e-13, 4.022764e-08, 4.022145e-11, 3.848872e-12, 3.404226e-14, 1.398609e-02, 4.563216e+00, 1.433512e+04, 1.446642e+04
9.700000e-03, 1.078747e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 8.992229e+00, 4.594930e+00, -2.355260e+06, 1.732588e+03, 1.732588e+03, 4.700082e+06, 3.534398e-03, 4.778091e-01, 2.017703e-05, 1.596674e-08, 1.955128e-01, 5.344386e-07, 3.226383e-11, 2.766416e-01, 3.228759e-02, 1.391498e-02, 1.203895e-05, 6.255367e-07, 2.974077e-06, 1.908779e-07, 1.560977e-07, 3.314116e-06, 2.397523e-08, 8.764136e-05, 3.309743e-08, 1.167771e-10, 6.259986e-05, 1.055080e-04, 6.139925e-08, 5.235590e-08, 7.733430e-07, 1.477633e-08, 2.072966e-09, 1.224618e-07, 2.271850e-09, 2.471532e-09, 3.280428e-07, 1.283591e-07, 1.757152e-08, 2.645698e-08, 3.822503e-09, 1.891610e-08, 8.912687e-11, 7.451534e-09, 3.965662e-10, 5.344895e-10, 1.232148e-11, 3.809433e-11, 8.460913e-11, 1.164259e-11, 2.001682e-06, 3.344041e-09, 6.011550e-09, 6.803021e-11, 1.852673e-09, 1.682921e-10, 1.807252e-13, 4.022759e-08, 3.978034e-11, 3.806602e-12, 3.368423e-14, 1.398607e-02, 4.563217e+00, 1.433406e+04, 1.446536e+04
9.800000e-03, 1.089868e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 8.992226e+00, 4.594930e+00, -2.406906e+06, 1.732586e+03, 1.732586e+03, 4.700082e+06, 3.534394e-03, 4.778075e-01, 2.017478e-05, 1.521507e-08, 1.955140e-01, 5.343791e-07, 3.098364e-11, 2.766448e-01, 3.228513e-02, 1.391531e-02, 1.203790e-05, 6.254714e-07, 2.974056e-06, 1.908600e-07, 1.561073e-07, 3.308154e-06, 2.390113e-08, 8.736598e-05, 3.298299e-08, 1.147095e-10, 6.259756e-05, 1.051442e-04, 6.128493e-08, 5.218997e-08, 7.729464e-07, 1.472530e-08, 2.066397e-09, 1.220579e-07, 2.263874e-09, 2.463081e-09, 3.268802e-07, 1.279016e-07, 1.750666e-08, 2.645696e-08, 3.798167e-09, 1.877730e-08, 8.846431e-11, 7.395454e-09, 3.943832e-10, 5.312368e-10, 1.222870e-11, 3.776688e-11, 8.400811e-11, 1.152408e-11, 1.987974e-06, 3.321011e-09, 5.970080e-09, 6.755622e-11, 1.839952e-09, 1.671287e-10, 1.785595e-13, 4.022754e-08, 3.933923e-11, 3.764332e-12, 3.332621e-14, 1.398606e-02, 4.563218e+00, 1.433301e+04, 1.446429e+04
9.900000e-03, 1.100989e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 8.992224e+00, 4.594930e+00, -2.458367e+06, 1.732584e+03, 1.732584e+03, 4.700082e+06, 3.534390e-03, 4.778060e-01, 2.017252e-05, 1.446340e-08, 1.955152e-01, 5.343196e-07, 2.970347e-11, 2.766480e-01, 3.228267e-02, 1.391563e-02, 1.203686e-05, 6.254062e-07, 2.974036e-06, 1.908422e-07, 1.561168e-07, 3.302192e-06, 2.382702e-08, 8.709060e-05, 3.286855e-08, 1.126419e-10, 6.259527e-05, 1.047804e-04, 6.117061e-08, 5.202405e-08, 7.725498e-07, 1.467426e-08, 2.059828e-09, 1.216539e-07, 2.255898e-09, 2.454630e-09, 3.257177e-07, 1.274441e-07, 1.744180e-08, 2.645693e-08, 3.773832e-09, 1.863851e-08, 8.780174e-11, 7.339374e-09, 3.922001e-10, 5.279842e-10, 1.213592e-11, 3.743943e-11, 8.340708e-11, 1.140557e-11, 1.974266e-06, 3.297981e-09, 5.928610e-09, 6.708223e-11, 1.827232e-09, 1.659653e-10, 1.763937e-13, 4.022748e-08, 3.889812e-11, 3.722062e-12, 3.296819e-14, 1.398604e-02, 4.563219e+00, 1.433195e+04, 1.446323e+04
1.000000e-02, 1.112110e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 8.992222e+00, 4.594930e+00, -2.509643e+06, 1.732582e+03, 1.732582e+03, 4.700082e+06, 3.534387e-03, 4.778044e-01, 2.017027e-05, 1.371174e-08, 1.955164e-01, 5.342601e-07, 2.842329e-11, 2.766512e-01, 3.228021e-02, 1.391596e-02, 1.203582e-05, 6.253410e-07, 2.974015e-06, 1.908243e-07, 1.561264e-07, 3.296229e-06, 2.375292e-08, 8.681523e-05, 3.275411e-08, 1.105743e-10, 6.259297e-05, 1.044166e-04, 6.105630e-08, 5.185812e-08, 7.721533e-07, 1.462323e-08, 2.053259e-09, 1.212500e-07, 2.247923e-09, 2.446179e-09, 3.245551e-07, 1.269866e-07, 1.737694e-08, 2.645690e-08, 3.749496e-09, 1.849972e-08, 8.713918e-11, 7.283294e-09, 3.900171e-10, 5.247315e-10, 1.204315e-11, 3.711198e-11, 8.280606e-11, 1.128706e-11, 1.960558e-06, 3.274952e-09, 5.887141e-09, 6.660824e-11, 1.814511e-09, 1.648019e-10, 1.742279e-13, 4.022743e-08, 3.845702e-11, 3.679792e-12, 3.261016e-14, 1.398603e-02, 4.563220e+00, 1.433090e+04, 1.446217e+04
