Solution_No_PFRC7_(), Inlet_mole_fraction_L-C6H4_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C-C6H4_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C6H3_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C6H2_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C6H6_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_FULVENE_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C6H5_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C6H5OO_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C6H5OOH_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C6H5OH_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C6H5O_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C6H4OH_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_OC6H4OH_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_O-C6H4O2_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_P-C6H4O2_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_O-OC6H5OJ_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_P-OC6H5OJ_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_P-C6H3O2_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C5H6_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C5H5_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C5H6-L_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C#CCVCCJ_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C5H7_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_CVCCJCVC_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_CVCCVCCJ_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_CVCCJCVCOH_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_CVCCVCCOH_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C5H5OH_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C5H5O_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C5H4OH_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C5H4O_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C5H3O_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_CJVCCVCCVO_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_CVCCVCCJVO_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_CJVCCVO_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_HOCVCCVO_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_HOCVCCJVO_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_OC5H7O_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_O2CCHOOJ_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C7H6_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C7H5_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_O-O2C6H4CH3_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_OC6H4CH2_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_IND_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C10H9_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C10H10_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C5H5CH3_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C9H7_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C9H6O_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_NAPH_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_NAPH-_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_NAPHV_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_NAPHO_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_FLUORENE_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C14H10_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Inlet_mole_fraction_C16H10_of_C4__Gas_Splitter_to_C9__PFR_PFRC7_(), Area_PFRC7_(m2), Cycle_time_PFRC7_(sec), Ambient_temperature_PFRC7_(K), Surface_material_area_fraction_PFRC7_()
1.000000e+00, 1.023460e-14, 3.321770e-15, 8.468411e-18, 4.435395e-15, 3.061443e-11, 1.093597e-13, 2.145219e-15, 9.600123e-24, 1.698327e-24, 8.560761e-14, 8.719865e-16, 2.412382e-18, 2.160633e-20, 1.934060e-20, 4.579393e-19, 2.630947e-27, 6.356105e-27, 3.720832e-23, 8.071390e-12, 5.250824e-13, 3.511389e-09, 7.580557e-15, 9.922318e-16, 1.563799e-14, 4.942362e-14, 2.155876e-17, 6.217620e-17, 7.278866e-15, 4.454187e-20, 4.564057e-15, 6.256644e-15, 4.949468e-19, 1.709499e-18, 5.947778e-17, 5.490814e-14, 3.456603e-13, 5.037253e-15, 3.988537e-08, 1.406224e-23, 1.788211e-16, 1.238811e-16, 1.980819e-31, 2.940761e-19, 2.081922e-14, 5.290512e-18, 1.035396e-20, 3.987601e-15, 2.777845e-15, 2.480811e-17, 2.182342e-10, 1.536196e-13, 1.667551e-13, 1.968717e-15, 6.282476e-11, 3.657761e-12, 5.681513e-12, 1.735181e-03, 1.000000e+02, 2.981500e+02, 1.000000e+00
