Distance_PFRC4_(m), Plug_flow_residence_time_PFRC4_(sec), Internal_surface_area_per_unit_distance_PFRC4_(m), Cross-section_area_PFRC4_(m2), External_surface_area_per_unit_distance_PFRC4_(m), Velocity_PFRC4_(m/sec), Exit_mass_flow_rate_PFRC4_(kg/sec), Volumetric_heat_production_rate_PFRC4_(J/m3-sec), Surface_temperature_PFRC4_(K), Heat_loss_rate_PFRC4_(J/m-sec), Temperature_PFRC4_(K), Pressure_PFRC4_(Pa), Mole_fraction_N2_PFRC4_(), Mole_fraction_H2_PFRC4_(), Mole_fraction_H_PFRC4_(), Mole_fraction_O2_PFRC4_(), Mole_fraction_H2O_PFRC4_(), Mole_fraction_OH_PFRC4_(), Mole_fraction_CO_PFRC4_(), Mole_fraction_CO2_PFRC4_(), Mole_fraction_CH4_PFRC4_(), Mole_fraction_CH3_PFRC4_(), Mole_fraction_CH3OH_PFRC4_(), Mole_fraction_CH2O_PFRC4_(), Mole_fraction_HCO_PFRC4_(), Mole_fraction_HOCHO_PFRC4_(), Mole_fraction_C2H6_PFRC4_(), Mole_fraction_C2H5_PFRC4_(), Mole_fraction_C2H4_PFRC4_(), Mole_fraction_C2H3_PFRC4_(), Mole_fraction_CHCHO_PFRC4_(), Mole_fraction_C2H2_PFRC4_(), Mole_fraction_CH3CHO_PFRC4_(), Mole_fraction_C2H3OH_PFRC4_(), Mole_fraction_CH2CO_PFRC4_(), Mole_fraction_HCCOH_PFRC4_(), Mole_fraction_C3H6_PFRC4_(), Mole_fraction_C3H4-P_PFRC4_(), Mole_fraction_C3H4-A_PFRC4_(), Mole_fraction_C3H3_PFRC4_(), Mole_fraction_CCYCCO-T1_PFRC4_(), Mole_fraction_C4H4_PFRC4_(), Mole_fraction_C6H6_PFRC4_(), Mole_fraction_OC5H7O_PFRC4_(), Molecular_weight_PFRC4_(kg/mole), Mass_density_PFRC4_(kg/m3), Unburned_hydrocarbons_PFRC4_(ppm), Volatile_organic_compounds_PFRC4_(ppm)
4.700000e-03, 3.120863e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.504064e-01, 4.594930e-01, -3.887939e+06, 1.720806e+03, 2.501106e+04, 1.720806e+03, 4.699993e+06, 3.519820e-03, 4.816394e-01, 1.807197e-05, 8.629023e-09, 1.929096e-01, 4.551030e-07, 2.780093e-01, 3.180151e-02, 1.194111e-02, 9.185217e-06, 4.850650e-07, 2.945421e-06, 1.779249e-07, 1.582532e-07, 1.994855e-06, 1.149434e-08, 4.275171e-05, 1.388418e-08, 5.683233e-05, 4.519850e-05, 3.871394e-08, 2.404230e-08, 5.718843e-07, 5.848026e-09, 4.813858e-08, 1.135767e-07, 4.401458e-08, 5.422862e-09, 2.634786e-08, 3.460295e-09, 4.920204e-11, 4.003648e-08, 1.392839e-02, 4.575426e+00, 1.213093e+04, 1.224993e+04
4.800000e-03, 3.187350e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.503991e-01, 4.594930e-01, -3.876852e+06, 1.720600e+03, 2.501106e+04, 1.720600e+03, 4.699993e+06, 3.519567e-03, 4.817114e-01, 1.803936e-05, 8.605342e-09, 1.928602e-01, 4.538671e-07, 2.780270e-01, 3.179825e-02, 1.190542e-02, 9.139934e-06, 4.828380e-07, 2.945040e-06, 1.777249e-07, 1.582752e-07, 1.981619e-06, 1.139839e-08, 4.241518e-05, 1.374533e-08, 5.672380e-05, 4.476582e-05, 3.850516e-08, 2.382806e-08, 5.691481e-07, 5.783777e-09, 4.758568e-08, 1.120962e-07, 4.343848e-08, 5.343870e-09, 2.634596e-08, 3.398778e-09, 8.398563e-11, 4.003311e-08, 1.392739e-02, 4.575645e+00, 1.209361e+04, 1.221239e+04
4.900000e-03, 3.253840e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.503920e-01, 4.594929e-01, -3.865363e+06, 1.720395e+03, 2.501106e+04, 1.720395e+03, 4.699993e+06, 3.519316e-03, 4.817828e-01, 1.800705e-05, 8.581824e-09, 1.928112e-01, 4.526440e-07, 2.780445e-01, 3.179502e-02, 1.187000e-02, 9.095145e-06, 4.806350e-07, 2.944665e-06, 1.775266e-07, 1.582970e-07, 1.968539e-06, 1.130378e-08, 4.208316e-05, 1.360870e-08, 5.661577e-05, 4.433983e-05, 3.829891e-08, 2.361700e-08, 5.664425e-07, 5.720627e-09, 4.704214e-08, 1.106434e-07, 4.287317e-08, 5.266483e-09, 2.634409e-08, 3.338688e-09, 1.132148e-10, 4.002976e-08, 1.392639e-02, 4.575863e+00, 1.205660e+04, 1.217515e+04
5.000000e-03, 3.320333e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.503849e-01, 4.594929e-01, -3.852365e+06, 1.720192e+03, 2.501106e+04, 1.720192e+03, 4.699993e+06, 3.519068e-03, 4.818536e-01, 1.797506e-05, 8.558469e-09, 1.927625e-01, 4.514338e-07, 2.780618e-01, 3.179182e-02, 1.183487e-02, 9.050850e-06, 4.784558e-07, 2.944297e-06, 1.773300e-07, 1.583187e-07, 1.955616e-06, 1.121052e-08, 4.175564e-05, 1.347427e-08, 5.650823e-05, 4.392052e-05, 3.809519e-08, 2.340912e-08, 5.637674e-07, 5.658574e-09, 4.650795e-08, 1.092181e-07, 4.231865e-08, 5.190702e-09, 2.634222e-08, 3.280023e-09, 1.368909e-10, 4.002644e-08, 1.392541e-02, 4.576079e+00, 1.201989e+04, 1.213822e+04
5.100000e-03, 3.386830e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.503778e-01, 4.594929e-01, -3.836760e+06, 1.719991e+03, 2.501106e+04, 1.719991e+03, 4.699993e+06, 3.518821e-03, 4.819238e-01, 1.794336e-05, 8.535276e-09, 1.927143e-01, 4.502362e-07, 2.780790e-01, 3.178865e-02, 1.180002e-02, 9.007049e-06, 4.763005e-07, 2.943936e-06, 1.771352e-07, 1.583401e-07, 1.942848e-06, 1.111859e-08, 4.143262e-05, 1.334206e-08, 5.640119e-05, 4.350789e-05, 3.789400e-08, 2.320442e-08, 5.611228e-07, 5.597618e-09, 4.598310e-08, 1.078205e-07, 4.177491e-08, 5.116525e-09, 2.634037e-08, 3.222783e-09, 1.550151e-10, 4.002314e-08, 1.392443e-02, 4.576294e+00, 1.198349e+04, 1.210160e+04
5.200000e-03, 3.453330e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.503708e-01, 4.594929e-01, -3.817462e+06, 1.719791e+03, 2.501106e+04, 1.719791e+03, 4.699993e+06, 3.518576e-03, 4.819935e-01, 1.791198e-05, 8.512246e-09, 1.926664e-01, 4.490515e-07, 2.780961e-01, 3.178550e-02, 1.176545e-02, 8.963740e-06, 4.741691e-07, 2.943581e-06, 1.769422e-07, 1.583614e-07, 1.930236e-06, 1.102800e-08, 4.111412e-05, 1.321205e-08, 5.629465e-05, 4.310194e-05, 3.769535e-08, 2.300289e-08, 5.585087e-07, 5.537758e-09, 4.546760e-08, 1.064506e-07, 4.124195e-08, 5.043952e-09, 2.633854e-08, 3.166969e-09, 1.675886e-10, 4.001986e-08, 1.392346e-02, 4.576507e+00, 1.194740e+04, 1.206528e+04
5.300000e-03, 3.519833e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.503639e-01, 4.594929e-01, -3.793400e+06, 1.719593e+03, 2.501106e+04, 1.719593e+03, 4.699993e+06, 3.518333e-03, 4.820626e-01, 1.788090e-05, 8.489378e-09, 1.926190e-01, 4.478795e-07, 2.781130e-01, 3.178238e-02, 1.173116e-02, 8.920926e-06, 4.720616e-07, 2.943233e-06, 1.767508e-07, 1.583825e-07, 1.917780e-06, 1.093876e-08, 4.080011e-05, 1.308426e-08, 5.618860e-05, 4.270267e-05, 3.749922e-08, 2.280454e-08, 5.559251e-07, 5.478995e-09, 4.496145e-08, 1.051082e-07, 4.071977e-08, 4.972983e-09, 2.633672e-08, 3.112579e-09, 1.746125e-10, 4.001661e-08, 1.392250e-02, 4.576719e+00, 1.191161e+04, 1.202927e+04
5.400000e-03, 3.586339e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.503570e-01, 4.594929e-01, -3.763512e+06, 1.719396e+03, 2.501106e+04, 1.719396e+03, 4.699993e+06, 3.518092e-03, 4.821311e-01, 1.785012e-05, 8.466673e-09, 1.925719e-01, 4.467203e-07, 2.781298e-01, 3.177930e-02, 1.169715e-02, 8.878604e-06, 4.699779e-07, 2.942892e-06, 1.765612e-07, 1.584034e-07, 1.905480e-06, 1.085085e-08, 4.049060e-05, 1.295867e-08, 5.608305e-05, 4.231006e-05, 3.730562e-08, 2.260936e-08, 5.533720e-07, 5.421329e-09, 4.446463e-08, 1.037934e-07, 4.020836e-08, 4.903617e-09, 2.633492e-08, 3.059614e-09, 1.760881e-10, 4.001339e-08, 1.392155e-02, 4.576929e+00, 1.187612e+04, 1.199356e+04
5.500000e-03, 3.652848e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.503501e-01, 4.594929e-01, -3.726747e+06, 1.719201e+03, 2.501106e+04, 1.719201e+03, 4.699993e+06, 3.517854e-03, 4.821990e-01, 1.781965e-05, 8.444129e-09, 1.925253e-01, 4.455738e-07, 2.781464e-01, 3.177624e-02, 1.166343e-02, 8.836775e-06, 4.679180e-07, 2.942557e-06, 1.763733e-07, 1.584241e-07, 1.893336e-06, 1.076428e-08, 4.018560e-05, 1.283529e-08, 5.597799e-05, 4.192413e-05, 3.711455e-08, 2.241736e-08, 5.508494e-07, 5.364758e-09, 4.397714e-08, 1.025063e-07, 3.970772e-08, 4.835854e-09, 2.633314e-08, 3.008072e-09, 1.720164e-10, 4.001019e-08, 1.392061e-02, 4.577137e+00, 1.184094e+04, 1.195816e+04
5.600000e-03, 3.719361e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.503434e-01, 4.594929e-01, -3.682070e+06, 1.719008e+03, 2.501106e+04, 1.719008e+03, 4.699993e+06, 3.517617e-03, 4.822664e-01, 1.778949e-05, 8.421748e-09, 1.924791e-01, 4.444401e-07, 2.781629e-01, 3.177321e-02, 1.162998e-02, 8.795438e-06, 4.658820e-07, 2.942229e-06, 1.761872e-07, 1.584447e-07, 1.881347e-06, 1.067905e-08, 3.988509e-05, 1.271412e-08, 5.587343e-05, 4.154487e-05, 3.692601e-08, 2.222853e-08, 5.483572e-07, 5.309282e-09, 4.349900e-08, 1.012467e-07, 3.921785e-08, 4.769694e-09, 2.633136e-08, 2.957953e-09, 1.623986e-10, 4.000701e-08, 1.391967e-02, 4.577344e+00, 1.180606e+04, 1.192307e+04
5.700000e-03, 3.785876e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.503366e-01, 4.594929e-01, -3.643218e+06, 1.718816e+03, 2.501106e+04, 1.718816e+03, 4.699993e+06, 3.517382e-03, 4.823333e-01, 1.775956e-05, 8.399502e-09, 1.924331e-01, 4.433162e-07, 2.781792e-01, 3.177020e-02, 1.159677e-02, 8.754483e-06, 4.638645e-07, 2.941906e-06, 1.760024e-07, 1.584651e-07, 1.869479e-06, 1.059482e-08, 3.958798e-05, 1.259455e-08, 5.576929e-05, 4.117048e-05, 3.673939e-08, 2.204204e-08, 5.458885e-07, 5.254587e-09, 4.302757e-08, 1.000065e-07, 3.873554e-08, 4.704634e-09, 2.632960e-08, 2.908784e-09, 1.531652e-10, 4.000386e-08, 1.391874e-02, 4.577550e+00, 1.177143e+04, 1.188822e+04
5.800000e-03, 3.852394e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.503299e-01, 4.594929e-01, -3.634179e+06, 1.718625e+03, 2.501106e+04, 1.718625e+03, 4.699993e+06, 3.517148e-03, 4.823999e-01, 1.772976e-05, 8.377344e-09, 1.923874e-01, 4.421974e-07, 2.781955e-01, 3.176720e-02, 1.156370e-02, 8.713723e-06, 4.618570e-07, 2.941584e-06, 1.758183e-07, 1.584854e-07, 1.857674e-06, 1.051102e-08, 3.929240e-05, 1.247556e-08, 5.566549e-05, 4.079795e-05, 3.655368e-08, 2.185649e-08, 5.434314e-07, 5.200145e-09, 4.255850e-08, 9.877189e-08, 3.825540e-08, 4.639838e-09, 2.632785e-08, 2.859771e-09, 1.542364e-10, 4.000072e-08, 1.391781e-02, 4.577754e+00, 1.173695e+04, 1.185353e+04
5.900000e-03, 3.918915e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.503232e-01, 4.594929e-01, -3.624306e+06, 1.718435e+03, 2.501106e+04, 1.718435e+03, 4.699993e+06, 3.516916e-03, 4.824660e-01, 1.770022e-05, 8.355330e-09, 1.923421e-01, 4.410894e-07, 2.782116e-01, 3.176424e-02, 1.153088e-02, 8.673383e-06, 4.598699e-07, 2.941269e-06, 1.756357e-07, 1.585056e-07, 1.846002e-06, 1.042834e-08, 3.900059e-05, 1.235839e-08, 5.556214e-05, 4.043092e-05, 3.637011e-08, 2.167358e-08, 5.410001e-07, 5.146594e-09, 4.209706e-08, 9.755954e-08, 3.778395e-08, 4.576319e-09, 2.632611e-08, 2.811873e-09, 1.536085e-10, 3.999760e-08, 1.391689e-02, 4.577958e+00, 1.170275e+04, 1.181911e+04
6.000000e-03, 3.985438e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.503166e-01, 4.594929e-01, -3.612719e+06, 1.718246e+03, 2.501106e+04, 1.718246e+03, 4.699993e+06, 3.516685e-03, 4.825316e-01, 1.767094e-05, 8.333460e-09, 1.922970e-01, 4.399923e-07, 2.782276e-01, 3.176130e-02, 1.149830e-02, 8.633463e-06, 4.579032e-07, 2.940958e-06, 1.754546e-07, 1.585256e-07, 1.834462e-06, 1.034678e-08, 3.871257e-05, 1.224304e-08, 5.545923e-05, 4.006939e-05, 3.618867e-08, 2.149329e-08, 5.385947e-07, 5.093934e-09, 4.164325e-08, 9.636943e-08, 3.732116e-08, 4.514076e-09, 2.632439e-08, 2.765090e-09, 1.512818e-10, 3.999450e-08, 1.391598e-02, 4.578160e+00, 1.166880e+04, 1.178495e+04
6.100000e-03, 4.051965e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.503100e-01, 4.594929e-01, -3.598552e+06, 1.718059e+03, 2.501106e+04, 1.718059e+03, 4.699993e+06, 3.516457e-03, 4.825967e-01, 1.764193e-05, 8.311735e-09, 1.922524e-01, 4.389061e-07, 2.782435e-01, 3.175838e-02, 1.146598e-02, 8.593962e-06, 4.559569e-07, 2.940654e-06, 1.752749e-07, 1.585455e-07, 1.823056e-06, 1.026633e-08, 3.842832e-05, 1.212949e-08, 5.535679e-05, 3.971335e-05, 3.600936e-08, 2.131564e-08, 5.362152e-07, 5.042163e-09, 4.119708e-08, 9.520155e-08, 3.686706e-08, 4.453108e-09, 2.632268e-08, 2.719422e-09, 1.472567e-10, 3.999142e-08, 1.391508e-02, 4.578361e+00, 1.163513e+04, 1.175106e+04
6.200000e-03, 4.118495e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.503034e-01, 4.594929e-01, -3.580944e+06, 1.717874e+03, 2.501106e+04, 1.717874e+03, 4.699993e+06, 3.516230e-03, 4.826612e-01, 1.761317e-05, 8.290153e-09, 1.922081e-01, 4.378307e-07, 2.782593e-01, 3.175549e-02, 1.143390e-02, 8.554882e-06, 4.540310e-07, 2.940354e-06, 1.750967e-07, 1.585652e-07, 1.811783e-06, 1.018700e-08, 3.814784e-05, 1.201775e-08, 5.525479e-05, 3.936280e-05, 3.583219e-08, 2.114061e-08, 5.338616e-07, 4.991282e-09, 4.075853e-08, 9.405589e-08, 3.642162e-08, 4.393416e-09, 2.632098e-08, 2.674868e-09, 1.415334e-10, 3.998836e-08, 1.391418e-02, 4.578560e+00, 1.160172e+04, 1.171744e+04
6.300000e-03, 4.185028e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.502969e-01, 4.594929e-01, -3.559044e+06, 1.717689e+03, 2.501106e+04, 1.717689e+03, 4.699993e+06, 3.516005e-03, 4.827253e-01, 1.758468e-05, 8.268715e-09, 1.921641e-01, 4.367662e-07, 2.782749e-01, 3.175262e-02, 1.140207e-02, 8.516221e-06, 4.521256e-07, 2.940061e-06, 1.749201e-07, 1.585848e-07, 1.800642e-06, 1.010879e-08, 3.787113e-05, 1.190783e-08, 5.515325e-05, 3.901775e-05, 3.565715e-08, 2.096822e-08, 5.315337e-07, 4.941290e-09, 4.032761e-08, 9.293245e-08, 3.598485e-08, 4.335000e-09, 2.631929e-08, 2.631429e-09, 1.341124e-10, 3.998533e-08, 1.391329e-02, 4.578758e+00, 1.156858e+04, 1.168409e+04
6.400000e-03, 4.251563e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.502905e-01, 4.594929e-01, -3.532011e+06, 1.717507e+03, 2.501106e+04, 1.717507e+03, 4.699993e+06, 3.515781e-03, 4.827889e-01, 1.755644e-05, 8.247421e-09, 1.921205e-01, 4.357125e-07, 2.782904e-01, 3.174978e-02, 1.137049e-02, 8.477979e-06, 4.502405e-07, 2.939772e-06, 1.747449e-07, 1.586043e-07, 1.789634e-06, 1.003169e-08, 3.759820e-05, 1.179972e-08, 5.505216e-05, 3.867818e-05, 3.548423e-08, 2.079844e-08, 5.292317e-07, 4.892188e-09, 3.990432e-08, 9.183122e-08, 3.555675e-08, 4.277858e-09, 2.631762e-08, 2.589103e-09, 1.249938e-10, 3.998232e-08, 1.391241e-02, 4.578955e+00, 1.153570e+04, 1.165100e+04
6.500000e-03, 4.318102e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.502841e-01, 4.594929e-01, -3.499011e+06, 1.717325e+03, 2.501106e+04, 1.717325e+03, 4.699993e+06, 3.515560e-03, 4.828519e-01, 1.752847e-05, 8.226271e-09, 1.920772e-01, 4.346696e-07, 2.783058e-01, 3.174696e-02, 1.133915e-02, 8.440156e-06, 4.483758e-07, 2.939490e-06, 1.745711e-07, 1.586235e-07, 1.778759e-06, 9.955712e-09, 3.732903e-05, 1.169341e-08, 5.495152e-05, 3.834411e-05, 3.531345e-08, 2.063130e-08, 5.269556e-07, 4.843975e-09, 3.948864e-08, 9.075220e-08, 3.513731e-08, 4.221991e-09, 2.631597e-08, 2.547890e-09, 1.141781e-10, 3.997933e-08, 1.391153e-02, 4.579150e+00, 1.150310e+04, 1.161819e+04
6.600000e-03, 4.384644e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.502777e-01, 4.594929e-01, -3.459220e+06, 1.717145e+03, 2.501106e+04, 1.717145e+03, 4.699993e+06, 3.515340e-03, 4.829145e-01, 1.750076e-05, 8.205264e-09, 1.920343e-01, 4.336376e-07, 2.783210e-01, 3.174417e-02, 1.130807e-02, 8.402753e-06, 4.465315e-07, 2.939212e-06, 1.743989e-07, 1.586427e-07, 1.768017e-06, 9.880847e-09, 3.706363e-05, 1.158892e-08, 5.485133e-05, 3.801552e-05, 3.514480e-08, 2.046678e-08, 5.247052e-07, 4.796651e-09, 3.908059e-08, 8.969537e-08, 3.472654e-08, 4.167398e-09, 2.631432e-08, 2.507791e-09, 1.016655e-10, 3.997636e-08, 1.391066e-02, 4.579344e+00, 1.147075e+04, 1.158564e+04
6.700000e-03, 4.451188e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.502714e-01, 4.594929e-01, -3.435552e+06, 1.716966e+03, 2.501106e+04, 1.716966e+03, 4.699993e+06, 3.515122e-03, 4.829767e-01, 1.747320e-05, 8.184353e-09, 1.919916e-01, 4.326119e-07, 2.783362e-01, 3.174140e-02, 1.127714e-02, 8.365587e-06, 4.446988e-07, 2.938938e-06, 1.742276e-07, 1.586617e-07, 1.757349e-06, 9.806546e-09, 3.680019e-05, 1.148525e-08, 5.475148e-05, 3.768949e-05, 3.497727e-08, 2.030352e-08, 5.224691e-07, 4.749705e-09, 3.867586e-08, 8.864724e-08, 3.431914e-08, 4.113248e-09, 2.631268e-08, 2.468008e-09, 9.341543e-11, 3.997340e-08, 1.390979e-02, 4.579537e+00, 1.143858e+04, 1.155326e+04
6.800000e-03, 4.517735e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.502651e-01, 4.594929e-01, -3.425658e+06, 1.716788e+03, 2.501106e+04, 1.716788e+03, 4.699993e+06, 3.514904e-03, 4.830386e-01, 1.744581e-05, 8.163541e-09, 1.919491e-01, 4.315928e-07, 2.783512e-01, 3.173864e-02, 1.124637e-02, 8.328674e-06, 4.428784e-07, 2.938666e-06, 1.740572e-07, 1.586806e-07, 1.746759e-06, 9.732849e-09, 3.653885e-05, 1.138247e-08, 5.465197e-05, 3.736625e-05, 3.481096e-08, 2.014163e-08, 5.202480e-07, 4.703175e-09, 3.827479e-08, 8.760884e-08, 3.391553e-08, 4.059605e-09, 2.631106e-08, 2.428604e-09, 8.896983e-11, 3.997046e-08, 1.390893e-02, 4.579729e+00, 1.140658e+04, 1.152105e+04
6.900000e-03, 4.584284e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.502588e-01, 4.594929e-01, -3.414643e+06, 1.716611e+03, 2.501106e+04, 1.716611e+03, 4.699993e+06, 3.514688e-03, 4.831001e-01, 1.741865e-05, 8.142857e-09, 1.919070e-01, 4.305830e-07, 2.783662e-01, 3.173590e-02, 1.121583e-02, 8.292120e-06, 4.410756e-07, 2.938399e-06, 1.738881e-07, 1.586995e-07, 1.736283e-06, 9.660090e-09, 3.628069e-05, 1.128119e-08, 5.455288e-05, 3.704754e-05, 3.464645e-08, 1.998192e-08, 5.180490e-07, 4.657369e-09, 3.787995e-08, 8.658827e-08, 3.351887e-08, 4.006968e-09, 2.630944e-08, 2.390055e-09, 8.475143e-11, 3.996754e-08, 1.390808e-02, 4.579920e+00, 1.137482e+04, 1.148908e+04
7.000000e-03, 4.650837e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.502526e-01, 4.594929e-01, -3.401802e+06, 1.716435e+03, 2.501106e+04, 1.716435e+03, 4.699993e+06, 3.514474e-03, 4.831611e-01, 1.739171e-05, 8.122301e-09, 1.918651e-01, 4.295825e-07, 2.783810e-01, 3.173318e-02, 1.118550e-02, 8.255927e-06, 4.392903e-07, 2.938136e-06, 1.737203e-07, 1.587181e-07, 1.725921e-06, 9.588266e-09, 3.602571e-05, 1.118140e-08, 5.445420e-05, 3.673337e-05, 3.448374e-08, 1.982439e-08, 5.158721e-07, 4.612286e-09, 3.749133e-08, 8.558551e-08, 3.312915e-08, 3.955335e-09, 2.630784e-08, 2.352361e-09, 8.076020e-11, 3.996464e-08, 1.390723e-02, 4.580109e+00, 1.134329e+04, 1.145735e+04
7.100000e-03, 4.717392e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.502464e-01, 4.594929e-01, -3.386438e+06, 1.716261e+03, 2.501106e+04, 1.716261e+03, 4.699993e+06, 3.514262e-03, 4.832217e-01, 1.736500e-05, 8.101873e-09, 1.918236e-01, 4.285914e-07, 2.783958e-01, 3.173049e-02, 1.115539e-02, 8.220093e-06, 4.375225e-07, 2.937878e-06, 1.735538e-07, 1.587367e-07, 1.715673e-06, 9.517379e-09, 3.577390e-05, 1.108309e-08, 5.435594e-05, 3.642374e-05, 3.432284e-08, 1.966905e-08, 5.137172e-07, 4.567926e-09, 3.710894e-08, 8.460057e-08, 3.274639e-08, 3.904707e-09, 2.630625e-08, 2.315522e-09, 7.699608e-11, 3.996175e-08, 1.390639e-02, 4.580298e+00, 1.131200e+04, 1.142585e+04
7.200000e-03, 4.783950e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.502403e-01, 4.594929e-01, -3.367862e+06, 1.716087e+03, 2.501106e+04, 1.716087e+03, 4.699993e+06, 3.514050e-03, 4.832818e-01, 1.733851e-05, 8.081573e-09, 1.917823e-01, 4.276097e-07, 2.784104e-01, 3.172782e-02, 1.112550e-02, 8.184620e-06, 4.357722e-07, 2.937625e-06, 1.733886e-07, 1.587551e-07, 1.705538e-06, 9.447427e-09, 3.552528e-05, 1.098627e-08, 5.425808e-05, 3.611864e-05, 3.416375e-08, 1.951589e-08, 5.115843e-07, 4.524289e-09, 3.673278e-08, 8.363345e-08, 3.237057e-08, 3.855084e-09, 2.630467e-08, 2.279539e-09, 7.345904e-11, 3.995889e-08, 1.390556e-02, 4.580485e+00, 1.128094e+04, 1.139459e+04
7.300000e-03, 4.850510e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.502342e-01, 4.594929e-01, -3.345388e+06, 1.715915e+03, 2.501106e+04, 1.715915e+03, 4.699993e+06, 3.513841e-03, 4.833415e-01, 1.731226e-05, 8.061400e-09, 1.917414e-01, 4.266372e-07, 2.784249e-01, 3.172517e-02, 1.109583e-02, 8.149506e-06, 4.340395e-07, 2.937376e-06, 1.732246e-07, 1.587734e-07, 1.695517e-06, 9.378410e-09, 3.527983e-05, 1.089095e-08, 5.416064e-05, 3.581807e-05, 3.400645e-08, 1.936491e-08, 5.094735e-07, 4.481374e-09, 3.636284e-08, 8.268413e-08, 3.200170e-08, 3.806465e-09, 2.630310e-08, 2.244410e-09, 7.014903e-11, 3.995604e-08, 1.390473e-02, 4.580671e+00, 1.125011e+04, 1.136356e+04
7.400000e-03, 4.917074e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.502282e-01, 4.594929e-01, -3.318339e+06, 1.715745e+03, 2.501106e+04, 1.715745e+03, 4.699993e+06, 3.513633e-03, 4.834007e-01, 1.728622e-05, 8.041355e-09, 1.917008e-01, 4.256742e-07, 2.784393e-01, 3.172254e-02, 1.106637e-02, 8.114752e-06, 4.323243e-07, 2.937132e-06, 1.730620e-07, 1.587915e-07, 1.685609e-06, 9.310329e-09, 3.503756e-05, 1.079710e-08, 5.406362e-05, 3.552204e-05, 3.385096e-08, 1.921611e-08, 5.073847e-07, 4.439182e-09, 3.599912e-08, 8.175262e-08, 3.163977e-08, 3.758850e-09, 2.630154e-08, 2.210135e-09, 6.706600e-11, 3.995322e-08, 1.390390e-02, 4.580856e+00, 1.121952e+04, 1.133277e+04
7.500000e-03, 4.983640e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.502221e-01, 4.594929e-01, -3.286046e+06, 1.715575e+03, 2.501106e+04, 1.715575e+03, 4.699993e+06, 3.513427e-03, 4.834595e-01, 1.726042e-05, 8.021438e-09, 1.916605e-01, 4.247204e-07, 2.784536e-01, 3.171994e-02, 1.103714e-02, 8.080358e-06, 4.306266e-07, 2.936892e-06, 1.729007e-07, 1.588096e-07, 1.675815e-06, 9.243183e-09, 3.479847e-05, 1.070475e-08, 5.396700e-05, 3.523054e-05, 3.369728e-08, 1.906949e-08, 5.053179e-07, 4.397712e-09, 3.564162e-08, 8.083891e-08, 3.128477e-08, 3.712238e-09, 2.629999e-08, 2.176715e-09, 6.420990e-11, 3.995041e-08, 1.390309e-02, 4.581039e+00, 1.118916e+04, 1.130221e+04
7.600000e-03, 5.050210e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.502162e-01, 4.594929e-01, -3.247845e+06, 1.715407e+03, 2.501106e+04, 1.715407e+03, 4.699993e+06, 3.513222e-03, 4.835178e-01, 1.723484e-05, 8.001649e-09, 1.916205e-01, 4.237760e-07, 2.784677e-01, 3.171736e-02, 1.100812e-02, 8.046324e-06, 4.289463e-07, 2.936657e-06, 1.727406e-07, 1.588275e-07, 1.666134e-06, 9.176971e-09, 3.456255e-05, 1.061388e-08, 5.387080e-05, 3.494357e-05, 3.354539e-08, 1.892505e-08, 5.032730e-07, 4.356964e-09, 3.529034e-08, 7.994299e-08, 3.093672e-08, 3.666630e-09, 2.629846e-08, 2.144149e-09, 6.158070e-11, 3.994762e-08, 1.390228e-02, 4.581222e+00, 1.115904e+04, 1.127189e+04
