Solution_No_PSRC1_(), Volume_PSRC1_(m3), Exit_mass_flow_rate_PSRC1_(kg/sec), Volumetric_heat_production_rate_PSRC1_(J/m3-sec), Surface_temperature_PSRC1_(K), Heat_loss_rate_PSRC1_(J/sec), Temperature_PSRC1_(K), Mass_PSRC1_(kg), Pressure_PSRC1_(Pa), Mass_fraction_H2_PSRC1_(), Mass_fraction_H_PSRC1_(), Mass_fraction_O2_PSRC1_(), Mass_fraction_OH_PSRC1_(), Mass_fraction_H2O_PSRC1_(), Mass_fraction_HO2_PSRC1_(), Mass_fraction_H2O2_PSRC1_(), Mass_fraction_CH3_PSRC1_(), Mass_fraction_CH4_PSRC1_(), Mass_fraction_CO_PSRC1_(), Mass_fraction_CO2_PSRC1_(), Mass_fraction_CH2O_PSRC1_(), Mass_fraction_CH3OH_PSRC1_(), Mass_fraction_C2H2_PSRC1_(), Mass_fraction_C2H3_PSRC1_(), Mass_fraction_C2H4_PSRC1_(), Mass_fraction_C2H5_PSRC1_(), Mass_fraction_C2H6_PSRC1_(), Mass_fraction_CH2CO_PSRC1_(), Mass_fraction_N2_PSRC1_(), Molecular_weight_PSRC1_(kg/mole), Mass_density_PSRC1_(kg/m3), Unburned_hydrocarbons_PSRC1_(ppm), Volatile_organic_compounds_PSRC1_(ppm), Residence_time_PSRC1_(sec), Inlet_flow_rate_of_C1_Inlet1_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet1_PSRC1_(K), Inlet_mass_fraction_CH4_of_C1_Inlet1_PSRC1_(), Inlet_mass_fraction_CO_of_C1_Inlet1_PSRC1_(), Inlet_mass_fraction_CO2_of_C1_Inlet1_PSRC1_(), Inlet_mass_fraction_C2H6_of_C1_Inlet1_PSRC1_(), Inlet_mass_fraction_N2_of_C1_Inlet1_PSRC1_(), Inlet_flow_rate_of_C1_Inlet2_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet2_PSRC1_(K), Inlet_mass_fraction_H2O_of_C1_Inlet2_PSRC1_(), Inlet_flow_rate_of_C1_Inlet3_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet3_PSRC1_(K), Inlet_mass_fraction_O2_of_C1_Inlet3_PSRC1_(), Inlet_mass_fraction_H2O_of_C1_Inlet3_PSRC1_(), Ambient_temperature_PSRC1_(K), Surface_material_area_fraction_PSRC1_()
1.000000e+00, 6.011830e-03, 1.317000e-01, 1.243330e+08, 1.445343e+03, 4.235994e+05, 1.445342e+03, 4.797304e-02, 4.700000e+06, 8.038381e-03, 2.023110e-08, 7.749638e-04, 4.862211e-08, 4.193547e-01, 5.251848e-07, 1.569092e-07, 1.644256e-05, 1.734607e-01, 7.332793e-02, 2.584455e-01, 6.258793e-05, 1.673924e-05, 1.870603e-02, 8.145426e-07, 3.917272e-02, 2.504177e-06, 2.368566e-03, 2.822574e-05, 6.222399e-03, 2.040319e-02, 7.979773e+00, 3.101395e+05, 3.102201e+05, 3.642600e-01, 5.090000e-02, 3.391500e+02, 9.527000e-01, 2.000000e-04, 3.300000e-03, 2.770000e-02, 1.610000e-02, 1.075000e-02, 6.265500e+02, 1.000000e+00, 7.005000e-02, 5.043500e+02, 9.613323e-01, 3.866770e-02, 2.981500e+02, 1.000000e+00
