Solution_No_PFRC2_(), Inlet_flow_rate_of_C1__PSR_to_C2__PFR_PFRC2_(kg/sec), Inlet_temperature_of_C1__PSR_to_C2__PFR_PFRC2_(K), Inlet_mass_fraction_H2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_H_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_O2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_OH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_H2O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_HO2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_H2O2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CH2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CH2(S)_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CH3_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CH4_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CO2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_HCO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CH2O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CH2OH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CH3O_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CH3OH_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_C2H2_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_C2H3_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_C2H4_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_C2H5_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_C2H6_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_CH2CO_of_C1__PSR_to_C2__PFR_PFRC2_(), Inlet_mass_fraction_N2_of_C1__PSR_to_C2__PFR_PFRC2_(), Area_PFRC2_(m2), Cycle_time_PFRC2_(sec), Ambient_temperature_PFRC2_(K), Surface_material_area_fraction_PFRC2_()
1.000000e+00, 1.317000e-01, 1.445342e+03, 8.038381e-03, 2.023110e-08, 1.044997e-10, 7.749638e-04, 4.862211e-08, 4.193547e-01, 5.251848e-07, 1.569092e-07, 1.152909e-15, 1.349706e-10, 1.324772e-12, 1.644256e-05, 1.734607e-01, 7.332793e-02, 2.584455e-01, 3.927743e-09, 6.258793e-05, 2.061017e-09, 2.764401e-10, 1.673924e-05, 1.870603e-02, 8.145426e-07, 3.917272e-02, 2.504177e-06, 2.368566e-03, 2.822574e-05, 6.222399e-03, 1.130973e-02, 1.200000e+02, 2.981500e+02, 1.000000e+00
