Distance_PFRC3_(m), Plug_flow_residence_time_PFRC3_(sec), Internal_surface_area_per_unit_distance_PFRC3_(m), Cross-section_area_PFRC3_(m2), External_surface_area_per_unit_distance_PFRC3_(m), Velocity_PFRC3_(m/sec), Exit_mass_flow_rate_PFRC3_(kg/sec), Volumetric_heat_production_rate_PFRC3_(J/m3-sec), Surface_temperature_PFRC3_(K), Temperature_PFRC3_(K), Pressure_PFRC3_(Pa), Mole_fraction_N2_PFRC3_(), Mole_fraction_H2_PFRC3_(), Mole_fraction_H_PFRC3_(), Mole_fraction_O2_PFRC3_(), Mole_fraction_H2O_PFRC3_(), Mole_fraction_OH_PFRC3_(), Mole_fraction_H2O2_PFRC3_(), Mole_fraction_HO2_PFRC3_(), Mole_fraction_CO_PFRC3_(), Mole_fraction_CO2_PFRC3_(), Mole_fraction_CH4_PFRC3_(), Mole_fraction_CH3_PFRC3_(), Mole_fraction_CH3OH_PFRC3_(), Mole_fraction_CH2O_PFRC3_(), Mole_fraction_HCO_PFRC3_(), Mole_fraction_HOCHO_PFRC3_(), Mole_fraction_C2H6_PFRC3_(), Mole_fraction_C2H5_PFRC3_(), Mole_fraction_C2H4_PFRC3_(), Mole_fraction_C2H3_PFRC3_(), Mole_fraction_CHOCHO_PFRC3_(), Mole_fraction_CHCHO_PFRC3_(), Mole_fraction_C2H2_PFRC3_(), Mole_fraction_CH3CHO_PFRC3_(), Mole_fraction_C2H3OH_PFRC3_(), Mole_fraction_CH2CO_PFRC3_(), Mole_fraction_HCCOH_PFRC3_(), Mole_fraction_C3H8_PFRC3_(), Mole_fraction_C3H6_PFRC3_(), Mole_fraction_C3H5-A_PFRC3_(), Mole_fraction_CH3CHCO_PFRC3_(), Mole_fraction_C3H4-P_PFRC3_(), Mole_fraction_C3H4-A_PFRC3_(), Mole_fraction_C3H3_PFRC3_(), Mole_fraction_C2H3CHO_PFRC3_(), Mole_fraction_CCYCCO-T1_PFRC3_(), Mole_fraction_C4H8-1_PFRC3_(), Mole_fraction_C4H6_PFRC3_(), Mole_fraction_C4H4_PFRC3_(), Mole_fraction_C4H3-I_PFRC3_(), Mole_fraction_C4H2_PFRC3_(), Mole_fraction_C4H612_PFRC3_(), Mole_fraction_C4H6-2_PFRC3_(), Mole_fraction_H2C4O_PFRC3_(), Mole_fraction_L-C6H4_PFRC3_(), Mole_fraction_C-C6H4_PFRC3_(), Mole_fraction_C6H2_PFRC3_(), Mole_fraction_C6H6_PFRC3_(), Mole_fraction_FULVENE_PFRC3_(), Mole_fraction_C6H5OH_PFRC3_(), Mole_fraction_C6H5O_PFRC3_(), Mole_fraction_C5H6_PFRC3_(), Mole_fraction_C5H5_PFRC3_(), Mole_fraction_C5H4O_PFRC3_(), Mole_fraction_OC5H7O_PFRC3_(), Mole_fraction_IND_PFRC3_(), Mole_fraction_C9H7_PFRC3_(), Mole_fraction_C9H6O_PFRC3_(), Molecular_weight_PFRC3_(kg/mole), Mass_density_PFRC3_(kg/m3), Unburned_hydrocarbons_PFRC3_(ppm), Volatile_organic_compounds_PFRC3_(ppm)
7.800000e-03, 1.147647e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796781e+00, 3.461730e+00, -3.390626e+06, 1.740771e+03, 1.740771e+03, 4.700078e+06, 3.542057e-03, 4.761644e-01, 2.166937e-05, 8.698023e-09, 1.965009e-01, 5.903797e-07, 2.932778e-12, 1.842998e-11, 2.762740e-01, 3.224463e-02, 1.491846e-02, 1.390184e-05, 7.107181e-07, 3.000957e-06, 1.998625e-07, 1.547480e-07, 3.841123e-06, 2.943262e-08, 1.053736e-04, 4.309494e-08, 9.953111e-11, 6.682096e-05, 1.348187e-04, 7.122610e-08, 6.549831e-08, 8.927461e-07, 1.981567e-08, 2.606484e-09, 1.609452e-07, 3.139607e-09, 3.130267e-09, 4.549828e-07, 1.782881e-07, 2.575524e-08, 4.261191e-10, 2.648155e-08, 1.253863e-10, 5.389648e-09, 2.883001e-08, 1.458540e-10, 1.201513e-08, 5.530822e-10, 7.074589e-10, 2.008019e-11, 4.712089e-11, 1.063380e-10, 1.494123e-11, 2.294656e-06, 3.915389e-09, 7.072163e-09, 8.374742e-11, 2.236044e-09, 2.108296e-10, 2.273392e-13, 4.025259e-08, 6.193002e-11, 6.197768e-12, 5.410354e-14, 1.400621e-02, 4.548303e+00, 1.543710e+04, 1.557726e+04
7.900000e-03, 1.162360e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796777e+00, 3.461730e+00, -3.463937e+06, 1.740766e+03, 1.740766e+03, 4.700078e+06, 3.542050e-03, 4.761626e-01, 2.166616e-05, 8.889888e-09, 1.965023e-01, 5.902892e-07, 2.959268e-12, 1.884030e-11, 2.762788e-01, 3.224102e-02, 1.491870e-02, 1.390002e-05, 7.106132e-07, 3.000926e-06, 1.998390e-07, 1.547600e-07, 3.833207e-06, 2.932668e-08, 1.049873e-04, 4.292069e-08, 9.960907e-11, 6.681738e-05, 1.342747e-04, 7.106322e-08, 6.525520e-08, 8.921198e-07, 1.973534e-08, 2.596842e-09, 1.603192e-07, 3.126525e-09, 3.118195e-09, 4.530656e-07, 1.775308e-07, 2.564127e-08, 4.244008e-10, 2.648150e-08, 1.247705e-10, 5.349033e-09, 2.859681e-08, 1.446507e-10, 1.191599e-08, 5.491818e-10, 7.015866e-10, 1.991455e-11, 4.668521e-11, 1.052837e-10, 1.481158e-11, 2.271752e-06, 3.876145e-09, 7.001223e-09, 8.290101e-11, 2.214105e-09, 2.087411e-10, 2.260780e-13, 4.025250e-08, 6.106197e-11, 6.110735e-12, 5.351488e-14, 1.400618e-02, 4.548306e+00, 1.543530e+04, 1.557545e+04
8.000000e-03, 1.177073e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796773e+00, 3.461730e+00, -3.536948e+06, 1.740762e+03, 1.740762e+03, 4.700078e+06, 3.542043e-03, 4.761608e-01, 2.166295e-05, 9.081752e-09, 1.965037e-01, 5.901986e-07, 2.985758e-12, 1.925063e-11, 2.762836e-01, 3.223740e-02, 1.491893e-02, 1.389820e-05, 7.105084e-07, 3.000895e-06, 1.998154e-07, 1.547719e-07, 3.825290e-06, 2.922074e-08, 1.046010e-04, 4.274643e-08, 9.968703e-11, 6.681380e-05, 1.337307e-04, 7.090034e-08, 6.501209e-08, 8.914935e-07, 1.965501e-08, 2.587199e-09, 1.596932e-07, 3.113443e-09, 3.106123e-09, 4.511484e-07, 1.767735e-07, 2.552730e-08, 4.226825e-10, 2.648145e-08, 1.241548e-10, 5.308418e-09, 2.836360e-08, 1.434475e-10, 1.181685e-08, 5.452814e-10, 6.957145e-10, 1.974890e-11, 4.624954e-11, 1.042294e-10, 1.468192e-11, 2.248849e-06, 3.836901e-09, 6.930283e-09, 8.205461e-11, 2.192165e-09, 2.066526e-10, 2.248167e-13, 4.025240e-08, 6.019393e-11, 6.023702e-12, 5.292622e-14, 1.400616e-02, 4.548309e+00, 1.543351e+04, 1.557365e+04
8.100000e-03, 1.191786e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796768e+00, 3.461730e+00, -3.609658e+06, 1.740757e+03, 1.740757e+03, 4.700078e+06, 3.542036e-03, 4.761590e-01, 2.165973e-05, 9.273615e-09, 1.965051e-01, 5.901081e-07, 3.012248e-12, 1.966095e-11, 2.762884e-01, 3.223379e-02, 1.491917e-02, 1.389638e-05, 7.104035e-07, 3.000864e-06, 1.997919e-07, 1.547838e-07, 3.817374e-06, 2.911479e-08, 1.042147e-04, 4.257218e-08, 9.976499e-11, 6.681022e-05, 1.331867e-04, 7.073746e-08, 6.476898e-08, 8.908672e-07, 1.957467e-08, 2.577557e-09, 1.590673e-07, 3.100360e-09, 3.094051e-09, 4.492312e-07, 1.760161e-07, 2.541333e-08, 4.209642e-10, 2.648139e-08, 1.235390e-10, 5.267803e-09, 2.813039e-08, 1.422443e-10, 1.171771e-08, 5.413811e-10, 6.898423e-10, 1.958326e-11, 4.581387e-11, 1.031751e-10, 1.455227e-11, 2.225945e-06, 3.797657e-09, 6.859344e-09, 8.120820e-11, 2.170226e-09, 2.045642e-10, 2.235555e-13, 4.025231e-08, 5.932588e-11, 5.936670e-12, 5.233756e-14, 1.400613e-02, 4.548312e+00, 1.543171e+04, 1.557184e+04
8.200000e-03, 1.206499e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796764e+00, 3.461730e+00, -3.682067e+06, 1.740753e+03, 1.740753e+03, 4.700078e+06, 3.542029e-03, 4.761572e-01, 2.165652e-05, 9.465478e-09, 1.965065e-01, 5.900176e-07, 3.038738e-12, 2.007126e-11, 2.762932e-01, 3.223017e-02, 1.491940e-02, 1.389456e-05, 7.102987e-07, 3.000833e-06, 1.997684e-07, 1.547958e-07, 3.809458e-06, 2.900885e-08, 1.038284e-04, 4.239792e-08, 9.984295e-11, 6.680664e-05, 1.326427e-04, 7.057458e-08, 6.452587e-08, 8.902409e-07, 1.949434e-08, 2.567914e-09, 1.584413e-07, 3.087278e-09, 3.081979e-09, 4.473141e-07, 1.752588e-07, 2.529936e-08, 4.192460e-10, 2.648134e-08, 1.229232e-10, 5.227189e-09, 2.789719e-08, 1.410411e-10, 1.161857e-08, 5.374807e-10, 6.839701e-10, 1.941761e-11, 4.537820e-11, 1.021209e-10, 1.442261e-11, 2.203041e-06, 3.758413e-09, 6.788405e-09, 8.036180e-11, 2.148287e-09, 2.024757e-10, 2.222943e-13, 4.025222e-08, 5.845784e-11, 5.849637e-12, 5.174890e-14, 1.400610e-02, 4.548315e+00, 1.542992e+04, 1.557004e+04
8.300000e-03, 1.221212e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796760e+00, 3.461730e+00, -3.754177e+06, 1.740748e+03, 1.740748e+03, 4.700078e+06, 3.542022e-03, 4.761553e-01, 2.165331e-05, 9.657340e-09, 1.965079e-01, 5.899270e-07, 3.065227e-12, 2.048158e-11, 2.762979e-01, 3.222655e-02, 1.491964e-02, 1.389274e-05, 7.101938e-07, 3.000802e-06, 1.997449e-07, 1.548077e-07, 3.801541e-06, 2.890291e-08, 1.034421e-04, 4.222367e-08, 9.992090e-11, 6.680306e-05, 1.320987e-04, 7.041170e-08, 6.428276e-08, 8.896146e-07, 1.941401e-08, 2.558272e-09, 1.578153e-07, 3.074196e-09, 3.069907e-09, 4.453969e-07, 1.745015e-07, 2.518540e-08, 4.175277e-10, 2.648129e-08, 1.223075e-10, 5.186574e-09, 2.766399e-08, 1.398379e-10, 1.151943e-08, 5.335804e-10, 6.780980e-10, 1.925197e-11, 4.494254e-11, 1.010666e-10, 1.429296e-11, 2.180138e-06, 3.719169e-09, 6.717466e-09, 7.951540e-11, 2.126348e-09, 2.003872e-10, 2.210330e-13, 4.025212e-08, 5.758981e-11, 5.762606e-12, 5.116025e-14, 1.400607e-02, 4.548318e+00, 1.542813e+04, 1.556824e+04
8.400000e-03, 1.235924e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796755e+00, 3.461730e+00, -3.825985e+06, 1.740744e+03, 1.740744e+03, 4.700078e+06, 3.542015e-03, 4.761535e-01, 2.165010e-05, 9.849201e-09, 1.965093e-01, 5.898365e-07, 3.091717e-12, 2.089190e-11, 2.763027e-01, 3.222294e-02, 1.491987e-02, 1.389092e-05, 7.100890e-07, 3.000771e-06, 1.997213e-07, 1.548197e-07, 3.793625e-06, 2.879697e-08, 1.030558e-04, 4.204942e-08, 9.999886e-11, 6.679948e-05, 1.315548e-04, 7.024882e-08, 6.403966e-08, 8.889883e-07, 1.933368e-08, 2.548629e-09, 1.571894e-07, 3.061114e-09, 3.057835e-09, 4.434798e-07, 1.737442e-07, 2.507143e-08, 4.158094e-10, 2.648124e-08, 1.216917e-10, 5.145960e-09, 2.743079e-08, 1.386347e-10, 1.142029e-08, 5.296801e-10, 6.722259e-10, 1.908632e-11, 4.450687e-11, 1.000123e-10, 1.416331e-11, 2.157235e-06, 3.679926e-09, 6.646527e-09, 7.866901e-11, 2.104410e-09, 1.982988e-10, 2.197718e-13, 4.025203e-08, 5.672177e-11, 5.675574e-12, 5.057160e-14, 1.400605e-02, 4.548321e+00, 1.542633e+04, 1.556643e+04
8.500000e-03, 1.250637e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796751e+00, 3.461730e+00, -3.897493e+06, 1.740739e+03, 1.740739e+03, 4.700078e+06, 3.542008e-03, 4.761517e-01, 2.164689e-05, 1.004106e-08, 1.965107e-01, 5.897460e-07, 3.118207e-12, 2.130221e-11, 2.763075e-01, 3.221932e-02, 1.492011e-02, 1.388910e-05, 7.099841e-07, 3.000740e-06, 1.996978e-07, 1.548316e-07, 3.785709e-06, 2.869103e-08, 1.026695e-04, 4.187516e-08, 1.000768e-10, 6.679590e-05, 1.310108e-04, 7.008594e-08, 6.379655e-08, 8.883620e-07, 1.925335e-08, 2.538987e-09, 1.565634e-07, 3.048032e-09, 3.045763e-09, 4.415626e-07, 1.729869e-07, 2.495746e-08, 4.140912e-10, 2.648119e-08, 1.210760e-10, 5.105345e-09, 2.719759e-08, 1.374315e-10, 1.132115e-08, 5.257798e-10, 6.663538e-10, 1.892068e-11, 4.407121e-11, 9.895803e-11, 1.403366e-11, 2.134331e-06, 3.640683e-09, 6.575588e-09, 7.782262e-11, 2.082471e-09, 1.962104e-10, 2.185106e-13, 4.025194e-08, 5.585375e-11, 5.588543e-12, 4.998295e-14, 1.400602e-02, 4.548324e+00, 1.542454e+04, 1.556463e+04
8.600000e-03, 1.265350e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796746e+00, 3.461730e+00, -3.964850e+06, 1.740735e+03, 1.740735e+03, 4.700078e+06, 3.542001e-03, 4.761501e-01, 2.164374e-05, 1.019928e-08, 1.965120e-01, 5.896565e-07, 3.139744e-12, 2.163809e-11, 2.763122e-01, 3.221582e-02, 1.492026e-02, 1.388725e-05, 7.098786e-07, 3.000710e-06, 1.996749e-07, 1.548431e-07, 3.778111e-06, 2.858949e-08, 1.022993e-04, 4.170811e-08, 1.001313e-10, 6.679232e-05, 1.304894e-04, 6.992974e-08, 6.356352e-08, 8.877565e-07, 1.917631e-08, 2.529741e-09, 1.559628e-07, 3.035469e-09, 3.034167e-09, 4.397217e-07, 1.722596e-07, 2.484792e-08, 4.124446e-10, 2.648113e-08, 1.204848e-10, 5.066320e-09, 2.697436e-08, 1.362790e-10, 1.122621e-08, 5.220141e-10, 6.606694e-10, 1.876206e-11, 4.364199e-11, 9.793318e-11, 1.390437e-11, 2.112114e-06, 3.602618e-09, 6.506776e-09, 7.700164e-11, 2.061208e-09, 1.941860e-10, 2.170644e-13, 4.025184e-08, 5.501830e-11, 5.504783e-12, 4.936647e-14, 1.400599e-02, 4.548327e+00, 1.542275e+04, 1.556283e+04
8.700000e-03, 1.280063e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796740e+00, 3.461730e+00, -4.018818e+06, 1.740729e+03, 1.740729e+03, 4.700078e+06, 3.541994e-03, 4.761490e-01, 2.164082e-05, 1.024244e-08, 1.965128e-01, 5.895704e-07, 3.144340e-12, 2.171934e-11, 2.763163e-01, 3.221271e-02, 1.492016e-02, 1.388529e-05, 7.097709e-07, 3.000679e-06, 1.996541e-07, 1.548531e-07, 3.771604e-06, 2.850301e-08, 1.019846e-04, 4.156568e-08, 1.001055e-10, 6.678873e-05, 1.300452e-04, 6.979637e-08, 6.336497e-08, 8.872222e-07, 1.911055e-08, 2.521849e-09, 1.554487e-07, 3.024683e-09, 3.024198e-09, 4.381413e-07, 1.716347e-07, 2.475354e-08, 4.110431e-10, 2.648108e-08, 1.199778e-10, 5.032729e-09, 2.678525e-08, 1.352998e-10, 1.114562e-08, 5.187088e-10, 6.556269e-10, 1.862745e-11, 4.323483e-11, 9.700899e-11, 1.377630e-11, 2.092242e-06, 3.568583e-09, 6.445237e-09, 7.626759e-11, 2.042257e-09, 1.923809e-10, 2.149852e-13, 4.025174e-08, 5.429429e-11, 5.432214e-12, 4.865482e-14, 1.400596e-02, 4.548331e+00, 1.542098e+04, 1.556105e+04
8.800000e-03, 1.294777e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796733e+00, 3.461730e+00, -4.072622e+06, 1.740724e+03, 1.740724e+03, 4.700078e+06, 3.541986e-03, 4.761480e-01, 2.163790e-05, 1.028559e-08, 1.965137e-01, 5.894844e-07, 3.148936e-12, 2.180060e-11, 2.763205e-01, 3.220961e-02, 1.492005e-02, 1.388333e-05, 7.096633e-07, 3.000649e-06, 1.996333e-07, 1.548631e-07, 3.765096e-06, 2.841654e-08, 1.016698e-04, 4.142325e-08, 1.000796e-10, 6.678515e-05, 1.296010e-04, 6.966300e-08, 6.316641e-08, 8.866879e-07, 1.904479e-08, 2.513957e-09, 1.549347e-07, 3.013897e-09, 3.014230e-09, 4.365609e-07, 1.710099e-07, 2.465915e-08, 4.096416e-10, 2.648102e-08, 1.194708e-10, 4.999139e-09, 2.659614e-08, 1.343207e-10, 1.106504e-08, 5.154035e-10, 6.505843e-10, 1.849285e-11, 4.282766e-11, 9.608481e-11, 1.364823e-11, 2.072370e-06, 3.534548e-09, 6.383698e-09, 7.553354e-11, 2.023305e-09, 1.905758e-10, 2.129060e-13, 4.025164e-08, 5.357028e-11, 5.359645e-12, 4.794318e-14, 1.400593e-02, 4.548336e+00, 1.541922e+04, 1.555928e+04
8.900000e-03, 1.309490e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796727e+00, 3.461730e+00, -4.126262e+06, 1.740718e+03, 1.740718e+03, 4.700078e+06, 3.541978e-03, 4.761470e-01, 2.163497e-05, 1.032874e-08, 1.965146e-01, 5.893983e-07, 3.153532e-12, 2.188185e-11, 2.763247e-01, 3.220650e-02, 1.491995e-02, 1.388136e-05, 7.095556e-07, 3.000619e-06, 1.996125e-07, 1.548732e-07, 3.758589e-06, 2.833006e-08, 1.013550e-04, 4.128082e-08, 1.000538e-10, 6.678156e-05, 1.291569e-04, 6.952964e-08, 6.296786e-08, 8.861536e-07, 1.897903e-08, 2.506065e-09, 1.544206e-07, 3.003111e-09, 3.004261e-09, 4.349805e-07, 1.703850e-07, 2.456476e-08, 4.082401e-10, 2.648096e-08, 1.189637e-10, 4.965549e-09, 2.640703e-08, 1.333416e-10, 1.098446e-08, 5.120982e-10, 6.455418e-10, 1.835825e-11, 4.242050e-11, 9.516063e-11, 1.352017e-11, 2.052499e-06, 3.500514e-09, 6.322159e-09, 7.479950e-11, 2.004354e-09, 1.887707e-10, 2.108268e-13, 4.025153e-08, 5.284628e-11, 5.287076e-12, 4.723153e-14, 1.400590e-02, 4.548340e+00, 1.541745e+04, 1.555750e+04
9.000000e-03, 1.324203e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796720e+00, 3.461730e+00, -4.179738e+06, 1.740713e+03, 1.740713e+03, 4.700078e+06, 3.541970e-03, 4.761460e-01, 2.163205e-05, 1.037189e-08, 1.965154e-01, 5.893123e-07, 3.158129e-12, 2.196310e-11, 2.763289e-01, 3.220340e-02, 1.491985e-02, 1.387940e-05, 7.094479e-07, 3.000588e-06, 1.995917e-07, 1.548832e-07, 3.752081e-06, 2.824358e-08, 1.010403e-04, 4.113839e-08, 1.000279e-10, 6.677798e-05, 1.287127e-04, 6.939627e-08, 6.276930e-08, 8.856193e-07, 1.891326e-08, 2.498173e-09, 1.539066e-07, 2.992325e-09, 2.994293e-09, 4.334001e-07, 1.697602e-07, 2.447037e-08, 4.068386e-10, 2.648090e-08, 1.184567e-10, 4.931959e-09, 2.621792e-08, 1.323625e-10, 1.090387e-08, 5.087929e-10, 6.404994e-10, 1.822364e-11, 4.201334e-11, 9.423645e-11, 1.339210e-11, 2.032627e-06, 3.466480e-09, 6.260621e-09, 7.406546e-11, 1.985403e-09, 1.869656e-10, 2.087477e-13, 4.025143e-08, 5.212228e-11, 5.214507e-12, 4.651989e-14, 1.400587e-02, 4.548344e+00, 1.541568e+04, 1.555572e+04
9.100000e-03, 1.338916e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796714e+00, 3.461730e+00, -4.233050e+06, 1.740707e+03, 1.740707e+03, 4.700078e+06, 3.541963e-03, 4.761449e-01, 2.162913e-05, 1.041505e-08, 1.965163e-01, 5.892263e-07, 3.162725e-12, 2.204436e-11, 2.763330e-01, 3.220029e-02, 1.491974e-02, 1.387744e-05, 7.093403e-07, 3.000558e-06, 1.995710e-07, 1.548932e-07, 3.745574e-06, 2.815710e-08, 1.007255e-04, 4.099596e-08, 1.000021e-10, 6.677439e-05, 1.282685e-04, 6.926290e-08, 6.257075e-08, 8.850850e-07, 1.884750e-08, 2.490281e-09, 1.533925e-07, 2.981539e-09, 2.984324e-09, 4.318198e-07, 1.691353e-07, 2.437598e-08, 4.054371e-10, 2.648084e-08, 1.179496e-10, 4.898369e-09, 2.602881e-08, 1.313834e-10, 1.082329e-08, 5.054876e-10, 6.354569e-10, 1.808904e-11, 4.160618e-11, 9.331228e-11, 1.326404e-11, 2.012756e-06, 3.432446e-09, 6.199083e-09, 7.333142e-11, 1.966453e-09, 1.851605e-10, 2.066685e-13, 4.025133e-08, 5.139829e-11, 5.141939e-12, 4.580825e-14, 1.400584e-02, 4.548349e+00, 1.541391e+04, 1.555395e+04
9.200000e-03, 1.353629e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796707e+00, 3.461730e+00, -4.286198e+06, 1.740702e+03, 1.740702e+03, 4.700078e+06, 3.541955e-03, 4.761439e-01, 2.162621e-05, 1.045820e-08, 1.965172e-01, 5.891402e-07, 3.167321e-12, 2.212561e-11, 2.763372e-01, 3.219718e-02, 1.491964e-02, 1.387548e-05, 7.092326e-07, 3.000528e-06, 1.995502e-07, 1.549032e-07, 3.739066e-06, 2.807062e-08, 1.004107e-04, 4.085353e-08, 9.997625e-11, 6.677081e-05, 1.278243e-04, 6.912954e-08, 6.237220e-08, 8.845507e-07, 1.878174e-08, 2.482389e-09, 1.528785e-07, 2.970753e-09, 2.974356e-09, 4.302394e-07, 1.685105e-07, 2.428159e-08, 4.040356e-10, 2.648079e-08, 1.174426e-10, 4.864779e-09, 2.583970e-08, 1.304043e-10, 1.074271e-08, 5.021824e-10, 6.304145e-10, 1.795444e-11, 4.119902e-11, 9.238811e-11, 1.313598e-11, 1.992884e-06, 3.398412e-09, 6.137545e-09, 7.259738e-11, 1.947502e-09, 1.833554e-10, 2.045894e-13, 4.025123e-08, 5.067429e-11, 5.069371e-12, 4.509662e-14, 1.400581e-02, 4.548353e+00, 1.541215e+04, 1.555217e+04
9.300000e-03, 1.368342e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796701e+00, 3.461730e+00, -4.339183e+06, 1.740696e+03, 1.740696e+03, 4.700078e+06, 3.541947e-03, 4.761429e-01, 2.162328e-05, 1.050135e-08, 1.965180e-01, 5.890542e-07, 3.171917e-12, 2.220686e-11, 2.763414e-01, 3.219408e-02, 1.491953e-02, 1.387351e-05, 7.091249e-07, 3.000498e-06, 1.995294e-07, 1.549132e-07, 3.732559e-06, 2.798415e-08, 1.000960e-04, 4.071110e-08, 9.995041e-11, 6.676722e-05, 1.273802e-04, 6.899618e-08, 6.217365e-08, 8.840164e-07, 1.871598e-08, 2.474497e-09, 1.523644e-07, 2.959968e-09, 2.964387e-09, 4.286590e-07, 1.678856e-07, 2.418721e-08, 4.026342e-10, 2.648073e-08, 1.169356e-10, 4.831189e-09, 2.565060e-08, 1.294252e-10, 1.066212e-08, 4.988771e-10, 6.253721e-10, 1.781984e-11, 4.079187e-11, 9.146395e-11, 1.300791e-11, 1.973013e-06, 3.364378e-09, 6.076007e-09, 7.186335e-11, 1.928551e-09, 1.815504e-10, 2.025103e-13, 4.025112e-08, 4.995031e-11, 4.996804e-12, 4.438498e-14, 1.400578e-02, 4.548357e+00, 1.541038e+04, 1.555039e+04
9.400000e-03, 1.383055e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796695e+00, 3.461730e+00, -4.392003e+06, 1.740691e+03, 1.740691e+03, 4.700078e+06, 3.541939e-03, 4.761419e-01, 2.162036e-05, 1.054450e-08, 1.965189e-01, 5.889681e-07, 3.176513e-12, 2.228811e-11, 2.763456e-01, 3.219097e-02, 1.491943e-02, 1.387155e-05, 7.090173e-07, 3.000467e-06, 1.995086e-07, 1.549233e-07, 3.726051e-06, 2.789767e-08, 9.978119e-05, 4.056867e-08, 9.992457e-11, 6.676364e-05, 1.269360e-04, 6.886281e-08, 6.197510e-08, 8.834821e-07, 1.865022e-08, 2.466605e-09, 1.518504e-07, 2.949182e-09, 2.954419e-09, 4.270787e-07, 1.672608e-07, 2.409282e-08, 4.012327e-10, 2.648067e-08, 1.164286e-10, 4.797600e-09, 2.546149e-08, 1.284461e-10, 1.058154e-08, 4.955719e-10, 6.203297e-10, 1.768524e-11, 4.038472e-11, 9.053978e-11, 1.287985e-11, 1.953142e-06, 3.330344e-09, 6.014470e-09, 7.112932e-11, 1.909600e-09, 1.797453e-10, 2.004311e-13, 4.025102e-08, 4.922632e-11, 4.924237e-12, 4.367336e-14, 1.400575e-02, 4.548362e+00, 1.540861e+04, 1.554862e+04
9.500000e-03, 1.397768e-03, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796688e+00, 3.461730e+00, -4.444660e+06, 1.740685e+03, 1.740685e+03, 4.700078e+06, 3.541932e-03, 4.761408e-01, 2.161744e-05, 1.058766e-08, 1.965198e-01, 5.888821e-07, 3.181109e-12, 2.236937e-11, 2.763497e-01, 3.218786e-02, 1.491932e-02, 1.386959e-05, 7.089096e-07, 3.000437e-06, 1.994878e-07, 1.549333e-07, 3.719544e-06, 2.781120e-08, 9.946643e-05, 4.042624e-08, 9.989873e-11, 6.676005e-05, 1.264918e-04, 6.872945e-08, 6.177655e-08, 8.829478e-07, 1.858446e-08, 2.458713e-09, 1.513363e-07, 2.938396e-09, 2.944450e-09, 4.254984e-07, 1.666360e-07, 2.399843e-08, 3.998312e-10, 2.648061e-08, 1.159215e-10, 4.764010e-09, 2.527239e-08, 1.274670e-10, 1.050096e-08, 4.922667e-10, 6.152873e-10, 1.755064e-11, 3.997756e-11, 8.961563e-11, 1.275179e-11, 1.933271e-06, 3.296311e-09, 5.952932e-09, 7.039530e-11, 1.890650e-09, 1.779402e-10, 1.983520e-13, 4.025092e-08, 4.850234e-11, 4.851670e-12, 4.296173e-14, 1.400572e-02, 4.548366e+00, 1.540684e+04, 1.554684e+04
