Distance_PFRC7_(m), Plug_flow_residence_time_PFRC7_(sec), Internal_surface_area_per_unit_distance_PFRC7_(m), Cross-section_area_PFRC7_(m2), External_surface_area_per_unit_distance_PFRC7_(m), Velocity_PFRC7_(m/sec), Exit_mass_flow_rate_PFRC7_(kg/sec), Volumetric_heat_production_rate_PFRC7_(J/m3-sec), Surface_temperature_PFRC7_(K), Heat_loss_rate_PFRC7_(J/m-sec), Temperature_PFRC7_(K), Pressure_PFRC7_(Pa), Mole_fraction_N2_PFRC7_(), Mole_fraction_H2_PFRC7_(), Mole_fraction_H_PFRC7_(), Mole_fraction_H2O_PFRC7_(), Mole_fraction_OH_PFRC7_(), Mole_fraction_CO_PFRC7_(), Mole_fraction_CO2_PFRC7_(), Mole_fraction_CH4_PFRC7_(), Mole_fraction_CH3_PFRC7_(), Mole_fraction_CH3OH_PFRC7_(), Mole_fraction_CH2O_PFRC7_(), Mole_fraction_HCO_PFRC7_(), Mole_fraction_HOCHO_PFRC7_(), Mole_fraction_C2H6_PFRC7_(), Mole_fraction_C2H4_PFRC7_(), Mole_fraction_C2H3_PFRC7_(), Mole_fraction_CHCHO_PFRC7_(), Mole_fraction_C2H2_PFRC7_(), Mole_fraction_CH3CHO_PFRC7_(), Mole_fraction_C2H3OH_PFRC7_(), Mole_fraction_CH2CO_PFRC7_(), Mole_fraction_C3H6_PFRC7_(), Mole_fraction_C3H4-P_PFRC7_(), Mole_fraction_C3H4-A_PFRC7_(), Mole_fraction_CCYCCO-T1_PFRC7_(), Mole_fraction_OC5H7O_PFRC7_(), Molecular_weight_PFRC7_(kg/mole), Mass_density_PFRC7_(kg/m3), Unburned_hydrocarbons_PFRC7_(ppm), Volatile_organic_compounds_PFRC7_(ppm)
0.000000e+00, 0.000000e+00, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.110530e+00, 7.788893e-02, -3.310127e+06, 1.717863e+03, 0.000000e+00, 1.717863e+03, 4.699982e+06, 3.513629e-03, 4.838998e-01, 1.763589e-05, 1.912037e-01, 4.349831e-07, 2.786525e-01, 3.155386e-02, 1.101686e-02, 8.232618e-06, 4.347798e-07, 2.942727e-06, 1.755727e-07, 1.580635e-07, 1.678918e-06, 3.527721e-05, 1.110076e-08, 5.554229e-05, 3.630977e-05, 3.389058e-08, 1.945998e-08, 5.120701e-07, 3.622972e-08, 8.339189e-08, 3.229225e-08, 2.626901e-08, 3.988109e-08, 1.389380e-02, 4.571873e+00, 1.117218e+04, 1.128841e+04
1.000000e-02, 1.406823e-03, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.106041e+00, 7.788893e-02, -3.043871e+06, 1.716560e+03, 2.057880e+04, 1.716560e+03, 4.699976e+06, 3.513188e-03, 4.840340e-01, 1.743051e-05, 1.911087e-01, 4.281975e-07, 2.786749e-01, 3.155681e-02, 1.095484e-02, 8.089348e-06, 4.286266e-07, 2.941242e-06, 1.742232e-07, 1.582654e-07, 1.658504e-06, 3.468527e-05, 1.078027e-08, 5.533016e-05, 3.537640e-05, 3.350423e-08, 1.902545e-08, 5.046026e-07, 3.532230e-08, 8.063199e-08, 3.121253e-08, 2.626571e-08, 3.987509e-08, 1.389206e-02, 4.574761e+00, 1.110691e+04, 1.122268e+04
2.000000e-02, 2.814517e-03, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.101594e+00, 7.788893e-02, -2.896214e+06, 1.715278e+03, 2.057880e+04, 1.715278e+03, 4.699977e+06, 3.512762e-03, 4.841734e-01, 1.722909e-05, 1.910069e-01, 4.215612e-07, 2.786870e-01, 3.156946e-02, 1.089531e-02, 7.950737e-06, 4.226115e-07, 2.939754e-06, 1.728841e-07, 1.584611e-07, 1.635625e-06, 3.398137e-05, 1.042639e-08, 5.512180e-05, 3.431983e-05, 3.307720e-08, 1.853548e-08, 4.971900e-07, 3.430822e-08, 7.762382e-08, 3.003786e-08, 2.626253e-08, 3.986928e-08, 1.389037e-02, 4.577626e+00, 1.104366e+04, 1.115899e+04
3.000000e-02, 4.223090e-03, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.097177e+00, 7.788893e-02, -2.785672e+06, 1.714010e+03, 2.057880e+04, 1.714010e+03, 4.699977e+06, 3.512350e-03, 4.843131e-01, 1.703161e-05, 1.909036e-01, 4.150783e-07, 2.786939e-01, 3.158653e-02, 1.083776e-02, 7.816420e-06, 4.167674e-07, 2.938304e-06, 1.715622e-07, 1.586516e-07, 1.612753e-06, 3.327045e-05, 1.007777e-08, 5.491713e-05, 3.327190e-05, 3.265193e-08, 1.804798e-08, 4.899704e-07, 3.330612e-08, 7.468855e-08, 2.889237e-08, 2.625944e-08, 3.986364e-08, 1.388874e-02, 4.580475e+00, 1.098239e+04, 1.109729e+04
4.000000e-02, 5.632538e-03, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.092780e+00, 7.788893e-02, -2.689319e+06, 1.712753e+03, 2.057880e+04, 1.712753e+03, 4.699977e+06, 3.511950e-03, 4.844508e-01, 1.683778e-05, 1.908010e-01, 4.087424e-07, 2.786982e-01, 3.160543e-02, 1.078200e-02, 7.686074e-06, 4.110896e-07, 2.936903e-06, 1.702579e-07, 1.588394e-07, 1.590556e-06, 3.258092e-05, 9.743546e-09, 5.471606e-05, 3.226422e-05, 3.223960e-08, 1.757787e-08, 4.829637e-07, 3.234476e-08, 7.189377e-08, 2.780204e-08, 2.625645e-08, 3.985817e-08, 1.388716e-02, 4.583314e+00, 1.092304e+04, 1.103751e+04
5.000000e-02, 7.042859e-03, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.088398e+00, 7.788893e-02, -2.599752e+06, 1.711507e+03, 2.057880e+04, 1.711507e+03, 4.699977e+06, 3.511563e-03, 4.845857e-01, 1.664734e-05, 1.907003e-01, 4.025466e-07, 2.787011e-01, 3.162508e-02, 1.072791e-02, 7.559463e-06, 4.055714e-07, 2.935553e-06, 1.689707e-07, 1.590258e-07, 1.569124e-06, 3.191682e-05, 9.424536e-09, 5.451848e-05, 3.130021e-05, 3.184168e-08, 1.712696e-08, 4.761650e-07, 3.142704e-08, 6.924305e-08, 2.676818e-08, 2.625356e-08, 3.985285e-08, 1.388563e-02, 4.586148e+00, 1.086551e+04, 1.097957e+04
6.000000e-02, 8.454049e-03, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.084031e+00, 7.788893e-02, -2.515959e+06, 1.710269e+03, 2.057880e+04, 1.710269e+03, 4.699977e+06, 3.511187e-03, 4.847176e-01, 1.646016e-05, 1.906016e-01, 3.964851e-07, 2.787027e-01, 3.164525e-02, 1.067545e-02, 7.436410e-06, 4.002055e-07, 2.934252e-06, 1.676998e-07, 1.592111e-07, 1.548374e-06, 3.127492e-05, 9.119230e-09, 5.432430e-05, 3.037528e-05, 3.145672e-08, 1.669319e-08, 4.695627e-07, 3.054840e-08, 6.672238e-08, 2.578531e-08, 2.625075e-08, 3.984767e-08, 1.388414e-02, 4.588975e+00, 1.080973e+04, 1.092338e+04
7.000000e-02, 9.866109e-03, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.079677e+00, 7.788893e-02, -2.437203e+06, 1.709041e+03, 2.057880e+04, 1.709041e+03, 4.699977e+06, 3.510823e-03, 4.848466e-01, 1.627611e-05, 1.905048e-01, 3.905528e-07, 2.787033e-01, 3.166583e-02, 1.062454e-02, 7.316753e-06, 3.949854e-07, 2.932999e-06, 1.664448e-07, 1.593955e-07, 1.528290e-06, 3.065474e-05, 8.827047e-09, 5.413343e-05, 2.948789e-05, 3.108436e-08, 1.627599e-08, 4.631481e-07, 2.970716e-08, 6.432490e-08, 2.485073e-08, 2.624802e-08, 3.984264e-08, 1.388270e-02, 4.591797e+00, 1.075564e+04, 1.086888e+04
8.000000e-02, 1.127904e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.075336e+00, 7.788893e-02, -2.358274e+06, 1.707821e+03, 2.057880e+04, 1.707821e+03, 4.699977e+06, 3.510469e-03, 4.849726e-01, 1.609510e-05, 1.904100e-01, 3.847453e-07, 2.787030e-01, 3.168668e-02, 1.057513e-02, 7.200353e-06, 3.899052e-07, 2.931791e-06, 1.652050e-07, 1.595792e-07, 1.508878e-06, 3.005622e-05, 8.547187e-09, 5.394579e-05, 2.863678e-05, 3.072435e-08, 1.587470e-08, 4.569131e-07, 2.890189e-08, 6.204327e-08, 2.396150e-08, 2.624538e-08, 3.983775e-08, 1.388130e-02, 4.594614e+00, 1.070316e+04, 1.081600e+04
9.000000e-02, 1.269283e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.071007e+00, 7.788893e-02, -2.285342e+06, 1.706609e+03, 2.057880e+04, 1.706609e+03, 4.699978e+06, 3.510126e-03, 4.850958e-01, 1.591699e-05, 1.903171e-01, 3.790575e-07, 2.787018e-01, 3.170775e-02, 1.052715e-02, 7.087043e-06, 3.849581e-07, 2.930627e-06, 1.639802e-07, 1.597624e-07, 1.490070e-06, 2.947754e-05, 8.279275e-09, 5.376130e-05, 2.781959e-05, 3.037586e-08, 1.548853e-08, 4.508495e-07, 2.813015e-08, 5.987119e-08, 2.311521e-08, 2.624281e-08, 3.983299e-08, 1.387995e-02, 4.597427e+00, 1.065223e+04, 1.076468e+04
1.000000e-01, 1.410749e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.066690e+00, 7.788893e-02, -2.214355e+06, 1.705405e+03, 2.057880e+04, 1.705405e+03, 4.699978e+06, 3.509793e-03, 4.852162e-01, 1.574170e-05, 1.902262e-01, 3.734854e-07, 2.786999e-01, 3.172900e-02, 1.048056e-02, 6.976703e-06, 3.801390e-07, 2.929506e-06, 1.627697e-07, 1.599450e-07, 1.471849e-06, 2.891799e-05, 8.022493e-09, 5.357988e-05, 2.703463e-05, 3.003844e-08, 1.511667e-08, 4.449496e-07, 2.739025e-08, 5.780167e-08, 2.230907e-08, 2.624032e-08, 3.982836e-08, 1.387863e-02, 4.600236e+00, 1.060279e+04, 1.071486e+04
1.100000e-01, 1.552301e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.062383e+00, 7.788893e-02, -2.145692e+06, 1.704209e+03, 2.057880e+04, 1.704209e+03, 4.699978e+06, 3.509469e-03, 4.853339e-01, 1.556914e-05, 1.901371e-01, 3.680251e-07, 2.786972e-01, 3.175044e-02, 1.043530e-02, 6.869208e-06, 3.754424e-07, 2.928424e-06, 1.615732e-07, 1.601272e-07, 1.454192e-06, 2.837661e-05, 7.776213e-09, 5.340145e-05, 2.628012e-05, 2.971155e-08, 1.475832e-08, 4.392061e-07, 2.668028e-08, 5.582810e-08, 2.154050e-08, 2.623790e-08, 3.982385e-08, 1.387735e-02, 4.603041e+00, 1.055478e+04, 1.066647e+04
1.200000e-01, 1.693939e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.058088e+00, 7.788893e-02, -2.079376e+06, 1.703019e+03, 2.057880e+04, 1.703019e+03, 4.699978e+06, 3.509154e-03, 4.854491e-01, 1.539925e-05, 1.900497e-01, 3.626729e-07, 2.786938e-01, 3.177205e-02, 1.039133e-02, 6.764444e-06, 3.708633e-07, 2.927380e-06, 1.603903e-07, 1.603088e-07, 1.437074e-06, 2.785254e-05, 7.539852e-09, 5.322594e-05, 2.555446e-05, 2.939471e-08, 1.441277e-08, 4.336122e-07, 2.599853e-08, 5.394453e-08, 2.080716e-08, 2.623555e-08, 3.981946e-08, 1.387610e-02, 4.605843e+00, 1.050816e+04, 1.061948e+04
1.300000e-01, 1.835664e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.053803e+00, 7.788893e-02, -2.014825e+06, 1.701837e+03, 2.057880e+04, 1.701837e+03, 4.699978e+06, 3.508849e-03, 4.855617e-01, 1.523193e-05, 1.899641e-01, 3.574253e-07, 2.786897e-01, 3.179384e-02, 1.034859e-02, 6.662303e-06, 3.663972e-07, 2.926373e-06, 1.592207e-07, 1.604900e-07, 1.420470e-06, 2.734500e-05, 7.312940e-09, 5.305328e-05, 2.485623e-05, 2.908747e-08, 1.407946e-08, 4.281617e-07, 2.534361e-08, 5.214618e-08, 2.010718e-08, 2.623327e-08, 3.981518e-08, 1.387490e-02, 4.608641e+00, 1.046287e+04, 1.057382e+04
1.400000e-01, 1.977474e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.049528e+00, 7.788893e-02, -1.954948e+06, 1.700662e+03, 2.057880e+04, 1.700662e+03, 4.699978e+06, 3.508552e-03, 4.856720e-01, 1.506712e-05, 1.898800e-01, 3.522786e-07, 2.786849e-01, 3.181580e-02, 1.030705e-02, 6.562672e-06, 3.620392e-07, 2.925401e-06, 1.580639e-07, 1.606708e-07, 1.404355e-06, 2.685314e-05, 7.094930e-09, 5.288341e-05, 2.418389e-05, 2.878938e-08, 1.375772e-08, 4.228481e-07, 2.471390e-08, 5.042746e-08, 1.943835e-08, 2.623105e-08, 3.981102e-08, 1.387372e-02, 4.611435e+00, 1.041885e+04, 1.052945e+04
1.500000e-01, 2.119371e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.045262e+00, 7.788893e-02, -1.894748e+06, 1.699493e+03, 2.057880e+04, 1.699493e+03, 4.699978e+06, 3.508263e-03, 4.857801e-01, 1.490474e-05, 1.897976e-01, 3.472300e-07, 2.786795e-01, 3.183794e-02, 1.026667e-02, 6.465463e-06, 3.577856e-07, 2.924463e-06, 1.569197e-07, 1.608512e-07, 1.388711e-06, 2.637631e-05, 6.885416e-09, 5.271627e-05, 2.353630e-05, 2.850006e-08, 1.344704e-08, 4.176664e-07, 2.410825e-08, 4.878449e-08, 1.879916e-08, 2.622889e-08, 3.980696e-08, 1.387258e-02, 4.614227e+00, 1.037608e+04, 1.048632e+04
1.600000e-01, 2.261353e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.041006e+00, 7.788893e-02, -1.836506e+06, 1.698331e+03, 2.057880e+04, 1.698331e+03, 4.699979e+06, 3.507983e-03, 4.858859e-01, 1.474472e-05, 1.897166e-01, 3.422762e-07, 2.786735e-01, 3.186024e-02, 1.022739e-02, 6.370575e-06, 3.536318e-07, 2.923556e-06, 1.557876e-07, 1.610312e-07, 1.373514e-06, 2.591376e-05, 6.683913e-09, 5.255177e-05, 2.291210e-05, 2.821910e-08, 1.314684e-08, 4.126105e-07, 2.352525e-08, 4.721243e-08, 1.818770e-08, 2.622679e-08, 3.980301e-08, 1.387147e-02, 4.617016e+00, 1.033449e+04, 1.044439e+04
1.700000e-01, 2.403421e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.036759e+00, 7.788893e-02, -1.783223e+06, 1.697174e+03, 2.057880e+04, 1.697174e+03, 4.699979e+06, 3.507709e-03, 4.859895e-01, 1.458699e-05, 1.896371e-01, 3.374139e-07, 2.786668e-01, 3.188269e-02, 1.018918e-02, 6.277907e-06, 3.495737e-07, 2.922680e-06, 1.546673e-07, 1.612108e-07, 1.358743e-06, 2.546476e-05, 6.489960e-09, 5.238987e-05, 2.230999e-05, 2.794607e-08, 1.285654e-08, 4.076748e-07, 2.296356e-08, 4.570666e-08, 1.760217e-08, 2.622475e-08, 3.979915e-08, 1.387039e-02, 4.619803e+00, 1.029405e+04, 1.040360e+04
1.800000e-01, 2.545575e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.032521e+00, 7.788893e-02, -1.727068e+06, 1.696024e+03, 2.057880e+04, 1.696024e+03, 4.699979e+06, 3.507444e-03, 4.860911e-01, 1.443152e-05, 1.895590e-01, 3.326413e-07, 2.786596e-01, 3.190530e-02, 1.015201e-02, 6.187405e-06, 3.456088e-07, 2.921834e-06, 1.535586e-07, 1.613902e-07, 1.344388e-06, 2.502896e-05, 6.303346e-09, 5.223052e-05, 2.172935e-05, 2.768078e-08, 1.257587e-08, 4.028560e-07, 2.242257e-08, 4.426525e-08, 1.704181e-08, 2.622276e-08, 3.979539e-08, 1.386934e-02, 4.622587e+00, 1.025472e+04, 1.036394e+04
1.900000e-01, 2.687814e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.028292e+00, 7.788893e-02, -1.674706e+06, 1.694879e+03, 2.057880e+04, 1.694879e+03, 4.699979e+06, 3.507185e-03, 4.861908e-01, 1.427822e-05, 1.894823e-01, 3.279549e-07, 2.786518e-01, 3.192806e-02, 1.011583e-02, 6.098963e-06, 3.417326e-07, 2.921016e-06, 1.524613e-07, 1.615692e-07, 1.330426e-06, 2.460560e-05, 6.123581e-09, 5.207364e-05, 2.116881e-05, 2.742280e-08, 1.230423e-08, 3.981483e-07, 2.190086e-08, 4.288328e-08, 1.650468e-08, 2.622083e-08, 3.979173e-08, 1.386832e-02, 4.625369e+00, 1.021645e+04, 1.032534e+04
2.000000e-01, 2.830139e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.024070e+00, 7.788893e-02, -1.625356e+06, 1.693739e+03, 2.057880e+04, 1.693739e+03, 4.699979e+06, 3.506934e-03, 4.862885e-01, 1.412703e-05, 1.894069e-01, 3.233524e-07, 2.786434e-01, 3.195097e-02, 1.008063e-02, 6.012511e-06, 3.379420e-07, 2.920226e-06, 1.513749e-07, 1.617480e-07, 1.316841e-06, 2.419418e-05, 5.950349e-09, 5.191919e-05, 2.062746e-05, 2.717184e-08, 1.204125e-08, 3.935475e-07, 2.139750e-08, 4.155773e-08, 1.598960e-08, 2.621895e-08, 3.978815e-08, 1.386732e-02, 4.628149e+00, 1.017921e+04, 1.028778e+04
2.100000e-01, 2.972549e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.019856e+00, 7.788893e-02, -1.574996e+06, 1.692605e+03, 2.057880e+04, 1.692605e+03, 4.699979e+06, 3.506689e-03, 4.863844e-01, 1.397793e-05, 1.893327e-01, 3.188317e-07, 2.786345e-01, 3.197402e-02, 1.004636e-02, 5.927989e-06, 3.342345e-07, 2.919461e-06, 1.502993e-07, 1.619264e-07, 1.303623e-06, 2.379431e-05, 5.783417e-09, 5.176712e-05, 2.010463e-05, 2.692768e-08, 1.178661e-08, 3.890504e-07, 2.091187e-08, 4.028642e-08, 1.549572e-08, 2.621712e-08, 3.978467e-08, 1.386636e-02, 4.630927e+00, 1.014298e+04, 1.025123e+04
2.200000e-01, 3.115045e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.015650e+00, 7.788893e-02, -1.529459e+06, 1.691476e+03, 2.057880e+04, 1.691476e+03, 4.699979e+06, 3.506451e-03, 4.864785e-01, 1.383084e-05, 1.892597e-01, 3.143900e-07, 2.786251e-01, 3.199721e-02, 1.001299e-02, 5.845310e-06, 3.306063e-07, 2.918722e-06, 1.492342e-07, 1.621046e-07, 1.290752e-06, 2.340537e-05, 5.622384e-09, 5.161737e-05, 1.959920e-05, 2.668997e-08, 1.153984e-08, 3.846518e-07, 2.044278e-08, 3.906543e-08, 1.502150e-08, 2.621534e-08, 3.978126e-08, 1.386541e-02, 4.633703e+00, 1.010771e+04, 1.021564e+04
2.300000e-01, 3.257626e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.011452e+00, 7.788893e-02, -1.484013e+06, 1.690352e+03, 2.057880e+04, 1.690352e+03, 4.699979e+06, 3.506219e-03, 4.865708e-01, 1.368572e-05, 1.891879e-01, 3.100255e-07, 2.786152e-01, 3.202053e-02, 9.980493e-03, 5.764423e-06, 3.270553e-07, 2.918007e-06, 1.481794e-07, 1.622826e-07, 1.278218e-06, 2.302701e-05, 5.467052e-09, 5.146989e-05, 1.911059e-05, 2.645851e-08, 1.130068e-08, 3.803490e-07, 1.998967e-08, 3.789295e-08, 1.456623e-08, 2.621360e-08, 3.977794e-08, 1.386450e-02, 4.636478e+00, 1.007337e+04, 1.018099e+04
2.400000e-01, 3.400293e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.007260e+00, 7.788893e-02, -1.439297e+06, 1.689233e+03, 2.057880e+04, 1.689233e+03, 4.699980e+06, 3.505993e-03, 4.866615e-01, 1.354252e-05, 1.891173e-01, 3.057360e-07, 2.786048e-01, 3.204399e-02, 9.948847e-03, 5.685265e-06, 3.235786e-07, 2.917316e-06, 1.471346e-07, 1.624603e-07, 1.266007e-06, 2.265877e-05, 5.317148e-09, 5.132464e-05, 1.863801e-05, 2.623303e-08, 1.106878e-08, 3.761383e-07, 1.955176e-08, 3.676638e-08, 1.412889e-08, 2.621191e-08, 3.977470e-08, 1.386360e-02, 4.639251e+00, 1.003993e+04, 1.014725e+04
2.500000e-01, 3.543045e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 7.003076e+00, 7.788893e-02, -1.399090e+06, 1.688118e+03, 2.057880e+04, 1.688118e+03, 4.699980e+06, 3.505773e-03, 4.867506e-01, 1.340120e-05, 1.890477e-01, 3.015192e-07, 2.785939e-01, 3.206758e-02, 9.918018e-03, 5.607763e-06, 3.201733e-07, 2.916647e-06, 1.460997e-07, 1.626379e-07, 1.254104e-06, 2.230017e-05, 5.172364e-09, 5.118157e-05, 1.818059e-05, 2.601327e-08, 1.084376e-08, 3.720157e-07, 1.912817e-08, 3.568276e-08, 1.370833e-08, 2.621027e-08, 3.977154e-08, 1.386273e-02, 4.642023e+00, 1.000736e+04, 1.011438e+04
2.600000e-01, 3.685882e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.998898e+00, 7.788893e-02, -1.359064e+06, 1.687008e+03, 2.057880e+04, 1.687008e+03, 4.699980e+06, 3.505558e-03, 4.868381e-01, 1.326172e-05, 1.889792e-01, 2.973737e-07, 2.785826e-01, 3.209130e-02, 9.887985e-03, 5.531878e-06, 3.168374e-07, 2.915999e-06, 1.450744e-07, 1.628152e-07, 1.242499e-06, 2.195092e-05, 5.032540e-09, 5.104064e-05, 1.773786e-05, 2.579906e-08, 1.062541e-08, 3.679789e-07, 1.871843e-08, 3.464070e-08, 1.330398e-08, 2.620866e-08, 3.976845e-08, 1.386188e-02, 4.644794e+00, 9.975637e+03, 1.008236e+04
2.700000e-01, 3.828804e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.994727e+00, 7.788893e-02, -1.321202e+06, 1.685902e+03, 2.057880e+04, 1.685902e+03, 4.699980e+06, 3.505349e-03, 4.869241e-01, 1.312403e-05, 1.889118e-01, 2.932974e-07, 2.785709e-01, 3.211514e-02, 9.858720e-03, 5.457550e-06, 3.135685e-07, 2.915373e-06, 1.440585e-07, 1.629924e-07, 1.231180e-06, 2.161060e-05, 4.897425e-09, 5.090180e-05, 1.730911e-05, 2.559016e-08, 1.041343e-08, 3.640245e-07, 1.832185e-08, 3.363785e-08, 1.291494e-08, 2.620710e-08, 3.976544e-08, 1.386106e-02, 4.647564e+00, 9.944730e+03, 1.005116e+04
2.800000e-01, 3.971811e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.990562e+00, 7.788893e-02, -1.285139e+06, 1.684800e+03, 2.057880e+04, 1.684800e+03, 4.699980e+06, 3.505146e-03, 4.870087e-01, 1.298810e-05, 1.888453e-01, 2.892886e-07, 2.785587e-01, 3.213911e-02, 9.830200e-03, 5.384727e-06, 3.103643e-07, 2.914767e-06, 1.430519e-07, 1.631693e-07, 1.220136e-06, 2.127886e-05, 4.766817e-09, 5.076501e-05, 1.689377e-05, 2.538638e-08, 1.020755e-08, 3.601497e-07, 1.793783e-08, 3.267232e-08, 1.254047e-08, 2.620558e-08, 3.976249e-08, 1.386025e-02, 4.650333e+00, 9.914615e+03, 1.002076e+04
2.900000e-01, 4.114904e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.986403e+00, 7.788893e-02, -1.249493e+06, 1.683703e+03, 2.057880e+04, 1.683703e+03, 4.699980e+06, 3.504947e-03, 4.870918e-01, 1.285388e-05, 1.887798e-01, 2.853454e-07, 2.785460e-01, 3.216319e-02, 9.802403e-03, 5.313362e-06, 3.072228e-07, 2.914181e-06, 1.420543e-07, 1.633462e-07, 1.209359e-06, 2.095541e-05, 4.640540e-09, 5.063023e-05, 1.649130e-05, 2.518753e-08, 1.000754e-08, 3.563517e-07, 1.756584e-08, 3.174243e-08, 1.217991e-08, 2.620409e-08, 3.975961e-08, 1.385947e-02, 4.653101e+00, 9.885267e+03, 9.991127e+03
3.000000e-01, 4.258082e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.982251e+00, 7.788893e-02, -1.213456e+06, 1.682609e+03, 2.057880e+04, 1.682609e+03, 4.699980e+06, 3.504754e-03, 4.871736e-01, 1.272133e-05, 1.887152e-01, 2.814665e-07, 2.785330e-01, 3.218739e-02, 9.775307e-03, 5.243409e-06, 3.041421e-07, 2.913613e-06, 1.410656e-07, 1.635229e-07, 1.198838e-06, 2.063994e-05, 4.518421e-09, 5.049742e-05, 1.610123e-05, 2.499344e-08, 9.813182e-09, 3.526282e-07, 1.720541e-08, 3.084663e-08, 1.183265e-08, 2.620265e-08, 3.975680e-08, 1.385870e-02, 4.655868e+00, 9.856664e+03, 9.962246e+03
3.100000e-01, 4.401345e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.978104e+00, 7.788893e-02, -1.177857e+06, 1.681519e+03, 2.057880e+04, 1.681519e+03, 4.699981e+06, 3.504565e-03, 4.872540e-01, 1.259043e-05, 1.886515e-01, 2.776500e-07, 2.785196e-01, 3.221171e-02, 9.748892e-03, 5.174822e-06, 3.011202e-07, 2.913064e-06, 1.400855e-07, 1.636994e-07, 1.188563e-06, 2.033215e-05, 4.400271e-09, 5.036654e-05, 1.572299e-05, 2.480394e-08, 9.624238e-09, 3.489763e-07, 1.685598e-08, 2.998317e-08, 1.149801e-08, 2.620124e-08, 3.975406e-08, 1.385796e-02, 4.658635e+00, 9.828782e+03, 9.934089e+03
3.200000e-01, 4.544692e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.973963e+00, 7.788893e-02, -1.143528e+06, 1.680433e+03, 2.057880e+04, 1.680433e+03, 4.699981e+06, 3.504381e-03, 4.873331e-01, 1.246113e-05, 1.885887e-01, 2.738945e-07, 2.785058e-01, 3.223614e-02, 9.723135e-03, 5.107556e-06, 2.981552e-07, 2.912533e-06, 1.391139e-07, 1.638759e-07, 1.178528e-06, 2.003173e-05, 4.285908e-09, 5.023756e-05, 1.535608e-05, 2.461885e-08, 9.440480e-09, 3.453938e-07, 1.651705e-08, 2.915039e-08, 1.117534e-08, 2.619986e-08, 3.975137e-08, 1.385723e-02, 4.661402e+00, 9.801598e+03, 9.906635e+03
3.300000e-01, 4.688126e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.969827e+00, 7.788893e-02, -1.109925e+06, 1.679351e+03, 2.057880e+04, 1.679351e+03, 4.699981e+06, 3.504202e-03, 4.874110e-01, 1.233341e-05, 1.885267e-01, 2.701986e-07, 2.784916e-01, 3.226067e-02, 9.698018e-03, 5.041571e-06, 2.952452e-07, 2.912019e-06, 1.381506e-07, 1.640523e-07, 1.168722e-06, 1.973844e-05, 4.175182e-09, 5.011043e-05, 1.500005e-05, 2.443802e-08, 9.261717e-09, 3.418782e-07, 1.618820e-08, 2.834693e-08, 1.086410e-08, 2.619852e-08, 3.974875e-08, 1.385652e-02, 4.664168e+00, 9.775091e+03, 9.879862e+03
