Distance_PFRC7_(m), Plug_flow_residence_time_PFRC7_(sec), Internal_surface_area_per_unit_distance_PFRC7_(m), Cross-section_area_PFRC7_(m2), External_surface_area_per_unit_distance_PFRC7_(m), Velocity_PFRC7_(m/sec), Exit_mass_flow_rate_PFRC7_(kg/sec), Volumetric_heat_production_rate_PFRC7_(J/m3-sec), Surface_temperature_PFRC7_(K), Heat_loss_rate_PFRC7_(J/m-sec), Temperature_PFRC7_(K), Pressure_PFRC7_(Pa), Mole_fraction_N2_PFRC7_(), Mole_fraction_H2_PFRC7_(), Mole_fraction_H_PFRC7_(), Mole_fraction_H2O_PFRC7_(), Mole_fraction_OH_PFRC7_(), Mole_fraction_CO_PFRC7_(), Mole_fraction_CO2_PFRC7_(), Mole_fraction_CH4_PFRC7_(), Mole_fraction_CH3_PFRC7_(), Mole_fraction_CH3OH_PFRC7_(), Mole_fraction_CH2O_PFRC7_(), Mole_fraction_HCO_PFRC7_(), Mole_fraction_HOCHO_PFRC7_(), Mole_fraction_C2H6_PFRC7_(), Mole_fraction_C2H4_PFRC7_(), Mole_fraction_C2H3_PFRC7_(), Mole_fraction_CHCHO_PFRC7_(), Mole_fraction_C2H2_PFRC7_(), Mole_fraction_CH3CHO_PFRC7_(), Mole_fraction_C2H3OH_PFRC7_(), Mole_fraction_CH2CO_PFRC7_(), Mole_fraction_C3H6_PFRC7_(), Mole_fraction_C3H4-P_PFRC7_(), Mole_fraction_C3H4-A_PFRC7_(), Mole_fraction_CCYCCO-T1_PFRC7_(), Mole_fraction_OC5H7O_PFRC7_(), Molecular_weight_PFRC7_(kg/mole), Mass_density_PFRC7_(kg/m3), Unburned_hydrocarbons_PFRC7_(ppm), Volatile_organic_compounds_PFRC7_(ppm)
7.700000e-01, 1.108365e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.791526e+00, 7.788892e-02, -2.403774e+05, 1.634145e+03, 2.057880e+04, 1.634145e+03, 4.699987e+06, 3.499389e-03, 4.900104e-01, 7.918155e-06, 1.863549e-01, 1.512453e-07, 2.776036e-01, 3.342785e-02, 9.025020e-03, 3.000314e-06, 2.043312e-07, 2.901071e-06, 1.023330e-07, 1.718471e-07, 8.825320e-07, 1.131071e-05, 1.465161e-09, 4.594342e-05, 5.920518e-06, 1.919308e-08, 4.466481e-09, 2.312796e-07, 7.670623e-09, 9.603920e-09, 3.634287e-09, 2.616254e-08, 3.967546e-08, 1.383749e-02, 4.786618e+00, 9.064344e+03, 9.160404e+03
7.800000e-01, 1.123094e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.787529e+00, 7.788892e-02, -2.232695e+05, 1.633154e+03, 2.057880e+04, 1.633154e+03, 4.699987e+06, 3.499327e-03, 4.900571e-01, 7.839360e-06, 1.863137e-01, 1.492877e-07, 2.775790e-01, 3.345601e-02, 9.016357e-03, 2.967382e-06, 2.028488e-07, 2.901012e-06, 1.016399e-07, 1.720286e-07, 8.781391e-07, 1.118410e-05, 1.432839e-09, 4.587396e-05, 5.805220e-06, 1.911328e-08, 4.400837e-09, 2.294366e-07, 7.556690e-09, 9.389781e-09, 3.552289e-09, 2.616207e-08, 3.967446e-08, 1.383724e-02, 4.789437e+00, 9.055154e+03, 9.151069e+03
7.900000e-01, 1.137831e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.783534e+00, 7.788892e-02, -2.077606e+05, 1.632164e+03, 2.057880e+04, 1.632164e+03, 4.699987e+06, 3.499266e-03, 4.901034e-01, 7.761343e-06, 1.862728e-01, 1.473554e-07, 2.775544e-01, 3.348422e-02, 9.007889e-03, 2.934870e-06, 2.013846e-07, 2.900960e-06, 1.009514e-07, 1.722104e-07, 8.738091e-07, 1.105935e-05, 1.401280e-09, 4.580538e-05, 5.692384e-06, 1.903460e-08, 4.336388e-09, 2.276139e-07, 7.444871e-09, 9.181023e-09, 3.472376e-09, 2.616162e-08, 3.967348e-08, 1.383700e-02, 4.792257e+00, 9.046169e+03, 9.141941e+03
8.000000e-01, 1.152577e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.779541e+00, 7.788892e-02, -1.946848e+05, 1.631176e+03, 2.057880e+04, 1.631176e+03, 4.699987e+06, 3.499207e-03, 4.901494e-01, 7.684099e-06, 1.862321e-01, 1.454482e-07, 2.775296e-01, 3.351250e-02, 8.999613e-03, 2.902772e-06, 1.999384e-07, 2.900914e-06, 1.002676e-07, 1.723922e-07, 8.695405e-07, 1.093641e-05, 1.370458e-09, 4.573766e-05, 5.581952e-06, 1.895702e-08, 4.273102e-09, 2.258112e-07, 7.335151e-09, 8.977618e-09, 3.394534e-09, 2.616117e-08, 3.967251e-08, 1.383677e-02, 4.795080e+00, 9.037383e+03, 9.133014e+03
8.100000e-01, 1.167332e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.775549e+00, 7.788892e-02, -1.850111e+05, 1.630188e+03, 2.057880e+04, 1.630188e+03, 4.699987e+06, 3.499148e-03, 4.901951e-01, 7.607625e-06, 1.861916e-01, 1.435657e-07, 2.775047e-01, 3.354083e-02, 8.991522e-03, 2.871082e-06, 1.985095e-07, 2.900875e-06, 9.958857e-08, 1.725740e-07, 8.653312e-07, 1.081522e-05, 1.340353e-09, 4.567079e-05, 5.473868e-06, 1.888053e-08, 4.210950e-09, 2.240280e-07, 7.227533e-09, 8.779566e-09, 3.318758e-09, 2.616074e-08, 3.967157e-08, 1.383654e-02, 4.797906e+00, 9.028793e+03, 9.124284e+03
8.200000e-01, 1.182095e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.771558e+00, 7.788892e-02, -1.798503e+05, 1.629202e+03, 2.057880e+04, 1.629202e+03, 4.699987e+06, 3.499091e-03, 4.902404e-01, 7.531919e-06, 1.861513e-01, 1.417078e-07, 2.774796e-01, 3.356923e-02, 8.983614e-03, 2.839794e-06, 1.970976e-07, 2.900842e-06, 9.891434e-08, 1.727556e-07, 8.611795e-07, 1.069574e-05, 1.310939e-09, 4.560475e-05, 5.368082e-06, 1.880510e-08, 4.149901e-09, 2.222642e-07, 7.122026e-09, 8.586901e-09, 3.245055e-09, 2.616031e-08, 3.967064e-08, 1.383631e-02, 4.800733e+00, 9.020393e+03, 9.115747e+03
8.300000e-01, 1.196867e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.767569e+00, 7.788892e-02, -1.804591e+05, 1.628216e+03, 2.057880e+04, 1.628216e+03, 4.699987e+06, 3.499036e-03, 4.902854e-01, 7.456980e-06, 1.861112e-01, 1.398740e-07, 2.774544e-01, 3.359768e-02, 8.975883e-03, 2.808903e-06, 1.957022e-07, 2.900816e-06, 9.824503e-08, 1.729368e-07, 8.570832e-07, 1.057791e-05, 1.282196e-09, 4.553955e-05, 5.264544e-06, 1.873074e-08, 4.089927e-09, 2.205195e-07, 7.018654e-09, 8.399686e-09, 3.173445e-09, 2.615990e-08, 3.966974e-08, 1.383609e-02, 4.803563e+00, 9.012179e+03, 9.107396e+03
8.400000e-01, 1.211648e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.763581e+00, 7.788892e-02, -1.777844e+05, 1.627231e+03, 2.057880e+04, 1.627231e+03, 4.699988e+06, 3.498981e-03, 4.903301e-01, 7.382739e-06, 1.860713e-01, 1.380634e-07, 2.774291e-01, 3.362618e-02, 8.968327e-03, 2.778386e-06, 1.943236e-07, 2.900794e-06, 9.757959e-08, 1.731180e-07, 8.530308e-07, 1.046177e-05, 1.254152e-09, 4.547516e-05, 5.163232e-06, 1.865742e-08, 4.031064e-09, 2.187927e-07, 6.917213e-09, 8.216784e-09, 3.103487e-09, 2.615949e-08, 3.966885e-08, 1.383588e-02, 4.806395e+00, 9.004149e+03, 9.099232e+03
8.500000e-01, 1.226437e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.759594e+00, 7.788892e-02, -1.780727e+05, 1.626247e+03, 2.057880e+04, 1.626247e+03, 4.699988e+06, 3.498928e-03, 4.903745e-01, 7.309226e-06, 1.860317e-01, 1.362759e-07, 2.774036e-01, 3.365475e-02, 8.960942e-03, 2.748246e-06, 1.929608e-07, 2.900778e-06, 9.691865e-08, 1.732987e-07, 8.490236e-07, 1.034723e-05, 1.226764e-09, 4.541158e-05, 5.064092e-06, 1.858515e-08, 3.973257e-09, 2.170840e-07, 6.817854e-09, 8.038843e-09, 3.035423e-09, 2.615909e-08, 3.966798e-08, 1.383567e-02, 4.809230e+00, 8.996297e+03, 9.091247e+03
8.600000e-01, 1.241235e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.755608e+00, 7.788892e-02, -1.823996e+05, 1.625264e+03, 2.057880e+04, 1.625264e+03, 4.699988e+06, 3.498876e-03, 4.904186e-01, 7.236438e-06, 1.859922e-01, 1.345114e-07, 2.773781e-01, 3.368337e-02, 8.953723e-03, 2.718478e-06, 1.916134e-07, 2.900767e-06, 9.626227e-08, 1.734787e-07, 8.450581e-07, 1.023423e-05, 1.200012e-09, 4.534878e-05, 4.967085e-06, 1.851392e-08, 3.916482e-09, 2.153932e-07, 6.720620e-09, 7.865930e-09, 2.969267e-09, 2.615870e-08, 3.966712e-08, 1.383546e-02, 4.812067e+00, 8.988619e+03, 9.083438e+03
8.700000e-01, 1.256042e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.751624e+00, 7.788892e-02, -1.913854e+05, 1.624282e+03, 2.057880e+04, 1.624282e+03, 4.699988e+06, 3.498825e-03, 4.904624e-01, 7.164369e-06, 1.859529e-01, 1.327695e-07, 2.773524e-01, 3.371205e-02, 8.946666e-03, 2.689076e-06, 1.902810e-07, 2.900761e-06, 9.561045e-08, 1.736577e-07, 8.411297e-07, 1.012273e-05, 1.173881e-09, 4.528677e-05, 4.872177e-06, 1.844372e-08, 3.860721e-09, 2.137198e-07, 6.625556e-09, 7.698065e-09, 2.905021e-09, 2.615832e-08, 3.966629e-08, 1.383526e-02, 4.814907e+00, 8.981111e+03, 9.075800e+03
8.800000e-01, 1.270858e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.747640e+00, 7.788892e-02, -2.057067e+05, 1.623301e+03, 2.057880e+04, 1.623301e+03, 4.699988e+06, 3.498776e-03, 4.905059e-01, 7.093012e-06, 1.859137e-01, 1.310500e-07, 2.773266e-01, 3.374079e-02, 8.939767e-03, 2.660035e-06, 1.889631e-07, 2.900759e-06, 9.496322e-08, 1.738355e-07, 8.372338e-07, 1.001267e-05, 1.148356e-09, 4.522553e-05, 4.779336e-06, 1.837457e-08, 3.805956e-09, 2.120635e-07, 6.532714e-09, 7.535287e-09, 2.842686e-09, 2.615795e-08, 3.966547e-08, 1.383506e-02, 4.817750e+00, 8.973768e+03, 9.068330e+03
8.900000e-01, 1.285682e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.743657e+00, 7.788892e-02, -2.261013e+05, 1.622320e+03, 2.057880e+04, 1.622320e+03, 4.699988e+06, 3.498727e-03, 4.905492e-01, 7.022360e-06, 1.858748e-01, 1.293524e-07, 2.773006e-01, 3.376958e-02, 8.933023e-03, 2.631347e-06, 1.876592e-07, 2.900762e-06, 9.432057e-08, 1.740118e-07, 8.333650e-07, 9.904010e-06, 1.123423e-09, 4.516505e-05, 4.688532e-06, 1.830647e-08, 3.752172e-09, 2.104242e-07, 6.442160e-09, 7.377649e-09, 2.782275e-09, 2.615759e-08, 3.966467e-08, 1.383487e-02, 4.820595e+00, 8.966587e+03, 9.061022e+03
9.000000e-01, 1.300515e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.739675e+00, 7.788891e-02, -2.533722e+05, 1.621340e+03, 2.057880e+04, 1.621340e+03, 4.699988e+06, 3.498680e-03, 4.905922e-01, 6.952409e-06, 1.858360e-01, 1.276765e-07, 2.772746e-01, 3.379843e-02, 8.926429e-03, 2.603008e-06, 1.863688e-07, 2.900769e-06, 9.368254e-08, 1.741863e-07, 8.295173e-07, 9.796692e-06, 1.099069e-09, 4.510532e-05, 4.599739e-06, 1.823942e-08, 3.699354e-09, 2.088014e-07, 6.353969e-09, 7.225223e-09, 2.723800e-09, 2.615723e-08, 3.966388e-08, 1.383468e-02, 4.823444e+00, 8.959564e+03, 9.053874e+03
9.100000e-01, 1.315357e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.735693e+00, 7.788891e-02, -2.883932e+05, 1.620361e+03, 2.057880e+04, 1.620361e+03, 4.699988e+06, 3.498633e-03, 4.906350e-01, 6.883152e-06, 1.857973e-01, 1.260220e-07, 2.772484e-01, 3.382733e-02, 8.919982e-03, 2.575012e-06, 1.850914e-07, 2.900779e-06, 9.304913e-08, 1.743587e-07, 8.256846e-07, 9.690665e-06, 1.075281e-09, 4.504632e-05, 4.512934e-06, 1.817343e-08, 3.647488e-09, 2.071948e-07, 6.268231e-09, 7.078094e-09, 2.667282e-09, 2.615688e-08, 3.966311e-08, 1.383450e-02, 4.826295e+00, 8.952695e+03, 9.046882e+03
9.200000e-01, 1.330208e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.731713e+00, 7.788891e-02, -3.195826e+05, 1.619382e+03, 2.057880e+04, 1.619382e+03, 4.699989e+06, 3.498588e-03, 4.906774e-01, 6.814552e-06, 1.857589e-01, 1.243884e-07, 2.772221e-01, 3.385628e-02, 8.913680e-03, 2.547345e-06, 1.838285e-07, 2.900794e-06, 9.241957e-08, 1.745311e-07, 8.218816e-07, 9.585995e-06, 1.052030e-09, 4.498805e-05, 4.427876e-06, 1.810831e-08, 3.596511e-09, 2.056039e-07, 6.184055e-09, 6.934351e-09, 2.612063e-09, 2.615654e-08, 3.966235e-08, 1.383432e-02, 4.829149e+00, 8.945977e+03, 9.040043e+03
9.300000e-01, 1.345067e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.727734e+00, 7.788891e-02, -3.326327e+05, 1.618405e+03, 2.057880e+04, 1.618405e+03, 4.699989e+06, 3.498543e-03, 4.907197e-01, 6.746565e-06, 1.857206e-01, 1.227752e-07, 2.771958e-01, 3.388529e-02, 8.907522e-03, 2.519993e-06, 1.825821e-07, 2.900816e-06, 9.179291e-08, 1.747065e-07, 8.181278e-07, 9.482776e-06, 1.029283e-09, 4.493051e-05, 4.344276e-06, 1.804380e-08, 3.546346e-09, 2.040279e-07, 6.100329e-09, 6.791612e-09, 2.557326e-09, 2.615621e-08, 3.966161e-08, 1.383415e-02, 4.832005e+00, 8.939410e+03, 9.033355e+03
9.400000e-01, 1.359935e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.723756e+00, 7.788891e-02, -3.386721e+05, 1.617428e+03, 2.057880e+04, 1.617428e+03, 4.699989e+06, 3.498500e-03, 4.907617e-01, 6.679209e-06, 1.856824e-01, 1.211822e-07, 2.771693e-01, 3.391435e-02, 8.901504e-03, 2.492956e-06, 1.813501e-07, 2.900843e-06, 9.116979e-08, 1.748822e-07, 8.143981e-07, 9.380854e-06, 1.007044e-09, 4.487367e-05, 4.262288e-06, 1.798010e-08, 3.497024e-09, 2.024668e-07, 6.017947e-09, 6.651585e-09, 2.503639e-09, 2.615589e-08, 3.966088e-08, 1.383397e-02, 4.834864e+00, 8.932988e+03, 9.026814e+03
9.500000e-01, 1.374812e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.719778e+00, 7.788891e-02, -3.350080e+05, 1.616451e+03, 2.057880e+04, 1.616451e+03, 4.699989e+06, 3.498457e-03, 4.908035e-01, 6.612468e-06, 1.856444e-01, 1.196092e-07, 2.771427e-01, 3.394346e-02, 8.895621e-03, 2.466226e-06, 1.801324e-07, 2.900874e-06, 9.054997e-08, 1.750588e-07, 8.106910e-07, 9.280209e-06, 9.852945e-10, 4.481754e-05, 4.181827e-06, 1.791715e-08, 3.448520e-09, 2.009202e-07, 5.936720e-09, 6.513752e-09, 2.450813e-09, 2.615557e-08, 3.966017e-08, 1.383381e-02, 4.837725e+00, 8.926708e+03, 9.020417e+03
9.600000e-01, 1.389698e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.715802e+00, 7.788891e-02, -3.186142e+05, 1.615476e+03, 2.057880e+04, 1.615476e+03, 4.699989e+06, 3.498416e-03, 4.908450e-01, 6.546324e-06, 1.856065e-01, 1.180556e-07, 2.771159e-01, 3.397263e-02, 8.889872e-03, 2.439795e-06, 1.789293e-07, 2.900910e-06, 8.993317e-08, 1.752367e-07, 8.070051e-07, 9.180822e-06, 9.640191e-10, 4.476209e-05, 4.102801e-06, 1.785491e-08, 3.400805e-09, 1.993877e-07, 5.856431e-09, 6.377530e-09, 2.398640e-09, 2.615526e-08, 3.965947e-08, 1.383364e-02, 4.840590e+00, 8.920567e+03, 9.014160e+03
9.700000e-01, 1.404593e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.711827e+00, 7.788891e-02, -2.861219e+05, 1.614501e+03, 2.057880e+04, 1.614501e+03, 4.699989e+06, 3.498375e-03, 4.908863e-01, 6.480759e-06, 1.855688e-01, 1.165212e-07, 2.770891e-01, 3.400185e-02, 8.884253e-03, 2.413654e-06, 1.777408e-07, 2.900952e-06, 8.931911e-08, 1.754164e-07, 8.033394e-07, 9.082677e-06, 9.432010e-10, 4.470733e-05, 4.025110e-06, 1.779332e-08, 3.353853e-09, 1.978689e-07, 5.776834e-09, 6.242269e-09, 2.346884e-09, 2.615495e-08, 3.965879e-08, 1.383348e-02, 4.843457e+00, 8.914562e+03, 9.008041e+03
9.800000e-01, 1.419496e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.707852e+00, 7.788891e-02, -2.338111e+05, 1.613526e+03, 2.057880e+04, 1.613526e+03, 4.699989e+06, 3.498335e-03, 4.909274e-01, 6.415752e-06, 1.855312e-01, 1.150055e-07, 2.770622e-01, 3.403111e-02, 8.878762e-03, 2.387793e-06, 1.765673e-07, 2.900998e-06, 8.870745e-08, 1.755985e-07, 7.996929e-07, 8.985761e-06, 9.228231e-10, 4.465325e-05, 3.948648e-06, 1.773231e-08, 3.307633e-09, 1.963632e-07, 5.697655e-09, 6.107244e-09, 2.295288e-09, 2.615466e-08, 3.965812e-08, 1.383332e-02, 4.846326e+00, 8.908690e+03, 9.002056e+03
9.900000e-01, 1.434409e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.703879e+00, 7.788892e-02, -1.576036e+05, 1.612553e+03, 2.057880e+04, 1.612553e+03, 4.699989e+06, 3.498296e-03, 4.909683e-01, 6.351280e-06, 1.854938e-01, 1.135083e-07, 2.770352e-01, 3.406043e-02, 8.873397e-03, 2.362204e-06, 1.754092e-07, 2.901050e-06, 8.809780e-08, 1.757837e-07, 7.960650e-07, 8.890065e-06, 9.028681e-10, 4.459983e-05, 3.873300e-06, 1.767182e-08, 3.262114e-09, 1.948704e-07, 5.618586e-09, 5.971654e-09, 2.243564e-09, 2.615437e-08, 3.965746e-08, 1.383317e-02, 4.849199e+00, 8.902949e+03, 8.996204e+03
1.000000e+00, 1.449330e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 6.699907e+00, 7.788892e-02, -5.305581e+04, 1.611580e+03, 2.057880e+04, 1.611580e+03, 4.699990e+06, 3.498258e-03, 4.910089e-01, 6.287322e-06, 1.854565e-01, 1.120289e-07, 2.770081e-01, 3.408980e-02, 8.868154e-03, 2.336877e-06, 1.742666e-07, 2.901107e-06, 8.748978e-08, 1.759728e-07, 7.924554e-07, 8.795579e-06, 8.833182e-10, 4.454706e-05, 3.798945e-06, 1.761176e-08, 3.217266e-09, 1.933898e-07, 5.539287e-09, 5.834615e-09, 2.191398e-09, 2.615408e-08, 3.965682e-08, 1.383302e-02, 4.852074e+00, 8.897336e+03, 8.990480e+03
