Distance_PFRC4_(m), Plug_flow_residence_time_PFRC4_(sec), Internal_surface_area_per_unit_distance_PFRC4_(m), Cross-section_area_PFRC4_(m2), External_surface_area_per_unit_distance_PFRC4_(m), Velocity_PFRC4_(m/sec), Exit_mass_flow_rate_PFRC4_(kg/sec), Volumetric_heat_production_rate_PFRC4_(J/m3-sec), Surface_temperature_PFRC4_(K), Heat_loss_rate_PFRC4_(J/m-sec), Temperature_PFRC4_(K), Pressure_PFRC4_(Pa), Mole_fraction_N2_PFRC4_(), Mole_fraction_H2_PFRC4_(), Mole_fraction_H_PFRC4_(), Mole_fraction_O2_PFRC4_(), Mole_fraction_H2O_PFRC4_(), Mole_fraction_OH_PFRC4_(), Mole_fraction_CO_PFRC4_(), Mole_fraction_CO2_PFRC4_(), Mole_fraction_CH4_PFRC4_(), Mole_fraction_CH3_PFRC4_(), Mole_fraction_CH3OH_PFRC4_(), Mole_fraction_CH2O_PFRC4_(), Mole_fraction_HCO_PFRC4_(), Mole_fraction_HOCHO_PFRC4_(), Mole_fraction_C2H6_PFRC4_(), Mole_fraction_C2H5_PFRC4_(), Mole_fraction_C2H4_PFRC4_(), Mole_fraction_C2H3_PFRC4_(), Mole_fraction_CHCHO_PFRC4_(), Mole_fraction_C2H2_PFRC4_(), Mole_fraction_CH3CHO_PFRC4_(), Mole_fraction_C2H3OH_PFRC4_(), Mole_fraction_CH2CO_PFRC4_(), Mole_fraction_HCCOH_PFRC4_(), Mole_fraction_C3H6_PFRC4_(), Mole_fraction_C3H4-P_PFRC4_(), Mole_fraction_C3H4-A_PFRC4_(), Mole_fraction_C3H3_PFRC4_(), Mole_fraction_CCYCCO-T1_PFRC4_(), Mole_fraction_C4H4_PFRC4_(), Mole_fraction_C4H2_PFRC4_(), Mole_fraction_C6H6_PFRC4_(), Mole_fraction_OC5H7O_PFRC4_(), Molecular_weight_PFRC4_(kg/mole), Mass_density_PFRC4_(kg/m3), Unburned_hydrocarbons_PFRC4_(ppm), Volatile_organic_compounds_PFRC4_(ppm)
8.200000e-03, 4.807655e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.702193e-01, 5.192595e-01, -3.847853e+06, 1.720810e+03, 2.501106e+04, 1.720810e+03, 4.699982e+06, 3.517228e-03, 4.828762e-01, 1.809781e-05, 8.628438e-09, 1.919058e-01, 4.522211e-07, 2.784027e-01, 3.159974e-02, 1.152570e-02, 8.855231e-06, 4.652326e-07, 2.947440e-06, 1.784276e-07, 1.577523e-07, 1.854701e-06, 1.067785e-08, 3.966297e-05, 1.286446e-08, 5.720878e-05, 4.182336e-05, 3.666868e-08, 2.219609e-08, 5.494092e-07, 5.370033e-09, 4.298509e-08, 1.011387e-07, 3.919437e-08, 4.821540e-09, 2.629591e-08, 2.958767e-09, 1.015123e-09, 1.305313e-10, 3.992962e-08, 1.390803e-02, 4.568717e+00, 1.170190e+04, 1.182159e+04
8.300000e-03, 4.866404e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.702124e-01, 5.192595e-01, -3.818335e+06, 1.720637e+03, 2.501106e+04, 1.720637e+03, 4.699982e+06, 3.517016e-03, 4.829364e-01, 1.807041e-05, 8.607978e-09, 1.918645e-01, 4.511917e-07, 2.784174e-01, 3.159702e-02, 1.149578e-02, 8.817883e-06, 4.634076e-07, 2.947143e-06, 1.782591e-07, 1.577706e-07, 1.844074e-06, 1.060146e-08, 3.939488e-05, 1.275482e-08, 5.711312e-05, 4.148173e-05, 3.650055e-08, 2.202724e-08, 5.471660e-07, 5.319912e-09, 4.256203e-08, 1.000145e-07, 3.875698e-08, 4.761907e-09, 2.629433e-08, 2.914181e-09, 9.984056e-10, 1.280623e-10, 3.992678e-08, 1.390719e-02, 4.568901e+00, 1.167070e+04, 1.179019e+04
8.400000e-03, 4.925155e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.702056e-01, 5.192595e-01, -3.788067e+06, 1.720465e+03, 2.501106e+04, 1.720465e+03, 4.699982e+06, 3.516806e-03, 4.829962e-01, 1.804323e-05, 8.587638e-09, 1.918234e-01, 4.501714e-07, 2.784321e-01, 3.159433e-02, 1.146608e-02, 8.780886e-06, 4.615997e-07, 2.946851e-06, 1.780919e-07, 1.577887e-07, 1.833557e-06, 1.052601e-08, 3.912995e-05, 1.264672e-08, 5.701783e-05, 4.114472e-05, 3.633419e-08, 2.186060e-08, 5.449444e-07, 5.270544e-09, 4.214529e-08, 9.890885e-08, 3.832683e-08, 4.703349e-09, 2.629275e-08, 2.870525e-09, 9.820647e-10, 1.256513e-10, 3.992396e-08, 1.390636e-02, 4.569085e+00, 1.163972e+04, 1.175901e+04
8.500000e-03, 4.983908e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.701988e-01, 5.192595e-01, -3.757123e+06, 1.720294e+03, 2.501106e+04, 1.720294e+03, 4.699982e+06, 3.516597e-03, 4.830556e-01, 1.801627e-05, 8.567419e-09, 1.917827e-01, 4.491601e-07, 2.784466e-01, 3.159165e-02, 1.143657e-02, 8.744237e-06, 4.598085e-07, 2.946563e-06, 1.779259e-07, 1.578068e-07, 1.823149e-06, 1.045148e-08, 3.886812e-05, 1.254012e-08, 5.692292e-05, 4.081225e-05, 3.616959e-08, 2.169611e-08, 5.427442e-07, 5.221910e-09, 4.173474e-08, 9.782133e-08, 3.790375e-08, 4.645836e-09, 2.629119e-08, 2.827773e-09, 9.660884e-10, 1.232959e-10, 3.992115e-08, 1.390553e-02, 4.569267e+00, 1.160897e+04, 1.172806e+04
8.600000e-03, 5.042664e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.701921e-01, 5.192595e-01, -3.725595e+06, 1.720125e+03, 2.501106e+04, 1.720125e+03, 4.699982e+06, 3.516389e-03, 4.831146e-01, 1.798952e-05, 8.547317e-09, 1.917422e-01, 4.481577e-07, 2.784610e-01, 3.158900e-02, 1.140727e-02, 8.707930e-06, 4.580337e-07, 2.946279e-06, 1.777611e-07, 1.578247e-07, 1.812847e-06, 1.037785e-08, 3.860934e-05, 1.243500e-08, 5.682838e-05, 4.048424e-05, 3.600670e-08, 2.153374e-08, 5.405650e-07, 5.173996e-09, 4.133025e-08, 9.675151e-08, 3.748758e-08, 4.589343e-09, 2.628964e-08, 2.785897e-09, 9.504645e-10, 1.209941e-10, 3.991837e-08, 1.390471e-02, 4.569448e+00, 1.157843e+04, 1.169732e+04
8.700000e-03, 5.101422e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.701854e-01, 5.192595e-01, -3.693588e+06, 1.719956e+03, 2.501106e+04, 1.719956e+03, 4.699982e+06, 3.516184e-03, 4.831731e-01, 1.796298e-05, 8.527333e-09, 1.917021e-01, 4.471641e-07, 2.784753e-01, 3.158636e-02, 1.137816e-02, 8.671960e-06, 4.562753e-07, 2.946000e-06, 1.775975e-07, 1.578425e-07, 1.802651e-06, 1.030511e-08, 3.835355e-05, 1.233131e-08, 5.673422e-05, 4.016059e-05, 3.584550e-08, 2.137344e-08, 5.384063e-07, 5.126786e-09, 4.093168e-08, 9.569895e-08, 3.707815e-08, 4.533841e-09, 2.628810e-08, 2.744871e-09, 9.351813e-10, 1.187437e-10, 3.991560e-08, 1.390390e-02, 4.569627e+00, 1.154810e+04, 1.166680e+04
8.800000e-03, 5.160182e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.701787e-01, 5.192595e-01, -3.661226e+06, 1.719789e+03, 2.501106e+04, 1.719789e+03, 4.699982e+06, 3.515979e-03, 4.832313e-01, 1.793665e-05, 8.507464e-09, 1.916621e-01, 4.461791e-07, 2.784895e-01, 3.158375e-02, 1.134926e-02, 8.636321e-06, 4.545328e-07, 2.945725e-06, 1.774351e-07, 1.578601e-07, 1.792558e-06, 1.023324e-08, 3.810071e-05, 1.222904e-08, 5.664041e-05, 3.984121e-05, 3.568596e-08, 2.121518e-08, 5.362681e-07, 5.080263e-09, 4.053890e-08, 9.466324e-08, 3.667529e-08, 4.479304e-09, 2.628657e-08, 2.704667e-09, 9.202268e-10, 1.165424e-10, 3.991285e-08, 1.390309e-02, 4.569806e+00, 1.151799e+04, 1.163649e+04
8.900000e-03, 5.218945e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.701721e-01, 5.192595e-01, -3.628646e+06, 1.719623e+03, 2.501106e+04, 1.719623e+03, 4.699982e+06, 3.515776e-03, 4.832891e-01, 1.791053e-05, 8.487709e-09, 1.916225e-01, 4.452025e-07, 2.785036e-01, 3.158115e-02, 1.132054e-02, 8.601009e-06, 4.528060e-07, 2.945454e-06, 1.772738e-07, 1.578777e-07, 1.782567e-06, 1.016223e-08, 3.785076e-05, 1.212815e-08, 5.654698e-05, 3.952602e-05, 3.552805e-08, 2.105892e-08, 5.341497e-07, 5.034411e-09, 4.015179e-08, 9.364394e-08, 3.627883e-08, 4.425704e-09, 2.628506e-08, 2.665260e-09, 9.055891e-10, 1.143883e-10, 3.991011e-08, 1.390229e-02, 4.569984e+00, 1.148808e+04, 1.160639e+04
9.000000e-03, 5.277710e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.701656e-01, 5.192595e-01, -3.596002e+06, 1.719457e+03, 2.501106e+04, 1.719457e+03, 4.699982e+06, 3.515574e-03, 4.833465e-01, 1.788461e-05, 8.468067e-09, 1.915832e-01, 4.442343e-07, 2.785177e-01, 3.157858e-02, 1.129202e-02, 8.566018e-06, 4.510948e-07, 2.945187e-06, 1.771137e-07, 1.578951e-07, 1.772676e-06, 1.009206e-08, 3.760365e-05, 1.202861e-08, 5.645390e-05, 3.921493e-05, 3.537174e-08, 2.090461e-08, 5.320510e-07, 4.989214e-09, 3.977021e-08, 9.264061e-08, 3.588860e-08, 4.373014e-09, 2.628355e-08, 2.626621e-09, 8.912564e-10, 1.122790e-10, 3.990739e-08, 1.390149e-02, 4.570161e+00, 1.145839e+04, 1.157650e+04
9.100000e-03, 5.336477e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.701590e-01, 5.192595e-01, -3.563462e+06, 1.719293e+03, 2.501106e+04, 1.719293e+03, 4.699982e+06, 3.515374e-03, 4.834035e-01, 1.785888e-05, 8.448536e-09, 1.915441e-01, 4.432744e-07, 2.785316e-01, 3.157602e-02, 1.126369e-02, 8.531342e-06, 4.493988e-07, 2.944925e-06, 1.769547e-07, 1.579125e-07, 1.762883e-06, 1.002271e-08, 3.735932e-05, 1.193038e-08, 5.636118e-05, 3.890784e-05, 3.521701e-08, 2.075221e-08, 5.299716e-07, 4.944656e-09, 3.939403e-08, 9.165284e-08, 3.550444e-08, 4.321206e-09, 2.628205e-08, 2.588725e-09, 8.772168e-10, 1.102124e-10, 3.990469e-08, 1.390070e-02, 4.570336e+00, 1.142889e+04, 1.154682e+04
9.200000e-03, 5.395247e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.701525e-01, 5.192595e-01, -3.531208e+06, 1.719130e+03, 2.501106e+04, 1.719130e+03, 4.699982e+06, 3.515175e-03, 4.834601e-01, 1.783336e-05, 8.429116e-09, 1.915052e-01, 4.423225e-07, 2.785454e-01, 3.157349e-02, 1.123555e-02, 8.496977e-06, 4.477177e-07, 2.944666e-06, 1.767969e-07, 1.579297e-07, 1.753188e-06, 9.954165e-09, 3.711773e-05, 1.183345e-08, 5.626881e-05, 3.860467e-05, 3.506383e-08, 2.060168e-08, 5.279112e-07, 4.900722e-09, 3.902312e-08, 9.068018e-08, 3.512618e-08, 4.270254e-09, 2.628056e-08, 2.551544e-09, 8.634583e-10, 1.081864e-10, 3.990201e-08, 1.389991e-02, 4.570511e+00, 1.139960e+04, 1.151733e+04
9.300000e-03, 5.454019e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.701460e-01, 5.192595e-01, -3.499439e+06, 1.718968e+03, 2.501106e+04, 1.718968e+03, 4.699982e+06, 3.514977e-03, 4.835163e-01, 1.780803e-05, 8.409805e-09, 1.914667e-01, 4.413786e-07, 2.785591e-01, 3.157097e-02, 1.120759e-02, 8.462918e-06, 4.460515e-07, 2.944411e-06, 1.766402e-07, 1.579468e-07, 1.743588e-06, 9.886413e-09, 3.687883e-05, 1.173778e-08, 5.617680e-05, 3.830534e-05, 3.491216e-08, 2.045299e-08, 5.258694e-07, 4.857394e-09, 3.865734e-08, 8.972222e-08, 3.475365e-08, 4.220130e-09, 2.627908e-08, 2.515051e-09, 8.499691e-10, 1.061987e-10, 3.989934e-08, 1.389913e-02, 4.570685e+00, 1.137050e+04, 1.148805e+04
9.400000e-03, 5.512793e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.701396e-01, 5.192595e-01, -3.468364e+06, 1.718807e+03, 2.501106e+04, 1.718807e+03, 4.699982e+06, 3.514781e-03, 4.835722e-01, 1.778289e-05, 8.390601e-09, 1.914283e-01, 4.404425e-07, 2.785727e-01, 3.156847e-02, 1.117981e-02, 8.429159e-06, 4.443997e-07, 2.944160e-06, 1.764845e-07, 1.579638e-07, 1.734082e-06, 9.819435e-09, 3.664255e-05, 1.164333e-08, 5.608514e-05, 3.800974e-05, 3.476199e-08, 2.030609e-08, 5.238459e-07, 4.814657e-09, 3.829657e-08, 8.877853e-08, 3.438668e-08, 4.170807e-09, 2.627762e-08, 2.479221e-09, 8.367374e-10, 1.042474e-10, 3.989668e-08, 1.389835e-02, 4.570857e+00, 1.134160e+04, 1.145896e+04
9.500000e-03, 5.571569e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.701332e-01, 5.192595e-01, -3.438212e+06, 1.718647e+03, 2.501106e+04, 1.718647e+03, 4.699982e+06, 3.514586e-03, 4.836277e-01, 1.775794e-05, 8.371503e-09, 1.913903e-01, 4.395141e-07, 2.785862e-01, 3.156599e-02, 1.115222e-02, 8.395694e-06, 4.427622e-07, 2.943912e-06, 1.763299e-07, 1.579807e-07, 1.724667e-06, 9.753215e-09, 3.640885e-05, 1.155008e-08, 5.599382e-05, 3.771780e-05, 3.461327e-08, 2.016093e-08, 5.218403e-07, 4.772496e-09, 3.794068e-08, 8.784866e-08, 3.402510e-08, 4.122257e-09, 2.627616e-08, 2.444024e-09, 8.237513e-10, 1.023301e-10, 3.989405e-08, 1.389758e-02, 4.571029e+00, 1.131290e+04, 1.143006e+04
9.600000e-03, 5.630348e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.701269e-01, 5.192595e-01, -3.409220e+06, 1.718489e+03, 2.501106e+04, 1.718489e+03, 4.699982e+06, 3.514392e-03, 4.836828e-01, 1.773317e-05, 8.352510e-09, 1.913525e-01, 4.385933e-07, 2.785997e-01, 3.156353e-02, 1.112480e-02, 8.362520e-06, 4.411387e-07, 2.943668e-06, 1.761764e-07, 1.579974e-07, 1.715343e-06, 9.687736e-09, 3.617768e-05, 1.145801e-08, 5.590284e-05, 3.742942e-05, 3.446598e-08, 2.001749e-08, 5.198524e-07, 4.730893e-09, 3.758952e-08, 8.693221e-08, 3.366875e-08, 4.074454e-09, 2.627471e-08, 2.409436e-09, 8.109988e-10, 1.004447e-10, 3.989142e-08, 1.389682e-02, 4.571200e+00, 1.128438e+04, 1.140136e+04
9.700000e-03, 5.689129e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.701206e-01, 5.192595e-01, -3.381642e+06, 1.718331e+03, 2.501106e+04, 1.718331e+03, 4.699982e+06, 3.514200e-03, 4.837376e-01, 1.770858e-05, 8.333620e-09, 1.913149e-01, 4.376800e-07, 2.786130e-01, 3.156108e-02, 1.109755e-02, 8.329631e-06, 4.395290e-07, 2.943428e-06, 1.760240e-07, 1.580141e-07, 1.706108e-06, 9.622984e-09, 3.594898e-05, 1.136706e-08, 5.581220e-05, 3.714451e-05, 3.432010e-08, 1.987571e-08, 5.178817e-07, 4.689833e-09, 3.724298e-08, 8.602873e-08, 3.331745e-08, 4.027369e-09, 2.627327e-08, 2.375429e-09, 7.984682e-10, 9.858908e-11, 3.988882e-08, 1.389605e-02, 4.571370e+00, 1.125606e+04, 1.137284e+04
9.800000e-03, 5.747912e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.701143e-01, 5.192595e-01, -3.355745e+06, 1.718174e+03, 2.501106e+04, 1.718174e+03, 4.699982e+06, 3.514008e-03, 4.837920e-01, 1.768418e-05, 8.314833e-09, 1.912776e-01, 4.367739e-07, 2.786263e-01, 3.155866e-02, 1.107049e-02, 8.297020e-06, 4.379327e-07, 2.943191e-06, 1.758725e-07, 1.580307e-07, 1.696960e-06, 9.558940e-09, 3.572271e-05, 1.127723e-08, 5.572190e-05, 3.686300e-05, 3.417559e-08, 1.973556e-08, 5.159280e-07, 4.649300e-09, 3.690092e-08, 8.513781e-08, 3.297105e-08, 3.980977e-09, 2.627184e-08, 2.341977e-09, 7.861475e-10, 9.676108e-11, 3.988623e-08, 1.389530e-02, 4.571538e+00, 1.122792e+04, 1.134451e+04
9.900000e-03, 5.806697e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.701080e-01, 5.192595e-01, -3.331809e+06, 1.718018e+03, 2.501106e+04, 1.718018e+03, 4.699982e+06, 3.513818e-03, 4.838461e-01, 1.765995e-05, 8.296146e-09, 1.912405e-01, 4.358750e-07, 2.786395e-01, 3.155625e-02, 1.104359e-02, 8.264684e-06, 4.363497e-07, 2.942957e-06, 1.757221e-07, 1.580471e-07, 1.687897e-06, 9.495590e-09, 3.549880e-05, 1.118847e-08, 5.563193e-05, 3.658478e-05, 3.403242e-08, 1.959700e-08, 5.139910e-07, 4.609278e-09, 3.656321e-08, 8.425900e-08, 3.262937e-08, 3.935249e-09, 2.627042e-08, 2.309052e-09, 7.740250e-10, 9.495852e-11, 3.988365e-08, 1.389455e-02, 4.571706e+00, 1.119996e+04, 1.131637e+04
1.000000e-02, 5.865484e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.701018e-01, 5.192595e-01, -3.310127e+06, 1.717863e+03, 2.501106e+04, 1.717863e+03, 4.699982e+06, 3.513629e-03, 4.838998e-01, 1.763589e-05, 8.277559e-09, 1.912037e-01, 4.349831e-07, 2.786525e-01, 3.155386e-02, 1.101686e-02, 8.232618e-06, 4.347798e-07, 2.942727e-06, 1.755727e-07, 1.580635e-07, 1.678918e-06, 9.432917e-09, 3.527721e-05, 1.110076e-08, 5.554229e-05, 3.630977e-05, 3.389058e-08, 1.945998e-08, 5.120701e-07, 4.569751e-09, 3.622972e-08, 8.339189e-08, 3.229225e-08, 3.890159e-09, 2.626901e-08, 2.276628e-09, 7.620887e-10, 9.317926e-11, 3.988109e-08, 1.389380e-02, 4.571873e+00, 1.117218e+04, 1.128841e+04
