Solution_No_PSRC1_(), Volume_PSRC1_(m3), Exit_mass_flow_rate_PSRC1_(kg/sec), Volumetric_heat_production_rate_PSRC1_(J/m3-sec), Surface_temperature_PSRC1_(K), Temperature_PSRC1_(K), Mass_PSRC1_(kg), Pressure_PSRC1_(Pa), Mole_fraction_N2_PSRC1_(), Mole_fraction_H2_PSRC1_(), Mole_fraction_H_PSRC1_(), Mole_fraction_O2_PSRC1_(), Mole_fraction_H2O_PSRC1_(), Mole_fraction_OH_PSRC1_(), Mole_fraction_HO2_PSRC1_(), Mole_fraction_CO_PSRC1_(), Mole_fraction_CO2_PSRC1_(), Mole_fraction_CH4_PSRC1_(), Mole_fraction_CH3_PSRC1_(), Mole_fraction_CH3OH_PSRC1_(), Mole_fraction_CH2O_PSRC1_(), Mole_fraction_HCO_PSRC1_(), Mole_fraction_HOCHO_PSRC1_(), Mole_fraction_C2H6_PSRC1_(), Mole_fraction_C2H5_PSRC1_(), Mole_fraction_C2H4_PSRC1_(), Mole_fraction_C2H3_PSRC1_(), Mole_fraction_C2H2_PSRC1_(), Mole_fraction_CH3CHO_PSRC1_(), Mole_fraction_CH2CO_PSRC1_(), Mole_fraction_HCCO_PSRC1_(), Mole_fraction_HCOOH_PSRC1_(), Mole_fraction_C3H6_PSRC1_(), Mole_fraction_C3H5-A_PSRC1_(), Mole_fraction_C3H4-P_PSRC1_(), Mole_fraction_C3H4-A_PSRC1_(), Mole_fraction_C3H3_PSRC1_(), Mole_fraction_C4H6_PSRC1_(), Mole_fraction_C4H4_PSRC1_(), Mole_fraction_C4H2_PSRC1_(), Mole_fraction_C6H6_PSRC1_(), Molecular_weight_PSRC1_(kg/mole), Mass_density_PSRC1_(kg/m3), Unburned_hydrocarbons_PSRC1_(ppm), Volatile_organic_compounds_PSRC1_(ppm), Residence_time_PSRC1_(sec), Inlet_flow_rate_of_C1_Inlet1_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet1_PSRC1_(K), Inlet_mole_fraction_N2_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_CO2_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_CH4_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_C2H6_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_C3H8_of_C1_Inlet1_PSRC1_(), Inlet_flow_rate_of_C1_Inlet2_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet2_PSRC1_(K), Inlet_mole_fraction_O2_of_C1_Inlet2_PSRC1_(), Inlet_mole_fraction_H2O_of_C1_Inlet2_PSRC1_(), Inlet_flow_rate_of_C1_Inlet3_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet3_PSRC1_(K), Inlet_mole_fraction_H2O_of_C1_Inlet3_PSRC1_(), Ambient_temperature_PSRC1_(K), Surface_material_area_fraction_PSRC1_()
1.000000e+00, 1.370000e-02, 1.314957e-01, 3.338626e+07, 1.810035e+03, 1.810039e+03, 6.039196e-02, 4.700000e+06, 3.591109e-03, 4.684663e-01, 3.929627e-05, 1.336389e-05, 1.999027e-01, 1.283587e-06, 3.119702e-08, 2.790575e-01, 3.075783e-02, 1.753810e-02, 2.990112e-05, 1.339861e-06, 3.544175e-06, 3.120360e-07, 1.439393e-07, 5.660587e-06, 4.229815e-08, 1.883837e-04, 1.119337e-07, 3.944001e-04, 4.233462e-08, 5.422091e-06, 1.063759e-08, 8.818727e-08, 3.967952e-07, 1.162493e-08, 1.694112e-06, 6.710850e-07, 1.489357e-07, 3.450705e-08, 7.142295e-08, 5.922615e-08, 2.392402e-08, 1.411508e-02, 4.408173e+00, 1.875481e+04, 1.877123e+04, 4.592695e-01, 5.070000e-02, 3.397500e+02, 1.144736e-02, 1.223925e-02, 9.197081e-01, 5.432985e-02, 2.275438e-03, 7.004570e-02, 5.050400e+02, 9.613323e-01, 3.866770e-02, 1.075000e-02, 6.266000e+02, 1.000000e+00, 2.981500e+02, 1.000000e+00
