     Time [s]       ,Y_H2                ,Y_H2O               ,Y_CH4               ,Y_CO                ,Y_CO2               ,  Temperature [K]   ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
 0.000000000000E+000, 0.000000000000E+000, 0.000000000000E+000, 0.000000000000E+000, 0.000000000000E+000, 0.000000000000E+000, 1.500000000000E+003,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
 0.000000000000E+000, 3.177879618031E-003, 5.000945523694E-001, 2.532724513176E-002, 7.069655502020E-002, 3.761355909300E-001, 1.500000000000E+003,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
 0.000000000000E+000, 3.177879618031E-003, 5.000945523694E-001, 2.532724513176E-002, 7.069655502020E-002, 3.761355909300E-001, 1.500000000000E+003,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
 0.000000000000E+000, 1.010531764586E-002, 4.983562102121E-001, 3.844298726463E-003, 1.754192598943E-001, 3.058278313411E-001, 2.089552007193E+003,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
