Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_H2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_HCCOH_PFRC2_(), Mole_fraction_NH3_PFRC2_(), Mole_fraction_N2_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
1.203000e+00, 3.747138e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.795686e-01, 1.766800e-01, -5.061767e+04, 1.698806e+03, 2.501106e+04, 1.698806e+03, 4.700003e+06, 3.021164e-01, 1.176472e-05, 7.945796e-12, 5.857320e-07, 2.922529e-01, 2.494315e-08, 3.159875e-05, 3.136441e-01, 8.897196e-02, 1.382763e-07, 1.877355e-06, 9.903818e-09, 1.002770e-09, 1.617953e-13, 6.942532e-10, 1.618375e-13, 2.236907e-11, 2.509214e-09, 2.531412e-13, 1.338253e-08, 2.968619e-03, 3.125073e-11, 1.865883e-02, 6.208749e+00, 3.162713e+01, 3.365908e+01
1.215000e+00, 3.790071e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.794462e-01, 1.766800e-01, -4.630068e+04, 1.698063e+03, 2.501106e+04, 1.698063e+03, 4.700003e+06, 3.021580e-01, 1.168356e-05, 7.818961e-12, 5.804031e-07, 2.922113e-01, 2.493790e-08, 3.181504e-05, 3.136019e-01, 8.901405e-02, 1.376246e-07, 1.877595e-06, 9.936491e-09, 1.003559e-09, 1.616121e-13, 6.989279e-10, 1.626193e-13, 2.262239e-11, 2.514008e-09, 2.524844e-13, 1.338644e-08, 2.968620e-03, 3.143854e-11, 1.865884e-02, 6.211469e+00, 3.184343e+01, 3.387501e+01
1.227000e+00, 3.833023e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.793238e-01, 1.766800e-01, -4.042033e+04, 1.697320e+03, 2.501106e+04, 1.697320e+03, 4.700003e+06, 3.021996e-01, 1.160289e-05, 7.694055e-12, 5.751186e-07, 2.921695e-01, 2.493249e-08, 3.203279e-05, 3.135598e-01, 8.905619e-02, 1.369754e-07, 1.877835e-06, 9.969297e-09, 1.004336e-09, 1.614269e-13, 7.036298e-10, 1.634035e-13, 2.287864e-11, 2.518798e-09, 2.518258e-13, 1.339031e-08, 2.968622e-03, 3.162743e-11, 1.865885e-02, 6.214191e+00, 3.206118e+01, 3.409239e+01
1.239000e+00, 3.875993e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.792014e-01, 1.766800e-01, -3.291573e+04, 1.696577e+03, 2.501106e+04, 1.696577e+03, 4.700003e+06, 3.022413e-01, 1.152272e-05, 7.571051e-12, 5.698784e-07, 2.921277e-01, 2.492690e-08, 3.225199e-05, 3.135175e-01, 8.909839e-02, 1.363288e-07, 1.878076e-06, 1.000223e-08, 1.005101e-09, 1.612396e-13, 7.083593e-10, 1.641903e-13, 2.313784e-11, 2.523585e-09, 2.511652e-13, 1.339413e-08, 2.968623e-03, 3.181741e-11, 1.865886e-02, 6.216915e+00, 3.228039e+01, 3.431124e+01
1.251000e+00, 3.918982e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.790790e-01, 1.766800e-01, -2.373360e+04, 1.695834e+03, 2.501106e+04, 1.695834e+03, 4.700003e+06, 3.022830e-01, 1.144306e-05, 7.449920e-12, 5.646821e-07, 2.920859e-01, 2.492113e-08, 3.247265e-05, 3.134753e-01, 8.914064e-02, 1.356847e-07, 1.878317e-06, 1.003531e-08, 1.005854e-09, 1.610503e-13, 7.131163e-10, 1.649795e-13, 2.340003e-11, 2.528369e-09, 2.505027e-13, 1.339792e-08, 2.968625e-03, 3.200847e-11, 1.865887e-02, 6.219641e+00, 3.250105e+01, 3.453154e+01
1.263000e+00, 3.961990e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.789566e-01, 1.766800e-01, -1.282844e+04, 1.695091e+03, 2.501106e+04, 1.695091e+03, 4.700003e+06, 3.023248e-01, 1.136388e-05, 7.330633e-12, 5.595295e-07, 2.920440e-01, 2.491520e-08, 3.269478e-05, 3.134329e-01, 8.918294e-02, 1.350432e-07, 1.878559e-06, 1.006851e-08, 1.006593e-09, 1.608589e-13, 7.179010e-10, 1.657712e-13, 2.366524e-11, 2.533150e-09, 2.498384e-13, 1.340167e-08, 2.968626e-03, 3.220063e-11, 1.865887e-02, 6.222370e+00, 3.272319e+01, 3.475332e+01
1.275000e+00, 4.005017e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.788343e-01, 1.766800e-01, -1.625658e+02, 1.694349e+03, 2.501106e+04, 1.694349e+03, 4.700003e+06, 3.023666e-01, 1.128520e-05, 7.213161e-12, 5.544203e-07, 2.920021e-01, 2.490908e-08, 3.291838e-05, 3.133906e-01, 8.922529e-02, 1.344043e-07, 1.878800e-06, 1.010185e-08, 1.007321e-09, 1.606654e-13, 7.227135e-10, 1.665654e-13, 2.393351e-11, 2.537926e-09, 2.491721e-13, 1.340538e-08, 2.968628e-03, 3.239389e-11, 1.865888e-02, 6.225100e+00, 3.294680e+01, 3.497657e+01
1.287000e+00, 4.048063e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.787119e-01, 1.766800e-01, 1.132017e+04, 1.693606e+03, 2.501106e+04, 1.693606e+03, 4.700003e+06, 3.024085e-01, 1.120700e-05, 7.097471e-12, 5.493535e-07, 2.919601e-01, 2.490278e-08, 3.314346e-05, 3.133481e-01, 8.926769e-02, 1.337679e-07, 1.879043e-06, 1.013532e-08, 1.008034e-09, 1.604696e-13, 7.275505e-10, 1.673614e-13, 2.420455e-11, 2.542698e-09, 2.485041e-13, 1.340905e-08, 2.968629e-03, 3.258824e-11, 1.865889e-02, 6.227833e+00, 3.317189e+01, 3.520131e+01
1.299000e+00, 4.091127e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.785896e-01, 1.766800e-01, 1.433453e+04, 1.692863e+03, 2.501106e+04, 1.692863e+03, 4.700003e+06, 3.024504e-01, 1.112926e-05, 6.983520e-12, 5.443270e-07, 2.919180e-01, 2.489628e-08, 3.337000e-05, 3.133057e-01, 8.931015e-02, 1.331338e-07, 1.879285e-06, 1.016892e-08, 1.008734e-09, 1.602712e-13, 7.324040e-10, 1.681578e-13, 2.447758e-11, 2.547464e-09, 2.478344e-13, 1.341268e-08, 2.968631e-03, 3.278366e-11, 1.865890e-02, 6.230568e+00, 3.339843e+01, 3.542750e+01
1.311000e+00, 4.134211e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.784672e-01, 1.766800e-01, 1.543340e+04, 1.692121e+03, 2.501106e+04, 1.692121e+03, 4.700003e+06, 3.024924e-01, 1.105199e-05, 6.871292e-12, 5.393424e-07, 2.918760e-01, 2.488958e-08, 3.359803e-05, 3.132631e-01, 8.935267e-02, 1.325023e-07, 1.879528e-06, 1.020266e-08, 1.009420e-09, 1.600705e-13, 7.372818e-10, 1.689560e-13, 2.475339e-11, 2.552225e-09, 2.471630e-13, 1.341628e-08, 2.968632e-03, 3.298018e-11, 1.865891e-02, 6.233306e+00, 3.362646e+01, 3.565518e+01
1.323000e+00, 4.177313e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.783449e-01, 1.766800e-01, 1.422674e+04, 1.691378e+03, 2.501106e+04, 1.691378e+03, 4.700003e+06, 3.025344e-01, 1.097520e-05, 6.760758e-12, 5.343992e-07, 2.918338e-01, 2.488270e-08, 3.382754e-05, 3.132205e-01, 8.939523e-02, 1.318731e-07, 1.879771e-06, 1.023654e-08, 1.010092e-09, 1.598675e-13, 7.421837e-10, 1.697558e-13, 2.503199e-11, 2.556981e-09, 2.464897e-13, 1.341984e-08, 2.968633e-03, 3.317779e-11, 1.865892e-02, 6.236045e+00, 3.385598e+01, 3.588436e+01
1.335000e+00, 4.220435e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.782225e-01, 1.766800e-01, 1.030521e+04, 1.690636e+03, 2.501106e+04, 1.690636e+03, 4.700003e+06, 3.025765e-01, 1.089888e-05, 6.651888e-12, 5.294971e-07, 2.917916e-01, 2.487562e-08, 3.405856e-05, 3.131779e-01, 8.943784e-02, 1.312465e-07, 1.880014e-06, 1.027055e-08, 1.010750e-09, 1.596621e-13, 7.471094e-10, 1.705573e-13, 2.531337e-11, 2.561731e-09, 2.458147e-13, 1.342337e-08, 2.968635e-03, 3.337652e-11, 1.865893e-02, 6.238787e+00, 3.408700e+01, 3.611504e+01
